SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC11742,0,0,3,43,56,39,34,45,36,253
SSC11743,6,5,33,663,766,380,194,400,100,2497
SSC11744,0,0,0,10,14,7,0,3,3,34
SSC11745,0,0,3,31,34,19,16,29,13,144
SSC11746,0,0,0,0,0,0,0,0,0,0
SSC11747,0,0,0,6,0,0,0,0,0,13
SSC11748,0,0,0,0,3,0,0,0,0,3
SSC11749,0,0,0,3,7,6,3,4,4,31
SSC11750,0,0,0,8,0,4,0,3,0,20
SSC11751,0,0,0,0,0,0,0,0,0,0
SSC11752,0,0,0,16,28,26,23,24,20,138
SSC11753,62,39,175,1146,1487,717,530,1092,320,5293
SSC11754,3,74,83,8,3,0,3,13,142,169
SSC11755,0,0,6,81,132,90,56,75,30,454
SSC11756,63,14,104,2005,1898,835,817,3689,619,9875
SSC11757,327,58,539,3435,3217,1495,1796,6887,1614,18453
SSC11758,0,0,0,13,21,11,15,3,10,70
SSC11759,0,0,0,49,69,28,30,45,45,267
SSC11760,0,0,3,30,44,21,15,35,55,197
SSC11761,38,0,50,754,788,347,367,1622,208,4096
SSC11762,0,0,0,3,3,0,3,3,3,17
SSC11763,13,3,19,82,83,60,57,189,92,565
SSC11764,0,0,0,160,173,74,55,108,22,592
SSC11765,0,0,0,12,15,14,8,9,3,66
SSC11766,0,0,0,0,0,3,4,0,4,12
SSC11767,4,0,3,146,194,91,52,71,31,589
SSC11768,0,0,0,10,23,15,26,17,11,104
SSC11769,17,9,46,173,268,149,123,254,117,1084
SSC11770,70,25,174,1297,1342,560,345,790,349,4678
SSC11771,0,0,0,21,27,17,3,12,14,93
SSC11772,0,0,0,4,13,9,0,5,10,31
SSC11773,0,0,0,44,56,35,10,31,16,187
SSC11774,7,0,10,925,1001,372,330,762,289,3673
SSC11775,0,0,0,15,29,16,17,23,7,117
SSC11776,56,26,125,337,516,321,299,467,230,2165
SSC11777,3,3,3,38,48,16,25,41,37,203
SSC11778,9,3,20,404,550,265,270,485,151,2121
SSC11779,0,0,0,7,13,11,8,13,6,58
SSC11780,0,0,0,11,10,18,8,13,12,71
SSC11781,163,93,365,3803,4266,2067,1865,4920,1170,18089
SSC11782,162,170,518,2829,3277,1578,1257,3607,1880,14425
SSC11783,0,0,0,8,16,11,7,14,9,61
SSC11784,0,0,3,40,44,20,27,38,30,203
SSC11785,7,0,12,251,286,156,121,157,62,1028
SSC11786,0,0,3,126,135,76,66,76,45,526
SSC11787,0,0,0,4,11,6,0,3,0,23
SSC11788,0,0,0,0,0,0,0,5,0,6
SSC11789,0,0,3,6,19,12,0,0,4,44
SSC11790,186,69,370,3100,2897,1305,1478,6597,1693,17072
SSC11791,36,10,72,741,796,331,329,1285,280,3764
SSC11792,3,16,17,66,83,46,65,112,96,472
SSC11793,0,0,0,0,10,5,0,11,13,33
SSC11794,28,13,57,312,459,261,247,412,275,1966
SSC11795,6,6,16,211,366,225,237,215,104,1366
SSC11796,0,0,0,39,36,23,28,16,20,167
SSC11797,0,0,0,18,23,14,17,17,15,107
SSC11798,0,0,0,0,0,3,0,3,0,9
SSC11799,0,0,0,7,9,3,7,10,10,47
SSC11800,3,0,9,49,53,26,37,47,38,252
SSC11801,3,0,5,79,108,54,56,63,23,374
SSC11802,0,0,3,8,9,10,3,8,9,45
SSC11803,35,19,78,228,327,169,168,331,162,1384
SSC11804,0,0,0,0,7,0,0,0,0,12
SSC11805,3,0,12,168,329,138,84,80,66,868
SSC11806,0,0,3,36,64,24,32,42,16,212
SSC11807,0,0,0,0,5,0,0,3,0,13
SSC11808,0,0,0,31,37,20,13,28,47,176
SSC11809,0,0,0,28,55,18,17,25,18,164
SSC11810,3,0,6,23,52,14,40,34,25,190
SSC11811,0,0,0,0,0,3,0,0,0,6
SSC11812,148,46,288,1486,1924,990,864,1548,848,7668
SSC11813,0,0,8,93,151,84,52,92,47,523
SSC11814,0,0,0,5,20,9,8,3,10,56
SSC11815,0,0,0,15,10,9,10,7,10,61
SSC11816,0,0,0,0,0,0,0,0,0,0
SSC11817,4,0,4,38,43,22,18,47,17,192
SSC11818,0,0,0,0,0,0,0,0,120,125
SSC11819,0,0,3,6,7,10,14,12,30,80
SSC11820,0,0,0,8,15,3,3,12,3,49
SSC11821,0,3,0,11,28,16,7,12,22,96
SSC11822,35,11,70,298,372,188,197,362,189,1598
SSC11823,0,0,0,26,23,14,17,32,12,133
SSC11824,23,9,50,492,759,331,322,603,171,2682
SSC11825,15,9,53,693,574,240,168,834,112,2625
SSC11826,66,27,189,1700,1752,701,513,1205,363,6230
SSC11827,87,9,151,1344,1547,775,517,967,224,5373
SSC11828,135,17,270,1302,1449,677,437,1072,317,5254
SSC11829,0,0,0,3,0,0,0,8,0,7
SSC11830,25,10,61,411,529,290,223,501,179,2128
SSC11831,0,0,3,33,47,20,36,35,22,203
SSC11832,3,0,12,80,128,65,64,71,24,433
SSC11833,0,0,0,13,10,0,3,7,3,39
SSC11834,0,0,3,10,31,24,15,15,8,101
SSC11835,7,0,18,82,121,74,54,60,32,429
SSC11836,0,0,0,4,4,3,3,4,3,19
SSC11837,0,0,0,3,3,0,3,3,0,11
SSC11838,25,70,146,1005,1083,403,228,686,326,3733
SSC11839,12,4,26,207,242,113,67,124,47,799
SSC11840,3,3,9,216,210,76,47,119,41,714
SSC11841,37,15,108,708,841,455,243,660,294,3196
SSC11842,0,0,0,100,122,61,37,84,42,445
SSC11843,102,23,164,972,1183,515,514,1162,286,4629
SSC11844,160,28,217,565,720,315,205,803,175,2783
SSC11845,0,0,0,18,16,4,8,3,13,52
SSC11846,0,0,3,14,29,15,16,7,13,102
SSC11847,0,0,0,19,16,15,7,16,21,93
SSC11848,0,0,0,0,0,0,0,0,0,4
SSC11849,0,0,3,21,44,37,24,16,10,157
SSC11850,3,3,17,223,242,125,110,214,118,1025
SSC11851,33,34,90,279,376,198,203,413,230,1699
SSC11852,0,0,7,35,56,48,11,29,17,203
SSC11853,0,0,0,30,22,16,19,16,4,108
SSC11854,0,0,3,33,37,33,46,44,26,216
SSC11855,0,0,0,7,9,11,9,3,14,46
SSC11856,0,0,0,5,3,7,4,5,0,30
SSC11857,0,0,0,7,10,6,15,13,0,47
SSC11858,43,18,96,372,677,452,367,618,253,2744
SSC11859,23,7,42,2015,2218,993,732,1551,319,7832
SSC11860,80,8,93,855,881,370,333,1804,534,4775
SSC11861,3,0,3,59,88,45,37,62,47,342
SSC11862,0,0,0,11,17,8,9,3,10,60
SSC11863,0,0,0,7,0,0,3,0,3,16
SSC11864,0,0,0,8,5,5,0,3,3,26
SSC11865,0,0,4,38,76,44,29,41,24,251
SSC11866,15,3,27,715,775,345,311,1051,225,3420
SSC11867,0,0,0,0,0,0,0,0,0,0
SSC11868,7,13,38,98,142,87,60,152,78,611
SSC11869,5,0,14,49,73,48,31,53,25,279
SSC11870,0,0,0,0,0,0,0,0,0,9
SSC11871,0,0,0,6,6,4,0,6,3,22
SSC11872,0,0,3,98,107,47,36,45,14,350
SSC11873,40,15,81,167,295,148,120,235,113,1081
SSC11874,24,23,52,313,449,229,200,446,344,1990
SSC11875,0,0,3,55,78,26,30,62,40,295
SSC11876,0,0,0,0,3,3,0,0,3,10
SSC11877,5,3,17,1340,732,204,125,3515,1147,7055
SSC11878,0,0,0,0,3,3,3,0,0,6
SSC11879,0,0,0,4,6,8,4,0,0,22
SSC11880,0,0,0,176,212,121,89,134,34,754
SSC11881,21,6,60,884,1237,607,417,554,182,3874
SSC11882,0,0,0,13,17,16,16,8,11,73
SSC11883,180,25,270,1120,1376,691,474,994,191,4856
SSC11884,9,3,17,85,100,47,48,129,56,470
SSC11885,0,0,0,4,9,3,5,7,3,31
SSC11886,12,5,33,764,867,361,418,1477,428,4308
SSC11887,15,10,33,400,387,165,197,887,317,2359
SSC11888,3,3,10,346,451,219,166,358,69,1600
SSC11889,0,0,0,3,0,0,3,4,0,8
SSC11890,48,7,83,1190,1410,680,457,905,285,4928
SSC11891,0,0,10,109,88,53,36,78,31,398
SSC11892,32,10,54,160,206,135,140,234,93,971
SSC11893,0,0,0,3,3,3,0,8,0,18
SSC11894,0,0,4,19,29,14,7,19,22,106
SSC11895,3,3,14,59,78,30,33,52,37,295
SSC11896,0,0,0,24,19,19,11,10,13,98
SSC11897,0,0,3,27,54,36,24,44,21,202
SSC11898,3,0,3,24,29,13,7,25,13,112
SSC11899,0,0,3,24,29,19,13,18,14,117
SSC11900,0,0,0,60,97,40,48,39,32,316
SSC11901,0,0,0,0,3,4,0,6,0,8
SSC11902,12,4,29,151,196,102,49,134,38,674
SSC11903,0,0,0,8,27,12,18,15,16,97
SSC11904,0,0,0,11,22,16,9,4,3,65
SSC11905,7,8,19,439,528,260,235,405,161,2022
SSC11906,0,0,0,30,30,34,20,28,16,157
SSC11907,0,0,3,33,39,14,10,27,14,142
SSC11908,0,0,0,3,3,0,0,5,4,25
SSC11909,3,0,3,106,153,79,46,123,22,532
SSC11910,0,0,0,3,11,8,0,7,3,31
SSC11911,20,3,46,1058,988,340,310,1336,487,4521
SSC11912,22,9,48,230,282,122,120,267,170,1198
SSC11913,3,0,4,48,55,39,41,47,21,247
SSC11914,39,14,96,1073,1524,718,483,949,355,5094
SSC11915,40,3,67,1895,1841,735,702,3182,468,8821
SSC11916,5,0,10,78,106,80,31,49,27,371
SSC11917,8,3,22,544,573,239,217,454,141,2160
SSC11918,0,0,3,11,16,11,10,3,13,63
SSC11919,0,0,0,6,7,3,9,10,3,42
SSC11920,23,34,81,227,360,172,154,286,187,1394
SSC11921,0,0,12,170,239,145,85,84,36,756
SSC11922,0,0,0,6,11,5,10,13,6,46
SSC11923,0,0,0,6,13,0,5,13,10,53
SSC11924,3,0,12,198,279,125,137,265,97,1098
SSC11925,6,3,15,232,242,90,75,296,66,1007
SSC11926,6,0,13,1045,1104,449,330,995,321,4247
SSC11927,0,0,0,0,0,0,0,3,0,4
SSC11928,0,0,0,0,9,0,3,18,7,43
SSC11929,28,3,61,1433,1278,517,384,1886,498,6003
SSC11930,21,0,38,1521,1484,572,478,2240,930,7228
SSC11931,0,0,0,11,23,17,14,14,14,89
SSC11932,0,0,0,3,0,0,4,3,5,21
SSC11933,0,0,0,17,23,3,6,8,10,70
SSC11934,0,0,0,19,27,18,13,3,6,83
SSC11935,11,0,15,650,684,256,222,797,143,2759
SSC11936,179,55,403,4297,4949,2060,1559,4183,1002,18051
SSC11937,14,9,57,1219,1519,766,475,754,172,4910
SSC11938,0,0,3,17,27,18,12,12,6,92
SSC11939,4,3,7,58,68,46,27,76,39,318
SSC11940,0,0,0,14,20,8,7,13,0,71
SSC11941,4,3,12,75,164,67,37,56,48,452
SSC11942,56,7,82,1443,1832,838,624,1282,215,6237
SSC11943,7,6,30,310,306,182,186,402,139,1522
SSC11944,0,0,0,34,41,22,17,11,25,153
SSC11945,0,0,0,4,10,5,11,3,8,35
SSC11946,0,0,0,17,19,3,11,13,5,60
SSC11947,0,0,0,8,0,3,7,10,4,25
SSC11948,0,0,0,12,10,15,4,8,50,97
SSC11949,0,0,0,0,0,0,0,0,0,0
SSC11950,40,20,89,368,533,323,255,488,302,2274
SSC11951,12,0,12,715,689,271,266,1141,223,3294
SSC11952,0,0,0,18,27,9,24,14,10,110
SSC11953,0,0,0,3,0,0,0,0,8,10
SSC11954,421,43,583,1836,1907,880,572,1948,477,7625
SSC11955,6,3,17,497,652,282,263,359,142,2194
SSC11956,0,0,0,21,20,13,11,6,5,78
SSC11957,0,0,0,0,0,0,0,0,0,0
SSC11958,0,0,0,32,37,18,10,30,6,130
SSC11959,3,0,3,11,11,3,3,13,0,41
SSC11960,3,3,21,196,205,78,43,95,37,651
SSC11961,3,0,7,26,44,17,9,32,5,136
SSC11962,0,0,0,8,31,14,23,11,35,115
SSC11963,38,10,84,929,1169,442,259,870,285,3967
SSC11964,287,39,478,5555,5175,2203,1692,9584,1433,25642
SSC11965,13,7,48,564,539,301,195,511,113,2227
SSC11966,10,6,32,110,226,93,55,160,83,734
SSC11967,0,0,5,27,25,28,18,10,4,110
SSC11968,4,0,9,79,104,55,36,57,29,356
SSC11969,0,0,0,11,10,7,3,17,0,48
SSC11970,0,0,3,32,53,37,37,15,19,188
SSC11971,0,0,4,24,36,13,29,26,27,152
SSC11972,0,0,0,23,31,17,13,22,7,117
SSC11973,0,0,0,6,7,6,4,3,0,23
SSC11974,87,4,133,1505,1645,813,567,1345,192,6073
SSC11975,32,9,67,175,374,214,237,335,193,1528
SSC11976,0,0,0,4,8,5,7,0,0,28
SSC11977,0,0,0,12,19,14,10,7,11,78
SSC11978,74,30,185,2543,2784,1321,1200,3216,880,11945
SSC11979,8,0,19,191,242,92,74,148,69,819
SSC11980,0,0,0,3,4,8,5,9,3,28
SSC11981,157,54,340,1637,2263,1226,1034,2133,987,9286
SSC11982,0,0,0,4,7,3,0,0,3,29
SSC11983,0,0,4,127,187,99,61,70,48,590
SSC11984,0,0,0,3,12,0,3,7,0,23
SSC11985,0,0,0,3,13,3,3,8,0,25
SSC11986,0,0,0,0,0,0,0,0,0,7
SSC11987,0,0,0,11,16,10,13,12,9,63
SSC11988,0,0,0,3,0,0,0,4,0,7
SSC11989,0,0,0,0,4,3,7,14,0,31
SSC11990,4,3,15,477,499,159,99,249,121,1604
SSC11991,0,0,0,43,41,16,24,44,104,277
SSC11992,0,0,3,16,20,8,10,11,15,73
SSC11993,0,0,3,17,28,16,21,23,3,106
SSC11994,0,0,0,3,3,0,0,4,0,9
SSC11995,0,0,0,0,0,4,9,0,0,17
SSC11996,0,0,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0,0,0
SSC11998,12,7,33,289,392,191,184,199,122,1379
SSC11999,0,0,4,30,55,36,28,23,16,188
SSC12000,78,16,124,977,1174,459,388,1045,361,4407
SSC12001,144,16,234,1262,1365,547,421,992,281,4866
SSC12002,3,3,14,60,80,58,40,44,38,311
SSC12003,0,0,0,3,0,0,4,0,0,13
SSC12004,0,0,3,54,61,29,22,20,19,206
SSC12005,0,0,0,14,19,12,9,7,8,68
SSC12006,0,0,0,11,14,7,9,9,14,61
SSC12007,0,0,0,5,12,3,5,3,0,29
SSC12008,0,0,0,21,29,12,20,31,14,131
SSC12009,0,0,0,3,0,0,5,4,5,19
SSC12010,0,0,0,7,9,9,9,0,3,32
SSC12011,0,0,0,22,18,6,16,11,0,73
SSC12012,0,0,0,31,30,22,29,12,13,133
SSC12013,0,0,0,0,0,0,0,0,0,3
SSC12014,12,0,30,136,171,100,108,201,135,850
SSC12015,0,0,0,3,0,7,0,4,0,11
SSC12016,15,6,46,1956,2480,981,553,967,294,7227
SSC12017,0,0,0,17,31,23,19,6,13,110
SSC12018,0,0,3,14,14,14,16,3,4,65
SSC12019,0,0,0,6,9,10,7,3,10,49
SSC12020,0,0,0,3,3,0,0,3,0,10
SSC12021,0,0,3,53,81,40,31,53,48,299
SSC12022,0,0,0,12,25,16,11,26,10,99
SSC12023,83,8,124,566,498,191,165,911,170,2508
SSC12024,22,3,44,412,599,312,213,360,82,1978
SSC12025,0,0,0,0,0,0,0,0,0,0
SSC12026,0,0,0,53,76,58,37,46,37,312
SSC12027,6,0,17,310,324,200,166,195,119,1313
SSC12028,0,0,0,0,4,5,5,8,3,30
SSC12029,0,0,0,0,0,0,4,0,0,4
SSC12030,5,4,22,700,611,185,123,328,265,2211
SSC12031,0,0,0,0,9,4,3,0,6,17
SSC12032,20,9,36,347,452,230,182,293,150,1653
SSC12033,0,0,0,8,15,9,3,11,10,56
SSC12034,3,0,0,9,9,3,3,10,8,35
SSC12035,0,0,0,26,26,14,12,10,14,95
SSC12036,0,0,0,3,3,0,0,5,0,13
SSC12037,3,0,3,39,63,39,36,44,66,291
SSC12038,0,0,0,0,0,0,0,0,0,0
SSC12039,0,0,0,3,3,0,3,3,9,17
SSC12040,0,0,0,10,20,12,8,10,7,72
SSC12041,0,0,0,7,14,5,6,22,10,57
SSC12042,3,0,11,936,1124,412,332,807,176,3786
SSC12043,0,0,0,0,4,3,0,3,0,17
SSC12044,0,0,3,34,55,17,20,38,20,187
SSC12045,9,10,49,193,336,184,165,199,68,1138
SSC12046,49,21,99,585,737,412,364,726,1293,4110
SSC12047,0,0,0,20,18,9,11,11,9,66
SSC12048,26,9,64,414,642,270,189,343,93,1960
SSC12049,0,0,3,19,42,20,27,15,17,137
SSC12050,0,0,0,32,68,49,31,22,31,225
SSC12051,3,0,10,97,167,76,57,74,64,536
SSC12052,0,0,0,38,45,28,16,31,16,179
SSC12053,0,0,5,14,19,11,9,14,10,74
SSC12054,0,0,0,27,19,16,14,12,6,95
SSC12055,149,16,219,902,1209,613,538,1135,260,4655
SSC12056,0,0,0,0,0,0,0,0,0,0
SSC12057,10,8,31,124,242,139,147,266,206,1122
SSC12058,0,0,0,22,28,16,21,18,22,120
SSC12059,0,0,0,13,21,19,13,9,17,86
SSC12060,3,0,13,124,116,67,30,112,24,471
SSC12061,6,6,19,147,228,112,91,80,101,755
SSC12062,0,0,0,9,12,3,4,4,0,33
SSC12063,0,0,0,10,17,5,6,9,5,48
SSC12064,3,0,6,46,61,34,26,73,27,262
SSC12065,0,0,4,16,45,21,15,13,5,111
SSC12066,0,0,0,24,27,24,18,4,13,111
SSC12067,180,87,314,601,713,388,286,934,448,3374
SSC12068,0,0,0,46,51,10,16,328,124,569
SSC12069,0,3,3,0,0,0,0,0,3,6
SSC12070,0,0,0,6,7,6,4,8,4,39
SSC12071,28,23,83,1566,1858,761,542,1400,508,6623
SSC12072,0,0,4,71,128,80,49,58,66,453
SSC12073,19,4,45,617,789,434,284,532,89,2742
SSC12074,21,15,53,1215,1352,593,492,914,400,4970
SSC12075,0,0,0,11,7,3,0,4,0,28
SSC12076,9,3,22,187,274,180,142,237,161,1186
SSC12077,45,31,129,1489,2037,826,605,1107,667,6728
SSC12078,0,0,0,11,10,6,7,7,4,45
SSC12079,8,3,19,540,611,244,169,538,99,2194
SSC12080,3,7,9,132,160,84,72,164,46,655
SSC12081,0,0,0,3,0,3,0,0,0,7
SSC12082,0,0,0,6,9,3,6,9,3,37
SSC12083,0,3,3,12,32,14,17,22,26,122
SSC12084,0,0,0,20,25,16,12,16,7,92
SSC12085,28,3,93,909,839,304,212,687,125,3076
SSC12086,0,0,0,24,30,10,17,26,37,144
SSC12087,0,0,3,27,37,25,23,10,9,132
SSC12088,75,11,147,5517,5906,2621,2047,4230,840,21164
SSC12089,9,0,18,1864,2194,893,688,1386,353,7372
SSC12090,78,67,204,1442,1819,893,680,1362,619,6817
SSC12091,0,0,3,29,21,29,16,30,13,138
SSC12092,0,0,0,42,54,21,31,51,9,203
SSC12093,0,0,0,21,18,6,8,24,12,90
SSC12094,22,29,61,405,346,175,190,510,249,1874
SSC12095,0,0,6,54,67,52,36,122,69,398
SSC12096,8,4,15,143,219,120,131,167,121,898
SSC12097,0,0,0,3,5,0,3,11,6,36
SSC12098,0,0,0,0,7,0,0,0,0,5
SSC12099,126,34,243,3911,2820,828,501,4357,1102,13524
SSC12100,35,5,75,997,1128,562,501,702,171,4059
SSC12101,5,0,16,128,144,86,74,130,31,595
SSC12102,0,0,0,25,45,23,6,16,23,136
SSC12103,0,0,5,18,29,20,9,12,13,100
SSC12104,0,0,0,0,0,0,3,0,3,10
SSC12105,0,0,0,3,0,0,0,0,0,10
SSC12106,0,0,0,3,0,3,0,0,3,15
SSC12107,0,0,0,5,0,3,0,0,0,11
SSC12108,0,0,0,7,8,4,5,4,3,36
SSC12109,7,6,25,158,244,155,100,160,124,941
SSC12110,0,0,0,0,0,0,0,0,0,3
SSC12111,3,0,9,39,63,41,27,50,30,258
SSC12112,0,0,0,0,0,0,0,0,0,3
SSC12113,0,0,3,3,4,11,4,0,0,23
SSC12114,0,0,0,6,4,0,3,3,3,24
SSC12115,0,0,0,20,36,23,10,19,18,125
SSC12116,93,99,309,1241,1673,865,571,1024,499,5876
SSC12117,33,18,99,928,1223,626,432,609,217,4031
SSC12118,0,0,3,149,193,114,82,113,51,700
SSC12119,21,7,37,107,177,116,96,116,81,694
SSC12120,0,0,0,11,0,0,3,7,7,31
SSC12121,0,0,0,11,14,11,0,7,0,44
SSC12122,0,0,0,48,63,34,18,40,9,220
SSC12123,0,0,0,13,23,13,10,24,12,87
SSC12124,0,0,0,17,9,5,9,8,9,54
SSC12125,6,7,27,244,326,197,132,204,60,1158
SSC12126,0,0,0,5,12,4,7,3,6,35
SSC12127,0,0,0,6,10,7,12,14,10,63
SSC12128,0,0,3,28,65,46,31,27,21,221
SSC12129,204,63,404,2162,2285,1119,831,1749,408,8556
SSC12130,49,9,111,888,969,513,337,603,106,3411
SSC12131,60,105,227,1233,1390,720,595,1219,615,5773
SSC12132,3,0,4,25,28,25,28,22,21,144
SSC12133,7,3,13,84,113,60,46,46,40,385
SSC12134,3,0,13,136,218,102,53,85,21,615
SSC12135,0,0,0,0,0,0,0,0,0,0
SSC12136,0,0,0,3,4,8,3,3,0,23
SSC12137,0,0,3,107,148,86,67,125,16,544
SSC12138,0,0,0,3,11,3,0,9,0,28
SSC12139,0,0,0,21,27,18,19,15,17,115
SSC12140,4,0,8,41,53,27,26,63,26,233
SSC12141,209,82,483,1210,1588,776,568,1336,415,5894
SSC12142,13,9,34,97,138,85,70,184,59,643
SSC12143,0,0,0,16,23,9,18,12,7,79
SSC12144,0,0,0,4,3,0,0,3,5,12
SSC12145,0,0,11,263,334,231,157,157,111,1256
SSC12146,0,0,4,19,49,17,17,28,11,135
SSC12147,0,0,0,0,0,0,0,0,0,0
SSC12148,0,0,0,9,7,5,3,6,4,35
SSC12149,103,14,152,1792,2165,1042,698,1455,285,7432
SSC12150,16,4,23,638,671,377,286,557,112,2644
SSC12151,0,0,0,30,21,14,15,6,14,94
SSC12152,0,0,0,8,0,0,0,0,3,12
SSC12153,8,0,16,73,131,81,58,96,16,456
SSC12154,108,91,287,1245,1699,846,547,1186,659,6189
SSC12155,0,3,3,21,41,24,17,24,14,138
SSC12156,111,27,250,3520,2812,989,627,4926,860,13733
SSC12157,0,0,0,0,0,0,0,3,3,5
SSC12158,167,28,359,2395,2325,1074,897,2864,648,10202
SSC12159,0,0,0,8,4,4,4,4,0,30
SSC12160,0,0,0,15,16,11,11,19,3,75
SSC12161,0,0,3,22,34,25,22,18,12,143
SSC12162,0,0,0,3,0,0,0,0,0,4
SSC12163,76,18,142,1557,1802,733,642,1953,686,7369
SSC12164,0,0,11,168,222,125,99,125,84,828
SSC12165,3,3,8,42,45,33,29,58,26,237
SSC12166,0,0,0,3,15,13,8,4,3,49
SSC12167,0,0,0,0,0,0,0,0,0,0
SSC12168,0,0,0,3,3,3,3,4,5,21
SSC12169,0,3,3,0,10,3,3,3,11,33
SSC12170,0,0,0,8,9,8,3,4,244,273
SSC12171,3,3,7,147,139,93,52,92,32,554
SSC12172,243,45,423,1807,2091,906,647,1629,401,7481
SSC12173,31,9,89,1193,938,265,137,642,371,3549
SSC12174,3,3,12,68,86,48,56,84,36,378
SSC12175,0,0,0,0,0,0,0,0,0,0
SSC12176,0,0,0,9,14,5,5,6,5,38
SSC12177,0,0,0,0,8,9,11,8,3,40
SSC12178,3,0,9,38,38,26,18,28,24,171
SSC12179,0,0,0,4,6,0,6,0,3,24
SSC12180,0,0,0,0,0,0,0,0,0,0
SSC12181,123,40,275,2907,2939,1212,865,3925,848,12696
SSC12182,19,9,54,411,390,193,144,396,103,1640
SSC12183,0,0,0,7,7,9,5,12,11,54
SSC12184,0,0,0,0,4,0,3,0,0,9
SSC12185,4,0,14,184,231,107,73,116,37,736
SSC12186,4,3,10,6,6,0,7,9,3,34
SSC12187,16,11,36,597,630,339,341,773,201,2883
SSC12188,0,0,4,41,81,49,31,28,17,251
SSC12189,0,0,0,0,3,3,0,4,8,15
SSC12190,0,0,0,0,0,0,0,0,0,0
SSC12191,3,0,3,27,45,23,31,33,11,171
SSC12192,0,0,10,57,59,38,61,82,65,360
SSC12193,52,22,132,1298,1601,749,535,1135,428,5747
SSC12194,11,6,25,328,485,231,199,267,140,1654
SSC12195,3,0,3,49,58,46,36,60,33,290
SSC12196,0,0,0,12,19,8,16,4,8,68
SSC12197,5,8,32,420,624,293,219,285,166,2011
SSC12198,0,0,0,0,0,0,0,0,0,0
SSC12199,0,0,5,139,92,27,12,97,147,511
SSC12200,30,16,120,691,957,443,363,508,161,3122
SSC12201,19,3,40,189,234,135,91,161,51,855
SSC12202,0,0,7,52,75,68,40,56,40,326
SSC12203,0,0,0,12,7,8,7,6,0,43
SSC12204,0,0,3,23,39,30,22,28,12,157
SSC12205,0,0,0,0,3,0,0,0,3,7
SSC12206,4,3,10,123,133,68,52,71,62,511
SSC12207,0,0,0,3,3,0,0,0,0,12
SSC12208,0,0,0,7,18,12,10,16,0,63
SSC12209,3,3,9,78,139,54,80,84,75,504
SSC12210,0,0,0,9,14,9,8,8,4,66
SSC12211,0,0,0,24,45,22,34,18,9,151
SSC12212,0,0,0,24,23,22,21,24,12,129
SSC12213,0,0,0,16,19,22,7,15,3,86
SSC12214,0,0,0,6,13,5,6,3,3,35
SSC12215,3,3,10,149,205,87,91,108,48,690
SSC12216,0,0,12,415,439,216,205,304,123,1698
SSC12217,0,0,24,443,399,123,88,169,111,1326
SSC12218,29,3,54,524,736,360,330,384,183,2526
SSC12219,9,3,15,259,312,151,114,147,107,1095
SSC12220,9,0,12,122,166,78,65,79,36,546
SSC12221,83,72,211,883,1175,571,523,1259,552,4961
SSC12222,0,0,0,10,20,3,13,19,3,70
SSC12223,0,0,0,3,4,4,0,4,0,16
SSC12224,0,0,0,5,5,0,3,4,8,32
SSC12225,0,0,0,8,12,8,3,5,5,37
SSC12226,11,3,18,143,167,74,72,216,90,758
SSC12227,10,0,22,218,212,92,87,199,43,844
SSC12228,0,0,7,25,34,23,6,18,18,115
SSC12229,55,45,130,276,380,250,209,415,289,1822
SSC12230,0,0,8,55,62,47,28,108,40,344
SSC12231,0,3,9,21,30,15,18,30,21,127
SSC12232,0,0,0,29,33,18,13,10,3,101
SSC12233,0,0,3,52,85,41,35,41,31,278
SSC12234,0,0,0,23,28,22,11,9,3,87
SSC12235,0,0,0,67,79,33,44,38,21,290
SSC12236,0,0,3,9,10,11,10,10,0,43
SSC12237,0,0,0,18,52,26,24,21,29,175
SSC12238,26,13,85,1041,1551,711,552,805,273,4927
SSC12239,0,0,0,30,52,19,22,46,35,204
SSC12240,0,0,0,0,3,0,0,0,0,10
SSC12241,0,0,0,0,0,0,0,0,3,6
SSC12242,14,9,46,192,230,143,136,255,195,1145
SSC12243,24,13,62,508,804,455,366,570,200,2901
SSC12244,3,4,21,54,106,61,60,78,36,403
SSC12245,0,0,0,11,7,3,4,4,0,28
SSC12246,0,0,0,21,31,8,5,3,13,84
SSC12247,86,90,223,557,625,363,264,867,406,3075
SSC12248,47,10,92,596,731,337,352,846,229,3096
SSC12249,0,0,0,10,8,10,4,9,0,44
SSC12250,30,16,88,540,642,271,274,698,248,2672
SSC12251,0,0,5,46,117,47,38,63,19,341
SSC12252,0,0,0,0,0,0,0,0,0,0
SSC12253,45,28,108,824,1139,598,478,978,377,4400
SSC12254,4,3,15,91,158,85,69,91,54,535
SSC12255,0,0,9,155,169,104,64,134,75,705
SSC12256,3,0,14,301,372,178,97,178,43,1171
SSC12257,137,93,287,2250,2281,1010,1346,4701,1143,12734
SSC12258,3,0,7,73,100,51,43,53,31,350
SSC12259,17,18,43,150,216,167,162,218,87,1007
SSC12260,0,0,0,10,20,4,6,8,9,62
