SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC30198,19,0,0,0,0,22,4,0,0,0,0,8,0,0,0,0,0,0,24,0,0,7,0,31
SSC30199,245,0,0,3,0,252,12,0,0,0,0,12,14,0,0,0,0,14,270,0,0,3,0,276
SSC30200,261,0,0,0,0,264,32,0,0,0,0,32,9,0,0,0,0,9,300,0,0,0,0,302
SSC30201,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC30202,36,0,0,0,0,36,5,0,0,0,0,5,3,0,0,0,0,3,47,0,0,0,0,46
SSC30203,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24
SSC30204,1641,354,245,9,8,2253,335,169,174,15,3,697,58,37,28,3,0,118,2032,563,447,22,6,3072
SSC30205,201,10,0,3,0,216,48,0,0,0,0,48,12,0,0,0,0,15,261,10,0,3,0,274
SSC30206,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
SSC30207,1724,176,21,25,7,1955,270,68,12,14,0,357,36,6,0,0,0,47,2032,250,27,36,7,2354
SSC30208,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC30209,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12
SSC30210,13,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,13
SSC30211,390,73,194,11,7,681,43,35,40,10,0,122,3,3,5,0,0,17,431,113,244,20,7,819
SSC30212,106,0,0,0,0,105,8,0,0,0,0,8,0,0,0,0,0,0,113,0,0,0,0,113
SSC30213,135,0,7,0,0,138,43,0,3,0,0,53,3,0,0,0,0,4,182,0,9,0,3,196
SSC30214,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,17
SSC30215,798,115,124,29,0,1066,204,54,57,33,0,349,33,10,10,5,0,56,1029,178,195,66,0,1469
SSC30216,1597,245,4,0,12,1860,149,68,4,0,3,227,38,5,0,0,3,48,1785,318,8,0,13,2131
SSC30217,1636,32,0,0,0,1673,70,9,0,0,0,81,34,0,0,0,0,35,1737,41,3,0,0,1786
SSC30218,62,0,0,0,0,69,13,0,0,0,0,13,0,0,0,0,0,0,78,0,0,0,0,80
SSC30219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30221,195,0,0,3,0,195,24,0,0,0,0,24,12,0,0,0,0,12,225,0,0,3,0,230
SSC30222,1561,87,0,0,0,1649,184,27,0,0,0,211,39,4,0,0,0,42,1787,112,3,0,0,1901
SSC30223,52,0,0,0,0,56,10,0,0,0,0,10,0,0,0,0,0,0,60,0,0,0,0,60
SSC30224,19,0,3,0,0,23,10,0,0,0,0,10,0,0,0,0,0,0,24,0,3,0,0,31
SSC30225,36,0,0,0,0,38,10,0,0,0,0,11,0,0,0,0,0,0,44,0,0,3,0,47
SSC30226,1208,129,0,0,0,1345,76,12,0,3,0,90,23,3,0,0,0,25,1301,148,0,3,0,1455
SSC30227,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC30228,205,0,25,0,5,240,48,0,18,0,0,66,4,0,0,0,0,12,263,0,46,0,5,313
SSC30229,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC30230,64,0,0,4,0,68,17,0,0,0,0,20,0,0,0,0,0,3,83,0,0,3,3,92
SSC30231,39,0,0,0,0,39,6,0,0,0,0,6,0,0,0,0,0,0,49,0,0,0,0,49
SSC30232,311,3,0,19,0,329,25,0,0,9,0,32,11,0,0,3,0,13,342,3,0,24,0,369
SSC30233,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22
SSC30234,92,0,0,3,0,94,27,0,0,0,0,27,5,0,0,0,0,5,121,0,0,3,0,124
SSC30235,23,0,0,0,0,23,4,0,0,0,0,7,3,0,0,0,0,3,29,0,0,0,0,32
SSC30236,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC30237,1798,675,64,3,61,2599,115,83,12,0,3,214,46,14,3,0,4,63,1962,768,79,3,64,2875
SSC30238,2051,8,37,0,3,2100,269,4,13,0,0,285,56,0,0,0,0,57,2370,17,48,3,5,2441
SSC30239,22,0,0,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,33,0,0,0,0,33
SSC30240,31,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,41,0,0,0,0,39
SSC30241,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,27
SSC30242,338,19,0,0,3,362,25,0,0,0,0,26,3,0,0,0,0,3,366,18,0,0,3,390
SSC30243,1562,193,76,15,3,1849,512,149,44,4,4,709,77,21,7,3,0,112,2154,358,124,27,10,2672
SSC30244,1347,118,9,0,3,1484,382,41,24,0,4,452,57,7,7,0,0,71,1783,167,45,0,9,2001
SSC30245,69,0,0,0,0,71,26,0,0,0,0,26,0,0,0,0,0,0,99,0,0,0,0,100
SSC30246,135,0,0,0,0,138,36,0,0,0,0,36,5,0,0,3,0,8,176,0,0,6,0,179
SSC30247,41,0,0,0,0,45,11,0,0,0,3,15,4,0,0,0,0,5,59,0,0,0,3,64
SSC30248,79,0,0,0,0,79,14,0,0,0,0,14,4,0,0,0,0,4,95,0,0,0,0,95
SSC30249,128,0,0,0,0,128,38,0,0,0,0,38,3,0,0,0,0,3,178,0,0,0,0,178
SSC30250,204,0,3,8,0,214,115,3,0,8,0,124,14,3,0,0,0,16,326,7,3,16,0,358
SSC30251,702,580,1499,17,7,2808,106,97,306,11,10,531,20,24,54,3,3,108,832,700,1865,28,22,3442
SSC30252,156,30,357,0,3,546,22,4,107,0,0,136,11,0,20,0,0,30,189,42,487,0,3,712
SSC30253,24,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,4,29,0,0,0,0,29
SSC30254,1434,16,97,16,3,1568,272,10,32,14,0,327,51,0,11,5,0,74,1761,31,146,32,5,1965
SSC30255,42,0,0,3,0,45,17,0,0,3,0,25,0,0,0,3,0,3,64,0,0,9,0,74
SSC30256,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC30257,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC30258,127,5,0,0,0,129,28,3,0,3,0,35,7,0,0,0,0,7,159,7,0,6,0,171
SSC30259,20,0,0,0,0,23,18,0,0,0,0,18,0,0,0,0,0,0,32,0,0,0,0,35
SSC30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30261,26,0,0,5,0,33,7,0,0,0,0,6,5,0,0,0,0,8,34,0,0,5,3,44
SSC30262,29,0,0,3,0,32,19,0,0,0,0,17,0,0,0,0,0,0,49,0,0,3,0,51
SSC30263,3892,339,108,48,3,4393,280,111,43,17,0,449,73,18,5,0,3,98,4243,462,160,69,4,4940
SSC30264,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,32
SSC30265,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC30266,350,13,315,0,0,676,10,0,43,0,0,52,8,0,14,0,0,15,366,13,370,0,0,745
SSC30267,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC30268,35,0,0,0,0,35,10,0,0,3,0,12,0,0,0,0,0,0,48,0,0,3,0,50
SSC30269,465,0,3,10,0,471,44,0,0,0,0,50,12,0,0,0,0,12,519,0,3,7,0,537
SSC30270,412,0,0,8,3,420,69,0,0,3,3,76,14,0,0,0,0,14,489,0,0,17,4,513
SSC30271,27,0,0,0,0,24,10,0,0,0,0,10,0,0,0,0,0,0,32,0,0,0,0,32
SSC30272,362,4,6,11,3,393,128,17,0,5,0,154,18,5,0,0,0,19,507,26,7,15,4,571
SSC30273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30274,234,0,3,7,4,244,94,0,0,0,0,94,12,0,0,0,0,16,340,0,3,4,4,358
SSC30275,124,0,0,3,0,124,36,0,0,0,0,37,6,0,0,0,0,6,170,0,0,5,0,169
SSC30276,55,0,0,0,0,56,16,0,0,0,0,16,3,0,0,0,0,3,72,0,0,0,0,71
SSC30277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30278,92,0,0,0,0,91,16,0,0,0,0,16,3,0,0,0,0,3,112,0,0,0,0,119
SSC30279,957,104,6,13,3,1083,87,22,3,3,9,120,28,0,0,0,0,28,1067,132,14,18,9,1235
SSC30280,18,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,24
SSC30281,294,0,0,0,0,295,47,0,0,0,0,45,0,0,0,0,0,0,343,0,0,0,0,350
SSC30282,14,0,0,0,0,14,7,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,21
SSC30283,1138,4,63,3,3,1214,170,0,24,3,0,198,34,0,0,0,0,41,1343,10,82,13,3,1454
SSC30284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30285,57,0,0,0,0,53,6,0,0,0,0,6,0,0,0,0,0,0,61,0,0,0,0,62
SSC30286,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC30287,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC30288,69,0,0,0,0,74,30,0,0,0,0,31,0,0,0,0,0,0,107,0,0,0,3,105
SSC30289,2144,229,10,43,6,2433,250,22,3,36,7,313,51,3,0,0,0,53,2440,257,13,80,9,2800
SSC30290,48,0,0,0,3,56,23,0,0,0,0,30,4,0,0,0,0,4,76,0,0,3,3,85
SSC30291,141,3,5,11,0,159,38,0,0,6,0,49,5,0,0,3,0,6,189,3,5,22,0,215
SSC30292,21,0,0,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,24
SSC30293,301,0,0,0,3,301,10,0,0,0,0,10,3,0,0,0,0,3,311,0,0,0,3,312
SSC30294,292,0,5,5,0,304,43,0,0,4,0,48,10,0,0,0,0,10,346,0,5,7,0,357
SSC30295,291,0,0,5,0,294,24,0,0,0,0,24,9,0,0,0,0,9,317,0,0,5,0,323
SSC30296,95,3,3,6,0,106,18,0,0,0,0,17,0,0,0,0,0,3,111,3,5,6,3,123
SSC30297,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC30298,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC30299,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC30300,24,0,0,0,0,28,9,0,0,0,0,11,3,0,0,0,0,3,43,0,0,0,3,40
SSC30301,7,0,0,13,0,20,6,0,0,19,0,23,0,0,0,0,0,0,12,3,0,26,0,43
SSC30302,916,15,0,25,0,954,43,0,0,14,0,52,18,0,0,0,0,22,976,11,0,38,3,1031
SSC30303,7,0,0,0,0,7,42,0,0,0,0,42,3,0,0,0,0,3,55,0,0,0,0,55
SSC30304,389,0,0,0,0,393,38,0,0,0,0,37,9,0,0,0,0,9,436,0,4,0,0,438
SSC30305,56,0,0,0,0,56,14,0,0,0,0,14,3,0,0,0,0,3,71,0,0,0,0,71
SSC30306,59,0,5,5,0,66,16,0,0,0,0,22,0,0,0,0,0,0,80,0,5,10,0,87
SSC30307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30308,32,0,0,0,0,32,15,0,0,0,0,15,3,0,0,0,0,3,45,0,0,0,0,45
SSC30309,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC30310,141,0,0,7,0,144,22,0,0,3,0,24,6,0,0,0,0,7,164,0,0,12,0,176
SSC30311,1553,621,148,44,5,2367,365,324,91,49,0,830,59,35,4,12,0,113,1970,990,243,101,7,3312
SSC30312,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC30313,111,0,0,0,0,109,18,0,0,0,0,15,0,0,0,0,0,0,127,3,0,0,0,126
SSC30314,1206,6,0,3,7,1226,40,0,0,0,0,47,25,0,0,0,0,25,1277,6,0,0,7,1292
SSC30315,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC30316,30,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,35
SSC30317,22,0,0,0,0,22,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30
SSC30318,30,0,0,0,0,32,13,0,0,0,0,13,0,0,0,0,0,0,51,0,0,0,0,46
SSC30319,290,0,0,0,4,295,63,0,0,0,0,63,3,0,0,0,0,3,360,0,0,0,4,359
SSC30320,10,0,0,0,0,10,5,0,0,0,0,4,3,0,0,0,0,3,18,0,0,0,0,22
SSC30321,9,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,15
SSC30322,22,0,0,0,0,22,7,0,0,0,0,13,0,0,0,0,0,0,29,0,0,0,0,31
SSC30323,617,11,19,21,3,672,216,12,24,10,0,256,20,0,3,0,0,24,854,31,44,27,3,953
SSC30324,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,21
SSC30325,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC30326,2459,244,113,0,16,2833,289,56,31,0,3,374,66,15,7,0,0,82,2814,306,151,0,14,3290
SSC30327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30328,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC30329,109,0,0,4,0,115,22,0,0,9,0,33,0,0,0,3,0,3,127,0,0,14,0,142
SSC30330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30331,445,0,0,3,0,445,49,0,0,6,0,52,11,0,0,0,0,11,506,0,0,7,0,512
SSC30332,76,0,0,5,0,82,14,0,0,0,0,12,3,0,0,0,0,3,88,0,0,10,0,96
SSC30333,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,37
SSC30334,564,121,88,4,0,780,189,86,77,0,0,357,21,5,9,0,0,40,775,219,177,3,3,1176
SSC30335,63,0,0,0,0,63,16,0,0,0,0,16,0,0,0,0,0,0,78,0,0,0,0,78
SSC30336,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27
SSC30337,135,0,0,0,0,135,14,0,0,0,0,17,3,0,0,0,0,3,149,0,0,0,0,160
SSC30338,1980,144,5,4,3,2134,256,72,0,0,3,327,59,7,0,0,0,68,2290,228,4,4,4,2530
SSC30339,114,0,3,4,0,114,34,0,0,0,0,32,4,0,0,0,0,5,147,0,3,3,0,153
SSC30340,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
SSC30341,303,0,0,4,0,312,60,0,0,0,0,65,7,0,0,0,0,9,375,0,0,9,0,385
SSC30342,60,0,3,3,0,63,24,5,0,4,3,33,10,0,0,0,0,14,88,5,0,5,8,111
SSC30343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30344,2372,121,111,67,15,2689,659,101,89,34,8,887,97,28,12,13,7,159,3129,250,210,111,28,3735
SSC30345,63,53,1196,0,11,1323,4,3,149,0,0,158,0,0,29,0,0,30,65,57,1375,0,14,1511
SSC30346,68,0,0,0,0,68,13,0,0,0,0,13,0,0,0,0,0,0,84,0,0,0,0,84
SSC30347,231,0,0,0,0,236,18,0,0,0,0,18,4,0,0,0,0,4,253,0,0,0,0,251
SSC30348,1293,20,64,39,3,1417,108,4,16,13,0,140,20,0,3,0,0,21,1413,27,83,55,5,1583
SSC30349,89,0,0,0,0,87,42,0,0,3,0,46,4,0,0,0,0,4,135,0,0,5,0,134
SSC30350,0,0,0,5,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,9
SSC30351,13,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,14
SSC30352,34,0,0,10,0,39,9,0,0,3,0,13,0,0,0,3,0,4,38,0,0,13,0,57
SSC30353,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,29
SSC30354,42,0,0,0,0,42,13,0,0,0,0,13,0,0,0,0,0,0,58,0,0,0,0,58
SSC30355,4654,319,172,0,17,5169,435,81,21,0,0,537,93,19,0,0,0,109,5176,417,198,0,17,5812
SSC30356,83,0,0,0,0,83,20,0,0,0,0,20,0,0,0,0,0,0,106,0,0,0,0,106
SSC30357,38,0,0,0,0,38,9,0,0,0,0,9,3,0,0,0,0,3,54,0,0,0,0,54
SSC30358,57,0,0,5,0,58,14,0,0,0,0,14,0,0,0,3,0,4,70,0,0,3,0,74
SSC30359,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC30360,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC30361,330,0,0,4,0,333,72,0,7,0,0,80,5,0,0,0,0,6,412,0,7,4,0,423
SSC30362,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SSC30363,1152,0,0,3,3,1161,145,0,0,0,0,150,25,0,0,0,0,25,1322,4,4,3,4,1334
SSC30364,2647,411,0,4,9,3074,427,258,0,0,4,689,59,28,0,0,0,90,3135,702,0,4,13,3852
SSC30365,2936,57,26,4,0,3015,291,11,7,0,0,309,51,0,3,0,0,53,3278,65,32,4,0,3384
SSC30366,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC30367,52,0,0,0,6,59,3,0,0,0,0,3,0,0,0,0,0,0,58,0,0,0,6,60
SSC30368,112,0,0,5,0,119,31,0,0,0,0,29,12,0,0,0,0,12,148,0,0,6,0,160
SSC30369,170,749,0,0,3,922,16,196,0,0,0,214,4,24,0,0,0,28,195,965,0,0,3,1165
SSC30370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30371,2350,143,8,4,6,2513,138,16,3,0,0,152,31,4,0,0,0,32,2515,167,15,3,6,2702
SSC30372,74,0,0,0,0,77,9,0,0,0,0,9,6,0,0,0,0,3,89,0,0,0,3,89
SSC30373,54,0,0,0,0,54,12,0,0,0,0,12,0,0,0,0,0,0,64,0,0,0,0,64
SSC30374,22,0,0,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,28
SSC30375,2739,135,14,45,10,2941,430,42,13,76,0,565,59,5,0,9,0,73,3230,182,29,128,6,3576
SSC30376,220,0,0,0,0,220,54,0,0,0,0,54,10,0,0,0,0,10,278,0,0,0,0,278
SSC30377,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13
SSC30378,20,0,0,0,0,20,3,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,22
SSC30379,1605,4,5,25,0,1636,99,0,0,12,0,109,30,0,0,4,0,31,1736,4,5,38,3,1780
SSC30380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30381,3,4,3289,13,40,3351,7,0,259,11,0,275,0,0,105,30,12,148,10,4,3653,53,55,3778
SSC30382,13,28,1920,0,5,1971,0,0,347,0,4,358,0,4,73,0,4,81,16,27,2346,0,17,2402
SSC30383,1997,145,319,0,0,2461,191,37,48,0,3,280,56,6,16,0,0,79,2246,185,387,0,3,2821
SSC30384,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC30385,81,0,0,0,0,83,22,0,0,0,0,20,0,0,0,0,0,0,102,0,0,4,0,105
SSC30386,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SSC30387,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,48,0,0,0,0,48
SSC30388,1003,15,0,0,0,1023,26,15,0,0,0,38,11,0,0,0,0,17,1037,32,0,0,4,1071
SSC30389,29,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,28
SSC30390,77,0,0,0,0,82,24,0,0,0,0,24,0,0,0,0,0,0,107,0,0,0,0,104
SSC30391,58,0,0,3,0,64,11,0,0,0,0,11,0,0,0,0,0,0,73,0,0,3,0,70
SSC30392,586,36,0,0,3,631,4,3,0,0,0,4,7,3,0,0,0,12,601,46,0,0,3,645
SSC30393,104,0,0,3,0,103,25,0,0,0,0,25,5,0,0,0,0,5,133,0,0,3,0,133
SSC30394,23,0,0,0,0,23,14,0,0,0,0,14,0,0,0,0,0,0,43,0,0,0,0,43
SSC30395,157,0,0,0,0,163,54,0,0,3,0,51,7,0,0,0,0,7,217,0,0,3,0,220
SSC30396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30397,1401,309,8,0,4,1720,206,48,3,0,0,259,32,7,0,0,0,41,1634,361,13,0,4,2018
SSC30398,36,0,0,0,0,33,17,0,0,0,4,24,0,0,0,0,0,0,53,0,0,0,8,57
SSC30399,9,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,15
SSC30400,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7
SSC30401,31,0,0,0,0,31,6,0,0,0,0,6,0,0,0,0,3,3,40,0,0,0,3,36
SSC30402,45,0,0,0,3,44,11,0,0,0,0,11,0,0,0,0,0,0,51,0,0,0,3,58
SSC30403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30404,1282,45,21,14,25,1390,131,20,8,0,6,162,25,0,3,0,0,33,1438,67,30,15,37,1589
SSC30405,255,3,0,0,0,255,56,3,0,0,0,60,10,0,0,0,0,10,321,4,0,3,0,330
SSC30406,468,0,0,0,0,470,51,0,0,0,0,51,11,0,0,0,0,11,530,0,0,0,0,527
SSC30407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30408,8,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,15
SSC30409,918,180,137,28,4,1270,101,52,26,5,0,189,20,4,3,0,0,29,1038,241,170,33,3,1487
SSC30410,7585,1335,728,4,18,9665,516,432,152,0,8,1104,175,79,28,0,3,277,8271,1842,907,4,26,11050
SSC30411,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC30412,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,12
SSC30413,91,0,0,0,0,92,8,0,0,0,0,8,0,0,0,0,0,0,101,0,0,0,0,101
SSC30414,1124,318,840,0,7,2289,70,11,82,0,0,157,26,5,22,0,0,47,1212,340,940,0,6,2497
SSC30415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30416,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,25
SSC30417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30418,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC30419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30420,41,0,0,0,0,43,23,0,0,0,0,22,4,0,0,0,0,4,66,0,0,0,0,66
SSC30421,6,0,0,0,3,8,3,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,3,17
SSC30422,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,41
SSC30423,19,3,0,8,4,27,9,3,0,0,5,15,0,0,0,0,5,6,27,3,0,10,12,50
SSC30424,652,29,71,18,3,770,157,9,78,8,0,247,25,0,9,3,0,36,833,39,159,24,3,1053
SSC30425,1236,200,94,21,3,1551,303,124,65,21,0,508,39,29,9,3,0,78,1575,347,162,37,8,2136
SSC30426,636,181,117,3,3,943,142,145,90,0,0,372,29,15,4,4,0,54,808,336,211,5,7,1369
SSC30427,381,263,84,4,11,742,88,147,47,0,4,279,19,16,11,0,0,41,486,421,134,3,15,1067
SSC30428,1134,256,60,0,3,1458,86,29,15,0,0,128,24,6,3,0,0,36,1249,286,80,0,3,1619
SSC30429,1598,230,33,3,3,1875,281,41,32,0,0,354,47,11,7,0,3,71,1923,283,75,6,5,2297
SSC30430,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC30431,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,7
SSC30432,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC30433,91,0,0,0,0,89,19,0,0,0,0,19,4,0,0,0,0,4,112,0,0,0,0,115
SSC30434,290,75,255,13,3,647,77,43,123,3,3,246,11,8,24,0,3,43,380,129,401,14,11,933
SSC30435,15,0,0,0,0,18,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,25
SSC30436,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9
SSC30437,149,0,0,0,0,147,21,0,0,0,0,21,0,0,0,0,0,0,171,0,0,0,0,172
SSC30438,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC30439,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,0,44
SSC30440,550,0,0,0,0,551,12,0,0,0,0,12,0,0,0,0,0,0,559,0,0,0,0,563
SSC30441,24,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,4,26,0,0,0,0,31
SSC30442,27,0,0,3,0,31,16,0,0,0,0,16,0,0,0,0,0,0,48,0,0,3,0,48
SSC30443,282,4,0,3,5,298,19,0,0,0,0,17,4,0,0,0,0,3,305,6,0,3,5,318
SSC30444,1724,60,0,3,7,1794,105,16,0,0,0,122,37,7,0,0,3,41,1867,74,0,3,13,1954
SSC30445,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12
SSC30446,30,0,0,3,0,31,23,0,0,0,0,23,5,0,0,0,3,5,53,0,0,7,3,61
