SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC12200,0,19,65,77,64,45,26,7,7,305,0,7,39,61,47,39,9,4,3,217,0,3,42,62,52,30,12,0,4,195,0,0,33,41,35,16,0,0,0,126,0,0,34,86,66,28,0,0,0,212,0,0,11,23,17,5,4,0,0,63,10,5,14,13,16,12,17,18,8,121,239,220,450,603,514,402,328,255,120,3122
SSC12201,0,0,21,21,18,7,6,0,0,77,0,0,10,14,18,5,0,3,0,48,0,0,19,12,6,10,0,0,0,47,0,0,5,5,17,3,0,0,0,33,0,0,12,20,9,0,0,0,0,41,0,0,6,3,9,3,3,0,0,22,4,4,10,6,19,8,10,3,4,62,62,41,143,149,155,105,78,82,40,855
SSC12202,0,0,0,3,6,9,4,0,0,25,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,5,15,3,0,42,18,15,15,45,64,72,64,23,7,326
SSC12203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,16,4,4,0,43
SSC12204,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,15,5,12,8,11,27,53,17,7,3,157
SSC12205,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7
SSC12206,0,4,10,8,11,5,5,0,0,39,0,0,6,4,10,3,0,4,0,39,0,0,3,6,3,3,3,0,0,25,0,0,4,3,5,0,6,0,0,16,0,0,0,0,9,6,0,0,0,24,0,0,0,3,5,4,7,0,0,22,5,3,0,4,14,5,10,4,4,50,48,35,46,66,108,77,90,33,10,511
SSC12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12
SSC12208,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,3,0,7,17,22,15,6,0,63
SSC12209,0,0,4,5,10,5,0,0,0,33,0,0,9,5,7,5,4,0,0,25,0,0,0,0,7,11,0,0,0,15,0,0,3,0,3,0,0,0,0,10,0,0,0,4,6,3,0,0,0,13,0,0,0,0,3,0,3,0,0,7,11,3,5,18,8,7,15,0,0,75,36,23,48,92,87,110,80,15,9,504
SSC12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,5,8,10,26,16,3,0,66
SSC12211,0,0,0,3,7,4,0,0,0,19,0,0,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,13,9,9,17,33,35,20,13,0,151
SSC12212,0,0,0,4,0,5,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,9,5,6,24,26,35,20,0,0,129
SSC12213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,5,3,18,12,21,10,3,0,86
SSC12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,3,13,11,8,0,0,35
SSC12215,0,5,12,12,14,13,10,0,0,70,0,3,7,8,14,9,7,0,0,45,0,0,5,7,17,13,0,0,0,42,0,0,6,3,5,3,0,0,0,22,0,0,0,11,11,8,6,0,0,34,0,0,0,5,7,4,3,0,0,28,7,0,0,7,12,8,8,5,0,45,58,57,71,90,133,112,118,37,10,690
SSC12216,0,13,26,47,43,30,18,0,0,174,0,6,25,25,29,23,3,0,0,108,0,0,26,31,25,13,3,0,0,103,0,0,17,16,24,9,5,0,0,75,0,0,21,33,25,10,4,0,0,95,0,0,4,16,11,16,0,0,0,44,9,5,15,15,8,18,17,4,3,97,123,98,249,348,319,258,204,88,12,1698
SSC12217,0,8,37,11,9,17,6,6,3,101,0,4,38,10,19,12,6,3,0,103,0,3,41,19,16,10,4,3,0,98,0,0,18,17,17,9,4,0,0,66,0,0,60,58,22,21,20,4,3,191,0,0,23,71,63,60,33,15,6,275,6,9,26,27,11,25,15,5,4,120,56,69,301,267,208,193,149,64,24,1326
SSC12218,0,20,40,51,60,55,21,10,0,253,0,10,21,31,58,37,9,0,0,166,0,3,27,36,52,45,7,3,0,177,0,0,9,22,46,32,3,4,0,115,0,0,12,43,42,54,15,4,0,162,0,0,3,23,35,8,11,0,0,76,22,11,20,21,31,54,34,11,6,209,221,182,242,361,492,481,364,133,54,2526
SSC12219,0,9,19,18,34,14,10,3,0,99,0,0,8,15,18,13,3,0,0,68,0,0,8,28,24,18,3,0,0,70,0,0,5,13,20,15,11,0,0,69,0,0,5,20,23,16,0,0,0,67,0,0,0,8,16,7,3,0,0,30,11,3,4,18,22,18,23,8,3,109,112,58,100,201,238,191,145,45,15,1095
SSC12220,0,0,3,3,18,17,4,0,0,49,0,3,10,6,12,7,4,0,0,40,0,0,3,7,11,6,3,0,0,26,0,0,3,5,7,13,3,0,0,33,0,0,0,6,14,19,0,0,0,40,0,0,0,0,15,9,3,0,0,37,14,3,4,6,3,4,13,0,0,46,58,42,50,63,120,115,67,13,12,546
SSC12221,0,24,89,67,73,52,12,4,0,322,0,5,46,43,48,37,7,0,0,185,0,3,27,42,35,23,7,0,0,129,0,3,18,36,27,23,0,0,0,105,0,0,31,29,23,28,0,0,0,111,0,0,6,13,9,4,0,3,0,34,32,37,66,54,59,72,77,72,65,531,385,406,773,677,747,772,650,332,211,4961
SSC12222,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,5,13,7,23,14,3,0,0,70
SSC12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,9,0,0,0,16
SSC12224,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,3,3,8,7,3,3,0,0,32
SSC12225,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,4,3,3,0,0,37
SSC12226,0,10,11,4,12,11,3,0,0,56,0,0,7,11,9,10,0,0,0,43,0,0,6,6,13,9,5,0,0,43,0,0,9,8,3,5,3,0,0,26,0,0,3,8,14,3,0,0,0,29,0,0,4,17,7,0,5,0,0,31,5,7,11,6,14,10,9,8,0,79,46,48,107,113,132,119,95,78,18,758
SSC12227,0,5,19,6,19,8,8,7,0,71,0,3,8,12,18,9,0,5,4,53,0,3,9,7,18,9,4,0,0,54,0,0,8,3,13,17,3,4,3,49,0,0,3,14,17,16,10,0,0,61,0,0,3,18,31,17,3,0,0,77,8,0,3,6,10,4,7,3,0,51,89,68,96,109,175,132,94,61,22,844
SSC12228,0,0,0,3,3,3,0,0,0,7,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,0,4,0,18,3,6,14,10,21,32,16,11,7,115
SSC12229,0,7,21,21,15,26,10,0,0,97,0,0,12,7,13,10,0,0,0,42,0,3,9,11,8,10,3,0,0,39,0,0,3,0,5,7,0,0,0,14,0,0,0,8,8,0,0,0,0,18,0,0,6,4,5,4,0,0,3,25,22,9,11,22,37,37,31,33,43,252,130,99,207,180,262,335,276,196,130,1822
SSC12230,0,0,6,3,6,5,3,0,0,23,0,0,3,3,3,3,0,0,0,16,0,0,3,3,0,6,0,0,0,10,0,0,3,4,3,3,0,0,0,11,0,0,0,3,6,3,0,0,0,11,0,0,0,4,3,4,4,0,0,19,3,3,3,10,3,7,3,7,0,43,27,37,31,57,61,57,40,20,8,344
SSC12231,0,0,0,0,3,7,0,0,0,11,0,0,0,3,3,0,0,0,0,13,0,0,0,4,3,0,3,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,3,22,7,3,5,18,26,47,11,4,9,127
SSC12232,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,13,0,0,0,3,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,9,7,12,9,22,22,19,10,0,101
SSC12233,0,0,0,5,3,3,0,0,0,16,0,0,0,4,5,5,0,0,0,18,0,0,3,7,0,0,0,0,0,13,0,0,0,4,3,4,0,0,0,14,0,0,0,3,0,3,0,0,0,10,0,0,0,0,3,0,3,0,0,5,0,0,3,11,3,3,7,3,0,30,15,14,25,48,50,52,59,22,3,278
SSC12234,0,0,3,4,0,0,4,0,0,9,0,0,0,4,0,3,0,0,0,8,0,0,0,0,3,0,3,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,7,11,3,3,16,12,18,20,5,0,87
SSC12235,0,0,4,5,3,4,10,0,0,25,0,0,0,6,4,4,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,4,6,0,0,3,8,7,5,4,0,34,34,4,22,38,58,66,54,10,0,290
SSC12236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,4,8,11,10,3,3,43
SSC12237,0,0,0,0,0,0,0,7,0,11,0,0,4,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,11,11,0,0,38,3,7,5,13,33,39,44,13,0,175
SSC12238,0,28,85,94,95,99,41,16,0,464,0,11,70,63,81,88,34,9,3,361,0,3,45,68,63,45,25,7,3,262,0,0,23,53,55,47,15,0,4,200,0,0,24,64,70,62,24,4,0,251,0,0,3,26,58,27,17,0,0,129,25,28,40,41,48,46,50,34,12,312,427,308,606,728,833,871,739,337,85,4927
SSC12239,0,0,3,0,0,0,7,0,0,15,0,0,3,0,0,3,0,0,0,12,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,8,0,10,6,4,5,0,31,10,11,33,24,40,35,26,14,0,204
SSC12240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
SSC12241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
SSC12242,0,7,10,10,6,18,9,0,0,65,0,3,10,3,12,11,0,4,0,45,0,0,9,8,11,5,0,0,0,31,0,0,8,8,3,4,0,0,0,25,0,0,4,8,7,5,0,0,0,27,0,0,0,3,3,0,0,0,0,9,17,8,32,24,24,23,30,18,9,185,96,89,176,169,143,178,156,98,46,1145
SSC12243,0,3,30,40,69,37,25,6,3,209,0,0,10,23,40,19,13,0,0,105,0,0,8,22,37,23,14,0,0,107,0,0,6,23,18,12,4,0,0,67,0,0,3,32,31,15,5,0,0,88,0,0,3,5,10,8,3,0,0,30,9,13,12,18,22,31,50,27,11,196,211,115,208,356,501,520,667,258,62,2901
SSC12244,0,0,3,0,7,8,5,0,0,29,0,0,0,3,3,8,0,0,0,14,0,0,3,0,3,6,3,0,0,14,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,9,5,0,31,5,9,19,27,39,113,110,57,21,403
SSC12245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,7,8,4,0,0,28
SSC12246,0,0,6,0,0,3,3,0,0,7,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7,0,0,0,4,6,0,0,0,0,8,0,0,0,0,3,0,3,0,0,5,5,4,8,13,17,10,13,0,0,84
SSC12247,5,13,41,24,62,44,18,13,4,223,0,6,19,17,25,16,5,3,0,94,0,0,11,15,18,24,0,3,3,69,0,0,4,7,13,16,3,0,0,46,0,0,5,18,19,17,0,3,0,65,0,0,3,5,8,3,3,0,0,18,26,15,31,16,44,39,64,76,74,396,225,209,310,294,440,519,475,378,223,3075
SSC12248,0,20,66,45,45,38,8,8,0,227,0,4,47,46,27,18,3,0,0,151,0,0,31,24,25,12,3,0,0,102,0,3,12,21,22,12,0,0,0,68,0,0,12,19,14,6,0,0,0,53,0,0,4,3,8,0,0,0,0,16,13,10,23,34,33,38,25,31,7,215,213,230,508,486,472,429,346,314,92,3096
SSC12249,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,7,3,9,0,0,44
SSC12250,0,15,58,36,48,30,11,6,0,202,0,0,29,23,30,19,11,0,0,107,0,3,21,19,26,18,0,0,0,79,0,0,4,9,12,7,0,0,0,46,0,0,9,13,13,18,3,0,0,55,0,0,9,3,7,3,8,0,0,27,20,10,27,25,25,39,33,49,11,222,178,212,408,338,439,427,316,258,88,2672
SSC12251,0,0,5,3,8,7,0,0,0,28,0,0,8,0,3,3,3,0,0,16,0,0,0,3,8,0,0,0,0,12,0,0,0,5,7,4,0,0,0,16,0,0,3,0,5,4,0,0,0,15,0,0,0,7,3,9,5,0,0,20,3,3,0,3,7,0,4,0,0,22,31,17,35,46,70,62,54,19,5,341
SSC12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12253,0,16,77,62,73,60,22,10,3,320,0,7,29,38,57,38,11,3,0,179,0,3,29,37,45,36,5,0,0,148,0,3,21,17,43,14,3,0,0,105,0,3,17,37,31,13,0,0,0,103,0,0,5,7,15,15,0,0,0,36,29,24,26,39,48,45,77,69,29,382,298,295,492,492,664,687,820,536,108,4400
SSC12254,0,0,0,4,10,8,0,0,0,34,0,0,5,0,7,9,0,0,0,23,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,3,0,0,0,7,5,0,0,4,7,3,3,9,0,32,25,23,34,50,119,119,87,56,15,535
SSC12255,0,3,14,10,19,12,6,0,0,61,0,3,4,0,11,6,0,0,0,30,0,0,5,5,16,15,0,0,0,39,0,0,0,5,3,6,0,0,0,21,0,0,4,7,17,6,0,0,0,42,0,0,0,3,10,9,6,0,0,38,11,3,4,8,20,10,13,6,3,72,83,37,77,97,168,126,78,32,9,705
SSC12256,0,6,19,16,28,23,4,0,0,98,0,0,8,12,19,22,10,4,0,81,0,3,12,18,21,16,3,0,0,67,0,0,12,15,18,11,0,0,0,62,0,0,5,19,32,25,3,0,0,87,0,0,3,15,14,14,0,0,0,51,6,8,8,3,5,7,5,3,0,48,125,88,122,154,239,222,138,64,14,1171
SSC12257,0,34,277,218,152,93,21,11,0,815,0,15,147,118,58,43,8,0,0,387,0,6,69,89,51,26,3,0,0,249,0,3,46,63,36,9,0,0,0,155,0,0,46,43,32,18,4,0,0,147,0,0,14,12,8,5,0,0,0,44,88,96,310,189,114,92,65,79,93,1121,838,1239,3538,2633,1666,1275,760,497,287,12734
SSC12258,0,3,0,9,8,3,0,0,0,25,0,0,4,6,6,3,0,0,0,15,0,0,0,4,3,3,4,0,0,13,0,0,0,7,9,0,0,0,0,19,0,0,3,7,10,10,0,0,0,21,0,0,0,4,9,3,0,0,0,13,3,0,3,3,13,11,4,3,0,34,53,16,33,60,85,55,40,13,7,350
SSC12259,0,0,3,8,9,12,7,0,0,40,0,0,8,4,4,3,0,3,0,31,0,0,0,0,0,5,0,3,0,17,0,0,0,4,0,0,0,0,0,11,0,0,3,8,0,0,3,0,0,17,0,0,0,3,5,0,0,0,0,13,8,0,9,5,19,9,24,11,13,95,46,14,87,109,133,166,255,147,43,1007
SSC12260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,0,0,13,16,11,9,10,5,0,62
SSC12261,0,35,152,143,122,89,11,3,5,567,0,11,113,75,85,64,3,0,0,350,0,4,74,77,52,44,11,0,0,257,0,3,35,43,43,30,0,0,0,148,0,5,38,59,42,21,0,0,0,176,4,4,8,6,14,5,3,0,3,50,59,46,104,75,102,93,47,48,17,598,464,513,1166,1035,1037,980,487,376,127,6182
SSC12262,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,12,9,7,3,17,21,13,3,0,0,68
SSC12263,0,0,0,3,4,4,3,0,0,16,0,0,0,3,0,0,0,0,0,11,0,0,0,5,5,0,0,0,0,20,0,0,0,8,0,0,0,0,0,7,0,0,3,5,7,6,5,0,0,25,0,0,0,11,5,6,0,0,0,22,3,0,3,5,8,4,3,7,0,31,27,13,22,69,58,56,32,11,3,288
SSC12264,0,26,91,87,76,80,16,13,3,390,0,8,61,57,61,34,13,3,0,244,0,0,64,49,64,48,5,0,0,229,0,0,22,46,48,44,4,0,0,157,0,4,28,75,71,42,6,0,0,224,0,0,8,37,33,17,3,3,0,107,18,10,45,24,26,26,21,20,24,211,293,329,613,659,727,605,392,237,112,3974
SSC12265,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,4,0,0,17
SSC12266,0,57,236,150,103,86,71,17,11,746,0,27,213,136,85,86,48,19,6,629,0,11,188,192,105,71,34,17,7,616,0,0,138,159,115,55,45,5,0,515,0,12,234,382,201,127,40,12,3,1010,0,0,89,344,324,141,33,9,14,943,26,29,98,118,70,64,58,60,56,576,444,503,1787,1973,1398,1012,846,505,313,8781
SSC12267,0,86,403,176,103,96,55,13,10,944,0,53,345,170,84,80,29,15,7,786,0,13,306,194,94,56,25,3,8,702,0,12,237,167,82,59,17,7,5,582,0,7,348,364,196,97,30,4,8,1051,0,3,121,286,212,81,13,0,7,727,13,45,197,133,53,62,66,48,56,669,370,698,2824,2053,1236,998,638,387,262,9471
SSC12268,0,18,38,24,23,26,23,0,0,154,0,3,36,24,24,29,13,5,0,134,0,3,34,31,17,28,7,0,0,115,0,0,25,30,30,15,8,0,0,112,0,3,63,75,58,36,5,0,0,249,0,0,19,109,93,37,4,0,0,253,3,3,26,13,11,15,13,5,7,103,130,135,350,416,340,314,184,96,47,2014
SSC12269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,13,12,11,0,0,37
SSC12270,0,0,6,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,9,0,4,0,26,24,12,23,41,51,62,21,15,3,244
SSC12271,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,4,0,6,13,17,0,0,43
SSC12272,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,14
SSC12273,0,3,0,3,6,9,5,0,0,23,0,0,0,3,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,3,8,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,7,4,0,0,7,6,13,4,3,0,34,39,14,36,65,82,112,89,40,9,484
SSC12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC12275,0,9,52,27,37,23,10,0,0,154,0,3,34,18,37,24,5,0,0,116,0,0,17,15,16,10,0,0,0,55,0,0,8,16,16,0,0,0,0,42,0,0,3,15,8,3,4,0,0,37,0,0,5,3,3,3,3,0,0,16,11,12,34,19,25,34,15,11,3,178,185,183,335,314,379,312,229,124,33,2107
