SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC10122,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SSC10123,5,8,0,0,0,0,0,3,6,23,5,26,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,37
SSC10124,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,5,11
SSC10125,3,11,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
SSC10126,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC10127,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC10128,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
SSC10129,8,21,3,15,0,0,0,0,4,18,10,28,0,0,0,3,0,0,0,3,10,36,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,8,3,8,0,0,21,66
SSC10130,14,37,0,0,0,12,5,11,5,32,17,59,0,0,0,3,9,20,11,21,25,84,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,6,4,6,0,0,40,125
SSC10131,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
SSC10132,13,23,0,0,3,9,3,5,8,51,16,69,0,6,0,7,8,22,8,31,26,104,0,7,0,4,0,0,3,15,9,25,0,0,0,0,5,13,5,13,12,36,3,5,50,168
SSC10133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC10134,11,13,0,0,0,3,0,0,4,14,3,21,0,3,0,0,0,5,3,5,3,26,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,18,42
SSC10135,5,7,0,0,0,3,0,0,3,8,3,13,0,0,0,3,0,0,0,3,3,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,9,26
SSC10136,8,8,0,0,0,6,0,0,3,12,3,13,0,0,0,0,0,3,0,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,13,34
SSC10137,3,3,0,0,0,6,0,0,0,11,4,18,0,0,0,0,0,4,0,4,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,5,26
SSC10138,9,21,0,0,0,0,0,5,0,0,3,7,0,0,0,3,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,16,36
SSC10139,5,17,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,13,36
SSC10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10141,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11
SSC10142,6,13,0,0,0,4,0,0,3,8,3,12,0,0,0,0,0,3,0,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,37
SSC10143,46,101,3,12,3,16,0,3,34,138,45,177,3,14,5,9,12,43,18,65,62,239,0,0,0,0,0,0,8,14,5,17,0,0,4,6,11,25,17,31,21,50,0,5,133,389
SSC10144,22,39,0,0,3,9,0,5,6,20,9,32,0,0,0,0,0,9,0,9,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,0,31,79
SSC10145,120,234,3,15,4,37,5,41,54,217,71,303,3,8,3,20,24,75,34,100,103,406,0,0,11,25,0,4,15,55,27,81,0,6,3,13,12,28,21,42,42,122,3,3,272,767
SSC10146,5,12,0,0,0,0,0,0,6,17,6,17,0,0,0,4,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,36
SSC10147,30,62,0,0,8,21,0,7,21,68,24,98,0,5,0,7,4,13,4,23,33,120,0,0,0,7,0,0,4,11,5,22,0,3,0,0,0,0,0,3,8,19,0,0,68,202
SSC10148,0,0,0,0,0,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SSC10149,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC10150,9,21,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,4,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,0,0,14,39
SSC10151,12,30,0,0,0,3,0,0,6,17,3,22,0,0,0,0,0,4,0,4,5,31,0,0,0,0,0,0,0,19,0,19,0,0,0,0,3,4,3,4,5,20,0,0,24,81
SSC10152,3,8,0,0,0,0,0,0,6,17,6,17,0,0,0,0,3,6,3,6,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35
SSC10153,765,1508,3,31,93,393,10,35,749,2789,855,3252,32,130,80,273,113,334,231,747,1087,3994,4,17,23,48,4,21,100,241,134,328,16,42,55,112,86,173,155,326,287,647,33,63,2167,6221
SSC10154,207,403,4,15,80,361,3,14,324,1313,416,1702,30,127,84,283,83,242,195,649,609,2354,0,4,6,20,3,6,23,69,35,106,6,12,8,24,18,40,36,80,67,184,3,10,887,2952
SSC10155,573,1133,14,89,67,290,11,44,351,1391,445,1811,54,230,71,259,155,483,288,972,731,2785,0,16,20,75,7,26,81,214,112,332,17,45,23,61,104,222,144,334,257,657,12,24,1576,4602
SSC10156,0,0,0,0,0,0,0,7,3,12,3,14,0,6,0,0,0,0,0,6,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
SSC10157,14,32,0,0,3,18,4,11,3,12,7,40,0,4,0,0,3,3,5,5,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,7,6,7,0,3,34,90
SSC10158,3,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC10159,17,34,0,0,3,13,0,0,9,42,13,56,0,0,0,4,0,0,0,5,16,62,0,0,0,0,0,0,3,9,3,9,0,3,0,0,0,0,0,3,3,9,0,3,36,114
SSC10160,13,21,0,4,0,5,0,0,3,23,10,32,0,0,0,7,0,3,3,9,8,46,0,0,0,0,0,8,0,7,3,11,0,0,0,0,0,0,0,0,3,11,0,0,28,82
SSC10161,18,34,0,0,0,6,0,0,9,39,10,39,0,0,0,4,5,25,8,28,17,72,0,0,0,6,0,0,4,10,4,14,0,0,0,0,3,4,5,5,6,20,0,0,48,128
SSC10162,982,1966,5,18,45,193,16,62,302,1145,364,1422,13,45,41,129,111,349,159,523,525,1937,5,10,26,82,15,59,151,386,193,537,18,52,57,123,206,427,282,608,479,1148,45,95,2033,5148
SSC10163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,7
SSC10164,1131,2194,3,18,75,323,4,28,798,2953,882,3323,40,150,100,342,133,395,271,891,1151,4207,0,4,7,22,3,7,123,270,130,305,13,35,45,106,134,273,190,409,326,717,36,70,2637,7193
SSC10165,267,513,4,10,13,67,0,4,129,484,148,566,8,23,26,98,24,64,56,186,209,749,0,0,7,15,0,0,15,41,16,51,3,4,5,14,18,38,26,53,46,111,3,11,524,1379
SSC10166,88,171,0,5,6,34,3,7,48,168,55,224,8,25,10,43,25,64,36,128,95,349,0,3,0,0,0,3,12,35,14,45,3,18,0,3,10,17,16,42,32,83,5,3,212,608
SSC10167,51,112,3,9,8,25,0,0,33,122,41,161,12,36,7,10,16,41,29,91,72,251,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,12,4,10,0,0,131,372
SSC10168,151,306,5,27,11,65,0,12,69,294,90,400,7,22,8,20,28,73,36,111,128,515,0,0,3,17,3,4,21,72,32,94,0,0,3,9,23,49,32,60,58,150,7,11,348,985
SSC10169,3,4,0,6,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,20
SSC10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10171,19,31,0,0,3,12,0,0,9,25,6,38,0,0,0,6,4,14,3,18,13,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,32,91
SSC10172,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,11
SSC10173,93,183,0,15,12,43,0,3,33,127,49,188,6,24,13,34,27,80,41,141,87,323,0,4,0,0,3,7,3,14,11,23,0,4,3,8,7,13,6,17,19,39,3,3,201,550
SSC10174,178,350,3,12,26,108,5,28,155,576,187,720,12,49,16,47,36,118,69,210,250,936,3,5,10,20,3,7,48,120,60,147,3,9,12,23,20,39,35,75,94,221,4,8,524,1508
SSC10175,9,14,0,0,0,4,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33
SSC10176,19,33,0,3,0,6,0,3,3,14,9,27,0,3,0,4,0,4,3,14,12,41,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,5,3,6,0,0,32,77
SSC10177,547,1089,11,63,79,358,27,111,387,1501,507,2033,66,275,78,269,217,699,355,1244,857,3277,0,11,12,28,4,20,50,130,65,191,15,45,24,53,94,199,130,297,190,483,12,23,1604,4876
SSC10178,306,623,3,14,44,203,10,61,237,921,300,1195,21,94,21,86,105,335,145,511,439,1704,0,8,3,11,3,15,37,106,52,141,10,31,14,37,90,204,115,261,163,407,10,23,920,2762
SSC10179,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10180,1907,3906,81,505,382,1894,106,500,2292,9117,2862,12015,193,874,261,936,736,2482,1191,4291,4050,16308,31,167,116,456,57,229,554,1597,766,2455,105,354,191,454,613,1396,903,2201,1667,4658,188,411,7809,25289
SSC10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10182,8,14,0,3,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,6,0,0,8,24
SSC10183,18,35,0,0,3,11,0,5,8,39,7,53,0,0,0,0,0,5,0,4,13,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,5,0,0,33,95
SSC10184,4,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
SSC10185,2102,4192,32,154,143,636,63,292,767,3028,1006,4116,80,343,111,373,337,1072,535,1791,1540,5904,12,56,52,185,30,103,249,676,340,1011,38,126,80,195,334,713,459,1037,800,2046,60,122,4497,12265
SSC10186,4,10,0,10,0,0,0,0,4,11,3,18,0,0,0,0,0,5,0,5,3,24,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,3,0,3,0,0,11,41
SSC10187,118,227,0,3,21,106,0,5,55,205,80,317,3,15,23,69,21,52,44,142,122,460,0,0,3,7,0,0,8,8,6,19,0,5,6,10,7,16,19,35,26,50,10,17,272,750
SSC10188,9,21,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,21,38
SSC10189,4,7,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,21
SSC10190,97,187,0,6,3,11,0,0,27,119,34,135,3,10,8,20,14,58,29,86,57,216,0,4,4,19,3,9,18,57,30,91,0,0,5,14,9,19,17,31,40,125,6,14,198,542
SSC10191,19,35,0,0,0,0,0,0,8,20,8,20,0,0,0,3,0,0,0,3,4,26,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,7,4,12,8,14,0,0,33,71
SSC10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10193,262,511,24,132,78,383,19,92,268,1105,393,1718,77,341,71,259,224,759,371,1359,765,3075,3,6,13,37,6,22,26,65,39,125,12,49,11,34,47,112,73,198,118,330,11,31,1156,3943
SSC10194,104,216,4,38,15,70,4,14,190,736,220,860,10,46,12,40,15,55,44,142,261,1002,0,0,7,20,0,5,26,81,34,98,3,15,4,8,18,39,28,65,61,161,6,11,429,1386
SSC10195,201,400,4,39,28,129,6,29,174,672,216,859,18,94,24,100,80,258,125,454,342,1311,0,0,0,4,0,5,19,47,24,54,7,14,12,21,34,74,45,107,71,161,12,20,618,1893
SSC10196,189,382,11,56,35,171,3,18,161,629,204,875,23,85,21,71,89,272,127,427,336,1301,0,0,3,8,6,17,22,74,30,96,10,28,10,22,41,95,58,143,88,237,8,22,627,1951
SSC10197,52,110,3,13,5,22,0,4,29,110,36,152,3,10,4,19,14,56,26,87,61,235,0,0,3,5,0,0,12,34,13,37,0,0,0,3,9,12,7,13,17,51,3,3,135,401
SSC10198,472,955,16,83,55,263,33,151,265,1084,361,1577,16,80,37,120,148,477,201,674,565,2252,4,12,17,62,4,24,73,208,96,315,3,4,10,18,60,126,64,150,165,462,8,24,1218,3693
SSC10199,224,444,4,12,10,50,4,16,60,240,77,325,3,9,6,26,25,63,36,99,106,420,0,0,6,14,4,11,17,48,27,72,0,0,0,3,9,27,13,24,38,102,3,8,378,974
SSC10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10201,14,33,0,0,0,0,0,0,13,45,13,45,0,0,0,0,3,9,3,9,11,48,0,0,0,0,0,0,4,21,4,21,0,0,3,4,3,3,3,8,10,31,0,0,41,112
SSC10202,53,103,0,7,3,21,0,10,24,110,33,142,7,20,3,13,8,19,14,46,43,187,0,0,3,8,0,0,12,37,14,44,0,3,0,3,11,17,13,24,27,64,0,4,122,356
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10204,162,322,9,46,22,96,16,67,113,430,159,646,11,58,16,40,54,167,83,268,238,910,5,18,3,9,7,19,29,82,46,133,0,8,4,4,37,74,41,89,81,219,9,10,494,1469
SSC10205,221,431,3,10,22,86,6,21,96,420,125,535,11,34,18,52,36,97,56,190,186,722,0,0,8,13,3,4,27,65,34,92,3,11,6,17,12,28,24,56,58,147,5,13,468,1314
SSC10206,185,374,0,8,8,43,4,11,55,210,70,275,0,3,12,35,24,61,34,98,102,374,0,0,0,10,3,13,21,54,23,76,0,0,8,11,16,38,19,43,50,123,3,10,342,883
SSC10207,594,1171,9,51,44,212,32,155,294,1164,382,1582,29,123,33,111,196,611,254,843,641,2429,11,36,26,103,20,58,180,483,227,676,16,39,30,62,156,342,192,441,422,1114,35,78,1692,4791
SSC10208,60,123,0,14,9,54,0,12,46,183,60,256,3,14,9,27,13,48,24,90,90,349,0,0,4,5,0,0,3,7,6,17,0,0,6,19,6,15,14,35,22,48,0,3,171,520
SSC10209,21,41,0,0,0,0,0,6,4,21,9,26,3,12,0,6,3,13,12,32,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,9,4,9,0,3,43,103
SSC10210,21,43,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,12,3,12,6,24,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,3,4,0,11,0,0,32,73
SSC10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10213,21,45,0,4,0,0,0,0,9,51,14,54,3,7,4,9,3,16,9,36,21,92,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,48,145
SSC10214,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,11
SSC10215,0,3,0,0,0,10,0,3,0,5,3,14,0,0,0,0,0,3,0,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24
SSC10216,64,134,0,7,0,0,3,10,15,49,18,60,0,4,3,9,13,48,21,57,32,118,0,0,0,0,0,3,6,16,7,22,0,0,4,3,3,4,6,7,14,26,0,0,110,281
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10218,21,36,0,8,3,7,3,10,11,45,14,71,3,11,0,0,3,7,3,21,21,84,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,44,126
SSC10219,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10220,6,11,0,0,5,18,0,0,9,25,11,40,0,3,0,0,4,5,4,11,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,63
SSC10221,4,3,0,0,0,7,0,0,4,9,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,9,26
SSC10222,4,7,0,0,0,0,0,0,5,11,5,11,0,0,0,0,3,10,3,10,6,14,0,0,0,7,0,0,3,15,4,19,0,0,0,0,0,9,0,9,7,22,0,0,18,47
SSC10223,178,359,0,0,13,59,14,54,79,315,101,429,6,28,4,16,30,101,42,149,144,577,0,3,4,17,3,4,38,106,44,137,3,7,4,11,24,49,29,64,73,201,3,4,398,1141
SSC10224,524,1056,45,250,144,726,56,261,544,2313,777,3547,96,421,85,299,266,911,442,1634,1225,5180,11,58,34,126,23,89,148,480,216,750,21,91,26,71,181,420,231,575,448,1328,43,90,2236,7651
SSC10225,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10226,13,21,0,0,3,6,0,0,0,5,6,14,0,0,0,3,0,3,0,3,5,17,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,3,0,3,4,10,0,0,21,53
SSC10227,1220,2424,21,103,123,569,33,155,683,2741,862,3574,90,382,98,330,276,855,463,1570,1326,5138,7,44,46,156,27,93,211,611,300,906,19,57,51,109,283,615,358,780,657,1685,43,81,3238,9334
SSC10228,234,457,3,16,9,35,4,16,60,219,69,287,0,9,12,38,20,67,38,120,111,406,0,5,8,34,3,21,38,113,56,165,8,14,5,10,44,92,50,116,112,285,7,15,460,1163
SSC10229,159,310,4,11,3,18,7,18,40,164,53,207,0,0,3,13,11,44,16,55,68,265,0,0,3,16,3,17,35,100,45,137,0,3,4,13,38,81,46,99,90,230,13,19,328,823
SSC10230,5,5,0,0,3,10,0,0,3,8,5,23,0,0,0,3,0,0,0,3,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33
SSC10231,635,1266,3,32,38,165,7,33,271,1013,318,1239,18,69,41,135,66,209,133,416,449,1658,3,15,20,73,7,18,145,358,171,463,11,28,37,67,108,222,148,316,325,777,44,102,1455,3801
SSC10232,183,357,0,5,12,46,3,22,54,213,71,291,4,13,7,19,17,62,27,87,96,375,0,0,3,9,4,14,17,48,22,74,3,12,3,7,28,52,35,68,54,144,3,10,341,884
SSC10233,3142,6292,72,394,506,2234,98,425,3454,13371,4121,16425,352,1489,506,1794,1051,3365,1908,6638,6028,23065,8,41,89,307,37,108,339,863,473,1319,53,180,139,343,502,1116,702,1640,1171,2961,105,217,10451,32535
SSC10234,40,75,0,0,3,14,3,4,11,49,20,71,0,4,3,10,7,13,11,29,30,104,0,0,0,7,0,0,4,7,3,9,0,0,0,3,0,3,0,3,3,16,0,0,72,196
SSC10235,110,213,0,0,7,11,4,20,34,114,38,148,5,10,4,25,13,39,24,72,63,221,0,5,0,0,0,0,8,25,12,28,0,8,3,5,11,19,11,30,25,61,0,3,200,495
SSC10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10237,444,862,6,34,35,176,6,30,173,690,228,928,37,151,49,158,102,318,186,625,418,1561,0,0,3,17,4,11,12,37,20,66,3,14,5,12,33,75,41,98,62,158,13,23,933,2605
SSC10238,595,1190,19,115,111,499,16,69,629,2469,777,3154,81,321,117,413,227,751,424,1485,1199,4646,0,6,15,60,4,18,50,136,76,222,21,78,38,88,104,235,159,399,232,619,21,47,2044,6494
SSC10239,122,242,0,4,9,33,0,5,60,206,69,256,5,18,7,11,15,40,23,74,90,323,0,0,0,0,4,4,10,18,9,27,0,3,4,7,10,22,16,35,29,60,4,9,251,635
SSC10240,13,18,0,0,3,8,0,7,0,3,6,13,0,0,0,0,3,7,3,7,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47
SSC10241,10,21,0,0,0,0,0,0,3,17,3,17,0,0,0,0,7,16,7,16,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44
SSC10242,23,42,0,4,0,0,0,6,3,9,9,25,0,3,0,3,0,0,4,9,10,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,3,7,4,7,0,0,32,81
SSC10243,495,1007,25,135,253,1166,37,196,846,3405,1166,4894,113,484,172,607,264,900,552,1991,1717,6890,3,20,16,53,3,10,50,129,75,212,21,67,25,64,72,156,119,287,191,498,15,32,2421,8424
SSC10244,15,29,0,10,0,4,0,0,14,46,12,58,0,0,0,0,3,11,3,11,17,65,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,37,102
SSC10245,25,48,3,9,3,10,3,6,8,33,16,66,0,11,3,5,9,21,11,36,26,99,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,8,0,0,56,157
SSC10246,4,11,0,0,0,11,0,0,3,15,3,26,0,0,0,0,0,0,0,0,6,29,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,16,44
SSC10247,19,30,0,0,0,0,0,12,13,50,16,70,0,0,0,0,3,10,3,10,21,73,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,4,4,7,4,14,0,0,39,122
SSC10248,66,139,0,5,3,24,4,13,40,184,53,225,3,15,3,10,13,36,17,55,71,280,0,3,3,3,7,14,7,22,15,43,3,9,4,3,8,23,11,34,28,77,0,0,171,495
SSC10249,829,1649,11,57,181,801,19,82,703,2805,918,3746,123,506,213,766,291,912,622,2188,1539,5931,0,0,19,51,3,9,65,193,87,256,22,61,33,86,87,187,141,334,228,590,38,73,2621,8242
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10251,47,87,0,4,4,14,3,9,26,87,29,119,3,7,10,25,9,34,21,61,50,180,0,0,3,7,0,9,6,20,12,32,0,4,0,4,4,17,12,24,23,58,0,3,115,323
SSC10252,0,3,0,0,0,4,0,0,0,6,0,9,0,0,0,0,0,4,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
