POA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2317,..,793,793,1003,42,1046,255,4,263,263,3,268,120,0,120,54,0,54,1697,842,2536
POA2318,..,625,625,1342,68,1409,675,8,684,743,0,742,335,0,339,164,0,164,3253,705,3963
POA2319,..,688,688,1010,77,1081,335,6,341,280,0,275,131,0,132,72,0,72,1823,777,2596
POA2320,..,2611,2611,3789,253,4040,1871,39,1908,2124,10,2132,924,0,924,412,0,412,9115,2913,12028
POA2321,..,829,829,1635,90,1724,876,11,885,910,3,913,403,0,402,200,0,200,4021,937,4954
POA2322,..,1303,1303,2121,114,2236,1136,27,1161,1106,3,1110,477,3,485,225,4,231,5068,1460,6529
POA2323,..,2360,2360,3041,202,3242,1496,25,1526,1412,3,1415,619,5,623,293,0,298,6874,2594,9467
POA2324,..,2333,2333,3278,178,3456,1205,27,1236,1067,4,1075,488,3,494,278,0,278,6318,2542,8858
POA2325,..,2521,2521,3165,251,3409,1516,21,1542,1394,9,1399,627,3,634,296,0,294,6995,2805,9807
POA2326,..,642,642,759,67,829,412,3,409,389,0,389,199,0,199,97,0,97,1855,709,2566
POA2327,..,890,890,914,69,983,440,4,449,351,0,353,164,0,164,88,0,88,1956,960,2921
POA2328,..,247,247,296,11,313,129,0,127,122,0,122,61,0,61,27,0,27,640,260,899
POA2329,..,227,227,282,18,295,96,5,98,92,0,92,56,0,56,16,0,16,542,247,783
POA2330,..,1635,1635,2161,149,2304,1117,10,1123,1193,8,1200,509,0,509,225,0,225,5204,1795,6997
POA2331,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,..,1316,1316,1482,145,1628,761,17,772,710,7,715,323,0,323,146,0,146,3417,1482,4896
POA2334,..,214,214,273,19,292,165,0,164,172,0,172,83,0,83,49,0,49,739,237,972
POA2335,..,374,374,639,38,679,350,3,354,372,0,372,200,0,200,69,0,69,1637,420,2053
POA2336,..,241,241,338,13,355,132,3,136,136,0,136,63,0,63,27,0,27,694,258,951
POA2337,..,797,797,929,62,993,360,20,379,390,4,396,212,3,213,52,0,52,1948,884,2829
POA2338,..,196,196,207,12,218,73,3,71,49,0,49,25,0,25,14,0,14,361,211,572
POA2339,..,53,53,98,6,102,25,0,24,25,0,25,22,0,22,5,0,5,174,63,235
POA2340,..,4780,4780,5724,466,6192,2571,72,2643,2394,21,2420,1121,9,1129,525,20,542,12343,5365,17710
POA2341,..,232,232,208,20,223,76,0,76,56,0,55,34,0,34,11,0,11,385,249,629
POA2342,..,43,43,63,6,67,17,0,17,19,0,19,15,0,15,6,0,6,122,51,164
POA2343,..,552,552,659,42,705,238,4,236,240,0,240,108,0,108,43,0,43,1283,595,1886
POA2344,..,60,60,82,6,86,41,0,41,39,0,39,20,0,20,13,0,13,187,67,255
POA2345,..,45,45,110,7,112,46,0,43,28,0,28,20,0,20,5,0,5,210,52,261
POA2346,..,399,399,404,19,422,156,4,163,125,0,125,61,0,61,39,0,39,782,419,1203
POA2347,..,298,298,280,25,305,83,5,80,60,0,60,38,0,38,13,0,13,477,322,803
POA2350,..,2632,2632,2939,296,3227,1194,91,1282,1128,44,1178,524,18,542,240,4,248,6028,3086,9106
POA2351,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA2352,..,227,227,377,26,404,155,0,155,126,0,126,75,0,74,30,0,30,763,251,1014
POA2353,..,112,112,131,4,137,58,0,58,60,0,60,19,0,19,14,0,14,278,120,398
POA2354,..,415,415,507,21,527,156,0,162,158,0,158,96,0,96,22,0,22,934,441,1376
POA2355,..,90,90,95,3,94,27,0,27,21,0,21,9,0,9,6,0,6,164,96,258
POA2356,..,18,18,14,4,18,8,0,8,3,0,3,3,0,3,4,0,4,33,19,59
POA2357,..,504,504,594,25,615,168,4,171,147,0,147,84,0,84,45,0,45,1043,530,1571
POA2358,..,430,430,542,33,577,166,0,166,174,0,174,86,0,86,39,0,39,1002,471,1474
POA2359,..,68,68,108,6,116,32,0,32,21,0,21,21,0,21,5,0,5,196,76,272
POA2360,..,1514,1514,1881,123,2004,728,13,738,642,3,643,331,4,333,163,0,163,3739,1656,5391
POA2361,..,98,98,130,11,135,43,0,43,30,0,28,16,0,16,13,0,13,231,116,344
POA2365,..,357,357,487,30,517,165,9,171,177,3,176,83,0,83,48,0,48,953,399,1353
POA2369,..,74,74,118,9,129,39,0,35,25,0,25,23,0,23,22,0,22,225,91,317
POA2370,..,983,983,1019,70,1089,349,4,349,274,0,278,165,0,166,65,0,65,1872,1066,2936
POA2371,..,167,167,197,14,210,53,0,53,32,0,32,18,0,18,5,0,5,302,186,489
POA2372,..,680,680,743,40,778,182,3,186,168,0,169,81,0,81,34,0,34,1211,723,1935
POA2379,..,25,25,40,0,39,18,0,18,15,0,15,11,0,11,6,0,6,89,25,115
POA2380,..,1117,1117,1222,73,1301,546,17,562,524,3,526,238,3,242,122,0,122,2652,1217,3869
POA2381,..,110,110,154,6,164,66,0,65,51,0,51,24,0,24,20,0,20,316,122,436
POA2382,..,144,144,170,15,184,60,3,61,63,0,63,23,0,23,18,0,18,336,162,500
POA2386,..,36,36,33,3,37,19,0,19,15,0,15,10,0,10,5,0,5,80,42,124
POA2387,..,16,16,19,0,19,9,0,9,14,0,14,4,0,4,3,0,3,48,16,64
POA2388,..,292,292,255,20,272,127,0,127,115,0,115,72,0,72,28,0,28,592,310,909
POA2390,..,804,804,1073,75,1145,409,5,417,422,0,427,223,0,225,92,0,92,2217,890,3105
POA2395,..,105,105,103,10,104,31,0,34,16,0,16,12,0,12,7,0,7,164,108,275
POA2396,..,131,131,122,6,129,48,0,48,39,0,39,16,0,16,11,0,11,223,139,360
POA2397,..,40,40,43,3,43,15,0,15,17,0,17,10,0,10,9,0,9,84,43,127
POA2398,..,22,22,29,0,29,15,0,15,9,0,9,6,0,6,0,0,0,60,22,83
POA2399,..,59,59,70,0,72,30,0,36,28,0,28,12,0,12,3,0,3,146,61,205
POA2400,..,1032,1032,1080,97,1179,544,10,554,428,0,428,234,0,234,108,0,108,2401,1135,3536
POA2401,..,31,31,42,4,44,15,0,15,12,0,12,6,0,6,8,0,8,82,31,116
POA2402,..,212,212,255,15,272,81,3,81,74,0,74,48,0,48,13,0,13,460,226,690
POA2403,..,62,62,100,3,102,27,0,34,30,0,30,24,0,24,6,0,6,187,69,256
POA2404,..,252,252,302,19,326,74,0,74,53,0,54,36,0,36,15,0,15,477,273,751
POA2405,..,51,51,59,3,64,24,0,25,19,0,19,12,0,12,6,0,6,116,54,176
POA2406,..,110,110,92,8,98,26,0,26,28,0,28,11,0,11,14,0,14,181,121,298
POA2408,..,28,28,46,3,48,14,0,14,16,0,16,8,0,8,3,0,3,92,35,124
POA2409,..,74,74,74,9,82,39,0,39,50,0,50,16,0,16,38,0,38,220,84,299
POA2410,..,38,38,41,0,41,12,0,12,7,0,6,8,0,8,5,0,5,67,40,108
POA2411,..,13,13,15,0,15,3,0,3,5,0,5,3,0,3,0,0,0,31,13,40
POA2415,..,22,22,40,5,49,28,0,28,25,0,25,9,0,9,4,0,4,98,32,134
POA2420,..,465,465,540,27,565,218,3,223,169,0,171,85,0,85,38,0,38,1043,492,1534
POA2421,..,107,107,225,9,229,95,0,95,112,0,115,48,0,48,18,0,18,501,120,617
POA2422,..,638,638,856,47,905,254,3,257,199,0,203,96,0,96,46,0,46,1452,696,2147
POA2423,..,340,340,468,44,506,154,3,160,119,0,115,56,0,56,9,0,9,805,384,1189
POA2424,..,58,58,53,4,57,25,0,25,18,0,18,3,0,3,3,0,3,106,59,166
POA2425,..,152,152,227,18,242,96,0,96,78,0,80,41,0,41,26,0,26,468,170,645
POA2426,..,78,78,90,12,103,37,0,37,23,0,23,14,0,14,6,0,6,179,92,267
POA2427,..,400,400,682,25,703,138,0,138,82,0,83,37,0,37,13,0,13,955,431,1379
POA2428,..,3408,3408,4081,271,4354,1082,24,1104,809,3,815,326,0,326,161,0,169,6464,3701,10165
POA2429,..,1014,1014,1361,89,1449,487,8,500,414,0,417,189,0,189,121,0,121,2579,1113,3691
POA2430,..,3823,3823,4913,347,5258,1652,41,1690,1435,8,1446,710,3,715,353,0,353,9068,4225,13290
POA2431,..,703,703,922,56,979,228,6,234,161,0,159,81,0,81,42,0,42,1435,768,2200
POA2439,..,207,207,440,22,461,150,3,154,125,0,125,63,0,63,33,0,33,806,229,1040
POA2440,..,2186,2186,2566,210,2773,1109,27,1137,849,11,861,442,3,445,306,3,309,5265,2436,7700
POA2441,..,397,397,542,41,590,217,4,220,191,0,191,85,0,85,69,0,69,1116,439,1556
POA2443,..,1371,1371,1627,88,1711,363,9,371,240,6,244,124,0,126,67,0,67,2422,1472,3895
POA2444,..,5654,5654,6756,533,7292,2277,85,2363,2024,28,2050,870,4,876,344,0,345,12276,6314,18587
POA2445,..,495,495,1016,55,1071,311,0,311,334,0,334,154,0,154,62,0,62,1884,545,2427
POA2446,..,1074,1074,1705,105,1813,641,10,648,657,0,655,357,0,356,166,0,166,3519,1194,4710
POA2447,..,724,724,1034,66,1095,328,4,335,296,0,304,161,0,162,80,0,80,1896,799,2698
POA2448,..,1399,1399,1361,108,1472,426,11,435,293,0,295,168,0,170,71,0,71,2322,1523,3842
POA2449,..,259,259,299,34,330,104,5,102,79,0,81,50,0,48,35,0,35,559,300,862
POA2450,..,4320,4320,5377,525,5905,2264,70,2330,2011,28,2038,921,9,928,518,3,523,11086,4961,16044
POA2452,..,1691,1691,1966,196,2161,834,30,857,711,6,723,318,0,318,156,0,156,3986,1917,5904
POA2453,..,386,386,414,30,441,128,0,127,104,0,104,49,0,49,24,0,24,722,419,1140
POA2454,..,736,736,954,92,1046,403,4,413,385,0,381,162,0,161,84,0,84,1990,833,2825
POA2455,..,434,434,478,38,518,150,0,150,120,0,120,34,0,34,17,0,17,806,476,1288
POA2456,..,1289,1289,1886,124,2014,758,19,776,714,9,720,330,4,333,181,9,194,3873,1450,5330
POA2460,..,3119,3119,3775,316,4095,1433,24,1457,1223,11,1233,623,4,627,374,0,370,7429,3478,10909
POA2462,..,310,310,367,29,394,103,4,105,82,0,82,54,0,54,24,0,24,634,335,968
POA2463,..,742,742,1168,66,1231,380,7,390,293,0,290,157,0,157,75,0,75,2075,815,2891
POA2464,..,935,935,1212,81,1292,310,7,310,219,0,219,91,0,91,39,0,39,1859,1027,2888
POA2465,..,34,34,40,8,47,14,0,17,8,0,8,8,0,8,4,0,4,72,48,121
POA2466,..,297,297,363,18,383,59,0,59,44,0,44,17,0,17,8,0,8,493,320,810
POA2469,..,535,535,618,54,676,170,3,173,117,0,117,70,0,70,46,0,46,1022,593,1611
POA2470,..,1644,1644,1861,132,2000,756,13,773,666,6,668,362,3,361,220,0,220,3871,1802,5666
POA2471,..,188,188,290,33,326,114,3,118,106,0,106,78,0,78,35,0,35,623,226,847
POA2472,..,185,185,226,15,239,109,0,109,88,0,88,34,0,34,21,0,21,475,204,678
POA2473,..,470,470,482,44,529,127,4,131,117,0,117,56,0,56,23,0,23,806,518,1327
POA2474,..,798,798,876,76,955,306,3,313,231,0,227,132,0,132,62,0,62,1609,887,2488
POA2475,..,43,43,61,3,66,13,0,13,11,0,11,9,0,9,3,0,3,97,46,144
POA2476,..,106,106,137,4,142,34,0,34,28,0,28,15,0,15,8,0,8,224,107,329
POA2477,..,1178,1178,1668,89,1756,645,6,654,606,0,606,265,0,265,134,0,130,3315,1274,4593
POA2478,..,3351,3351,3946,341,4287,1455,67,1524,1301,25,1322,532,6,538,181,0,181,7409,3792,11200
POA2479,..,351,351,556,53,603,257,14,270,259,8,268,107,3,116,47,0,46,1226,421,1645
POA2480,..,4863,4863,5319,637,5953,2333,101,2433,2001,38,2039,953,9,961,440,3,442,11045,5647,16689
POA2481,..,1074,1074,1153,261,1417,554,128,676,514,51,568,169,27,200,56,7,66,2452,1543,3997
POA2482,..,675,675,660,108,765,330,24,355,298,5,300,111,3,118,53,0,53,1451,812,2265
POA2483,..,1201,1201,1269,195,1465,620,36,656,512,5,516,186,4,196,75,0,75,2663,1447,4103
POA2484,..,1799,1799,2264,227,2495,940,29,968,857,4,858,469,3,473,232,0,232,4763,2063,6832
POA2485,..,2331,2331,2180,252,2431,698,38,736,469,10,475,170,3,175,85,0,85,3598,2633,6236
POA2486,..,3471,3471,4227,371,4600,1617,35,1648,1523,12,1541,648,0,648,344,4,353,8362,3896,12256
POA2487,..,1419,1419,1719,150,1871,608,19,627,686,0,687,302,0,304,129,0,129,3442,1586,5033
POA2488,..,299,299,379,42,421,182,7,187,190,0,190,72,0,72,27,0,27,850,348,1196
POA2489,..,561,561,951,68,1020,356,10,362,457,0,457,174,0,174,78,0,78,2020,636,2657
POA2490,..,51,51,81,12,91,43,3,39,34,0,35,19,0,19,3,0,3,173,67,238
POA2500,..,4880,4880,4519,1005,5524,1915,476,2390,1563,245,1805,619,72,692,319,55,368,8928,6735,15661
POA2502,..,1258,1258,1294,112,1404,695,17,715,548,8,556,295,0,295,239,0,236,3072,1398,4468
POA2505,..,579,579,536,52,587,286,6,290,273,0,272,94,0,99,61,0,61,1254,639,1895
POA2506,..,717,717,816,63,878,417,5,424,438,3,442,188,3,188,109,0,109,1964,785,2750
POA2508,..,387,387,780,41,817,520,4,528,720,0,720,275,3,283,87,0,87,2385,436,2826
POA2515,..,721,721,1206,94,1303,608,14,624,759,0,763,310,3,315,99,0,99,2988,837,3824
POA2516,..,413,413,572,37,606,315,5,323,444,0,444,202,0,202,68,0,68,1599,459,2050
POA2517,..,1261,1261,1510,89,1604,735,15,755,899,3,895,357,0,359,125,0,125,3623,1365,4989
POA2518,..,2369,2369,2213,176,2394,1039,37,1077,1072,7,1084,452,0,455,154,0,154,4941,2593,7530
POA2519,..,1624,1624,1933,154,2085,963,75,1038,934,32,963,423,15,437,160,3,168,4418,1902,6318
POA2522,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2525,..,810,810,1232,56,1294,598,8,608,791,0,797,329,0,336,135,0,135,3087,883,3972
POA2526,..,1030,1030,1594,77,1670,863,7,873,1076,0,1077,399,0,399,207,0,214,4147,1117,5257
POA2527,..,1206,1206,2134,103,2235,1255,13,1266,1422,4,1430,602,3,602,294,0,294,5708,1318,7028
POA2528,..,2654,2654,2937,185,3120,1371,24,1393,1121,3,1126,524,0,527,273,0,273,6223,2870,9090
POA2529,..,1506,1506,2718,136,2853,1482,15,1501,1816,7,1825,728,0,728,332,0,335,7083,1661,8745
POA2530,..,2325,2325,3538,156,3699,1908,12,1918,1990,3,1993,840,0,840,431,0,431,8711,2499,11208
POA2533,..,1235,1235,2185,131,2319,811,11,825,838,0,838,386,3,385,145,0,145,4365,1384,5747
POA2534,..,416,416,701,28,732,250,5,260,302,4,311,149,0,149,58,0,58,1470,459,1931
POA2535,..,899,899,1222,48,1274,309,8,312,303,0,304,129,0,129,54,0,54,2018,951,2971
POA2536,..,2128,2128,2846,144,2990,772,22,791,635,3,644,280,3,281,173,0,173,4703,2296,7000
POA2537,..,1485,1485,1976,107,2083,541,7,547,445,5,446,193,0,190,91,0,91,3235,1602,4840
POA2538,..,203,203,322,18,341,93,0,93,96,0,96,46,0,46,32,0,32,587,227,813
POA2539,..,2164,2164,2972,174,3149,833,3,838,740,3,743,308,0,306,138,0,138,4986,2352,7338
POA2540,..,4425,4425,6485,384,6863,2155,34,2184,1896,8,1906,924,0,929,490,0,496,11950,4850,16801
POA2541,..,3099,3099,3122,248,3366,1393,35,1430,1118,12,1131,503,4,508,259,3,255,6398,3392,9786
POA2545,..,109,109,174,9,182,53,0,57,33,0,33,15,0,15,13,0,13,301,121,418
POA2546,..,1305,1305,1643,80,1726,356,12,366,256,0,256,115,0,115,72,0,72,2442,1395,3837
POA2548,..,1024,1024,1339,70,1406,363,8,367,257,0,259,98,0,98,43,0,43,2098,1106,3198
POA2549,..,382,382,587,29,618,181,0,185,180,0,184,62,0,62,30,0,30,1046,416,1461
POA2550,..,1765,1765,2299,135,2437,765,4,771,675,3,676,306,0,310,163,0,163,4211,1905,6117
POA2551,..,487,487,504,40,549,162,0,170,113,0,116,62,0,62,29,0,29,875,535,1406
POA2555,..,15,15,14,3,22,6,0,6,7,0,7,6,0,6,6,0,6,44,18,65
POA2556,..,81,81,179,12,184,103,0,103,131,0,136,98,0,98,82,0,82,599,96,693
POA2557,..,255,255,721,33,754,459,4,465,514,0,510,304,0,307,209,0,216,2210,298,2504
POA2558,..,474,474,880,51,926,748,7,753,714,4,714,367,0,363,233,0,233,2936,529,3462
POA2559,..,114,114,161,22,180,135,0,135,108,0,108,88,0,83,102,0,102,591,129,725
POA2560,..,4950,4950,7053,501,7557,4378,73,4450,4205,34,4243,2132,11,2141,1640,3,1642,19404,5573,24979
POA2563,..,12,12,34,0,32,13,0,13,17,0,17,6,0,6,6,0,6,80,9,93
POA2564,..,938,938,1038,106,1146,834,9,848,844,3,844,362,0,368,317,0,317,3405,1059,4463
POA2565,..,1203,1203,1683,104,1781,1188,14,1206,1213,10,1217,584,4,587,394,3,401,5057,1338,6398
POA2566,..,1200,1200,2035,116,2151,1554,23,1571,1775,8,1779,816,0,822,571,3,575,6748,1351,8100
POA2567,..,1277,1277,2830,125,2951,2224,25,2250,3007,6,3015,1393,0,1399,682,3,684,10144,1439,11581
POA2568,..,69,69,131,4,138,48,0,48,62,0,62,38,0,38,18,0,18,289,77,363
POA2569,..,57,57,143,4,148,71,0,78,76,0,76,43,0,43,27,0,23,364,64,429
POA2570,..,2023,2023,3651,160,3811,2256,25,2287,2600,4,2608,1315,8,1324,657,0,655,10479,2224,12703
POA2571,..,513,513,1088,36,1127,634,8,638,816,0,815,409,0,409,203,0,203,3149,555,3701
POA2572,..,271,271,448,20,466,224,4,228,250,0,250,147,0,147,77,0,77,1141,297,1434
POA2573,..,357,357,511,32,540,297,4,304,294,0,293,133,0,133,93,0,93,1317,394,1713
POA2574,..,337,337,571,29,604,286,0,286,323,0,324,179,0,179,133,0,133,1486,371,1857
POA2575,..,1299,1299,1801,111,1909,821,12,835,803,3,805,386,3,384,213,0,213,4014,1424,5436
POA2576,..,1415,1415,2086,76,2161,591,3,590,606,3,610,293,4,293,123,0,119,3687,1509,5196
POA2577,..,1509,1509,2084,118,2199,706,17,720,707,9,716,360,0,360,158,0,161,4024,1649,5670
POA2578,..,337,337,466,14,474,109,0,106,104,0,104,49,0,49,23,0,23,741,346,1090
POA2579,..,370,370,583,29,614,198,0,198,167,0,167,95,0,95,64,0,64,1105,406,1510
POA2580,..,3187,3187,3588,221,3811,1503,32,1533,1322,5,1322,619,8,623,320,7,325,7348,3446,10797
POA2581,..,188,188,263,12,275,106,0,106,118,0,118,54,0,54,23,0,23,565,205,765
POA2582,..,906,906,1481,79,1566,611,12,623,724,0,729,346,0,344,139,0,139,3309,998,4310
POA2583,..,526,526,644,18,662,199,0,202,181,0,181,89,0,89,44,0,44,1153,544,1698
POA2584,..,63,63,77,3,79,29,0,29,23,0,23,14,0,14,5,0,5,148,68,216
POA2585,..,35,35,25,0,28,4,0,4,13,0,13,8,0,8,0,0,0,53,40,94
POA2586,..,339,339,393,26,417,110,0,115,101,0,101,62,0,62,18,0,18,695,359,1053
POA2587,..,358,358,455,28,476,111,0,114,122,0,122,60,0,60,38,0,38,774,386,1160
POA2588,..,21,21,42,0,46,16,0,16,10,0,10,11,0,11,0,0,0,78,24,99
POA2590,..,907,907,1091,53,1147,307,5,317,275,0,281,152,0,154,58,0,58,1887,970,2854
POA2594,..,1269,1269,1433,101,1532,587,11,596,510,3,515,286,0,286,150,0,150,2962,1388,4348
POA2619,..,388,388,813,22,839,537,8,550,791,0,791,350,0,350,104,0,104,2594,421,3019
POA2620,..,4218,4218,4167,332,4496,2193,45,2237,2054,10,2063,926,3,928,382,3,382,9726,4610,14338
POA2621,..,264,264,672,21,686,338,4,344,413,0,413,171,0,171,64,0,64,1653,288,1946
POA2622,..,436,436,557,29,585,174,0,180,157,0,157,68,0,68,34,0,34,987,463,1451
POA2623,..,79,79,77,7,77,30,0,33,26,0,26,13,0,13,8,0,8,151,84,237
POA2625,..,59,59,32,3,38,4,0,3,12,0,12,0,0,0,0,0,0,50,65,115
POA2626,..,29,29,62,0,62,19,3,22,29,0,29,16,0,16,8,0,8,124,32,154
POA2627,..,379,379,472,63,536,199,26,222,254,10,260,86,7,94,15,4,26,1029,493,1521
POA2628,..,212,212,249,20,267,107,0,107,90,0,90,41,0,41,12,0,12,502,231,731
POA2629,..,77,77,101,3,103,12,0,12,15,0,15,4,0,4,4,0,4,136,80,212
POA2630,..,1114,1114,1205,81,1283,437,6,448,346,3,353,154,0,154,70,0,70,2210,1207,3412
POA2631,..,72,72,90,3,93,21,0,21,27,0,27,7,0,7,8,0,8,151,77,230
POA2632,..,229,229,255,14,269,96,4,97,75,0,75,36,0,36,18,0,18,475,244,718
POA2633,..,70,70,53,7,60,16,0,16,18,0,18,6,0,6,0,0,0,89,79,167
POA2640,..,3949,3949,4281,407,4687,1827,111,1943,1867,41,1907,767,12,776,280,4,288,9016,4522,13540
POA2641,..,2105,2105,1899,204,2103,799,17,818,644,4,651,273,4,273,133,0,133,3750,2328,6082
POA2642,..,333,333,592,25,618,221,3,224,242,0,242,138,0,138,69,0,69,1265,356,1616
POA2643,..,295,295,408,18,424,124,3,130,128,0,129,54,0,55,23,0,25,732,321,1046
POA2644,..,277,277,339,13,353,92,0,90,111,0,111,51,0,51,32,0,32,624,290,913
POA2645,..,52,52,45,3,54,19,0,19,14,0,14,7,0,7,3,0,3,87,51,143
POA2646,..,846,846,1007,56,1057,315,5,324,276,0,277,141,0,141,47,0,47,1780,908,2694
POA2647,..,273,273,359,13,375,71,0,71,88,0,88,47,0,47,18,0,18,581,294,875
POA2648,..,298,298,350,25,370,107,5,112,73,0,73,32,0,32,17,0,17,583,326,911
POA2649,..,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11
POA2650,..,5574,5574,6661,615,7280,2935,189,3122,2767,72,2841,1458,14,1473,622,5,627,14444,6471,20918
POA2651,..,141,141,218,18,243,113,3,119,120,0,120,53,0,53,24,0,24,538,165,704
POA2652,..,365,365,556,49,604,238,0,239,217,0,217,108,0,108,60,0,60,1184,418,1594
POA2653,..,265,265,357,16,375,106,0,109,84,0,84,52,0,52,29,0,29,631,287,915
POA2655,..,118,118,164,9,168,57,0,56,75,0,75,31,0,31,15,0,15,341,128,469
POA2656,..,165,165,174,6,180,56,0,56,58,0,58,25,0,25,20,0,20,320,173,495
POA2658,..,180,180,183,4,190,53,0,54,38,0,38,47,0,47,31,0,31,355,190,545
POA2659,..,82,82,115,4,122,40,0,40,44,0,44,22,0,22,11,0,11,232,87,318
POA2660,..,159,159,201,15,215,62,3,69,79,0,79,40,0,40,23,0,23,406,179,584
POA2661,..,5,5,12,0,12,9,0,9,15,0,15,4,0,4,3,0,3,47,5,51
POA2663,..,440,440,487,36,517,211,3,216,194,3,195,95,0,100,59,4,63,1045,485,1532
POA2665,..,226,226,277,16,297,94,0,96,88,0,88,54,0,54,33,0,33,553,243,802
POA2666,..,646,646,784,43,819,265,0,265,219,0,219,138,0,138,84,0,84,1482,690,2180
POA2668,..,45,45,57,0,57,20,0,20,23,0,23,13,0,13,5,0,5,118,47,161
POA2669,..,189,189,227,10,232,68,0,68,54,0,54,47,0,47,24,0,24,422,200,620
POA2671,..,474,474,548,16,562,172,0,176,132,0,134,104,0,104,55,0,55,1014,490,1507
POA2672,..,152,152,182,8,189,65,0,64,60,0,60,47,0,47,21,0,21,375,159,535
POA2675,..,157,157,199,16,214,77,3,78,67,0,71,29,0,29,14,0,14,384,177,557
POA2678,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,..,1888,1888,2409,178,2586,1104,42,1140,1263,18,1281,667,11,675,317,10,333,5763,2141,7905
POA2681,..,143,143,199,16,211,86,0,86,80,0,80,57,0,57,22,0,22,436,153,592
POA2700,..,593,593,604,40,650,220,4,225,205,0,205,107,0,111,43,0,43,1182,643,1826
POA2701,..,176,176,279,7,285,119,0,121,106,0,106,62,0,62,43,0,43,607,189,791
POA2702,..,79,79,106,5,106,30,3,34,33,0,33,19,0,19,9,0,9,198,80,281
POA2703,..,84,84,75,3,86,35,0,35,21,0,21,14,0,14,7,0,7,154,87,244
POA2705,..,1008,1008,1192,65,1256,490,17,501,477,4,475,255,0,255,121,0,121,2522,1089,3613
POA2706,..,101,101,148,12,165,62,0,62,61,0,61,26,0,26,14,0,14,306,120,421
POA2707,..,142,142,142,7,144,66,0,64,48,0,48,49,0,49,14,0,14,319,150,468
POA2710,..,1271,1271,1432,79,1505,436,8,448,408,3,414,216,3,218,78,3,79,2574,1362,3929
POA2711,..,378,378,446,21,463,148,3,152,129,0,124,77,0,77,34,0,34,824,403,1233
POA2712,..,195,195,173,9,185,45,0,45,58,0,58,27,0,27,12,0,12,309,205,519
POA2713,..,351,351,385,31,409,114,0,113,99,0,99,57,0,57,34,0,34,680,383,1062
POA2714,..,367,367,453,26,479,111,0,112,95,0,95,49,0,49,22,0,22,719,390,1116
POA2715,..,177,177,192,4,197,74,0,75,49,0,49,47,0,47,17,0,17,378,183,567
POA2716,..,125,125,147,5,158,56,0,58,38,0,38,22,0,22,10,0,10,276,135,409
POA2717,..,108,108,169,4,172,67,0,67,50,0,51,33,0,33,14,0,14,328,116,444
POA2720,..,859,859,1063,42,1101,371,4,376,401,3,405,155,0,155,80,0,80,2068,907,2977
POA2721,..,20,20,32,3,35,12,0,12,10,0,10,10,0,10,4,0,4,60,26,80
POA2722,..,349,349,423,23,448,158,0,161,123,0,123,79,0,79,49,0,49,832,376,1205
POA2725,..,46,46,56,0,59,14,0,14,14,0,14,6,0,6,3,0,3,100,51,145
POA2726,..,27,27,31,0,32,8,0,8,10,0,10,3,0,3,0,0,0,56,28,85
POA2727,..,27,27,35,4,40,15,0,15,18,0,18,10,0,10,7,0,7,85,34,116
POA2729,..,169,169,233,8,242,70,0,70,92,0,92,42,0,42,17,0,17,456,178,631
POA2730,..,183,183,223,17,235,51,3,54,49,0,55,30,0,30,11,0,14,360,201,565
POA2731,..,650,650,930,39,972,284,10,294,301,3,309,142,0,142,42,0,42,1705,704,2409
POA2732,..,267,267,281,20,299,70,0,70,60,0,60,29,0,29,17,0,17,446,287,736
POA2733,..,76,76,87,0,82,24,0,24,20,0,20,5,0,5,3,0,7,141,77,215
POA2734,..,20,20,59,0,59,20,0,20,19,0,19,21,0,21,3,0,3,116,22,138
POA2735,..,25,25,65,3,68,21,0,20,17,0,17,10,0,10,9,0,9,118,30,147
POA2736,..,30,30,52,4,56,17,0,17,10,0,10,8,0,8,0,0,0,94,34,134
POA2737,..,57,57,80,6,88,37,0,37,26,0,26,36,0,36,14,0,14,191,64,258
POA2738,..,113,113,194,7,200,77,0,77,105,0,105,55,0,55,19,0,19,448,119,563
POA2739,..,137,137,148,15,168,68,0,68,72,0,72,35,0,35,4,0,4,337,152,490
POA2745,..,992,992,2241,89,2337,1775,20,1792,2142,9,2148,1009,3,1009,561,0,561,7725,1110,8839
