POA_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA4343,104,52,224,1928,2090,980,924,2025,1399,9350
POA4344,15,13,50,387,567,231,265,377,248,2067
POA4345,0,0,0,135,27,3,3,139,18,323
POA4346,3,0,12,143,210,92,83,98,65,696
POA4347,0,3,12,161,254,143,96,197,118,967
POA4350,1096,839,2917,18432,23477,10680,8340,17087,8085,86097
POA4352,83,41,241,4576,6359,3252,2761,3186,1539,21676
POA4353,0,0,0,43,52,31,48,42,15,232
POA4354,3,0,17,190,225,119,132,183,89,942
POA4355,57,18,98,355,515,310,357,454,193,2182
POA4356,93,89,223,737,1003,476,514,823,536,4086
POA4357,11,34,62,312,429,262,264,421,418,2114
POA4358,3,4,10,337,465,273,221,240,195,1733
POA4359,3,0,8,214,272,138,129,160,90,1015
POA4360,0,0,0,74,144,67,74,81,31,474
POA4361,34,12,72,369,525,286,306,472,232,2187
POA4362,50,18,100,348,509,252,289,419,201,2011
POA4363,0,0,0,80,117,60,57,104,68,488
POA4364,0,0,0,46,38,30,19,24,8,167
POA4365,3,0,7,79,105,53,54,91,57,437
POA4370,206,75,440,2695,3757,2071,1897,3012,1363,14791
POA4371,4,3,14,83,151,83,95,111,55,588
POA4372,0,3,5,32,35,19,16,17,17,130
POA4373,32,6,48,155,211,98,113,199,86,867
POA4374,0,3,5,50,84,40,50,53,36,313
POA4375,0,0,3,34,39,25,19,50,13,178
POA4376,5,0,6,47,74,35,27,56,38,271
POA4377,6,0,6,78,137,54,70,90,24,453
POA4378,0,0,4,61,108,74,57,87,29,413
POA4380,116,39,249,1102,1647,931,908,1296,647,6522
POA4381,7,0,6,85,137,93,68,71,40,486
POA4382,3,0,3,55,123,75,58,71,47,428
POA4383,4,3,8,78,121,56,77,123,60,508
POA4384,0,0,0,13,3,5,6,13,7,49
POA4385,24,6,40,152,221,122,136,282,110,1025
POA4387,10,12,28,155,270,134,112,234,152,1056
POA4388,3,0,3,52,54,44,50,80,34,317
POA4390,68,29,135,1102,1306,605,527,1076,718,5329
POA4400,0,0,14,304,400,204,191,274,102,1473
POA4401,80,9,115,803,1051,541,548,1138,424,4500
POA4402,0,0,3,28,47,35,46,59,26,244
POA4403,4,3,11,105,151,68,75,143,72,616
POA4404,0,3,4,108,81,56,54,75,38,411
POA4405,127,51,266,2226,2847,1305,1307,2222,1222,11124
POA4406,0,0,16,220,253,163,153,198,153,1150
POA4407,0,0,0,88,86,50,61,100,51,439
POA4408,5,6,13,91,127,64,68,94,64,505
POA4410,27,8,41,179,203,123,129,205,115,951
POA4411,0,0,3,33,47,32,32,32,32,208
POA4412,0,0,0,45,42,19,21,21,8,152
POA4413,59,45,155,1181,1445,776,714,1056,950,6117
POA4415,20,20,53,283,395,163,160,305,246,1547
POA4416,0,0,4,90,88,44,43,69,61,397
POA4417,8,7,18,81,126,67,57,131,59,528
POA4418,0,0,0,21,27,12,12,13,6,93
POA4419,3,3,11,126,175,90,82,190,152,817
POA4420,24,3,33,162,238,98,126,224,95,948
POA4421,4,12,30,261,356,192,248,441,575,2073
POA4422,0,0,3,81,74,40,49,81,44,365
POA4423,0,0,0,35,41,15,16,21,11,153
POA4424,0,0,0,35,45,20,30,30,16,171
POA4425,0,0,4,22,40,20,27,38,23,163
POA4426,0,0,0,20,26,8,17,26,0,102
POA4427,0,0,5,45,52,33,36,51,80,294
POA4428,0,0,8,96,138,56,62,105,55,517
POA4454,4,3,11,89,131,57,63,135,98,579
POA4455,78,34,151,1339,1694,735,592,1357,853,6564
POA4461,0,0,0,8,11,4,3,6,5,50
POA4462,4,0,4,18,22,12,16,16,6,92
POA4465,13,0,22,172,249,116,119,256,87,991
POA4467,0,3,3,29,37,20,20,37,24,160
POA4468,3,0,5,38,57,22,30,52,16,215
POA4470,36,22,79,536,674,322,247,705,326,2809
POA4472,13,3,35,220,264,162,145,282,116,1185
POA4474,3,0,3,13,26,6,5,17,5,77
POA4475,0,0,0,0,0,0,0,0,0,0
POA4477,14,0,12,64,78,45,46,95,44,371
POA4478,0,0,5,78,99,49,45,88,28,383
POA4479,0,0,0,3,0,0,3,3,0,11
POA4480,3,0,9,122,148,54,67,146,59,599
POA4481,0,0,0,22,27,8,4,31,14,103
POA4482,0,0,0,36,28,14,9,38,8,131
POA4486,6,0,12,92,137,47,71,145,92,585
POA4487,19,7,42,478,605,276,237,569,237,2399
POA4488,3,0,6,36,45,27,28,35,23,202
POA4489,0,0,0,16,15,11,6,27,13,89
POA4490,13,6,26,206,285,115,107,297,129,1132
POA4491,0,0,0,17,29,9,12,6,6,81
POA4492,0,0,7,54,57,21,22,70,25,246
POA4493,0,0,0,0,3,0,0,10,5,23
POA4494,0,0,0,21,24,15,26,8,12,103
POA4496,0,0,0,55,39,20,28,35,21,197
POA4497,0,0,6,49,70,24,23,60,33,256
POA4498,0,0,0,32,46,26,20,34,17,166
POA4500,129,123,393,8182,9762,4093,3178,5922,1823,32951
POA4501,30,50,118,1031,1254,534,430,976,389,4607
POA4502,20,20,62,1625,2083,885,660,1089,396,6747
POA4503,276,157,605,7839,9666,3934,3270,6541,2399,33647
POA4504,34,10,79,3399,4263,1776,1407,2061,703,13600
POA4505,124,79,344,3604,4511,2144,1771,3281,1188,16505
POA4506,65,66,202,3640,4434,2014,1737,3626,1334,16787
POA4507,282,278,876,2675,3921,2364,1821,3725,1681,16183
POA4508,105,191,386,3109,3813,1676,1548,3698,1715,15562
POA4509,204,29,328,5473,6436,2562,2078,4042,1288,21875
POA4510,297,454,1031,7485,9314,4557,4096,8723,3920,38091
POA4511,59,40,153,1332,1853,1065,950,1563,692,7462
POA4512,14,7,38,584,776,365,295,436,319,2778
POA4514,70,27,115,941,1342,711,684,945,1576,6204
POA4515,44,11,73,547,802,429,405,746,355,3279
POA4516,12,5,30,725,908,415,349,512,257,3170
POA4517,0,9,12,115,173,88,66,100,84,626
POA4518,18,7,62,870,1200,557,500,676,307,4111
POA4519,107,23,180,1365,1774,928,775,1327,565,6730
POA4520,27,13,91,2349,3208,1739,1218,1156,675,10344
POA4521,13,12,45,717,1137,586,433,468,393,3735
POA4550,13,8,45,702,985,474,408,586,326,3484
POA4551,981,356,1951,9759,12760,6261,4691,9609,3456,46536
POA4552,102,20,221,1300,2121,1233,994,1097,525,7270
POA4553,15,7,54,962,1326,684,553,781,326,4636
POA4554,7,0,22,298,470,229,188,206,138,1525
POA4555,82,23,171,1146,1609,817,615,943,381,5514
POA4556,644,251,1429,8003,10207,4771,3332,6492,2487,35294
POA4557,88,37,220,3958,4504,1720,1156,2720,1345,15400
POA4558,266,204,684,3847,4548,1775,1255,3655,1788,16869
POA4559,39,31,117,1077,1450,730,565,783,414,5021
POA4560,416,175,891,5180,7177,3612,2994,4898,2075,25933
POA4561,27,8,68,1160,1668,861,702,982,431,5812
POA4562,31,5,74,1289,1916,1034,785,922,478,6427
POA4563,81,17,164,1327,1934,1045,950,1185,533,6975
POA4564,61,19,134,2000,2650,1184,761,1603,604,8802
POA4565,162,236,593,2292,3304,1678,1308,2361,1267,12207
POA4566,105,52,291,1455,2007,1007,652,1324,603,7049
POA4567,126,24,213,2052,2710,1267,787,1687,796,9304
POA4568,6,11,38,544,823,474,379,451,262,2924
POA4569,6,3,25,229,398,190,176,173,130,1296
POA4570,307,269,887,6179,8610,4769,4592,6482,3792,34427
POA4571,0,0,0,97,180,118,79,91,104,659
POA4572,106,73,214,903,972,318,192,717,451,3546
POA4573,307,87,538,4644,5994,2784,1992,3654,1613,20684
POA4574,9,0,20,205,268,167,168,161,105,1078
POA4575,274,93,667,4443,5518,2535,1776,3835,1438,19546
POA4580,43,23,121,548,963,621,653,996,512,4292
POA4581,4,4,14,241,287,165,123,243,270,1327
POA4600,3,0,13,110,169,128,121,162,57,742
POA4601,5,0,6,163,224,141,126,171,124,947
POA4605,66,8,106,683,917,403,371,900,396,3667
POA4606,44,17,85,291,501,243,285,445,238,2007
POA4608,3,7,12,123,174,102,112,145,97,753
POA4610,168,57,335,2191,2951,1655,1487,2369,1121,11774
POA4611,0,0,0,18,21,10,14,21,8,92
POA4612,3,0,3,38,49,18,27,55,26,216
POA4613,5,3,18,106,167,84,148,133,92,720
POA4614,11,11,31,134,212,136,129,221,157,984
POA4615,62,29,125,871,1291,780,805,1302,795,5839
POA4620,3,5,4,47,78,56,52,71,46,345
POA4621,27,11,62,234,333,196,218,334,188,1505
POA4625,23,31,63,362,530,282,247,474,385,2286
POA4626,26,14,50,280,409,202,184,452,266,1793
POA4627,9,3,23,117,146,89,67,156,126,687
POA4630,40,18,87,279,477,243,257,421,293,1972
POA4650,412,173,852,4589,6700,3689,3530,6071,3503,28085
POA4655,754,341,1571,8322,12148,6801,5803,11320,4980,49374
POA4659,31,29,97,557,844,569,671,956,603,4193
POA4660,51,38,133,949,1397,854,929,1260,760,6159
POA4662,3,0,11,92,132,102,74,115,112,626
POA4670,1017,444,2126,11587,16344,8526,7732,14593,6426,65207
POA4671,43,25,102,766,1064,694,820,994,723,5055
POA4673,0,0,3,90,142,81,73,109,46,540
POA4674,3,3,12,175,249,179,237,249,168,1254
POA4676,0,0,0,13,33,22,21,35,18,135
POA4677,6,3,15,463,760,439,419,484,349,2907
POA4678,3,0,9,109,176,99,131,150,71,725
POA4680,215,81,461,8668,11488,5066,4876,7622,3809,41525
POA4694,0,0,0,23,42,23,16,30,19,153
POA4695,4,0,13,123,221,127,145,149,106,871
POA4697,0,0,0,16,23,11,18,22,13,114
POA4699,3,0,11,45,85,44,54,61,37,339
POA4700,281,126,581,3037,3572,1632,1221,3104,1741,14311
POA4701,278,258,810,7010,9125,4311,3348,6979,3221,33985
POA4702,102,40,237,4017,5660,2820,2739,3980,3070,22285
POA4703,233,101,500,3487,4869,2487,2014,3468,1988,18308
POA4704,0,0,0,24,30,14,14,23,18,113
POA4705,0,0,0,55,57,27,25,61,53,286
POA4706,0,0,0,8,17,8,13,30,15,83
POA4707,0,0,3,42,51,30,32,54,16,223
POA4709,0,0,0,146,198,87,105,98,140,767
POA4710,26,93,150,605,968,513,543,691,525,3838
POA4711,3,0,7,314,451,187,181,241,128,1494
POA4712,0,3,4,33,33,24,29,61,33,220
POA4713,0,0,0,265,103,29,30,148,69,637
POA4714,38,13,71,295,541,309,348,670,330,2485
POA4715,53,19,106,1179,1384,675,596,1042,581,5449
POA4716,3,3,11,133,190,121,92,86,70,692
POA4717,0,0,4,752,936,374,365,588,512,3535
POA4718,3,4,13,324,423,215,212,354,276,1801
POA4719,3,4,13,147,225,72,97,172,105,818
POA4720,25,13,64,2288,2855,1224,1119,1582,1537,10596
POA4721,23,7,54,518,687,333,363,496,439,2825
POA4722,13,7,34,302,307,162,171,271,217,1431
POA4723,4,3,4,197,252,104,134,202,168,1058
POA4724,3,0,8,90,126,46,66,104,42,472
POA4725,13,13,36,241,315,142,139,253,140,1231
POA4726,0,0,3,57,66,32,48,76,33,309
POA4727,0,3,6,43,50,31,27,35,21,202
POA4728,0,3,3,16,26,20,26,35,17,150
POA4730,36,8,69,521,715,290,228,551,324,2625
POA4731,0,0,0,37,43,28,20,31,22,180
POA4732,0,0,0,22,26,13,21,25,8,115
POA4733,3,0,3,18,36,20,21,36,21,153
POA4735,13,9,28,154,211,65,73,198,98,810
POA4736,0,0,3,22,17,11,4,20,9,89
POA4737,57,21,113,1137,1558,798,801,1294,903,6490
POA4738,3,0,9,151,212,103,164,188,141,962
POA4739,0,0,5,46,62,53,42,55,30,290
POA4740,685,192,1335,13288,17225,7722,6457,12906,6370,63968
POA4741,18,25,58,1003,1368,753,771,984,937,5813
POA4742,0,0,0,170,167,90,81,195,235,937
POA4743,0,0,0,103,123,43,48,70,79,467
POA4744,4,4,8,1327,1686,618,661,984,950,6237
POA4745,0,0,4,385,482,186,231,365,557,2198
POA4746,0,0,0,301,368,150,151,194,226,1393
POA4750,11,3,15,874,1241,550,480,757,357,4265
POA4751,12,13,38,741,954,475,390,593,404,3557
POA4753,7,5,16,679,867,375,419,455,312,3115
POA4754,32,0,45,341,426,225,237,304,218,1759
POA4756,0,0,3,58,111,71,80,114,55,494
POA4757,0,0,0,36,71,41,59,21,43,274
POA4798,4,0,11,86,109,72,90,115,66,545
POA4799,4,3,4,118,191,116,132,156,133,853
POA4800,60,55,166,1322,2006,947,847,1387,972,7484
POA4801,0,0,0,105,27,3,3,111,8,256
POA4802,9,6,36,1826,2097,831,617,1348,1284,7995
POA4803,0,0,0,429,271,46,23,292,661,1722
POA4804,14,6,32,221,301,180,152,323,249,1423
POA4805,90,60,210,1526,2089,1031,894,2055,1239,8834
POA4806,36,49,129,579,723,422,419,662,379,3184
POA4807,134,65,313,1797,2236,1091,1021,1923,996,9067
POA4808,6,3,22,187,247,132,111,184,59,916
POA4809,0,3,3,168,196,112,102,167,85,833
POA4810,208,93,450,4608,5223,1820,1167,3579,2429,18832
POA4811,46,21,105,2263,2809,1196,917,1769,1796,10753
POA4812,264,64,497,3474,4405,1686,1241,3308,1314,15429
POA4814,289,97,600,8778,10065,4121,3151,7631,3441,37186
POA4815,85,36,215,3232,4227,1978,1687,3369,1544,16030
POA4816,17,8,52,1803,1729,863,916,1378,663,7356
POA4817,191,29,299,5247,6797,2966,2325,4507,1762,23595
POA4818,33,12,79,4495,6248,2598,2241,3746,1767,21082
POA4819,9,9,33,348,593,291,201,347,299,2069
POA4820,94,40,196,1476,1947,1012,967,1867,1190,8454
POA4821,14,0,24,195,262,142,114,244,130,1088
POA4822,3,3,8,129,150,61,68,158,81,638
POA4823,3,0,9,140,185,62,67,239,84,781
POA4824,7,8,20,389,486,192,182,542,417,2213
POA4825,27,19,84,3153,3824,1475,1210,2893,2030,14596
POA4828,0,0,0,35,23,0,13,46,39,166
POA4829,0,0,0,62,95,31,23,84,88,379
POA4830,0,0,5,529,136,39,18,289,105,1117
POA4849,36,5,58,168,276,159,144,316,161,1220
POA4850,181,73,414,1523,2172,1246,1271,1929,1066,9214
POA4852,9,15,43,491,822,419,393,455,473,3046
POA4854,49,25,99,818,1084,539,464,994,564,4462
POA4855,5,3,9,107,159,86,80,100,99,624
POA4856,0,4,10,104,141,64,86,96,88,580
POA4858,8,0,22,232,323,152,164,215,98,1181
POA4859,0,6,8,74,96,55,44,84,44,397
POA4860,190,38,337,1578,2177,1072,978,2133,1187,9124
POA4861,17,12,46,214,296,138,158,272,127,1206
POA4865,65,21,123,1217,1751,784,689,1172,590,6202
POA4868,168,51,288,3597,4780,2021,1564,3584,1688,17238
POA4869,41,6,84,2895,3870,1649,1307,2855,1308,13874
POA4870,554,292,1155,12307,15125,5810,4279,12414,7661,57601
POA4871,55,27,127,1600,1955,1036,1022,1935,1114,8660
POA4872,23,13,57,529,735,450,437,586,506,3239
POA4873,33,34,101,999,1346,661,558,892,786,5242
POA4874,0,0,4,943,1088,338,268,791,395,3822
POA4875,18,3,23,1440,1067,282,455,1459,852,5560
POA4876,0,0,6,504,415,238,180,329,120,1791
POA4877,3,42,56,1012,1165,467,281,745,769,4442
POA4878,46,25,125,2447,3238,1225,917,1984,1271,11084
POA4879,54,15,132,3408,4847,1996,1328,2716,1360,15652
POA4880,117,55,283,1760,2436,1338,1048,2009,2310,10906
POA4881,17,3,38,604,1031,559,483,499,472,3645
POA4882,20,8,56,387,636,305,265,387,204,2185
POA4883,126,67,292,1218,1730,893,825,1439,762,6873
POA4884,27,11,57,228,446,234,235,220,141,1504
POA4885,54,7,99,517,837,493,446,557,272,3128
POA4886,3,5,14,122,175,107,110,120,63,703
POA4887,25,3,43,223,369,246,249,361,222,1674
POA4888,13,13,32,377,558,293,339,457,520,2532
POA4890,4,3,5,162,183,77,56,313,174,954
POA4891,3,0,4,79,106,43,51,116,75,477
POA4892,8,0,15,1383,688,446,460,720,362,4064
POA4895,16,11,38,552,865,530,334,621,609,3505
POA5000,52,20,129,3707,3283,809,385,4309,1885,14375
POA5005,0,0,0,0,0,0,0,0,0,0
POA5006,142,33,247,1856,1605,559,274,1481,701,6476
POA5007,208,16,282,1642,1804,505,316,1622,412,6302
POA5008,195,52,399,2568,2984,1198,863,3025,888,11518
POA5009,69,15,136,971,1198,434,302,1018,281,4196
POA5010,123,37,194,971,964,403,338,1726,382,4790
POA5011,159,38,305,2293,2789,1075,766,2159,623,9707
POA5012,86,25,198,1799,1886,826,735,2981,716,8938
POA5013,187,36,310,1766,1913,821,663,2473,718,8356
POA5014,196,49,367,2209,2681,1120,787,2412,789,9994
POA5015,31,17,81,1086,1483,577,301,1092,362,4899
POA5016,242,82,424,1588,2170,874,582,1763,478,7461
POA5017,41,7,78,766,991,494,401,1140,356,4148
POA5018,51,21,121,1117,1390,638,429,1005,288,4861
POA5019,160,49,297,1677,2208,950,604,1791,554,7780
POA5020,35,18,97,553,753,370,257,505,188,2621
POA5021,84,40,264,1138,1412,784,486,1019,302,5140
POA5022,246,89,529,3225,3812,1660,1045,2607,924,13275
POA5023,355,83,659,3001,3608,1529,1109,3732,1017,13996
POA5024,220,82,512,2688,3289,1551,1068,2467,684,11751
POA5025,99,35,259,1540,1911,915,637,1562,366,6938
POA5031,65,19,182,2305,2384,871,537,1981,553,8619
POA5032,192,76,451,2476,3001,1225,830,2575,650,10749
POA5033,123,99,323,1657,1915,680,488,1841,619,7198
POA5034,204,38,348,2171,2566,1100,582,1565,450,8435
POA5035,94,38,202,1300,1574,564,377,990,365,5169
POA5037,173,208,562,2199,2530,955,659,2048,791,9175
POA5038,174,59,448,3237,3698,1407,937,2969,756,13003
POA5039,122,39,281,1718,2194,870,589,1459,489,7312
POA5040,23,8,65,493,569,268,174,519,118,2143
POA5041,328,77,565,2558,3279,1570,946,1955,575,10893
POA5042,115,53,358,2197,2492,1010,730,2188,608,9219
POA5043,479,96,840,3687,4271,1727,1220,4158,1117,16176
POA5044,297,104,631,2310,2698,1114,720,1801,582,9230
POA5045,307,84,591,3400,4005,1514,889,2676,1128,13617
POA5046,273,60,512,1885,2200,906,587,1753,522,7856
POA5047,76,32,204,1587,1871,851,570,1557,506,6943
POA5048,363,115,762,2682,3516,1576,945,2556,802,12074
POA5049,69,19,209,1891,2625,1213,731,1229,458,8142
POA5050,121,21,225,1106,1496,732,443,695,263,4740
POA5051,77,26,231,2674,3714,1824,1052,1539,485,11278
POA5052,97,49,232,1187,1779,832,488,720,284,5297
POA5061,132,16,247,2171,2478,1052,570,1427,426,8129
POA5062,210,83,506,3067,3777,1781,1001,2022,663,12310
POA5063,316,40,493,2544,3200,1235,684,2043,625,10334
POA5064,376,84,657,1917,2296,1150,713,1753,437,8267
POA5065,164,120,515,1988,2427,1145,743,1554,555,8410
POA5066,78,29,311,2407,2816,1513,910,1486,417,9535
POA5067,68,40,200,2431,2620,966,513,1605,681,8819
POA5068,312,93,606,2563,3025,1344,778,2087,571,10355
POA5069,78,8,201,1846,2196,846,515,1190,377,6971
POA5070,438,82,783,2822,3412,1505,877,2959,643,12217
POA5072,209,42,459,2464,3024,1383,919,2248,552,10596
POA5073,235,54,488,2956,3514,1676,1167,2756,635,12704
POA5074,277,57,518,2364,2732,1292,1007,2734,693,10814
POA5075,224,31,351,1969,2421,1192,796,2047,474,8901
POA5076,42,16,102,1861,2279,1091,717,1486,247,7681
POA5081,176,34,352,1935,2244,974,600,1564,546,7870
POA5082,187,41,338,3071,3669,1458,869,2565,787,12425
POA5083,69,43,223,1574,1837,731,433,1284,326,6187
POA5084,97,21,218,1706,1787,720,674,2569,809,8259
POA5085,291,74,509,3377,4166,1576,1241,4055,1838,16259
POA5086,165,51,352,3050,3497,1540,1125,3181,863,13258
POA5087,145,39,292,2093,2641,1141,793,2241,598,9508
POA5088,17,11,52,585,724,301,238,693,192,2727
POA5089,16,11,64,1239,1636,819,527,972,208,5402
POA5090,444,75,668,1329,1779,825,546,1850,432,6771
POA5091,41,18,111,1398,1879,904,623,1075,351,6234
POA5092,128,53,301,3216,4014,1886,1414,3205,757,14481
POA5093,84,24,157,1551,2027,960,752,1731,424,7443
POA5094,5,0,15,143,188,78,58,247,56,762
POA5095,103,42,218,3965,4464,1755,1302,4107,1042,16635
POA5096,89,26,192,2300,2883,1380,1030,2559,685,10832
POA5097,257,48,410,2484,3308,1552,1054,2315,553,11266
POA5098,237,42,345,2035,2624,1234,926,2652,628,10095
POA5106,39,10,50,26,4,0,0,151,10,201
POA5107,137,23,212,2788,3161,1505,1242,4038,851,13579
POA5108,298,69,531,6460,7816,3373,2891,9244,2375,32164
POA5109,189,65,411,3503,4586,2116,1612,4063,1135,17010
POA5110,65,11,106,1431,1655,761,569,1914,583,6925
POA5111,0,0,0,95,40,9,0,97,38,272
POA5112,296,103,551,2837,3546,1632,1466,4513,1647,15643
POA5113,212,50,367,2450,3169,1481,1413,4369,1727,14612
POA5114,184,99,355,5524,6829,3054,2538,5882,1862,25693
POA5115,14,8,35,1724,1961,875,737,1670,573,7544
POA5116,100,56,238,1541,2082,1000,743,1611,565,7545
POA5117,7,3,24,469,634,331,244,414,125,2226
POA5118,197,78,461,3123,4254,2030,1536,3008,1153,15105
POA5120,4,0,16,338,374,156,132,426,148,1569
POA5121,14,0,26,244,338,171,162,395,95,1403
POA5125,66,82,218,3814,4625,2046,1310,2963,770,15524
POA5126,23,14,68,1393,1799,795,564,967,281,5802
POA5127,24,15,96,1574,1925,904,537,1280,249,6475
POA5131,0,0,4,149,243,141,115,116,61,825
POA5132,3,0,3,64,106,59,52,52,13,344
POA5133,0,3,6,64,114,47,36,43,30,321
POA5134,0,0,5,63,109,50,43,52,37,352
POA5136,0,0,4,75,122,68,56,69,30,418
POA5137,5,0,12,91,151,86,43,65,40,480
POA5138,0,0,3,63,76,37,35,17,12,241
POA5139,3,0,3,35,58,26,21,30,18,189
POA5140,0,0,0,79,122,43,31,43,12,328
POA5141,4,0,6,142,161,102,60,46,30,547
POA5142,18,3,25,98,144,72,48,77,28,462
POA5144,0,0,4,94,109,62,35,41,28,365
POA5150,0,0,0,11,15,9,8,3,5,49
POA5151,0,0,8,87,95,34,21,33,25,296
POA5152,28,17,118,1097,1679,826,498,549,242,4880
POA5153,34,8,85,1116,1672,840,646,640,351,5266
POA5154,18,4,54,551,836,457,346,342,139,2668
POA5155,11,3,42,691,1081,497,276,330,143,3015
POA5156,6,3,9,181,268,119,73,95,31,771
POA5157,5,5,23,528,727,440,285,301,153,2432
POA5158,166,29,308,4870,6151,2719,1825,3641,817,20027
POA5159,357,80,693,6356,8572,3868,2503,4642,1159,27099
POA5160,0,0,0,3,6,8,3,3,3,24
POA5161,95,78,274,1908,2447,1102,814,1657,446,8371
POA5162,326,141,687,6389,7878,3524,2574,5921,1790,28069
POA5163,206,33,301,2442,3055,1497,1239,2545,768,11543
POA5164,86,21,141,816,1005,456,406,1095,540,4311
POA5165,58,85,198,881,1149,513,418,896,605,4463
POA5166,15,0,18,296,446,202,159,342,137,1580
POA5167,34,72,152,982,1428,632,404,847,460,4746
POA5168,22,11,58,957,1254,537,420,914,332,4420
POA5169,184,50,358,2963,3963,1697,1272,2580,931,13400
POA5170,6,3,19,211,294,129,91,166,76,966
POA5171,111,29,216,1020,1488,702,512,833,367,4916
POA5172,10,9,56,649,1017,510,369,451,229,3222
POA5173,112,33,207,2079,2818,1333,1083,1610,906,9829
POA5174,10,0,21,509,665,366,251,365,193,2353
POA5201,3,3,18,331,535,208,194,196,130,1595
POA5202,0,0,18,142,198,107,88,112,55,705
POA5203,48,8,61,156,294,184,114,227,113,1084
POA5204,18,15,61,406,647,444,347,421,232,2486
POA5210,6,3,13,244,404,207,176,204,121,1357
POA5211,342,149,798,2198,3465,2196,1649,2641,1113,13262
POA5212,80,11,130,297,515,309,211,360,159,1842
POA5213,7,3,20,189,300,153,108,153,61,964
POA5214,195,70,390,1191,1998,1106,875,1511,694,7383
POA5220,0,3,9,35,32,19,10,11,19,122
POA5221,0,0,3,28,64,32,30,45,41,241
POA5222,3,3,13,83,173,81,70,78,65,547
POA5223,43,28,100,524,868,439,326,501,363,3018
POA5231,3,0,9,201,302,161,140,154,68,1028
POA5232,3,0,4,70,128,51,35,48,26,363
POA5233,33,9,47,252,358,171,152,226,87,1244
POA5234,4,0,15,227,324,162,112,139,75,1046
POA5235,13,14,35,379,566,309,287,316,197,2055
POA5236,0,0,3,51,78,45,28,27,38,256
POA5237,0,0,5,40,67,41,36,64,29,284
POA5238,55,32,133,547,905,503,431,771,374,3523
POA5240,0,3,4,95,128,63,39,58,23,407
POA5241,45,6,70,416,605,292,247,342,131,2033
POA5242,5,3,34,312,428,200,130,185,95,1346
POA5243,4,0,7,177,218,101,56,109,53,711
POA5244,62,10,102,742,995,496,383,562,319,3498
POA5245,121,28,187,524,702,353,278,498,233,2583
POA5250,10,0,29,655,837,428,329,338,144,2727
POA5251,160,63,319,2607,3492,1620,1173,1927,844,11652
POA5252,9,4,34,1162,1652,759,523,606,356,5056
POA5253,213,79,483,2971,3827,1849,1558,3445,1647,15298
POA5254,6,3,24,395,559,291,240,308,167,1965
POA5255,78,69,224,1492,2112,1154,996,1118,662,7538
POA5256,6,3,20,190,333,167,132,237,116,1175
POA5259,0,3,8,178,235,112,110,150,136,921
POA5260,21,8,37,230,392,219,173,330,133,1479
POA5261,3,0,3,68,76,42,40,41,22,289
POA5262,0,0,0,63,97,51,33,60,17,326
POA5263,0,0,0,31,25,26,8,14,12,122
POA5264,21,12,45,174,231,170,127,242,105,1051
POA5265,0,0,3,60,84,58,31,63,38,338
POA5266,4,4,18,103,133,67,61,88,41,481
POA5267,26,10,53,338,418,201,168,232,177,1538
POA5268,20,59,142,651,741,356,271,535,371,2920
POA5269,0,0,0,46,55,32,27,34,19,212
POA5270,4,0,7,133,121,81,50,65,31,491
POA5271,80,66,206,1277,1603,786,602,1216,502,5984
POA5272,6,5,22,148,181,84,80,114,49,648
POA5273,0,0,0,18,21,14,9,3,10,85
POA5275,32,15,70,378,506,275,265,376,228,2037
POA5276,13,10,40,200,280,150,105,177,119,1027
POA5277,40,9,75,447,610,297,285,501,208,2352
POA5278,0,0,0,71,132,52,54,84,26,422
POA5279,0,3,4,64,107,65,54,94,51,426
POA5280,79,83,241,1065,1541,903,798,1202,593,6107
POA5290,363,112,692,4228,5497,2661,1948,4498,1658,20495
POA5291,37,33,121,1331,2021,1006,876,1104,1026,7364
POA5301,0,0,0,95,111,61,65,71,50,455
POA5302,17,4,29,125,177,98,78,147,75,708
POA5303,0,0,3,41,46,23,13,23,17,167
POA5304,18,7,29,114,163,71,70,151,77,645
POA5306,0,0,0,18,12,9,8,8,3,57
POA5307,14,10,39,87,113,69,60,101,52,476
POA5308,0,0,0,27,36,13,14,17,8,112
POA5309,0,0,0,15,30,20,11,30,28,133
POA5310,0,0,0,13,10,4,9,11,5,54
POA5311,0,0,0,56,107,47,40,68,31,346
POA5320,3,4,10,86,152,85,83,122,53,577
POA5321,0,0,3,48,83,58,38,54,237,518
POA5322,4,3,10,164,202,116,114,159,87,846
POA5330,68,21,141,492,709,403,303,606,265,2777
POA5331,3,0,5,43,63,42,39,39,27,260
POA5332,0,0,5,63,93,37,44,58,31,325
POA5333,90,44,215,965,1272,681,514,927,419,4772
POA5340,3,8,16,222,307,162,127,230,135,1182
POA5341,115,46,248,1197,1559,792,595,1490,721,6353
POA5342,6,3,12,182,280,131,94,162,74,936
POA5343,68,35,155,740,999,499,444,867,418,3960
POA5344,3,4,11,141,203,102,116,154,84,797
POA5345,80,21,147,496,728,425,314,727,291,2974
POA5346,0,5,14,62,90,42,27,59,40,307
POA5350,0,3,0,74,121,59,35,46,30,365
