POA_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
POA2294,421,191,49,0,3,666,72,30,23,0,0,130,19,5,5,0,9,44,517,224,80,0,16,838
POA2295,1867,76,90,10,11,2040,455,31,63,0,0,552,74,3,7,3,0,90,2397,115,153,12,12,2685
POA2296,420,204,50,15,0,682,64,33,21,3,3,117,17,5,0,0,0,22,496,238,65,19,8,827
POA2297,463,36,27,0,4,528,78,4,15,0,0,102,14,0,3,0,0,16,550,41,49,0,7,650
POA2298,2281,319,261,9,16,2886,443,102,149,3,4,705,63,16,37,0,0,122,2783,439,451,11,20,3707
POA2299,2494,507,310,6,17,3336,469,151,166,0,0,790,77,23,13,0,0,118,3047,683,481,6,15,4236
POA2300,595,1175,2185,6,24,3985,44,136,446,0,0,630,19,27,91,3,5,138,663,1333,2726,13,26,4754
POA2302,3,3,202,0,0,218,0,0,41,4,0,49,0,0,5,0,3,10,3,4,256,4,3,270
POA2303,1946,565,299,22,15,2846,284,142,325,9,7,770,50,22,47,0,0,121,2277,728,668,35,24,3736
POA2304,3838,682,230,24,27,4795,658,255,162,15,5,1088,89,41,23,3,7,161,4587,972,409,42,36,6046
POA2305,3423,390,224,6,7,4056,415,144,100,0,0,662,67,16,11,0,0,97,3909,553,339,6,7,4815
POA2306,596,137,42,3,0,772,345,97,61,0,0,509,49,8,0,0,0,63,988,247,104,3,0,1343
POA2307,926,208,15,0,8,1164,257,87,5,0,4,354,41,9,0,0,3,50,1222,305,23,0,12,1561
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,214,0,0,9,0,224,89,0,0,4,0,89,4,0,0,0,0,5,310,0,0,9,0,321
POA2312,401,0,3,11,0,413,87,3,0,0,0,92,16,0,0,0,0,16,509,3,7,11,0,521
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,2993,1119,387,29,29,4552,489,292,153,6,9,953,72,55,19,0,3,152,3553,1468,558,35,43,5658
POA2316,1412,182,3,85,13,1685,232,30,0,38,9,308,52,4,0,9,3,69,1693,209,4,131,24,2066
POA2317,1257,602,132,13,10,2011,182,201,58,9,4,452,32,28,11,4,4,74,1470,826,204,29,12,2536
POA2318,3356,93,3,14,9,3471,376,12,3,0,0,396,90,3,0,0,3,97,3816,105,10,12,10,3963
POA2319,1924,96,32,14,5,2071,386,58,8,4,0,452,72,0,0,0,0,77,2377,155,43,17,5,2596
POA2320,8998,626,123,50,19,9815,1434,316,68,26,6,1840,244,27,5,6,89,367,10672,969,194,78,112,12028
POA2321,3894,224,12,17,80,4229,506,50,10,4,61,628,81,6,0,3,6,92,4473,281,26,25,149,4954
POA2322,5021,195,37,53,18,5323,950,82,19,47,0,1086,109,4,3,0,3,123,6081,279,55,96,20,6529
POA2323,6600,764,221,23,54,7660,1061,309,153,22,55,1600,147,37,14,9,8,210,7809,1104,388,50,117,9467
POA2324,5971,585,109,109,21,6795,1279,282,43,73,3,1678,198,32,32,119,8,383,7442,905,180,298,34,8858
POA2325,6670,513,61,17,46,7298,1798,311,78,11,7,2198,216,66,3,3,10,307,8680,888,137,30,62,9807
POA2326,1821,65,12,3,3,1901,536,56,8,4,0,593,61,5,0,0,0,67,2416,121,15,9,9,2566
POA2327,1841,199,43,3,3,2092,567,108,51,0,3,730,81,14,8,0,0,95,2491,318,99,3,7,2921
POA2328,613,12,5,3,17,649,157,37,5,0,0,208,27,3,16,0,3,48,794,55,26,3,24,899
POA2329,526,3,10,0,12,549,183,0,18,0,3,200,29,0,0,0,0,36,740,3,32,6,16,783
POA2330,5046,396,148,36,28,5650,890,148,106,24,8,1183,124,19,12,3,5,167,6059,554,266,62,50,6997
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,3391,330,20,15,13,3769,797,165,10,7,3,975,115,25,0,3,7,148,4301,520,28,20,21,4896
POA2334,772,7,4,3,3,791,160,0,0,0,0,163,20,0,0,0,0,20,948,9,3,3,3,972
POA2335,1615,63,20,3,17,1724,232,22,8,5,8,277,51,7,3,0,0,53,1902,93,26,5,27,2053
POA2336,639,8,28,20,10,708,186,0,14,24,0,221,15,0,3,0,0,23,844,8,44,40,14,951
POA2337,1965,53,80,17,24,2134,516,20,67,9,4,614,62,3,9,0,0,84,2540,81,154,21,25,2829
POA2338,402,0,0,0,4,410,145,0,13,0,0,154,7,0,0,0,0,7,555,0,13,0,4,572
POA2339,178,0,0,0,0,177,48,0,0,0,0,48,7,0,0,0,0,7,235,0,0,0,0,235
POA2340,12004,995,186,197,84,13464,2678,657,163,144,20,3658,413,114,23,20,9,585,15098,1770,366,357,111,17710
POA2341,359,3,4,7,0,373,219,0,10,4,0,231,23,0,0,0,0,21,605,3,15,9,0,629
POA2342,125,0,0,3,0,127,38,0,0,0,0,38,4,0,0,0,0,4,167,0,0,3,0,164
POA2343,1294,9,34,11,7,1346,452,6,32,4,0,490,32,0,5,0,0,39,1781,14,65,13,4,1886
POA2344,201,0,0,3,0,203,43,0,0,0,0,47,3,0,0,0,0,6,246,0,3,6,0,255
POA2345,194,0,0,0,0,196,53,0,0,0,0,53,9,0,0,0,0,9,257,0,0,0,0,261
POA2346,726,0,13,9,12,754,345,3,28,7,0,380,62,0,3,3,0,64,1132,3,41,13,10,1203
POA2347,463,3,5,7,6,481,263,7,10,7,0,280,38,0,3,3,0,37,759,6,18,11,8,803
POA2350,6346,641,348,26,61,7429,1076,215,131,4,8,1441,170,36,27,3,10,238,7596,892,508,36,74,9106
POA2351,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
POA2352,758,20,5,7,0,798,187,4,3,0,0,197,25,0,0,0,0,26,968,25,12,11,3,1014
POA2353,280,5,0,7,0,300,55,13,0,6,0,78,14,3,0,3,0,15,351,22,0,16,0,398
POA2354,908,3,12,11,17,946,345,0,15,3,9,370,50,0,3,0,0,56,1300,3,24,16,23,1376
POA2355,168,0,0,3,0,169,70,0,0,5,3,80,10,0,0,0,0,10,243,0,0,7,3,258
POA2356,29,0,0,0,0,28,26,0,0,0,0,26,5,0,0,0,0,5,55,0,0,0,0,59
POA2357,999,16,25,9,22,1072,398,21,12,7,3,445,40,3,0,3,6,55,1435,42,44,22,27,1571
POA2358,1040,4,11,15,3,1075,322,3,12,6,0,350,42,0,3,0,0,44,1403,12,29,23,4,1474
POA2359,182,0,0,3,0,187,74,0,0,3,0,77,12,0,0,0,0,12,269,0,0,3,0,272
POA2360,3427,85,161,30,49,3754,1149,74,167,15,41,1438,159,7,25,6,3,200,4725,164,351,50,98,5391
POA2361,207,3,0,4,0,214,109,0,0,3,0,114,7,0,0,6,0,19,320,0,3,15,3,344
POA2365,874,15,13,3,12,913,372,4,15,0,3,401,33,0,0,0,0,36,1284,21,29,8,12,1353
POA2369,180,3,0,8,3,193,110,0,4,0,0,115,10,0,0,0,0,10,298,3,3,8,3,317
POA2370,1875,23,57,19,29,1992,752,13,54,6,13,834,86,0,10,0,9,101,2708,31,115,27,47,2936
POA2371,306,0,0,5,4,319,145,0,8,4,0,154,14,0,0,0,3,21,465,0,5,8,6,489
POA2372,1272,21,9,19,6,1340,479,22,19,5,3,530,62,3,0,0,0,67,1815,53,30,23,14,1935
POA2379,91,0,0,0,0,93,17,0,0,3,0,18,7,0,0,0,0,7,110,0,0,3,0,115
POA2380,2494,81,117,14,14,2724,830,64,112,9,5,1018,99,10,12,0,3,123,3420,156,248,26,24,3869
POA2381,309,0,0,3,7,313,107,0,0,0,0,112,10,0,0,0,0,9,422,3,0,5,4,436
POA2382,320,0,6,6,3,337,138,0,11,3,0,149,8,0,3,0,0,13,469,0,16,7,3,500
POA2386,72,0,0,4,3,83,39,0,0,0,0,40,3,0,0,0,0,3,115,0,0,5,6,124
POA2387,46,0,0,0,4,49,11,0,0,0,0,13,0,0,0,0,0,0,62,0,0,0,7,64
POA2388,557,12,8,10,0,598,214,34,11,11,0,273,32,3,0,0,4,41,802,54,18,27,9,909
POA2390,2049,59,96,20,12,2243,607,32,99,7,4,752,87,7,12,3,0,113,2739,104,208,32,16,3105
POA2395,160,0,0,0,3,166,92,0,3,0,3,99,17,0,0,0,0,18,265,0,5,0,8,275
POA2396,222,0,0,3,0,228,114,0,4,3,0,118,8,0,0,0,0,11,346,3,11,9,0,360
POA2397,84,0,0,0,0,83,39,0,0,0,0,40,8,0,0,0,0,8,128,0,0,0,0,127
POA2398,55,0,0,4,0,59,17,0,0,0,0,17,3,0,0,0,0,3,74,0,0,4,0,83
POA2399,74,42,0,4,5,124,45,17,0,6,0,73,3,3,0,0,0,8,129,67,0,6,3,205
POA2400,2039,110,207,36,15,2399,677,44,188,23,5,948,139,9,39,10,0,192,2860,162,435,64,20,3536
POA2401,84,0,0,0,3,89,22,0,0,0,0,22,5,0,0,0,0,5,112,0,0,0,3,116
POA2402,430,3,4,3,3,438,207,3,10,7,0,222,26,0,5,0,0,33,661,5,15,9,3,690
POA2403,163,0,0,0,9,173,77,0,0,0,0,80,6,0,0,0,0,6,244,0,0,0,5,256
POA2404,413,4,3,11,0,429,265,11,7,11,0,290,27,0,0,0,0,23,704,15,8,23,0,751
POA2405,107,0,0,0,0,109,50,0,0,0,0,50,12,0,0,0,0,12,176,0,0,0,0,176
POA2406,175,9,0,0,0,184,82,7,0,3,0,88,22,0,0,0,0,25,277,11,0,5,4,298
POA2408,90,0,0,0,0,91,25,0,0,0,0,29,4,0,0,0,0,8,122,0,0,3,0,124
POA2409,162,0,0,0,0,168,126,0,3,0,0,130,8,0,0,0,0,8,293,0,8,0,0,299
POA2410,66,0,0,0,0,66,27,0,0,0,0,31,9,0,0,0,0,9,106,0,0,0,0,108
POA2411,26,0,0,0,0,31,6,0,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,40
POA2415,101,0,0,0,0,103,19,0,0,0,0,19,3,0,0,0,0,3,127,0,0,0,0,134
POA2420,1077,6,19,8,12,1115,342,15,9,3,0,372,43,0,3,0,0,48,1460,19,27,12,13,1534
POA2421,524,0,0,3,0,526,79,0,0,0,0,86,3,0,0,0,0,3,605,0,3,3,3,617
POA2422,1437,9,22,17,13,1507,517,15,34,16,0,578,55,0,3,6,0,62,2014,25,59,38,19,2147
POA2423,793,11,8,18,0,835,285,3,4,13,0,305,39,0,0,3,0,45,1121,16,12,41,4,1189
POA2424,102,0,0,0,0,102,54,0,0,0,0,54,8,0,0,0,0,8,161,0,0,0,0,166
POA2425,478,0,3,3,3,486,134,0,3,3,0,139,25,0,0,0,0,25,627,0,3,8,3,645
POA2426,188,3,0,0,0,193,69,0,0,0,0,70,8,0,0,0,0,8,264,3,0,0,0,267
POA2427,850,115,10,56,0,1022,217,45,7,46,0,314,32,5,0,3,0,43,1098,166,17,103,0,1379
POA2428,5341,1034,805,127,51,7368,1258,635,442,80,23,2434,195,70,71,20,3,361,6793,1740,1324,227,80,10165
POA2429,2561,38,32,22,17,2674,829,57,24,11,7,928,72,10,0,0,3,90,3468,102,55,35,23,3691
POA2430,8593,756,439,154,77,10014,2004,428,339,79,16,2873,280,56,36,24,12,407,10879,1238,814,253,111,13290
POA2431,1397,99,121,12,12,1643,352,82,57,16,3,505,42,3,7,0,0,54,1795,181,186,27,13,2200
POA2439,829,4,0,3,5,840,162,0,0,0,0,166,34,0,0,0,0,34,1028,4,0,3,3,1040
POA2440,5012,99,102,36,78,5331,1789,120,128,26,20,2076,237,21,13,6,20,298,7038,240,239,69,117,7700
POA2441,1152,7,0,26,7,1191,312,8,0,5,0,321,34,0,0,0,3,40,1494,13,5,30,16,1556
POA2443,2099,310,112,161,22,2705,579,225,83,152,5,1045,85,20,8,26,9,147,2757,559,211,337,30,3895
POA2444,10357,2211,1906,143,64,14685,1571,794,860,108,25,3356,269,120,128,21,15,553,12198,3129,2887,268,106,18587
POA2445,1915,58,28,44,8,2051,231,22,29,20,0,314,59,3,3,0,0,59,2207,87,64,62,11,2427
POA2446,3385,155,58,15,21,3641,795,87,62,11,3,960,100,4,5,0,0,112,4275,251,132,28,29,4710
POA2447,1873,34,31,54,13,2005,501,19,46,35,3,591,90,3,3,6,0,99,2459,53,79,84,18,2698
POA2448,2270,128,208,133,12,2749,606,89,150,114,4,968,83,6,24,13,0,124,2958,219,382,260,20,3842
POA2449,577,5,0,10,3,590,214,13,3,5,0,228,32,0,0,0,0,38,826,15,0,11,4,862
POA2450,9809,1528,1462,187,141,13138,1359,440,531,101,34,2461,228,82,88,22,33,444,11398,2051,2079,310,208,16044
POA2452,3686,566,357,41,19,4680,591,266,170,24,3,1059,90,41,25,3,7,166,4373,872,555,72,36,5904
POA2453,795,6,7,3,10,823,265,3,13,6,3,287,28,0,0,0,3,36,1093,5,13,7,17,1140
POA2454,2214,68,27,25,17,2349,347,21,9,29,0,401,59,5,0,4,4,75,2616,98,34,58,17,2825
POA2455,800,77,43,22,7,950,194,44,37,22,3,298,28,3,3,6,0,37,1018,126,85,42,9,1288
POA2456,3800,271,43,134,22,4259,619,105,36,90,10,859,144,13,12,21,9,204,4560,387,90,247,42,5330
POA2460,7167,338,261,103,60,7940,2032,251,255,58,12,2614,270,26,37,12,8,350,9477,611,556,171,88,10909
POA2462,641,11,4,45,6,706,185,16,6,22,0,235,24,3,0,0,0,25,849,32,13,72,4,968
POA2463,2065,59,25,55,16,2215,494,39,18,40,3,594,64,6,4,8,0,84,2622,100,46,101,20,2891
POA2464,1743,202,198,61,20,2219,382,82,61,37,3,571,68,12,12,7,0,104,2191,298,276,107,21,2888
POA2465,80,0,0,0,0,83,31,0,0,0,0,31,5,0,0,0,0,5,121,0,0,0,0,121
POA2466,437,28,37,36,3,538,170,19,25,36,0,247,13,3,4,0,0,24,619,46,68,69,6,810
POA2469,1021,3,3,49,6,1086,439,0,0,30,4,476,49,0,0,4,0,54,1510,3,3,84,11,1611
POA2470,3608,28,218,46,12,3915,1219,43,242,43,5,1549,158,0,35,7,0,201,4983,77,495,96,15,5666
POA2471,591,3,5,9,3,613,196,9,0,4,0,207,22,0,0,0,0,22,814,7,5,9,4,847
POA2472,464,3,0,30,6,502,130,0,4,23,0,155,21,0,0,3,0,18,604,4,4,54,6,678
POA2473,567,244,87,32,0,921,165,130,42,20,0,359,23,14,3,0,0,42,750,388,128,57,4,1327
POA2474,1701,10,34,25,13,1782,580,5,31,13,3,629,66,0,4,0,0,77,2350,13,63,42,17,2488
POA2475,79,0,0,3,0,82,59,0,0,0,0,60,4,0,0,0,0,4,140,0,0,3,0,144
POA2476,212,0,0,3,0,215,96,0,0,3,0,100,16,0,0,0,0,15,319,3,0,8,0,329
POA2477,3258,348,107,35,23,3770,505,147,32,10,4,698,95,20,3,4,4,121,3855,519,144,50,30,4593
POA2478,5897,2231,488,212,39,8865,908,729,139,180,12,1966,178,127,14,30,12,366,6974,3090,638,422,68,11200
POA2479,1408,17,25,18,15,1482,114,5,3,5,0,135,25,0,0,0,3,28,1552,21,32,27,20,1645
POA2480,11425,998,478,249,63,13213,2107,486,228,135,21,2973,349,58,56,25,14,502,13888,1542,764,404,94,16689
POA2481,2528,474,267,123,53,3442,208,48,63,50,20,397,99,14,18,14,12,158,2834,537,348,186,86,3997
POA2482,1704,25,62,42,22,1853,272,12,19,16,12,331,65,3,6,3,5,82,2048,38,83,58,33,2265
POA2483,2901,173,186,108,28,3395,429,38,72,38,6,585,87,9,19,8,8,129,3410,225,278,153,42,4103
POA2484,4940,145,209,50,38,5388,939,86,172,42,7,1243,153,6,23,8,11,200,6030,240,405,101,54,6832
POA2485,2021,1032,1346,76,25,4490,457,393,559,57,6,1478,89,77,85,8,4,265,2568,1504,1993,136,30,6236
POA2486,6667,2251,470,138,21,9543,1086,911,230,102,5,2339,183,138,35,18,3,376,7936,3302,727,258,31,12256
POA2487,2582,587,619,272,31,4094,321,113,152,192,7,789,70,12,37,27,6,150,2970,714,811,487,48,5033
POA2488,670,221,78,4,3,983,86,59,25,3,0,168,15,9,23,0,0,49,769,288,126,8,5,1196
POA2489,1622,356,85,122,89,2263,146,72,26,67,14,326,43,15,3,11,0,65,1809,437,114,190,105,2657
POA2490,194,0,0,0,0,196,36,0,0,0,0,36,5,0,0,0,0,7,233,0,0,0,3,238
POA2500,5131,1496,5914,47,110,12694,851,205,1304,19,44,2428,142,47,245,0,100,541,6121,1746,7470,63,263,15661
POA2502,2362,237,315,7,12,2940,967,124,273,0,0,1363,115,20,31,0,3,163,3441,378,617,14,22,4468
POA2505,1013,72,149,7,3,1243,393,45,132,0,4,577,38,3,30,0,0,72,1445,120,311,14,5,1895
POA2506,1805,54,83,0,8,1948,565,31,96,0,0,694,90,6,14,0,0,117,2464,94,195,3,8,2750
POA2508,2225,82,236,9,6,2566,160,17,27,3,0,207,42,0,3,0,5,51,2429,97,271,16,11,2826
POA2515,2774,306,261,18,12,3379,254,69,49,0,4,371,46,9,13,0,4,67,3076,386,316,22,22,3824
POA2516,1459,121,139,16,14,1748,156,48,58,5,0,263,23,9,12,0,0,39,1640,171,209,17,17,2050
POA2517,2799,683,620,10,23,4134,359,155,227,0,3,747,65,24,19,0,0,110,3226,870,863,12,24,4989
POA2518,3609,1495,589,41,9,5749,734,630,196,24,7,1585,98,67,24,0,0,196,4445,2195,813,59,18,7530
POA2519,3563,852,559,33,14,5017,720,304,115,5,3,1148,102,34,15,0,0,154,4381,1185,690,38,18,6318
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2525,2804,244,152,90,14,3300,377,68,59,71,3,571,59,18,13,6,0,98,3242,325,223,164,15,3972
POA2526,4012,233,81,21,10,4355,577,121,70,3,4,774,98,11,16,0,3,126,4692,369,166,28,14,5257
POA2527,5142,713,24,7,39,5916,694,222,9,3,24,954,120,34,0,0,10,157,5957,964,31,7,67,7028
POA2528,5327,633,433,145,18,6557,1431,336,276,165,5,2216,195,54,27,42,3,320,6958,1025,737,347,25,9090
POA2529,6058,1137,146,27,22,7398,718,375,49,8,4,1158,122,58,6,0,0,186,6902,1572,201,37,29,8745
POA2530,8486,628,132,16,22,9277,1241,271,113,0,3,1631,217,47,26,3,4,297,9936,945,274,23,32,11208
POA2533,3928,685,326,28,48,5010,355,97,162,7,0,618,73,15,20,7,4,114,4356,799,504,41,52,5747
POA2534,1462,77,78,11,9,1640,169,8,62,3,0,246,33,3,3,0,4,39,1667,92,145,14,14,1931
POA2535,1933,157,103,126,30,2348,300,68,39,127,7,542,48,10,6,16,4,79,2279,235,149,268,43,2971
POA2536,4481,442,369,52,34,5378,936,199,214,39,9,1397,155,27,29,14,4,233,5568,662,621,106,45,7000
POA2537,3371,213,117,54,32,3785,715,76,66,44,3,909,112,11,13,3,3,149,4199,299,199,97,37,4840
POA2538,628,23,3,16,13,679,80,23,0,3,0,99,15,4,0,7,0,26,724,52,3,20,11,813
POA2539,5119,301,99,98,23,5650,1198,153,40,67,6,1461,196,18,3,14,0,233,6510,472,140,184,34,7338
POA2540,12250,437,179,208,46,13119,2711,170,97,131,24,3139,442,25,45,19,11,548,15404,637,323,361,76,16801
POA2541,6341,699,219,67,45,7367,1464,434,109,69,31,2110,212,55,16,8,12,314,8017,1190,342,143,87,9786
POA2545,314,0,0,5,3,327,76,0,0,4,0,76,19,0,0,0,0,17,404,0,0,13,3,418
POA2546,2530,197,101,69,26,2930,574,101,64,52,3,791,85,23,11,4,4,117,3192,320,173,120,28,3837
POA2548,1867,483,191,34,30,2591,243,171,84,9,3,508,63,21,11,8,3,97,2167,671,282,46,32,3198
POA2549,968,148,13,40,9,1172,157,64,4,20,0,251,26,11,0,9,0,42,1143,225,14,67,9,1461
POA2550,4469,132,75,53,42,4768,982,104,45,24,7,1152,161,20,13,3,4,197,5611,254,131,74,48,6117
POA2551,821,60,54,33,17,990,267,30,41,23,3,361,38,4,6,5,3,58,1132,96,94,57,27,1406
POA2555,49,0,0,0,0,52,12,0,0,0,0,11,3,0,0,0,0,3,65,0,0,0,3,65
POA2556,547,4,0,0,12,560,103,3,0,0,3,114,19,0,0,0,0,19,671,7,0,4,9,693
POA2557,2150,7,5,3,11,2179,270,0,0,0,3,278,56,0,0,0,0,56,2477,9,5,7,19,2504
POA2558,2779,203,5,4,0,2993,348,53,4,0,0,404,60,4,0,0,0,68,3189,257,7,9,0,3462
POA2559,141,335,0,0,0,478,66,152,0,0,0,220,12,14,0,0,0,29,222,502,0,0,0,725
POA2560,17137,1933,1320,44,32,20463,2546,810,435,19,8,3817,492,123,65,3,5,693,20177,2864,1823,68,48,24979
POA2563,74,0,3,0,0,76,13,0,0,0,0,13,0,0,0,0,0,0,89,0,3,0,0,93
POA2564,2518,927,10,5,6,3464,546,291,0,0,0,837,106,42,0,0,3,157,3175,1265,12,6,9,4463
POA2565,3742,1327,159,14,102,5344,482,318,48,15,18,880,111,50,6,3,0,170,4337,1694,217,34,122,6398
POA2566,6141,643,92,0,6,6892,748,216,33,0,4,997,164,39,5,0,4,209,7057,897,134,0,11,8100
POA2567,10048,476,5,4,13,10541,777,65,3,0,4,849,165,14,0,0,0,181,10990,558,7,4,20,11581
POA2568,237,77,0,0,0,315,12,20,0,0,0,37,6,5,0,0,0,7,260,101,0,3,0,363
POA2569,360,3,4,3,4,378,29,0,3,0,0,37,12,0,0,0,0,17,402,9,12,3,4,429
POA2570,10340,545,108,46,29,11071,980,266,64,28,0,1343,202,55,14,0,10,288,11529,866,188,74,45,12703
POA2571,3144,71,45,7,4,3264,305,40,26,0,0,362,61,5,0,0,0,70,3512,109,71,9,6,3701
POA2572,1085,101,0,13,12,1214,131,54,0,0,0,186,29,7,0,0,0,38,1241,168,3,14,13,1434
POA2573,1320,49,3,0,3,1378,262,25,0,3,0,286,50,3,0,0,0,53,1628,78,0,3,3,1713
POA2574,1416,99,3,13,7,1538,207,34,0,21,3,266,47,10,0,0,0,52,1665,144,0,37,10,1857
POA2575,4294,109,65,24,20,4517,653,52,41,19,3,770,122,8,8,9,3,144,5070,159,121,55,25,5436
POA2576,3929,439,81,14,36,4500,450,108,18,0,3,585,84,12,6,0,4,109,4473,561,105,11,40,5196
POA2577,4346,212,56,51,47,4708,656,92,33,27,5,815,113,9,4,12,15,142,5115,309,93,91,69,5670
POA2578,920,12,9,7,4,952,114,4,6,0,0,122,16,0,0,3,0,21,1053,15,11,3,4,1090
POA2579,1214,3,0,3,8,1227,243,0,0,0,0,247,39,0,0,0,0,35,1490,3,3,6,12,1510
POA2580,7172,499,194,60,40,7969,1955,317,145,54,13,2480,263,48,17,16,8,349,9387,866,357,121,64,10797
POA2581,598,3,0,11,7,625,129,0,0,0,0,127,9,0,0,0,0,12,741,10,0,16,7,765
POA2582,3409,117,19,22,14,3577,529,84,3,7,3,630,87,12,0,3,3,99,4019,210,27,28,19,4310
POA2583,1119,21,0,13,11,1164,440,39,3,3,3,490,42,8,0,0,0,49,1606,60,3,17,14,1698
POA2584,159,0,0,4,0,164,48,0,0,0,0,48,3,0,0,0,0,3,215,0,0,4,0,216
POA2585,58,0,0,0,0,58,29,0,0,0,0,24,4,0,0,0,0,4,86,0,0,3,0,94
POA2586,717,0,14,3,3,736,248,0,27,9,3,292,26,0,0,0,0,31,993,3,43,9,6,1053
POA2587,739,17,0,16,7,778,310,12,0,6,0,330,45,3,0,0,7,56,1093,27,0,19,9,1160
POA2588,72,0,0,0,0,72,22,0,0,0,0,22,3,0,0,0,0,3,96,0,0,3,0,99
POA2590,1882,57,34,10,11,1989,669,61,37,5,8,777,89,3,3,0,0,91,2639,119,68,17,16,2854
POA2594,2893,103,114,8,5,3119,854,85,124,5,0,1078,120,12,18,0,0,152,3859,199,260,14,6,4348
POA2619,2471,377,0,0,7,2852,106,37,0,0,0,140,20,3,0,0,0,27,2593,414,0,0,7,3019
POA2620,8019,1844,1847,46,48,11799,1162,435,509,21,13,2134,239,91,66,4,4,403,9419,2363,2416,71,66,14338
POA2621,1749,15,7,11,3,1778,121,5,0,0,0,132,37,0,0,0,0,37,1904,19,7,8,10,1946
POA2622,1064,21,4,4,19,1103,272,6,0,7,3,291,52,0,5,0,0,56,1383,26,6,14,24,1451
POA2623,183,0,8,0,0,193,36,0,0,0,0,37,4,0,0,0,0,7,225,0,6,3,0,237
POA2625,0,0,0,0,66,66,0,0,0,0,9,9,0,0,31,0,13,39,0,0,31,0,81,115
POA2626,122,0,0,10,0,129,20,0,0,0,0,23,3,0,0,0,0,3,149,0,0,5,0,154
POA2627,933,135,159,22,67,1313,95,29,26,3,4,162,19,8,8,5,3,44,1050,174,193,24,74,1521
POA2628,518,31,9,7,0,569,122,6,0,6,3,136,18,0,0,0,0,26,657,45,9,13,5,731
POA2629,140,0,0,4,6,153,50,0,0,0,0,53,5,0,0,0,0,5,193,0,3,4,8,212
POA2630,2367,57,78,20,21,2549,571,51,77,15,10,726,96,6,7,4,22,145,3040,117,161,41,52,3412
POA2631,160,0,0,4,0,164,60,0,0,3,0,63,6,0,0,0,0,6,228,0,0,5,0,230
POA2632,479,3,9,3,8,498,186,5,6,3,0,203,11,0,0,0,0,18,682,10,13,8,8,718
POA2633,98,0,0,0,0,97,66,0,0,0,0,65,7,0,0,0,0,5,165,0,0,4,0,167
POA2640,9391,1455,162,31,29,11066,1490,532,69,8,8,2112,251,90,25,0,0,364,11130,2078,258,41,40,13540
POA2641,3613,736,82,25,15,4478,907,462,31,15,10,1424,120,47,4,3,0,179,4639,1248,124,46,27,6082
POA2642,1288,16,5,4,5,1318,244,5,3,3,0,259,40,0,0,0,5,44,1580,17,8,7,4,1616
POA2643,746,17,14,13,0,793,179,15,13,18,0,225,28,0,0,0,0,30,947,33,35,34,0,1046
POA2644,637,0,5,0,9,655,208,7,18,0,0,230,20,0,4,0,0,32,870,12,25,7,9,913
POA2645,91,0,0,0,0,92,43,0,3,0,0,49,3,0,0,0,0,3,134,0,3,0,0,143
POA2646,1798,61,68,18,10,1954,525,40,56,14,0,637,73,11,14,0,3,98,2388,118,136,37,15,2694
POA2647,529,34,59,6,3,625,160,9,37,8,4,215,26,3,3,0,0,30,710,43,100,16,7,875
POA2648,553,8,22,16,7,609,203,3,36,16,3,259,27,0,5,5,0,42,783,12,67,32,12,911
POA2649,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
POA2650,14503,594,1361,134,37,16633,2700,283,664,22,10,3684,450,40,93,19,6,602,17655,917,2122,176,46,20918
POA2651,515,0,55,3,6,575,86,0,15,8,0,111,9,0,0,4,0,17,604,0,70,20,4,704
POA2652,1192,0,4,10,20,1223,311,0,4,3,3,320,51,0,0,0,0,51,1553,0,3,9,24,1594
POA2653,634,4,10,3,5,653,207,12,0,0,3,221,31,0,0,3,0,37,872,19,11,6,5,915
POA2655,358,0,0,0,4,366,86,4,0,0,0,88,12,0,0,0,0,13,457,3,0,4,3,469
POA2656,331,0,6,10,3,344,117,0,14,3,0,134,15,0,0,0,0,15,464,0,21,8,3,495
POA2658,368,3,0,5,10,386,128,12,0,0,0,137,20,3,0,0,0,21,518,15,0,5,14,545
