POA_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA5520,49,650,488,145,1205,0.7,792,2.1
POA5521,50,597,417,150,850,0.7,725,2.3
POA5522,60,1159,481,185,1172,0.7,788,1.9
POA5523,47,1056,559,170,1435,0.7,1013,2.4
POA5540,43,1018,477,170,1210,0.7,893,2.3
POA5550,40,867,597,200,1272,0.8,987,2.3
POA5552,42,672,539,120,1265,0.8,1057,2.6
POA5554,43,1155,521,220,1280,0.7,974,2.3
POA5555,53,700,481,100,1125,0.8,913,2.3
POA5556,53,1196,467,230,1027,0.7,812,2.1
POA5558,55,1162,463,235,1097,0.7,853,2.1
POA5560,45,867,477,150,1011,0.7,806,2.3
POA5570,60,823,440,105,1009,0.7,751,1.8
POA5571,58,1083,481,200,1092,0.7,794,2
POA5572,47,867,756,190,1821,0.6,1125,2.1
POA5573,51,975,506,140,1283,0.7,965,2.2
POA5575,54,1083,479,175,1082,0.7,838,2.1
POA5576,51,962,480,180,1158,0.7,835,2.2
POA5577,52,800,472,100,1081,0.7,779,2.1
POA5580,52,737,536,150,1151,0.7,887,2.2
POA5581,64,1083,479,200,992,0.6,791,1.9
POA5582,60,1083,463,225,1081,0.7,863,2
POA5583,60,1000,448,180,1071,0.7,773,2
POA5600,44,1495,638,186,1852,0.7,1349,2.2
POA5601,51,1507,456,120,1228,0.7,855,2.1
POA5602,48,1181,541,189,1286,0.7,1051,2.3
POA5603,44,875,628,180,1220,0.8,1095,2.4
POA5604,58,1239,497,150,1231,0.7,900,1.9
POA5605,54,1170,565,185,1253,0.7,877,2
POA5606,40,1300,603,220,1398,0.8,1082,2.3
POA5607,43,1491,643,200,1431,0.8,1238,2.5
POA5608,39,1083,455,165,1121,0.7,809,2.2
POA5609,32,1829,759,250,1908,0.7,1655,2.6
POA5630,40,719,637,63,1624,0.8,1333,2.9
POA5631,41,1083,715,150,1474,0.8,1221,2.5
POA5632,33,697,844,60,2017,0.8,1888,3
POA5633,43,260,580,66,1264,0.7,1078,2.4
POA5640,47,867,601,150,1434,0.7,1071,2.1
POA5641,41,813,675,100,1448,0.7,1225,2.4
POA5642,40,0,743,0,1541,0.7,1107,2.6
POA5650,38,0,805,0,1843,0.8,1208,2.4
POA5651,43,956,1053,50,2625,0.6,1875,2.2
POA5652,38,867,635,157,1458,0.7,1187,2.4
POA5653,44,813,1028,80,2250,0.7,1625,2.5
POA5654,47,607,615,87,1281,0.7,880,2
POA5655,34,563,630,1,1199,0.7,1050,2.2
POA5660,32,0,725,0,1625,0.6,1437,2
POA5661,39,338,744,63,1350,0.8,1171,2.4
POA5670,48,1185,503,128,1239,0.8,886,2.2
POA5671,46,705,594,0,1281,0.7,914,1.9
POA5680,48,1277,588,180,1385,0.8,1079,2.3
POA5690,38,1281,688,160,1482,0.8,1239,2.5
POA5700,41,1170,581,177,1304,0.8,1051,2.3
POA5701,50,0,474,0,0,1,899,0
POA5710,35,1500,745,250,1729,0.8,1465,2.6
POA5713,26,0,899,0,0,0,0,0
POA5715,34,0,875,0,1374,1,1125,2.9
POA5717,31,0,833,0,0,0.5,1062,1
POA5719,47,0,833,0,2250,0.6,1042,1.2
POA5720,48,0,1059,118,2036,0.5,1488,1.6
POA5722,53,929,475,115,1300,0.7,708,1.8
POA5723,44,556,654,147,1341,0.8,841,1.9
POA5724,34,0,395,70,866,0.9,959,2.5
POA5725,30,2000,1548,198,2760,0.8,2477,2.7
POA5730,50,0,468,25,900,0.9,737,1.9
POA5731,39,0,1260,48,1583,0.8,1428,2.4
POA5732,43,0,568,90,814,0.7,762,2
POA5733,40,0,591,83,1208,0.8,833,2.3
POA5734,31,0,359,75,492,0.8,468,2.1
POA5950,0,0,0,0,0,0,0,0
POA5960,0,0,0,0,0,0,0,0
POA6000,32,2167,949,430,2243,1,1827,1.9
POA6003,32,2041,970,400,2226,1,1765,1.9
POA6004,33,2167,992,435,2301,1,1868,1.9
POA6005,33,2000,1046,400,2331,1,1736,1.8
POA6006,37,2400,943,415,2616,0.8,2074,2.4
POA6007,34,2383,1128,430,2837,0.9,2163,2.2
POA6008,39,2500,1077,440,2858,0.9,2107,2.2
POA6009,34,3300,693,462,3369,0.8,2306,2.7
POA6010,43,2817,953,450,3131,0.8,2170,2.5
POA6011,42,3225,1204,550,3738,0.8,2782,2.5
POA6012,40,2700,894,320,2887,0.8,1864,2.4
POA6014,37,2500,949,340,2783,0.9,2021,2.6
POA6015,45,3033,1023,700,3675,0.7,2925,2.9
POA6016,34,2167,890,350,2471,0.9,1957,2.5
POA6017,33,1733,768,300,1565,0.9,1207,2
POA6018,38,2339,883,400,2424,0.8,1942,2.5
POA6019,35,2210,1025,400,2458,0.8,1941,2.3
POA6020,44,2210,871,420,2523,0.7,2138,2.7
POA6021,39,2000,713,370,1957,0.7,1570,2.5
POA6022,40,2000,749,400,1891,0.7,1614,2.6
POA6023,41,2167,819,450,2389,0.7,2142,2.8
POA6024,40,2000,737,400,1906,0.7,1662,2.6
POA6025,39,2031,793,400,2179,0.7,1881,2.7
POA6026,43,2000,746,450,2271,0.7,1986,2.8
POA6027,38,2000,749,400,2112,0.7,1822,2.7
POA6028,37,2167,810,430,2434,0.8,2289,3.1
POA6029,42,2650,988,495,2691,0.8,2230,2.7
POA6030,34,2000,690,380,1830,0.8,1629,2.8
POA6031,30,2123,806,400,2012,0.8,1902,3.1
POA6032,43,2342,782,238,1875,0.7,1833,2.6
POA6033,42,2084,690,100,2194,0.8,1875,3.2
POA6034,27,2363,973,350,2143,0.7,1982,2.7
POA6035,34,2050,691,350,1728,0.7,1511,2.8
POA6036,29,2136,753,360,1881,0.8,1715,2.9
POA6037,39,2000,582,340,1509,0.7,1276,2.6
POA6038,28,2249,930,360,2094,0.7,1942,2.8
POA6041,48,2000,481,300,1263,0.7,1093,2.5
POA6042,64,826,519,230,966,0.5,687,1.7
POA6043,53,1500,515,250,1050,0.7,843,2.1
POA6044,52,1674,555,240,1150,0.7,959,2.2
POA6050,39,2300,900,360,2665,0.8,1894,2.3
POA6051,34,1950,891,310,2055,0.9,1449,2
POA6052,37,2167,846,360,2283,0.8,1805,2.4
POA6053,38,2100,825,350,2208,0.8,1705,2.4
POA6054,38,1733,680,330,1741,0.8,1415,2.5
POA6055,32,2167,858,380,2078,0.8,1902,2.7
POA6056,39,1744,666,330,1664,0.8,1357,2.5
POA6057,37,1953,759,390,1870,0.7,1635,2.7
POA6058,37,1858,711,360,1714,0.7,1459,2.6
POA6059,41,2000,681,350,1878,0.7,1477,2.5
POA6060,36,1950,816,340,1911,0.8,1420,2.1
POA6061,32,1733,575,350,1358,0.8,1225,2.5
POA6062,39,1950,631,380,1644,0.8,1432,2.6
POA6063,34,1800,596,360,1590,0.8,1481,3
POA6064,35,1733,532,340,1414,0.8,1296,2.9
POA6065,33,2167,768,420,2080,0.8,1920,2.9
POA6066,35,1780,626,375,1701,0.8,1588,3
POA6067,28,0,417,0,0,0,0,0
POA6068,65,0,866,0,0,0.3,1374,1.5
POA6069,31,2167,815,390,1978,0.8,1849,3
POA6070,44,2167,765,435,2244,0.8,1988,2.8
POA6071,45,2064,702,380,2105,0.7,1866,2.7
POA6072,46,2000,646,440,2151,0.7,1937,2.7
POA6073,47,2000,635,346,1843,0.7,1387,2.5
POA6074,44,1975,667,420,1881,0.8,1767,2.7
POA6076,45,2107,686,350,2051,0.7,1699,2.6
POA6077,49,2600,639,315,1959,0.7,1629,2.8
POA6078,44,2167,768,343,2125,0.7,1991,3
POA6079,64,0,488,0,1125,0.5,1124,1.8
POA6081,42,2000,723,420,2090,0.8,1912,2.9
POA6082,40,2100,690,375,1977,0.8,1777,2.8
POA6083,45,2002,743,300,2055,0.8,1867,2.8
POA6084,40,2123,735,340,1925,0.8,1806,2.9
POA6090,47,0,649,0,0,0,0,0
POA6100,34,2045,859,365,2075,0.9,1679,2.2
POA6101,33,2050,782,360,1975,0.8,1616,2.3
POA6102,31,1950,473,320,1491,0.8,1050,2.4
POA6103,32,2000,761,350,1813,0.9,1456,2.2
POA6104,36,2000,756,355,1867,0.8,1511,2.4
POA6105,34,1850,667,360,1546,0.8,1349,2.5
POA6106,37,0,1125,0,0,0,0,0
POA6107,32,1950,628,360,1609,0.8,1469,2.8
POA6108,37,1733,626,350,1628,0.8,1449,2.8
POA6109,35,1649,556,320,1377,0.8,1199,2.7
POA6110,34,1842,647,340,1661,0.8,1452,2.8
POA6111,39,1733,645,310,1631,0.8,1390,2.6
POA6112,32,1989,721,330,1754,0.8,1552,2.8
POA6121,41,2383,739,350,2226,0.8,2222,3.2
POA6122,30,2100,814,390,1961,0.8,1880,3
POA6123,36,2000,669,370,1656,0.8,1562,2.8
POA6124,42,1950,720,300,1927,0.8,1719,2.7
POA6125,44,2167,699,293,1863,0.8,1675,2.8
POA6126,43,1495,436,200,1431,0.8,1318,2.3
POA6147,35,1700,586,340,1493,0.8,1352,2.7
POA6148,41,2000,660,375,1944,0.8,1596,2.7
POA6149,42,2000,717,450,2251,0.7,1950,2.8
POA6150,42,2167,613,480,2181,0.7,1968,2.9
POA6151,38,2300,973,390,2647,0.8,1952,2.3
POA6152,36,2167,758,360,2243,0.8,1662,2.3
POA6153,42,2537,877,445,2556,0.7,2055,2.6
POA6154,41,2347,743,408,2331,0.7,1721,2.5
POA6155,36,2037,698,430,2080,0.8,2007,3.1
POA6156,39,2200,792,365,2305,0.8,1795,2.6
POA6157,41,2167,851,370,2257,0.8,1635,2.3
POA6158,43,2500,938,400,2780,0.8,2051,2.5
POA6159,45,2538,1123,478,2980,0.8,2173,2.1
POA6160,41,2167,817,360,2252,0.9,1548,2.1
POA6161,34,0,968,95,2562,0.9,1949,1.8
POA6162,42,2167,739,350,2109,0.8,1533,2.3
POA6163,40,1950,666,350,1798,0.8,1424,2.4
POA6164,32,2145,831,400,2145,0.8,1987,2.9
POA6165,48,1700,619,340,1875,0.8,1812,2.3
POA6166,41,2200,732,400,2152,0.7,1864,2.7
POA6167,33,1725,628,300,1558,0.8,1335,2.6
POA6168,44,1580,560,300,1376,0.7,1082,2.2
POA6169,39,1733,614,330,1628,0.7,1360,2.6
POA6170,30,2020,802,360,1859,0.8,1762,2.9
POA6171,29,2167,842,385,2068,0.8,1928,2.9
POA6172,33,1861,680,370,1847,0.8,1718,3
POA6173,31,2167,825,400,2306,0.8,2238,3.3
POA6174,31,1983,743,350,1910,0.8,1697,2.8
POA6175,32,2061,757,375,2018,0.8,1853,3
POA6176,30,2115,777,360,1958,0.7,1802,2.9
POA6180,31,1950,695,360,1759,0.8,1596,2.9
POA6181,40,2383,728,0,2349,0.8,2386,3.3
POA6182,21,0,0,0,0,0,0,0
POA6207,40,2167,630,228,2006,0.8,1676,2.8
POA6208,43,1820,538,318,1384,0.7,1182,2.5
POA6209,49,1833,486,255,1508,0.8,1005,2.4
POA6210,44,1777,546,318,1405,0.7,1127,2.4
POA6211,43,2000,566,350,1516,0.7,1283,2.6
POA6213,47,1602,552,270,1658,0.8,1390,2.4
POA6214,42,1791,630,280,1699,0.8,1470,2.6
POA6215,45,1636,558,250,1464,0.8,1218,2.5
POA6218,44,1300,440,225,1091,0.8,927,2.5
POA6220,43,1729,590,250,1604,0.8,1213,2.5
POA6221,19,1842,421,250,1593,0.8,1270,2.5
POA6223,38,2167,579,200,1333,0.7,1194,2.6
POA6224,44,1517,558,200,1371,0.8,1218,2.6
POA6225,42,1517,515,225,1495,0.7,1173,2.4
POA6226,39,2167,784,250,2166,0.8,2090,3
POA6227,35,2000,725,295,1881,0.8,1732,2.9
POA6228,40,1950,632,210,1437,0.7,1437,2.5
POA6229,52,2045,478,210,1292,1,890,2
POA6230,39,1733,657,300,1658,0.7,1326,2.4
POA6232,36,1800,669,340,1719,0.7,1527,2.6
POA6233,36,1866,695,350,1866,0.7,1665,2.7
POA6236,45,2000,670,250,1906,0.7,1710,2.7
POA6237,44,1950,698,263,1847,0.8,1677,2.7
POA6239,45,1603,579,245,1468,0.7,1214,2.5
POA6240,54,1300,556,200,1174,0.6,1100,2.2
POA6243,50,1489,518,0,1375,0.6,1125,2.4
POA6244,49,1300,589,135,1328,0.7,1068,2.3
POA6251,45,1325,540,200,1339,0.7,1066,2.1
POA6252,51,1645,396,200,767,0.7,682,2.2
POA6253,56,1225,532,210,1224,0.7,994,2.1
POA6254,47,1050,426,185,1166,0.7,900,2.1
POA6255,50,1517,523,250,1268,0.7,1010,2.3
POA6256,48,1733,709,130,1687,0.8,1519,2.5
POA6258,43,1300,618,180,1440,0.7,1166,2.4
POA6260,46,1283,609,190,1397,0.8,1135,2.4
POA6262,50,1125,476,147,1158,0.8,863,2.2
POA6271,41,1647,643,300,1557,0.7,1325,2.5
POA6275,52,1430,509,175,1189,0.7,948,2.2
POA6280,43,1800,615,340,1497,0.7,1220,2.5
POA6281,39,2000,788,405,1862,0.7,1636,2.6
POA6282,45,2000,776,275,1833,0.8,1583,2.5
POA6284,37,2000,748,320,1811,0.8,1532,2.7
POA6285,37,1733,700,340,1591,0.8,1349,2.6
POA6286,47,1559,674,208,1454,0.9,1303,2.2
POA6288,43,1703,690,200,1460,0.8,1265,2.4
POA6290,58,1458,491,220,1102,0.7,860,2
POA6302,51,1500,539,250,1367,0.7,1026,2.2
POA6304,53,1151,534,150,1262,0.7,989,2.2
POA6306,47,1083,673,150,1487,0.7,1133,2.3
POA6308,49,1200,527,150,1328,0.7,1016,2.3
POA6309,52,1000,495,100,1312,0.8,933,2.1
POA6311,43,1300,641,200,1487,0.7,1162,2.3
POA6312,40,1213,630,220,1511,0.7,1224,2.4
POA6313,46,1083,707,110,1805,0.7,1216,2.4
POA6315,49,1000,544,162,1289,0.7,985,2.2
POA6316,45,832,713,70,1518,0.8,1166,2.3
POA6317,40,1133,668,180,1402,0.8,1210,2.5
POA6318,41,900,691,118,1542,0.8,1316,2.5
POA6320,37,726,591,96,1292,0.8,1187,2.7
POA6321,46,737,559,137,1149,0.8,949,2.5
POA6322,53,993,518,120,1142,0.8,936,2.2
POA6323,51,1229,479,160,1180,0.7,921,2.2
POA6324,45,1233,553,200,1304,0.8,1058,2.4
POA6326,46,1300,589,87,1444,0.8,1201,2.5
POA6327,44,1517,568,200,1399,0.9,1300,2.7
POA6328,44,806,586,20,1328,0.8,1220,2.5
POA6330,43,1603,612,280,1513,0.8,1208,2.4
POA6333,49,1573,544,263,1268,0.8,1013,2.3
POA6335,37,812,678,152,1550,0.7,1292,2.5
POA6336,42,467,832,100,1924,0.7,1180,2.3
POA6337,35,965,840,100,1786,0.7,1464,2.6
POA6338,48,864,787,172,1524,0.7,1212,2.2
POA6341,41,750,878,79,1625,0.7,1242,2.4
POA6343,38,0,809,0,1575,0.8,1420,2.6
POA6346,43,1000,842,150,1472,0.8,1312,2.3
POA6348,49,1300,562,250,1517,0.7,1045,2.1
POA6350,49,504,558,110,1134,0.6,944,2
POA6351,34,0,900,25,1625,0.8,1375,3.1
POA6352,40,648,808,90,1468,0.6,1160,2
POA6353,41,1170,824,150,1949,0.7,1410,2.4
POA6355,39,430,946,110,1847,0.7,1476,2.4
POA6356,41,290,1093,5,2250,0.6,1458,2.2
POA6357,41,0,749,0,1937,0.6,1156,2.5
POA6358,47,542,812,0,1875,0.6,1625,1.8
POA6359,41,1100,892,120,1575,0.8,1368,2.4
POA6361,43,0,687,0,1792,0.7,1656,2.5
POA6363,41,379,735,0,1312,0.7,1125,2.6
POA6365,46,672,707,136,1699,0.7,1230,2.1
POA6367,46,650,633,110,1474,0.7,1115,2.2
POA6368,36,0,762,0,1375,0.6,1199,2.4
POA6369,47,650,760,132,1647,0.7,1187,2.2
POA6370,43,867,606,106,1362,0.7,1080,2.3
POA6372,51,664,550,0,1187,0.6,819,2.3
POA6373,40,0,828,0,1958,0.8,1854,2.5
POA6375,44,1000,731,150,1592,0.7,1276,2.2
POA6383,53,1021,539,100,1125,0.7,900,2
POA6384,34,0,634,0,2083,0.9,1375,2.7
POA6385,51,0,575,0,966,0.9,966,3
POA6386,54,407,674,0,1875,0.6,880,2.2
POA6390,39,1733,816,277,2094,0.8,1855,2.5
POA6391,43,1262,824,128,1848,0.7,1437,2.5
POA6392,46,893,700,138,1375,0.7,1187,2.1
POA6393,49,0,487,60,1083,0.7,824,2.4
POA6394,44,433,697,0,1451,0.7,1309,2.5
POA6395,44,1083,728,150,1616,0.7,1303,2.4
POA6396,41,889,737,67,1451,0.7,1328,2.5
POA6397,44,454,488,150,974,0.7,706,2.2
POA6398,56,1083,483,190,1141,0.7,875,2
POA6401,40,1300,587,245,1476,0.8,1150,2.4
POA6403,47,1300,554,240,1375,0.7,1166,2.4
POA6405,40,975,645,150,1428,0.7,1231,2.6
POA6407,36,1000,629,186,1743,0.8,1331,2.5
POA6409,38,867,661,102,1589,0.8,1273,2.5
POA6410,47,867,493,115,1209,0.8,954,2.4
POA6411,52,1667,690,50,1416,0.7,1271,2.2
POA6412,47,0,1083,0,1687,0.6,1625,2.3
POA6413,55,0,574,100,1625,0.6,900,2
POA6414,51,0,758,150,1625,0.9,1781,2.5
POA6415,36,1127,655,180,1710,0.8,1325,2.4
POA6418,47,860,705,124,1649,0.7,1138,2.2
POA6419,45,0,612,109,1125,0.7,966,2.2
POA6420,42,0,749,0,2125,0.7,1416,2.3
POA6421,43,1257,787,50,1625,0.7,1166,2.4
POA6422,30,0,1125,0,2416,1,2250,2.6
POA6423,45,1019,1105,85,1916,0.6,1275,1.9
POA6424,49,0,752,0,1437,0.8,1208,2.5
POA6425,50,0,774,0,1666,0.5,1542,2.2
POA6426,45,800,710,140,1920,0.7,1218,2.1
POA6427,37,0,2575,0,0,0,0,0
POA6428,36,493,634,0,1375,0.8,1312,3.3
POA6429,41,917,543,180,1410,0.8,1091,2.3
POA6430,32,1950,1020,300,2482,0.8,2186,2.7
POA6431,33,0,384,55,744,1.3,1227,3.8
POA6432,33,1517,837,270,2067,0.8,1772,2.5
POA6434,36,0,1297,110,900,1,949,2.3
POA6436,40,0,641,100,1156,1,1104,1.9
POA6437,34,0,1676,0,2367,0.8,2191,2.6
POA6438,36,867,1232,139,1553,0.9,1287,2.3
POA6440,36,679,1597,70,888,0.9,1111,2.6
POA6442,32,1200,869,200,2241,0.8,2037,2.6
POA6443,46,604,686,129,1208,0.7,789,1.9
POA6445,40,337,743,50,1583,0.9,1292,3
POA6446,34,0,930,0,1937,0.7,1792,2.9
POA6447,34,0,1187,0,2416,0.7,2250,2.4
POA6448,32,1538,451,150,1640,0.9,1410,2.8
POA6450,40,1721,682,240,1701,0.8,1349,2.5
POA6452,37,0,0,0,0,0,0,0
POA6460,45,1083,616,154,1537,0.7,1020,2.2
POA6461,44,867,624,120,1446,0.7,1109,2.3
POA6462,39,1367,687,0,1437,0.7,1166,2.5
POA6463,62,0,833,0,1937,0.6,1812,2
POA6465,52,0,762,0,1875,0.4,1087,1.4
POA6466,53,0,589,0,1156,0.6,1031,1.9
POA6467,50,0,875,0,1624,0.7,1562,1.9
POA6468,39,867,718,166,1562,0.6,1208,2.3
POA6470,46,0,687,0,1625,0,1499,2
POA6472,42,460,886,75,1875,0.9,1481,2.5
POA6473,43,0,466,0,1374,0.9,1187,2.8
POA6475,47,542,637,95,1437,0.7,1068,2.3
POA6476,47,0,680,0,1562,0.7,1374,2
POA6477,41,510,585,60,1224,0.6,1116,2.3
POA6479,43,600,657,90,1608,0.8,1402,2.5
POA6480,42,1900,700,0,1375,0.7,2124,2.5
POA6484,47,0,1762,0,850,0.5,424,1.4
POA6485,52,607,497,150,1125,0.6,819,2
POA6487,50,0,974,0,1812,0.6,1333,1.9
POA6488,48,585,546,90,1300,0.7,790,2.3
POA6489,55,477,480,125,1187,0.6,949,1.9
POA6490,44,758,615,55,1333,0.7,1068,2.5
POA6501,43,2167,625,315,1862,0.8,1671,2.8
POA6502,45,1751,500,298,1273,0.8,1064,2.4
POA6503,43,1700,643,225,1507,0.8,1307,2.6
POA6504,54,2200,456,300,1125,0.7,939,2.4
POA6505,51,1975,682,180,1562,0.7,1166,2.3
POA6506,50,867,550,175,1375,0.7,1312,1.9
POA6507,44,988,796,100,1692,0.7,1521,2.4
POA6509,43,0,831,75,1899,0.7,1437,2.6
POA6510,42,1124,684,180,1745,0.7,1361,2.4
POA6511,51,1733,576,260,1187,0.7,1071,2.1
POA6512,42,433,833,0,1375,0.8,1093,2.4
POA6513,40,975,885,0,1916,0.8,1625,2.6
POA6514,55,1733,444,220,1007,0.6,746,2.1
POA6515,49,774,865,70,2033,0.6,1458,2
POA6516,48,1863,596,300,1367,0.7,1123,2.2
POA6517,45,737,794,100,1733,0.7,1275,2
POA6518,47,650,461,0,900,0.7,825,2.3
POA6519,40,594,610,115,1406,0.7,1162,2.3
POA6521,47,1076,787,0,1731,0.7,1375,2.3
POA6522,42,700,732,93,1416,0.7,1234,2.3
POA6525,49,1733,547,240,1351,0.7,1085,2.3
POA6528,47,1400,560,250,1264,0.8,1097,2.4
POA6530,38,1690,653,265,1641,0.8,1320,2.5
POA6532,38,2000,733,300,1921,0.8,1619,2.7
POA6535,52,1300,511,150,1275,0.7,1007,2.3
POA6536,51,1628,535,230,1312,0.8,902,2.1
POA6537,42,1440,648,175,1414,0.8,1106,2.1
POA6556,42,1912,683,350,1882,0.8,1677,2.7
POA6558,36,2000,676,260,1718,0.8,1413,2.6
POA6560,43,1408,592,213,1543,0.8,1218,2.5
POA6562,45,1800,607,270,1508,0.7,1368,2.5
POA6564,51,1638,475,240,1071,0.7,1091,2.3
POA6566,52,1517,548,280,1365,0.7,1107,2.2
POA6567,53,1733,510,300,1431,0.7,1204,2.2
POA6568,47,536,604,165,1833,0.6,1142,2.2
POA6569,40,1000,725,103,1424,0.7,1114,2.2
POA6571,42,2084,860,84,1562,0.6,1375,2.2
POA6572,49,0,556,0,1374,0.8,1124,2.3
POA6574,41,0,966,0,2125,0.9,1687,2.8
POA6575,39,0,900,93,2031,1,1781,2.7
POA6603,39,1083,735,147,1566,0.8,1286,2.3
POA6605,34,0,1281,50,1812,0.9,1624,2.9
POA6606,47,439,662,75,1292,0.7,1020,2.1
POA6608,44,1083,671,0,1625,0.8,1166,2.4
POA6609,36,999,841,200,1945,0.7,1549,2.4
POA6612,41,867,777,150,1424,0.8,1221,2.5
POA6613,48,663,849,0,1437,0.8,1343,2.8
POA6614,59,0,1468,0,2499,0.4,1458,1.5
POA6616,47,1000,630,0,1312,0.8,1125,2.1
POA6620,40,774,1273,150,1791,0.7,1360,2.5
POA6623,39,542,573,190,1363,0.7,1120,2.3
POA6625,42,0,850,0,1958,0.6,1375,2.3
POA6627,30,0,487,0,1375,0.7,1416,2.9
POA6628,48,0,575,0,762,0.5,725,2
POA6630,40,650,661,105,1437,0.8,1116,2.4
POA6631,51,0,1300,0,2625,0.6,1749,1.7
POA6632,30,0,850,0,1437,1.1,1468,3.9
POA6635,37,325,1420,50,2062,0.9,1437,2.5
POA6638,42,442,526,145,1399,0.8,1110,2.4
POA6639,58,0,509,0,1375,0.5,1083,1.7
POA6640,50,775,534,110,949,0.6,875,1.9
POA6642,35,600,992,100,1399,0.8,1347,2.5
POA6646,35,0,1345,70,860,1.1,1014,3
POA6701,39,1517,692,200,1598,0.9,1258,2.4
POA6705,26,0,419,30,700,1.1,966,3
POA6707,37,2167,819,300,2016,0.9,1657,2.5
POA6710,40,2325,2772,99,2607,0.9,2190,2.3
POA6711,0,0,0,0,0,0,0,0
POA6712,39,0,3000,0,0,0,0,0
POA6713,35,3200,1525,420,3507,0.9,3284,3
POA6714,31,2500,1396,260,2961,0.9,2634,2.8
POA6716,33,0,1794,28,2949,0.9,2525,2.7
POA6718,32,1717,384,150,907,1.1,980,3.3
POA6720,31,2514,1413,110,3116,0.9,2765,2.9
POA6721,33,3033,1601,176,3565,0.9,3104,2.5
POA6722,30,2600,1232,209,2765,0.9,2422,2.8
POA6725,33,2594,848,245,1991,1,1708,2.7
POA6726,34,2500,980,320,2210,0.9,1944,2.6
POA6728,30,1733,455,100,1151,1.1,1299,3
POA6731,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0
POA6740,30,1060,440,118,1025,1,1112,2.9
POA6743,32,2200,896,200,2007,1,1785,2.6
POA6751,33,737,1951,46,2847,0.9,2443,2.8
POA6753,33,433,1729,110,2806,0.9,2502,2.9
POA6754,32,0,1649,30,3160,0.9,2750,2.9
POA6758,37,0,2339,40,875,1.2,1042,2.8
POA6760,32,1767,703,50,1160,1.3,1410,3.2
POA6762,35,0,1896,90,599,1.5,1062,4.7
POA6765,29,1900,384,80,903,1.2,1155,3.1
POA6770,28,981,378,75,836,1.2,1003,3.2
POA7000,37,1733,772,295,2031,0.9,1450,2.2
POA7001,0,0,0,0,0,0,0,0
POA7004,40,1500,732,300,2001,0.8,1453,2.2
POA7005,37,1900,645,310,2107,0.8,1458,2.4
POA7007,40,1733,753,250,2091,0.8,1527,2.5
POA7008,40,1517,705,255,1930,0.8,1354,2.2
POA7009,37,1300,563,250,1319,0.8,1044,2.3
POA7010,41,1300,527,240,1271,0.8,943,2.2
POA7011,39,1300,577,245,1314,0.8,1024,2.3
POA7012,42,1300,677,260,1553,0.8,1407,2.7
POA7015,47,1517,710,300,1803,0.7,1366,2.3
POA7016,34,997,498,240,1126,0.8,960,2.5
POA7017,41,1517,712,310,1754,0.8,1516,2.6
POA7018,44,1500,666,280,1625,0.7,1259,2.3
POA7019,32,1200,545,235,1166,0.8,964,2.5
POA7020,42,1603,801,320,2029,0.8,1889,2.9
POA7021,42,1500,762,310,1839,0.8,1562,2.5
POA7022,47,1300,625,253,1456,0.8,1200,2.3
POA7023,55,1517,494,250,1220,0.7,1055,2.1
POA7024,41,1517,921,340,2062,0.8,1838,2.5
POA7025,47,1517,673,250,1756,0.8,1434,2.5
POA7026,42,1300,612,225,1433,0.8,1257,2.6
POA7027,51,867,472,125,1112,0.8,784,2.2
POA7030,35,1269,543,210,1239,0.8,1042,2.6
POA7050,39,1517,638,300,1623,0.8,1241,2.4
POA7052,42,1517,708,320,1772,0.8,1443,2.6
POA7053,46,1625,751,323,2116,0.8,1678,2.6
POA7054,39,1600,724,305,1805,0.9,1547,2.7
POA7055,34,1517,689,310,1396,0.8,1318,2.6
POA7109,43,1300,538,240,1369,0.8,1112,2.5
POA7112,47,1140,477,230,1059,0.8,863,2.3
POA7113,48,1257,486,208,1330,0.8,1004,2.4
POA7116,47,1083,462,215,1059,0.8,851,2.3
POA7117,54,1000,460,200,1114,0.8,855,2.1
POA7119,38,455,466,0,900,0.9,762,3
POA7120,49,867,460,130,1021,0.7,796,2.2
POA7139,0,0,0,0,0,0,0,0
POA7140,44,1100,493,200,1217,0.8,962,2.4
POA7150,49,1371,572,200,1453,0.8,1118,2.4
POA7155,52,1473,636,280,1430,0.8,1192,2.3
POA7162,51,1343,555,318,1408,0.9,1286,2.4
POA7163,54,1083,606,144,1329,0.8,1161,2.3
POA7170,43,1733,819,300,2133,0.8,1960,2.8
POA7171,40,1387,643,290,1482,0.8,1237,2.4
POA7172,42,1408,547,280,1362,0.8,1127,2.4
POA7173,43,1200,590,250,1383,0.8,1100,2.4
POA7174,43,1101,552,160,1267,0.9,1125,2.1
POA7175,44,1096,575,243,1271,0.9,1024,2.5
POA7176,43,1200,478,0,1375,0.8,1187,2.4
POA7177,45,1083,512,198,1260,0.8,866,2.3
POA7178,53,975,432,225,1125,0.8,794,2.1
POA7179,58,800,544,215,1112,0.8,942,1.9
POA7180,57,867,410,205,792,0.8,745,2.2
POA7182,56,924,423,150,871,0.7,773,1.9
POA7183,52,455,437,0,1062,0.6,1083,2.1
