LGA_NAME16	Age	MaritalStatus	Sex	responses
Williams (S)	65-74	Married	M	39
Williams (S)	65-74	Widowed	F	6
Williams (S)	65-74	Widowed	M	3
Williams (S)	75-84	Divorced	M	4
Williams (S)	75-84	Married	F	15
Williams (S)	75-84	Married	M	19
Williams (S)	75-84	Widowed	F	11
Williams (S)	85+	Married	F	3
Williams (S)	85+	Married	M	7
Williams (S)	85+	Widowed	M	4
Wiluna (S)	25-34	Married	F	9
Wiluna (S)	25-34	Married	M	33
Wiluna (S)	25-34	Separated	M	5
Wiluna (S)	35-44	Divorced	M	13
Wiluna (S)	35-44	Married	F	17
Wiluna (S)	35-44	Married	M	42
Wiluna (S)	35-44	Separated	F	3
Wiluna (S)	35-44	Widowed	F	3
Wiluna (S)	45-54	Divorced	F	5
Wiluna (S)	45-54	Divorced	M	9
Wiluna (S)	45-54	Married	F	8
Wiluna (S)	45-54	Married	M	49
Wiluna (S)	45-54	Separated	F	3
Wiluna (S)	45-54	Separated	M	13
Wiluna (S)	45-54	Widowed	F	3
Wiluna (S)	55-64	Divorced	F	6
Wiluna (S)	55-64	Divorced	M	9
Wiluna (S)	55-64	Married	F	7
Wiluna (S)	55-64	Married	M	30
Wiluna (S)	55-64	Widowed	F	7
Wiluna (S)	55-64	Widowed	M	3
Wiluna (S)	65-74	Divorced	M	9
Wiluna (S)	65-74	Married	M	9
Wiluna (S)	65-74	Separated	M	5
Wiluna (S)	65-74	Widowed	M	3
Wiluna (S)	75-84	Widowed	F	3
Wongan-Ballidu (S)	25-34	Divorced	F	3
Wongan-Ballidu (S)	25-34	Divorced	M	3
Wongan-Ballidu (S)	25-34	Married	F	41
Wongan-Ballidu (S)	25-34	Married	M	35
Wongan-Ballidu (S)	25-34	Separated	F	3
Wongan-Ballidu (S)	35-44	Divorced	F	9
Wongan-Ballidu (S)	35-44	Divorced	M	6
Wongan-Ballidu (S)	35-44	Married	F	42
Wongan-Ballidu (S)	35-44	Married	M	46
Wongan-Ballidu (S)	35-44	Separated	F	4
Wongan-Ballidu (S)	35-44	Separated	M	4
Wongan-Ballidu (S)	45-54	Divorced	F	9
Wongan-Ballidu (S)	45-54	Divorced	M	10
Wongan-Ballidu (S)	45-54	Married	F	58
Wongan-Ballidu (S)	45-54	Married	M	53
Wongan-Ballidu (S)	45-54	Separated	F	7
Wongan-Ballidu (S)	45-54	Separated	M	9
Wongan-Ballidu (S)	55-64	Divorced	F	8
Wongan-Ballidu (S)	55-64	Divorced	M	15
Wongan-Ballidu (S)	55-64	Married	F	70
Wongan-Ballidu (S)	55-64	Married	M	72
Wongan-Ballidu (S)	55-64	Separated	F	5
Wongan-Ballidu (S)	55-64	Separated	M	9
Wongan-Ballidu (S)	55-64	Widowed	F	5
Wongan-Ballidu (S)	65-74	Divorced	F	9
Wongan-Ballidu (S)	65-74	Divorced	M	13
Wongan-Ballidu (S)	65-74	Married	F	38
Wongan-Ballidu (S)	65-74	Married	M	61
Wongan-Ballidu (S)	65-74	Separated	F	3
Wongan-Ballidu (S)	65-74	Separated	M	10
Wongan-Ballidu (S)	65-74	Widowed	F	3
Wongan-Ballidu (S)	65-74	Widowed	M	3
Wongan-Ballidu (S)	75-84	Married	F	11
Wongan-Ballidu (S)	75-84	Married	M	17
Wongan-Ballidu (S)	75-84	Widowed	F	7
Wongan-Ballidu (S)	75-84	Widowed	M	6
Wongan-Ballidu (S)	85+	Married	F	3
Wongan-Ballidu (S)	85+	Married	M	7
Wongan-Ballidu (S)	85+	Widowed	F	14
Wongan-Ballidu (S)	85+	Widowed	M	4
Woodanilling (S)	25-34	Married	F	15
Woodanilling (S)	25-34	Married	M	12
Woodanilling (S)	35-44	Divorced	F	4
Woodanilling (S)	35-44	Married	F	21
Woodanilling (S)	35-44	Married	M	18
Woodanilling (S)	45-54	Divorced	F	5
Woodanilling (S)	45-54	Divorced	M	10
Woodanilling (S)	45-54	Married	F	21
Woodanilling (S)	45-54	Married	M	14
Woodanilling (S)	45-54	Separated	M	3
Woodanilling (S)	55-64	Divorced	F	5
Woodanilling (S)	55-64	Divorced	M	10
Woodanilling (S)	55-64	Married	F	16
Woodanilling (S)	55-64	Married	M	27
Woodanilling (S)	55-64	Separated	M	3
Woodanilling (S)	55-64	Widowed	M	3
Woodanilling (S)	65-74	Divorced	F	3
Woodanilling (S)	65-74	Divorced	M	4
Woodanilling (S)	65-74	Married	F	9
Woodanilling (S)	65-74	Married	M	12
Woodanilling (S)	75-84	Divorced	M	3
Woodanilling (S)	75-84	Married	F	4
Woodanilling (S)	75-84	Married	M	5
Woodanilling (S)	75-84	Widowed	M	3
Wyalkatchem (S)	25-34	Married	F	13
Wyalkatchem (S)	25-34	Married	M	12
Wyalkatchem (S)	35-44	Divorced	F	3
Wyalkatchem (S)	35-44	Married	F	12
Wyalkatchem (S)	35-44	Married	M	10
Wyalkatchem (S)	45-54	Divorced	F	7
Wyalkatchem (S)	45-54	Divorced	M	3
Wyalkatchem (S)	45-54	Married	F	16
Wyalkatchem (S)	45-54	Married	M	24
Wyalkatchem (S)	55-64	Divorced	F	11
Wyalkatchem (S)	55-64	Divorced	M	10
Wyalkatchem (S)	55-64	Married	F	32
Wyalkatchem (S)	55-64	Married	M	15
Wyalkatchem (S)	55-64	Separated	F	3
Wyalkatchem (S)	55-64	Separated	M	6
Wyalkatchem (S)	65-74	Divorced	M	7
Wyalkatchem (S)	65-74	Married	F	25
Wyalkatchem (S)	65-74	Married	M	22
Wyalkatchem (S)	65-74	Separated	M	3
Wyalkatchem (S)	65-74	Widowed	F	6
Wyalkatchem (S)	65-74	Widowed	M	3
Wyalkatchem (S)	75-84	Divorced	F	6
Wyalkatchem (S)	75-84	Divorced	M	3
Wyalkatchem (S)	75-84	Married	F	15
Wyalkatchem (S)	75-84	Married	M	15
Wyalkatchem (S)	75-84	Widowed	F	8
Wyalkatchem (S)	75-84	Widowed	M	6
Wyalkatchem (S)	85+	Widowed	F	13
Wyalkatchem (S)	85+	Widowed	M	3
Wyndham-East Kimberley (S)	15-19	Married	F	3
Wyndham-East Kimberley (S)	20-24	Married	F	6
Wyndham-East Kimberley (S)	20-24	Married	M	5
Wyndham-East Kimberley (S)	25-34	Divorced	F	14
Wyndham-East Kimberley (S)	25-34	Divorced	M	8
Wyndham-East Kimberley (S)	25-34	Married	F	170
Wyndham-East Kimberley (S)	25-34	Married	M	113
Wyndham-East Kimberley (S)	25-34	Separated	F	7
Wyndham-East Kimberley (S)	25-34	Separated	M	8
Wyndham-East Kimberley (S)	35-44	Divorced	F	23
Wyndham-East Kimberley (S)	35-44	Divorced	M	31
Wyndham-East Kimberley (S)	35-44	Married	F	239
Wyndham-East Kimberley (S)	35-44	Married	M	218
Wyndham-East Kimberley (S)	35-44	Separated	F	19
Wyndham-East Kimberley (S)	35-44	Separated	M	19
Wyndham-East Kimberley (S)	35-44	Widowed	F	12
Wyndham-East Kimberley (S)	45-54	Divorced	F	67
Wyndham-East Kimberley (S)	45-54	Divorced	M	52
Wyndham-East Kimberley (S)	45-54	Married	F	220
Wyndham-East Kimberley (S)	45-54	Married	M	236
Wyndham-East Kimberley (S)	45-54	Separated	F	31
Wyndham-East Kimberley (S)	45-54	Separated	M	21
Wyndham-East Kimberley (S)	45-54	Widowed	F	17
Wyndham-East Kimberley (S)	45-54	Widowed	M	3
Wyndham-East Kimberley (S)	55-64	Divorced	F	75
Wyndham-East Kimberley (S)	55-64	Divorced	M	96
Wyndham-East Kimberley (S)	55-64	Married	F	180
Wyndham-East Kimberley (S)	55-64	Married	M	218
Wyndham-East Kimberley (S)	55-64	Separated	F	17
Wyndham-East Kimberley (S)	55-64	Separated	M	20
Wyndham-East Kimberley (S)	55-64	Widowed	F	22
Wyndham-East Kimberley (S)	55-64	Widowed	M	10
Wyndham-East Kimberley (S)	65-74	Divorced	F	23
Wyndham-East Kimberley (S)	65-74	Divorced	M	43
Wyndham-East Kimberley (S)	65-74	Married	F	62
Wyndham-East Kimberley (S)	65-74	Married	M	100
Wyndham-East Kimberley (S)	65-74	Separated	F	9
Wyndham-East Kimberley (S)	65-74	Separated	M	10
Wyndham-East Kimberley (S)	65-74	Widowed	F	27
Wyndham-East Kimberley (S)	65-74	Widowed	M	13
Wyndham-East Kimberley (S)	75-84	Divorced	F	3
Wyndham-East Kimberley (S)	75-84	Divorced	M	13
Wyndham-East Kimberley (S)	75-84	Married	F	11
Wyndham-East Kimberley (S)	75-84	Married	M	25
Wyndham-East Kimberley (S)	75-84	Separated	M	3
Wyndham-East Kimberley (S)	75-84	Widowed	F	12
Wyndham-East Kimberley (S)	75-84	Widowed	M	3
Wyndham-East Kimberley (S)	85+	Married	F	3
Wyndham-East Kimberley (S)	85+	Married	M	3
Wyndham-East Kimberley (S)	85+	Widowed	F	5
Wyndham-East Kimberley (S)	85+	Widowed	M	4
Yalgoo (S)	25-34	Married	F	3
Yalgoo (S)	25-34	Married	M	6
Yalgoo (S)	25-34	Separated	M	3
Yalgoo (S)	35-44	Married	F	3
Yalgoo (S)	35-44	Married	M	12
Yalgoo (S)	35-44	Separated	M	3
Yalgoo (S)	35-44	Widowed	F	3
Yalgoo (S)	45-54	Divorced	F	6
Yalgoo (S)	45-54	Divorced	M	5
Yalgoo (S)	45-54	Married	F	8
Yalgoo (S)	45-54	Married	M	21
Yalgoo (S)	45-54	Separated	M	3
Yalgoo (S)	55-64	Divorced	F	7
Yalgoo (S)	55-64	Divorced	M	11
Yalgoo (S)	55-64	Married	F	10
Yalgoo (S)	55-64	Married	M	15
Yalgoo (S)	55-64	Widowed	F	3
Yalgoo (S)	65-74	Separated	M	3
Yalgoo (S)	75-84	Married	F	3
Yalgoo (S)	85+	Widowed	F	3
Yilgarn (S)	20-24	Married	F	4
Yilgarn (S)	25-34	Married	F	22
Yilgarn (S)	25-34	Married	M	45
Yilgarn (S)	25-34	Separated	M	3
Yilgarn (S)	35-44	Divorced	F	5
Yilgarn (S)	35-44	Divorced	M	13
Yilgarn (S)	35-44	Married	F	37
Yilgarn (S)	35-44	Married	M	42
Yilgarn (S)	35-44	Separated	F	3
Yilgarn (S)	35-44	Separated	M	14
Yilgarn (S)	45-54	Divorced	F	19
Yilgarn (S)	45-54	Divorced	M	17
Yilgarn (S)	45-54	Married	F	61
Yilgarn (S)	45-54	Married	M	79
Yilgarn (S)	45-54	Separated	F	4
Yilgarn (S)	45-54	Separated	M	8
Yilgarn (S)	55-64	Divorced	F	18
Yilgarn (S)	55-64	Divorced	M	25
Yilgarn (S)	55-64	Married	F	42
Yilgarn (S)	55-64	Married	M	59
Yilgarn (S)	55-64	Separated	F	4
Yilgarn (S)	55-64	Separated	M	7
Yilgarn (S)	65-74	Divorced	F	6
Yilgarn (S)	65-74	Divorced	M	16
Yilgarn (S)	65-74	Married	F	38
Yilgarn (S)	65-74	Married	M	34
Yilgarn (S)	65-74	Separated	M	4
Yilgarn (S)	65-74	Widowed	F	3
Yilgarn (S)	65-74	Widowed	M	3
Yilgarn (S)	75-84	Divorced	M	3
Yilgarn (S)	75-84	Married	F	13
Yilgarn (S)	75-84	Married	M	22
Yilgarn (S)	75-84	Widowed	F	5
Yilgarn (S)	75-84	Widowed	M	3
Yilgarn (S)	85+	Married	M	6
Yilgarn (S)	85+	Widowed	F	3
Yilgarn (S)	85+	Widowed	M	7
York (S)	20-24	Married	F	4
York (S)	20-24	Married	M	3
York (S)	25-34	Divorced	F	3
York (S)	25-34	Divorced	M	8
York (S)	25-34	Married	F	56
York (S)	25-34	Married	M	34
York (S)	25-34	Separated	F	6
York (S)	25-34	Separated	M	3
York (S)	35-44	Divorced	F	13
York (S)	35-44	Divorced	M	8
York (S)	35-44	Married	F	103
York (S)	35-44	Married	M	94
York (S)	35-44	Separated	F	11
York (S)	35-44	Separated	M	3
York (S)	35-44	Widowed	F	4
York (S)	45-54	Divorced	F	50
York (S)	45-54	Divorced	M	37
York (S)	45-54	Married	F	157
York (S)	45-54	Married	M	148
York (S)	45-54	Separated	F	19
York (S)	45-54	Separated	M	21
York (S)	45-54	Widowed	F	7
York (S)	55-64	Divorced	F	60
York (S)	55-64	Divorced	M	57
York (S)	55-64	Married	F	224
York (S)	55-64	Married	M	190
York (S)	55-64	Separated	F	17
York (S)	55-64	Separated	M	18
York (S)	55-64	Widowed	F	13
York (S)	55-64	Widowed	M	4
York (S)	65-74	Divorced	F	43
York (S)	65-74	Divorced	M	60
York (S)	65-74	Married	F	178
York (S)	65-74	Married	M	226
York (S)	65-74	Separated	F	8
York (S)	65-74	Separated	M	5
York (S)	65-74	Widowed	F	50
York (S)	65-74	Widowed	M	13
York (S)	75-84	Divorced	F	15
York (S)	75-84	Divorced	M	19
York (S)	75-84	Married	F	62
York (S)	75-84	Married	M	91
York (S)	75-84	Separated	M	6
York (S)	75-84	Widowed	F	54
York (S)	75-84	Widowed	M	20
York (S)	85+	Married	F	13
York (S)	85+	Married	M	12
York (S)	85+	Widowed	F	28
York (S)	85+	Widowed	M	16
No usual address (WA)	20-24	Married	F	10
No usual address (WA)	20-24	Married	M	5
No usual address (WA)	25-34	Divorced	F	10
No usual address (WA)	25-34	Divorced	M	17
No usual address (WA)	25-34	Married	F	98
No usual address (WA)	25-34	Married	M	84
No usual address (WA)	25-34	Separated	F	15
No usual address (WA)	25-34	Separated	M	35
No usual address (WA)	25-34	Widowed	M	4
No usual address (WA)	35-44	Divorced	F	25
No usual address (WA)	35-44	Divorced	M	61
No usual address (WA)	35-44	Married	F	75
No usual address (WA)	35-44	Married	M	128
No usual address (WA)	35-44	Separated	F	25
No usual address (WA)	35-44	Separated	M	56
No usual address (WA)	35-44	Widowed	F	8
No usual address (WA)	45-54	Divorced	F	70
No usual address (WA)	45-54	Divorced	M	152
No usual address (WA)	45-54	Married	F	107
No usual address (WA)	45-54	Married	M	117
No usual address (WA)	45-54	Separated	F	30
No usual address (WA)	45-54	Separated	M	80
No usual address (WA)	45-54	Widowed	F	8
No usual address (WA)	45-54	Widowed	M	11
No usual address (WA)	55-64	Divorced	F	94
No usual address (WA)	55-64	Divorced	M	164
No usual address (WA)	55-64	Married	F	257
No usual address (WA)	55-64	Married	M	214
No usual address (WA)	55-64	Separated	F	29
No usual address (WA)	55-64	Separated	M	41
No usual address (WA)	55-64	Widowed	F	23
No usual address (WA)	55-64	Widowed	M	15
No usual address (WA)	65-74	Divorced	F	61
No usual address (WA)	65-74	Divorced	M	94
No usual address (WA)	65-74	Married	F	164
No usual address (WA)	65-74	Married	M	201
No usual address (WA)	65-74	Separated	F	4
No usual address (WA)	65-74	Separated	M	45
No usual address (WA)	65-74	Widowed	F	15
No usual address (WA)	65-74	Widowed	M	11
No usual address (WA)	75-84	Divorced	F	3
No usual address (WA)	75-84	Divorced	M	9
No usual address (WA)	75-84	Married	F	23
No usual address (WA)	75-84	Married	M	30
No usual address (WA)	75-84	Separated	M	3
No usual address (WA)	75-84	Widowed	F	7
No usual address (WA)	75-84	Widowed	M	4
No usual address (WA)	85+	Married	M	3
No usual address (WA)	85+	Widowed	F	12
No usual address (WA)	85+	Widowed	M	3
Migratory - Offshore - Shipping (WA)	20-24	Married	M	3
Migratory - Offshore - Shipping (WA)	25-34	Married	M	42
Migratory - Offshore - Shipping (WA)	25-34	Separated	M	3
Migratory - Offshore - Shipping (WA)	35-44	Divorced	M	4
Migratory - Offshore - Shipping (WA)	35-44	Married	M	61
Migratory - Offshore - Shipping (WA)	35-44	Separated	M	3
Migratory - Offshore - Shipping (WA)	45-54	Divorced	F	6
Migratory - Offshore - Shipping (WA)	45-54	Divorced	M	8
Migratory - Offshore - Shipping (WA)	45-54	Married	M	60
Migratory - Offshore - Shipping (WA)	45-54	Separated	M	4
Migratory - Offshore - Shipping (WA)	55-64	Divorced	M	6
Migratory - Offshore - Shipping (WA)	55-64	Married	F	4
Migratory - Offshore - Shipping (WA)	55-64	Married	M	29
Migratory - Offshore - Shipping (WA)	65-74	Divorced	M	3
Migratory - Offshore - Shipping (WA)	65-74	Married	M	3
Break O'Day (M)	20-24	Married	F	7
Break O'Day (M)	20-24	Married	M	5
Break O'Day (M)	25-34	Divorced	F	4
Break O'Day (M)	25-34	Married	F	70
Break O'Day (M)	25-34	Married	M	49
Break O'Day (M)	25-34	Separated	F	5
Break O'Day (M)	25-34	Separated	M	4
Break O'Day (M)	35-44	Divorced	F	21
Break O'Day (M)	35-44	Divorced	M	18
Break O'Day (M)	35-44	Married	F	147
Break O'Day (M)	35-44	Married	M	122
Break O'Day (M)	35-44	Separated	F	23
Break O'Day (M)	35-44	Separated	M	19
Break O'Day (M)	35-44	Widowed	F	3
Break O'Day (M)	45-54	Divorced	F	83
Break O'Day (M)	45-54	Divorced	M	63
Break O'Day (M)	45-54	Married	F	226
Break O'Day (M)	45-54	Married	M	200
Break O'Day (M)	45-54	Separated	F	27
Break O'Day (M)	45-54	Separated	M	19
Break O'Day (M)	45-54	Widowed	F	13
Break O'Day (M)	45-54	Widowed	M	3
Break O'Day (M)	55-64	Divorced	F	134
Break O'Day (M)	55-64	Divorced	M	156
Break O'Day (M)	55-64	Married	F	364
Break O'Day (M)	55-64	Married	M	326
Break O'Day (M)	55-64	Separated	F	17
Break O'Day (M)	55-64	Separated	M	34
Break O'Day (M)	55-64	Widowed	F	46
Break O'Day (M)	55-64	Widowed	M	26
Break O'Day (M)	65-74	Divorced	F	79
Break O'Day (M)	65-74	Divorced	M	118
Break O'Day (M)	65-74	Married	F	333
Break O'Day (M)	65-74	Married	M	385
Break O'Day (M)	65-74	Separated	F	17
Break O'Day (M)	65-74	Separated	M	32
Break O'Day (M)	65-74	Widowed	F	71
Break O'Day (M)	65-74	Widowed	M	40
Break O'Day (M)	75-84	Divorced	F	28
Break O'Day (M)	75-84	Divorced	M	22
Break O'Day (M)	75-84	Married	F	98
Break O'Day (M)	75-84	Married	M	164
Break O'Day (M)	75-84	Separated	M	10
Break O'Day (M)	75-84	Widowed	F	84
Break O'Day (M)	75-84	Widowed	M	35
Break O'Day (M)	85+	Divorced	F	3
Break O'Day (M)	85+	Divorced	M	6
Break O'Day (M)	85+	Married	F	16
Break O'Day (M)	85+	Married	M	22
Break O'Day (M)	85+	Widowed	F	72
Break O'Day (M)	85+	Widowed	M	27
Brighton (M)	15-19	Married	M	5
Brighton (M)	20-24	Married	F	18
Brighton (M)	20-24	Married	M	8
Brighton (M)	20-24	Separated	F	4
Brighton (M)	20-24	Widowed	F	3
Brighton (M)	20-24	Widowed	M	3
Brighton (M)	25-34	Divorced	F	36
Brighton (M)	25-34	Divorced	M	25
Brighton (M)	25-34	Married	F	368
Brighton (M)	25-34	Married	M	284
Brighton (M)	25-34	Separated	F	35
Brighton (M)	25-34	Separated	M	21
Brighton (M)	25-34	Widowed	M	3
Brighton (M)	35-44	Divorced	F	111
Brighton (M)	35-44	Divorced	M	62
Brighton (M)	35-44	Married	F	527
Brighton (M)	35-44	Married	M	485
Brighton (M)	35-44	Separated	F	70
Brighton (M)	35-44	Separated	M	56
Brighton (M)	35-44	Widowed	F	7
Brighton (M)	35-44	Widowed	M	9
Brighton (M)	45-54	Divorced	F	174
Brighton (M)	45-54	Divorced	M	125
Brighton (M)	45-54	Married	F	554
Brighton (M)	45-54	Married	M	543
Brighton (M)	45-54	Separated	F	70
Brighton (M)	45-54	Separated	M	54
Brighton (M)	45-54	Widowed	F	27
Brighton (M)	45-54	Widowed	M	5
Brighton (M)	55-64	Divorced	F	227
Brighton (M)	55-64	Divorced	M	162
Brighton (M)	55-64	Married	F	621
Brighton (M)	55-64	Married	M	576
Brighton (M)	55-64	Separated	F	47
Brighton (M)	55-64	Separated	M	57
Brighton (M)	55-64	Widowed	F	86
Brighton (M)	55-64	Widowed	M	28
Brighton (M)	65-74	Divorced	F	101
Brighton (M)	65-74	Divorced	M	94
Brighton (M)	65-74	Married	F	344
Brighton (M)	65-74	Married	M	463
Brighton (M)	65-74	Separated	F	32
Brighton (M)	65-74	Separated	M	29
Brighton (M)	65-74	Widowed	F	141
Brighton (M)	65-74	Widowed	M	42
Brighton (M)	75-84	Divorced	F	33
Brighton (M)	75-84	Divorced	M	29
Brighton (M)	75-84	Married	F	115
Brighton (M)	75-84	Married	M	167
Brighton (M)	75-84	Separated	F	3
Brighton (M)	75-84	Separated	M	3
Brighton (M)	75-84	Widowed	F	117
Brighton (M)	75-84	Widowed	M	41
Brighton (M)	85+	Divorced	F	7
Brighton (M)	85+	Married	F	22
Brighton (M)	85+	Married	M	25
Brighton (M)	85+	Widowed	F	61
Brighton (M)	85+	Widowed	M	16
Burnie (C)	15-19	Married	M	4
Burnie (C)	15-19	Separated	F	3
Burnie (C)	20-24	Divorced	F	4
Burnie (C)	20-24	Married	F	34
Burnie (C)	20-24	Married	M	14
Burnie (C)	20-24	Separated	F	10
Burnie (C)	25-34	Divorced	F	31
Burnie (C)	25-34	Divorced	M	25
Burnie (C)	25-34	Married	F	420
Burnie (C)	25-34	Married	M	339
Burnie (C)	25-34	Separated	F	40
Burnie (C)	25-34	Separated	M	28
Burnie (C)	25-34	Widowed	F	8
Burnie (C)	35-44	Divorced	F	130
Burnie (C)	35-44	Divorced	M	87
Burnie (C)	35-44	Married	F	573
Burnie (C)	35-44	Married	M	504
Burnie (C)	35-44	Separated	F	76
Burnie (C)	35-44	Separated	M	70
Burnie (C)	35-44	Widowed	F	12
Burnie (C)	35-44	Widowed	M	4
Burnie (C)	45-54	Divorced	F	273
Burnie (C)	45-54	Divorced	M	205
Burnie (C)	45-54	Married	F	696
Burnie (C)	45-54	Married	M	685
Burnie (C)	45-54	Separated	F	95
Burnie (C)	45-54	Separated	M	69
Burnie (C)	45-54	Widowed	F	37
Burnie (C)	45-54	Widowed	M	11
Burnie (C)	55-64	Divorced	F	279
Burnie (C)	55-64	Divorced	M	214
Burnie (C)	55-64	Married	F	764
Burnie (C)	55-64	Married	M	705
Burnie (C)	55-64	Separated	F	60
Burnie (C)	55-64	Separated	M	67
Burnie (C)	55-64	Widowed	F	92
Burnie (C)	55-64	Widowed	M	29
Burnie (C)	65-74	Divorced	F	161
Burnie (C)	65-74	Divorced	M	126
Burnie (C)	65-74	Married	F	586
Burnie (C)	65-74	Married	M	655
Burnie (C)	65-74	Separated	F	23
Burnie (C)	65-74	Separated	M	30
Burnie (C)	65-74	Widowed	F	187
Burnie (C)	65-74	Widowed	M	64
Burnie (C)	75-84	Divorced	F	56
Burnie (C)	75-84	Divorced	M	43
Burnie (C)	75-84	Married	F	248
Burnie (C)	75-84	Married	M	347
Burnie (C)	75-84	Separated	F	12
Burnie (C)	75-84	Separated	M	10
Burnie (C)	75-84	Widowed	F	280
Burnie (C)	75-84	Widowed	M	89
Burnie (C)	85+	Divorced	F	11
Burnie (C)	85+	Divorced	M	10
Burnie (C)	85+	Married	F	35
Burnie (C)	85+	Married	M	83
Burnie (C)	85+	Separated	F	3
Burnie (C)	85+	Separated	M	3
Burnie (C)	85+	Widowed	F	215
Burnie (C)	85+	Widowed	M	56
Central Coast (M) (Tas.)	15-19	Married	F	3
Central Coast (M) (Tas.)	20-24	Married	F	40
Central Coast (M) (Tas.)	20-24	Married	M	17
Central Coast (M) (Tas.)	20-24	Separated	F	6
Central Coast (M) (Tas.)	20-24	Widowed	F	3
Central Coast (M) (Tas.)	25-34	Divorced	F	18
Central Coast (M) (Tas.)	25-34	Divorced	M	9
Central Coast (M) (Tas.)	25-34	Married	F	419
Central Coast (M) (Tas.)	25-34	Married	M	324
Central Coast (M) (Tas.)	25-34	Separated	F	37
Central Coast (M) (Tas.)	25-34	Separated	M	16
Central Coast (M) (Tas.)	25-34	Widowed	F	6
Central Coast (M) (Tas.)	25-34	Widowed	M	3
Central Coast (M) (Tas.)	35-44	Divorced	F	143
Central Coast (M) (Tas.)	35-44	Divorced	M	76
Central Coast (M) (Tas.)	35-44	Married	F	674
Central Coast (M) (Tas.)	35-44	Married	M	601
Central Coast (M) (Tas.)	35-44	Separated	F	78
Central Coast (M) (Tas.)	35-44	Separated	M	55
Central Coast (M) (Tas.)	35-44	Widowed	F	11
Central Coast (M) (Tas.)	35-44	Widowed	M	3
Central Coast (M) (Tas.)	45-54	Divorced	F	262
Central Coast (M) (Tas.)	45-54	Divorced	M	182
Central Coast (M) (Tas.)	45-54	Married	F	1010
Central Coast (M) (Tas.)	45-54	Married	M	861
Central Coast (M) (Tas.)	45-54	Separated	F	112
Central Coast (M) (Tas.)	45-54	Separated	M	98
Central Coast (M) (Tas.)	45-54	Widowed	F	39
Central Coast (M) (Tas.)	45-54	Widowed	M	13
Central Coast (M) (Tas.)	55-64	Divorced	F	305
Central Coast (M) (Tas.)	55-64	Divorced	M	260
Central Coast (M) (Tas.)	55-64	Married	F	1149
Central Coast (M) (Tas.)	55-64	Married	M	1125
Central Coast (M) (Tas.)	55-64	Separated	F	74
Central Coast (M) (Tas.)	55-64	Separated	M	58
Central Coast (M) (Tas.)	55-64	Widowed	F	95
Central Coast (M) (Tas.)	55-64	Widowed	M	22
Central Coast (M) (Tas.)	65-74	Divorced	F	183
Central Coast (M) (Tas.)	65-74	Divorced	M	148
Central Coast (M) (Tas.)	65-74	Married	F	886
Central Coast (M) (Tas.)	65-74	Married	M	1023
Central Coast (M) (Tas.)	65-74	Separated	F	29
Central Coast (M) (Tas.)	65-74	Separated	M	40
Central Coast (M) (Tas.)	65-74	Widowed	F	267
Central Coast (M) (Tas.)	65-74	Widowed	M	74
Central Coast (M) (Tas.)	75-84	Divorced	F	55
Central Coast (M) (Tas.)	75-84	Divorced	M	44
Central Coast (M) (Tas.)	75-84	Married	F	372
Central Coast (M) (Tas.)	75-84	Married	M	502
Central Coast (M) (Tas.)	75-84	Separated	F	11
Central Coast (M) (Tas.)	75-84	Separated	M	13
Central Coast (M) (Tas.)	75-84	Widowed	F	345
Central Coast (M) (Tas.)	75-84	Widowed	M	110
Central Coast (M) (Tas.)	85+	Divorced	F	17
Central Coast (M) (Tas.)	85+	Divorced	M	4
Central Coast (M) (Tas.)	85+	Married	F	47
Central Coast (M) (Tas.)	85+	Married	M	111
Central Coast (M) (Tas.)	85+	Separated	M	3
Central Coast (M) (Tas.)	85+	Widowed	F	254
Central Coast (M) (Tas.)	85+	Widowed	M	75
Central Highlands (M) (Tas.)	25-34	Divorced	F	4
Central Highlands (M) (Tas.)	25-34	Divorced	M	3
Central Highlands (M) (Tas.)	25-34	Married	F	38
Central Highlands (M) (Tas.)	25-34	Married	M	25
Central Highlands (M) (Tas.)	25-34	Separated	F	3
Central Highlands (M) (Tas.)	25-34	Separated	M	5
Central Highlands (M) (Tas.)	35-44	Divorced	F	9
Central Highlands (M) (Tas.)	35-44	Divorced	M	13
Central Highlands (M) (Tas.)	35-44	Married	F	65
Central Highlands (M) (Tas.)	35-44	Married	M	48
Central Highlands (M) (Tas.)	35-44	Separated	M	3
Central Highlands (M) (Tas.)	35-44	Widowed	F	8
Central Highlands (M) (Tas.)	45-54	Divorced	F	17
Central Highlands (M) (Tas.)	45-54	Divorced	M	33
Central Highlands (M) (Tas.)	45-54	Married	F	85
Central Highlands (M) (Tas.)	45-54	Married	M	87
Central Highlands (M) (Tas.)	45-54	Separated	F	6
Central Highlands (M) (Tas.)	45-54	Separated	M	16
Central Highlands (M) (Tas.)	45-54	Widowed	F	5
Central Highlands (M) (Tas.)	45-54	Widowed	M	4
Central Highlands (M) (Tas.)	55-64	Divorced	F	28
Central Highlands (M) (Tas.)	55-64	Divorced	M	46
Central Highlands (M) (Tas.)	55-64	Married	F	110
Central Highlands (M) (Tas.)	55-64	Married	M	96
Central Highlands (M) (Tas.)	55-64	Separated	F	7
Central Highlands (M) (Tas.)	55-64	Separated	M	13
Central Highlands (M) (Tas.)	55-64	Widowed	F	16
Central Highlands (M) (Tas.)	55-64	Widowed	M	9
