LGA_NAME16	CountryOfBirth	persons
Cottesloe (T)	PHL	4
Cottesloe (T)	PNG	4
Cottesloe (T)	POL	6
Cottesloe (T)	SGP	39
Cottesloe (T)	THA	4
Cottesloe (T)	TUR	4
Cottesloe (T)	TWN	3
Cottesloe (T)	USA	102
Cottesloe (T)	VNM	7
Cottesloe (T)	ZAF	143
Cottesloe (T)	ZWE	24
Cranbrook (S)		131
Cranbrook (S)	AUS	788
Cranbrook (S)	GBR	80
Cranbrook (S)	IND	5
Cranbrook (S)	IRL	3
Cranbrook (S)	ITA	3
Cranbrook (S)	NLD	4
Cranbrook (S)	NZL	30
Cranbrook (S)	PHL	17
Cranbrook (S)	THA	3
Cranbrook (S)	ZAF	7
Cranbrook (S)	ZWE	10
Cuballing (S)		133
Cuballing (S)	AUS	626
Cuballing (S)	DEU	3
Cuballing (S)	GBR	55
Cuballing (S)	IRL	4
Cuballing (S)	NLD	4
Cuballing (S)	NZL	14
Cuballing (S)	THA	5
Cuballing (S)	ZAF	9
Cue (S)		55
Cue (S)	AUS	113
Cue (S)	GBR	10
Cue (S)	NZL	4
Cue (S)	ZAF	5
Cue (S)	ZWE	3
Cunderdin (S)		151
Cunderdin (S)	AUS	1066
Cunderdin (S)	CAN	3
Cunderdin (S)	CHN	5
Cunderdin (S)	DEU	4
Cunderdin (S)	GBR	62
Cunderdin (S)	IND	8
Cunderdin (S)	IRL	3
Cunderdin (S)	NLD	5
Cunderdin (S)	NZL	35
Cunderdin (S)	PHL	83
Cunderdin (S)	USA	3
Cunderdin (S)	ZAF	14
Cunderdin (S)	ZWE	7
Dalwallinu (S)		168
Dalwallinu (S)	AUS	1016
Dalwallinu (S)	CHN	3
Dalwallinu (S)	DEU	4
Dalwallinu (S)	GBR	40
Dalwallinu (S)	IRL	7
Dalwallinu (S)	NLD	3
Dalwallinu (S)	NZL	45
Dalwallinu (S)	PHL	85
Dalwallinu (S)	THA	4
Dalwallinu (S)	ZAF	22
Dalwallinu (S)	ZWE	7
Dandaragan (S)		377
Dandaragan (S)	AUS	2427
Dandaragan (S)	BGD	3
Dandaragan (S)	CAN	6
Dandaragan (S)	DEU	15
Dandaragan (S)	FRA	5
Dandaragan (S)	GBR	158
Dandaragan (S)	GRC	3
Dandaragan (S)	IDN	3
Dandaragan (S)	IND	6
Dandaragan (S)	IRL	6
Dandaragan (S)	ITA	3
Dandaragan (S)	LKA	4
Dandaragan (S)	MYS	3
Dandaragan (S)	NLD	10
Dandaragan (S)	NZL	105
Dandaragan (S)	PAK	3
Dandaragan (S)	PHL	7
Dandaragan (S)	THA	12
Dandaragan (S)	TWN	18
Dandaragan (S)	USA	3
Dandaragan (S)	ZAF	29
Dandaragan (S)	ZWE	3
Dardanup (S)		1081
Dardanup (S)	AFG	3
Dardanup (S)	AUS	10713
Dardanup (S)	BGD	9
Dardanup (S)	CAN	19
Dardanup (S)	CHL	9
Dardanup (S)	CHN	11
Dardanup (S)	DEU	48
Dardanup (S)	EGY	4
Dardanup (S)	FRA	9
Dardanup (S)	GBR	858
Dardanup (S)	GRC	4
Dardanup (S)	HKG	5
Dardanup (S)	HRV	3
Dardanup (S)	IDN	3
Dardanup (S)	IND	78
Dardanup (S)	IRL	46
Dardanup (S)	IRN	10
Dardanup (S)	IRQ	5
Dardanup (S)	ITA	26
Dardanup (S)	JPN	9
Dardanup (S)	KOR	27
Dardanup (S)	LBN	4
Dardanup (S)	LKA	9
Dardanup (S)	MMR	4
Dardanup (S)	MUS	7
Dardanup (S)	MYS	17
Dardanup (S)	NLD	61
Dardanup (S)	NZL	472
Dardanup (S)	PAK	9
Dardanup (S)	PHL	88
Dardanup (S)	PNG	13
Dardanup (S)	POL	13
Dardanup (S)	SGP	26
Dardanup (S)	THA	18
Dardanup (S)	TWN	3
Dardanup (S)	USA	45
Dardanup (S)	VNM	3
Dardanup (S)	ZAF	180
Dardanup (S)	ZWE	71
Denmark (S)		720
Denmark (S)	AUS	3887
Denmark (S)	CAN	20
Denmark (S)	CHL	4
Denmark (S)	CHN	6
Denmark (S)	DEU	56
Denmark (S)	FRA	9
Denmark (S)	GBR	713
Denmark (S)	HKG	3
Denmark (S)	HRV	3
Denmark (S)	IDN	6
Denmark (S)	IND	13
Denmark (S)	IRL	21
Denmark (S)	ITA	7
Denmark (S)	JPN	3
Denmark (S)	LKA	3
Denmark (S)	MLT	3
Denmark (S)	MMR	6
Denmark (S)	MUS	3
Denmark (S)	MYS	15
Denmark (S)	NLD	48
Denmark (S)	NZL	124
Denmark (S)	PHL	6
Denmark (S)	PNG	3
Denmark (S)	POL	11
Denmark (S)	SGP	3
Denmark (S)	THA	3
Denmark (S)	TUR	3
Denmark (S)	USA	36
Denmark (S)	VNM	9
Denmark (S)	ZAF	65
Denmark (S)	ZWE	23
Derby-West Kimberley (S)		702
Derby-West Kimberley (S)	AUS	6457
Derby-West Kimberley (S)	CAN	6
Derby-West Kimberley (S)	CHN	7
Derby-West Kimberley (S)	DEU	15
Derby-West Kimberley (S)	EGY	6
Derby-West Kimberley (S)	FJI	6
Derby-West Kimberley (S)	FRA	7
Derby-West Kimberley (S)	GBR	123
Derby-West Kimberley (S)	HKG	4
Derby-West Kimberley (S)	IDN	5
Derby-West Kimberley (S)	IND	51
Derby-West Kimberley (S)	IRL	9
Derby-West Kimberley (S)	IRN	4
Derby-West Kimberley (S)	ITA	10
Derby-West Kimberley (S)	KOR	4
Derby-West Kimberley (S)	LKA	14
Derby-West Kimberley (S)	MLT	3
Derby-West Kimberley (S)	MUS	3
Derby-West Kimberley (S)	MYS	6
Derby-West Kimberley (S)	NLD	4
Derby-West Kimberley (S)	NZL	155
Derby-West Kimberley (S)	PHL	35
Derby-West Kimberley (S)	PNG	13
Derby-West Kimberley (S)	POL	3
Derby-West Kimberley (S)	SGP	5
Derby-West Kimberley (S)	THA	9
Derby-West Kimberley (S)	TWN	6
Derby-West Kimberley (S)	USA	14
Derby-West Kimberley (S)	VNM	3
Derby-West Kimberley (S)	ZAF	16
Derby-West Kimberley (S)	ZWE	17
Donnybrook-Balingup (S)		681
Donnybrook-Balingup (S)	AFG	14
Donnybrook-Balingup (S)	AUS	4226
Donnybrook-Balingup (S)	CAN	7
Donnybrook-Balingup (S)	CHN	14
Donnybrook-Balingup (S)	DEU	30
Donnybrook-Balingup (S)	FJI	3
Donnybrook-Balingup (S)	FRA	15
Donnybrook-Balingup (S)	GBR	495
Donnybrook-Balingup (S)	HRV	3
Donnybrook-Balingup (S)	IDN	3
Donnybrook-Balingup (S)	IND	10
Donnybrook-Balingup (S)	IRL	11
Donnybrook-Balingup (S)	ITA	52
Donnybrook-Balingup (S)	JPN	9
Donnybrook-Balingup (S)	KOR	3
Donnybrook-Balingup (S)	MUS	3
Donnybrook-Balingup (S)	MYS	16
Donnybrook-Balingup (S)	NLD	26
Donnybrook-Balingup (S)	NZL	122
Donnybrook-Balingup (S)	PAK	5
Donnybrook-Balingup (S)	PHL	23
Donnybrook-Balingup (S)	PNG	3
Donnybrook-Balingup (S)	POL	14
Donnybrook-Balingup (S)	SGP	4
Donnybrook-Balingup (S)	THA	4
Donnybrook-Balingup (S)	TWN	23
Donnybrook-Balingup (S)	USA	10
Donnybrook-Balingup (S)	VNM	7
Donnybrook-Balingup (S)	ZAF	33
Donnybrook-Balingup (S)	ZWE	9
Dowerin (S)		57
Dowerin (S)	AUS	576
Dowerin (S)	DEU	3
Dowerin (S)	GBR	32
Dowerin (S)	ITA	3
Dowerin (S)	NLD	5
Dowerin (S)	NZL	3
Dumbleyung (S)		90
Dumbleyung (S)	AUS	519
Dumbleyung (S)	GBR	31
Dumbleyung (S)	IRL	3
Dumbleyung (S)	NLD	3
Dumbleyung (S)	NZL	14
Dumbleyung (S)	PHL	3
Dumbleyung (S)	ZAF	3
Dundas (S)		155
Dundas (S)	AUS	469
Dundas (S)	DEU	8
Dundas (S)	GBR	40
Dundas (S)	IDN	3
Dundas (S)	IND	8
Dundas (S)	LKA	4
Dundas (S)	NZL	54
Dundas (S)	PAK	3
Dundas (S)	PHL	6
Dundas (S)	THA	4
Dundas (S)	USA	3
Dundas (S)	ZAF	9
Dundas (S)	ZWE	3
East Fremantle (T)		659
East Fremantle (T)	AUS	5122
East Fremantle (T)	BIH	3
East Fremantle (T)	CAN	24
East Fremantle (T)	CHL	4
East Fremantle (T)	CHN	8
East Fremantle (T)	DEU	42
East Fremantle (T)	EGY	7
East Fremantle (T)	FJI	3
East Fremantle (T)	FRA	24
East Fremantle (T)	GBR	731
East Fremantle (T)	HKG	7
East Fremantle (T)	HRV	11
East Fremantle (T)	IDN	5
East Fremantle (T)	IND	32
East Fremantle (T)	IRL	71
East Fremantle (T)	IRN	10
East Fremantle (T)	ITA	117
East Fremantle (T)	JPN	17
East Fremantle (T)	KOR	12
East Fremantle (T)	LKA	3
East Fremantle (T)	MMR	3
East Fremantle (T)	MUS	3
East Fremantle (T)	MYS	22
East Fremantle (T)	NLD	34
East Fremantle (T)	NPL	3
East Fremantle (T)	NZL	173
East Fremantle (T)	PHL	12
East Fremantle (T)	PNG	7
East Fremantle (T)	POL	8
East Fremantle (T)	SGP	13
East Fremantle (T)	THA	13
East Fremantle (T)	USA	62
East Fremantle (T)	VNM	13
East Fremantle (T)	ZAF	58
East Fremantle (T)	ZWE	17
East Pilbara (S)		2180
East Pilbara (S)	AUS	6445
East Pilbara (S)	BGD	10
East Pilbara (S)	CAN	7
East Pilbara (S)	CHL	5
East Pilbara (S)	CHN	8
East Pilbara (S)	DEU	16
East Pilbara (S)	EGY	3
East Pilbara (S)	FJI	17
East Pilbara (S)	FRA	18
East Pilbara (S)	GBR	366
East Pilbara (S)	HKG	7
East Pilbara (S)	HRV	7
East Pilbara (S)	IDN	31
East Pilbara (S)	IND	65
East Pilbara (S)	IRL	50
East Pilbara (S)	IRN	6
East Pilbara (S)	ITA	3
East Pilbara (S)	JPN	5
East Pilbara (S)	KOR	12
East Pilbara (S)	LKA	6
East Pilbara (S)	MKD	10
East Pilbara (S)	MLT	4
East Pilbara (S)	MMR	9
East Pilbara (S)	MUS	3
East Pilbara (S)	MYS	35
East Pilbara (S)	NLD	6
East Pilbara (S)	NZL	769
East Pilbara (S)	PHL	181
East Pilbara (S)	PNG	42
East Pilbara (S)	POL	6
East Pilbara (S)	SGP	9
East Pilbara (S)	THA	55
East Pilbara (S)	TWN	3
East Pilbara (S)	USA	16
East Pilbara (S)	VNM	9
East Pilbara (S)	ZAF	86
East Pilbara (S)	ZWE	79
Esperance (S)		1877
Esperance (S)	AUS	10694
Esperance (S)	BGD	5
Esperance (S)	CAN	18
Esperance (S)	CHL	3
Esperance (S)	CHN	12
Esperance (S)	DEU	63
Esperance (S)	FJI	5
Esperance (S)	FRA	11
Esperance (S)	GBR	590
Esperance (S)	HKG	15
Esperance (S)	HRV	3
Esperance (S)	IDN	12
Esperance (S)	IND	31
Esperance (S)	IRL	33
Esperance (S)	IRN	3
Esperance (S)	ITA	17
Esperance (S)	KOR	9
Esperance (S)	LKA	11
Esperance (S)	MYS	12
Esperance (S)	NLD	44
Esperance (S)	NPL	3
Esperance (S)	NZL	414
Esperance (S)	PHL	59
Esperance (S)	PNG	14
Esperance (S)	POL	5
Esperance (S)	SGP	7
Esperance (S)	THA	23
Esperance (S)	TWN	8
Esperance (S)	USA	29
Esperance (S)	VNM	7
Esperance (S)	ZAF	159
Esperance (S)	ZWE	38
Exmouth (S)		321
Exmouth (S)	AUS	1997
Exmouth (S)	CAN	10
Exmouth (S)	CHN	3
Exmouth (S)	DEU	30
Exmouth (S)	FRA	11
Exmouth (S)	GBR	154
Exmouth (S)	GRC	3
Exmouth (S)	HKG	4
Exmouth (S)	IND	3
Exmouth (S)	IRL	3
Exmouth (S)	ITA	6
Exmouth (S)	KOR	3
Exmouth (S)	MYS	3
Exmouth (S)	NLD	12
Exmouth (S)	NPL	5
Exmouth (S)	NZL	63
Exmouth (S)	PHL	31
Exmouth (S)	POL	3
Exmouth (S)	USA	29
Exmouth (S)	ZAF	9
Exmouth (S)	ZWE	10
Fremantle (C)		3710
Fremantle (C)	AFG	3
Fremantle (C)	AUS	17550
Fremantle (C)	BGD	7
Fremantle (C)	BIH	43
Fremantle (C)	CAN	151
Fremantle (C)	CHL	60
Fremantle (C)	CHN	81
Fremantle (C)	DEU	209
Fremantle (C)	EGY	17
Fremantle (C)	FJI	8
Fremantle (C)	FRA	187
Fremantle (C)	GBR	3015
Fremantle (C)	GRC	31
Fremantle (C)	HKG	32
Fremantle (C)	HRV	154
Fremantle (C)	IDN	50
Fremantle (C)	IND	139
Fremantle (C)	IRL	280
Fremantle (C)	IRN	46
Fremantle (C)	IRQ	11
Fremantle (C)	ITA	902
Fremantle (C)	JPN	77
Fremantle (C)	KHM	4
Fremantle (C)	KOR	34
Fremantle (C)	LBN	3
Fremantle (C)	LKA	33
Fremantle (C)	MKD	10
Fremantle (C)	MLT	6
Fremantle (C)	MMR	16
Fremantle (C)	MUS	25
Fremantle (C)	MYS	104
Fremantle (C)	NLD	117
Fremantle (C)	NPL	21
Fremantle (C)	NZL	691
Fremantle (C)	PAK	20
Fremantle (C)	PHL	156
Fremantle (C)	PNG	20
Fremantle (C)	POL	96
Fremantle (C)	SGP	91
Fremantle (C)	THA	53
Fremantle (C)	TUR	4
Fremantle (C)	TWN	25
Fremantle (C)	USA	215
Fremantle (C)	VNM	28
Fremantle (C)	ZAF	271
Fremantle (C)	ZWE	69
Gingin (S)		678
Gingin (S)	AFG	5
Gingin (S)	AUS	3384
Gingin (S)	CAN	4
Gingin (S)	CHL	3
Gingin (S)	CHN	6
Gingin (S)	DEU	32
Gingin (S)	FRA	8
Gingin (S)	GBR	503
Gingin (S)	GRC	3
Gingin (S)	HKG	11
Gingin (S)	HRV	3
Gingin (S)	IDN	6
Gingin (S)	IND	13
Gingin (S)	IRL	27
Gingin (S)	ITA	31
Gingin (S)	JPN	7
Gingin (S)	KOR	3
Gingin (S)	LKA	3
Gingin (S)	MKD	3
Gingin (S)	MLT	3
Gingin (S)	MMR	7
Gingin (S)	MUS	3
Gingin (S)	MYS	20
Gingin (S)	NLD	24
Gingin (S)	NZL	131
Gingin (S)	PHL	91
Gingin (S)	POL	10
Gingin (S)	SGP	3
Gingin (S)	THA	9
Gingin (S)	TWN	92
Gingin (S)	USA	17
Gingin (S)	VNM	21
Gingin (S)	ZAF	38
Gingin (S)	ZWE	15
Gnowangerup (S)		152
Gnowangerup (S)	AUS	905
Gnowangerup (S)	DEU	9
Gnowangerup (S)	GBR	40
Gnowangerup (S)	MYS	7
Gnowangerup (S)	NLD	6
Gnowangerup (S)	NZL	47
Gnowangerup (S)	PHL	38
Gnowangerup (S)	THA	3
Gnowangerup (S)	USA	3
Gnowangerup (S)	ZAF	9
Goomalling (S)		120
Goomalling (S)	AUS	810
Goomalling (S)	DEU	5
Goomalling (S)	GBR	54
Goomalling (S)	HKG	3
Goomalling (S)	IRL	3
Goomalling (S)	ITA	3
Goomalling (S)	NLD	9
Goomalling (S)	NZL	12
Goomalling (S)	USA	3
Goomalling (S)	ZAF	3
Goomalling (S)	ZWE	3
Gosnells (C)		10595
Gosnells (C)	AFG	1394
Gosnells (C)	AUS	60443
Gosnells (C)	BGD	395
Gosnells (C)	BIH	73
Gosnells (C)	CAN	110
Gosnells (C)	CHL	124
Gosnells (C)	CHN	3273
Gosnells (C)	DEU	360
Gosnells (C)	EGY	190
Gosnells (C)	FJI	98
Gosnells (C)	FRA	86
Gosnells (C)	GBR	8820
Gosnells (C)	GRC	25
Gosnells (C)	HKG	346
Gosnells (C)	HRV	98
Gosnells (C)	IDN	1517
Gosnells (C)	IND	5905
Gosnells (C)	IRL	446
Gosnells (C)	IRN	316
Gosnells (C)	IRQ	438
Gosnells (C)	ITA	559
Gosnells (C)	JPN	125
Gosnells (C)	KHM	210
Gosnells (C)	KOR	467
Gosnells (C)	LBN	153
Gosnells (C)	LKA	1199
Gosnells (C)	MKD	15
Gosnells (C)	MLT	43
Gosnells (C)	MMR	1557
Gosnells (C)	MUS	404
Gosnells (C)	MYS	3650
Gosnells (C)	NLD	452
Gosnells (C)	NPL	181
Gosnells (C)	NZL	3971
Gosnells (C)	PAK	904
Gosnells (C)	PHL	2924
Gosnells (C)	PNG	168
Gosnells (C)	POL	184
Gosnells (C)	SGP	1697
Gosnells (C)	THA	647
Gosnells (C)	TUR	136
Gosnells (C)	TWN	406
Gosnells (C)	USA	267
Gosnells (C)	VNM	512
Gosnells (C)	ZAF	1731
Gosnells (C)	ZWE	470
Greater Geraldton (C)		3749
Greater Geraldton (C)	AUS	29553
Greater Geraldton (C)	BGD	17
Greater Geraldton (C)	CAN	55
Greater Geraldton (C)	CHL	7
Greater Geraldton (C)	CHN	51
Greater Geraldton (C)	DEU	146
Greater Geraldton (C)	EGY	14
Greater Geraldton (C)	FJI	40
Greater Geraldton (C)	FRA	28
Greater Geraldton (C)	GBR	1856
Greater Geraldton (C)	GRC	15
Greater Geraldton (C)	HKG	9
Greater Geraldton (C)	HRV	9
Greater Geraldton (C)	IDN	60
Greater Geraldton (C)	IND	212
Greater Geraldton (C)	IRL	112
Greater Geraldton (C)	IRN	4
Greater Geraldton (C)	ITA	143
Greater Geraldton (C)	JPN	8
Greater Geraldton (C)	KHM	6
Greater Geraldton (C)	KOR	6
Greater Geraldton (C)	LKA	46
Greater Geraldton (C)	MKD	11
Greater Geraldton (C)	MLT	16
Greater Geraldton (C)	MMR	17
Greater Geraldton (C)	MUS	14
Greater Geraldton (C)	MYS	67
Greater Geraldton (C)	NLD	95
Greater Geraldton (C)	NPL	12
Greater Geraldton (C)	NZL	723
Greater Geraldton (C)	PAK	42
Greater Geraldton (C)	PHL	498
Greater Geraldton (C)	PNG	12
Greater Geraldton (C)	POL	15
Greater Geraldton (C)	SGP	36
Greater Geraldton (C)	THA	105
Greater Geraldton (C)	TUR	5
Greater Geraldton (C)	TWN	28
Greater Geraldton (C)	USA	71
Greater Geraldton (C)	VNM	80
Greater Geraldton (C)	ZAF	524
Greater Geraldton (C)	ZWE	115
Halls Creek (S)		400
Halls Creek (S)	AUS	2687
Halls Creek (S)	CHN	6
Halls Creek (S)	DEU	8
Halls Creek (S)	FJI	3
Halls Creek (S)	FRA	3
Halls Creek (S)	GBR	29
Halls Creek (S)	IDN	3
Halls Creek (S)	IND	19
Halls Creek (S)	JPN	3
Halls Creek (S)	LKA	5
Halls Creek (S)	NZL	43
Halls Creek (S)	PAK	8
Halls Creek (S)	PHL	4
Halls Creek (S)	PNG	4
Halls Creek (S)	THA	3
Halls Creek (S)	TWN	9
Halls Creek (S)	USA	7
Halls Creek (S)	ZAF	5
Halls Creek (S)	ZWE	4
Harvey (S)		2376
Harvey (S)	AUS	19334
Harvey (S)	BIH	5
Harvey (S)	CAN	20
Harvey (S)	CHN	62
Harvey (S)	DEU	90
Harvey (S)	EGY	3
Harvey (S)	FJI	7
Harvey (S)	FRA	17
Harvey (S)	GBR	1833
Harvey (S)	HKG	8
Harvey (S)	HRV	3
Harvey (S)	IDN	28
Harvey (S)	IND	79
Harvey (S)	IRL	96
Harvey (S)	IRN	11
Harvey (S)	IRQ	9
Harvey (S)	ITA	176
Harvey (S)	JPN	13
Harvey (S)	KHM	3
Harvey (S)	KOR	34
Harvey (S)	LKA	10
Harvey (S)	MLT	4
Harvey (S)	MMR	11
Harvey (S)	MUS	8
Harvey (S)	MYS	38
Harvey (S)	NLD	103
Harvey (S)	NZL	1017
Harvey (S)	PAK	4
Harvey (S)	PHL	389
Harvey (S)	PNG	13
Harvey (S)	POL	16
Harvey (S)	SGP	23
Harvey (S)	THA	25
Harvey (S)	TWN	85
Harvey (S)	USA	51
Harvey (S)	VNM	12
Harvey (S)	ZAF	396
Harvey (S)	ZWE	136
Irwin (S)		323
Irwin (S)	AUS	2782
Irwin (S)	CHN	3
Irwin (S)	DEU	16
Irwin (S)	GBR	240
Irwin (S)	IND	8
Irwin (S)	IRL	12
Irwin (S)	ITA	9
Irwin (S)	MMR	3
Irwin (S)	MYS	3
Irwin (S)	NLD	21
Irwin (S)	NZL	107
Irwin (S)	PHL	10
Irwin (S)	THA	16
Irwin (S)	USA	5
Irwin (S)	ZAF	5
Irwin (S)	ZWE	5
Jerramungup (S)		169
Jerramungup (S)	AUS	827
Jerramungup (S)	DEU	6
Jerramungup (S)	GBR	34
Jerramungup (S)	IDN	4
Jerramungup (S)	ITA	3
Jerramungup (S)	NLD	7
Jerramungup (S)	NZL	59
Jerramungup (S)	PHL	4
Jerramungup (S)	ZAF	3
Joondalup (C)		10930
Joondalup (C)	AFG	83
Joondalup (C)	AUS	89515
Joondalup (C)	BGD	50
Joondalup (C)	BIH	94
Joondalup (C)	CAN	453
Joondalup (C)	CHL	78
Joondalup (C)	CHN	926
Joondalup (C)	DEU	911
Joondalup (C)	EGY	263
Joondalup (C)	FJI	43
Joondalup (C)	FRA	188
Joondalup (C)	GBR	27438
Joondalup (C)	GRC	134
Joondalup (C)	HKG	264
Joondalup (C)	HRV	190
Joondalup (C)	IDN	340
Joondalup (C)	IND	1288
Joondalup (C)	IRL	2319
Joondalup (C)	IRN	341
Joondalup (C)	IRQ	36
Joondalup (C)	ITA	789
Joondalup (C)	JPN	241
Joondalup (C)	KHM	36
Joondalup (C)	KOR	145
Joondalup (C)	LBN	54
Joondalup (C)	LKA	157
Joondalup (C)	MKD	129
Joondalup (C)	MLT	51
Joondalup (C)	MMR	250
Joondalup (C)	MUS	205
Joondalup (C)	MYS	929
Joondalup (C)	NLD	621
Joondalup (C)	NPL	28
Joondalup (C)	NZL	4384
Joondalup (C)	PAK	96
Joondalup (C)	PHL	658
Joondalup (C)	PNG	114
Joondalup (C)	POL	599
Joondalup (C)	SGP	747
Joondalup (C)	THA	362
Joondalup (C)	TUR	32
Joondalup (C)	TWN	135
Joondalup (C)	USA	627
Joondalup (C)	VNM	344
Joondalup (C)	ZAF	5549
Joondalup (C)	ZWE	1303
Kalamunda (S)		4668
Kalamunda (S)	AFG	257
Kalamunda (S)	AUS	37263
Kalamunda (S)	BGD	137
Kalamunda (S)	BIH	9
Kalamunda (S)	CAN	93
Kalamunda (S)	CHL	41
Kalamunda (S)	CHN	285
Kalamunda (S)	DEU	299
Kalamunda (S)	EGY	25
Kalamunda (S)	FJI	26
Kalamunda (S)	FRA	64
Kalamunda (S)	GBR	6055
Kalamunda (S)	GRC	17
Kalamunda (S)	HKG	70
Kalamunda (S)	HRV	42
Kalamunda (S)	IDN	175
Kalamunda (S)	IND	1029
Kalamunda (S)	IRL	399
Kalamunda (S)	IRN	27
Kalamunda (S)	IRQ	7
Kalamunda (S)	ITA	422
Kalamunda (S)	JPN	50
Kalamunda (S)	KHM	4
Kalamunda (S)	KOR	43
Kalamunda (S)	LBN	29
Kalamunda (S)	LKA	127
Kalamunda (S)	MKD	4
Kalamunda (S)	MLT	18
Kalamunda (S)	MMR	154
Kalamunda (S)	MUS	113
Kalamunda (S)	MYS	379
Kalamunda (S)	NLD	281
Kalamunda (S)	NPL	20
Kalamunda (S)	NZL	2206
Kalamunda (S)	PAK	53
Kalamunda (S)	PHL	730
Kalamunda (S)	PNG	59
Kalamunda (S)	POL	82
Kalamunda (S)	SGP	262
Kalamunda (S)	THA	152
Kalamunda (S)	TUR	18
Kalamunda (S)	TWN	39
Kalamunda (S)	USA	166
Kalamunda (S)	VNM	60
Kalamunda (S)	ZAF	650
Kalamunda (S)	ZWE	334
Kalgoorlie/Boulder (C)		3634
Kalgoorlie/Boulder (C)	AFG	18
Kalgoorlie/Boulder (C)	AUS	19758
Kalgoorlie/Boulder (C)	BGD	11
Kalgoorlie/Boulder (C)	BIH	6
Kalgoorlie/Boulder (C)	CAN	41
Kalgoorlie/Boulder (C)	CHL	18
Kalgoorlie/Boulder (C)	CHN	175
Kalgoorlie/Boulder (C)	DEU	80
Kalgoorlie/Boulder (C)	EGY	11
Kalgoorlie/Boulder (C)	FJI	101
Kalgoorlie/Boulder (C)	FRA	18
Kalgoorlie/Boulder (C)	GBR	949
Kalgoorlie/Boulder (C)	GRC	6
Kalgoorlie/Boulder (C)	HKG	8
Kalgoorlie/Boulder (C)	HRV	31
Kalgoorlie/Boulder (C)	IDN	59
Kalgoorlie/Boulder (C)	IND	351
Kalgoorlie/Boulder (C)	IRL	139
Kalgoorlie/Boulder (C)	IRN	33
Kalgoorlie/Boulder (C)	IRQ	6
Kalgoorlie/Boulder (C)	ITA	45
Kalgoorlie/Boulder (C)	JPN	11
Kalgoorlie/Boulder (C)	KHM	4
Kalgoorlie/Boulder (C)	KOR	26
Kalgoorlie/Boulder (C)	LBN	3
Kalgoorlie/Boulder (C)	LKA	48
Kalgoorlie/Boulder (C)	MLT	3
Kalgoorlie/Boulder (C)	MMR	23
Kalgoorlie/Boulder (C)	MUS	3
Kalgoorlie/Boulder (C)	MYS	42
Kalgoorlie/Boulder (C)	NLD	29
Kalgoorlie/Boulder (C)	NPL	8
Kalgoorlie/Boulder (C)	NZL	2375
Kalgoorlie/Boulder (C)	PAK	36
Kalgoorlie/Boulder (C)	PHL	643
Kalgoorlie/Boulder (C)	PNG	159
Kalgoorlie/Boulder (C)	POL	26
Kalgoorlie/Boulder (C)	SGP	28
Kalgoorlie/Boulder (C)	THA	117
Kalgoorlie/Boulder (C)	TUR	9
Kalgoorlie/Boulder (C)	TWN	9
Kalgoorlie/Boulder (C)	USA	47
Kalgoorlie/Boulder (C)	VNM	22
Kalgoorlie/Boulder (C)	ZAF	583
Kalgoorlie/Boulder (C)	ZWE	304
Karratha (C)		3052
Karratha (C)	AFG	3
Karratha (C)	AUS	14295
Karratha (C)	BGD	23
Karratha (C)	BIH	12
Karratha (C)	CAN	35
Karratha (C)	CHL	4
Karratha (C)	CHN	147
Karratha (C)	DEU	46
Karratha (C)	EGY	3
Karratha (C)	FJI	22
Karratha (C)	FRA	47
Karratha (C)	GBR	756
Karratha (C)	GRC	4
Karratha (C)	HKG	22
Karratha (C)	HRV	8
Karratha (C)	IDN	56
Karratha (C)	IND	246
Karratha (C)	IRL	120
Karratha (C)	IRN	4
Karratha (C)	IRQ	3
Karratha (C)	ITA	15
Karratha (C)	JPN	20
Karratha (C)	KHM	4
Karratha (C)	KOR	18
Karratha (C)	LKA	43
Karratha (C)	MKD	14
Karratha (C)	MLT	3
Karratha (C)	MMR	10
Karratha (C)	MUS	9
Karratha (C)	MYS	43
Karratha (C)	NLD	28
Karratha (C)	NPL	25
Karratha (C)	NZL	1088
Karratha (C)	PAK	39
Karratha (C)	PHL	535
Karratha (C)	PNG	17
Karratha (C)	POL	18
Karratha (C)	SGP	28
Karratha (C)	THA	113
Karratha (C)	TUR	3
Karratha (C)	TWN	30
Karratha (C)	USA	46
Karratha (C)	VNM	28
Karratha (C)	ZAF	292
Karratha (C)	ZWE	92
Katanning (S)		628
Katanning (S)	AFG	66
Katanning (S)	AUS	2720
Katanning (S)	CAN	3
Katanning (S)	CHN	29
Katanning (S)	DEU	6
Katanning (S)	EGY	4
Katanning (S)	GBR	121
Katanning (S)	IDN	16
Katanning (S)	IND	24
Katanning (S)	IRL	3
Katanning (S)	ITA	21
Katanning (S)	KOR	5
Katanning (S)	LKA	7
Katanning (S)	MMR	154
Katanning (S)	MYS	15
Katanning (S)	NLD	10
Katanning (S)	NZL	142
Katanning (S)	PAK	8
Katanning (S)	PHL	26
Katanning (S)	PNG	3
Katanning (S)	POL	3
Katanning (S)	SGP	10
Katanning (S)	THA	72
Katanning (S)	TWN	10
Katanning (S)	USA	11
Katanning (S)	VNM	3
Katanning (S)	ZAF	35
Katanning (S)	ZWE	3
Kellerberrin (S)		143
Kellerberrin (S)	AUS	953
Kellerberrin (S)	DEU	4
Kellerberrin (S)	GBR	54
