LGA_NAME16	IndigenousStatus	persons
Meander Valley (M)	Non-indigenous	18710
Meander Valley (M)	Torres Strait Islander	38
Northern Midlands (M)	Aboriginal	287
Northern Midlands (M)	Both Aboriginal & Torres Strait Islander	8
Northern Midlands (M)	Non-indigenous	12507
Northern Midlands (M)	Torres Strait Islander	20
Sorell (M)	Aboriginal	517
Sorell (M)	Both Aboriginal & Torres Strait Islander	42
Sorell (M)	Non-indigenous	13814
Sorell (M)	Torres Strait Islander	41
Southern Midlands (M)	Aboriginal	295
Southern Midlands (M)	Both Aboriginal & Torres Strait Islander	21
Southern Midlands (M)	Non-indigenous	5709
Southern Midlands (M)	Torres Strait Islander	18
Tasman (M)	Aboriginal	113
Tasman (M)	Both Aboriginal & Torres Strait Islander	4
Tasman (M)	Non-indigenous	2249
Tasman (M)	Torres Strait Islander	6
Waratah/Wynyard (M)	Aboriginal	960
Waratah/Wynyard (M)	Both Aboriginal & Torres Strait Islander	35
Waratah/Wynyard (M)	Non-indigenous	12545
Waratah/Wynyard (M)	Torres Strait Islander	38
West Coast (M)	Aboriginal	266
West Coast (M)	Both Aboriginal & Torres Strait Islander	20
West Coast (M)	Non-indigenous	3839
West Coast (M)	Torres Strait Islander	24
West Tamar (M)	Aboriginal	521
West Tamar (M)	Both Aboriginal & Torres Strait Islander	6
West Tamar (M)	Non-indigenous	22169
West Tamar (M)	Torres Strait Islander	22
No usual address (Tas.)	Aboriginal	54
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	3
No usual address (Tas.)	Non-indigenous	851
No usual address (Tas.)	Torres Strait Islander	4
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	68
Alice Springs (T)	Aboriginal	4242
Alice Springs (T)	Both Aboriginal & Torres Strait Islander	76
Alice Springs (T)	Non-indigenous	20392
Alice Springs (T)	Torres Strait Islander	43
Barkly (R)	Aboriginal	4490
Barkly (R)	Both Aboriginal & Torres Strait Islander	30
Barkly (R)	Non-indigenous	2125
Barkly (R)	Torres Strait Islander	10
Belyuen (S)	Aboriginal	157
Belyuen (S)	Both Aboriginal & Torres Strait Islander	3
Belyuen (S)	Non-indigenous	4
Central Desert (R)	Aboriginal	3029
Central Desert (R)	Both Aboriginal & Torres Strait Islander	55
Central Desert (R)	Non-indigenous	590
Central Desert (R)	Torres Strait Islander	3
Coomalie (S)	Aboriginal	289
Coomalie (S)	Both Aboriginal & Torres Strait Islander	20
Coomalie (S)	Non-indigenous	1001
Coomalie (S)	Torres Strait Islander	9
Darwin (C)	Aboriginal	5011
Darwin (C)	Both Aboriginal & Torres Strait Islander	547
Darwin (C)	Non-indigenous	72970
Darwin (C)	Torres Strait Islander	276
East Arnhem (R)	Aboriginal	8281
East Arnhem (R)	Both Aboriginal & Torres Strait Islander	141
East Arnhem (R)	Non-indigenous	582
East Arnhem (R)	Torres Strait Islander	22
Katherine (T)	Aboriginal	2051
Katherine (T)	Both Aboriginal & Torres Strait Islander	62
Katherine (T)	Non-indigenous	7570
Katherine (T)	Torres Strait Islander	34
Litchfield (M)	Aboriginal	2124
Litchfield (M)	Both Aboriginal & Torres Strait Islander	109
Litchfield (M)	Non-indigenous	21548
Litchfield (M)	Torres Strait Islander	74
MacDonnell (R)	Aboriginal	4906
MacDonnell (R)	Both Aboriginal & Torres Strait Islander	42
MacDonnell (R)	Non-indigenous	1068
MacDonnell (R)	Torres Strait Islander	13
Palmerston (C)	Aboriginal	3387
Palmerston (C)	Both Aboriginal & Torres Strait Islander	269
Palmerston (C)	Non-indigenous	29976
Palmerston (C)	Torres Strait Islander	154
Roper Gulf (R)	Aboriginal	4989
Roper Gulf (R)	Both Aboriginal & Torres Strait Islander	177
Roper Gulf (R)	Non-indigenous	1325
Roper Gulf (R)	Torres Strait Islander	14
Tiwi Islands (R)	Aboriginal	2131
Tiwi Islands (R)	Both Aboriginal & Torres Strait Islander	46
Tiwi Islands (R)	Non-indigenous	272
Tiwi Islands (R)	Torres Strait Islander	4
Victoria Daly (R)	Aboriginal	1805
Victoria Daly (R)	Both Aboriginal & Torres Strait Islander	7
Victoria Daly (R)	Non-indigenous	988
Victoria Daly (R)	Torres Strait Islander	10
Wagait (S)	Aboriginal	33
Wagait (S)	Both Aboriginal & Torres Strait Islander	6
Wagait (S)	Non-indigenous	424
West Arnhem (R)	Aboriginal	4739
West Arnhem (R)	Both Aboriginal & Torres Strait Islander	36
West Arnhem (R)	Non-indigenous	1395
West Arnhem (R)	Torres Strait Islander	18
West Daly (R)	Aboriginal	2842
West Daly (R)	Both Aboriginal & Torres Strait Islander	36
West Daly (R)	Non-indigenous	285
West Daly (R)	Torres Strait Islander	3
Unincorporated NT	Aboriginal	625
Unincorporated NT	Both Aboriginal & Torres Strait Islander	39
Unincorporated NT	Non-indigenous	6199
Unincorporated NT	Torres Strait Islander	44
No usual address (NT)	Aboriginal	683
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	1788
No usual address (NT)	Torres Strait Islander	11
Migratory - Offshore - Shipping (NT)	Non-indigenous	70
Unincorporated ACT	Aboriginal	6107
Unincorporated ACT	Both Aboriginal & Torres Strait Islander	184
Unincorporated ACT	Non-indigenous	390383
Unincorporated ACT	Torres Strait Islander	183
No usual address (ACT)	Aboriginal	29
No usual address (ACT)	Non-indigenous	509
Unincorp. Other Territories	Aboriginal	212
Unincorp. Other Territories	Both Aboriginal & Torres Strait Islander	3
Unincorp. Other Territories	Non-indigenous	4295
Unincorp. Other Territories	Torres Strait Islander	13
No usual address (OT)	Aboriginal	3
No usual address (OT)	Non-indigenous	52
Migratory - Offshore - Shipping (OT)	Non-indigenous	6
