LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Greater Geraldton (C)	Co-op/church group etc	5250	3
Greater Geraldton (C)	Co-op/church group etc	7875	28
Greater Geraldton (C)	Co-op/church group etc	10500	4
Greater Geraldton (C)	Co-op/church group etc	11812	13
Greater Geraldton (C)	Co-op/church group etc	14437	18
Greater Geraldton (C)	Person not in same household	0	90
Greater Geraldton (C)	Person not in same household	3937	9
Greater Geraldton (C)	Person not in same household	5250	62
Greater Geraldton (C)	Person not in same household	7875	84
Greater Geraldton (C)	Person not in same household	10500	138
Greater Geraldton (C)	Person not in same household	11812	222
Greater Geraldton (C)	Person not in same household	14437	325
Greater Geraldton (C)	Person not in same household	18375	211
Greater Geraldton (C)	Person not in same household	23625	38
Greater Geraldton (C)	Person not in same household	28875	6
Greater Geraldton (C)	Person not in same household	49875	4
Greater Geraldton (C)	Real estate agent	0	3
Greater Geraldton (C)	Real estate agent	5250	18
Greater Geraldton (C)	Real estate agent	7875	137
Greater Geraldton (C)	Real estate agent	10500	154
Greater Geraldton (C)	Real estate agent	11812	295
Greater Geraldton (C)	Real estate agent	14437	703
Greater Geraldton (C)	Real estate agent	18375	458
Greater Geraldton (C)	Real estate agent	23625	62
Greater Geraldton (C)	Real estate agent	28875	3
Greater Geraldton (C)	Real estate agent	49875	3
Greater Geraldton (C)	State or territory housing authority	0	42
Greater Geraldton (C)	State or territory housing authority	3937	45
Greater Geraldton (C)	State or territory housing authority	5250	263
Greater Geraldton (C)	State or territory housing authority	7875	153
Greater Geraldton (C)	State or territory housing authority	10500	76
Greater Geraldton (C)	State or territory housing authority	11812	64
Greater Geraldton (C)	State or territory housing authority	14437	59
Greater Geraldton (C)	State or territory housing authority	18375	24
Halls Creek (S)		0	20
Halls Creek (S)	(Other)	0	56
Halls Creek (S)	(Other)	3937	11
Halls Creek (S)	(Other)	5250	18
Halls Creek (S)	(Other)	7875	5
Halls Creek (S)	(Other)	10500	3
Halls Creek (S)	Co-op/church group etc	0	24
Halls Creek (S)	Co-op/church group etc	3937	3
Halls Creek (S)	Co-op/church group etc	7875	7
Halls Creek (S)	Co-op/church group etc	11812	5
Halls Creek (S)	Co-op/church group etc	14437	3
Halls Creek (S)	Person not in same household	0	7
Halls Creek (S)	Person not in same household	11812	4
Halls Creek (S)	State or territory housing authority	0	125
Halls Creek (S)	State or territory housing authority	3937	55
Halls Creek (S)	State or territory housing authority	5250	87
Halls Creek (S)	State or territory housing authority	7875	23
Halls Creek (S)	State or territory housing authority	10500	15
Halls Creek (S)	State or territory housing authority	11812	8
Halls Creek (S)	State or territory housing authority	14437	12
Halls Creek (S)	State or territory housing authority	18375	4
Harvey (S)		0	39
Harvey (S)		14437	4
Harvey (S)	(Other)	0	12
Harvey (S)	(Other)	5250	4
Harvey (S)	(Other)	7875	14
Harvey (S)	(Other)	10500	19
Harvey (S)	(Other)	11812	12
Harvey (S)	(Other)	14437	22
Harvey (S)	(Other)	18375	18
Harvey (S)	(Other)	23625	3
Harvey (S)	Co-op/church group etc	3937	3
Harvey (S)	Co-op/church group etc	5250	3
Harvey (S)	Co-op/church group etc	7875	6
Harvey (S)	Co-op/church group etc	10500	3
Harvey (S)	Person not in same household	0	48
Harvey (S)	Person not in same household	5250	27
Harvey (S)	Person not in same household	7875	37
Harvey (S)	Person not in same household	10500	49
Harvey (S)	Person not in same household	11812	79
Harvey (S)	Person not in same household	14437	189
Harvey (S)	Person not in same household	18375	175
Harvey (S)	Person not in same household	23625	16
Harvey (S)	Person not in same household	28875	6
Harvey (S)	Real estate agent	0	4
Harvey (S)	Real estate agent	5250	3
Harvey (S)	Real estate agent	7875	24
Harvey (S)	Real estate agent	10500	26
Harvey (S)	Real estate agent	11812	81
Harvey (S)	Real estate agent	14437	288
Harvey (S)	Real estate agent	18375	463
Harvey (S)	Real estate agent	23625	50
Harvey (S)	Real estate agent	28875	5
Harvey (S)	Real estate agent	49875	3
Harvey (S)	State or territory housing authority	0	16
Harvey (S)	State or territory housing authority	3937	10
Harvey (S)	State or territory housing authority	5250	69
Harvey (S)	State or territory housing authority	7875	35
Harvey (S)	State or territory housing authority	10500	14
Harvey (S)	State or territory housing authority	11812	22
Harvey (S)	State or territory housing authority	14437	8
Harvey (S)	State or territory housing authority	18375	6
Irwin (S)		0	16
Irwin (S)		7875	3
Irwin (S)	(Other)	0	11
Irwin (S)	(Other)	5250	6
Irwin (S)	(Other)	7875	5
Irwin (S)	(Other)	10500	3
Irwin (S)	(Other)	11812	3
Irwin (S)	(Other)	14437	3
Irwin (S)	Co-op/church group etc	5250	3
Irwin (S)	Person not in same household	0	17
Irwin (S)	Person not in same household	5250	9
Irwin (S)	Person not in same household	7875	7
Irwin (S)	Person not in same household	10500	7
Irwin (S)	Person not in same household	11812	17
Irwin (S)	Person not in same household	14437	25
Irwin (S)	Person not in same household	18375	6
Irwin (S)	Real estate agent	5250	7
Irwin (S)	Real estate agent	7875	8
Irwin (S)	Real estate agent	10500	6
Irwin (S)	Real estate agent	11812	30
Irwin (S)	Real estate agent	14437	60
Irwin (S)	Real estate agent	18375	23
Irwin (S)	State or territory housing authority	0	6
Irwin (S)	State or territory housing authority	5250	34
Irwin (S)	State or territory housing authority	7875	20
Irwin (S)	State or territory housing authority	10500	3
Irwin (S)	State or territory housing authority	11812	3
Irwin (S)	State or territory housing authority	14437	5
Jerramungup (S)		0	8
Jerramungup (S)	(Other)	0	15
Jerramungup (S)	(Other)	5250	5
Jerramungup (S)	(Other)	7875	3
Jerramungup (S)	Co-op/church group etc	7875	3
Jerramungup (S)	Person not in same household	0	13
Jerramungup (S)	Person not in same household	3937	3
Jerramungup (S)	Person not in same household	5250	5
Jerramungup (S)	Person not in same household	7875	6
Jerramungup (S)	Person not in same household	10500	3
Jerramungup (S)	Person not in same household	11812	11
Jerramungup (S)	Person not in same household	14437	3
Jerramungup (S)	Real estate agent	10500	4
Jerramungup (S)	State or territory housing authority	3937	4
Jerramungup (S)	State or territory housing authority	5250	4
Jerramungup (S)	State or territory housing authority	7875	6
Joondalup (C)		0	84
Joondalup (C)		7875	5
Joondalup (C)		14437	3
Joondalup (C)		18375	5
Joondalup (C)		23625	3
Joondalup (C)		34125	3
Joondalup (C)	(Other)	0	17
Joondalup (C)	(Other)	5250	3
Joondalup (C)	(Other)	7875	8
Joondalup (C)	(Other)	10500	3
Joondalup (C)	(Other)	11812	11
Joondalup (C)	(Other)	14437	9
Joondalup (C)	(Other)	18375	57
Joondalup (C)	(Other)	23625	41
Joondalup (C)	(Other)	28875	7
Joondalup (C)	Co-op/church group etc	0	3
Joondalup (C)	Co-op/church group etc	3937	3
Joondalup (C)	Co-op/church group etc	5250	5
Joondalup (C)	Co-op/church group etc	7875	19
Joondalup (C)	Co-op/church group etc	10500	3
Joondalup (C)	Co-op/church group etc	11812	3
Joondalup (C)	Co-op/church group etc	14437	12
Joondalup (C)	Person not in same household	0	146
Joondalup (C)	Person not in same household	3937	9
Joondalup (C)	Person not in same household	5250	69
Joondalup (C)	Person not in same household	7875	132
Joondalup (C)	Person not in same household	10500	100
Joondalup (C)	Person not in same household	11812	145
Joondalup (C)	Person not in same household	14437	366
Joondalup (C)	Person not in same household	18375	1174
Joondalup (C)	Person not in same household	23625	633
Joondalup (C)	Person not in same household	28875	192
Joondalup (C)	Person not in same household	34125	82
Joondalup (C)	Person not in same household	39375	38
Joondalup (C)	Person not in same household	44625	24
Joondalup (C)	Person not in same household	49875	18
Joondalup (C)	Real estate agent	0	5
Joondalup (C)	Real estate agent	5250	12
Joondalup (C)	Real estate agent	7875	25
Joondalup (C)	Real estate agent	10500	20
Joondalup (C)	Real estate agent	11812	40
Joondalup (C)	Real estate agent	14437	371
Joondalup (C)	Real estate agent	18375	2254
Joondalup (C)	Real estate agent	23625	1402
Joondalup (C)	Real estate agent	28875	552
Joondalup (C)	Real estate agent	34125	283
Joondalup (C)	Real estate agent	39375	137
Joondalup (C)	Real estate agent	44625	57
Joondalup (C)	Real estate agent	49875	55
Joondalup (C)	State or territory housing authority	0	17
Joondalup (C)	State or territory housing authority	3937	30
Joondalup (C)	State or territory housing authority	5250	129
Joondalup (C)	State or territory housing authority	7875	86
Joondalup (C)	State or territory housing authority	10500	39
Joondalup (C)	State or territory housing authority	11812	18
Joondalup (C)	State or territory housing authority	14437	16
Joondalup (C)	State or territory housing authority	18375	14
Kalamunda (S)		0	46
Kalamunda (S)		10500	4
Kalamunda (S)		18375	13
Kalamunda (S)	(Other)	0	11
Kalamunda (S)	(Other)	5250	3
Kalamunda (S)	(Other)	7875	9
Kalamunda (S)	(Other)	10500	3
Kalamunda (S)	(Other)	11812	3
Kalamunda (S)	(Other)	14437	9
Kalamunda (S)	(Other)	18375	33
Kalamunda (S)	(Other)	23625	9
Kalamunda (S)	Co-op/church group etc	0	3
Kalamunda (S)	Co-op/church group etc	3937	3
Kalamunda (S)	Co-op/church group etc	5250	20
Kalamunda (S)	Co-op/church group etc	7875	26
Kalamunda (S)	Co-op/church group etc	10500	3
Kalamunda (S)	Co-op/church group etc	11812	4
Kalamunda (S)	Co-op/church group etc	14437	3
Kalamunda (S)	Co-op/church group etc	18375	5
Kalamunda (S)	Person not in same household	0	94
Kalamunda (S)	Person not in same household	3937	4
Kalamunda (S)	Person not in same household	5250	48
Kalamunda (S)	Person not in same household	7875	58
Kalamunda (S)	Person not in same household	10500	55
Kalamunda (S)	Person not in same household	11812	92
Kalamunda (S)	Person not in same household	14437	227
Kalamunda (S)	Person not in same household	18375	410
Kalamunda (S)	Person not in same household	23625	165
Kalamunda (S)	Person not in same household	28875	32
Kalamunda (S)	Person not in same household	34125	10
Kalamunda (S)	Person not in same household	39375	3
Kalamunda (S)	Person not in same household	49875	3
Kalamunda (S)	Real estate agent	0	3
Kalamunda (S)	Real estate agent	5250	5
Kalamunda (S)	Real estate agent	7875	5
Kalamunda (S)	Real estate agent	10500	4
Kalamunda (S)	Real estate agent	11812	24
Kalamunda (S)	Real estate agent	14437	174
Kalamunda (S)	Real estate agent	18375	790
Kalamunda (S)	Real estate agent	23625	441
Kalamunda (S)	Real estate agent	28875	61
Kalamunda (S)	Real estate agent	34125	15
Kalamunda (S)	Real estate agent	39375	13
Kalamunda (S)	Real estate agent	44625	3
Kalamunda (S)	Real estate agent	49875	4
Kalamunda (S)	State or territory housing authority	0	12
Kalamunda (S)	State or territory housing authority	3937	17
Kalamunda (S)	State or territory housing authority	5250	85
Kalamunda (S)	State or territory housing authority	7875	66
Kalamunda (S)	State or territory housing authority	10500	21
Kalamunda (S)	State or territory housing authority	11812	25
Kalamunda (S)	State or territory housing authority	14437	14
Kalamunda (S)	State or territory housing authority	18375	5
Kalamunda (S)	State or territory housing authority	23625	4
Kalgoorlie/Boulder (C)		0	32
Kalgoorlie/Boulder (C)		10500	3
Kalgoorlie/Boulder (C)		14437	4
Kalgoorlie/Boulder (C)		18375	3
Kalgoorlie/Boulder (C)		23625	3
Kalgoorlie/Boulder (C)	(Other)	0	33
Kalgoorlie/Boulder (C)	(Other)	3937	4
Kalgoorlie/Boulder (C)	(Other)	5250	50
Kalgoorlie/Boulder (C)	(Other)	7875	107
Kalgoorlie/Boulder (C)	(Other)	10500	55
Kalgoorlie/Boulder (C)	(Other)	11812	84
Kalgoorlie/Boulder (C)	(Other)	14437	74
Kalgoorlie/Boulder (C)	(Other)	18375	15
Kalgoorlie/Boulder (C)	(Other)	23625	9
Kalgoorlie/Boulder (C)	(Other)	28875	8
Kalgoorlie/Boulder (C)	Co-op/church group etc	0	3
Kalgoorlie/Boulder (C)	Co-op/church group etc	3937	18
Kalgoorlie/Boulder (C)	Co-op/church group etc	5250	18
Kalgoorlie/Boulder (C)	Co-op/church group etc	7875	12
Kalgoorlie/Boulder (C)	Co-op/church group etc	23625	3
Kalgoorlie/Boulder (C)	Person not in same household	0	37
Kalgoorlie/Boulder (C)	Person not in same household	3937	3
Kalgoorlie/Boulder (C)	Person not in same household	5250	30
Kalgoorlie/Boulder (C)	Person not in same household	7875	50
Kalgoorlie/Boulder (C)	Person not in same household	10500	56
Kalgoorlie/Boulder (C)	Person not in same household	11812	115
Kalgoorlie/Boulder (C)	Person not in same household	14437	192
Kalgoorlie/Boulder (C)	Person not in same household	18375	156
Kalgoorlie/Boulder (C)	Person not in same household	23625	45
Kalgoorlie/Boulder (C)	Person not in same household	28875	12
Kalgoorlie/Boulder (C)	Person not in same household	34125	3
Kalgoorlie/Boulder (C)	Person not in same household	39375	7
Kalgoorlie/Boulder (C)	Real estate agent	0	6
Kalgoorlie/Boulder (C)	Real estate agent	3937	8
Kalgoorlie/Boulder (C)	Real estate agent	5250	12
Kalgoorlie/Boulder (C)	Real estate agent	7875	44
Kalgoorlie/Boulder (C)	Real estate agent	10500	82
Kalgoorlie/Boulder (C)	Real estate agent	11812	250
Kalgoorlie/Boulder (C)	Real estate agent	14437	541
Kalgoorlie/Boulder (C)	Real estate agent	18375	548
Kalgoorlie/Boulder (C)	Real estate agent	23625	226
Kalgoorlie/Boulder (C)	Real estate agent	28875	85
Kalgoorlie/Boulder (C)	Real estate agent	34125	16
Kalgoorlie/Boulder (C)	Real estate agent	39375	3
Kalgoorlie/Boulder (C)	Real estate agent	44625	3
Kalgoorlie/Boulder (C)	Real estate agent	49875	3
Kalgoorlie/Boulder (C)	State or territory housing authority	0	27
Kalgoorlie/Boulder (C)	State or territory housing authority	3937	20
Kalgoorlie/Boulder (C)	State or territory housing authority	5250	170
Kalgoorlie/Boulder (C)	State or territory housing authority	7875	155
Kalgoorlie/Boulder (C)	State or territory housing authority	10500	66
Kalgoorlie/Boulder (C)	State or territory housing authority	11812	105
Kalgoorlie/Boulder (C)	State or territory housing authority	14437	52
Kalgoorlie/Boulder (C)	State or territory housing authority	18375	11
Kalgoorlie/Boulder (C)	State or territory housing authority	28875	4
Karratha (C)		0	84
Karratha (C)		11812	4
Karratha (C)		18375	7
Karratha (C)	(Other)	0	915
Karratha (C)	(Other)	3937	95
Karratha (C)	(Other)	5250	200
Karratha (C)	(Other)	7875	241
Karratha (C)	(Other)	10500	93
Karratha (C)	(Other)	11812	135
Karratha (C)	(Other)	14437	128
Karratha (C)	(Other)	18375	66
Karratha (C)	(Other)	23625	48
Karratha (C)	(Other)	28875	24
Karratha (C)	(Other)	34125	16
Karratha (C)	(Other)	39375	12
Karratha (C)	(Other)	44625	7
Karratha (C)	(Other)	49875	20
Karratha (C)	Co-op/church group etc	0	22
Karratha (C)	Co-op/church group etc	3937	3
Karratha (C)	Co-op/church group etc	5250	4
Karratha (C)	Co-op/church group etc	7875	3
Karratha (C)	Co-op/church group etc	14437	3
Karratha (C)	Person not in same household	0	22
Karratha (C)	Person not in same household	5250	7
Karratha (C)	Person not in same household	7875	3
Karratha (C)	Person not in same household	10500	8
Karratha (C)	Person not in same household	11812	18
Karratha (C)	Person not in same household	14437	17
Karratha (C)	Person not in same household	18375	39
Karratha (C)	Person not in same household	23625	32
Karratha (C)	Person not in same household	28875	16
Karratha (C)	Person not in same household	34125	9
Karratha (C)	Person not in same household	39375	13
Karratha (C)	Person not in same household	44625	14
Karratha (C)	Person not in same household	49875	21
Karratha (C)	Real estate agent	0	43
Karratha (C)	Real estate agent	3937	7
Karratha (C)	Real estate agent	5250	10
Karratha (C)	Real estate agent	7875	40
Karratha (C)	Real estate agent	10500	22
Karratha (C)	Real estate agent	11812	76
Karratha (C)	Real estate agent	14437	216
Karratha (C)	Real estate agent	18375	352
Karratha (C)	Real estate agent	23625	236
Karratha (C)	Real estate agent	28875	150
Karratha (C)	Real estate agent	34125	95
Karratha (C)	Real estate agent	39375	92
Karratha (C)	Real estate agent	44625	43
Karratha (C)	Real estate agent	49875	63
Karratha (C)	State or territory housing authority	0	43
Karratha (C)	State or territory housing authority	3937	36
Karratha (C)	State or territory housing authority	5250	128
Karratha (C)	State or territory housing authority	7875	98
Karratha (C)	State or territory housing authority	10500	62
Karratha (C)	State or territory housing authority	11812	81
Karratha (C)	State or territory housing authority	14437	73
Karratha (C)	State or territory housing authority	18375	31
Karratha (C)	State or territory housing authority	23625	5
Karratha (C)	State or territory housing authority	28875	3
Karratha (C)	State or territory housing authority	34125	3
Karratha (C)	State or territory housing authority	49875	3
Katanning (S)		0	10
Katanning (S)		5250	3
Katanning (S)	(Other)	0	11
Katanning (S)	(Other)	3937	4
Katanning (S)	(Other)	5250	11
Katanning (S)	(Other)	7875	10
Katanning (S)	(Other)	10500	3
Katanning (S)	(Other)	11812	10
Katanning (S)	(Other)	14437	5
Katanning (S)	(Other)	18375	3
Katanning (S)	Co-op/church group etc	0	3
Katanning (S)	Co-op/church group etc	5250	12
Katanning (S)	Person not in same household	0	14
Katanning (S)	Person not in same household	3937	3
Katanning (S)	Person not in same household	5250	20
Katanning (S)	Person not in same household	7875	19
Katanning (S)	Person not in same household	10500	10
Katanning (S)	Person not in same household	11812	26
Katanning (S)	Person not in same household	14437	25
Katanning (S)	Person not in same household	18375	4
Katanning (S)	Real estate agent	0	4
Katanning (S)	Real estate agent	5250	26
Katanning (S)	Real estate agent	7875	39
Katanning (S)	Real estate agent	10500	21
Katanning (S)	Real estate agent	11812	31
Katanning (S)	Real estate agent	14437	17
Katanning (S)	Real estate agent	18375	5
Katanning (S)	Real estate agent	49875	4
Katanning (S)	State or territory housing authority	0	6
Katanning (S)	State or territory housing authority	3937	4
Katanning (S)	State or territory housing authority	5250	22
Katanning (S)	State or territory housing authority	7875	23
Katanning (S)	State or territory housing authority	10500	11
Katanning (S)	State or territory housing authority	11812	9
Katanning (S)	State or territory housing authority	14437	8
Katanning (S)	State or territory housing authority	18375	3
Katanning (S)	State or territory housing authority	23625	3
Kellerberrin (S)		0	10
Kellerberrin (S)	(Other)	0	9
Kellerberrin (S)	Co-op/church group etc	3937	7
Kellerberrin (S)	Co-op/church group etc	5250	4
Kellerberrin (S)	Person not in same household	0	3
Kellerberrin (S)	Person not in same household	3937	3
Kellerberrin (S)	Person not in same household	5250	10
Kellerberrin (S)	Person not in same household	7875	11
Kellerberrin (S)	Person not in same household	10500	5
Kellerberrin (S)	Person not in same household	11812	3
Kellerberrin (S)	Person not in same household	14437	3
Kellerberrin (S)	Real estate agent	5250	4
Kellerberrin (S)	Real estate agent	10500	4
Kellerberrin (S)	State or territory housing authority	3937	3
Kellerberrin (S)	State or territory housing authority	5250	15
Kellerberrin (S)	State or territory housing authority	7875	5
Kent (S)		0	10
Kent (S)	(Other)	0	13
Kent (S)	(Other)	3937	6
Kent (S)	(Other)	5250	3
Kent (S)	Person not in same household	0	6
Kent (S)	Person not in same household	7875	3
Kent (S)	State or territory housing authority	5250	3
Kent (S)	State or territory housing authority	7875	3
Kojonup (S)		0	14
Kojonup (S)		10500	3
Kojonup (S)	(Other)	0	14
Kojonup (S)	(Other)	5250	10
Kojonup (S)	(Other)	7875	4
Kojonup (S)	(Other)	11812	3
Kojonup (S)	Co-op/church group etc	3937	3
Kojonup (S)	Person not in same household	0	17
Kojonup (S)	Person not in same household	5250	14
Kojonup (S)	Person not in same household	7875	24
Kojonup (S)	Person not in same household	10500	10
Kojonup (S)	Person not in same household	11812	12
Kojonup (S)	Person not in same household	14437	9
Kojonup (S)	Person not in same household	18375	3
Kojonup (S)	Real estate agent	5250	3
Kojonup (S)	Real estate agent	7875	4
Kojonup (S)	Real estate agent	10500	7
Kojonup (S)	Real estate agent	11812	8
Kojonup (S)	Real estate agent	14437	4
Kojonup (S)	State or territory housing authority	0	5
Kojonup (S)	State or territory housing authority	3937	4
Kojonup (S)	State or territory housing authority	5250	14
Kojonup (S)	State or territory housing authority	7875	3
Kojonup (S)	State or territory housing authority	10500	3
Kojonup (S)	State or territory housing authority	11812	3
Kondinin (S)		0	11
Kondinin (S)	(Other)	0	13
Kondinin (S)	(Other)	5250	4
Kondinin (S)	(Other)	7875	6
Kondinin (S)	(Other)	11812	3
Kondinin (S)	Co-op/church group etc	5250	9
Kondinin (S)	Co-op/church group etc	7875	4
Kondinin (S)	Person not in same household	0	16
Kondinin (S)	Person not in same household	5250	6
Kondinin (S)	Person not in same household	7875	3
Kondinin (S)	Person not in same household	11812	3
Kondinin (S)	Person not in same household	14437	3
Kondinin (S)	State or territory housing authority	5250	6
Kondinin (S)	State or territory housing authority	7875	8
Kondinin (S)	State or territory housing authority	10500	3
Koorda (S)		0	5
Koorda (S)	(Other)	0	6
Koorda (S)	Person not in same household	0	7
Koorda (S)	Person not in same household	3937	3
Koorda (S)	Person not in same household	5250	3
Koorda (S)	Person not in same household	7875	3
Koorda (S)	State or territory housing authority	0	4
Koorda (S)	State or territory housing authority	3937	10
Koorda (S)	State or territory housing authority	5250	3
Kulin (S)		0	4
Kulin (S)	(Other)	0	20
Kulin (S)	(Other)	5250	3
Kulin (S)	(Other)	7875	3
Kulin (S)	Co-op/church group etc	3937	3
Kulin (S)	Person not in same household	0	9
Kulin (S)	Person not in same household	7875	7
Kulin (S)	Person not in same household	10500	3
Kulin (S)	Person not in same household	11812	3
Kulin (S)	State or territory housing authority	7875	5
Kwinana (C)		0	20
Kwinana (C)		7875	3
Kwinana (C)		14437	3
Kwinana (C)		18375	4
Kwinana (C)	(Other)	0	9
Kwinana (C)	(Other)	5250	8
Kwinana (C)	(Other)	7875	3
Kwinana (C)	(Other)	10500	4
Kwinana (C)	(Other)	11812	18
Kwinana (C)	(Other)	14437	21
Kwinana (C)	(Other)	18375	21
Kwinana (C)	Co-op/church group etc	0	4
Kwinana (C)	Co-op/church group etc	5250	11
Kwinana (C)	Co-op/church group etc	7875	20
Kwinana (C)	Co-op/church group etc	10500	13
Kwinana (C)	Co-op/church group etc	11812	3
Kwinana (C)	Co-op/church group etc	14437	3
Kwinana (C)	Co-op/church group etc	23625	3
Kwinana (C)	Person not in same household	0	36
Kwinana (C)	Person not in same household	5250	20
Kwinana (C)	Person not in same household	7875	32
Kwinana (C)	Person not in same household	10500	51
Kwinana (C)	Person not in same household	11812	108
Kwinana (C)	Person not in same household	14437	271
Kwinana (C)	Person not in same household	18375	272
Kwinana (C)	Person not in same household	23625	39
Kwinana (C)	Person not in same household	28875	10
Kwinana (C)	Real estate agent	5250	3
Kwinana (C)	Real estate agent	7875	5
Kwinana (C)	Real estate agent	10500	18
Kwinana (C)	Real estate agent	11812	168
Kwinana (C)	Real estate agent	14437	602
Kwinana (C)	Real estate agent	18375	938
Kwinana (C)	Real estate agent	23625	91
Kwinana (C)	Real estate agent	28875	12
Kwinana (C)	Real estate agent	34125	9
Kwinana (C)	Real estate agent	39375	3
Kwinana (C)	State or territory housing authority	0	23
Kwinana (C)	State or territory housing authority	3937	29
Kwinana (C)	State or territory housing authority	5250	170
Kwinana (C)	State or territory housing authority	7875	124
Kwinana (C)	State or territory housing authority	10500	54
Kwinana (C)	State or territory housing authority	11812	37
Kwinana (C)	State or territory housing authority	14437	29
Kwinana (C)	State or territory housing authority	18375	4
Lake Grace (S)		0	11
Lake Grace (S)	(Other)	0	25
Lake Grace (S)	(Other)	5250	5
Lake Grace (S)	(Other)	7875	8
Lake Grace (S)	(Other)	10500	6
Lake Grace (S)	Person not in same household	0	4
Lake Grace (S)	Person not in same household	3937	4
Lake Grace (S)	Person not in same household	5250	11
Lake Grace (S)	Person not in same household	7875	12
Lake Grace (S)	Person not in same household	10500	11
Lake Grace (S)	Person not in same household	11812	3
Lake Grace (S)	State or territory housing authority	3937	3
Lake Grace (S)	State or territory housing authority	5250	4
Lake Grace (S)	State or territory housing authority	7875	9
Lake Grace (S)	State or territory housing authority	10500	7
Lake Grace (S)	State or territory housing authority	11812	3
Laverton (S)		0	3
Laverton (S)	(Other)	0	23
Laverton (S)	Person not in same household	0	3
Laverton (S)	Person not in same household	5250	3
Laverton (S)	Person not in same household	7875	3
Laverton (S)	Person not in same household	10500	3
Laverton (S)	Person not in same household	11812	3
Laverton (S)	Person not in same household	14437	5
Laverton (S)	State or territory housing authority	0	32
Laverton (S)	State or territory housing authority	3937	10
Laverton (S)	State or territory housing authority	5250	14
Laverton (S)	State or territory housing authority	7875	4
Laverton (S)	State or territory housing authority	10500	3
Leonora (S)		0	26
Leonora (S)	(Other)	0	78
Leonora (S)	(Other)	3937	4
Leonora (S)	(Other)	5250	9
Leonora (S)	(Other)	7875	4
Leonora (S)	(Other)	10500	3
Leonora (S)	(Other)	11812	3
Leonora (S)	Person not in same household	0	4
Leonora (S)	Person not in same household	5250	3
Leonora (S)	Person not in same household	7875	3
Leonora (S)	Person not in same household	10500	6
Leonora (S)	Person not in same household	11812	10
Leonora (S)	Person not in same household	14437	7
Leonora (S)	Person not in same household	18375	4
Leonora (S)	State or territory housing authority	0	5
Leonora (S)	State or territory housing authority	5250	13
Leonora (S)	State or territory housing authority	7875	5
Leonora (S)	State or territory housing authority	10500	4
Leonora (S)	State or territory housing authority	14437	3
Mandurah (C)		0	67
Mandurah (C)		3937	3
Mandurah (C)		5250	8
Mandurah (C)		7875	3
Mandurah (C)		10500	3
Mandurah (C)		11812	8
Mandurah (C)		14437	15
Mandurah (C)		18375	11
Mandurah (C)		23625	3
Mandurah (C)	(Other)	0	7
Mandurah (C)	(Other)	3937	4
Mandurah (C)	(Other)	5250	12
Mandurah (C)	(Other)	7875	17
Mandurah (C)	(Other)	10500	17
Mandurah (C)	(Other)	11812	38
Mandurah (C)	(Other)	14437	56
Mandurah (C)	(Other)	18375	47
Mandurah (C)	(Other)	23625	9
Mandurah (C)	(Other)	28875	7
Mandurah (C)	(Other)	49875	3
Mandurah (C)	Co-op/church group etc	0	5
Mandurah (C)	Co-op/church group etc	3937	11
Mandurah (C)	Co-op/church group etc	5250	25
Mandurah (C)	Co-op/church group etc	7875	70
Mandurah (C)	Co-op/church group etc	10500	28
Mandurah (C)	Co-op/church group etc	11812	23
Mandurah (C)	Co-op/church group etc	14437	11
Mandurah (C)	Co-op/church group etc	18375	19
Mandurah (C)	Co-op/church group etc	23625	7
Mandurah (C)	Person not in same household	0	123
Mandurah (C)	Person not in same household	3937	5
Mandurah (C)	Person not in same household	5250	74
Mandurah (C)	Person not in same household	7875	145
Mandurah (C)	Person not in same household	10500	146
Mandurah (C)	Person not in same household	11812	318
Mandurah (C)	Person not in same household	14437	669
Mandurah (C)	Person not in same household	18375	638
Mandurah (C)	Person not in same household	23625	118
Mandurah (C)	Person not in same household	28875	16
Mandurah (C)	Person not in same household	34125	6
Mandurah (C)	Person not in same household	39375	4
Mandurah (C)	Person not in same household	49875	3
Mandurah (C)	Real estate agent	0	6
Mandurah (C)	Real estate agent	3937	5
Mandurah (C)	Real estate agent	5250	14
Mandurah (C)	Real estate agent	7875	55
Mandurah (C)	Real estate agent	10500	84
Mandurah (C)	Real estate agent	11812	458
Mandurah (C)	Real estate agent	14437	1585
Mandurah (C)	Real estate agent	18375	1810
Mandurah (C)	Real estate agent	23625	352
Mandurah (C)	Real estate agent	28875	77
Mandurah (C)	Real estate agent	34125	27
Mandurah (C)	Real estate agent	39375	3
Mandurah (C)	Real estate agent	49875	15
Mandurah (C)	State or territory housing authority	0	22
Mandurah (C)	State or territory housing authority	3937	38
Mandurah (C)	State or territory housing authority	5250	257
Mandurah (C)	State or territory housing authority	7875	230
Mandurah (C)	State or territory housing authority	10500	89
Mandurah (C)	State or territory housing authority	11812	71
Mandurah (C)	State or territory housing authority	14437	37
Mandurah (C)	State or territory housing authority	18375	7
Manjimup (S)		0	42
Manjimup (S)		5250	4
Manjimup (S)		7875	4
Manjimup (S)	(Other)	0	18
Manjimup (S)	(Other)	3937	4
Manjimup (S)	(Other)	5250	11
Manjimup (S)	(Other)	7875	16
Manjimup (S)	(Other)	10500	10
Manjimup (S)	(Other)	11812	8
Manjimup (S)	(Other)	14437	3
Manjimup (S)	Co-op/church group etc	0	3
