LGA_NAME16	Religion	Denomination	Sex	persons
Gingin (S)	(Other)	Secular beliefs	M	8
Gingin (S)	Buddhism		F	38
Gingin (S)	Buddhism		M	31
Gingin (S)	Christianity		F	86
Gingin (S)	Christianity		M	61
Gingin (S)	Christianity	Anglican	F	581
Gingin (S)	Christianity	Anglican	M	521
Gingin (S)	Christianity	Baptist	F	28
Gingin (S)	Christianity	Baptist	M	24
Gingin (S)	Christianity	Catholic	F	430
Gingin (S)	Christianity	Catholic	M	486
Gingin (S)	Christianity	Churches Of Christ	F	4
Gingin (S)	Christianity	Eastern Orthodox	F	9
Gingin (S)	Christianity	Eastern Orthodox	M	8
Gingin (S)	Christianity	Jehovah's Witnesses	F	18
Gingin (S)	Christianity	Jehovah's Witnesses	M	11
Gingin (S)	Christianity	Latter Day Saints	F	9
Gingin (S)	Christianity	Latter Day Saints	M	6
Gingin (S)	Christianity	Lutheran	F	4
Gingin (S)	Christianity	Lutheran	M	8
Gingin (S)	Christianity	Pentecostal	F	30
Gingin (S)	Christianity	Pentecostal	M	32
Gingin (S)	Christianity	Presbyterian Reformed	F	51
Gingin (S)	Christianity	Presbyterian Reformed	M	65
Gingin (S)	Christianity	Protestant (Other)	F	13
Gingin (S)	Christianity	Protestant (Other)	M	15
Gingin (S)	Christianity	Salvation Army	F	3
Gingin (S)	Christianity	Salvation Army	M	6
Gingin (S)	Christianity	Seventh Day Adventist	F	5
Gingin (S)	Christianity	Uniting Church	F	118
Gingin (S)	Christianity	Uniting Church	M	117
Gingin (S)	Hinduism		F	3
Gingin (S)	Hinduism		M	3
Gingin (S)	Islam		F	4
Gingin (S)	Islam		M	13
Gingin (S)	No religion		F	770
Gingin (S)	No religion		M	942
Gnowangerup (S)	(Other)		F	65
Gnowangerup (S)	(Other)		M	87
Gnowangerup (S)	(Other)	(Other)	F	3
Gnowangerup (S)	Buddhism		F	3
Gnowangerup (S)	Christianity		F	11
Gnowangerup (S)	Christianity		M	16
Gnowangerup (S)	Christianity	Anglican	F	101
Gnowangerup (S)	Christianity	Anglican	M	122
Gnowangerup (S)	Christianity	Baptist	F	47
Gnowangerup (S)	Christianity	Baptist	M	51
Gnowangerup (S)	Christianity	Brethren	F	52
Gnowangerup (S)	Christianity	Brethren	M	52
Gnowangerup (S)	Christianity	Catholic	F	64
Gnowangerup (S)	Christianity	Catholic	M	78
Gnowangerup (S)	Christianity	Churches Of Christ	F	3
Gnowangerup (S)	Christianity	Churches Of Christ	M	7
Gnowangerup (S)	Christianity	Latter Day Saints	F	4
Gnowangerup (S)	Christianity	Latter Day Saints	M	3
Gnowangerup (S)	Christianity	Presbyterian Reformed	F	6
Gnowangerup (S)	Christianity	Presbyterian Reformed	M	13
Gnowangerup (S)	Christianity	Protestant (Other)	F	9
Gnowangerup (S)	Christianity	Protestant (Other)	M	4
Gnowangerup (S)	Christianity	Salvation Army	M	3
Gnowangerup (S)	Christianity	Uniting Church	F	25
Gnowangerup (S)	Christianity	Uniting Church	M	17
Gnowangerup (S)	Islam		F	3
Gnowangerup (S)	No religion		F	157
Gnowangerup (S)	No religion		M	197
Goomalling (S)	(Other)		F	52
Goomalling (S)	(Other)		M	57
Goomalling (S)	Christianity		F	7
Goomalling (S)	Christianity		M	11
Goomalling (S)	Christianity	Anglican	F	126
Goomalling (S)	Christianity	Anglican	M	112
Goomalling (S)	Christianity	Baptist	F	3
Goomalling (S)	Christianity	Baptist	M	4
Goomalling (S)	Christianity	Catholic	F	143
Goomalling (S)	Christianity	Catholic	M	135
Goomalling (S)	Christianity	Churches Of Christ	M	3
Goomalling (S)	Christianity	Presbyterian Reformed	F	3
Goomalling (S)	Christianity	Presbyterian Reformed	M	4
Goomalling (S)	Christianity	Uniting Church	F	29
Goomalling (S)	Christianity	Uniting Church	M	29
Goomalling (S)	Judaism		M	3
Goomalling (S)	No religion		F	139
Goomalling (S)	No religion		M	144
Gosnells (C)	(Other)		F	4459
Gosnells (C)	(Other)		M	5969
Gosnells (C)	(Other)	(Other)	F	299
Gosnells (C)	(Other)	(Other)	M	194
Gosnells (C)	(Other)	Australian Aboriginal Traditional	F	16
Gosnells (C)	(Other)	Australian Aboriginal Traditional	M	11
Gosnells (C)	(Other)	Other spiritual beliefs	F	93
Gosnells (C)	(Other)	Other spiritual beliefs	M	65
Gosnells (C)	(Other)	Secular beliefs	F	111
Gosnells (C)	(Other)	Secular beliefs	M	145
Gosnells (C)	(Other)	Sikhism	F	773
Gosnells (C)	(Other)	Sikhism	M	958
Gosnells (C)	Buddhism		F	2464
Gosnells (C)	Buddhism		M	2051
Gosnells (C)	Christianity		F	2612
Gosnells (C)	Christianity		M	2362
Gosnells (C)	Christianity	(Other)	F	163
Gosnells (C)	Christianity	(Other)	M	154
Gosnells (C)	Christianity	Anglican	F	7164
Gosnells (C)	Christianity	Anglican	M	6231
Gosnells (C)	Christianity	Assyrian Apostolic	M	3
Gosnells (C)	Christianity	Baptist	F	1461
Gosnells (C)	Christianity	Baptist	M	1327
Gosnells (C)	Christianity	Brethren	F	18
Gosnells (C)	Christianity	Brethren	M	27
Gosnells (C)	Christianity	Catholic	F	11790
Gosnells (C)	Christianity	Catholic	M	11195
Gosnells (C)	Christianity	Churches Of Christ	F	152
Gosnells (C)	Christianity	Churches Of Christ	M	136
Gosnells (C)	Christianity	Eastern Orthodox	F	237
Gosnells (C)	Christianity	Eastern Orthodox	M	234
Gosnells (C)	Christianity	Jehovah's Witnesses	F	254
Gosnells (C)	Christianity	Jehovah's Witnesses	M	212
Gosnells (C)	Christianity	Latter Day Saints	F	207
Gosnells (C)	Christianity	Latter Day Saints	M	185
Gosnells (C)	Christianity	Lutheran	F	160
Gosnells (C)	Christianity	Lutheran	M	131
Gosnells (C)	Christianity	Oriental Orthodox	F	151
Gosnells (C)	Christianity	Oriental Orthodox	M	162
Gosnells (C)	Christianity	Pentecostal	F	948
Gosnells (C)	Christianity	Pentecostal	M	878
Gosnells (C)	Christianity	Presbyterian Reformed	F	1213
Gosnells (C)	Christianity	Presbyterian Reformed	M	1107
Gosnells (C)	Christianity	Protestant (Other)	F	515
Gosnells (C)	Christianity	Protestant (Other)	M	438
Gosnells (C)	Christianity	Salvation Army	F	146
Gosnells (C)	Christianity	Salvation Army	M	109
Gosnells (C)	Christianity	Seventh Day Adventist	F	268
Gosnells (C)	Christianity	Seventh Day Adventist	M	226
Gosnells (C)	Christianity	Uniting Church	F	1123
Gosnells (C)	Christianity	Uniting Church	M	858
Gosnells (C)	Hinduism		F	2076
Gosnells (C)	Hinduism		M	2329
Gosnells (C)	Islam		F	4179
Gosnells (C)	Islam		M	4904
Gosnells (C)	Judaism		F	13
Gosnells (C)	Judaism		M	18
Gosnells (C)	No religion		F	15003
Gosnells (C)	No religion		M	17370
Greater Geraldton (C)	(Other)		F	1980
Greater Geraldton (C)	(Other)		M	2334
Greater Geraldton (C)	(Other)	(Other)	F	69
Greater Geraldton (C)	(Other)	(Other)	M	41
Greater Geraldton (C)	(Other)	Australian Aboriginal Traditional	F	9
Greater Geraldton (C)	(Other)	Australian Aboriginal Traditional	M	8
Greater Geraldton (C)	(Other)	Other spiritual beliefs	F	35
Greater Geraldton (C)	(Other)	Other spiritual beliefs	M	27
Greater Geraldton (C)	(Other)	Secular beliefs	F	34
Greater Geraldton (C)	(Other)	Secular beliefs	M	48
Greater Geraldton (C)	(Other)	Sikhism	F	11
Greater Geraldton (C)	(Other)	Sikhism	M	12
Greater Geraldton (C)	Buddhism		F	236
Greater Geraldton (C)	Buddhism		M	124
Greater Geraldton (C)	Christianity		F	664
Greater Geraldton (C)	Christianity		M	540
Greater Geraldton (C)	Christianity	(Other)	F	20
Greater Geraldton (C)	Christianity	(Other)	M	15
Greater Geraldton (C)	Christianity	Anglican	F	3446
Greater Geraldton (C)	Christianity	Anglican	M	2935
Greater Geraldton (C)	Christianity	Baptist	F	198
Greater Geraldton (C)	Christianity	Baptist	M	202
Greater Geraldton (C)	Christianity	Catholic	F	5410
Greater Geraldton (C)	Christianity	Catholic	M	4924
Greater Geraldton (C)	Christianity	Churches Of Christ	F	44
Greater Geraldton (C)	Christianity	Churches Of Christ	M	33
Greater Geraldton (C)	Christianity	Eastern Orthodox	F	30
Greater Geraldton (C)	Christianity	Eastern Orthodox	M	35
Greater Geraldton (C)	Christianity	Jehovah's Witnesses	F	131
Greater Geraldton (C)	Christianity	Jehovah's Witnesses	M	90
Greater Geraldton (C)	Christianity	Latter Day Saints	F	20
Greater Geraldton (C)	Christianity	Latter Day Saints	M	18
Greater Geraldton (C)	Christianity	Lutheran	F	92
Greater Geraldton (C)	Christianity	Lutheran	M	72
Greater Geraldton (C)	Christianity	Pentecostal	F	248
Greater Geraldton (C)	Christianity	Pentecostal	M	194
Greater Geraldton (C)	Christianity	Presbyterian Reformed	F	244
Greater Geraldton (C)	Christianity	Presbyterian Reformed	M	278
Greater Geraldton (C)	Christianity	Protestant (Other)	F	115
Greater Geraldton (C)	Christianity	Protestant (Other)	M	83
Greater Geraldton (C)	Christianity	Salvation Army	F	51
Greater Geraldton (C)	Christianity	Salvation Army	M	46
Greater Geraldton (C)	Christianity	Seventh Day Adventist	F	123
Greater Geraldton (C)	Christianity	Seventh Day Adventist	M	105
Greater Geraldton (C)	Christianity	Uniting Church	F	537
Greater Geraldton (C)	Christianity	Uniting Church	M	485
Greater Geraldton (C)	Hinduism		F	80
Greater Geraldton (C)	Hinduism		M	76
Greater Geraldton (C)	Islam		F	274
Greater Geraldton (C)	Islam		M	264
Greater Geraldton (C)	Judaism		F	9
Greater Geraldton (C)	Judaism		M	9
Greater Geraldton (C)	No religion		F	5334
Greater Geraldton (C)	No religion		M	6167
Halls Creek (S)	(Other)		F	382
Halls Creek (S)	(Other)		M	385
Halls Creek (S)	(Other)	Australian Aboriginal Traditional	F	17
Halls Creek (S)	(Other)	Australian Aboriginal Traditional	M	10
Halls Creek (S)	Buddhism		F	6
Halls Creek (S)	Buddhism		M	13
Halls Creek (S)	Christianity		F	69
Halls Creek (S)	Christianity		M	80
Halls Creek (S)	Christianity	Anglican	F	40
Halls Creek (S)	Christianity	Anglican	M	37
Halls Creek (S)	Christianity	Baptist	F	41
Halls Creek (S)	Christianity	Baptist	M	27
Halls Creek (S)	Christianity	Catholic	F	464
Halls Creek (S)	Christianity	Catholic	M	412
Halls Creek (S)	Christianity	Lutheran	M	6
Halls Creek (S)	Christianity	Pentecostal	F	132
Halls Creek (S)	Christianity	Pentecostal	M	133
Halls Creek (S)	Christianity	Presbyterian Reformed	F	4
Halls Creek (S)	Christianity	Presbyterian Reformed	M	11
Halls Creek (S)	Christianity	Protestant (Other)	F	190
Halls Creek (S)	Christianity	Protestant (Other)	M	180
Halls Creek (S)	Christianity	Seventh Day Adventist	M	3
Halls Creek (S)	Christianity	Uniting Church	F	61
Halls Creek (S)	Christianity	Uniting Church	M	61
Halls Creek (S)	Hinduism		M	7
Halls Creek (S)	Islam		M	3
Halls Creek (S)	No religion		F	237
Halls Creek (S)	No religion		M	227
Harvey (S)	(Other)		F	1284
Harvey (S)	(Other)		M	1398
Harvey (S)	(Other)	(Other)	F	50
Harvey (S)	(Other)	(Other)	M	32
Harvey (S)	(Other)	Other spiritual beliefs	F	25
Harvey (S)	(Other)	Other spiritual beliefs	M	14
Harvey (S)	(Other)	Secular beliefs	F	35
Harvey (S)	(Other)	Secular beliefs	M	44
Harvey (S)	(Other)	Sikhism	F	5
Harvey (S)	(Other)	Sikhism	M	4
Harvey (S)	Buddhism		F	101
Harvey (S)	Buddhism		M	62
Harvey (S)	Christianity		F	511
Harvey (S)	Christianity		M	451
Harvey (S)	Christianity	(Other)	F	23
Harvey (S)	Christianity	(Other)	M	16
Harvey (S)	Christianity	Anglican	F	2548
Harvey (S)	Christianity	Anglican	M	2282
Harvey (S)	Christianity	Baptist	F	220
Harvey (S)	Christianity	Baptist	M	218
Harvey (S)	Christianity	Catholic	F	3100
Harvey (S)	Christianity	Catholic	M	2947
Harvey (S)	Christianity	Churches Of Christ	F	48
Harvey (S)	Christianity	Churches Of Christ	M	44
Harvey (S)	Christianity	Eastern Orthodox	F	28
Harvey (S)	Christianity	Eastern Orthodox	M	24
Harvey (S)	Christianity	Jehovah's Witnesses	F	115
Harvey (S)	Christianity	Jehovah's Witnesses	M	91
Harvey (S)	Christianity	Latter Day Saints	F	78
Harvey (S)	Christianity	Latter Day Saints	M	69
Harvey (S)	Christianity	Lutheran	F	33
Harvey (S)	Christianity	Lutheran	M	29
Harvey (S)	Christianity	Pentecostal	F	79
Harvey (S)	Christianity	Pentecostal	M	71
Harvey (S)	Christianity	Presbyterian Reformed	F	256
Harvey (S)	Christianity	Presbyterian Reformed	M	248
Harvey (S)	Christianity	Protestant (Other)	F	55
Harvey (S)	Christianity	Protestant (Other)	M	52
Harvey (S)	Christianity	Salvation Army	F	11
Harvey (S)	Christianity	Salvation Army	M	19
Harvey (S)	Christianity	Seventh Day Adventist	F	47
Harvey (S)	Christianity	Seventh Day Adventist	M	57
Harvey (S)	Christianity	Uniting Church	F	405
Harvey (S)	Christianity	Uniting Church	M	329
Harvey (S)	Hinduism		F	29
Harvey (S)	Hinduism		M	36
Harvey (S)	Islam		F	43
Harvey (S)	Islam		M	49
Harvey (S)	Judaism		F	9
Harvey (S)	Judaism		M	3
Harvey (S)	No religion		F	4121
Harvey (S)	No religion		M	4706
Irwin (S)	(Other)		F	150
Irwin (S)	(Other)		M	173
Irwin (S)	(Other)	(Other)	F	3
Irwin (S)	(Other)	(Other)	M	3
Irwin (S)	(Other)	Other spiritual beliefs	F	3
Irwin (S)	(Other)	Other spiritual beliefs	M	3
Irwin (S)	(Other)	Secular beliefs	F	3
Irwin (S)	(Other)	Secular beliefs	M	6
Irwin (S)	Buddhism		F	23
Irwin (S)	Buddhism		M	8
Irwin (S)	Christianity		F	27
Irwin (S)	Christianity		M	22
Irwin (S)	Christianity	Anglican	F	488
Irwin (S)	Christianity	Anglican	M	433
Irwin (S)	Christianity	Baptist	F	9
Irwin (S)	Christianity	Baptist	M	10
Irwin (S)	Christianity	Catholic	F	340
Irwin (S)	Christianity	Catholic	M	350
Irwin (S)	Christianity	Churches Of Christ	F	9
Irwin (S)	Christianity	Churches Of Christ	M	3
Irwin (S)	Christianity	Eastern Orthodox	F	4
Irwin (S)	Christianity	Eastern Orthodox	M	3
Irwin (S)	Christianity	Lutheran	F	8
Irwin (S)	Christianity	Lutheran	M	9
Irwin (S)	Christianity	Pentecostal	F	8
Irwin (S)	Christianity	Pentecostal	M	5
Irwin (S)	Christianity	Presbyterian Reformed	F	33
Irwin (S)	Christianity	Presbyterian Reformed	M	34
Irwin (S)	Christianity	Protestant (Other)	F	10
Irwin (S)	Christianity	Protestant (Other)	M	11
Irwin (S)	Christianity	Salvation Army	F	7
Irwin (S)	Christianity	Salvation Army	M	4
Irwin (S)	Christianity	Seventh Day Adventist	F	12
Irwin (S)	Christianity	Seventh Day Adventist	M	11
Irwin (S)	Christianity	Uniting Church	F	101
Irwin (S)	Christianity	Uniting Church	M	68
Irwin (S)	Islam		F	3
Irwin (S)	Islam		M	3
Irwin (S)	No religion		F	530
Irwin (S)	No religion		M	634
Jerramungup (S)	(Other)		F	77
Jerramungup (S)	(Other)		M	107
Jerramungup (S)	Buddhism		F	3
Jerramungup (S)	Christianity		F	26
Jerramungup (S)	Christianity		M	23
Jerramungup (S)	Christianity	Anglican	F	93
Jerramungup (S)	Christianity	Anglican	M	80
Jerramungup (S)	Christianity	Baptist	F	3
Jerramungup (S)	Christianity	Baptist	M	5
Jerramungup (S)	Christianity	Catholic	F	74
Jerramungup (S)	Christianity	Catholic	M	87
Jerramungup (S)	Christianity	Lutheran	F	5
Jerramungup (S)	Christianity	Lutheran	M	4
Jerramungup (S)	Christianity	Presbyterian Reformed	F	14
Jerramungup (S)	Christianity	Presbyterian Reformed	M	13
Jerramungup (S)	Christianity	Protestant (Other)	F	3
Jerramungup (S)	Christianity	Protestant (Other)	M	3
Jerramungup (S)	Christianity	Salvation Army	F	3
Jerramungup (S)	Christianity	Uniting Church	F	23
Jerramungup (S)	Christianity	Uniting Church	M	32
Jerramungup (S)	No religion		F	177
Jerramungup (S)	No religion		M	258
Joondalup (C)	(Other)		F	5246
Joondalup (C)	(Other)		M	5904
Joondalup (C)	(Other)	(Other)	F	340
Joondalup (C)	(Other)	(Other)	M	253
Joondalup (C)	(Other)	Other spiritual beliefs	F	176
Joondalup (C)	(Other)	Other spiritual beliefs	M	98
Joondalup (C)	(Other)	Secular beliefs	F	186
Joondalup (C)	(Other)	Secular beliefs	M	251
Joondalup (C)	(Other)	Sikhism	F	116
Joondalup (C)	(Other)	Sikhism	M	101
Joondalup (C)	Buddhism		F	1091
Joondalup (C)	Buddhism		M	695
Joondalup (C)	Christianity		F	2496
Joondalup (C)	Christianity		M	2116
Joondalup (C)	Christianity	(Other)	F	82
Joondalup (C)	Christianity	(Other)	M	67
Joondalup (C)	Christianity	Anglican	F	15191
Joondalup (C)	Christianity	Anglican	M	13170
Joondalup (C)	Christianity	Baptist	F	1506
Joondalup (C)	Christianity	Baptist	M	1306
Joondalup (C)	Christianity	Brethren	F	3
Joondalup (C)	Christianity	Brethren	M	3
Joondalup (C)	Christianity	Catholic	F	18829
Joondalup (C)	Christianity	Catholic	M	17162
Joondalup (C)	Christianity	Churches Of Christ	F	322
Joondalup (C)	Christianity	Churches Of Christ	M	272
Joondalup (C)	Christianity	Eastern Orthodox	F	790
Joondalup (C)	Christianity	Eastern Orthodox	M	743
Joondalup (C)	Christianity	Jehovah's Witnesses	F	230
Joondalup (C)	Christianity	Jehovah's Witnesses	M	164
Joondalup (C)	Christianity	Latter Day Saints	F	219
Joondalup (C)	Christianity	Latter Day Saints	M	180
Joondalup (C)	Christianity	Lutheran	F	259
Joondalup (C)	Christianity	Lutheran	M	249
Joondalup (C)	Christianity	Oriental Orthodox	F	129
Joondalup (C)	Christianity	Oriental Orthodox	M	148
Joondalup (C)	Christianity	Pentecostal	F	1020
Joondalup (C)	Christianity	Pentecostal	M	831
Joondalup (C)	Christianity	Presbyterian Reformed	F	1759
Joondalup (C)	Christianity	Presbyterian Reformed	M	1604
Joondalup (C)	Christianity	Protestant (Other)	F	512
Joondalup (C)	Christianity	Protestant (Other)	M	467
Joondalup (C)	Christianity	Salvation Army	F	104
Joondalup (C)	Christianity	Salvation Army	M	86
Joondalup (C)	Christianity	Seventh Day Adventist	F	98
Joondalup (C)	Christianity	Seventh Day Adventist	M	65
Joondalup (C)	Christianity	Uniting Church	F	2468
Joondalup (C)	Christianity	Uniting Church	M	1852
Joondalup (C)	Hinduism		F	548
Joondalup (C)	Hinduism		M	602
Joondalup (C)	Islam		F	614
Joondalup (C)	Islam		M	680
Joondalup (C)	Judaism		F	91
Joondalup (C)	Judaism		M	91
Joondalup (C)	No religion		F	23472
Joondalup (C)	No religion		M	27377
Kalamunda (S)	(Other)		F	2435
Kalamunda (S)	(Other)		M	2635
Kalamunda (S)	(Other)	(Other)	F	99
Kalamunda (S)	(Other)	(Other)	M	69
Kalamunda (S)	(Other)	Australian Aboriginal Traditional	F	3
Kalamunda (S)	(Other)	Australian Aboriginal Traditional	M	3
Kalamunda (S)	(Other)	Other spiritual beliefs	F	52
Kalamunda (S)	(Other)	Other spiritual beliefs	M	37
Kalamunda (S)	(Other)	Secular beliefs	F	70
Kalamunda (S)	(Other)	Secular beliefs	M	94
Kalamunda (S)	(Other)	Sikhism	F	72
Kalamunda (S)	(Other)	Sikhism	M	69
Kalamunda (S)	Buddhism		F	433
Kalamunda (S)	Buddhism		M	283
Kalamunda (S)	Christianity		F	1159
Kalamunda (S)	Christianity		M	982
Kalamunda (S)	Christianity	(Other)	F	117
Kalamunda (S)	Christianity	(Other)	M	128
Kalamunda (S)	Christianity	Anglican	F	4967
Kalamunda (S)	Christianity	Anglican	M	4149
Kalamunda (S)	Christianity	Baptist	F	584
Kalamunda (S)	Christianity	Baptist	M	483
Kalamunda (S)	Christianity	Brethren	F	102
Kalamunda (S)	Christianity	Brethren	M	110
Kalamunda (S)	Christianity	Catholic	F	6533
Kalamunda (S)	Christianity	Catholic	M	6114
Kalamunda (S)	Christianity	Churches Of Christ	F	141
Kalamunda (S)	Christianity	Churches Of Christ	M	102
Kalamunda (S)	Christianity	Eastern Orthodox	F	127
Kalamunda (S)	Christianity	Eastern Orthodox	M	118
Kalamunda (S)	Christianity	Jehovah's Witnesses	F	115
Kalamunda (S)	Christianity	Jehovah's Witnesses	M	93
Kalamunda (S)	Christianity	Latter Day Saints	F	79
Kalamunda (S)	Christianity	Latter Day Saints	M	69
Kalamunda (S)	Christianity	Lutheran	F	103
Kalamunda (S)	Christianity	Lutheran	M	91
Kalamunda (S)	Christianity	Oriental Orthodox	F	25
Kalamunda (S)	Christianity	Oriental Orthodox	M	11
Kalamunda (S)	Christianity	Pentecostal	F	265
Kalamunda (S)	Christianity	Pentecostal	M	238
Kalamunda (S)	Christianity	Presbyterian Reformed	F	629
Kalamunda (S)	Christianity	Presbyterian Reformed	M	552
Kalamunda (S)	Christianity	Protestant (Other)	F	178
Kalamunda (S)	Christianity	Protestant (Other)	M	162
Kalamunda (S)	Christianity	Salvation Army	F	53
Kalamunda (S)	Christianity	Salvation Army	M	40
Kalamunda (S)	Christianity	Seventh Day Adventist	F	298
Kalamunda (S)	Christianity	Seventh Day Adventist	M	246
Kalamunda (S)	Christianity	Uniting Church	F	787
Kalamunda (S)	Christianity	Uniting Church	M	608
Kalamunda (S)	Hinduism		F	343
Kalamunda (S)	Hinduism		M	392
Kalamunda (S)	Islam		F	445
Kalamunda (S)	Islam		M	499
Kalamunda (S)	Judaism		F	19
Kalamunda (S)	Judaism		M	21
Kalamunda (S)	No religion		F	8760
Kalamunda (S)	No religion		M	10076
Kalgoorlie/Boulder (C)	(Other)		F	1763
Kalgoorlie/Boulder (C)	(Other)		M	2181
Kalgoorlie/Boulder (C)	(Other)	(Other)	F	45
Kalgoorlie/Boulder (C)	(Other)	(Other)	M	40
Kalgoorlie/Boulder (C)	(Other)	Australian Aboriginal Traditional	F	3
Kalgoorlie/Boulder (C)	(Other)	Australian Aboriginal Traditional	M	4
Kalgoorlie/Boulder (C)	(Other)	Other spiritual beliefs	F	34
Kalgoorlie/Boulder (C)	(Other)	Other spiritual beliefs	M	16
Kalgoorlie/Boulder (C)	(Other)	Secular beliefs	F	48
Kalgoorlie/Boulder (C)	(Other)	Secular beliefs	M	44
Kalgoorlie/Boulder (C)	(Other)	Sikhism	F	27
Kalgoorlie/Boulder (C)	(Other)	Sikhism	M	25
Kalgoorlie/Boulder (C)	Buddhism		F	169
Kalgoorlie/Boulder (C)	Buddhism		M	110
Kalgoorlie/Boulder (C)	Christianity		F	655
Kalgoorlie/Boulder (C)	Christianity		M	634
Kalgoorlie/Boulder (C)	Christianity	(Other)	F	39
Kalgoorlie/Boulder (C)	Christianity	(Other)	M	27
Kalgoorlie/Boulder (C)	Christianity	Anglican	F	1648
Kalgoorlie/Boulder (C)	Christianity	Anglican	M	1648
Kalgoorlie/Boulder (C)	Christianity	Baptist	F	318
Kalgoorlie/Boulder (C)	Christianity	Baptist	M	314
Kalgoorlie/Boulder (C)	Christianity	Catholic	F	3362
Kalgoorlie/Boulder (C)	Christianity	Catholic	M	3261
Kalgoorlie/Boulder (C)	Christianity	Churches Of Christ	F	188
Kalgoorlie/Boulder (C)	Christianity	Churches Of Christ	M	134
Kalgoorlie/Boulder (C)	Christianity	Eastern Orthodox	F	30
Kalgoorlie/Boulder (C)	Christianity	Eastern Orthodox	M	42
Kalgoorlie/Boulder (C)	Christianity	Jehovah's Witnesses	F	97
Kalgoorlie/Boulder (C)	Christianity	Jehovah's Witnesses	M	61
Kalgoorlie/Boulder (C)	Christianity	Latter Day Saints	F	123
Kalgoorlie/Boulder (C)	Christianity	Latter Day Saints	M	112
Kalgoorlie/Boulder (C)	Christianity	Lutheran	F	67
Kalgoorlie/Boulder (C)	Christianity	Lutheran	M	73
Kalgoorlie/Boulder (C)	Christianity	Oriental Orthodox	F	3
Kalgoorlie/Boulder (C)	Christianity	Oriental Orthodox	M	7
Kalgoorlie/Boulder (C)	Christianity	Pentecostal	F	144
Kalgoorlie/Boulder (C)	Christianity	Pentecostal	M	165
Kalgoorlie/Boulder (C)	Christianity	Presbyterian Reformed	F	283
Kalgoorlie/Boulder (C)	Christianity	Presbyterian Reformed	M	313
Kalgoorlie/Boulder (C)	Christianity	Protestant (Other)	F	108
Kalgoorlie/Boulder (C)	Christianity	Protestant (Other)	M	105
Kalgoorlie/Boulder (C)	Christianity	Salvation Army	F	45
Kalgoorlie/Boulder (C)	Christianity	Salvation Army	M	28
Kalgoorlie/Boulder (C)	Christianity	Seventh Day Adventist	F	86
Kalgoorlie/Boulder (C)	Christianity	Seventh Day Adventist	M	79
Kalgoorlie/Boulder (C)	Christianity	Uniting Church	F	382
Kalgoorlie/Boulder (C)	Christianity	Uniting Church	M	345
Kalgoorlie/Boulder (C)	Hinduism		F	148
Kalgoorlie/Boulder (C)	Hinduism		M	169
Kalgoorlie/Boulder (C)	Islam		F	82
Kalgoorlie/Boulder (C)	Islam		M	121
Kalgoorlie/Boulder (C)	Judaism		M	4
Kalgoorlie/Boulder (C)	No religion		F	4458
Kalgoorlie/Boulder (C)	No religion		M	5599
Karratha (C)	(Other)		F	1256
Karratha (C)	(Other)		M	2149
Karratha (C)	(Other)	(Other)	F	32
Karratha (C)	(Other)	(Other)	M	25
Karratha (C)	(Other)	Australian Aboriginal Traditional	F	19
Karratha (C)	(Other)	Australian Aboriginal Traditional	M	28
Karratha (C)	(Other)	Other spiritual beliefs	F	9
Karratha (C)	(Other)	Other spiritual beliefs	M	13
Karratha (C)	(Other)	Secular beliefs	F	20
Karratha (C)	(Other)	Secular beliefs	M	31
Karratha (C)	(Other)	Sikhism	F	4
Karratha (C)	(Other)	Sikhism	M	10
Karratha (C)	Buddhism		F	192
Karratha (C)	Buddhism		M	155
Karratha (C)	Christianity		F	285
Karratha (C)	Christianity		M	299
Karratha (C)	Christianity	(Other)	F	23
Karratha (C)	Christianity	(Other)	M	30
Karratha (C)	Christianity	Anglican	F	1174
Karratha (C)	Christianity	Anglican	M	1342
Karratha (C)	Christianity	Baptist	F	184
Karratha (C)	Christianity	Baptist	M	168
Karratha (C)	Christianity	Brethren	M	5
Karratha (C)	Christianity	Catholic	F	2137
Karratha (C)	Christianity	Catholic	M	2394
Karratha (C)	Christianity	Churches Of Christ	F	23
Karratha (C)	Christianity	Churches Of Christ	M	34
Karratha (C)	Christianity	Eastern Orthodox	F	37
Karratha (C)	Christianity	Eastern Orthodox	M	28
Karratha (C)	Christianity	Jehovah's Witnesses	F	46
Karratha (C)	Christianity	Jehovah's Witnesses	M	57
Karratha (C)	Christianity	Latter Day Saints	F	53
Karratha (C)	Christianity	Latter Day Saints	M	54
Karratha (C)	Christianity	Lutheran	F	30
Karratha (C)	Christianity	Lutheran	M	39
Karratha (C)	Christianity	Pentecostal	F	146
Karratha (C)	Christianity	Pentecostal	M	146
Karratha (C)	Christianity	Presbyterian Reformed	F	128
Karratha (C)	Christianity	Presbyterian Reformed	M	150
Karratha (C)	Christianity	Protestant (Other)	F	49
Karratha (C)	Christianity	Protestant (Other)	M	39
Karratha (C)	Christianity	Salvation Army	F	28
Karratha (C)	Christianity	Salvation Army	M	21
Karratha (C)	Christianity	Seventh Day Adventist	F	30
Karratha (C)	Christianity	Seventh Day Adventist	M	32
Karratha (C)	Christianity	Uniting Church	F	191
Karratha (C)	Christianity	Uniting Church	M	191
Karratha (C)	Hinduism		F	106
Karratha (C)	Hinduism		M	139
Karratha (C)	Islam		F	72
Karratha (C)	Islam		M	93
Karratha (C)	Judaism		M	3
