LGA_NAME16	CountryOfBirth	Sex	persons
Dardanup (S)	ITA	M	21
Dardanup (S)	JPN	F	3
Dardanup (S)	JPN	M	4
Dardanup (S)	KOR	F	11
Dardanup (S)	KOR	M	19
Dardanup (S)	LBN	F	3
Dardanup (S)	LBN	M	3
Dardanup (S)	LKA	F	4
Dardanup (S)	LKA	M	3
Dardanup (S)	MMR	F	3
Dardanup (S)	MMR	M	3
Dardanup (S)	MUS	F	3
Dardanup (S)	MUS	M	5
Dardanup (S)	MYS	F	9
Dardanup (S)	MYS	M	9
Dardanup (S)	NLD	F	35
Dardanup (S)	NLD	M	27
Dardanup (S)	NZL	F	216
Dardanup (S)	NZL	M	258
Dardanup (S)	PAK	F	3
Dardanup (S)	PAK	M	5
Dardanup (S)	PHL	F	57
Dardanup (S)	PHL	M	30
Dardanup (S)	PNG	F	10
Dardanup (S)	PNG	M	4
Dardanup (S)	POL	F	4
Dardanup (S)	POL	M	7
Dardanup (S)	SGP	F	17
Dardanup (S)	SGP	M	8
Dardanup (S)	THA	F	11
Dardanup (S)	THA	M	4
Dardanup (S)	TWN	F	4
Dardanup (S)	USA	F	27
Dardanup (S)	USA	M	17
Dardanup (S)	VNM	F	4
Dardanup (S)	VNM	M	4
Dardanup (S)	ZAF	F	90
Dardanup (S)	ZAF	M	88
Dardanup (S)	ZWE	F	39
Dardanup (S)	ZWE	M	33
Denmark (S)		F	360
Denmark (S)		M	354
Denmark (S)	AUS	F	1933
Denmark (S)	AUS	M	1956
Denmark (S)	CAN	F	14
Denmark (S)	CAN	M	3
Denmark (S)	CHL	M	3
Denmark (S)	CHN	F	6
Denmark (S)	DEU	F	39
Denmark (S)	DEU	M	18
Denmark (S)	FRA	F	5
Denmark (S)	FRA	M	5
Denmark (S)	GBR	F	354
Denmark (S)	GBR	M	358
Denmark (S)	HKG	M	3
Denmark (S)	HRV	F	3
Denmark (S)	IDN	F	10
Denmark (S)	IND	F	8
Denmark (S)	IND	M	6
Denmark (S)	IRL	F	7
Denmark (S)	IRL	M	8
Denmark (S)	ITA	M	7
Denmark (S)	JPN	F	3
Denmark (S)	JPN	M	3
Denmark (S)	LKA	F	3
Denmark (S)	LKA	M	4
Denmark (S)	MLT	F	3
Denmark (S)	MUS	F	3
Denmark (S)	MYS	F	6
Denmark (S)	MYS	M	5
Denmark (S)	NLD	F	28
Denmark (S)	NLD	M	22
Denmark (S)	NZL	F	69
Denmark (S)	NZL	M	58
Denmark (S)	PHL	F	6
Denmark (S)	PNG	F	3
Denmark (S)	POL	F	5
Denmark (S)	POL	M	5
Denmark (S)	TUR	F	3
Denmark (S)	USA	F	18
Denmark (S)	USA	M	20
Denmark (S)	VNM	F	5
Denmark (S)	VNM	M	9
Denmark (S)	ZAF	F	38
Denmark (S)	ZAF	M	35
Denmark (S)	ZWE	F	14
Denmark (S)	ZWE	M	16
Derby-West Kimberley (S)		F	363
Derby-West Kimberley (S)		M	340
Derby-West Kimberley (S)	AUS	F	3178
Derby-West Kimberley (S)	AUS	M	3277
Derby-West Kimberley (S)	CAN	F	3
Derby-West Kimberley (S)	CAN	M	5
Derby-West Kimberley (S)	CHN	F	5
Derby-West Kimberley (S)	DEU	F	9
Derby-West Kimberley (S)	DEU	M	9
Derby-West Kimberley (S)	EGY	M	3
Derby-West Kimberley (S)	FJI	F	3
Derby-West Kimberley (S)	FJI	M	3
Derby-West Kimberley (S)	FRA	F	3
Derby-West Kimberley (S)	FRA	M	5
Derby-West Kimberley (S)	GBR	F	54
Derby-West Kimberley (S)	GBR	M	63
Derby-West Kimberley (S)	HKG	F	3
Derby-West Kimberley (S)	IDN	F	4
Derby-West Kimberley (S)	IDN	M	3
Derby-West Kimberley (S)	IND	F	32
Derby-West Kimberley (S)	IND	M	28
Derby-West Kimberley (S)	IRL	M	10
Derby-West Kimberley (S)	ITA	F	3
Derby-West Kimberley (S)	ITA	M	3
Derby-West Kimberley (S)	JPN	F	3
Derby-West Kimberley (S)	KOR	F	3
Derby-West Kimberley (S)	LKA	F	10
Derby-West Kimberley (S)	LKA	M	4
Derby-West Kimberley (S)	MLT	M	3
Derby-West Kimberley (S)	MUS	F	3
Derby-West Kimberley (S)	MYS	F	3
Derby-West Kimberley (S)	MYS	M	3
Derby-West Kimberley (S)	NLD	F	3
Derby-West Kimberley (S)	NLD	M	3
Derby-West Kimberley (S)	NZL	F	81
Derby-West Kimberley (S)	NZL	M	68
Derby-West Kimberley (S)	PHL	F	18
Derby-West Kimberley (S)	PHL	M	17
Derby-West Kimberley (S)	PNG	F	5
Derby-West Kimberley (S)	PNG	M	4
Derby-West Kimberley (S)	POL	F	3
Derby-West Kimberley (S)	SGP	M	3
Derby-West Kimberley (S)	THA	F	9
Derby-West Kimberley (S)	TWN	F	8
Derby-West Kimberley (S)	TWN	M	5
Derby-West Kimberley (S)	USA	F	10
Derby-West Kimberley (S)	USA	M	6
Derby-West Kimberley (S)	ZAF	F	5
Derby-West Kimberley (S)	ZAF	M	6
Derby-West Kimberley (S)	ZWE	F	7
Derby-West Kimberley (S)	ZWE	M	11
Donnybrook-Balingup (S)		F	345
Donnybrook-Balingup (S)		M	333
Donnybrook-Balingup (S)	AFG	M	11
Donnybrook-Balingup (S)	AUS	F	2123
Donnybrook-Balingup (S)	AUS	M	2102
Donnybrook-Balingup (S)	CAN	F	3
Donnybrook-Balingup (S)	CHN	F	9
Donnybrook-Balingup (S)	CHN	M	3
Donnybrook-Balingup (S)	DEU	F	14
Donnybrook-Balingup (S)	DEU	M	13
Donnybrook-Balingup (S)	FRA	F	4
Donnybrook-Balingup (S)	FRA	M	10
Donnybrook-Balingup (S)	GBR	F	271
Donnybrook-Balingup (S)	GBR	M	236
Donnybrook-Balingup (S)	HRV	M	3
Donnybrook-Balingup (S)	IND	F	10
Donnybrook-Balingup (S)	IND	M	3
Donnybrook-Balingup (S)	IRL	F	8
Donnybrook-Balingup (S)	IRL	M	7
Donnybrook-Balingup (S)	ITA	F	22
Donnybrook-Balingup (S)	ITA	M	26
Donnybrook-Balingup (S)	JPN	F	3
Donnybrook-Balingup (S)	JPN	M	3
Donnybrook-Balingup (S)	KOR	M	3
Donnybrook-Balingup (S)	MUS	F	3
Donnybrook-Balingup (S)	MYS	F	4
Donnybrook-Balingup (S)	MYS	M	8
Donnybrook-Balingup (S)	NLD	F	12
Donnybrook-Balingup (S)	NLD	M	16
Donnybrook-Balingup (S)	NZL	F	55
Donnybrook-Balingup (S)	NZL	M	65
Donnybrook-Balingup (S)	PAK	F	5
Donnybrook-Balingup (S)	PHL	F	17
Donnybrook-Balingup (S)	PHL	M	5
Donnybrook-Balingup (S)	PNG	M	3
Donnybrook-Balingup (S)	POL	F	5
Donnybrook-Balingup (S)	POL	M	3
Donnybrook-Balingup (S)	SGP	F	5
Donnybrook-Balingup (S)	THA	F	4
Donnybrook-Balingup (S)	TWN	F	11
Donnybrook-Balingup (S)	TWN	M	14
Donnybrook-Balingup (S)	USA	F	11
Donnybrook-Balingup (S)	USA	M	5
Donnybrook-Balingup (S)	VNM	F	9
Donnybrook-Balingup (S)	VNM	M	4
Donnybrook-Balingup (S)	ZAF	F	14
Donnybrook-Balingup (S)	ZAF	M	18
Donnybrook-Balingup (S)	ZWE	F	7
Donnybrook-Balingup (S)	ZWE	M	7
Dowerin (S)		F	33
Dowerin (S)		M	26
Dowerin (S)	AUS	F	279
Dowerin (S)	AUS	M	298
Dowerin (S)	DEU	F	3
Dowerin (S)	GBR	F	18
Dowerin (S)	GBR	M	10
Dowerin (S)	NLD	F	6
Dumbleyung (S)		F	44
Dumbleyung (S)		M	46
Dumbleyung (S)	AUS	F	251
Dumbleyung (S)	AUS	M	273
Dumbleyung (S)	GBR	F	16
Dumbleyung (S)	GBR	M	18
Dumbleyung (S)	NLD	F	3
Dumbleyung (S)	NZL	M	14
Dumbleyung (S)	PHL	F	3
Dundas (S)		F	65
Dundas (S)		M	94
Dundas (S)	AUS	F	210
Dundas (S)	AUS	M	259
Dundas (S)	DEU	F	6
Dundas (S)	DEU	M	4
Dundas (S)	GBR	F	18
Dundas (S)	GBR	M	19
Dundas (S)	IDN	F	3
Dundas (S)	IND	F	3
Dundas (S)	IND	M	3
Dundas (S)	NLD	F	3
Dundas (S)	NZL	F	27
Dundas (S)	NZL	M	24
Dundas (S)	PAK	M	3
Dundas (S)	PHL	F	3
Dundas (S)	PHL	M	3
Dundas (S)	THA	F	3
Dundas (S)	USA	M	3
Dundas (S)	ZAF	F	3
Dundas (S)	ZAF	M	3
East Fremantle (T)		F	327
East Fremantle (T)		M	324
East Fremantle (T)	AUS	F	2685
East Fremantle (T)	AUS	M	2434
East Fremantle (T)	CAN	F	12
East Fremantle (T)	CAN	M	9
East Fremantle (T)	CHL	M	3
East Fremantle (T)	CHN	F	6
East Fremantle (T)	DEU	F	28
East Fremantle (T)	DEU	M	19
East Fremantle (T)	EGY	M	4
East Fremantle (T)	FRA	F	14
East Fremantle (T)	FRA	M	10
East Fremantle (T)	GBR	F	359
East Fremantle (T)	GBR	M	374
East Fremantle (T)	HKG	F	5
East Fremantle (T)	HRV	F	3
East Fremantle (T)	HRV	M	11
East Fremantle (T)	IDN	F	3
East Fremantle (T)	IDN	M	3
East Fremantle (T)	IND	F	19
East Fremantle (T)	IND	M	12
East Fremantle (T)	IRL	F	44
East Fremantle (T)	IRL	M	31
East Fremantle (T)	IRN	F	3
East Fremantle (T)	IRN	M	3
East Fremantle (T)	ITA	F	66
East Fremantle (T)	ITA	M	50
East Fremantle (T)	JPN	F	10
East Fremantle (T)	JPN	M	8
East Fremantle (T)	KOR	F	6
East Fremantle (T)	KOR	M	3
East Fremantle (T)	LKA	F	3
East Fremantle (T)	MUS	F	3
East Fremantle (T)	MYS	F	9
East Fremantle (T)	MYS	M	12
East Fremantle (T)	NLD	F	15
East Fremantle (T)	NLD	M	22
East Fremantle (T)	NPL	M	3
East Fremantle (T)	NZL	F	89
East Fremantle (T)	NZL	M	89
East Fremantle (T)	PHL	F	8
East Fremantle (T)	PNG	F	5
East Fremantle (T)	POL	F	5
East Fremantle (T)	SGP	F	9
East Fremantle (T)	SGP	M	5
East Fremantle (T)	THA	F	9
East Fremantle (T)	THA	M	3
East Fremantle (T)	USA	F	35
East Fremantle (T)	USA	M	28
East Fremantle (T)	VNM	F	7
East Fremantle (T)	VNM	M	4
East Fremantle (T)	ZAF	F	27
East Fremantle (T)	ZAF	M	28
East Fremantle (T)	ZWE	F	10
East Fremantle (T)	ZWE	M	11
East Pilbara (S)		F	560
East Pilbara (S)		M	1623
East Pilbara (S)	AUS	F	2366
East Pilbara (S)	AUS	M	4083
East Pilbara (S)	BGD	M	6
East Pilbara (S)	CAN	F	6
East Pilbara (S)	CAN	M	5
East Pilbara (S)	CHL	M	5
East Pilbara (S)	CHN	F	3
East Pilbara (S)	CHN	M	3
East Pilbara (S)	DEU	F	3
East Pilbara (S)	DEU	M	9
East Pilbara (S)	EGY	M	3
East Pilbara (S)	FJI	F	4
East Pilbara (S)	FJI	M	11
East Pilbara (S)	FRA	F	5
East Pilbara (S)	FRA	M	10
East Pilbara (S)	GBR	F	79
East Pilbara (S)	GBR	M	287
East Pilbara (S)	HKG	F	3
East Pilbara (S)	HKG	M	3
East Pilbara (S)	HRV	F	3
East Pilbara (S)	HRV	M	9
East Pilbara (S)	IDN	F	17
East Pilbara (S)	IDN	M	11
East Pilbara (S)	IND	F	15
East Pilbara (S)	IND	M	49
East Pilbara (S)	IRL	F	17
East Pilbara (S)	IRL	M	40
East Pilbara (S)	IRN	M	5
East Pilbara (S)	ITA	M	3
East Pilbara (S)	JPN	F	3
East Pilbara (S)	JPN	M	3
East Pilbara (S)	KOR	F	3
East Pilbara (S)	KOR	M	8
East Pilbara (S)	LBN	M	3
East Pilbara (S)	LKA	F	3
East Pilbara (S)	LKA	M	5
East Pilbara (S)	MKD	F	4
East Pilbara (S)	MKD	M	3
East Pilbara (S)	MLT	M	4
East Pilbara (S)	MMR	M	6
East Pilbara (S)	MYS	F	4
East Pilbara (S)	MYS	M	28
East Pilbara (S)	NLD	M	4
East Pilbara (S)	NZL	F	232
East Pilbara (S)	NZL	M	536
East Pilbara (S)	PHL	F	82
East Pilbara (S)	PHL	M	97
East Pilbara (S)	PNG	F	13
East Pilbara (S)	PNG	M	30
East Pilbara (S)	POL	M	6
East Pilbara (S)	SGP	M	9
East Pilbara (S)	THA	F	39
East Pilbara (S)	THA	M	11
East Pilbara (S)	TWN	F	3
East Pilbara (S)	USA	F	5
East Pilbara (S)	USA	M	15
East Pilbara (S)	VNM	M	10
East Pilbara (S)	ZAF	F	33
East Pilbara (S)	ZAF	M	61
East Pilbara (S)	ZWE	F	15
East Pilbara (S)	ZWE	M	60
Esperance (S)		F	899
Esperance (S)		M	978
Esperance (S)	AUS	F	5285
Esperance (S)	AUS	M	5410
Esperance (S)	BGD	M	3
Esperance (S)	CAN	F	11
Esperance (S)	CAN	M	5
Esperance (S)	CHL	M	3
Esperance (S)	CHN	F	9
Esperance (S)	CHN	M	6
Esperance (S)	DEU	F	34
Esperance (S)	DEU	M	27
Esperance (S)	FJI	M	5
Esperance (S)	FRA	F	4
Esperance (S)	FRA	M	7
Esperance (S)	GBR	F	304
Esperance (S)	GBR	M	284
Esperance (S)	HKG	F	5
Esperance (S)	HKG	M	8
Esperance (S)	HRV	M	3
Esperance (S)	IDN	F	7
Esperance (S)	IDN	M	3
Esperance (S)	IND	F	16
Esperance (S)	IND	M	18
Esperance (S)	IRL	F	23
Esperance (S)	IRL	M	18
Esperance (S)	ITA	F	13
Esperance (S)	ITA	M	7
Esperance (S)	KOR	F	3
Esperance (S)	KOR	M	7
Esperance (S)	LKA	F	3
Esperance (S)	LKA	M	3
Esperance (S)	MYS	F	11
Esperance (S)	MYS	M	4
Esperance (S)	NLD	F	23
Esperance (S)	NLD	M	21
Esperance (S)	NZL	F	208
Esperance (S)	NZL	M	201
Esperance (S)	PHL	F	39
Esperance (S)	PHL	M	18
Esperance (S)	PNG	F	6
Esperance (S)	PNG	M	4
Esperance (S)	POL	M	5
Esperance (S)	SGP	F	3
Esperance (S)	SGP	M	3
Esperance (S)	THA	F	19
Esperance (S)	THA	M	3
Esperance (S)	TWN	F	8
Esperance (S)	TWN	M	3
Esperance (S)	USA	F	17
Esperance (S)	USA	M	14
Esperance (S)	VNM	F	3
Esperance (S)	VNM	M	5
Esperance (S)	ZAF	F	75
Esperance (S)	ZAF	M	81
Esperance (S)	ZWE	F	18
Esperance (S)	ZWE	M	21
Exmouth (S)		F	150
Exmouth (S)		M	167
Exmouth (S)	AUS	F	937
Exmouth (S)	AUS	M	1060
Exmouth (S)	CAN	F	3
Exmouth (S)	CAN	M	3
Exmouth (S)	CHN	M	3
Exmouth (S)	DEU	F	19
Exmouth (S)	DEU	M	10
Exmouth (S)	FRA	F	3
Exmouth (S)	FRA	M	3
Exmouth (S)	GBR	F	80
Exmouth (S)	GBR	M	76
Exmouth (S)	GRC	M	3
Exmouth (S)	HKG	F	4
Exmouth (S)	IRL	F	3
Exmouth (S)	IRL	M	3
Exmouth (S)	ITA	F	3
Exmouth (S)	ITA	M	3
Exmouth (S)	MYS	M	3
Exmouth (S)	NLD	F	4
Exmouth (S)	NLD	M	11
Exmouth (S)	NPL	M	3
Exmouth (S)	NZL	F	31
Exmouth (S)	NZL	M	32
Exmouth (S)	PHL	F	17
Exmouth (S)	PHL	M	14
Exmouth (S)	POL	F	3
Exmouth (S)	THA	F	3
Exmouth (S)	USA	F	15
Exmouth (S)	USA	M	17
Exmouth (S)	ZAF	F	3
Exmouth (S)	ZAF	M	10
Exmouth (S)	ZWE	F	3
Exmouth (S)	ZWE	M	5
Fremantle (C)		F	1894
Fremantle (C)		M	1814
Fremantle (C)	AFG	M	3
Fremantle (C)	AUS	F	9101
Fremantle (C)	AUS	M	8454
Fremantle (C)	BGD	F	4
Fremantle (C)	BIH	F	26
Fremantle (C)	BIH	M	14
Fremantle (C)	CAN	F	89
Fremantle (C)	CAN	M	59
Fremantle (C)	CHL	F	30
Fremantle (C)	CHL	M	29
Fremantle (C)	CHN	F	50
Fremantle (C)	CHN	M	29
Fremantle (C)	DEU	F	117
Fremantle (C)	DEU	M	96
Fremantle (C)	EGY	F	12
Fremantle (C)	EGY	M	10
Fremantle (C)	FJI	F	4
Fremantle (C)	FRA	F	101
Fremantle (C)	FRA	M	87
Fremantle (C)	GBR	F	1443
Fremantle (C)	GBR	M	1561
Fremantle (C)	GRC	F	20
Fremantle (C)	GRC	M	13
Fremantle (C)	HKG	F	16
Fremantle (C)	HKG	M	16
Fremantle (C)	HRV	F	81
Fremantle (C)	HRV	M	74
Fremantle (C)	IDN	F	37
Fremantle (C)	IDN	M	12
Fremantle (C)	IND	F	62
Fremantle (C)	IND	M	80
Fremantle (C)	IRL	F	126
Fremantle (C)	IRL	M	150
Fremantle (C)	IRN	F	21
Fremantle (C)	IRN	M	23
Fremantle (C)	IRQ	M	10
Fremantle (C)	ITA	F	499
Fremantle (C)	ITA	M	402
Fremantle (C)	JPN	F	62
Fremantle (C)	JPN	M	20
Fremantle (C)	KHM	F	4
Fremantle (C)	KOR	F	22
Fremantle (C)	KOR	M	13
Fremantle (C)	LBN	M	5
Fremantle (C)	LKA	F	11
Fremantle (C)	LKA	M	18
Fremantle (C)	MKD	F	9
Fremantle (C)	MKD	M	4
Fremantle (C)	MLT	F	9
Fremantle (C)	MLT	M	3
Fremantle (C)	MMR	F	10
Fremantle (C)	MMR	M	7
Fremantle (C)	MUS	F	8
Fremantle (C)	MUS	M	15
Fremantle (C)	MYS	F	59
Fremantle (C)	MYS	M	46
Fremantle (C)	NLD	F	67
Fremantle (C)	NLD	M	49
Fremantle (C)	NPL	F	8
Fremantle (C)	NPL	M	13
Fremantle (C)	NZL	F	325
Fremantle (C)	NZL	M	366
Fremantle (C)	PAK	F	6
Fremantle (C)	PAK	M	13
Fremantle (C)	PHL	F	99
Fremantle (C)	PHL	M	56
Fremantle (C)	PNG	F	6
Fremantle (C)	PNG	M	15
Fremantle (C)	POL	F	57
Fremantle (C)	POL	M	48
Fremantle (C)	SGP	F	60
Fremantle (C)	SGP	M	38
Fremantle (C)	THA	F	48
Fremantle (C)	THA	M	11
Fremantle (C)	TUR	M	8
Fremantle (C)	TWN	F	11
Fremantle (C)	TWN	M	7
Fremantle (C)	USA	F	116
Fremantle (C)	USA	M	103
Fremantle (C)	VNM	F	15
Fremantle (C)	VNM	M	13
Fremantle (C)	ZAF	F	146
Fremantle (C)	ZAF	M	128
Fremantle (C)	ZWE	F	37
Fremantle (C)	ZWE	M	39
Gingin (S)		F	315
Gingin (S)		M	369
Gingin (S)	AFG	M	5
Gingin (S)	AUS	F	1624
Gingin (S)	AUS	M	1761
Gingin (S)	CAN	F	3
Gingin (S)	CHL	M	3
Gingin (S)	CHN	F	3
Gingin (S)	CHN	M	3
Gingin (S)	DEU	F	14
Gingin (S)	DEU	M	18
Gingin (S)	FRA	F	3
Gingin (S)	FRA	M	5
Gingin (S)	GBR	F	253
Gingin (S)	GBR	M	243
Gingin (S)	GRC	M	3
Gingin (S)	HKG	F	3
Gingin (S)	HKG	M	7
Gingin (S)	HRV	F	3
Gingin (S)	IDN	F	6
Gingin (S)	IND	F	4
Gingin (S)	IND	M	9
Gingin (S)	IRL	F	10
Gingin (S)	IRL	M	17
Gingin (S)	ITA	F	6
Gingin (S)	ITA	M	27
Gingin (S)	KOR	F	5
Gingin (S)	KOR	M	4
Gingin (S)	LKA	F	4
Gingin (S)	MKD	M	3
Gingin (S)	MLT	F	4
Gingin (S)	MLT	M	3
Gingin (S)	MMR	M	7
Gingin (S)	MUS	M	4
Gingin (S)	MYS	F	9
Gingin (S)	MYS	M	12
Gingin (S)	NLD	F	11
Gingin (S)	NLD	M	13
Gingin (S)	NZL	F	63
Gingin (S)	NZL	M	66
Gingin (S)	PHL	F	43
Gingin (S)	PHL	M	44
Gingin (S)	POL	F	3
Gingin (S)	POL	M	3
Gingin (S)	THA	F	7
Gingin (S)	TWN	F	66
Gingin (S)	TWN	M	21
Gingin (S)	USA	F	5
Gingin (S)	USA	M	11
Gingin (S)	VNM	F	9
Gingin (S)	VNM	M	10
Gingin (S)	ZAF	F	24
Gingin (S)	ZAF	M	16
Gingin (S)	ZWE	F	4
Gingin (S)	ZWE	M	8
Gnowangerup (S)		F	66
Gnowangerup (S)		M	90
Gnowangerup (S)	AUS	F	418
Gnowangerup (S)	AUS	M	489
Gnowangerup (S)	DEU	F	6
Gnowangerup (S)	GBR	F	23
Gnowangerup (S)	GBR	M	15
Gnowangerup (S)	MYS	F	3
Gnowangerup (S)	MYS	M	3
Gnowangerup (S)	NLD	F	4
Gnowangerup (S)	NZL	F	26
Gnowangerup (S)	NZL	M	27
Gnowangerup (S)	PHL	F	15
Gnowangerup (S)	PHL	M	24
Gnowangerup (S)	USA	F	3
Gnowangerup (S)	ZAF	F	3
Gnowangerup (S)	ZAF	M	5
Goomalling (S)		F	60
Goomalling (S)		M	63
Goomalling (S)	AUS	F	405
Goomalling (S)	AUS	M	408
Goomalling (S)	DEU	F	3
Goomalling (S)	GBR	F	26
Goomalling (S)	GBR	M	27
Goomalling (S)	HKG	F	3
Goomalling (S)	NLD	F	5
Goomalling (S)	NLD	M	7
Goomalling (S)	NZL	F	4
Goomalling (S)	NZL	M	4
Goomalling (S)	ZAF	F	3
Gosnells (C)		F	5146
Gosnells (C)		M	5445
Gosnells (C)	AFG	F	467
Gosnells (C)	AFG	M	924
Gosnells (C)	AUS	F	29468
Gosnells (C)	AUS	M	30976
Gosnells (C)	BGD	F	183
Gosnells (C)	BGD	M	205
Gosnells (C)	BIH	F	39
Gosnells (C)	BIH	M	34
Gosnells (C)	CAN	F	47
Gosnells (C)	CAN	M	64
Gosnells (C)	CHL	F	63
Gosnells (C)	CHL	M	63
Gosnells (C)	CHN	F	1746
Gosnells (C)	CHN	M	1529
Gosnells (C)	DEU	F	162
Gosnells (C)	DEU	M	201
Gosnells (C)	EGY	F	92
Gosnells (C)	EGY	M	101
Gosnells (C)	FJI	F	53
Gosnells (C)	FJI	M	47
Gosnells (C)	FRA	F	41
Gosnells (C)	FRA	M	46
Gosnells (C)	GBR	F	4385
Gosnells (C)	GBR	M	4434
Gosnells (C)	GRC	F	13
Gosnells (C)	GRC	M	13
Gosnells (C)	HKG	F	171
Gosnells (C)	HKG	M	183
Gosnells (C)	HRV	F	46
Gosnells (C)	HRV	M	55
Gosnells (C)	IDN	F	855
Gosnells (C)	IDN	M	658
Gosnells (C)	IND	F	2780
Gosnells (C)	IND	M	3126
Gosnells (C)	IRL	F	218
Gosnells (C)	IRL	M	223
Gosnells (C)	IRN	F	128
Gosnells (C)	IRN	M	184
Gosnells (C)	IRQ	F	208
Gosnells (C)	IRQ	M	226
Gosnells (C)	ITA	F	273
Gosnells (C)	ITA	M	292
Gosnells (C)	JPN	F	96
Gosnells (C)	JPN	M	25
Gosnells (C)	KHM	F	119
Gosnells (C)	KHM	M	87
Gosnells (C)	KOR	F	237
Gosnells (C)	KOR	M	234
Gosnells (C)	LBN	F	58
Gosnells (C)	LBN	M	91
Gosnells (C)	LKA	F	517
Gosnells (C)	LKA	M	679
Gosnells (C)	MKD	F	9
Gosnells (C)	MKD	M	10
Gosnells (C)	MLT	F	26
Gosnells (C)	MLT	M	23
Gosnells (C)	MMR	F	801
Gosnells (C)	MMR	M	757
Gosnells (C)	MUS	F	196
Gosnells (C)	MUS	M	207
Gosnells (C)	MYS	F	1941
Gosnells (C)	MYS	M	1706
Gosnells (C)	NLD	F	230
Gosnells (C)	NLD	M	217
Gosnells (C)	NPL	F	89
Gosnells (C)	NPL	M	86
Gosnells (C)	NZL	F	1843
Gosnells (C)	NZL	M	2124
Gosnells (C)	PAK	F	395
Gosnells (C)	PAK	M	510
Gosnells (C)	PHL	F	1585
Gosnells (C)	PHL	M	1340
Gosnells (C)	PNG	F	83
Gosnells (C)	PNG	M	79
Gosnells (C)	POL	F	101
Gosnells (C)	POL	M	88
Gosnells (C)	SGP	F	904
Gosnells (C)	SGP	M	796
Gosnells (C)	THA	F	416
Gosnells (C)	THA	M	233
Gosnells (C)	TUR	F	61
Gosnells (C)	TUR	M	72
Gosnells (C)	TWN	F	239
Gosnells (C)	TWN	M	161
Gosnells (C)	USA	F	116
Gosnells (C)	USA	M	157
Gosnells (C)	VNM	F	295
Gosnells (C)	VNM	M	219
Gosnells (C)	ZAF	F	897
Gosnells (C)	ZAF	M	838
Gosnells (C)	ZWE	F	233
Gosnells (C)	ZWE	M	238
Greater Geraldton (C)		F	1833
Greater Geraldton (C)		M	1923
Greater Geraldton (C)	AUS	F	14822
Greater Geraldton (C)	AUS	M	14732
Greater Geraldton (C)	BGD	F	9
Greater Geraldton (C)	BGD	M	11
Greater Geraldton (C)	CAN	F	31
Greater Geraldton (C)	CAN	M	23
Greater Geraldton (C)	CHL	F	3
Greater Geraldton (C)	CHL	M	3
Greater Geraldton (C)	CHN	F	35
Greater Geraldton (C)	CHN	M	15
Greater Geraldton (C)	DEU	F	79
Greater Geraldton (C)	DEU	M	66
Greater Geraldton (C)	EGY	F	4
Greater Geraldton (C)	EGY	M	8
Greater Geraldton (C)	FJI	F	23
Greater Geraldton (C)	FJI	M	21
Greater Geraldton (C)	FRA	F	17
Greater Geraldton (C)	FRA	M	14
Greater Geraldton (C)	GBR	F	948
Greater Geraldton (C)	GBR	M	909
Greater Geraldton (C)	GRC	F	4
Greater Geraldton (C)	GRC	M	12
Greater Geraldton (C)	HKG	F	5
Greater Geraldton (C)	HKG	M	10
Greater Geraldton (C)	HRV	F	7
Greater Geraldton (C)	HRV	M	3
Greater Geraldton (C)	IDN	F	35
Greater Geraldton (C)	IDN	M	26
Greater Geraldton (C)	IND	F	110
Greater Geraldton (C)	IND	M	98
Greater Geraldton (C)	IRL	F	62
Greater Geraldton (C)	IRL	M	51
Greater Geraldton (C)	IRN	M	3
Greater Geraldton (C)	ITA	F	77
Greater Geraldton (C)	ITA	M	69
Greater Geraldton (C)	JPN	F	9
Greater Geraldton (C)	JPN	M	4
Greater Geraldton (C)	KHM	F	3
Greater Geraldton (C)	KHM	M	3
Greater Geraldton (C)	KOR	F	3
Greater Geraldton (C)	KOR	M	3
Greater Geraldton (C)	LKA	F	21
Greater Geraldton (C)	LKA	M	24
Greater Geraldton (C)	MKD	F	7
Greater Geraldton (C)	MKD	M	8
Greater Geraldton (C)	MLT	F	3
Greater Geraldton (C)	MLT	M	9
Greater Geraldton (C)	MMR	F	5
Greater Geraldton (C)	MMR	M	5
Greater Geraldton (C)	MUS	F	10
Greater Geraldton (C)	MUS	M	4
Greater Geraldton (C)	MYS	F	35
Greater Geraldton (C)	MYS	M	34
Greater Geraldton (C)	NLD	F	50
Greater Geraldton (C)	NLD	M	48
Greater Geraldton (C)	NPL	F	7
Greater Geraldton (C)	NPL	M	5
Greater Geraldton (C)	NZL	F	343
Greater Geraldton (C)	NZL	M	377
Greater Geraldton (C)	PAK	F	18
Greater Geraldton (C)	PAK	M	23
Greater Geraldton (C)	PHL	F	293
Greater Geraldton (C)	PHL	M	204
Greater Geraldton (C)	PNG	F	7
Greater Geraldton (C)	PNG	M	3
Greater Geraldton (C)	POL	F	11
Greater Geraldton (C)	POL	M	3
Greater Geraldton (C)	SGP	F	24
Greater Geraldton (C)	SGP	M	12
Greater Geraldton (C)	THA	F	80
Greater Geraldton (C)	THA	M	20
Greater Geraldton (C)	TUR	M	3
Greater Geraldton (C)	TWN	F	18
Greater Geraldton (C)	TWN	M	11
Greater Geraldton (C)	USA	F	43
Greater Geraldton (C)	USA	M	30
Greater Geraldton (C)	VNM	F	47
Greater Geraldton (C)	VNM	M	28
Greater Geraldton (C)	ZAF	F	273
