SA2_NAME16	IndigenousStatus	persons
No usual address (Qld)	Non-indigenous	11714
No usual address (Qld)	Torres Strait Islander	67
Adelaide	Aboriginal	188
Adelaide	Both Aboriginal & Torres Strait Islander	7
Adelaide	Non-indigenous	14911
Adelaide	Torres Strait Islander	9
North Adelaide	Aboriginal	42
North Adelaide	Non-indigenous	6903
North Adelaide	Torres Strait Islander	5
Adelaide Hills	Aboriginal	37
Adelaide Hills	Non-indigenous	6793
Aldgate - Stirling	Aboriginal	63
Aldgate - Stirling	Non-indigenous	17399
Aldgate - Stirling	Torres Strait Islander	3
Hahndorf - Echunga	Aboriginal	15
Hahndorf - Echunga	Non-indigenous	4450
Lobethal - Woodside	Aboriginal	52
Lobethal - Woodside	Non-indigenous	8963
Lobethal - Woodside	Torres Strait Islander	5
Mount Barker	Aboriginal	205
Mount Barker	Both Aboriginal & Torres Strait Islander	8
Mount Barker	Non-indigenous	17135
Mount Barker	Torres Strait Islander	17
Mount Barker Region	Aboriginal	65
Mount Barker Region	Both Aboriginal & Torres Strait Islander	6
Mount Barker Region	Non-indigenous	6213
Nairne	Aboriginal	52
Nairne	Non-indigenous	4990
Uraidla - Summertown	Aboriginal	47
Uraidla - Summertown	Both Aboriginal & Torres Strait Islander	6
Uraidla - Summertown	Non-indigenous	5361
Burnside - Wattle Park	Aboriginal	56
Burnside - Wattle Park	Non-indigenous	18453
Burnside - Wattle Park	Torres Strait Islander	5
Glenside - Beaumont	Aboriginal	40
Glenside - Beaumont	Both Aboriginal & Torres Strait Islander	4
Glenside - Beaumont	Non-indigenous	9561
Glenside - Beaumont	Torres Strait Islander	3
Toorak Gardens	Aboriginal	23
Toorak Gardens	Non-indigenous	15767
Athelstone	Aboriginal	45
Athelstone	Non-indigenous	9104
Athelstone	Torres Strait Islander	3
Paradise - Newton	Aboriginal	147
Paradise - Newton	Both Aboriginal & Torres Strait Islander	9
Paradise - Newton	Non-indigenous	19557
Paradise - Newton	Torres Strait Islander	5
Rostrevor - Magill	Aboriginal	64
Rostrevor - Magill	Both Aboriginal & Torres Strait Islander	4
Rostrevor - Magill	Non-indigenous	21573
Rostrevor - Magill	Torres Strait Islander	12
Norwood (SA)	Aboriginal	52
Norwood (SA)	Both Aboriginal & Torres Strait Islander	3
Norwood (SA)	Non-indigenous	10008
Norwood (SA)	Torres Strait Islander	3
Payneham - Felixstow	Aboriginal	71
Payneham - Felixstow	Both Aboriginal & Torres Strait Islander	7
Payneham - Felixstow	Non-indigenous	12256
Payneham - Felixstow	Torres Strait Islander	8
St Peters - Marden	Aboriginal	74
St Peters - Marden	Both Aboriginal & Torres Strait Islander	3
St Peters - Marden	Non-indigenous	12876
St Peters - Marden	Torres Strait Islander	3
Nailsworth - Broadview	Aboriginal	37
Nailsworth - Broadview	Non-indigenous	6034
Nailsworth - Broadview	Torres Strait Islander	4
Prospect	Aboriginal	122
Prospect	Non-indigenous	14320
Prospect	Torres Strait Islander	3
Walkerville	Aboriginal	49
Walkerville	Non-indigenous	7501
Goodwood - Millswood	Aboriginal	91
Goodwood - Millswood	Non-indigenous	17491
Unley - Parkside	Aboriginal	60
Unley - Parkside	Non-indigenous	20069
Unley - Parkside	Torres Strait Islander	6
Gawler - North	Aboriginal	99
Gawler - North	Non-indigenous	9104
Gawler - South	Aboriginal	314
Gawler - South	Both Aboriginal & Torres Strait Islander	11
Gawler - South	Non-indigenous	19453
Gawler - South	Torres Strait Islander	25
Lewiston - Two Wells	Aboriginal	135
Lewiston - Two Wells	Non-indigenous	5488
Lewiston - Two Wells	Torres Strait Islander	10
Craigmore - Blakeview	Aboriginal	376
Craigmore - Blakeview	Both Aboriginal & Torres Strait Islander	5
Craigmore - Blakeview	Non-indigenous	17727
Craigmore - Blakeview	Torres Strait Islander	10
Davoren Park	Aboriginal	774
Davoren Park	Both Aboriginal & Torres Strait Islander	13
Davoren Park	Non-indigenous	16845
Davoren Park	Torres Strait Islander	26
Elizabeth	Aboriginal	468
Elizabeth	Both Aboriginal & Torres Strait Islander	16
Elizabeth	Non-indigenous	9879
Elizabeth	Torres Strait Islander	13
Elizabeth East	Aboriginal	386
Elizabeth East	Both Aboriginal & Torres Strait Islander	16
Elizabeth East	Non-indigenous	12490
Elizabeth East	Torres Strait Islander	19
Munno Para West - Angle Vale	Aboriginal	284
Munno Para West - Angle Vale	Both Aboriginal & Torres Strait Islander	6
Munno Para West - Angle Vale	Non-indigenous	11822
Munno Para West - Angle Vale	Torres Strait Islander	18
One Tree Hill	Aboriginal	19
One Tree Hill	Non-indigenous	2495
Smithfield - Elizabeth North	Aboriginal	584
Smithfield - Elizabeth North	Both Aboriginal & Torres Strait Islander	13
Smithfield - Elizabeth North	Non-indigenous	11627
Smithfield - Elizabeth North	Torres Strait Islander	8
Virginia - Waterloo Corner	Aboriginal	43
Virginia - Waterloo Corner	Non-indigenous	4171
Virginia - Waterloo Corner	Torres Strait Islander	3
Enfield - Blair Athol	Aboriginal	435
Enfield - Blair Athol	Both Aboriginal & Torres Strait Islander	14
Enfield - Blair Athol	Non-indigenous	22727
Enfield - Blair Athol	Torres Strait Islander	3
Northgate - Oakden - Gilles Plains	Aboriginal	545
Northgate - Oakden - Gilles Plains	Both Aboriginal & Torres Strait Islander	5
Northgate - Oakden - Gilles Plains	Non-indigenous	24038
Northgate - Oakden - Gilles Plains	Torres Strait Islander	4
Windsor Gardens	Aboriginal	314
Windsor Gardens	Both Aboriginal & Torres Strait Islander	3
Windsor Gardens	Non-indigenous	19958
Windsor Gardens	Torres Strait Islander	13
Ingle Farm	Aboriginal	297
Ingle Farm	Non-indigenous	14537
Ingle Farm	Torres Strait Islander	3
Para Hills	Aboriginal	221
Para Hills	Non-indigenous	14363
Para Hills	Torres Strait Islander	3
Parafield	Non-indigenous	105
Parafield Gardens	Aboriginal	348
Parafield Gardens	Both Aboriginal & Torres Strait Islander	10
Parafield Gardens	Non-indigenous	16575
Parafield Gardens	Torres Strait Islander	12
Paralowie	Aboriginal	371
Paralowie	Both Aboriginal & Torres Strait Islander	3
Paralowie	Non-indigenous	16359
Paralowie	Torres Strait Islander	17
Salisbury	Aboriginal	404
Salisbury	Non-indigenous	17196
Salisbury	Torres Strait Islander	5
Salisbury East	Aboriginal	259
Salisbury East	Both Aboriginal & Torres Strait Islander	18
Salisbury East	Non-indigenous	17247
Salisbury East	Torres Strait Islander	9
Salisbury North	Aboriginal	470
Salisbury North	Both Aboriginal & Torres Strait Islander	7
Salisbury North	Non-indigenous	16701
Salisbury North	Torres Strait Islander	27
Mawson Lakes - Globe Derby Park	Aboriginal	93
Mawson Lakes - Globe Derby Park	Non-indigenous	13238
Pooraka - Cavan	Aboriginal	133
Pooraka - Cavan	Both Aboriginal & Torres Strait Islander	3
Pooraka - Cavan	Non-indigenous	7590
Pooraka - Cavan	Torres Strait Islander	5
Golden Grove	Aboriginal	66
Golden Grove	Non-indigenous	10266
Golden Grove	Torres Strait Islander	10
Greenwith	Aboriginal	69
Greenwith	Non-indigenous	8916
Greenwith	Torres Strait Islander	3
Highbury - Dernancourt	Aboriginal	57
Highbury - Dernancourt	Non-indigenous	10409
Highbury - Dernancourt	Torres Strait Islander	7
Hope Valley - Modbury	Aboriginal	212
Hope Valley - Modbury	Both Aboriginal & Torres Strait Islander	3
Hope Valley - Modbury	Non-indigenous	16206
Hope Valley - Modbury	Torres Strait Islander	7
Modbury Heights	Aboriginal	185
Modbury Heights	Non-indigenous	18708
Modbury Heights	Torres Strait Islander	6
Redwood Park	Aboriginal	140
Redwood Park	Non-indigenous	15910
Redwood Park	Torres Strait Islander	3
St Agnes - Ridgehaven	Aboriginal	98
St Agnes - Ridgehaven	Non-indigenous	12331
Brighton (SA)	Aboriginal	74
Brighton (SA)	Both Aboriginal & Torres Strait Islander	8
Brighton (SA)	Non-indigenous	13741
Brighton (SA)	Torres Strait Islander	3
Glenelg (SA)	Aboriginal	124
Glenelg (SA)	Both Aboriginal & Torres Strait Islander	7
Glenelg (SA)	Non-indigenous	19736
Glenelg (SA)	Torres Strait Islander	6
Edwardstown	Aboriginal	152
Edwardstown	Both Aboriginal & Torres Strait Islander	7
Edwardstown	Non-indigenous	13343
Edwardstown	Torres Strait Islander	3
Hallett Cove	Aboriginal	80
Hallett Cove	Both Aboriginal & Torres Strait Islander	3
Hallett Cove	Non-indigenous	12312
Marino - Seaview Downs	Aboriginal	73
Marino - Seaview Downs	Both Aboriginal & Torres Strait Islander	3
Marino - Seaview Downs	Non-indigenous	9201
Mitchell Park	Aboriginal	224
Mitchell Park	Both Aboriginal & Torres Strait Islander	5
Mitchell Park	Non-indigenous	14909
Mitchell Park	Torres Strait Islander	13
Morphettville	Aboriginal	143
Morphettville	Both Aboriginal & Torres Strait Islander	7
Morphettville	Non-indigenous	14500
Morphettville	Torres Strait Islander	7
Sheidow Park - Trott Park	Aboriginal	89
Sheidow Park - Trott Park	Non-indigenous	10017
Sheidow Park - Trott Park	Torres Strait Islander	10
Warradale	Aboriginal	201
Warradale	Non-indigenous	14755
Warradale	Torres Strait Islander	14
Belair	Aboriginal	20
Belair	Non-indigenous	4583
Bellevue Heights	Aboriginal	57
Bellevue Heights	Both Aboriginal & Torres Strait Islander	4
Bellevue Heights	Non-indigenous	7372
Blackwood	Aboriginal	63
Blackwood	Non-indigenous	11933
Colonel Light Gardens	Aboriginal	78
Colonel Light Gardens	Non-indigenous	15522
Colonel Light Gardens	Torres Strait Islander	3
Mitcham (SA)	Aboriginal	46
Mitcham (SA)	Non-indigenous	15791
Panorama	Aboriginal	54
Panorama	Non-indigenous	8005
Panorama	Torres Strait Islander	9
Aberfoyle Park	Aboriginal	77
Aberfoyle Park	Both Aboriginal & Torres Strait Islander	3
Aberfoyle Park	Non-indigenous	11574
Aberfoyle Park	Torres Strait Islander	3
Aldinga	Aboriginal	252
Aldinga	Non-indigenous	15118
Aldinga	Torres Strait Islander	9
Christie Downs	Aboriginal	290
Christie Downs	Both Aboriginal & Torres Strait Islander	20
Christie Downs	Non-indigenous	9017
Christie Downs	Torres Strait Islander	9
Christies Beach	Aboriginal	218
Christies Beach	Non-indigenous	10017
Christies Beach	Torres Strait Islander	3
Clarendon	Aboriginal	5
Clarendon	Non-indigenous	2650
Coromandel Valley	Aboriginal	26
Coromandel Valley	Non-indigenous	4284
Flagstaff Hill	Aboriginal	66
Flagstaff Hill	Both Aboriginal & Torres Strait Islander	4
Flagstaff Hill	Non-indigenous	10451
Flagstaff Hill	Torres Strait Islander	4
Hackham - Onkaparinga Hills	Aboriginal	117
Hackham - Onkaparinga Hills	Both Aboriginal & Torres Strait Islander	3
Hackham - Onkaparinga Hills	Non-indigenous	6183
Hackham - Onkaparinga Hills	Torres Strait Islander	7
Hackham West - Huntfield Heights	Aboriginal	239
Hackham West - Huntfield Heights	Non-indigenous	7348
Happy Valley	Aboriginal	116
Happy Valley	Non-indigenous	13493
Happy Valley	Torres Strait Islander	6
Lonsdale	Non-indigenous	29
McLaren Vale	Aboriginal	42
McLaren Vale	Non-indigenous	5930
McLaren Vale	Torres Strait Islander	3
Morphett Vale - East	Aboriginal	231
Morphett Vale - East	Both Aboriginal & Torres Strait Islander	15
Morphett Vale - East	Non-indigenous	13348
Morphett Vale - East	Torres Strait Islander	7
Morphett Vale - West	Aboriginal	189
Morphett Vale - West	Non-indigenous	9346
Morphett Vale - West	Torres Strait Islander	3
Reynella	Aboriginal	117
Reynella	Both Aboriginal & Torres Strait Islander	9
Reynella	Non-indigenous	10025
Reynella	Torres Strait Islander	3
Seaford (SA)	Aboriginal	363
Seaford (SA)	Both Aboriginal & Torres Strait Islander	4
Seaford (SA)	Non-indigenous	21982
Seaford (SA)	Torres Strait Islander	12
Willunga	Aboriginal	18
Willunga	Both Aboriginal & Torres Strait Islander	7
Willunga	Non-indigenous	3365
Willunga	Torres Strait Islander	3
Woodcroft	Aboriginal	80
Woodcroft	Both Aboriginal & Torres Strait Islander	6
Woodcroft	Non-indigenous	11287
Woodcroft	Torres Strait Islander	3
Beverley	Aboriginal	126
Beverley	Both Aboriginal & Torres Strait Islander	6
Beverley	Non-indigenous	7631
Beverley	Torres Strait Islander	3
Flinders Park	Aboriginal	118
Flinders Park	Both Aboriginal & Torres Strait Islander	3
Flinders Park	Non-indigenous	14332
Flinders Park	Torres Strait Islander	10
Henley Beach	Aboriginal	101
Henley Beach	Non-indigenous	14732
Henley Beach	Torres Strait Islander	10
Hindmarsh - Brompton	Aboriginal	245
Hindmarsh - Brompton	Non-indigenous	17373
Hindmarsh - Brompton	Torres Strait Islander	6
Royal Park - Hendon - Albert Park	Aboriginal	108
Royal Park - Hendon - Albert Park	Non-indigenous	5762
Seaton - Grange	Aboriginal	227
Seaton - Grange	Both Aboriginal & Torres Strait Islander	12
Seaton - Grange	Non-indigenous	16027
Seaton - Grange	Torres Strait Islander	16
West Lakes	Aboriginal	181
West Lakes	Non-indigenous	14169
West Lakes	Torres Strait Islander	13
Woodville - Cheltenham	Aboriginal	340
Woodville - Cheltenham	Both Aboriginal & Torres Strait Islander	4
Woodville - Cheltenham	Non-indigenous	17135
Woodville - Cheltenham	Torres Strait Islander	3
Largs Bay - Semaphore	Aboriginal	397
Largs Bay - Semaphore	Both Aboriginal & Torres Strait Islander	4
Largs Bay - Semaphore	Non-indigenous	14076
Largs Bay - Semaphore	Torres Strait Islander	14
North Haven	Aboriginal	402
North Haven	Both Aboriginal & Torres Strait Islander	6
North Haven	Non-indigenous	13841
Port Adelaide	Aboriginal	372
Port Adelaide	Both Aboriginal & Torres Strait Islander	6
Port Adelaide	Non-indigenous	10398
Port Adelaide	Torres Strait Islander	11
The Parks	Aboriginal	326
The Parks	Both Aboriginal & Torres Strait Islander	13
The Parks	Non-indigenous	18093
The Parks	Torres Strait Islander	14
Torrens Island	Non-indigenous	5
Fulham	Aboriginal	13
Fulham	Non-indigenous	2689
Lockleys	Aboriginal	92
Lockleys	Both Aboriginal & Torres Strait Islander	3
Lockleys	Non-indigenous	12615
Plympton	Aboriginal	209
Plympton	Non-indigenous	24019
Plympton	Torres Strait Islander	8
Richmond (SA)	Aboriginal	216
Richmond (SA)	Non-indigenous	16239
Richmond (SA)	Torres Strait Islander	10
West Beach	Aboriginal	33
West Beach	Non-indigenous	4931
Barossa - Angaston	Aboriginal	61
Barossa - Angaston	Non-indigenous	6047
Barossa - Angaston	Torres Strait Islander	3
Light	Aboriginal	90
Light	Non-indigenous	8862
Light	Torres Strait Islander	11
Lyndoch	Aboriginal	48
Lyndoch	Non-indigenous	6110
Mallala	Aboriginal	73
Mallala	Both Aboriginal & Torres Strait Islander	3
Mallala	Non-indigenous	3087
Mallala	Torres Strait Islander	5
Nuriootpa	Aboriginal	60
Nuriootpa	Non-indigenous	6480
Nuriootpa	Torres Strait Islander	10
Tanunda	Aboriginal	31
Tanunda	Non-indigenous	4515
Clare	Aboriginal	41
Clare	Non-indigenous	4003
Clare	Torres Strait Islander	3
Gilbert Valley	Aboriginal	56
Gilbert Valley	Non-indigenous	4834
Gilbert Valley	Torres Strait Islander	3
Goyder	Aboriginal	61
Goyder	Non-indigenous	4094
Goyder	Torres Strait Islander	6
Wakefield - Barunga West	Aboriginal	205
Wakefield - Barunga West	Both Aboriginal & Torres Strait Islander	3
Wakefield - Barunga West	Non-indigenous	9236
Wakefield - Barunga West	Torres Strait Islander	4
Jamestown	Aboriginal	72
Jamestown	Non-indigenous	4491
Peterborough - Mount Remarkable	Aboriginal	183
Peterborough - Mount Remarkable	Both Aboriginal & Torres Strait Islander	18
Peterborough - Mount Remarkable	Non-indigenous	5183
Peterborough - Mount Remarkable	Torres Strait Islander	9
Port Pirie	Aboriginal	542
Port Pirie	Both Aboriginal & Torres Strait Islander	5
Port Pirie	Non-indigenous	13445
Port Pirie	Torres Strait Islander	15
Port Pirie Region	Aboriginal	65
Port Pirie Region	Non-indigenous	3237
Kadina	Aboriginal	134
Kadina	Non-indigenous	5140
Moonta	Aboriginal	156
Moonta	Non-indigenous	4680
Moonta	Torres Strait Islander	3
Wallaroo	Aboriginal	74
Wallaroo	Non-indigenous	3960
Wallaroo	Torres Strait Islander	5
Yorke Peninsula - North	Aboriginal	252
Yorke Peninsula - North	Both Aboriginal & Torres Strait Islander	3
Yorke Peninsula - North	Non-indigenous	6863
Yorke Peninsula - North	Torres Strait Islander	7
Yorke Peninsula - South	Aboriginal	37
Yorke Peninsula - South	Non-indigenous	3890
Yorke Peninsula - South	Torres Strait Islander	3
Ceduna	Aboriginal	504
Ceduna	Both Aboriginal & Torres Strait Islander	12
Ceduna	Non-indigenous	2040
Eyre Peninsula	Aboriginal	163
Eyre Peninsula	Non-indigenous	6336
Kimba - Cleve - Franklin Harbour	Aboriginal	53
Kimba - Cleve - Franklin Harbour	Non-indigenous	4194
Le Hunte - Elliston	Aboriginal	61
Le Hunte - Elliston	Non-indigenous	2206
Port Lincoln	Aboriginal	758
Port Lincoln	Both Aboriginal & Torres Strait Islander	5
Port Lincoln	Non-indigenous	14909
Port Lincoln	Torres Strait Islander	13
West Coast (SA)	Aboriginal	524
West Coast (SA)	Both Aboriginal & Torres Strait Islander	4
West Coast (SA)	Non-indigenous	3000
Western	Aboriginal	52
Western	Non-indigenous	27
Whyalla	Aboriginal	984
Whyalla	Both Aboriginal & Torres Strait Islander	25
Whyalla	Non-indigenous	20716
Whyalla	Torres Strait Islander	26
APY Lands	Aboriginal	1892
APY Lands	Both Aboriginal & Torres Strait Islander	8
APY Lands	Non-indigenous	373
APY Lands	Torres Strait Islander	3
Coober Pedy	Aboriginal	291
Coober Pedy	Both Aboriginal & Torres Strait Islander	5
Coober Pedy	Non-indigenous	1466
Quorn - Lake Gilles	Aboriginal	230
Quorn - Lake Gilles	Non-indigenous	1901
Quorn - Lake Gilles	Torres Strait Islander	3
Outback	Aboriginal	385
Outback	Non-indigenous	2250
Port Augusta	Aboriginal	2460
Port Augusta	Both Aboriginal & Torres Strait Islander	32
Port Augusta	Non-indigenous	11004
Port Augusta	Torres Strait Islander	19
Roxby Downs	Aboriginal	115
Roxby Downs	Both Aboriginal & Torres Strait Islander	4
Roxby Downs	Non-indigenous	3769
Goolwa - Port Elliot	Aboriginal	165
Goolwa - Port Elliot	Both Aboriginal & Torres Strait Islander	4
Goolwa - Port Elliot	Non-indigenous	10946
Goolwa - Port Elliot	Torres Strait Islander	11
Kangaroo Island	Aboriginal	67
Kangaroo Island	Both Aboriginal & Torres Strait Islander	3
Kangaroo Island	Non-indigenous	4632
Strathalbyn	Aboriginal	128
Strathalbyn	Non-indigenous	6968
Strathalbyn Region	Aboriginal	80
Strathalbyn Region	Non-indigenous	7282
Victor Harbor	Aboriginal	176
Victor Harbor	Both Aboriginal & Torres Strait Islander	4
Victor Harbor	Non-indigenous	14188
Victor Harbor	Torres Strait Islander	10
Yankalilla	Aboriginal	51
Yankalilla	Non-indigenous	5672
Yankalilla	Torres Strait Islander	9
Grant	Aboriginal	98
Grant	Non-indigenous	5733
Grant	Torres Strait Islander	3
Kingston - Robe	Aboriginal	50
Kingston - Robe	Both Aboriginal & Torres Strait Islander	9
Kingston - Robe	Non-indigenous	3665
Millicent	Aboriginal	127
Millicent	Both Aboriginal & Torres Strait Islander	3
Millicent	Non-indigenous	5113
Millicent	Torres Strait Islander	8
Naracoorte	Aboriginal	96
Naracoorte	Non-indigenous	5936
Naracoorte	Torres Strait Islander	6
Naracoorte Region	Aboriginal	29
Naracoorte Region	Both Aboriginal & Torres Strait Islander	3
Naracoorte Region	Non-indigenous	2222
Penola	Aboriginal	52
Penola	Non-indigenous	3062
Penola	Torres Strait Islander	3
Tatiara	Aboriginal	75
Tatiara	Non-indigenous	6536
Tatiara	Torres Strait Islander	9
Wattle Range	Aboriginal	36
Wattle Range	Non-indigenous	3233
Mount Gambier - East	Aboriginal	303
Mount Gambier - East	Both Aboriginal & Torres Strait Islander	8
Mount Gambier - East	Non-indigenous	14354
Mount Gambier - East	Torres Strait Islander	6
Mount Gambier - West	Aboriginal	282
Mount Gambier - West	Both Aboriginal & Torres Strait Islander	3
Mount Gambier - West	Non-indigenous	13719
Mount Gambier - West	Torres Strait Islander	13
Barmera	Aboriginal	246
Barmera	Both Aboriginal & Torres Strait Islander	4
Barmera	Non-indigenous	6249
Barmera	Torres Strait Islander	5
Berri	Aboriginal	224
Berri	Both Aboriginal & Torres Strait Islander	7
Berri	Non-indigenous	3853
Berri	Torres Strait Islander	4
Karoonda - Lameroo	Aboriginal	56
Karoonda - Lameroo	Non-indigenous	2973
Loxton	Aboriginal	133
Loxton	Both Aboriginal & Torres Strait Islander	3
Loxton	Non-indigenous	5226
Loxton	Torres Strait Islander	4
Loxton Region	Aboriginal	23
Loxton Region	Non-indigenous	1682
Mannum	Aboriginal	127
Mannum	Non-indigenous	6050
Mannum	Torres Strait Islander	6
Murray Bridge	Aboriginal	861
Murray Bridge	Both Aboriginal & Torres Strait Islander	4
Murray Bridge	Non-indigenous	16682
Murray Bridge	Torres Strait Islander	12
Murray Bridge Region	Aboriginal	97
Murray Bridge Region	Non-indigenous	3544
Murray Bridge Region	Torres Strait Islander	4
Renmark	Aboriginal	175
Renmark	Both Aboriginal & Torres Strait Islander	6
Renmark	Non-indigenous	4453
Renmark Region	Aboriginal	68
Renmark Region	Both Aboriginal & Torres Strait Islander	3
Renmark Region	Non-indigenous	4772
The Coorong	Aboriginal	324
The Coorong	Both Aboriginal & Torres Strait Islander	3
The Coorong	Non-indigenous	5065
The Coorong	Torres Strait Islander	3
Waikerie	Aboriginal	159
Waikerie	Non-indigenous	6444
Waikerie	Torres Strait Islander	7
Migratory - Offshore - Shipping (SA)	Non-indigenous	3
No usual address (SA)	Aboriginal	246
No usual address (SA)	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	Non-indigenous	2609
No usual address (SA)	Torres Strait Islander	4
Augusta	Aboriginal	60
Augusta	Non-indigenous	5367
Augusta	Torres Strait Islander	4
Busselton	Aboriginal	508
Busselton	Non-indigenous	25810
Busselton	Torres Strait Islander	16
Busselton Region	Aboriginal	76
Busselton Region	Non-indigenous	10204
Margaret River	Aboriginal	124
Margaret River	Non-indigenous	8701
Margaret River	Torres Strait Islander	5
Australind - Leschenault	Aboriginal	343
Australind - Leschenault	Both Aboriginal & Torres Strait Islander	9
Australind - Leschenault	Non-indigenous	17236
Australind - Leschenault	Torres Strait Islander	4
Capel	Aboriginal	87
Capel	Both Aboriginal & Torres Strait Islander	3
Capel	Non-indigenous	5101
Capel	Torres Strait Islander	4
College Grove - Carey Park	Aboriginal	347
College Grove - Carey Park	Both Aboriginal & Torres Strait Islander	6
College Grove - Carey Park	Non-indigenous	6386
College Grove - Carey Park	Torres Strait Islander	7
Collie	Aboriginal	337
Collie	Both Aboriginal & Torres Strait Islander	11
Collie	Non-indigenous	8447
Collie	Torres Strait Islander	3
Dardanup	Aboriginal	23
Dardanup	Non-indigenous	3119
Davenport	Non-indigenous	9
Eaton - Pelican Point	Aboriginal	217
Eaton - Pelican Point	Both Aboriginal & Torres Strait Islander	11
Eaton - Pelican Point	Non-indigenous	11518
Eaton - Pelican Point	Torres Strait Islander	10
Harvey	Aboriginal	225
Harvey	Both Aboriginal & Torres Strait Islander	12
Harvey	Non-indigenous	8718
Harvey	Torres Strait Islander	4
East Bunbury - Glen Iris	Aboriginal	238
East Bunbury - Glen Iris	Both Aboriginal & Torres Strait Islander	4
East Bunbury - Glen Iris	Non-indigenous	6749
East Bunbury - Glen Iris	Torres Strait Islander	3
Waroona	Aboriginal	94
Waroona	Non-indigenous	4051
Waroona	Torres Strait Islander	3
Dalyellup	Aboriginal	250
Dalyellup	Both Aboriginal & Torres Strait Islander	5
Dalyellup	Non-indigenous	8737
Dalyellup	Torres Strait Islander	6
Gelorup - Stratham	Aboriginal	39
Gelorup - Stratham	Non-indigenous	2963
Gelorup - Stratham	Torres Strait Islander	7
South Bunbury - Bunbury	Aboriginal	154
South Bunbury - Bunbury	Non-indigenous	11997
South Bunbury - Bunbury	Torres Strait Islander	3
Withers - Usher	Aboriginal	336
Withers - Usher	Both Aboriginal & Torres Strait Islander	14
Withers - Usher	Non-indigenous	4785
Withers - Usher	Torres Strait Islander	7
Bridgetown - Boyup Brook	Aboriginal	82
Bridgetown - Boyup Brook	Non-indigenous	6275
Donnybrook - Balingup	Aboriginal	96
Donnybrook - Balingup	Both Aboriginal & Torres Strait Islander	8
Donnybrook - Balingup	Non-indigenous	5766
Manjimup	Aboriginal	203
Manjimup	Non-indigenous	5320
Manjimup	Torres Strait Islander	15
Pemberton	Aboriginal	102
Pemberton	Both Aboriginal & Torres Strait Islander	7
Pemberton	Non-indigenous	4927
Pemberton	Torres Strait Islander	4
Dawesville - Bouvard	Aboriginal	91
Dawesville - Bouvard	Both Aboriginal & Torres Strait Islander	3
Dawesville - Bouvard	Non-indigenous	6986
Dawesville - Bouvard	Torres Strait Islander	8
Falcon - Wannanup	Aboriginal	116
Falcon - Wannanup	Both Aboriginal & Torres Strait Islander	6
Falcon - Wannanup	Non-indigenous	8660
Greenfields	Aboriginal	342
Greenfields	Non-indigenous	9509
Greenfields	Torres Strait Islander	4
Halls Head - Erskine	Aboriginal	257
Halls Head - Erskine	Both Aboriginal & Torres Strait Islander	3
Halls Head - Erskine	Non-indigenous	18258
Halls Head - Erskine	Torres Strait Islander	11
Mandurah	Aboriginal	241
Mandurah	Non-indigenous	8840
Mandurah	Torres Strait Islander	9
Mandurah - East	Aboriginal	121
Mandurah - East	Non-indigenous	5697
Mandurah - East	Torres Strait Islander	3
Mandurah - North	Aboriginal	266
Mandurah - North	Both Aboriginal & Torres Strait Islander	14
Mandurah - North	Non-indigenous	17494
Mandurah - North	Torres Strait Islander	8
Mandurah - South	Aboriginal	324
Mandurah - South	Both Aboriginal & Torres Strait Islander	9
Mandurah - South	Non-indigenous	9829
Mandurah - South	Torres Strait Islander	9
Pinjarra	Aboriginal	244
Pinjarra	Non-indigenous	9381
Pinjarra	Torres Strait Islander	3
City Beach	Aboriginal	11
City Beach	Non-indigenous	6598
Claremont (WA)	Aboriginal	29
Claremont (WA)	Non-indigenous	8119
Cottesloe	Aboriginal	31
Cottesloe	Non-indigenous	7344
Floreat	Aboriginal	19
Floreat	Non-indigenous	7880
Mosman Park - Peppermint Grove	Aboriginal	96
Mosman Park - Peppermint Grove	Both Aboriginal & Torres Strait Islander	3
Mosman Park - Peppermint Grove	Non-indigenous	10296
Nedlands - Dalkeith - Crawley	Aboriginal	102
Nedlands - Dalkeith - Crawley	Both Aboriginal & Torres Strait Islander	4
Nedlands - Dalkeith - Crawley	Non-indigenous	18424
Nedlands - Dalkeith - Crawley	Torres Strait Islander	4
Swanbourne - Mount Claremont	Aboriginal	48
Swanbourne - Mount Claremont	Both Aboriginal & Torres Strait Islander	6
Swanbourne - Mount Claremont	Non-indigenous	8624
Swanbourne - Mount Claremont	Torres Strait Islander	3
Kings Park (WA)	Non-indigenous	23
Mount Hawthorn - Leederville	Aboriginal	60
Mount Hawthorn - Leederville	Both Aboriginal & Torres Strait Islander	3
Mount Hawthorn - Leederville	Non-indigenous	10645
Mount Lawley - Inglewood	Aboriginal	140
Mount Lawley - Inglewood	Both Aboriginal & Torres Strait Islander	3
Mount Lawley - Inglewood	Non-indigenous	16370
Mount Lawley - Inglewood	Torres Strait Islander	4
North Perth	Aboriginal	45
North Perth	Non-indigenous	8773
North Perth	Torres Strait Islander	3
Perth City	Aboriginal	221
Perth City	Both Aboriginal & Torres Strait Islander	11
Perth City	Non-indigenous	31056
Perth City	Torres Strait Islander	5
Subiaco - Shenton Park	Aboriginal	93
Subiaco - Shenton Park	Both Aboriginal & Torres Strait Islander	9
Subiaco - Shenton Park	Non-indigenous	16359
Subiaco - Shenton Park	Torres Strait Islander	4
