SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Port Adelaide	3	395
Port Adelaide	4	165
The Parks		284
The Parks	0	929
The Parks	1	2467
The Parks	2	1967
The Parks	3	620
The Parks	4	275
Fulham		39
Fulham	0	85
Fulham	1	376
Fulham	2	377
Fulham	3	105
Fulham	4	69
Lockleys		147
Lockleys	0	484
Lockleys	1	2011
Lockleys	2	1723
Lockleys	3	522
Lockleys	4	227
Plympton		306
Plympton	0	999
Plympton	1	4272
Plympton	2	3111
Plympton	3	827
Plympton	4	366
Richmond (SA)		211
Richmond (SA)	0	846
Richmond (SA)	1	2791
Richmond (SA)	2	2027
Richmond (SA)	3	550
Richmond (SA)	4	207
West Beach		54
West Beach	0	94
West Beach	1	690
West Beach	2	786
West Beach	3	234
West Beach	4	96
Barossa - Angaston		51
Barossa - Angaston	0	56
Barossa - Angaston	1	606
Barossa - Angaston	2	957
Barossa - Angaston	3	384
Barossa - Angaston	4	280
Light		80
Light	0	79
Light	1	832
Light	2	1293
Light	3	578
Light	4	384
Lyndoch		66
Lyndoch	0	27
Lyndoch	1	450
Lyndoch	2	886
Lyndoch	3	370
Lyndoch	4	276
Mallala		42
Mallala	0	25
Mallala	1	271
Mallala	2	453
Mallala	3	239
Mallala	4	157
Nuriootpa		47
Nuriootpa	0	129
Nuriootpa	1	937
Nuriootpa	2	977
Nuriootpa	3	351
Nuriootpa	4	195
Tanunda		42
Tanunda	0	81
Tanunda	1	653
Tanunda	2	694
Tanunda	3	216
Tanunda	4	128
Clare		63
Clare	0	79
Clare	1	506
Clare	2	620
Clare	3	225
Clare	4	99
Gilbert Valley		66
Gilbert Valley	0	50
Gilbert Valley	1	536
Gilbert Valley	2	692
Gilbert Valley	3	301
Gilbert Valley	4	247
Goyder		58
Goyder	0	53
Goyder	1	476
Goyder	2	591
Goyder	3	270
Goyder	4	207
Wakefield - Barunga West		125
Wakefield - Barunga West	0	125
Wakefield - Barunga West	1	1199
Wakefield - Barunga West	2	1292
Wakefield - Barunga West	3	550
Wakefield - Barunga West	4	374
Jamestown		68
Jamestown	0	70
Jamestown	1	548
Jamestown	2	625
Jamestown	3	303
Jamestown	4	218
Peterborough - Mount Remarkable		101
Peterborough - Mount Remarkable	0	128
Peterborough - Mount Remarkable	1	708
Peterborough - Mount Remarkable	2	680
Peterborough - Mount Remarkable	3	384
Peterborough - Mount Remarkable	4	259
Port Pirie		234
Port Pirie	0	605
Port Pirie	1	2240
Port Pirie	2	1704
Port Pirie	3	554
Port Pirie	4	284
Port Pirie Region		35
Port Pirie Region	0	44
Port Pirie Region	1	327
Port Pirie Region	2	473
Port Pirie Region	3	204
Port Pirie Region	4	171
Kadina		77
Kadina	0	102
Kadina	1	671
Kadina	2	760
Kadina	3	264
Kadina	4	140
Moonta		72
Moonta	0	90
Moonta	1	740
Moonta	2	735
Moonta	3	239
Moonta	4	111
Wallaroo		69
Wallaroo	0	113
Wallaroo	1	673
Wallaroo	2	606
Wallaroo	3	168
Wallaroo	4	88
Yorke Peninsula - North		122
Yorke Peninsula - North	0	115
Yorke Peninsula - North	1	1002
Yorke Peninsula - North	2	1064
Yorke Peninsula - North	3	376
Yorke Peninsula - North	4	277
Yorke Peninsula - South		53
Yorke Peninsula - South	0	69
Yorke Peninsula - South	1	609
Yorke Peninsula - South	2	635
Yorke Peninsula - South	3	190
Yorke Peninsula - South	4	136
Ceduna		52
Ceduna	0	77
Ceduna	1	288
Ceduna	2	351
Ceduna	3	122
Ceduna	4	58
Eyre Peninsula		88
Eyre Peninsula	0	77
Eyre Peninsula	1	749
Eyre Peninsula	2	1006
Eyre Peninsula	3	380
Eyre Peninsula	4	238
Kimba - Cleve - Franklin Harbour		52
Kimba - Cleve - Franklin Harbour	0	46
Kimba - Cleve - Franklin Harbour	1	438
Kimba - Cleve - Franklin Harbour	2	580
Kimba - Cleve - Franklin Harbour	3	283
Kimba - Cleve - Franklin Harbour	4	208
Le Hunte - Elliston		33
Le Hunte - Elliston	0	29
Le Hunte - Elliston	1	223
Le Hunte - Elliston	2	318
Le Hunte - Elliston	3	183
Le Hunte - Elliston	4	98
Port Lincoln		220
Port Lincoln	0	395
Port Lincoln	1	1978
Port Lincoln	2	2265
Port Lincoln	3	691
Port Lincoln	4	277
West Coast (SA)		83
West Coast (SA)	0	58
West Coast (SA)	1	329
West Coast (SA)	2	445
West Coast (SA)	3	203
West Coast (SA)	4	141
Western	0	8
Western	1	3
Western	2	3
Whyalla		396
Whyalla	0	1113
Whyalla	1	3260
Whyalla	2	2684
Whyalla	3	925
Whyalla	4	370
APY Lands		18
APY Lands	0	223
APY Lands	1	184
APY Lands	2	42
APY Lands	3	20
APY Lands	4	10
Coober Pedy		51
Coober Pedy	0	58
Coober Pedy	1	268
Coober Pedy	2	215
Coober Pedy	3	64
Coober Pedy	4	32
Quorn - Lake Gilles		40
Quorn - Lake Gilles	0	56
Quorn - Lake Gilles	1	283
Quorn - Lake Gilles	2	318
Quorn - Lake Gilles	3	117
Quorn - Lake Gilles	4	79
Outback		62
Outback	0	59
Outback	1	279
Outback	2	188
Outback	3	96
Outback	4	105
Port Augusta		212
Port Augusta	0	475
Port Augusta	1	1848
Port Augusta	2	1590
Port Augusta	3	554
Port Augusta	4	229
Roxby Downs		32
Roxby Downs	0	26
Roxby Downs	1	315
Roxby Downs	2	568
Roxby Downs	3	162
Roxby Downs	4	73
Goolwa - Port Elliot		174
Goolwa - Port Elliot	0	206
Goolwa - Port Elliot	1	2111
Goolwa - Port Elliot	2	1655
Goolwa - Port Elliot	3	430
Goolwa - Port Elliot	4	200
Kangaroo Island		79
Kangaroo Island	0	88
Kangaroo Island	1	573
Kangaroo Island	2	726
Kangaroo Island	3	228
Kangaroo Island	4	123
Strathalbyn		84
Strathalbyn	0	94
Strathalbyn	1	838
Strathalbyn	2	1072
Strathalbyn	3	387
Strathalbyn	4	220
Strathalbyn Region		73
Strathalbyn Region	0	27
Strathalbyn Region	1	591
Strathalbyn Region	2	1059
Strathalbyn Region	3	537
Strathalbyn Region	4	374
Victor Harbor		218
Victor Harbor	0	366
Victor Harbor	1	2749
Victor Harbor	2	2091
Victor Harbor	3	525
Victor Harbor	4	230
Yankalilla		64
Yankalilla	0	59
Yankalilla	1	828
Yankalilla	2	861
Yankalilla	3	318
Yankalilla	4	191
Grant		72
Grant	0	28
Grant	1	385
Grant	2	742
Grant	3	368
Grant	4	301
Kingston - Robe		71
Kingston - Robe	0	54
Kingston - Robe	1	458
Kingston - Robe	2	570
Kingston - Robe	3	225
Kingston - Robe	4	131
Millicent		77
Millicent	0	151
Millicent	1	722
Millicent	2	747
Millicent	3	275
Millicent	4	139
Naracoorte		107
Naracoorte	0	119
Naracoorte	1	730
Naracoorte	2	899
Naracoorte	3	299
Naracoorte	4	141
Naracoorte Region		22
Naracoorte Region	0	14
Naracoorte Region	1	139
Naracoorte Region	2	293
Naracoorte Region	3	203
Naracoorte Region	4	172
Penola		40
Penola	0	42
Penola	1	333
Penola	2	450
Penola	3	195
Penola	4	123
Tatiara		72
Tatiara	0	89
Tatiara	1	658
Tatiara	2	936
Tatiara	3	401
Tatiara	4	274
Wattle Range		44
Wattle Range	0	8
Wattle Range	1	287
Wattle Range	2	461
Wattle Range	3	258
Wattle Range	4	148
Mount Gambier - East		180
Mount Gambier - East	0	306
Mount Gambier - East	1	1887
Mount Gambier - East	2	2090
Mount Gambier - East	3	706
Mount Gambier - East	4	320
Mount Gambier - West		211
Mount Gambier - West	0	452
Mount Gambier - West	1	2155
Mount Gambier - West	2	1924
Mount Gambier - West	3	608
Mount Gambier - West	4	325
Barmera		118
Barmera	0	124
Barmera	1	735
Barmera	2	903
Barmera	3	385
Barmera	4	253
Berri		84
Berri	0	167
Berri	1	685
Berri	2	544
Berri	3	136
Berri	4	57
Karoonda - Lameroo		46
Karoonda - Lameroo	0	38
Karoonda - Lameroo	1	299
Karoonda - Lameroo	2	386
Karoonda - Lameroo	3	209
Karoonda - Lameroo	4	172
Loxton		74
Loxton	0	103
Loxton	1	700
Loxton	2	778
Loxton	3	312
Loxton	4	169
Loxton Region		29
Loxton Region	0	3
Loxton Region	1	129
Loxton Region	2	262
Loxton Region	3	105
Loxton Region	4	99
Mannum		99
Mannum	0	99
Mannum	1	848
Mannum	2	862
Mannum	3	396
Mannum	4	254
Murray Bridge		286
Murray Bridge	0	533
Murray Bridge	1	2505
Murray Bridge	2	2209
Murray Bridge	3	809
Murray Bridge	4	431
Murray Bridge Region		40
Murray Bridge Region	0	20
Murray Bridge Region	1	280
Murray Bridge Region	2	492
Murray Bridge Region	3	273
Murray Bridge Region	4	194
Renmark		97
Renmark	0	154
Renmark	1	782
Renmark	2	612
Renmark	3	161
Renmark	4	68
Renmark Region		60
Renmark Region	0	46
Renmark Region	1	411
Renmark Region	2	693
Renmark Region	3	323
Renmark Region	4	218
The Coorong		77
The Coorong	0	91
The Coorong	1	645
The Coorong	2	728
The Coorong	3	341
The Coorong	4	232
Waikerie		94
Waikerie	0	126
Waikerie	1	794
Waikerie	2	905
Waikerie	3	389
Waikerie	4	258
Augusta		74
Augusta	0	35
Augusta	1	540
Augusta	2	830
Augusta	3	349
Augusta	4	177
Busselton		315
Busselton	0	386
Busselton	1	3258
Busselton	2	3662
Busselton	3	1274
Busselton	4	589
Busselton Region		111
Busselton Region	0	48
Busselton Region	1	890
Busselton Region	2	1558
Busselton Region	3	550
Busselton Region	4	297
Margaret River		85
Margaret River	0	73
Margaret River	1	970
Margaret River	2	1313
Margaret River	3	442
Margaret River	4	168
Australind - Leschenault		131
Australind - Leschenault	0	107
Australind - Leschenault	1	1508
Australind - Leschenault	2	2645
Australind - Leschenault	3	991
Australind - Leschenault	4	517
Capel		67
Capel	0	31
Capel	1	428
Capel	2	726
Capel	3	350
Capel	4	249
College Grove - Carey Park		104
College Grove - Carey Park	0	197
College Grove - Carey Park	1	957
College Grove - Carey Park	2	869
College Grove - Carey Park	3	275
College Grove - Carey Park	4	120
Collie		130
Collie	0	171
Collie	1	934
Collie	2	1156
Collie	3	531
Collie	4	351
Dardanup		25
Dardanup	0	12
Dardanup	1	186
Dardanup	2	425
Dardanup	3	246
Dardanup	4	184
Davenport	2	3
Eaton - Pelican Point		99
Eaton - Pelican Point	0	103
Eaton - Pelican Point	1	1163
Eaton - Pelican Point	2	1766
Eaton - Pelican Point	3	649
Eaton - Pelican Point	4	294
Harvey		136
Harvey	0	82
Harvey	1	778
Harvey	2	1123
Harvey	3	543
Harvey	4	423
East Bunbury - Glen Iris		102
East Bunbury - Glen Iris	0	153
East Bunbury - Glen Iris	1	919
East Bunbury - Glen Iris	2	1032
East Bunbury - Glen Iris	3	314
East Bunbury - Glen Iris	4	143
Waroona		68
Waroona	0	33
Waroona	1	368
Waroona	2	507
Waroona	3	271
Waroona	4	202
Dalyellup		51
Dalyellup	0	64
Dalyellup	1	771
Dalyellup	2	1325
Dalyellup	3	425
Dalyellup	4	188
Gelorup - Stratham		33
Gelorup - Stratham	0	8
Gelorup - Stratham	1	120
Gelorup - Stratham	2	351
Gelorup - Stratham	3	236
Gelorup - Stratham	4	193
South Bunbury - Bunbury		146
South Bunbury - Bunbury	0	315
South Bunbury - Bunbury	1	1845
South Bunbury - Bunbury	2	1836
South Bunbury - Bunbury	3	508
South Bunbury - Bunbury	4	196
Withers - Usher		83
Withers - Usher	0	185
Withers - Usher	1	831
Withers - Usher	2	624
Withers - Usher	3	212
Withers - Usher	4	91
Bridgetown - Boyup Brook		89
Bridgetown - Boyup Brook	0	79
Bridgetown - Boyup Brook	1	716
Bridgetown - Boyup Brook	2	928
Bridgetown - Boyup Brook	3	389
Bridgetown - Boyup Brook	4	301
Donnybrook - Balingup		57
Donnybrook - Balingup	0	52
Donnybrook - Balingup	1	547
Donnybrook - Balingup	2	820
Donnybrook - Balingup	3	376
Donnybrook - Balingup	4	278
Manjimup		85
Manjimup	0	135
Manjimup	1	604
Manjimup	2	772
Manjimup	3	316
Manjimup	4	179
Pemberton		69
Pemberton	0	55
Pemberton	1	544
Pemberton	2	715
Pemberton	3	318
Pemberton	4	209
Dawesville - Bouvard		69
Dawesville - Bouvard	0	32
Dawesville - Bouvard	1	736
Dawesville - Bouvard	2	1103
Dawesville - Bouvard	3	391
Dawesville - Bouvard	4	184
Falcon - Wannanup		85
Falcon - Wannanup	0	96
Falcon - Wannanup	1	1143
Falcon - Wannanup	2	1339
Falcon - Wannanup	3	437
Falcon - Wannanup	4	219
Greenfields		159
Greenfields	0	226
Greenfields	1	1634
Greenfields	2	1156
Greenfields	3	439
Greenfields	4	243
Halls Head - Erskine		208
Halls Head - Erskine	0	206
Halls Head - Erskine	1	2484
Halls Head - Erskine	2	2674
Halls Head - Erskine	3	817
Halls Head - Erskine	4	441
Mandurah		186
Mandurah	0	454
Mandurah	1	1983
Mandurah	2	1051
Mandurah	3	296
Mandurah	4	122
Mandurah - East		64
Mandurah - East	0	56
Mandurah - East	1	641
Mandurah - East	2	838
Mandurah - East	3	342
Mandurah - East	4	252
Mandurah - North		136
Mandurah - North	0	134
Mandurah - North	1	1813
Mandurah - North	2	2558
Mandurah - North	3	867
Mandurah - North	4	473
Mandurah - South		167
Mandurah - South	0	237
Mandurah - South	1	1564
Mandurah - South	2	1408
Mandurah - South	3	433
Mandurah - South	4	219
Pinjarra		119
Pinjarra	0	89
Pinjarra	1	1056
Pinjarra	2	1204
Pinjarra	3	541
Pinjarra	4	370
City Beach		55
City Beach	0	78
City Beach	1	449
City Beach	2	984
City Beach	3	391
City Beach	4	259
Claremont (WA)		83
Claremont (WA)	0	212
Claremont (WA)	1	1333
Claremont (WA)	2	1159
Claremont (WA)	3	308
Claremont (WA)	4	142
Cottesloe		59
Cottesloe	0	82
Cottesloe	1	882
Cottesloe	2	1154
Cottesloe	3	389
Cottesloe	4	153
Floreat		36
Floreat	0	47
Floreat	1	665
Floreat	2	1154
Floreat	3	420
Floreat	4	218
Mosman Park - Peppermint Grove		108
Mosman Park - Peppermint Grove	0	283
Mosman Park - Peppermint Grove	1	1289
Mosman Park - Peppermint Grove	2	1458
Mosman Park - Peppermint Grove	3	429
Mosman Park - Peppermint Grove	4	247
Nedlands - Dalkeith - Crawley		131
Nedlands - Dalkeith - Crawley	0	380
Nedlands - Dalkeith - Crawley	1	1819
Nedlands - Dalkeith - Crawley	2	2503
Nedlands - Dalkeith - Crawley	3	794
Nedlands - Dalkeith - Crawley	4	380
Swanbourne - Mount Claremont		65
Swanbourne - Mount Claremont	0	115
Swanbourne - Mount Claremont	1	852
Swanbourne - Mount Claremont	2	1336
Swanbourne - Mount Claremont	3	399
Swanbourne - Mount Claremont	4	181
Kings Park (WA)	1	3
Kings Park (WA)	2	7
Mount Hawthorn - Leederville		88
Mount Hawthorn - Leederville	0	231
Mount Hawthorn - Leederville	1	1557
Mount Hawthorn - Leederville	2	1638
Mount Hawthorn - Leederville	3	379
Mount Hawthorn - Leederville	4	163
Mount Lawley - Inglewood		177
Mount Lawley - Inglewood	0	536
Mount Lawley - Inglewood	1	2578
Mount Lawley - Inglewood	2	2300
Mount Lawley - Inglewood	3	606
Mount Lawley - Inglewood	4	268
North Perth		95
North Perth	0	262
North Perth	1	1232
North Perth	2	1319
North Perth	3	336
North Perth	4	146
Perth City		429
Perth City	0	2393
Perth City	1	7187
Perth City	2	2644
Perth City	3	392
Perth City	4	134
Subiaco - Shenton Park		168
Subiaco - Shenton Park	0	619
Subiaco - Shenton Park	1	3164
Subiaco - Shenton Park	2	2217
Subiaco - Shenton Park	3	441
Subiaco - Shenton Park	4	172
Wembley - West Leederville - Glendalough		265
Wembley - West Leederville - Glendalough	0	556
Wembley - West Leederville - Glendalough	1	3010
Wembley - West Leederville - Glendalough	2	2352
Wembley - West Leederville - Glendalough	3	557
Wembley - West Leederville - Glendalough	4	242
Bassendean - Eden Hill - Ashfield		161
Bassendean - Eden Hill - Ashfield	0	430
Bassendean - Eden Hill - Ashfield	1	2142
Bassendean - Eden Hill - Ashfield	2	2135
Bassendean - Eden Hill - Ashfield	3	683
Bassendean - Eden Hill - Ashfield	4	340
Bayswater - Embleton - Bedford		244
Bayswater - Embleton - Bedford	0	557
Bayswater - Embleton - Bedford	1	3147
Bayswater - Embleton - Bedford	2	3442
Bayswater - Embleton - Bedford	3	941
Bayswater - Embleton - Bedford	4	404
Maylands		153
Maylands	0	610
Maylands	1	2690
Maylands	2	1658
Maylands	3	395
Maylands	4	146
Morley		239
Morley	0	399
Morley	1	2632
Morley	2	3107
Morley	3	1041
Morley	4	554
Noranda		70
Noranda	0	88
Noranda	1	805
Noranda	2	1085
Noranda	3	460
Noranda	4	300
Chidlow		34
Chidlow	0	18
Chidlow	1	169
Chidlow	2	345
Chidlow	3	204
Chidlow	4	208
Glen Forrest - Darlington		36
Glen Forrest - Darlington	0	29
Glen Forrest - Darlington	1	487
Glen Forrest - Darlington	2	1076
Glen Forrest - Darlington	3	514
Glen Forrest - Darlington	4	342
Helena Valley - Koongamia		40
Helena Valley - Koongamia	0	66
Helena Valley - Koongamia	1	494
Helena Valley - Koongamia	2	758
Helena Valley - Koongamia	3	320
Helena Valley - Koongamia	4	263
Malmalling - Reservoir	2	3
Mundaring		100
Mundaring	0	98
Mundaring	1	835
Mundaring	2	1684
Mundaring	3	872
Mundaring	4	809
Swan View - Greenmount - Midvale		149
Swan View - Greenmount - Midvale	0	269
Swan View - Greenmount - Midvale	1	1412
Swan View - Greenmount - Midvale	2	1608
Swan View - Greenmount - Midvale	3	671
Swan View - Greenmount - Midvale	4	431
Ballajura		128
Ballajura	0	172
Ballajura	1	1490
Ballajura	2	2392
Ballajura	3	1127
Ballajura	4	714
Beechboro		179
Beechboro	0	188
Beechboro	1	1509
Beechboro	2	2287
Beechboro	3	944
Beechboro	4	525
Bullsbrook		56
Bullsbrook	0	18
Bullsbrook	1	281
Bullsbrook	2	611
Bullsbrook	3	328
Bullsbrook	4	324
Ellenbrook		233
Ellenbrook	0	232
Ellenbrook	1	3196
Ellenbrook	2	5499
Ellenbrook	3	1626
Ellenbrook	4	730
Gidgegannup		20
Gidgegannup	0	12
Gidgegannup	1	111
Gidgegannup	2	290
Gidgegannup	3	210
Gidgegannup	4	251
Hazelmere - Guildford		47
Hazelmere - Guildford	0	48
Hazelmere - Guildford	1	460
Hazelmere - Guildford	2	661
Hazelmere - Guildford	3	231
Hazelmere - Guildford	4	112
Lockridge - Kiara		125
Lockridge - Kiara	0	176
Lockridge - Kiara	1	1097
Lockridge - Kiara	2	1465
Lockridge - Kiara	3	516
Lockridge - Kiara	4	267
Middle Swan - Herne Hill		73
Middle Swan - Herne Hill	0	74
Middle Swan - Herne Hill	1	574
Middle Swan - Herne Hill	2	661
Middle Swan - Herne Hill	3	290
Middle Swan - Herne Hill	4	257
Midland - Guildford		158
Midland - Guildford	0	478
Midland - Guildford	1	1738
Midland - Guildford	2	1231
Midland - Guildford	3	358
Midland - Guildford	4	128
Stratton - Jane Brook		47
Stratton - Jane Brook	0	76
Stratton - Jane Brook	1	653
Stratton - Jane Brook	2	971
Stratton - Jane Brook	3	391
Stratton - Jane Brook	4	221
The Vines		65
The Vines	0	29
The Vines	1	664
The Vines	2	1420
The Vines	3	601
The Vines	4	440
Craigie - Beldon		88
Craigie - Beldon	0	117
Craigie - Beldon	1	1180
Craigie - Beldon	2	1546
Craigie - Beldon	3	544
Craigie - Beldon	4	237
Currambine - Kinross		61
Currambine - Kinross	0	93
Currambine - Kinross	1	1177
Currambine - Kinross	2	1970
Currambine - Kinross	3	777
Currambine - Kinross	4	438
Duncraig		93
Duncraig	0	107
Duncraig	1	1237
Duncraig	2	2497
Duncraig	3	795
Duncraig	4	457
Greenwood - Warwick		92
Greenwood - Warwick	0	138
Greenwood - Warwick	1	1412
Greenwood - Warwick	2	2202
Greenwood - Warwick	3	733
Greenwood - Warwick	4	342
Heathridge - Connolly		80
Heathridge - Connolly	0	93
Heathridge - Connolly	1	1046
Heathridge - Connolly	2	1607
Heathridge - Connolly	3	620
Heathridge - Connolly	4	306
Hillarys		52
Hillarys	0	56
Hillarys	1	760
Hillarys	2	1739
Hillarys	3	658
Hillarys	4	401
Iluka - Burns Beach		46
Iluka - Burns Beach	0	24
Iluka - Burns Beach	1	400
Iluka - Burns Beach	2	1282
Iluka - Burns Beach	3	585
Iluka - Burns Beach	4	340
Joondalup - Edgewater		131
Joondalup - Edgewater	0	253
Joondalup - Edgewater	1	1702
Joondalup - Edgewater	2	1868
Joondalup - Edgewater	3	624
Joondalup - Edgewater	4	343
Kingsley		109
Kingsley	0	152
Kingsley	1	1296
Kingsley	2	1946
Kingsley	3	743
Kingsley	4	378
Mullaloo - Kallaroo		71
Mullaloo - Kallaroo	0	98
Mullaloo - Kallaroo	1	872
Mullaloo - Kallaroo	2	1677
Mullaloo - Kallaroo	3	679
Mullaloo - Kallaroo	4	397
Ocean Reef		50
Ocean Reef	0	31
Ocean Reef	1	523
Ocean Reef	2	1139
Ocean Reef	3	481
Ocean Reef	4	354
Padbury		68
Padbury	0	75
Padbury	1	875
Padbury	2	1348
Padbury	3	449
Padbury	4	214
Sorrento - Marmion		66
Sorrento - Marmion	0	88
Sorrento - Marmion	1	709
Sorrento - Marmion	2	1545
Sorrento - Marmion	3	628
Sorrento - Marmion	4	361
Woodvale		44
Woodvale	0	83
Woodvale	1	722
Woodvale	2	1360
Woodvale	3	567
Woodvale	4	361
Balcatta - Hamersley		185
Balcatta - Hamersley	0	395
Balcatta - Hamersley	1	2177
Balcatta - Hamersley	2	2277
Balcatta - Hamersley	3	654
Balcatta - Hamersley	4	369
Balga - Mirrabooka		326
Balga - Mirrabooka	0	506
Balga - Mirrabooka	1	2536
Balga - Mirrabooka	2	2290
Balga - Mirrabooka	3	777
Balga - Mirrabooka	4	387
Dianella		274
Dianella	0	565
Dianella	1	3228
Dianella	2	3353
Dianella	3	1118
Dianella	4	655
Innaloo - Doubleview		206
Innaloo - Doubleview	0	412
Innaloo - Doubleview	1	2504
Innaloo - Doubleview	2	2728
Innaloo - Doubleview	3	696
Innaloo - Doubleview	4	244
Karrinyup - Gwelup - Carine		125
Karrinyup - Gwelup - Carine	0	187
Karrinyup - Gwelup - Carine	1	1657
Karrinyup - Gwelup - Carine	2	3425
Karrinyup - Gwelup - Carine	3	1005
Karrinyup - Gwelup - Carine	4	511
Nollamara - Westminster		254
Nollamara - Westminster	0	533
Nollamara - Westminster	1	2925
Nollamara - Westminster	2	2501
Nollamara - Westminster	3	546
Nollamara - Westminster	4	265
Scarborough		162
Scarborough	0	306
Scarborough	1	2621
Scarborough	2	2675
Scarborough	3	641
Scarborough	4	216
Stirling - Osborne Park		146
Stirling - Osborne Park	0	279
Stirling - Osborne Park	1	1835
Stirling - Osborne Park	2	2041
Stirling - Osborne Park	3	652
Stirling - Osborne Park	4	305
Trigg - North Beach - Watermans Bay		70
Trigg - North Beach - Watermans Bay	0	119
Trigg - North Beach - Watermans Bay	1	816
Trigg - North Beach - Watermans Bay	2	1261
Trigg - North Beach - Watermans Bay	3	377
Trigg - North Beach - Watermans Bay	4	231
Tuart Hill - Joondanna		151
Tuart Hill - Joondanna	0	470
Tuart Hill - Joondanna	1	2539
Tuart Hill - Joondanna	2	1733
Tuart Hill - Joondanna	3	354
Tuart Hill - Joondanna	4	145
Wembley Downs - Churchlands - Woodlands		93
Wembley Downs - Churchlands - Woodlands	0	195
Wembley Downs - Churchlands - Woodlands	1	1467
Wembley Downs - Churchlands - Woodlands	2	2237
Wembley Downs - Churchlands - Woodlands	3	657
Wembley Downs - Churchlands - Woodlands	4	333
Yokine - Coolbinia - Menora		166
Yokine - Coolbinia - Menora	0	456
Yokine - Coolbinia - Menora	1	2626
Yokine - Coolbinia - Menora	2	2247
Yokine - Coolbinia - Menora	3	619
Yokine - Coolbinia - Menora	4	299
Alexander Heights - Koondoola		121
Alexander Heights - Koondoola	0	179
Alexander Heights - Koondoola	1	1010
Alexander Heights - Koondoola	2	1449
Alexander Heights - Koondoola	3	677
Alexander Heights - Koondoola	4	398
Butler - Merriwa - Ridgewood		247
Butler - Merriwa - Ridgewood	0	326
Butler - Merriwa - Ridgewood	1	2890
Butler - Merriwa - Ridgewood	2	2995
Butler - Merriwa - Ridgewood	3	825
Butler - Merriwa - Ridgewood	4	355
Carramar		111
Carramar	0	102
Carramar	1	1317
Carramar	2	2445
Carramar	3	822
Carramar	4	412
Clarkson		114
Clarkson	0	170
Clarkson	1	1576
Clarkson	2	1806
Clarkson	3	546
Clarkson	4	245
Girrawheen		107
Girrawheen	0	231
Girrawheen	1	1131
Girrawheen	2	969
Girrawheen	3	407
Girrawheen	4	199
Madeley - Darch - Landsdale		131
Madeley - Darch - Landsdale	0	87
Madeley - Darch - Landsdale	1	1636
Madeley - Darch - Landsdale	2	3759
Madeley - Darch - Landsdale	3	1401
Madeley - Darch - Landsdale	4	721
Marangaroo		114
Marangaroo	0	139
Marangaroo	1	907
Marangaroo	2	1279
Marangaroo	3	636
Marangaroo	4	339
Mindarie - Quinns Rocks - Jindalee		116
Mindarie - Quinns Rocks - Jindalee	0	108
Mindarie - Quinns Rocks - Jindalee	1	1427
Mindarie - Quinns Rocks - Jindalee	2	2625
Mindarie - Quinns Rocks - Jindalee	3	1128
Mindarie - Quinns Rocks - Jindalee	4	591
Tapping - Ashby - Sinagra		92
Tapping - Ashby - Sinagra	0	88
Tapping - Ashby - Sinagra	1	1085
Tapping - Ashby - Sinagra	2	1916
Tapping - Ashby - Sinagra	3	703
Tapping - Ashby - Sinagra	4	398
Wanneroo		214
Wanneroo	0	265
Wanneroo	1	2439
Wanneroo	2	3776
Wanneroo	3	1388
Wanneroo	4	856
Alkimos - Eglinton		65
Alkimos - Eglinton	0	39
Alkimos - Eglinton	1	917
Alkimos - Eglinton	2	1260
Alkimos - Eglinton	3	300
Alkimos - Eglinton	4	96
Carabooda - Pinjar		13
Carabooda - Pinjar	0	3
Carabooda - Pinjar	1	26
Carabooda - Pinjar	2	65
Carabooda - Pinjar	3	45
Carabooda - Pinjar	4	62
Two Rocks		34
Two Rocks	0	28
Two Rocks	1	284
Two Rocks	2	411
Two Rocks	3	174
Two Rocks	4	100
Yanchep		86
Yanchep	0	64
Yanchep	1	970
Yanchep	2	1217
Yanchep	3	412
Yanchep	4	151
Armadale - Wungong - Brookdale		279
Armadale - Wungong - Brookdale	0	633
Armadale - Wungong - Brookdale	1	2684
Armadale - Wungong - Brookdale	2	2215
Armadale - Wungong - Brookdale	3	723
Armadale - Wungong - Brookdale	4	398
Camillo - Champion Lakes		56
Camillo - Champion Lakes	0	88
Camillo - Champion Lakes	1	643
Camillo - Champion Lakes	2	734
Camillo - Champion Lakes	3	298
Camillo - Champion Lakes	4	168
Forrestdale - Harrisdale - Piara Waters		104
Forrestdale - Harrisdale - Piara Waters	0	50
Forrestdale - Harrisdale - Piara Waters	1	1454
Forrestdale - Harrisdale - Piara Waters	2	3292
Forrestdale - Harrisdale - Piara Waters	3	904
Forrestdale - Harrisdale - Piara Waters	4	420
Kelmscott		135
Kelmscott	0	221
Kelmscott	1	1364
Kelmscott	2	1384
Kelmscott	3	477
Kelmscott	4	310
Mount Nasura - Mount Richon - Bedfordale		68
Mount Nasura - Mount Richon - Bedfordale	0	58
Mount Nasura - Mount Richon - Bedfordale	1	591
Mount Nasura - Mount Richon - Bedfordale	2	1067
Mount Nasura - Mount Richon - Bedfordale	3	514
Mount Nasura - Mount Richon - Bedfordale	4	449
Roleystone		40
Roleystone	0	34
Roleystone	1	451
Roleystone	2	988
Roleystone	3	485
Roleystone	4	426
Seville Grove		110
Seville Grove	0	68
Seville Grove	1	844
Seville Grove	2	1417
Seville Grove	3	519
Seville Grove	4	278
Belmont - Ascot - Redcliffe		186
