SA2_NAME16	AustCitizen	persons
North Toowoomba - Harlaxton	1	5003
Rangeville	0	1014
Rangeville	1	7298
Toowoomba - Central	0	1803
Toowoomba - Central	1	11570
Toowoomba - East	0	1184
Toowoomba - East	1	8573
Toowoomba - West	0	1317
Toowoomba - West	1	11688
Wilsonton	0	1377
Wilsonton	1	11933
Ayr	0	955
Ayr	1	8143
Burdekin	0	793
Burdekin	1	7127
Charters Towers	0	988
Charters Towers	1	7132
Dalrymple	0	482
Dalrymple	1	3277
Ingham	0	449
Ingham	1	3977
Ingham Region	0	579
Ingham Region	1	5874
Palm Island	0	58
Palm Island	1	2388
Aitkenvale	0	870
Aitkenvale	1	3920
Annandale	0	1537
Annandale	1	8528
Belgian Gardens - Pallarenda	0	497
Belgian Gardens - Pallarenda	1	2783
Bohle Plains	0	639
Bohle Plains	1	6594
Condon - Rasmussen	0	1145
Condon - Rasmussen	1	9330
Cranbrook	0	959
Cranbrook	1	4949
Deeragun	0	2514
Deeragun	1	19887
Douglas	0	1337
Douglas	1	6410
Garbutt - West End	0	1255
Garbutt - West End	1	5278
Gulliver - Currajong - Vincent	0	858
Gulliver - Currajong - Vincent	1	6873
Heatley	0	567
Heatley	1	3471
Hermit Park - Rosslea	0	830
Hermit Park - Rosslea	1	4319
Hyde Park - Pimlico	0	648
Hyde Park - Pimlico	1	4008
Kelso	0	1280
Kelso	1	9350
Kirwan - East	0	937
Kirwan - East	1	6876
Kirwan - West	0	1688
Kirwan - West	1	13866
Magnetic Island	0	460
Magnetic Island	1	1875
Mount Louisa	0	1008
Mount Louisa	1	8252
Mundingburra	0	468
Mundingburra	1	3152
Northern Beaches	0	804
Northern Beaches	1	5554
Oonoonba	0	867
Oonoonba	1	5689
South Townsville - Railway Estate	0	979
South Townsville - Railway Estate	1	4232
Townsville - South	0	394
Townsville - South	1	3902
Townsville City - North Ward	0	2074
Townsville City - North Ward	1	6985
Wulguru - Roseneath	0	1483
Wulguru - Roseneath	1	4616
Ashfield - Kepnock	0	500
Ashfield - Kepnock	1	4729
Bargara - Burnett Heads	0	1683
Bargara - Burnett Heads	1	14910
Branyan - Kensington	0	435
Branyan - Kensington	1	4273
Bundaberg	0	1319
Bundaberg	1	4797
Bundaberg East - Kalkie	0	607
Bundaberg East - Kalkie	1	4868
Bundaberg North - Gooburrum	0	982
Bundaberg North - Gooburrum	1	6239
Bundaberg Region - North	0	1281
Bundaberg Region - North	1	7585
Bundaberg Region - South	0	1228
Bundaberg Region - South	1	8607
Millbank - Avoca	0	817
Millbank - Avoca	1	6598
Svensson Heights - Norville	0	490
Svensson Heights - Norville	1	5121
Walkervale - Avenell Heights	0	1075
Walkervale - Avenell Heights	1	9621
Gayndah - Mundubbera	0	1129
Gayndah - Mundubbera	1	5529
Gin Gin	0	690
Gin Gin	1	4427
Kingaroy	0	911
Kingaroy	1	9378
Kingaroy Region - North	0	926
Kingaroy Region - North	1	8640
Kingaroy Region - South	0	354
Kingaroy Region - South	1	3570
Monto - Eidsvold	0	585
Monto - Eidsvold	1	3242
Nanango	0	1226
Nanango	1	8452
North Burnett	0	2
North Burnett	1	8
Cooloola	0	893
Cooloola	1	5370
Gympie - North	0	1744
Gympie - North	1	12476
Gympie - South	0	642
Gympie - South	1	6104
Gympie Region	0	2198
Gympie Region	1	16366
Kilkivan	0	453
Kilkivan	1	3238
Booral - River Heads	0	542
Booral - River Heads	1	4060
Craignish - Dundowran Beach	0	519
Craignish - Dundowran Beach	1	4294
Pialba - Eli Waters	0	1856
Pialba - Eli Waters	1	12092
Point Vernon	0	620
Point Vernon	1	5079
Torquay - Scarness - Kawungan	0	2146
Torquay - Scarness - Kawungan	1	12853
Urangan - Wondunna	0	1609
Urangan - Wondunna	1	11003
Burrum - Fraser	0	1294
Burrum - Fraser	1	8278
Granville	0	342
Granville	1	2869
Maryborough (Qld)	0	2216
Maryborough (Qld)	1	16022
Maryborough Region - South	0	1124
Maryborough Region - South	1	7271
Tinana	0	519
Tinana	1	4957
Migratory - Offshore - Shipping (Qld)	0	34
Migratory - Offshore - Shipping (Qld)	1	116
No usual address (Qld)	0	4460
No usual address (Qld)	1	8050
Adelaide	0	7841
Adelaide	1	7274
North Adelaide	0	1727
North Adelaide	1	5223
Adelaide Hills	0	625
Adelaide Hills	1	6205
Aldgate - Stirling	0	1582
Aldgate - Stirling	1	15883
Hahndorf - Echunga	0	444
Hahndorf - Echunga	1	4021
Lobethal - Woodside	0	820
Lobethal - Woodside	1	8200
Mount Barker	0	1641
Mount Barker	1	15724
Mount Barker Region	0	604
Mount Barker Region	1	5680
Nairne	0	422
Nairne	1	4620
Uraidla - Summertown	0	492
Uraidla - Summertown	1	4922
Burnside - Wattle Park	0	2951
Burnside - Wattle Park	1	15563
Glenside - Beaumont	0	1675
Glenside - Beaumont	1	7933
Toorak Gardens	0	2880
Toorak Gardens	1	12910
Athelstone	0	841
Athelstone	1	8311
Paradise - Newton	0	3651
Paradise - Newton	1	16067
Rostrevor - Magill	0	4154
Rostrevor - Magill	1	17499
Norwood (SA)	0	2281
Norwood (SA)	1	7785
Payneham - Felixstow	0	2428
Payneham - Felixstow	1	9914
St Peters - Marden	0	2203
St Peters - Marden	1	10753
Nailsworth - Broadview	0	927
Nailsworth - Broadview	1	5148
Prospect	0	2449
Prospect	1	11996
Walkerville	0	1165
Walkerville	1	6385
Goodwood - Millswood	0	2780
Goodwood - Millswood	1	14802
Unley - Parkside	0	3155
Unley - Parkside	1	16980
Gawler - North	0	816
Gawler - North	1	8387
Gawler - South	0	2203
Gawler - South	1	17600
Lewiston - Two Wells	0	580
Lewiston - Two Wells	1	5053
Craigmore - Blakeview	0	1926
Craigmore - Blakeview	1	16192
Davoren Park	0	2547
Davoren Park	1	15111
Elizabeth	0	2379
Elizabeth	1	7997
Elizabeth East	0	2088
Elizabeth East	1	10823
Munno Para West - Angle Vale	0	1363
Munno Para West - Angle Vale	1	10767
One Tree Hill	0	269
One Tree Hill	1	2245
Smithfield - Elizabeth North	0	2004
Smithfield - Elizabeth North	1	10228
Virginia - Waterloo Corner	0	590
Virginia - Waterloo Corner	1	3627
Enfield - Blair Athol	0	6117
Enfield - Blair Athol	1	17062
Northgate - Oakden - Gilles Plains	0	5263
Northgate - Oakden - Gilles Plains	1	19329
Windsor Gardens	0	4473
Windsor Gardens	1	15815
Dry Creek - North	0	0
Dry Creek - North	1	0
Ingle Farm	0	1932
Ingle Farm	1	12905
Para Hills	0	1997
Para Hills	1	12590
Parafield	0	85
Parafield	1	20
Parafield Gardens	0	2632
Parafield Gardens	1	14313
Paralowie	0	2288
Paralowie	1	14462
Salisbury	0	3696
Salisbury	1	13909
Salisbury East	0	2177
Salisbury East	1	15356
Salisbury North	0	2617
Salisbury North	1	14588
Mawson Lakes - Globe Derby Park	0	3199
Mawson Lakes - Globe Derby Park	1	10132
Pooraka - Cavan	0	1294
Pooraka - Cavan	1	6437
Golden Grove	0	1128
Golden Grove	1	9214
Greenwith	0	790
Greenwith	1	8198
Highbury - Dernancourt	0	1181
Highbury - Dernancourt	1	9292
Hope Valley - Modbury	0	2540
Hope Valley - Modbury	1	13888
Modbury Heights	0	2003
Modbury Heights	1	16896
Redwood Park	0	1539
Redwood Park	1	14514
St Agnes - Ridgehaven	0	1365
St Agnes - Ridgehaven	1	11064
Brighton (SA)	0	1703
Brighton (SA)	1	12123
Glenelg (SA)	0	3265
Glenelg (SA)	1	16608
Edwardstown	0	2523
Edwardstown	1	10982
Hallett Cove	0	1736
Hallett Cove	1	10659
Marino - Seaview Downs	0	1122
Marino - Seaview Downs	1	8155
Mitchell Park	0	2877
Mitchell Park	1	12274
Morphettville	0	2070
Morphettville	1	12587
Sheidow Park - Trott Park	0	993
Sheidow Park - Trott Park	1	9123
Warradale	0	2915
Warradale	1	12055
Belair	0	481
Belair	1	4122
Bellevue Heights	0	1458
Bellevue Heights	1	5975
Blackwood	0	1073
Blackwood	1	10923
Colonel Light Gardens	0	1749
Colonel Light Gardens	1	13854
Mitcham (SA)	0	1861
Mitcham (SA)	1	13976
Panorama	0	1396
Panorama	1	6672
Aberfoyle Park	0	1098
Aberfoyle Park	1	10559
Aldinga	0	2100
Aldinga	1	13279
Christie Downs	0	1358
Christie Downs	1	7978
Christies Beach	0	1801
Christies Beach	1	8437
Clarendon	0	226
Clarendon	1	2429
Coromandel Valley	0	432
Coromandel Valley	1	3878
Flagstaff Hill	0	1267
Flagstaff Hill	1	9258
Hackham - Onkaparinga Hills	0	577
Hackham - Onkaparinga Hills	1	5733
Hackham West - Huntfield Heights	0	898
Hackham West - Huntfield Heights	1	6689
Happy Valley	0	1276
Happy Valley	1	12339
Happy Valley Reservoir	0	0
Happy Valley Reservoir	1	0
Lonsdale	0	7
Lonsdale	1	22
McLaren Vale	0	642
McLaren Vale	1	5333
Morphett Vale - East	0	1556
Morphett Vale - East	1	12045
Morphett Vale - West	0	1218
Morphett Vale - West	1	8320
Reynella	0	950
Reynella	1	9204
Seaford (SA)	0	3209
Seaford (SA)	1	19152
Willunga	0	360
Willunga	1	3033
Woodcroft	0	976
Woodcroft	1	10400
Beverley	0	1155
Beverley	1	6611
Flinders Park	0	2073
Flinders Park	1	12390
Henley Beach	0	1949
Henley Beach	1	12894
Hindmarsh - Brompton	0	3148
Hindmarsh - Brompton	1	14476
Royal Park - Hendon - Albert Park	0	705
Royal Park - Hendon - Albert Park	1	5165
Seaton - Grange	0	2011
Seaton - Grange	1	14271
West Lakes	0	1609
West Lakes	1	12754
Woodville - Cheltenham	0	3056
Woodville - Cheltenham	1	14426
Dry Creek - South	0	0
Dry Creek - South	1	0
Largs Bay - Semaphore	0	1540
Largs Bay - Semaphore	1	12951
North Haven	0	1465
North Haven	1	12784
Port Adelaide	0	1514
Port Adelaide	1	9273
The Parks	0	4218
The Parks	1	14228
Torrens Island	0	0
Torrens Island	1	5
Adelaide Airport	0	0
Adelaide Airport	1	0
Fulham	0	287
Fulham	1	2415
Lockleys	0	2222
Lockleys	1	10488
Plympton	0	5333
Plympton	1	18903
Richmond (SA)	0	3359
Richmond (SA)	1	13106
West Beach	0	662
West Beach	1	4302
Barossa - Angaston	0	554
Barossa - Angaston	1	5557
Light	0	744
Light	1	8219
Lyndoch	0	639
Lyndoch	1	5519
Mallala	0	345
Mallala	1	2823
Nuriootpa	0	434
Nuriootpa	1	6116
Tanunda	0	405
Tanunda	1	4141
Clare	0	352
Clare	1	3695
Gilbert Valley	0	513
Gilbert Valley	1	4380
Goyder	0	410
Goyder	1	3751
Wakefield - Barunga West	0	932
Wakefield - Barunga West	1	8516
Jamestown	0	397
Jamestown	1	4166
Peterborough - Mount Remarkable	0	548
Peterborough - Mount Remarkable	1	4845
Port Pirie	0	1306
Port Pirie	1	12701
Port Pirie Region	0	241
Port Pirie Region	1	3061
Kadina	0	549
Kadina	1	4725
Moonta	0	502
Moonta	1	4337
Wallaroo	0	417
Wallaroo	1	3622
Yorke Peninsula - North	0	514
Yorke Peninsula - North	1	6611
Yorke Peninsula - South	0	309
Yorke Peninsula - South	1	3621
Ceduna	0	365
Ceduna	1	2191
Eyre Peninsula	0	516
Eyre Peninsula	1	5983
Kimba - Cleve - Franklin Harbour	0	421
Kimba - Cleve - Franklin Harbour	1	3826
Le Hunte - Elliston	0	197
Le Hunte - Elliston	1	2070
Port Lincoln	0	1825
Port Lincoln	1	13860
West Coast (SA)	0	386
West Coast (SA)	1	3142
Western	0	16
Western	1	63
Whyalla	0	2917
Whyalla	1	18834
Whyalla - North	0	0
Whyalla - North	1	0
APY Lands	0	185
APY Lands	1	2091
Coober Pedy	0	418
Coober Pedy	1	1344
Quorn - Lake Gilles	0	211
Quorn - Lake Gilles	1	1923
Outback	0	558
Outback	1	2077
Port Augusta	0	1997
Port Augusta	1	11518
Roxby Downs	0	607
Roxby Downs	1	3281
Goolwa - Port Elliot	0	1076
Goolwa - Port Elliot	1	10050
Kangaroo Island	0	676
Kangaroo Island	1	4026
Strathalbyn	0	617
Strathalbyn	1	6479
Strathalbyn Region	0	928
Strathalbyn Region	1	6434
Victor Harbor	0	1462
Victor Harbor	1	12916
Yankalilla	0	675
Yankalilla	1	5057
Grant	0	983
Grant	1	4851
Kingston - Robe	0	355
Kingston - Robe	1	3369
Millicent	0	432
Millicent	1	4819
Naracoorte	0	963
Naracoorte	1	5075
Naracoorte Region	0	170
Naracoorte Region	1	2084
Penola	0	266
Penola	1	2851
Tatiara	0	966
Tatiara	1	5654
Wattle Range	0	276
Wattle Range	1	2993
Mount Gambier - East	0	1308
Mount Gambier - East	1	13363
Mount Gambier - West	0	1414
Mount Gambier - West	1	12603
Barmera	0	608
Barmera	1	5896
Berri	0	470
Berri	1	3618
Karoonda - Lameroo	0	371
Karoonda - Lameroo	1	2658
Loxton	0	398
Loxton	1	4968
Loxton Region	0	163
Loxton Region	1	1542
Mannum	0	687
Mannum	1	5496
Murray Bridge	0	2978
Murray Bridge	1	14581
Murray Bridge Region	0	361
Murray Bridge Region	1	3284
Renmark	0	654
Renmark	1	3980
Renmark Region	0	535
Renmark Region	1	4308
The Coorong	0	521
The Coorong	1	4874
Waikerie	0	898
Waikerie	1	5712
Migratory - Offshore - Shipping (SA)	0	-3
Migratory - Offshore - Shipping (SA)	1	6
No usual address (SA)	0	922
No usual address (SA)	1	1941
Augusta	0	828
Augusta	1	4603
Busselton	0	3592
Busselton	1	22742
Busselton Region	0	1495
Busselton Region	1	8785
Margaret River	0	1627
Margaret River	1	7203
Australind - Leschenault	0	2720
Australind - Leschenault	1	14872
Capel	0	634
Capel	1	4561
College Grove - Carey Park	0	1473
College Grove - Carey Park	1	5273
Collie	0	1130
Collie	1	7668
Dardanup	0	320
Dardanup	1	2822
Davenport	0	0
Davenport	1	9
Eaton - Pelican Point	0	1773
Eaton - Pelican Point	1	9983
Harvey	0	1514
Harvey	1	7445
East Bunbury - Glen Iris	0	1077
East Bunbury - Glen Iris	1	5917
Waroona	0	705
Waroona	1	3443
Dalyellup	0	1572
Dalyellup	1	7426
Gelorup - Stratham	0	261
Gelorup - Stratham	1	2748
South Bunbury - Bunbury	0	2146
South Bunbury - Bunbury	1	10008
Withers - Usher	0	835
Withers - Usher	1	4307
Bridgetown - Boyup Brook	0	839
Bridgetown - Boyup Brook	1	5518
Donnybrook - Balingup	0	888
Donnybrook - Balingup	1	4982
Manjimup	0	687
Manjimup	1	4851
Pemberton	0	759
Pemberton	1	4281
Dawesville - Bouvard	0	1149
Dawesville - Bouvard	1	5939
Falcon - Wannanup	0	1320
Falcon - Wannanup	1	7462
Greenfields	0	1364
Greenfields	1	8491
Halls Head - Erskine	0	3354
Halls Head - Erskine	1	15175
Mandurah	0	2096
Mandurah	1	6994
Mandurah - East	0	768
Mandurah - East	1	5053
Mandurah - North	0	3625
Mandurah - North	1	14157
Mandurah - South	0	1747
Mandurah - South	1	8424
Pinjarra	0	1444
Pinjarra	1	8184
City Beach	0	888
City Beach	1	5721
Claremont (WA)	0	1692
Claremont (WA)	1	6456
Cottesloe	0	1204
Cottesloe	1	6171
Floreat	0	920
Floreat	1	6979
Mosman Park - Peppermint Grove	0	2083
Mosman Park - Peppermint Grove	1	8312
Nedlands - Dalkeith - Crawley	0	4494
Nedlands - Dalkeith - Crawley	1	14040
Swanbourne - Mount Claremont	0	1209
Swanbourne - Mount Claremont	1	7472
Kings Park (WA)	0	8
Kings Park (WA)	1	15
Mount Hawthorn - Leederville	0	1768
Mount Hawthorn - Leederville	1	8940
Mount Lawley - Inglewood	0	3246
Mount Lawley - Inglewood	1	13271
North Perth	0	1493
North Perth	1	7328
Perth City	0	14914
Perth City	1	16379
Subiaco - Shenton Park	0	3792
Subiaco - Shenton Park	1	12673
Wembley - West Leederville - Glendalough	0	5058
Wembley - West Leederville - Glendalough	1	12791
Bassendean - Eden Hill - Ashfield	0	2540
Bassendean - Eden Hill - Ashfield	1	12552
Bayswater - Embleton - Bedford	0	4402
Bayswater - Embleton - Bedford	1	18556
Maylands	0	3979
Maylands	1	8735
Morley	0	5077
Morley	1	16635
Noranda	0	1219
Noranda	1	6760
Chidlow	0	2274
Chidlow	1	2441
Glen Forrest - Darlington	0	802
Glen Forrest - Darlington	1	6252
Helena Valley - Koongamia	0	632
Helena Valley - Koongamia	1	4682
Malmalling - Reservoir	0	0
Malmalling - Reservoir	1	11
Mundaring	0	1589
Mundaring	1	11276
Swan View - Greenmount - Midvale	0	1887
Swan View - Greenmount - Midvale	1	10188
Avon Valley National Park	0	-2
Avon Valley National Park	1	8
Ballajura	0	2933
Ballajura	1	15812
Beechboro	0	3941
Beechboro	1	14156
Bullsbrook	0	975
Bullsbrook	1	4210
Ellenbrook	0	7821
Ellenbrook	1	28293
Gidgegannup	0	340
Gidgegannup	1	2403
Hazelmere - Guildford	0	723
Hazelmere - Guildford	1	3461
Lockridge - Kiara	0	2207
Lockridge - Kiara	1	8370
Malaga	0	1
Malaga	1	5
Melaleuca - Lexia	0	0
Melaleuca - Lexia	1	0
Middle Swan - Herne Hill	0	958
Middle Swan - Herne Hill	1	4456
Midland - Guildford	0	2935
Midland - Guildford	1	7739
Stratton - Jane Brook	0	1023
Stratton - Jane Brook	1	5863
The Vines	0	1823
The Vines	1	8081
Walyunga National Park	0	0
Walyunga National Park	1	0
Craigie - Beldon	0	1765
Craigie - Beldon	1	8036
Currambine - Kinross	0	2861
Currambine - Kinross	1	10937
Duncraig	0	1934
Duncraig	1	13334
Greenwood - Warwick	0	1968
Greenwood - Warwick	1	11379
Heathridge - Connolly	0	1908
Heathridge - Connolly	1	8398
Hillarys	0	1474
Hillarys	1	9334
Iluka - Burns Beach	0	1340
Iluka - Burns Beach	1	7304
Joondalup - Edgewater	0	3303
Joondalup - Edgewater	1	10299
Kingsley	0	1712
Kingsley	1	11347
Mullaloo - Kallaroo	0	1769
Mullaloo - Kallaroo	1	9397
Ocean Reef	0	1243
Ocean Reef	1	6597
Padbury	0	1283
Padbury	1	6900
Sorrento - Marmion	0	1133
Sorrento - Marmion	1	8492
Woodvale	0	1243
Woodvale	1	8033
Balcatta - Hamersley	0	3131
Balcatta - Hamersley	1	12233
Balga - Mirrabooka	0	6025
Balga - Mirrabooka	1	14025
Dianella	0	4283
Dianella	1	19847
Herdsman	0	0
Herdsman	1	0
Innaloo - Doubleview	0	3691
Innaloo - Doubleview	1	12868
Karrinyup - Gwelup - Carine	0	2595
Karrinyup - Gwelup - Carine	1	17709
Nollamara - Westminster	0	6201
Nollamara - Westminster	1	11569
Osborne Park Industrial	0	0
Osborne Park Industrial	1	8
Scarborough	0	3960
Scarborough	1	11461
Stirling - Osborne Park	0	2993
Stirling - Osborne Park	1	10755
Trigg - North Beach - Watermans Bay	0	916
Trigg - North Beach - Watermans Bay	1	6608
Tuart Hill - Joondanna	0	3230
Tuart Hill - Joondanna	1	8665
Wembley Downs - Churchlands - Woodlands	0	2058
Wembley Downs - Churchlands - Woodlands	1	11894
Yokine - Coolbinia - Menora	0	3331
Yokine - Coolbinia - Menora	1	12383
Alexander Heights - Koondoola	0	2287
Alexander Heights - Koondoola	1	9688
Butler - Merriwa - Ridgewood	0	6327
Butler - Merriwa - Ridgewood	1	17112
Carramar	0	3881
Carramar	1	12735
Clarkson	0	3463
Clarkson	1	9508
Girrawheen	0	1893
Girrawheen	1	6866
Madeley - Darch - Landsdale	0	4111
Madeley - Darch - Landsdale	1	21295
Marangaroo	0	1718
Marangaroo	1	8874
Mindarie - Quinns Rocks - Jindalee	0	4292
Mindarie - Quinns Rocks - Jindalee	1	14483
Neerabup National Park	0	0
Neerabup National Park	1	7
Tapping - Ashby - Sinagra	0	2634
Tapping - Ashby - Sinagra	1	10626
Wanneroo	0	4658
Wanneroo	1	20964
Alkimos - Eglinton	0	2638
Alkimos - Eglinton	1	5307
Carabooda - Pinjar	0	150
Carabooda - Pinjar	1	580
Two Rocks	0	556
Two Rocks	1	2441
Yanchep	0	2349
Yanchep	1	6510
Armadale - Wungong - Brookdale	0	4182
Armadale - Wungong - Brookdale	1	14863
Ashendon - Lesley	0	5
Ashendon - Lesley	1	10
Camillo - Champion Lakes	0	1095
Camillo - Champion Lakes	1	4437
Forrestdale - Harrisdale - Piara Waters	0	5192
Forrestdale - Harrisdale - Piara Waters	1	14067
Kelmscott	0	2185
Kelmscott	1	8295
Mount Nasura - Mount Richon - Bedfordale	0	1147
Mount Nasura - Mount Richon - Bedfordale	1	6807
Roleystone	0	884
Roleystone	1	6149
Seville Grove	0	2072
Seville Grove	1	8198
Belmont - Ascot - Redcliffe	0	4075
Belmont - Ascot - Redcliffe	1	10246
East Victoria Park - Carlisle	0	4979
East Victoria Park - Carlisle	1	11572
Kewdale Commercial	0	0
Kewdale Commercial	1	4
Perth Airport	0	28
Perth Airport	1	0
Rivervale - Kewdale - Cloverdale	0	8617
Rivervale - Kewdale - Cloverdale	1	16704
Victoria Park - Lathlain - Burswood	0	4797
Victoria Park - Lathlain - Burswood	1	9683
Bentley - Wilson - St James	0	8094
Bentley - Wilson - St James	1	11968
Canning Vale - West	0	2159
Canning Vale - West	1	7834
Canning Vale Commercial	0	0
Canning Vale Commercial	1	0
Cannington - Queens Park	0	7759
Cannington - Queens Park	1	10289
Parkwood - Ferndale - Lynwood	0	3249
Parkwood - Ferndale - Lynwood	1	10554
Riverton - Shelley - Rossmoyne	0	3145
Riverton - Shelley - Rossmoyne	1	10341
Welshpool	0	12
Welshpool	1	7
Willetton	0	4445
Willetton	1	13742
Beckenham - Kenwick - Langford	0	5679
Beckenham - Kenwick - Langford	1	13194
Canning Vale - East	0	7134
Canning Vale - East	1	15931
Gosnells	0	4813
Gosnells	1	15472
Huntingdale - Southern River	0	4282
Huntingdale - Southern River	1	14756
Maddington - Orange Grove - Martin	0	3452
Maddington - Orange Grove - Martin	1	10198
Thornlie	0	5287
Thornlie	1	17866
Forrestfield - Wattle Grove	0	3725
Forrestfield - Wattle Grove	1	14936
High Wycombe	0	2271
High Wycombe	1	10037
Kalamunda - Maida Vale - Gooseberry Hill	0	1971
Kalamunda - Maida Vale - Gooseberry Hill	1	12918
Lesmurdie - Bickley - Carmel	0	1428
Lesmurdie - Bickley - Carmel	1	10158
Byford	0	3101
Byford	1	13011
Mundijong	0	771
Mundijong	1	5580
Serpentine - Jarrahdale	0	957
Serpentine - Jarrahdale	1	3459
Como	0	3365
Como	1	10649
Manning - Waterford	0	2589
Manning - Waterford	1	8868
South Perth - Kensington	0	3901
South Perth - Kensington	1	12675
Banjup	0	3507
Banjup	1	14026
Bibra Industrial	0	2
Bibra Industrial	1	4
Bibra Lake	0	0
Bibra Lake	1	0
Coogee	0	1247
Coogee	1	7521
Coolbellup	0	1495
Coolbellup	1	6652
Hamilton Hill	0	2211
Hamilton Hill	1	8176
Henderson	0	6
Henderson	1	8
North Coogee	0	538
North Coogee	1	1850
South Lake - Cockburn Central	0	2379
South Lake - Cockburn Central	1	9089
Spearwood	0	2177
Spearwood	1	7930
Success - Hammond Park	0	3828
Success - Hammond Park	1	11076
Yangebup	0	1322
Yangebup	1	6157
Beeliar - Wattleup	0	1523
Beeliar - Wattleup	1	6705
Jandakot	0	478
Jandakot	1	2115
East Fremantle	0	1044
East Fremantle	1	6332
Fremantle	0	3494
Fremantle	1	11352
Fremantle - South	0	2465
Fremantle - South	1	11907
O'Connor (WA)	0	11
O'Connor (WA)	1	4
Bertram - Wellard (West)	0	3879
Bertram - Wellard (West)	1	10137
Calista	0	1687
Calista	1	5980
Hope Valley - Postans	0	4
Hope Valley - Postans	1	58
Kwinana Industrial	0	9
Kwinana Industrial	1	16
Parmelia - Orelia	0	2552
Parmelia - Orelia	1	8407
Casuarina - Wandi	0	2050
Casuarina - Wandi	1	4134
Applecross - Ardross	0	2008
Applecross - Ardross	1	9026
Bateman	0	683
Bateman	1	3034
Bicton - Palmyra	0	2000
Bicton - Palmyra	1	11680
Booragoon	0	2691
Booragoon	1	11763
Bull Creek	0	1631
Bull Creek	1	6115
Leeming	0	1561
Leeming	1	9169
Melville	0	2025
Melville	1	14253
Murdoch - Kardinya	0	2760
Murdoch - Kardinya	1	9497
Willagee	0	838
Willagee	1	4034
Winthrop	0	1047
Winthrop	1	4860
Baldivis	0	8102
Baldivis	1	24926
Cooloongup	0	1621
Cooloongup	1	6970
Port Kennedy	0	2802
Port Kennedy	1	10975
Rockingham	0	3502
Rockingham	1	11933
Rockingham Lakes	0	8
Rockingham Lakes	1	0
Safety Bay - Shoalwater	0	1889
Safety Bay - Shoalwater	1	9619
Singleton - Golden Bay - Secret Harbour	0	4156
Singleton - Golden Bay - Secret Harbour	1	15451
Waikiki	0	2423
Waikiki	1	10031
Warnbro	0	2111
Warnbro	1	8590
Albany	0	2003
Albany	1	12250
Albany Region	0	421
Albany Region	1	3016
Bayonet Head - Lower King	0	578
Bayonet Head - Lower King	1	4252
Denmark	0	850
Denmark	1	4995
Gnowangerup	0	581
Gnowangerup	1	2301
Katanning	0	1032
Katanning	1	3527
Kojonup	0	719
Kojonup	1	3495
Little Grove - Elleker	0	728
Little Grove - Elleker	1	2904
McKail - Willyung	0	1187
McKail - Willyung	1	9240
Plantagenet	0	830
Plantagenet	1	4249
Stirling Range National Park	0	0
Stirling Range National Park	1	0
Chittering	0	823
Chittering	1	4649
Cunderdin	0	695
Cunderdin	1	3408
Dowerin	0	474
Dowerin	1	3508
Gingin - Dandaragan	0	1405
Gingin - Dandaragan	1	7024
Merredin	0	816
Merredin	1	4272
Moora	0	869
Moora	1	3907
Mukinbudin	0	575
Mukinbudin	1	2610
Northam	0	2096
Northam	1	9016
Toodyay	0	686
Toodyay	1	3753
York - Beverley	0	891
York - Beverley	1	4459
Brookton	0	570
Brookton	1	3147
Kulin	0	610
Kulin	1	3687
Murray	0	425
Murray	1	2152
Narrogin	0	785
Narrogin	1	3940
Wagin	0	776
Wagin	1	4162
Broome	0	2994
Broome	1	10990
Derby - West Kimberley	0	1151
Derby - West Kimberley	1	6554
Halls Creek	0	520
Halls Creek	1	2750
Kununurra	0	1409
Kununurra	1	5746
Roebuck	0	221
Roebuck	1	2024
East Pilbara	0	2048
East Pilbara	1	4611
Newman	0	1324
Newman	1	3243
Port Hedland	0	1088
Port Hedland	1	3272
South Hedland	0	2784
South Hedland	1	6687
Ashburton (WA)	0	4170
Ashburton (WA)	1	8856
Karratha	0	3939
Karratha	1	11889
Roebourne	0	1449
Roebourne	1	4194
Esperance	0	1920
Esperance	1	10187
Esperance Region	0	827
Esperance Region	1	3035
Carnarvon	0	1141
Carnarvon	1	4019
Exmouth	0	783
Exmouth	1	3542
Boulder	0	1835
Boulder	1	5257
Kalgoorlie	0	3842
Kalgoorlie	1	10095
Kalgoorlie - North	0	2015
Kalgoorlie - North	1	6824
Kalgoorlie Airport	0	9
Kalgoorlie Airport	1	0
Kambalda - Coolgardie - Norseman	0	1198
Kambalda - Coolgardie - Norseman	1	3365
Leinster - Leonora	0	1087
Leinster - Leonora	1	3574
Trafalgar (WA)	0	0
Trafalgar (WA)	1	0
Geraldton	0	2044
Geraldton	1	9746
Geraldton - East	0	1372
Geraldton - East	1	6594
Geraldton - North	0	958
Geraldton - North	1	6733
Geraldton - South	0	1405
Geraldton - South	1	8578
Irwin	0	403
Irwin	1	3166
Meekatharra	0	905
Meekatharra	1	2164
Morawa	0	585
Morawa	1	3422
Northampton - Mullewa - Greenough	0	846
Northampton - Mullewa - Greenough	1	5095
Migratory - Offshore - Shipping (WA)	0	162
Migratory - Offshore - Shipping (WA)	1	272
No usual address (WA)	0	2366
No usual address (WA)	1	3584
Bridgewater - Gagebrook	0	821
Bridgewater - Gagebrook	1	6467
Brighton - Pontville	0	344
Brighton - Pontville	1	5102
Old Beach - Otago	0	288
Old Beach - Otago	1	4049
Bellerive - Rosny	0	571
