STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Tasmania	0-14	Speaks English well or very well	0	2012	114
Tasmania	0-14	Speaks English well or very well	0	2013	208
Tasmania	0-14	Speaks English well or very well	0	2014	158
Tasmania	0-14	Speaks English well or very well	0	2015	122
Tasmania	0-14	Speaks English well or very well	0	2016	72
Tasmania	15-24				11
Tasmania	15-24			2005	3
Tasmania	15-24		0		3
Tasmania	15-24		0	2010	4
Tasmania	15-24		0	2011	3
Tasmania	15-24		0	2014	6
Tasmania	15-24		0	2015	7
Tasmania	15-24		0	2016	4
Tasmania	15-24		1		68
Tasmania	15-24		1	2000	293
Tasmania	15-24		1	2005	483
Tasmania	15-24		1	2010	339
Tasmania	15-24		1	2011	54
Tasmania	15-24		1	2012	57
Tasmania	15-24		1	2013	52
Tasmania	15-24		1	2014	59
Tasmania	15-24		1	2015	87
Tasmania	15-24		1	2016	88
Tasmania	15-24	Speaks English not well or not at all	0		48
Tasmania	15-24	Speaks English not well or not at all	0	2000	5
Tasmania	15-24	Speaks English not well or not at all	0	2005	10
Tasmania	15-24	Speaks English not well or not at all	0	2010	15
Tasmania	15-24	Speaks English not well or not at all	0	2011	9
Tasmania	15-24	Speaks English not well or not at all	0	2012	18
Tasmania	15-24	Speaks English not well or not at all	0	2013	40
Tasmania	15-24	Speaks English not well or not at all	0	2014	81
Tasmania	15-24	Speaks English not well or not at all	0	2015	98
Tasmania	15-24	Speaks English not well or not at all	0	2016	110
Tasmania	15-24	Speaks English well or very well	0		117
Tasmania	15-24	Speaks English well or very well	0	2000	82
Tasmania	15-24	Speaks English well or very well	0	2005	259
Tasmania	15-24	Speaks English well or very well	0	2010	518
Tasmania	15-24	Speaks English well or very well	0	2011	156
Tasmania	15-24	Speaks English well or very well	0	2012	198
Tasmania	15-24	Speaks English well or very well	0	2013	301
Tasmania	15-24	Speaks English well or very well	0	2014	372
Tasmania	15-24	Speaks English well or very well	0	2015	478
Tasmania	15-24	Speaks English well or very well	0	2016	409
Tasmania	25-34				12
Tasmania	25-34		0		3
Tasmania	25-34		0	2000	3
Tasmania	25-34		0	2010	6
Tasmania	25-34		0	2015	7
Tasmania	25-34		1		95
Tasmania	25-34		1	2000	878
Tasmania	25-34		1	2005	236
Tasmania	25-34		1	2010	444
Tasmania	25-34		1	2011	129
Tasmania	25-34		1	2012	115
Tasmania	25-34		1	2013	131
Tasmania	25-34		1	2014	120
Tasmania	25-34		1	2015	132
Tasmania	25-34		1	2016	72
Tasmania	25-34	Speaks English not well or not at all	0		60
Tasmania	25-34	Speaks English not well or not at all	0	2000	3
Tasmania	25-34	Speaks English not well or not at all	0	2005	8
Tasmania	25-34	Speaks English not well or not at all	0	2010	82
Tasmania	25-34	Speaks English not well or not at all	0	2011	31
Tasmania	25-34	Speaks English not well or not at all	0	2012	49
Tasmania	25-34	Speaks English not well or not at all	0	2013	71
Tasmania	25-34	Speaks English not well or not at all	0	2014	104
Tasmania	25-34	Speaks English not well or not at all	0	2015	106
Tasmania	25-34	Speaks English not well or not at all	0	2016	71
Tasmania	25-34	Speaks English well or very well	0		112
Tasmania	25-34	Speaks English well or very well	0	2000	242
Tasmania	25-34	Speaks English well or very well	0	2005	390
Tasmania	25-34	Speaks English well or very well	0	2010	1244
Tasmania	25-34	Speaks English well or very well	0	2011	261
Tasmania	25-34	Speaks English well or very well	0	2012	395
Tasmania	25-34	Speaks English well or very well	0	2013	432
Tasmania	25-34	Speaks English well or very well	0	2014	485
Tasmania	25-34	Speaks English well or very well	0	2015	510
Tasmania	25-34	Speaks English well or very well	0	2016	278
Tasmania	35-44				4
Tasmania	35-44			2000	3
Tasmania	35-44		0		3
Tasmania	35-44		0	2000	7
Tasmania	35-44		0	2005	7
Tasmania	35-44		0	2010	10
Tasmania	35-44		0	2013	7
Tasmania	35-44		1		102
Tasmania	35-44		1	2000	2093
Tasmania	35-44		1	2005	640
Tasmania	35-44		1	2010	546
Tasmania	35-44		1	2011	97
Tasmania	35-44		1	2012	86
Tasmania	35-44		1	2013	70
Tasmania	35-44		1	2014	61
Tasmania	35-44		1	2015	63
Tasmania	35-44		1	2016	35
Tasmania	35-44	Speaks English not well or not at all	0		17
Tasmania	35-44	Speaks English not well or not at all	0	2000	16
Tasmania	35-44	Speaks English not well or not at all	0	2005	28
Tasmania	35-44	Speaks English not well or not at all	0	2010	96
Tasmania	35-44	Speaks English not well or not at all	0	2011	40
Tasmania	35-44	Speaks English not well or not at all	0	2012	35
Tasmania	35-44	Speaks English not well or not at all	0	2013	80
Tasmania	35-44	Speaks English not well or not at all	0	2014	58
Tasmania	35-44	Speaks English not well or not at all	0	2015	35
Tasmania	35-44	Speaks English not well or not at all	0	2016	47
Tasmania	35-44	Speaks English well or very well	0		62
Tasmania	35-44	Speaks English well or very well	0	2000	440
Tasmania	35-44	Speaks English well or very well	0	2005	562
Tasmania	35-44	Speaks English well or very well	0	2010	890
Tasmania	35-44	Speaks English well or very well	0	2011	125
Tasmania	35-44	Speaks English well or very well	0	2012	163
Tasmania	35-44	Speaks English well or very well	0	2013	126
Tasmania	35-44	Speaks English well or very well	0	2014	129
Tasmania	35-44	Speaks English well or very well	0	2015	145
Tasmania	35-44	Speaks English well or very well	0	2016	79
Tasmania	45-54				15
Tasmania	45-54			2000	5
Tasmania	45-54		0		3
Tasmania	45-54		0	2000	3
Tasmania	45-54		0	2005	3
Tasmania	45-54		0	2010	3
Tasmania	45-54		1		205
Tasmania	45-54		1	2000	4979
Tasmania	45-54		1	2005	537
Tasmania	45-54		1	2010	437
Tasmania	45-54		1	2011	65
Tasmania	45-54		1	2012	62
Tasmania	45-54		1	2013	43
Tasmania	45-54		1	2014	43
Tasmania	45-54		1	2015	41
Tasmania	45-54		1	2016	14
Tasmania	45-54	Speaks English not well or not at all	0		17
Tasmania	45-54	Speaks English not well or not at all	0	2000	47
Tasmania	45-54	Speaks English not well or not at all	0	2005	46
Tasmania	45-54	Speaks English not well or not at all	0	2010	91
Tasmania	45-54	Speaks English not well or not at all	0	2011	36
Tasmania	45-54	Speaks English not well or not at all	0	2012	31
Tasmania	45-54	Speaks English not well or not at all	0	2013	45
Tasmania	45-54	Speaks English not well or not at all	0	2014	45
Tasmania	45-54	Speaks English not well or not at all	0	2015	26
Tasmania	45-54	Speaks English not well or not at all	0	2016	24
Tasmania	45-54	Speaks English well or very well	0		33
Tasmania	45-54	Speaks English well or very well	0	2000	889
Tasmania	45-54	Speaks English well or very well	0	2005	323
Tasmania	45-54	Speaks English well or very well	0	2010	413
Tasmania	45-54	Speaks English well or very well	0	2011	55
Tasmania	45-54	Speaks English well or very well	0	2012	48
Tasmania	45-54	Speaks English well or very well	0	2013	38
Tasmania	45-54	Speaks English well or very well	0	2014	29
Tasmania	45-54	Speaks English well or very well	0	2015	35
Tasmania	45-54	Speaks English well or very well	0	2016	23
Tasmania	55-64				14
Tasmania	55-64			2000	14
Tasmania	55-64		0		3
Tasmania	55-64		0	2000	15
Tasmania	55-64		0	2005	3
Tasmania	55-64		0	2010	3
Tasmania	55-64		1		196
Tasmania	55-64		1	2000	7365
Tasmania	55-64		1	2005	275
Tasmania	55-64		1	2010	196
Tasmania	55-64		1	2011	25
Tasmania	55-64		1	2012	25
Tasmania	55-64		1	2013	16
Tasmania	55-64		1	2014	15
Tasmania	55-64		1	2015	18
Tasmania	55-64		1	2016	11
Tasmania	55-64	Speaks English not well or not at all	0		25
Tasmania	55-64	Speaks English not well or not at all	0	2000	108
Tasmania	55-64	Speaks English not well or not at all	0	2005	26
Tasmania	55-64	Speaks English not well or not at all	0	2010	56
Tasmania	55-64	Speaks English not well or not at all	0	2011	22
Tasmania	55-64	Speaks English not well or not at all	0	2012	13
Tasmania	55-64	Speaks English not well or not at all	0	2013	35
Tasmania	55-64	Speaks English not well or not at all	0	2014	15
Tasmania	55-64	Speaks English not well or not at all	0	2015	5
Tasmania	55-64	Speaks English not well or not at all	0	2016	14
Tasmania	55-64	Speaks English well or very well	0		45
Tasmania	55-64	Speaks English well or very well	0	2000	1206
Tasmania	55-64	Speaks English well or very well	0	2005	126
Tasmania	55-64	Speaks English well or very well	0	2010	93
Tasmania	55-64	Speaks English well or very well	0	2011	21
Tasmania	55-64	Speaks English well or very well	0	2012	12
Tasmania	55-64	Speaks English well or very well	0	2013	9
Tasmania	55-64	Speaks English well or very well	0	2014	6
Tasmania	55-64	Speaks English well or very well	0	2015	5
Tasmania	55-64	Speaks English well or very well	0	2016	4
Tasmania	65-74				12
Tasmania	65-74			2000	31
Tasmania	65-74		0		5
Tasmania	65-74		0	2000	13
Tasmania	65-74		1		266
Tasmania	65-74		1	2000	9085
Tasmania	65-74		1	2005	129
Tasmania	65-74		1	2010	80
Tasmania	65-74		1	2011	15
Tasmania	65-74		1	2012	5
Tasmania	65-74		1	2013	13
Tasmania	65-74		1	2014	7
Tasmania	65-74		1	2015	6
Tasmania	65-74		1	2016	8
Tasmania	65-74	Speaks English not well or not at all	0		21
Tasmania	65-74	Speaks English not well or not at all	0	2000	104
Tasmania	65-74	Speaks English not well or not at all	0	2005	12
Tasmania	65-74	Speaks English not well or not at all	0	2010	27
Tasmania	65-74	Speaks English not well or not at all	0	2011	9
Tasmania	65-74	Speaks English not well or not at all	0	2012	14
Tasmania	65-74	Speaks English not well or not at all	0	2013	18
Tasmania	65-74	Speaks English not well or not at all	0	2014	10
Tasmania	65-74	Speaks English not well or not at all	0	2015	7
Tasmania	65-74	Speaks English not well or not at all	0	2016	4
Tasmania	65-74	Speaks English well or very well	0		24
Tasmania	65-74	Speaks English well or very well	0	2000	1286
Tasmania	65-74	Speaks English well or very well	0	2005	32
Tasmania	65-74	Speaks English well or very well	0	2010	16
Tasmania	65-74	Speaks English well or very well	0	2011	6
Tasmania	65-74	Speaks English well or very well	0	2012	3
Tasmania	65-74	Speaks English well or very well	0	2013	3
Tasmania	65-74	Speaks English well or very well	0	2014	10
Tasmania	65-74	Speaks English well or very well	0	2015	5
Tasmania	65-74	Speaks English well or very well	0	2016	3
Tasmania	75-84				10
Tasmania	75-84			2000	31
Tasmania	75-84		0		7
Tasmania	75-84		0	2000	8
Tasmania	75-84		1		187
Tasmania	75-84		1	2000	4757
Tasmania	75-84		1	2005	48
Tasmania	75-84		1	2010	28
Tasmania	75-84		1	2011	10
Tasmania	75-84		1	2012	6
Tasmania	75-84		1	2013	3
Tasmania	75-84		1	2014	3
Tasmania	75-84		1	2015	5
Tasmania	75-84		1	2016	5
Tasmania	75-84	Speaks English not well or not at all	0		7
Tasmania	75-84	Speaks English not well or not at all	0	2000	120
Tasmania	75-84	Speaks English not well or not at all	0	2005	11
Tasmania	75-84	Speaks English not well or not at all	0	2010	9
Tasmania	75-84	Speaks English not well or not at all	0	2011	10
Tasmania	75-84	Speaks English not well or not at all	0	2012	3
Tasmania	75-84	Speaks English not well or not at all	0	2013	12
Tasmania	75-84	Speaks English not well or not at all	0	2014	5
Tasmania	75-84	Speaks English not well or not at all	0	2016	4
Tasmania	75-84	Speaks English well or very well	0		35
Tasmania	75-84	Speaks English well or very well	0	2000	964
Tasmania	75-84	Speaks English well or very well	0	2005	10
Tasmania	75-84	Speaks English well or very well	0	2010	6
Tasmania	75-84	Speaks English well or very well	0	2015	3
Tasmania	85+				18
Tasmania	85+			2000	11
Tasmania	85+		0		5
Tasmania	85+		0	2000	7
Tasmania	85+		1		141
Tasmania	85+		1	2000	1465
Tasmania	85+		1	2005	11
Tasmania	85+		1	2010	16
Tasmania	85+		1	2012	3
Tasmania	85+		1	2014	3
Tasmania	85+		1	2015	3
Tasmania	85+	Speaks English not well or not at all	0		16
Tasmania	85+	Speaks English not well or not at all	0	2000	95
Tasmania	85+	Speaks English not well or not at all	0	2005	4
Tasmania	85+	Speaks English not well or not at all	0	2010	4
Tasmania	85+	Speaks English not well or not at all	0	2013	3
Tasmania	85+	Speaks English well or very well	0		36
Tasmania	85+	Speaks English well or very well	0	2000	406
Tasmania	85+	Speaks English well or very well	0	2010	4
Northern Territory	0-14				3
Northern Territory	0-14			2016	3
Northern Territory	0-14		0		4
Northern Territory	0-14		0	2010	3
Northern Territory	0-14		0	2013	3
Northern Territory	0-14		0	2015	10
Northern Territory	0-14		0	2016	5
Northern Territory	0-14		1		97
Northern Territory	0-14		1	2005	90
Northern Territory	0-14		1	2010	403
Northern Territory	0-14		1	2011	98
Northern Territory	0-14		1	2012	191
Northern Territory	0-14		1	2013	147
Northern Territory	0-14		1	2014	195
Northern Territory	0-14		1	2015	196
Northern Territory	0-14		1	2016	106
Northern Territory	0-14	Speaks English not well or not at all	0		49
Northern Territory	0-14	Speaks English not well or not at all	0	2010	6
Northern Territory	0-14	Speaks English not well or not at all	0	2011	3
Northern Territory	0-14	Speaks English not well or not at all	0	2012	5
Northern Territory	0-14	Speaks English not well or not at all	0	2013	27
Northern Territory	0-14	Speaks English not well or not at all	0	2014	49
Northern Territory	0-14	Speaks English not well or not at all	0	2015	104
Northern Territory	0-14	Speaks English not well or not at all	0	2016	111
Northern Territory	0-14	Speaks English well or very well	0		73
Northern Territory	0-14	Speaks English well or very well	0	2005	40
Northern Territory	0-14	Speaks English well or very well	0	2010	607
Northern Territory	0-14	Speaks English well or very well	0	2011	200
Northern Territory	0-14	Speaks English well or very well	0	2012	225
Northern Territory	0-14	Speaks English well or very well	0	2013	286
Northern Territory	0-14	Speaks English well or very well	0	2014	238
Northern Territory	0-14	Speaks English well or very well	0	2015	298
Northern Territory	0-14	Speaks English well or very well	0	2016	114
Northern Territory	15-24				16
Northern Territory	15-24		0		3
Northern Territory	15-24		0	2010	4
Northern Territory	15-24		0	2011	3
Northern Territory	15-24		0	2012	3
Northern Territory	15-24		0	2014	3
Northern Territory	15-24		0	2016	3
Northern Territory	15-24		1		72
Northern Territory	15-24		1	2000	203
Northern Territory	15-24		1	2005	250
Northern Territory	15-24		1	2010	287
Northern Territory	15-24		1	2011	59
Northern Territory	15-24		1	2012	93
Northern Territory	15-24		1	2013	101
Northern Territory	15-24		1	2014	116
Northern Territory	15-24		1	2015	148
Northern Territory	15-24		1	2016	120
Northern Territory	15-24	Speaks English not well or not at all	0		27
Northern Territory	15-24	Speaks English not well or not at all	0	2000	3
Northern Territory	15-24	Speaks English not well or not at all	0	2005	3
Northern Territory	15-24	Speaks English not well or not at all	0	2010	14
Northern Territory	15-24	Speaks English not well or not at all	0	2011	9
Northern Territory	15-24	Speaks English not well or not at all	0	2012	10
Northern Territory	15-24	Speaks English not well or not at all	0	2013	23
Northern Territory	15-24	Speaks English not well or not at all	0	2014	22
Northern Territory	15-24	Speaks English not well or not at all	0	2015	45
Northern Territory	15-24	Speaks English not well or not at all	0	2016	37
Northern Territory	15-24	Speaks English well or very well	0		119
Northern Territory	15-24	Speaks English well or very well	0	2000	89
Northern Territory	15-24	Speaks English well or very well	0	2005	185
Northern Territory	15-24	Speaks English well or very well	0	2010	659
Northern Territory	15-24	Speaks English well or very well	0	2011	155
Northern Territory	15-24	Speaks English well or very well	0	2012	191
Northern Territory	15-24	Speaks English well or very well	0	2013	223
Northern Territory	15-24	Speaks English well or very well	0	2014	259
Northern Territory	15-24	Speaks English well or very well	0	2015	342
Northern Territory	15-24	Speaks English well or very well	0	2016	268
Northern Territory	25-34				31
Northern Territory	25-34			2012	3
Northern Territory	25-34		0		3
Northern Territory	25-34		0	2000	3
Northern Territory	25-34		0	2005	3
Northern Territory	25-34		0	2010	18
Northern Territory	25-34		0	2011	4
Northern Territory	25-34		0	2012	3
Northern Territory	25-34		0	2013	4
Northern Territory	25-34		0	2014	7
Northern Territory	25-34		0	2016	3
Northern Territory	25-34		1		128
Northern Territory	25-34		1	2000	760
Northern Territory	25-34		1	2005	273
Northern Territory	25-34		1	2010	844
Northern Territory	25-34		1	2011	326
Northern Territory	25-34		1	2012	362
Northern Territory	25-34		1	2013	284
Northern Territory	25-34		1	2014	214
Northern Territory	25-34		1	2015	250
Northern Territory	25-34		1	2016	131
Northern Territory	25-34	Speaks English not well or not at all	0		66
Northern Territory	25-34	Speaks English not well or not at all	0	2000	10
Northern Territory	25-34	Speaks English not well or not at all	0	2005	18
Northern Territory	25-34	Speaks English not well or not at all	0	2010	87
Northern Territory	25-34	Speaks English not well or not at all	0	2011	27
Northern Territory	25-34	Speaks English not well or not at all	0	2012	34
Northern Territory	25-34	Speaks English not well or not at all	0	2013	77
Northern Territory	25-34	Speaks English not well or not at all	0	2014	83
Northern Territory	25-34	Speaks English not well or not at all	0	2015	94
Northern Territory	25-34	Speaks English not well or not at all	0	2016	62
Northern Territory	25-34	Speaks English well or very well	0		203
Northern Territory	25-34	Speaks English well or very well	0	2000	395
Northern Territory	25-34	Speaks English well or very well	0	2005	389
Northern Territory	25-34	Speaks English well or very well	0	2010	2116
Northern Territory	25-34	Speaks English well or very well	0	2011	434
Northern Territory	25-34	Speaks English well or very well	0	2012	505
Northern Territory	25-34	Speaks English well or very well	0	2013	600
Northern Territory	25-34	Speaks English well or very well	0	2014	646
Northern Territory	25-34	Speaks English well or very well	0	2015	768
Northern Territory	25-34	Speaks English well or very well	0	2016	411
Northern Territory	35-44				20
Northern Territory	35-44			2000	5
Northern Territory	35-44			2005	3
Northern Territory	35-44		0	2000	18
Northern Territory	35-44		0	2005	7
Northern Territory	35-44		0	2010	20
Northern Territory	35-44		0	2011	4
Northern Territory	35-44		0	2013	3
Northern Territory	35-44		0	2015	3
Northern Territory	35-44		0	2016	3
Northern Territory	35-44		1		104
Northern Territory	35-44		1	2000	1336
Northern Territory	35-44		1	2005	446
Northern Territory	35-44		1	2010	517
Northern Territory	35-44		1	2011	117
Northern Territory	35-44		1	2012	138
Northern Territory	35-44		1	2013	102
Northern Territory	35-44		1	2014	130
Northern Territory	35-44		1	2015	123
Northern Territory	35-44		1	2016	75
Northern Territory	35-44	Speaks English not well or not at all	0		18
Northern Territory	35-44	Speaks English not well or not at all	0	2000	54
Northern Territory	35-44	Speaks English not well or not at all	0	2005	42
Northern Territory	35-44	Speaks English not well or not at all	0	2010	168
Northern Territory	35-44	Speaks English not well or not at all	0	2011	23
Northern Territory	35-44	Speaks English not well or not at all	0	2012	32
Northern Territory	35-44	Speaks English not well or not at all	0	2013	53
Northern Territory	35-44	Speaks English not well or not at all	0	2014	35
Northern Territory	35-44	Speaks English not well or not at all	0	2015	24
Northern Territory	35-44	Speaks English not well or not at all	0	2016	25
Northern Territory	35-44	Speaks English well or very well	0		135
Northern Territory	35-44	Speaks English well or very well	0	2000	733
Northern Territory	35-44	Speaks English well or very well	0	2005	653
Northern Territory	35-44	Speaks English well or very well	0	2010	1931
Northern Territory	35-44	Speaks English well or very well	0	2011	283
Northern Territory	35-44	Speaks English well or very well	0	2012	381
Northern Territory	35-44	Speaks English well or very well	0	2013	323
Northern Territory	35-44	Speaks English well or very well	0	2014	267
Northern Territory	35-44	Speaks English well or very well	0	2015	258
Northern Territory	35-44	Speaks English well or very well	0	2016	150
Northern Territory	45-54				27
Northern Territory	45-54			2000	3
Northern Territory	45-54			2005	4
Northern Territory	45-54			2010	3
Northern Territory	45-54			2013	3
Northern Territory	45-54		0		4
Northern Territory	45-54		0	2000	5
Northern Territory	45-54		0	2010	11
Northern Territory	45-54		0	2013	8
Northern Territory	45-54		1		130
Northern Territory	45-54		1	2000	2533
Northern Territory	45-54		1	2005	322
Northern Territory	45-54		1	2010	369
Northern Territory	45-54		1	2011	76
Northern Territory	45-54		1	2012	86
Northern Territory	45-54		1	2013	63
Northern Territory	45-54		1	2014	54
Northern Territory	45-54		1	2015	74
Northern Territory	45-54		1	2016	31
Northern Territory	45-54	Speaks English not well or not at all	0		36
Northern Territory	45-54	Speaks English not well or not at all	0	2000	159
Northern Territory	45-54	Speaks English not well or not at all	0	2005	35
Northern Territory	45-54	Speaks English not well or not at all	0	2010	113
Northern Territory	45-54	Speaks English not well or not at all	0	2011	14
Northern Territory	45-54	Speaks English not well or not at all	0	2012	21
Northern Territory	45-54	Speaks English not well or not at all	0	2013	16
Northern Territory	45-54	Speaks English not well or not at all	0	2014	11
Northern Territory	45-54	Speaks English not well or not at all	0	2015	7
Northern Territory	45-54	Speaks English not well or not at all	0	2016	15
Northern Territory	45-54	Speaks English well or very well	0		82
Northern Territory	45-54	Speaks English well or very well	0	2000	1287
Northern Territory	45-54	Speaks English well or very well	0	2005	395
Northern Territory	45-54	Speaks English well or very well	0	2010	698
Northern Territory	45-54	Speaks English well or very well	0	2011	117
Northern Territory	45-54	Speaks English well or very well	0	2012	125
Northern Territory	45-54	Speaks English well or very well	0	2013	107
Northern Territory	45-54	Speaks English well or very well	0	2014	84
Northern Territory	45-54	Speaks English well or very well	0	2015	75
Northern Territory	45-54	Speaks English well or very well	0	2016	54
Northern Territory	55-64				17
Northern Territory	55-64			2000	4
Northern Territory	55-64		0		4
Northern Territory	55-64		0	2000	17
Northern Territory	55-64		0	2005	3
Northern Territory	55-64		0	2010	3
Northern Territory	55-64		1		116
Northern Territory	55-64		1	2000	2733
Northern Territory	55-64		1	2005	150
Northern Territory	55-64		1	2010	158
Northern Territory	55-64		1	2011	41
Northern Territory	55-64		1	2012	36
Northern Territory	55-64		1	2013	38
Northern Territory	55-64		1	2014	43
Northern Territory	55-64		1	2015	27
Northern Territory	55-64		1	2016	19
Northern Territory	55-64	Speaks English not well or not at all	0		49
Northern Territory	55-64	Speaks English not well or not at all	0	2000	233
Northern Territory	55-64	Speaks English not well or not at all	0	2005	12
Northern Territory	55-64	Speaks English not well or not at all	0	2010	32
Northern Territory	55-64	Speaks English not well or not at all	0	2011	8
Northern Territory	55-64	Speaks English not well or not at all	0	2012	6
Northern Territory	55-64	Speaks English not well or not at all	0	2013	15
Northern Territory	55-64	Speaks English not well or not at all	0	2014	13
Northern Territory	55-64	Speaks English not well or not at all	0	2015	14
Northern Territory	55-64	Speaks English not well or not at all	0	2016	20
Northern Territory	55-64	Speaks English well or very well	0		74
Northern Territory	55-64	Speaks English well or very well	0	2000	1295
Northern Territory	55-64	Speaks English well or very well	0	2005	109
Northern Territory	55-64	Speaks English well or very well	0	2010	135
Northern Territory	55-64	Speaks English well or very well	0	2011	15
Northern Territory	55-64	Speaks English well or very well	0	2012	20
Northern Territory	55-64	Speaks English well or very well	0	2013	13
Northern Territory	55-64	Speaks English well or very well	0	2014	26
Northern Territory	55-64	Speaks English well or very well	0	2015	31
Northern Territory	55-64	Speaks English well or very well	0	2016	18
Northern Territory	65-74				7
Northern Territory	65-74			2000	9
Northern Territory	65-74		0	2000	10
Northern Territory	65-74		1		87
Northern Territory	65-74		1	2000	1930
Northern Territory	65-74		1	2005	36
Northern Territory	65-74		1	2010	40
Northern Territory	65-74		1	2011	8
Northern Territory	65-74		1	2012	11
Northern Territory	65-74		1	2013	3
Northern Territory	65-74		1	2014	6
Northern Territory	65-74		1	2015	10
Northern Territory	65-74		1	2016	3
Northern Territory	65-74	Speaks English not well or not at all	0		19
Northern Territory	65-74	Speaks English not well or not at all	0	2000	229
Northern Territory	65-74	Speaks English not well or not at all	0	2005	9
Northern Territory	65-74	Speaks English not well or not at all	0	2010	11
Northern Territory	65-74	Speaks English not well or not at all	0	2011	3
Northern Territory	65-74	Speaks English not well or not at all	0	2012	4
Northern Territory	65-74	Speaks English not well or not at all	0	2014	7
Northern Territory	65-74	Speaks English not well or not at all	0	2015	7
Northern Territory	65-74	Speaks English not well or not at all	0	2016	6
Northern Territory	65-74	Speaks English well or very well	0		39
Northern Territory	65-74	Speaks English well or very well	0	2000	831
Northern Territory	65-74	Speaks English well or very well	0	2005	27
Northern Territory	65-74	Speaks English well or very well	0	2010	22
Northern Territory	65-74	Speaks English well or very well	0	2011	10
Northern Territory	65-74	Speaks English well or very well	0	2012	3
Northern Territory	65-74	Speaks English well or very well	0	2013	4
Northern Territory	65-74	Speaks English well or very well	0	2014	6
Northern Territory	65-74	Speaks English well or very well	0	2015	3
Northern Territory	65-74	Speaks English well or very well	0	2016	4
Northern Territory	75-84				3
Northern Territory	75-84		0	2000	4
Northern Territory	75-84		1		31
Northern Territory	75-84		1	2000	640
Northern Territory	75-84		1	2005	3
Northern Territory	75-84		1	2010	3
Northern Territory	75-84	Speaks English not well or not at all	0		7
Northern Territory	75-84	Speaks English not well or not at all	0	2000	180
Northern Territory	75-84	Speaks English not well or not at all	0	2010	6
Northern Territory	75-84	Speaks English not well or not at all	0	2012	3
Northern Territory	75-84	Speaks English not well or not at all	0	2016	4
Northern Territory	75-84	Speaks English well or very well	0		23
Northern Territory	75-84	Speaks English well or very well	0	2000	345
Northern Territory	75-84	Speaks English well or very well	0	2005	12
Northern Territory	75-84	Speaks English well or very well	0	2010	3
Northern Territory	75-84	Speaks English well or very well	0	2012	3
Northern Territory	75-84	Speaks English well or very well	0	2014	3
Northern Territory	75-84	Speaks English well or very well	0	2016	7
Northern Territory	85+				6
Northern Territory	85+		0		3
Northern Territory	85+		1		13
Northern Territory	85+		1	2000	134
Northern Territory	85+		1	2005	4
Northern Territory	85+	Speaks English not well or not at all	0		5
Northern Territory	85+	Speaks English not well or not at all	0	2000	51
Northern Territory	85+	Speaks English not well or not at all	0	2005	3
Northern Territory	85+	Speaks English well or very well	0		4
Northern Territory	85+	Speaks English well or very well	0	2000	61
Australian Capital Territory	0-14				3
Australian Capital Territory	0-14			2014	3
Australian Capital Territory	0-14			2015	3
Australian Capital Territory	0-14			2016	3
Australian Capital Territory	0-14		0		3
Australian Capital Territory	0-14		0	2010	11
Australian Capital Territory	0-14		0	2012	3
Australian Capital Territory	0-14		0	2013	3
Australian Capital Territory	0-14		0	2014	3
Australian Capital Territory	0-14		0	2015	6
Australian Capital Territory	0-14		0	2016	10
Australian Capital Territory	0-14		1		96
Australian Capital Territory	0-14		1	2005	286
Australian Capital Territory	0-14		1	2010	756
Australian Capital Territory	0-14		1	2011	297
Australian Capital Territory	0-14		1	2012	285
Australian Capital Territory	0-14		1	2013	236
Australian Capital Territory	0-14		1	2014	268
Australian Capital Territory	0-14		1	2015	272
Australian Capital Territory	0-14		1	2016	121
Australian Capital Territory	0-14	Speaks English not well or not at all	0		51
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2005	3
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2010	11
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2011	5
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2012	24
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2013	46
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2014	99
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2015	172
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2016	206
Australian Capital Territory	0-14	Speaks English well or very well	0		122
Australian Capital Territory	0-14	Speaks English well or very well	0	2005	201
Australian Capital Territory	0-14	Speaks English well or very well	0	2010	1126
Australian Capital Territory	0-14	Speaks English well or very well	0	2011	332
Australian Capital Territory	0-14	Speaks English well or very well	0	2012	407
Australian Capital Territory	0-14	Speaks English well or very well	0	2013	438
Australian Capital Territory	0-14	Speaks English well or very well	0	2014	442
Australian Capital Territory	0-14	Speaks English well or very well	0	2015	418
Australian Capital Territory	0-14	Speaks English well or very well	0	2016	181
Australian Capital Territory	15-24				11
Australian Capital Territory	15-24			2005	3
Australian Capital Territory	15-24			2010	3
Australian Capital Territory	15-24		0		4
Australian Capital Territory	15-24		0	2000	3
Australian Capital Territory	15-24		0	2005	5
Australian Capital Territory	15-24		0	2010	3
Australian Capital Territory	15-24		0	2014	3
Australian Capital Territory	15-24		0	2015	3
Australian Capital Territory	15-24		0	2016	3
Australian Capital Territory	15-24		1		120
Australian Capital Territory	15-24		1	2000	810
Australian Capital Territory	15-24		1	2005	896
Australian Capital Territory	15-24		1	2010	516
