LGA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA22410,20,33,18,10,22,9,3,120,19,30,19,14,16,3,0,94,30,26,19,20,10,4,0,105,648,645,403,316,400,77,10,2508,8,0,3,0,3,0,0,20,729,732,467,365,452,89,16,2843,4,4,8,4,3,0,0,27,11,12,13,7,7,3,0,42,0,8,7,5,5,3,0,24,142,185,116,88,125,23,4,677,3,9,3,0,4,0,0,21,160,210,149,101,135,27,3,791,885,945,612,468,590,113,20,3636
LGA22490,28,40,29,17,29,11,3,163,51,55,50,46,54,17,0,273,57,59,47,19,39,13,0,228,1107,1275,787,444,544,178,61,4397,3,3,3,3,8,0,0,20,1243,1439,913,531,669,222,67,5078,0,9,0,0,4,0,0,18,10,14,8,4,10,3,0,38,0,6,5,0,6,4,0,32,86,166,114,82,106,25,11,588,0,7,0,0,4,0,0,16,98,198,126,82,123,33,16,682,1343,1639,1045,617,797,251,76,5760
LGA22620,414,337,190,114,170,66,18,1299,212,208,128,87,114,39,11,802,220,200,88,52,89,24,7,682,4453,4402,2357,1601,2096,667,194,15775,21,22,21,15,8,0,0,81,5315,5160,2789,1875,2474,795,233,18636,28,40,27,21,34,16,9,170,61,83,57,45,61,17,11,329,24,52,48,27,37,13,0,199,1046,1388,837,580,785,237,93,4959,41,39,19,12,13,3,0,133,1200,1595,990,682,933,279,111,5800,6514,6760,3779,2557,3410,1080,344,24439
LGA22670,6505,5320,2792,1765,2575,1870,1049,21871,429,370,166,96,124,71,29,1274,600,356,162,91,114,70,18,1416,922,694,399,238,282,140,64,2738,61,50,24,25,6,11,4,183,8522,6794,3536,2214,3090,2158,1166,27483,779,970,716,513,789,595,335,4703,134,129,70,65,75,33,15,517,112,103,66,46,46,34,13,413,233,297,215,154,162,64,31,1158,83,82,38,28,40,8,5,283,1345,1577,1105,803,1115,728,401,7073,9869,8368,4643,3018,4205,2889,1571,34559
LGA22750,1197,1068,573,422,553,312,158,4285,808,772,458,322,430,189,82,3052,776,736,356,233,286,150,67,2607,8483,8026,4345,2705,3598,1548,636,29345,64,49,25,23,11,8,0,180,11328,10649,5758,3703,4875,2205,944,39467,111,177,127,95,177,105,45,835,201,241,157,120,169,63,36,992,102,141,83,64,110,38,27,562,1549,2086,1344,1033,1383,472,189,8051,85,96,67,27,46,16,5,346,2049,2734,1780,1338,1884,698,312,10790,13374,13387,7539,5044,6758,2906,1253,50262
LGA22830,749,674,346,214,334,114,38,2464,120,111,58,35,72,18,3,411,130,120,62,44,52,19,3,434,2071,2212,1236,798,1195,303,57,7877,21,22,12,11,11,0,3,85,3094,3143,1715,1108,1658,455,99,11266,66,64,54,45,54,29,16,330,50,43,37,18,30,6,3,191,26,34,21,7,21,3,0,116,553,702,438,305,441,88,19,2549,24,37,24,21,8,0,0,118,719,887,566,394,559,137,38,3301,3811,4031,2284,1504,2213,590,135,14566
LGA22910,30,28,21,11,14,3,0,95,41,44,26,21,16,7,0,147,42,47,15,13,10,3,4,141,430,532,285,173,195,51,16,1682,0,3,0,3,3,0,0,12,541,655,345,215,241,55,22,2075,0,7,3,5,3,0,0,17,6,16,16,12,11,0,0,60,3,7,6,3,9,0,0,25,87,108,85,50,63,12,9,410,3,3,4,0,0,0,4,11,100,150,106,69,88,13,11,535,639,807,456,284,328,65,32,2608
LGA22980,27,21,11,3,6,3,0,70,3,0,5,3,4,0,0,17,7,8,5,6,4,0,0,32,172,195,113,83,140,24,9,730,0,0,0,0,0,0,0,0,206,223,138,97,152,27,9,846,5,0,0,0,0,0,0,6,0,0,0,0,3,0,0,10,6,0,0,3,3,0,0,13,17,28,30,26,30,4,0,141,4,4,5,3,3,0,0,14,31,33,37,37,38,6,3,181,232,264,176,132,188,32,13,1034
LGA23110,1499,1165,511,280,486,335,178,4455,615,616,295,152,224,128,65,2104,598,460,213,145,168,107,57,1751,2400,2267,1152,710,951,535,305,8326,29,23,3,5,7,0,0,61,5154,4530,2173,1295,1831,1109,607,16696,106,169,110,81,127,70,46,712,93,111,80,55,76,38,20,479,44,78,42,33,48,32,12,295,250,425,249,193,305,140,77,1647,26,23,14,4,10,0,0,87,521,810,505,374,564,282,165,3224,5676,5343,2680,1675,2393,1392,771,19921
LGA23190,71,56,41,18,20,3,0,202,25,36,14,9,13,3,0,100,38,34,17,14,10,3,0,110,795,833,466,287,399,70,9,2857,4,3,0,0,4,0,0,21,928,959,540,330,436,84,12,3282,4,3,0,0,5,0,0,8,10,9,7,6,13,3,0,47,6,13,4,3,4,0,0,21,175,252,125,98,111,30,7,804,6,5,3,3,0,0,0,35,205,279,146,111,131,39,5,916,1130,1242,683,444,570,116,17,4197
LGA23270,5855,5576,3078,1941,2855,1912,1007,22223,1402,1257,665,387,513,236,109,4561,887,774,380,261,307,169,79,2857,4429,3879,2036,1344,1865,936,414,14905,96,106,40,20,14,5,8,285,12663,11586,6203,3956,5553,3257,1619,44829,480,645,496,365,563,363,192,3111,233,299,189,141,206,78,39,1186,116,147,98,76,101,56,29,619,950,1128,742,511,667,242,137,4370,70,106,61,35,32,20,17,332,1847,2324,1594,1123,1570,750,413,9619,14507,13902,7795,5080,7117,4012,2027,54446
LGA23350,11,20,16,14,7,3,0,69,30,44,25,12,20,6,0,134,40,49,17,13,22,7,3,154,552,676,401,294,335,59,10,2324,4,5,10,0,3,0,0,27,628,797,465,341,386,79,21,2713,0,0,0,0,3,0,0,8,4,0,0,4,7,3,0,27,0,8,0,8,9,3,4,30,84,133,93,60,112,16,5,496,8,3,4,3,0,0,0,22,100,148,107,72,129,19,5,586,725,946,571,413,517,98,23,3297
LGA23430,2337,2084,1060,706,1008,788,443,8427,841,848,429,262,317,154,92,2944,825,785,370,228,327,181,91,2809,3949,3996,2112,1331,1617,892,409,14308,19,34,20,11,12,5,4,115,7977,7761,3980,2545,3283,2021,1034,28595,108,234,156,139,217,167,105,1128,94,153,117,96,119,80,28,686,62,114,93,61,82,40,39,489,332,582,430,306,476,258,120,2505,43,22,12,12,8,15,0,116,636,1102,809,610,899,559,295,4916,8615,8861,4793,3159,4181,2575,1328,33513
LGA23670,2522,2247,1257,895,1274,1167,672,10041,561,625,327,216,330,196,99,2359,675,608,299,203,311,158,97,2353,3918,3961,2259,1549,2161,1122,482,15452,22,17,23,11,12,10,5,103,7696,7461,4174,2879,4095,2648,1359,30313,118,187,133,107,235,157,131,1066,81,111,101,89,141,61,38,615,66,105,70,63,97,40,32,473,564,789,570,447,610,278,142,3403,23,29,17,14,13,6,6,118,856,1222,895,723,1094,548,337,5675,8550,8688,5063,3601,5186,3199,1699,35992
LGA23810,216,206,121,71,95,32,21,761,106,138,90,48,76,25,5,485,107,116,72,50,68,28,10,447,2542,2527,1398,918,1201,368,116,9069,24,27,19,15,7,0,0,91,2998,3009,1703,1094,1447,450,150,10853,39,53,36,25,48,15,7,228,52,57,35,24,32,6,3,207,17,30,25,37,34,17,5,168,830,991,558,427,536,129,38,3515,55,36,24,14,12,0,0,155,998,1181,679,526,670,170,54,4272,3992,4187,2380,1622,2116,616,209,15121
LGA23940,9,12,9,0,0,0,0,42,10,3,4,3,4,3,0,25,10,12,8,4,4,0,0,35,225,279,173,113,149,39,5,983,4,3,0,0,0,0,0,10,261,310,197,121,163,43,5,1094,0,0,0,0,3,0,0,7,0,3,4,3,3,0,0,17,0,0,0,0,0,0,0,0,37,41,33,31,26,13,0,185,3,3,0,0,4,0,0,9,47,42,36,39,37,13,0,217,302,353,236,157,200,55,9,1304
LGA24130,115,129,89,51,75,30,7,496,192,274,156,74,109,42,21,876,178,191,105,74,91,43,15,696,1953,2091,1312,747,1015,382,143,7638,11,14,5,10,7,0,3,54,2451,2705,1667,950,1295,506,195,9762,0,11,10,9,17,7,3,53,20,41,33,24,36,19,7,184,12,23,20,13,21,8,0,93,170,264,202,151,243,87,29,1145,12,10,4,3,6,0,0,38,213,350,268,198,322,123,33,1510,2660,3056,1936,1142,1616,625,229,11273
LGA24210,2293,2158,1127,721,1258,1099,677,9323,330,405,284,174,276,201,112,1790,426,450,251,183,270,160,101,1844,1876,2537,1680,1073,1454,955,500,10081,18,25,6,3,9,0,5,64,4934,5577,3346,2161,3269,2420,1394,23099,151,270,168,163,264,233,151,1400,32,72,64,32,66,52,26,347,34,65,31,27,46,38,16,255,138,258,230,168,240,147,94,1275,9,19,9,3,6,4,3,57,361,687,501,393,629,479,296,3341,5298,6264,3847,2549,3898,2898,1690,26440
LGA24250,17,12,7,3,0,0,0,41,14,21,13,10,11,0,0,67,24,36,6,5,15,0,0,85,301,354,176,94,118,24,7,1069,3,0,4,0,0,0,0,7,353,419,209,115,145,25,4,1271,0,0,0,0,0,0,0,3,3,13,3,3,3,0,0,30,3,3,5,0,5,0,0,19,29,56,39,20,32,9,4,191,0,3,0,0,0,0,0,10,39,84,52,26,45,9,4,255,389,500,258,140,189,33,11,1530
LGA24330,1773,1240,580,366,554,453,261,5227,547,367,153,80,105,49,39,1326,518,336,152,60,89,38,16,1212,1901,1383,573,308,393,202,88,4851,25,15,13,4,13,3,0,72,4764,3334,1461,824,1157,749,402,12681,213,300,208,134,233,183,108,1383,69,95,45,21,44,15,20,318,36,53,30,24,41,20,3,205,132,202,141,92,125,59,36,777,20,25,9,5,15,11,3,102,478,671,435,277,458,287,169,2784,5235,4006,1901,1096,1614,1038,575,15469
LGA24410,1595,1274,583,365,487,367,208,4863,502,440,253,161,230,149,75,1813,515,441,195,142,203,116,58,1677,3708,3449,1976,1244,1714,901,435,13433,16,16,11,3,6,0,3,58,6337,5621,3018,1908,2639,1542,784,21846,81,102,82,65,119,102,54,612,61,112,85,61,82,40,23,460,42,58,59,37,42,32,23,299,390,615,452,344,520,259,126,2709,24,21,11,5,12,0,0,72,596,910,695,515,772,439,231,4159,6932,6532,3712,2424,3416,1979,1011,26004
LGA24600,1808,850,349,201,291,206,104,3822,252,149,64,40,58,26,18,599,391,166,87,42,77,32,30,828,896,500,244,154,211,140,79,2223,36,21,11,3,0,0,0,71,3377,1694,754,438,638,406,228,7546,247,276,140,133,240,239,166,1433,23,42,17,15,24,18,11,160,35,32,23,13,16,20,18,161,86,107,43,47,65,53,29,433,34,24,8,10,8,5,0,94,426,478,240,208,350,343,224,2279,3809,2173,994,654,993,750,459,9821
LGA24650,3148,3275,1752,1075,1481,921,439,12086,722,762,415,226,330,142,59,2657,679,676,324,184,240,139,39,2273,4519,4253,2159,1298,1456,583,192,14456,46,52,21,16,16,5,6,166,9112,9020,4665,2797,3512,1793,738,31639,380,498,330,219,320,181,105,2036,148,177,120,92,116,48,28,728,78,147,89,44,82,28,16,482,936,1159,644,384,530,172,59,3886,94,98,46,33,28,9,0,295,1633,2075,1228,772,1081,435,209,7434,10752,11091,5898,3568,4594,2227,942,39072
LGA24780,237,231,153,81,137,31,9,885,87,81,45,29,66,17,0,324,114,82,46,21,49,11,6,320,1961,1996,1157,713,1024,259,56,7160,26,20,17,6,4,0,0,72,2425,2409,1404,851,1284,317,63,8755,31,53,25,27,37,6,3,176,26,36,27,23,21,3,0,146,32,27,11,20,21,3,0,114,550,664,391,267,364,93,20,2341,21,27,14,14,10,3,0,87,653,805,468,349,448,104,20,2861,3080,3217,1876,1201,1731,420,89,11614
LGA24850,184,157,108,60,79,57,17,661,112,131,63,47,61,28,9,453,163,148,49,43,39,20,4,465,1703,1719,955,606,829,267,77,6148,18,8,6,5,7,0,0,56,2180,2164,1179,754,1021,376,105,7777,10,14,3,12,4,5,3,55,22,25,24,23,34,13,0,144,7,13,11,8,15,5,3,65,360,425,270,214,268,76,27,1637,11,14,16,13,7,5,0,66,417,494,321,265,332,103,33,1956,2594,2658,1499,1024,1352,475,137,9740
LGA24900,84,84,45,27,41,6,3,287,42,29,25,7,32,3,0,134,44,36,24,12,23,7,0,145,978,1073,671,434,555,122,25,3864,6,14,3,6,3,0,0,32,1155,1230,766,488,647,138,32,4464,3,10,11,8,15,3,0,61,20,14,10,12,14,4,0,75,10,28,5,0,7,0,0,56,240,330,186,145,166,29,8,1106,6,12,9,3,6,0,0,44,284,391,226,164,222,42,6,1332,1440,1626,997,654,865,182,35,5798
LGA24970,4657,4491,2421,1539,2258,1895,1087,18346,561,562,343,197,278,201,122,2260,723,673,351,206,281,199,98,2529,2144,2649,1633,1067,1373,808,426,10101,26,20,5,12,9,7,4,78,8110,8393,4756,3013,4202,3109,1730,33312,293,486,345,287,544,482,293,2732,80,123,79,66,81,75,42,537,36,84,80,68,75,60,29,431,197,350,321,222,323,193,105,1714,20,25,12,11,18,5,3,97,629,1062,842,651,1043,816,465,5509,8743,9456,5595,3668,5242,3923,2195,38827
LGA25060,1298,1045,528,356,504,386,213,4329,500,524,326,204,300,175,101,2129,608,465,217,167,212,140,84,1894,3214,3405,1937,1221,1647,1049,547,13019,36,20,19,7,5,3,0,88,5652,5455,3021,1959,2673,1748,948,21458,161,211,178,130,156,124,82,1037,53,88,66,40,64,44,28,379,30,66,42,28,50,25,14,251,225,399,269,219,344,199,132,1786,55,49,27,21,11,6,3,170,513,815,572,431,631,400,264,3626,6162,6271,3598,2394,3301,2153,1211,25089
LGA25150,84,103,43,30,58,21,12,350,120,129,76,44,70,34,14,485,88,107,79,41,48,27,14,403,1315,1404,752,467,679,237,79,4933,7,6,3,8,4,4,0,29,1616,1752,948,591,857,324,112,6206,5,8,10,9,11,0,0,46,32,44,24,10,25,5,8,148,9,18,13,7,11,4,3,67,229,302,198,146,169,63,23,1133,3,12,11,3,4,5,0,45,283,398,257,175,224,77,31,1443,1898,2150,1210,773,1082,404,150,7651
LGA25250,2827,2113,930,579,740,579,327,8103,1051,890,432,254,367,208,102,3311,916,655,317,171,236,131,65,2495,3976,3422,1724,972,1258,638,330,12317,51,38,19,13,18,10,3,150,8824,7122,3425,1996,2622,1562,834,26385,148,248,195,128,241,139,90,1184,127,161,118,96,112,80,30,731,93,115,68,34,67,50,29,448,296,470,369,245,325,195,89,1998,34,26,16,16,14,6,4,122,702,1025,768,528,757,466,235,4482,9526,8145,4194,2517,3377,2031,1075,30865
LGA25340,464,648,419,315,390,221,74,2536,611,826,479,263,357,143,61,2739,590,694,344,221,315,128,69,2356,4754,5203,2932,1726,2340,878,374,18208,28,27,24,12,21,4,8,123,6440,7395,4200,2544,3426,1367,579,25954,27,60,82,57,104,27,10,365,97,185,127,96,154,42,15,717,53,100,82,49,94,26,20,432,769,1230,808,578,735,228,88,4438,37,36,38,24,15,8,3,156,982,1615,1127,805,1099,342,140,6100,7422,9008,5322,3348,4530,1707,721,32058
LGA25430,27,20,25,11,9,3,0,102,56,67,41,29,32,3,3,236,39,43,24,13,24,11,3,151,537,570,353,213,273,81,23,2052,4,9,0,0,5,0,0,15,665,709,434,267,341,99,30,2552,5,7,6,3,4,4,0,29,0,23,11,13,13,4,0,64,3,16,11,11,11,4,0,47,85,134,108,71,103,36,3,543,4,3,5,3,3,0,0,19,101,177,136,92,139,49,4,701,766,890,569,356,479,147,39,3253
LGA25490,29,44,28,20,27,0,0,151,34,50,14,13,14,4,0,131,43,52,30,8,22,4,0,163,694,798,516,299,378,94,28,2801,8,3,7,0,3,3,0,20,804,946,595,345,441,102,32,3267,3,0,4,3,3,0,0,13,4,11,3,4,3,3,0,24,7,11,0,0,0,0,0,16,71,111,84,68,72,13,3,418,7,7,3,3,0,0,0,17,82,135,99,77,81,22,3,497,889,1084,691,421,524,121,31,3762
LGA25620,17,17,14,5,9,3,0,66,33,28,29,6,19,6,0,123,20,37,20,5,7,3,0,95,427,503,319,169,217,67,13,1719,5,6,6,3,0,0,0,19,505,589,384,192,259,71,19,2021,0,0,3,0,3,0,0,9,5,13,4,4,3,3,0,35,0,8,8,3,6,3,0,26,42,112,61,44,50,17,3,333,3,4,0,0,0,0,0,12,53,132,74,53,64,19,3,404,558,726,457,249,325,93,18,2426
LGA25710,260,336,208,164,217,139,76,1403,318,404,226,121,162,135,60,1414,283,289,172,146,176,114,62,1237,2074,2559,1639,1106,1560,896,439,10274,5,15,12,6,11,0,0,49,2944,3600,2255,1545,2125,1283,631,14378,5,31,24,25,38,21,10,152,19,54,43,27,34,19,19,213,15,32,21,16,23,18,7,139,114,287,212,175,236,140,76,1248,12,12,4,7,3,3,0,33,164,417,299,251,341,200,115,1778,3106,4017,2553,1791,2461,1485,745,16159
LGA25810,23,25,8,4,7,3,0,67,6,14,8,6,3,0,0,46,16,19,10,6,9,0,0,52,350,350,240,157,250,34,8,1392,3,0,0,3,0,0,0,11,403,401,268,178,272,34,11,1568,0,0,0,3,7,0,0,14,0,12,5,6,9,0,0,35,3,3,0,0,5,0,0,8,68,96,65,54,70,15,0,363,0,0,0,0,0,0,0,10,74,108,79,65,89,15,0,430,476,516,339,245,358,53,10,1993
LGA25900,1052,615,237,130,159,108,59,2364,581,427,181,116,119,67,35,1521,542,374,171,89,110,51,31,1358,1834,1499,772,450,563,301,172,5595,13,16,4,0,0,3,0,37,4023,2926,1372,785,956,531,293,10880,66,132,73,57,90,68,33,522,59,81,58,53,61,36,16,358,49,66,48,20,42,28,19,264,148,243,161,115,168,93,59,989,17,19,5,6,5,0,0,57,334,536,348,253,366,231,134,2194,4353,3462,1714,1041,1316,760,427,13079
LGA25990,11,7,4,0,8,0,0,31,8,6,13,10,5,3,0,45,6,18,17,15,3,0,0,58,239,261,155,95,127,34,5,922,0,4,0,0,0,0,0,4,268,298,184,116,144,40,5,1063,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,4,39,53,39,26,18,4,0,184,0,4,0,0,0,0,0,6,39,60,41,26,28,4,0,207,312,357,224,144,175,51,9,1261
LGA26080,10,11,3,0,3,0,0,22,5,3,4,3,6,5,0,25,15,10,0,5,3,0,0,25,31,58,48,33,47,22,8,255,0,0,0,0,0,0,0,0,59,83,55,40,55,30,7,326,0,0,0,0,3,3,0,3,4,5,4,0,0,0,0,12,0,0,6,0,0,0,0,4,3,18,10,15,8,0,3,52,0,3,0,0,0,0,0,4,4,24,14,12,19,4,3,77,64,103,73,51,72,32,7,405
LGA26170,54,55,24,20,15,7,4,177,68,67,54,21,40,3,0,257,51,69,54,25,37,13,0,258,1088,1112,654,461,567,141,45,4066,7,8,7,4,0,0,0,33,1278,1312,788,531,673,156,51,4789,10,4,3,7,4,3,0,24,11,15,5,4,18,7,0,55,11,19,13,3,14,3,0,61,152,245,145,108,161,31,12,855,5,5,8,0,0,0,0,24,176,295,166,129,195,44,13,1015,1454,1605,956,662,863,204,57,5801
LGA26260,40,37,14,7,10,3,0,117,19,25,9,12,9,0,0,70,35,29,30,17,17,0,0,129,602,649,387,233,331,71,6,2279,3,3,0,0,5,0,0,11,701,744,445,274,368,69,6,2614,3,3,0,3,4,3,0,14,4,8,8,8,12,0,0,39,0,3,5,9,3,3,0,24,79,105,100,59,93,17,0,452,3,5,3,3,6,0,0,21,90,127,114,78,113,25,0,554,794,875,561,349,482,94,10,3163
LGA26350,931,589,299,186,268,243,141,2657,422,367,204,124,185,121,79,1506,417,374,187,125,167,111,67,1450,1922,2150,1373,828,1145,777,461,8655,14,3,3,0,0,3,0,26,3701,3479,2068,1263,1778,1254,741,14287,59,128,76,60,90,84,55,561,56,47,38,41,88,44,23,342,30,40,31,15,36,16,20,192,97,271,180,129,190,152,120,1140,23,18,7,5,4,5,0,59,271,504,342,259,404,295,221,2298,3978,3979,2406,1523,2181,1552,966,16589
LGA26430,14,10,3,3,8,3,3,43,16,17,11,7,9,0,0,52,21,15,12,3,8,0,0,70,274,348,193,130,173,25,9,1150,0,0,0,0,0,0,0,5,326,398,216,143,193,32,9,1317,4,0,3,4,3,0,0,13,3,16,8,3,3,0,0,39,3,3,4,3,10,0,0,24,64,81,65,35,54,7,3,300,3,3,0,0,3,0,0,12,81,102,84,48,69,10,3,386,407,495,297,186,263,38,9,1708
LGA26490,87,84,49,35,47,3,3,316,138,137,77,52,60,20,12,494,149,129,62,32,56,10,11,445,1255,1417,814,512,628,214,93,4936,0,11,5,6,0,0,0,24,1628,1778,1001,634,796,247,123,6210,3,5,4,5,12,3,0,35,14,38,27,20,19,8,4,133,5,20,11,4,11,3,4,64,79,151,126,73,119,38,25,611,5,3,0,8,0,0,0,16,100,214,171,113,169,53,30,852,1730,1997,1175,745,964,298,156,7067
LGA26610,120,102,60,35,68,13,3,403,31,22,5,10,17,3,0,86,58,35,20,3,0,3,0,122,747,754,412,307,399,80,18,2709,5,13,3,10,3,0,0,28,956,925,501,359,486,100,23,3354,14,28,15,11,12,3,3,80,14,17,3,9,8,0,0,55,3,8,3,3,9,0,0,22,146,204,123,98,107,20,7,707,17,15,5,4,4,4,0,50,199,268,151,123,140,28,7,908,1152,1195,653,481,624,131,33,4263
LGA26670,4,8,7,3,6,0,0,29,0,6,11,4,3,0,0,28,16,11,4,4,5,0,0,49,197,222,136,95,129,28,6,819,0,0,3,0,3,0,0,6,216,249,159,112,152,27,6,924,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,12,0,0,0,0,0,0,0,0,19,35,24,13,37,4,3,142,3,3,3,5,0,0,0,15,27,45,37,12,43,4,3,164,245,296,194,125,196,34,6,1090
LGA26700,40,35,24,14,9,3,0,127,52,58,31,25,24,9,0,193,57,55,17,12,23,3,0,173,1041,1179,683,468,587,123,31,4111,10,6,3,3,3,3,0,33,1193,1332,751,523,647,147,28,4631,5,7,14,5,6,0,0,42,10,20,8,12,14,3,0,66,3,3,6,8,0,0,0,26,205,298,178,140,166,40,6,1034,10,5,11,6,10,0,0,43,234,336,216,169,196,47,10,1215,1432,1671,971,690,851,194,38,5840
LGA26730,80,74,60,34,46,8,0,292,95,74,29,26,27,10,0,260,81,79,33,16,28,9,4,255,1215,1287,713,489,677,172,54,4616,10,6,6,3,4,0,0,24,1479,1525,844,571,773,193,59,5449,17,11,18,7,7,0,0,60,34,33,21,14,17,10,5,123,7,21,14,8,13,3,0,69,254,368,220,158,263,70,13,1336,16,13,10,6,0,0,0,48,323,442,274,191,299,84,15,1637,1807,1971,1115,764,1074,280,73,7087
LGA26810,109,96,66,45,43,14,0,372,77,84,51,36,48,11,3,308,96,75,42,38,35,14,0,295,1564,1669,934,603,829,202,35,5843,20,12,6,5,3,3,0,57,1866,1942,1096,725,965,247,40,6876,10,10,15,9,7,6,0,52,18,36,11,10,25,5,0,109,16,11,9,9,14,4,0,59,341,414,234,200,266,64,9,1529,18,16,9,5,7,0,0,55,400,484,279,238,323,79,9,1808,2261,2427,1376,958,1291,321,52,8685
LGA26890,6,5,4,0,0,0,0,10,7,3,3,0,4,0,0,18,10,5,7,4,3,0,0,33,149,166,86,73,72,17,0,569,3,3,0,0,0,0,0,7,169,184,102,82,84,18,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,10,14,24,18,22,24,4,0,102,3,0,0,0,0,0,0,3,18,32,19,22,26,4,0,122,192,214,119,101,109,21,0,753
LGA26980,3451,2716,1370,845,1290,977,562,11207,608,707,430,257,342,219,113,2679,703,706,354,224,326,211,94,2615,3078,3874,2402,1481,2062,1162,602,14656,25,25,11,9,9,16,0,100,7864,8025,4563,2819,4031,2582,1369,31259,229,322,246,229,436,285,189,1930,43,107,84,58,102,56,39,484,27,87,62,49,84,46,27,385,196,391,353,258,399,257,149,1990,11,23,15,17,10,10,3,93,512,932,747,603,1032,651,408,4881,8377,8955,5312,3420,5068,3231,1774,36143
LGA27070,5627,4417,2221,1227,1874,1339,735,17457,1112,934,498,287,460,228,102,3621,914,669,345,200,306,145,81,2653,5893,4946,2621,1588,1977,883,367,18277,86,83,39,32,30,11,6,292,13636,11055,5731,3336,4639,2609,1293,42299,334,487,342,275,312,259,183,2191,183,231,157,117,154,67,41,946,104,139,112,69,98,42,24,590,978,1278,815,523,673,274,117,4657,80,68,45,47,23,17,3,287,1678,2205,1471,1023,1270,659,363,8672,15309,13266,7202,4361,5913,3266,1659,50973
LGA27170,170,127,77,37,75,27,6,515,98,100,44,31,43,3,3,328,98,100,40,17,36,14,6,308,1736,1562,873,541,776,166,43,5703,4,5,7,4,3,0,0,31,2111,1902,1044,631,936,213,59,6888,15,20,18,12,13,6,6,90,25,23,20,21,30,8,0,133,11,19,17,13,14,3,0,73,427,612,349,240,287,71,19,2000,19,15,10,3,3,3,0,48,498,687,414,287,345,91,25,2343,2608,2585,1451,916,1277,308,81,9231
