LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA52660,91,585,433,4642,68,5820,0,3,0,20,0,22,51,3,8,6,0,70,14,3,0,16,0,37,162,30,43,80,3,314,1479,626,474,3789,85,6444,92,3,28,0,0,129,28,4,0,23,3,58,104,44,31,230,0,411,10,4,5,29,0,51,7,3,0,0,0,8,81,3,3,0,0,92,205,87,95,914,12,1315,133,92,37,553,6,817,31,0,0,0,0,31,12,0,0,0,0,14,3,0,0,9,0,6,0,0,0,3,0,7,208,20,6,3,9,246,86,35,11,13,0,151,47,18,9,45,0,112,13,5,3,4,0,26,282,121,86,760,17,1260,3,3,0,3,0,8,110,8,6,3,0,127,19,0,3,20,0,44,6,3,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,7,53,23,6,44,0,126,438,64,56,130,3,688,27,13,9,83,807,938,3028,1060,804,8170,969,14033
LGA52730,42,286,253,1555,42,2183,0,0,0,16,0,16,15,3,0,3,0,28,9,5,7,9,0,24,80,9,21,31,0,149,985,289,220,1288,36,2814,13,0,6,0,0,12,18,8,7,12,0,43,101,17,25,104,4,255,3,3,0,4,0,15,4,0,0,0,0,4,10,3,0,0,0,18,163,32,33,374,10,620,36,39,9,71,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,5,3,0,0,0,11,36,14,7,3,0,59,27,0,0,12,0,43,9,0,0,0,0,10,206,58,38,330,9,645,0,0,0,0,0,0,35,10,7,0,0,47,3,0,0,6,0,7,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,46,8,0,11,0,72,184,43,41,58,4,329,14,0,6,16,516,551,1633,502,399,2720,593,5845
LGA52800,23,136,60,1637,54,1914,3,27,3,3391,61,3487,28,8,0,37,0,68,3,0,0,3,0,4,16,10,0,8,0,32,233,87,59,714,26,1125,37,0,6,23,0,65,6,0,0,15,0,20,30,14,6,73,3,124,3,0,0,3,0,9,3,0,0,3,0,8,71,9,0,3,3,84,52,23,10,242,7,327,24,4,3,35,0,68,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,5,0,8,64,3,3,3,0,74,40,3,3,5,3,56,12,0,0,5,0,21,4,0,0,0,0,4,73,24,10,182,3,298,0,0,0,0,0,0,14,0,0,0,0,14,13,0,0,7,0,11,18,0,0,3,0,21,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,3,0,16,129,40,11,156,0,335,10,4,3,104,819,935,720,231,114,5701,961,7730
LGA52870,44,270,190,1869,35,2399,0,0,0,7,0,10,37,0,3,6,0,42,6,3,0,3,0,11,61,21,14,20,3,118,699,239,169,1421,44,2568,21,0,6,0,0,27,15,0,0,7,0,21,63,23,30,115,3,225,6,0,0,8,0,9,6,0,0,0,0,6,3,0,5,0,4,12,83,43,37,352,5,530,127,42,30,202,14,415,3,0,3,0,0,8,0,0,3,0,0,3,0,0,0,3,0,3,0,0,5,3,0,6,15,9,3,3,0,34,40,6,6,0,6,64,25,3,3,7,0,37,4,0,0,0,0,7,153,64,48,326,4,591,0,4,0,3,0,4,7,0,3,0,0,14,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,25,6,4,23,0,60,122,24,19,34,0,199,9,3,4,37,515,570,1290,454,338,3182,602,5870
LGA52940,6,20,29,306,16,374,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,4,0,17,41,30,28,178,12,287,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,5,3,19,5,38,3,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,3,7,35,3,52,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,3,0,6,0,16,0,0,0,14,38,53,77,35,47,470,66,690
LGA53010,0,22,25,257,8,313,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,9,34,18,18,189,3,261,3,0,5,5,0,7,0,0,0,0,0,0,3,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,42,0,60,0,3,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,14,3,6,36,3,59,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,3,0,22,3,0,0,8,70,89,76,28,44,439,86,671
LGA53080,10,27,21,216,6,281,0,0,0,6,0,9,3,0,0,3,0,6,3,0,0,0,0,7,9,0,0,0,0,9,67,16,11,137,5,248,6,0,0,0,0,6,0,0,0,0,0,0,10,0,10,10,0,27,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,13,14,4,0,51,0,74,3,3,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,3,0,22,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,26,3,6,28,0,63,3,0,0,0,0,3,5,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,4,3,9,0,59,3,0,0,8,126,137,193,44,37,364,139,772
LGA53150,40,411,306,1689,22,2469,0,0,0,4,0,4,42,3,3,22,0,74,38,24,3,54,3,123,73,17,11,15,0,123,1021,360,275,1403,32,3096,16,0,0,0,0,14,45,8,11,11,0,76,92,18,12,116,0,239,7,11,7,20,0,47,17,0,0,4,0,24,60,5,4,3,0,73,277,104,69,612,12,1075,307,90,33,227,0,658,9,0,6,0,0,13,3,0,0,3,0,11,7,0,0,4,0,7,8,6,0,3,0,15,24,3,3,0,0,25,50,22,19,9,0,95,35,8,4,11,0,57,6,0,4,4,0,18,265,97,64,455,3,886,3,0,0,0,0,8,32,10,6,0,0,46,21,0,6,6,0,34,6,6,5,0,0,19,5,4,0,0,0,5,21,0,0,0,0,21,61,17,8,27,0,106,321,81,57,70,3,525,3,0,0,21,461,488,2274,738,526,3319,523,7376
LGA53220,69,283,252,2590,42,3236,0,0,0,1185,3,1198,69,5,7,8,0,88,20,3,0,19,0,51,50,31,10,29,0,115,891,257,220,1460,28,2858,169,3,9,4,4,190,32,0,4,8,0,46,82,23,22,178,0,299,6,5,0,20,0,33,10,3,0,6,0,17,80,3,0,0,0,83,231,59,37,406,9,749,35,37,8,151,3,233,12,0,0,0,0,12,7,0,0,0,0,7,11,9,3,6,0,30,6,4,0,4,0,20,256,10,11,6,0,279,147,14,15,3,0,184,23,3,4,19,0,51,10,3,4,6,0,16,278,50,50,406,7,788,14,0,0,3,4,26,57,3,3,3,0,64,22,0,3,3,0,27,5,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,10,31,3,0,15,0,52,552,47,41,140,10,796,15,0,5,57,1941,2020,2495,497,428,5132,2035,10591
LGA53290,71,618,471,5297,137,6590,0,0,3,90,7,96,51,0,6,16,0,71,7,5,0,14,0,26,89,27,25,31,4,175,1033,533,380,3461,108,5525,57,0,10,3,3,70,34,4,5,11,0,48,124,36,36,376,4,575,6,3,0,12,0,26,3,3,0,0,0,10,41,5,0,4,0,46,203,85,62,837,26,1217,58,42,18,235,10,368,9,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,90,17,15,14,3,141,103,34,34,15,3,188,25,12,0,17,0,47,11,0,0,3,0,15,241,113,82,826,19,1280,0,0,0,0,0,0,91,0,11,0,0,108,6,3,0,16,0,23,9,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,29,3,18,10,3,63,294,81,63,128,7,575,20,14,3,157,1516,1713,2146,978,753,8588,1768,14236
LGA53360,32,90,118,950,14,1206,0,0,4,0,0,0,12,3,0,3,0,16,0,0,0,4,0,9,27,8,13,12,0,66,267,100,88,621,9,1091,32,0,3,0,0,32,13,5,0,6,0,28,49,9,3,51,3,121,5,7,0,12,0,24,3,0,0,3,0,4,0,0,0,0,0,4,35,17,8,155,4,218,23,15,7,37,5,80,3,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,3,0,8,7,0,3,0,0,10,15,5,6,3,0,27,10,0,6,3,0,24,3,0,0,0,0,6,63,21,17,166,3,275,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,0,24,79,20,19,28,4,151,7,3,7,15,234,267,549,182,186,1540,270,2728
LGA53430,274,1390,1053,5191,110,8018,0,4,3,54,4,69,309,37,30,58,4,436,306,55,25,141,4,531,298,95,58,96,0,555,4085,1385,1026,4885,123,11500,161,0,13,0,12,183,268,35,28,51,8,395,474,119,67,427,6,1093,78,31,11,82,3,208,49,7,13,9,3,85,207,20,11,13,3,254,1090,387,246,2108,34,3867,1588,283,125,651,41,2693,44,0,3,0,0,50,14,3,0,5,0,24,25,4,4,13,0,45,26,13,4,6,3,48,90,13,5,3,0,121,211,60,38,20,4,327,199,23,27,41,3,290,46,6,11,8,0,77,1042,373,216,1499,31,3161,72,0,0,3,3,79,133,7,20,4,0,174,122,22,9,33,0,187,26,10,3,3,0,43,19,5,0,0,0,25,36,0,3,3,0,42,204,27,24,96,0,354,2024,265,255,334,27,2902,80,10,12,96,2349,2543,10832,2696,1896,10789,2681,28893
LGA53570,42,218,185,1582,32,2061,0,0,0,5,0,5,81,3,3,7,0,91,9,3,0,9,0,25,49,12,18,15,0,94,647,184,173,1080,31,2114,77,0,3,0,4,84,23,3,3,14,0,39,58,8,18,92,3,181,6,0,0,0,0,8,4,3,0,0,0,7,12,0,0,0,0,14,118,36,34,246,3,432,61,14,19,66,3,156,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,3,0,17,19,3,5,4,0,28,35,3,8,3,0,51,25,4,3,3,0,39,9,0,0,3,0,13,138,42,36,210,3,428,9,0,0,0,0,10,27,7,0,3,0,38,10,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,32,18,0,4,13,0,37,208,19,29,34,3,289,13,0,3,30,433,488,1461,334,318,2598,504,5217
LGA53640,3,37,42,475,11,569,0,0,0,8,0,8,9,0,0,4,0,8,0,0,0,0,0,0,11,0,10,5,0,25,88,45,31,334,7,501,35,0,0,0,3,40,0,0,0,0,0,0,7,0,4,29,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,7,55,3,82,0,6,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,16,14,3,0,0,0,17,0,0,0,3,0,6,0,0,0,0,0,0,16,3,9,74,0,111,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,3,9,6,0,34,7,0,0,17,110,136,197,58,69,763,131,1215
LGA53710,3,21,47,418,5,495,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,17,3,3,3,0,25,65,30,33,286,14,427,0,0,0,0,0,3,0,0,0,3,0,3,10,0,0,18,0,23,0,0,0,0,0,3,0,0,0,3,0,3,5,0,0,0,0,5,8,5,6,64,0,87,3,0,4,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,45,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,3,5,6,15,0,25,6,0,0,3,92,97,132,40,71,685,109,1033
LGA53780,1731,4307,3537,19049,403,29027,10,25,11,391,7,444,10707,161,267,148,62,11340,191,36,29,119,5,381,1189,278,190,496,16,2176,14480,3872,3211,13904,503,35972,3015,15,134,8,20,3195,404,28,25,102,3,561,1014,241,199,1053,41,2550,110,51,35,85,7,288,129,18,8,26,0,184,7368,122,106,105,44,7741,2630,624,477,3404,88,7226,1510,522,254,1486,48,3820,594,3,12,7,3,620,240,39,27,4,0,319,44,9,10,21,0,82,91,29,7,38,0,163,1385,106,71,30,19,1618,908,215,175,64,14,1384,413,60,56,154,0,679,140,10,9,20,0,174,2992,828,611,3099,90,7616,153,6,8,5,3,173,1093,52,56,16,10,1229,376,30,16,49,3,470,852,19,8,8,8,885,256,33,4,6,3,303,632,14,26,9,0,685,444,64,56,138,7,700,19823,884,844,791,174,22514,807,58,40,356,6356,7613,64671,7455,6111,32214,7618,118073
LGA53800,218,1415,1161,13592,265,16659,3,21,14,429,6,471,181,5,11,67,10,270,23,13,9,43,0,87,290,81,68,176,0,610,2902,1323,996,9824,245,15293,511,13,67,13,3,617,71,14,15,58,0,154,313,92,80,731,27,1245,28,20,5,51,0,108,26,12,3,9,0,50,281,15,13,19,8,334,494,287,171,2688,51,3686,404,166,64,844,22,1491,3,8,3,3,0,10,3,0,0,4,3,6,41,10,9,26,0,81,31,16,3,9,0,67,180,29,27,35,6,279,174,90,45,33,7,349,81,16,12,64,4,172,26,11,3,15,0,51,713,309,198,2032,49,3308,12,0,0,4,0,11,302,13,16,5,3,338,64,7,3,48,3,121,42,3,0,0,0,45,4,5,0,0,0,9,113,3,10,6,0,125,112,29,25,114,0,275,1146,197,197,623,28,2186,70,14,6,287,3257,3639,7143,2514,1872,23281,3830,38634
LGA53920,0,23,13,391,18,449,0,4,0,1710,47,1761,14,0,0,0,0,16,0,0,0,0,0,0,7,0,0,3,0,9,63,18,15,150,7,256,9,0,0,0,0,5,8,0,0,0,0,8,11,5,4,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,18,3,0,63,7,92,13,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,4,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,45,6,80,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,51,4,0,31,0,95,3,0,0,62,605,672,219,50,22,2286,691,3269
LGA53990,166,1189,927,8073,160,10514,0,5,5,86,0,94,175,5,3,12,3,205,22,3,4,34,0,75,292,90,54,147,7,591,3004,1181,881,6435,152,11654,410,0,10,4,3,422,47,8,0,49,0,110,218,58,50,455,17,793,9,18,5,79,3,116,16,0,3,4,0,24,113,4,3,7,0,126,597,181,176,1538,26,2516,586,230,108,1129,31,2075,26,0,5,0,0,39,6,0,4,6,0,11,5,0,0,9,0,16,4,5,0,11,0,18,391,48,18,12,9,482,216,88,54,19,3,388,74,21,16,78,0,192,15,3,0,15,0,27,641,209,180,1334,17,2378,11,0,0,4,0,18,249,12,12,7,3,282,48,8,6,27,0,88,13,0,0,0,0,17,3,3,0,3,0,10,7,0,0,0,0,9,91,20,8,80,0,198,646,120,109,190,11,1079,57,20,17,165,1817,2060,6517,2090,1559,14239,2142,26553
LGA54060,26,169,114,1316,22,1648,0,0,0,4,0,4,3,0,0,3,0,12,9,3,0,8,0,13,30,6,0,19,0,62,331,133,115,985,23,1587,8,0,0,0,0,12,4,4,0,3,0,12,35,7,13,91,4,141,0,5,0,12,0,18,3,0,0,0,0,7,0,0,0,0,0,4,63,28,21,234,5,352,17,6,0,53,0,78,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,3,0,41,20,8,7,5,0,39,9,9,5,15,0,36,0,0,0,0,0,3,79,31,20,207,3,341,0,0,0,0,0,0,4,3,4,0,0,12,6,3,0,0,0,13,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,16,8,0,10,0,29,62,21,10,30,0,124,6,0,0,21,216,248,620,279,191,2229,253,3569
LGA54130,8,22,34,390,13,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,18,65,26,29,335,8,465,4,0,0,0,0,4,0,0,0,0,0,3,7,0,3,35,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,64,4,81,3,6,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,22,6,4,3,5,0,19,4,0,0,0,0,3,4,0,0,0,0,6,26,11,10,61,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,16,0,0,12,3,30,0,0,0,9,137,149,144,51,59,697,159,1109
LGA54170,1411,7364,6078,30615,453,45924,4,24,7,104,3,140,3117,110,149,177,28,3580,491,164,73,369,5,1107,2090,423,247,611,24,3404,35512,6670,5467,22573,654,70876,735,20,124,20,0,904,790,75,66,239,14,1186,2523,411,355,1786,44,5122,570,172,86,349,15,1192,286,46,31,47,6,415,2267,121,68,98,20,2576,8421,1365,1050,7217,172,18228,2707,943,466,2461,54,6633,157,6,13,3,0,180,117,21,4,33,3,181,350,87,40,196,7,676,165,42,28,87,0,330,750,77,51,24,11,916,1546,442,280,97,13,2384,1244,130,135,258,14,1785,311,19,36,29,3,399,8064,1390,1091,5793,126,16468,269,37,13,13,0,333,3386,138,128,27,15,3708,483,57,46,135,6,718,181,39,28,23,0,266,66,12,3,0,0,79,465,6,37,20,0,528,1642,140,123,328,14,2242,9857,1066,1091,1091,100,13205,437,57,57,401,5474,6428,71964,12498,9971,53153,6864,154445
LGA54200,544,2940,2181,13578,207,19449,0,10,4,115,8,139,961,29,60,66,11,1132,128,47,30,147,3,347,757,171,136,291,12,1367,9365,2765,2045,10441,297,24914,760,4,49,9,8,823,243,28,23,61,7,359,682,200,146,915,32,1974,80,24,8,76,3,197,102,17,13,20,0,149,1269,53,33,61,15,1433,1880,548,391,2817,65,5702,1223,440,223,1373,39,3307,53,3,12,4,0,74,44,15,10,6,0,74,19,4,0,8,0,39,45,13,10,35,3,106,590,32,31,7,15,672,572,171,94,35,4,869,300,50,29,123,3,503,89,9,21,26,0,145,1994,548,406,2558,62,5576,65,12,3,3,0,93,413,47,29,10,3,498,111,13,11,54,3,196,122,10,8,0,0,144,36,0,5,6,0,52,82,0,3,8,0,89,327,66,33,119,0,548,3946,366,359,502,45,5223,167,31,22,207,2919,3345,21573,5030,3734,23567,3549,57449
LGA54280,210,1069,889,8735,147,11058,3,26,8,466,17,513,311,3,34,35,3,390,83,22,8,69,0,187,223,59,31,85,3,398,2661,867,764,5981,177,10453,628,6,63,11,9,716,81,8,0,40,0,133,323,109,81,638,13,1156,25,12,3,42,0,86,15,0,3,14,0,33,459,8,3,13,0,478,734,194,141,1745,26,2844,200,114,51,649,16,1032,28,0,3,0,0,30,11,3,0,3,0,21,5,3,0,6,0,19,9,4,7,17,0,37,951,56,49,10,28,1096,436,97,74,33,5,655,94,20,8,58,0,181,36,3,4,13,0,55,858,218,144,1389,37,2643,12,0,0,0,0,17,330,16,21,7,3,383,57,6,5,19,0,85,28,0,4,3,0,40,24,0,0,5,0,27,34,0,0,0,0,40,86,36,6,81,0,214,1941,145,152,254,19,2507,117,33,20,208,2872,3243,8542,1845,1483,14915,3271,30059
LGA54310,158,706,732,6924,151,8665,0,12,14,732,8,770,289,6,20,25,4,342,26,6,10,37,3,81,129,56,40,109,0,335,1649,535,581,3688,119,6571,547,4,33,7,5,599,70,3,17,26,3,117,173,43,47,379,6,644,17,8,4,28,0,58,11,6,3,7,0,31,302,15,12,18,3,347,467,91,117,914,26,1616,79,80,32,310,11,512,18,3,0,0,0,22,10,0,0,0,0,10,31,3,4,0,0,35,18,12,3,20,0,51,396,22,28,11,11,461,240,59,47,18,4,371,51,12,13,37,0,120,10,0,3,8,0,28,469,133,122,860,30,1625,12,0,3,0,0,19,186,5,26,7,0,227,68,4,7,13,0,85,40,0,4,3,0,51,10,0,0,5,0,17,28,0,5,0,0,35,46,11,13,41,0,113,1084,106,107,202,23,1524,93,22,18,167,2591,2894,5346,1158,1180,10881,2905,21473
LGA54340,49,128,93,1233,55,1559,0,0,0,41,0,46,39,7,0,3,3,57,0,0,0,3,0,6,27,5,4,7,0,42,231,99,86,777,61,1248,29,0,4,0,0,31,4,0,0,13,0,12,19,8,11,112,0,152,0,0,3,0,0,5,0,0,0,0,0,0,28,3,0,0,0,34,33,8,11,151,6,201,37,24,3,42,3,109,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,4,0,0,74,32,13,7,0,0,52,9,0,3,0,0,16,0,0,0,0,0,0,52,15,17,152,11,247,3,0,0,0,0,7,25,4,5,6,0,37,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,3,6,0,16,472,55,33,169,20,738,20,3,0,41,495,557,1026,247,187,2074,619,4151
LGA54410,5,54,34,486,25,592,0,0,0,14,0,14,0,0,0,0,0,0,3,0,0,0,0,3,7,4,0,0,0,11,86,43,26,285,26,468,11,0,0,0,3,8,0,0,0,3,0,3,4,3,0,17,0,28,3,0,0,3,0,7,3,0,0,0,0,3,7,0,0,0,0,7,8,8,4,62,3,89,9,3,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,18,3,0,0,0,0,3,3,0,3,0,0,3,18,11,7,58,6,102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,14,26,3,0,6,0,34,11,4,0,17,109,139,180,88,49,751,155,1224
