LGA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA34880,94,91,181,580,533,1112,206,199,411,66,75,141,857,812,1671,456,440,893,166,181,342,34,22,51,649,644,1291,3,15,16,12,26,37,9,24,36,32,63,100,0,0,3,61,128,188,30,75,104,11,47,60,8,13,24,37,110,140,0,0,0,87,240,328,12,27,44,20,54,73,0,4,4,29,85,116,2167,1187,3354,3949,3189,7129
LGA35010,2907,2631,5535,15095,13829,28925,2921,2932,5846,2811,2808,5621,20827,19570,40394,9504,9076,18579,2578,2448,5026,2597,2644,5243,14673,14172,28846,564,751,1311,320,933,1254,842,692,1535,889,1948,2841,23,37,61,2641,4357,7000,2620,3776,6397,732,1499,2232,374,613,987,1326,2489,3815,14,31,44,5064,8408,13475,426,611,1034,710,1581,2289,25,28,52,1164,2209,3371,13785,13754,27538,61055,65111,126162
LGA35250,15,12,31,94,71,162,0,0,0,3,3,4,92,70,165,13,25,38,0,3,3,3,6,8,18,35,52,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,6,6,0,0,0,3,0,3,0,0,3,4,3,4,63,62,125,200,187,392
LGA35300,138,128,269,651,622,1274,185,221,403,18,14,31,859,859,1711,306,316,624,232,211,438,8,14,25,551,537,1081,10,9,21,13,11,28,36,37,69,61,132,197,0,0,0,128,188,316,16,40,52,15,37,49,4,30,35,102,177,278,0,0,0,132,277,412,12,14,23,25,71,94,0,0,0,37,80,117,1237,1070,2306,3080,3138,6218
LGA35600,26,11,37,129,128,253,59,45,100,3,8,11,188,174,366,115,100,216,3,0,3,15,6,20,125,112,241,0,0,0,0,0,0,8,10,12,9,14,26,0,0,0,13,28,43,3,10,15,8,6,11,3,0,6,4,36,36,0,0,0,23,45,68,0,3,3,3,10,13,0,0,0,3,14,19,185,196,385,560,589,1156
LGA35670,15,17,34,50,45,89,0,0,0,0,0,0,50,45,89,44,40,83,0,0,0,0,4,4,44,40,88,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,30,12,37,143,126,264
LGA35740,263,245,503,1407,1218,2628,261,298,559,391,383,772,2058,1908,3959,933,891,1825,315,294,610,447,406,853,1701,1597,3298,34,30,64,34,67,102,84,64,145,90,190,283,3,3,6,252,357,606,195,248,443,85,193,277,36,61,91,118,307,419,0,0,0,430,802,1234,30,74,106,71,182,249,6,0,5,111,257,361,1887,1973,3858,6697,7134,13825
LGA35760,36,31,66,331,304,632,84,83,170,10,10,20,422,397,826,254,270,520,0,3,3,15,27,47,265,301,569,7,7,11,4,6,8,6,20,26,9,25,34,0,3,3,26,54,81,11,19,25,5,8,12,3,9,14,17,37,55,0,0,0,30,80,106,5,5,13,11,20,32,0,0,0,22,20,39,709,652,1361,1510,1539,3048
LGA35780,33,31,62,237,230,460,0,0,0,0,0,0,237,230,460,107,106,213,10,0,11,4,0,4,117,107,223,0,4,4,4,11,11,0,6,6,4,13,16,0,0,3,10,33,38,0,3,3,4,3,4,0,0,0,3,11,13,0,0,0,4,21,26,3,11,15,6,15,16,0,0,0,4,22,31,73,77,156,475,513,990
LGA35790,14,15,33,111,102,219,67,57,118,4,0,4,184,157,345,44,44,91,12,15,30,4,4,6,60,68,128,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,3,11,0,3,3,0,0,4,0,0,0,0,5,5,0,0,0,0,7,12,0,3,3,0,3,3,0,0,0,0,7,8,58,46,102,328,305,632
LGA35800,7,3,13,27,28,59,32,33,64,0,0,0,66,64,125,26,33,56,0,4,4,5,3,8,24,40,66,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,3,13,17,0,5,5,0,3,4,0,3,0,4,6,6,0,0,0,4,17,26,0,0,0,0,7,4,0,0,0,0,7,4,78,81,157,184,220,408
LGA36070,10,6,20,39,49,90,0,0,0,0,0,0,37,49,92,10,9,19,3,0,7,3,4,3,16,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,13,34,90,96,188
LGA36150,3,3,5,32,32,70,18,3,21,0,0,0,51,42,91,7,14,17,6,0,3,0,0,0,12,10,25,0,3,3,0,0,0,3,0,3,3,5,7,0,0,0,4,12,12,0,3,8,0,0,0,0,0,0,8,7,11,0,0,0,8,9,17,0,0,0,0,0,3,0,0,0,0,3,0,30,22,54,105,101,210
LGA36250,866,795,1661,4293,4055,8349,1126,1083,2211,1110,1145,2254,6535,6283,12816,2859,2621,5485,921,861,1783,1594,1506,3105,5377,4992,10372,248,272,521,86,222,304,368,241,609,306,594,901,13,7,12,1020,1334,2351,1124,1531,2650,225,417,637,159,225,377,423,835,1256,5,15,20,1932,3012,4942,113,132,248,222,463,684,6,10,17,341,603,946,3596,3780,7381,19675,20804,40472
LGA36300,4,8,10,34,37,73,0,0,0,0,4,6,38,36,72,9,0,10,0,0,0,3,0,3,11,0,10,0,0,0,0,0,0,3,3,8,0,0,4,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,42,33,70,98,91,188
LGA36370,372,405,781,2340,2061,4405,928,882,1806,398,443,838,3665,3382,7048,1217,1130,2350,1006,950,1961,563,711,1274,2789,2797,5581,57,67,128,49,87,135,169,195,356,194,375,567,4,7,8,474,726,1199,368,586,953,177,317,497,124,227,350,302,595,892,4,13,11,970,1738,2710,83,89,175,124,298,421,6,0,6,213,395,603,3503,3231,6731,11984,12678,24656
LGA36510,189,193,377,1420,1322,2747,244,255,496,160,158,319,1827,1734,3556,1001,1049,2053,68,53,123,226,233,458,1292,1344,2637,31,56,87,17,66,83,90,66,154,75,162,237,3,3,4,216,347,567,119,218,333,42,104,142,18,40,54,101,175,279,0,5,5,280,542,818,21,33,61,52,111,160,0,3,5,72,152,221,1882,1693,3573,5760,5997,11758
LGA36580,115,131,251,1003,924,1923,44,40,83,66,70,138,1106,1042,2148,574,549,1124,72,53,129,149,159,312,793,759,1554,29,27,52,12,36,48,37,40,77,46,95,142,0,3,3,126,201,322,54,107,160,18,49,74,9,18,26,39,123,156,0,0,0,120,298,420,22,21,45,26,70,101,0,0,0,44,96,145,1163,1150,2310,3476,3675,7148
LGA36630,149,151,300,1078,988,2065,182,172,346,199,176,376,1458,1334,2793,798,742,1540,130,127,265,72,56,124,1000,925,1931,18,34,55,13,37,47,68,70,140,63,188,248,3,4,4,169,326,498,9,41,46,24,46,71,8,17,23,60,157,216,0,0,3,103,257,361,16,15,29,42,68,113,3,4,4,60,86,143,1521,1350,2874,4465,4435,8896
LGA36660,167,135,302,1114,983,2096,290,332,616,163,138,306,1566,1448,3019,773,682,1463,305,264,565,198,167,361,1281,1117,2396,19,37,59,14,59,77,54,67,117,55,138,192,3,4,9,150,307,453,53,83,135,18,66,78,12,30,36,74,161,230,3,7,3,151,342,488,18,29,49,40,95,129,3,3,4,56,123,182,1276,1294,2568,4642,4761,9406
LGA36720,1756,1543,3298,8968,8331,17302,1394,1418,2807,2338,2237,4572,12694,11983,24681,5903,5730,11635,1308,1351,2664,2280,2248,4525,9489,9336,18828,279,367,648,240,530,770,523,435,960,628,1314,1935,9,12,26,1677,2663,4344,1915,2987,4898,895,1634,2521,304,480,781,950,2077,3026,18,22,47,4084,7190,11273,230,355,588,434,943,1378,17,26,39,684,1314,1997,9391,9680,19076,39778,43721,83499
LGA36820,109,92,205,853,724,1579,162,184,347,49,51,103,1063,967,2030,592,578,1168,113,145,254,31,23,57,735,745,1486,13,16,32,3,31,37,24,44,72,30,79,106,0,3,4,69,178,245,26,56,80,10,43,59,8,23,28,36,126,162,0,0,0,86,247,327,18,17,38,24,76,104,0,0,0,45,95,135,1170,1204,2373,3285,3523,6804
LGA36910,959,926,1889,4738,4590,9327,1442,1535,2972,1031,1152,2185,7202,7277,14485,2972,2817,5790,1356,1328,2688,1306,1447,2749,5629,5592,11225,172,274,440,116,309,430,326,309,639,395,723,1113,8,15,22,1014,1626,2643,994,1191,2185,605,671,1274,256,413,665,729,1285,2016,11,8,22,2591,3572,6162,153,185,336,305,570,877,4,11,21,464,770,1233,6030,6269,12301,23896,26032,49931
LGA36950,29,51,85,183,142,323,31,23,52,0,4,3,210,162,381,141,131,277,3,9,12,16,15,29,161,159,316,8,0,8,0,6,10,3,0,3,9,19,29,0,3,4,27,29,59,4,3,10,0,11,14,0,0,0,9,35,45,0,0,0,13,54,74,3,0,6,3,3,9,0,0,0,3,6,8,296,304,594,745,771,1516
LGA36960,41,44,89,349,363,711,11,15,25,23,24,47,383,406,785,72,70,144,45,21,64,11,3,13,127,92,219,3,12,15,6,11,16,5,12,17,4,19,21,0,4,4,15,58,72,3,3,7,0,3,3,0,0,0,0,3,7,0,0,0,3,10,20,5,3,7,3,3,9,0,0,0,7,4,17,210,201,412,795,822,1608
LGA37010,1166,1027,2193,5049,4846,9893,2313,2363,4673,895,922,1822,8258,8133,16391,3301,3109,6410,1852,1896,3748,1157,976,2135,6311,5979,12295,275,254,530,164,439,599,333,325,657,426,892,1322,20,13,29,1218,1921,3138,2060,3279,5341,777,1203,1982,223,382,611,894,1635,2529,11,24,36,3970,6526,10492,187,243,436,294,607,902,10,14,30,502,870,1369,8492,6943,15433,29906,31398,61310
LGA37300,25,29,55,167,158,323,42,37,79,4,8,8,214,201,413,110,133,244,5,4,10,10,10,22,126,147,269,0,0,3,0,5,5,11,3,10,9,19,24,0,0,0,17,27,46,3,0,5,3,15,19,0,6,6,16,28,46,0,0,0,23,53,78,4,3,4,5,7,6,0,0,0,9,7,11,225,190,412,634,653,1290
LGA37310,207,194,406,1195,1114,2308,290,279,566,165,137,307,1648,1532,3183,881,805,1684,121,102,226,142,143,281,1142,1050,2192,22,20,45,13,31,38,67,76,138,76,152,225,3,0,6,185,273,456,26,82,109,20,39,61,20,37,60,65,146,215,0,0,0,134,314,445,20,31,50,29,92,126,3,3,12,53,134,189,2094,1917,4010,5473,5410,10885
LGA37340,189,165,345,979,902,1886,242,259,504,105,84,189,1325,1252,2574,705,650,1348,130,114,244,48,68,114,877,828,1709,17,30,47,24,29,55,61,44,98,69,186,256,3,0,3,170,293,463,30,55,83,12,51,68,12,33,45,50,140,189,0,4,4,100,287,388,17,17,31,42,118,161,0,0,4,56,140,193,2525,2089,4619,5241,5046,10289
LGA37400,5,0,5,28,26,56,13,12,23,0,0,0,40,35,75,19,22,40,3,0,3,0,0,3,20,25,43,0,0,0,0,3,6,0,3,3,0,3,3,0,0,0,3,10,14,0,5,4,0,5,5,0,4,4,3,6,9,0,0,0,4,19,22,0,0,0,0,0,4,0,0,0,0,3,7,63,52,119,135,150,289
LGA37550,9,3,14,60,64,119,0,0,0,0,0,0,60,61,123,35,30,65,6,7,9,6,3,12,48,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,6,5,0,3,3,0,0,0,3,8,15,42,33,80,171,150,323
LGA37570,0,0,3,11,13,24,0,0,0,0,0,0,11,13,24,0,3,3,4,0,4,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,8,13,24,25,52
LGA37600,24,19,47,218,175,390,7,8,13,5,15,14,229,190,423,89,117,204,4,0,7,8,6,17,104,122,229,0,0,4,0,7,6,0,3,3,3,3,3,0,0,0,3,13,21,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,10,10,3,0,3,4,3,6,0,0,0,7,3,10,68,79,144,432,442,874
LGA39499,19,15,31,91,93,182,8,10,21,34,29,66,129,133,264,54,47,97,6,0,4,12,12,21,70,59,128,12,10,22,11,17,24,8,19,33,17,25,41,3,7,9,53,80,136,53,75,127,40,63,100,12,10,19,26,22,52,3,5,9,126,171,301,20,29,51,18,39,57,0,3,5,41,71,112,1598,1045,2650,2039,1581,3621
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,14,18,33
LGA40070,62,45,104,158,163,317,30,42,75,56,50,109,248,251,499,98,96,195,31,29,58,90,74,162,210,199,409,90,83,174,64,97,162,19,24,42,54,85,138,3,0,3,227,290,518,1959,2248,4207,686,554,1239,62,71,134,161,209,366,13,10,17,2882,3080,5964,69,72,135,36,70,109,0,0,3,105,142,250,1514,1032,2552,5249,5045,10290
LGA40120,242,249,497,1334,1268,2603,211,228,434,451,458,907,1998,1946,3945,642,611,1251,197,178,377,539,532,1073,1383,1314,2696,48,39,84,18,41,56,121,52,175,81,160,243,0,3,3,268,297,566,418,500,917,98,141,240,55,64,118,163,286,452,4,8,13,738,994,1734,29,27,52,41,101,146,0,3,3,70,130,205,1016,997,2011,5722,5928,11646
LGA40220,121,119,239,696,705,1395,59,43,101,257,238,492,1008,982,1994,440,443,882,35,35,68,183,223,409,654,702,1358,17,36,59,10,56,63,47,45,98,56,102,159,3,0,3,136,244,381,52,111,158,31,48,82,15,19,29,35,127,165,0,3,3,135,308,444,13,19,34,15,54,69,0,0,0,32,66,101,943,982,1925,3033,3408,6443
LGA40250,20,19,39,106,106,213,0,0,0,3,0,7,111,107,219,68,61,134,0,0,0,0,7,7,68,66,133,4,0,6,0,0,3,3,13,18,11,15,20,0,0,0,22,29,51,0,0,0,0,0,3,0,0,0,8,8,12,0,0,0,6,13,17,0,3,10,5,6,11,0,0,0,4,11,18,138,165,309,376,408,778
LGA40310,171,126,301,723,664,1386,22,20,45,457,417,878,1199,1103,2304,413,407,822,55,39,94,233,274,508,701,716,1417,17,24,45,6,35,47,71,44,117,70,104,170,3,5,3,169,210,379,68,130,191,29,44,69,3,18,27,55,107,162,0,3,3,159,305,458,20,21,36,22,56,84,0,0,0,43,78,116,749,752,1500,3194,3289,6479
LGA40430,18,12,28,85,62,152,0,0,0,6,7,16,89,78,164,46,46,91,0,0,3,11,4,14,54,53,106,3,3,3,0,3,3,3,3,6,4,10,14,0,0,0,8,18,30,0,0,0,0,4,4,0,0,0,3,3,6,0,0,0,3,10,12,0,0,0,0,4,9,0,0,0,0,4,9,109,111,223,283,284,565
LGA40520,53,52,106,401,333,730,81,64,150,40,34,76,524,437,956,311,283,594,0,0,0,7,10,14,318,290,607,10,15,29,8,16,25,25,20,41,34,35,71,0,0,0,73,81,155,8,24,26,9,13,25,0,5,5,12,38,57,0,0,0,34,78,111,3,10,13,11,25,37,0,0,3,22,35,52,426,416,841,1443,1388,2836
LGA40700,295,299,595,1335,1258,2586,268,270,539,427,457,879,2025,1978,4006,643,635,1281,252,298,551,666,768,1436,1567,1697,3261,58,41,93,54,108,159,44,32,75,103,150,251,3,3,7,259,327,587,1015,1040,2050,326,333,660,81,90,171,230,318,550,7,6,18,1661,1789,3449,28,50,80,72,105,179,0,3,3,101,155,256,928,1031,1963,6839,7283,14127
LGA40910,326,285,616,1355,1232,2592,675,633,1303,149,126,275,2180,1993,4173,862,695,1553,500,461,961,171,170,334,1528,1322,2855,96,82,178,72,140,217,86,60,142,147,228,371,4,5,4,404,516,924,850,948,1793,296,380,673,83,90,177,215,324,539,4,3,11,1444,1743,3195,41,62,101,90,133,219,0,0,0,125,197,325,1022,1042,2070,7042,7099,14143
LGA41010,20,28,51,138,115,256,0,0,0,13,14,29,151,136,283,78,99,182,0,0,0,12,13,24,90,111,205,0,0,0,0,3,5,5,5,9,9,21,33,0,0,0,17,27,48,0,9,11,0,7,7,0,9,5,3,8,16,0,0,0,9,29,37,5,0,8,3,7,10,0,0,0,10,7,15,243,259,507,543,596,1138
LGA41060,619,586,1200,2504,2329,4832,1478,1448,2929,351,357,710,4337,4140,8476,1417,1359,2778,1020,1094,2114,360,348,705,2800,2803,5603,183,190,374,198,255,456,195,126,326,333,530,862,17,7,27,928,1107,2038,1565,1752,3316,522,601,1129,154,191,352,464,728,1190,7,24,30,2717,3299,6018,147,135,286,214,300,513,0,13,9,364,446,811,3125,3254,6377,14885,15625,30516
LGA41140,67,62,124,269,252,520,107,111,220,40,40,81,421,404,822,218,210,425,3,11,14,42,36,75,261,257,512,10,3,9,4,15,15,21,23,39,22,39,56,0,0,0,46,74,124,12,21,38,5,21,26,0,0,0,18,34,46,0,0,0,36,74,109,4,4,8,8,21,25,0,0,0,13,29,39,334,339,678,1176,1234,2409
LGA41190,13,14,26,88,72,161,0,0,0,0,6,6,88,72,163,62,46,108,0,4,4,0,5,9,59,57,112,0,0,0,0,3,3,0,0,0,3,10,11,0,0,0,3,11,17,0,0,0,0,0,0,0,3,0,0,9,9,0,0,0,0,16,12,4,0,9,0,4,4,0,0,0,4,6,11,82,63,138,251,235,484
LGA41330,16,4,21,51,51,102,0,0,0,3,3,8,59,55,114,18,26,44,0,0,0,0,0,0,18,26,44,0,0,0,0,4,9,3,0,0,8,10,23,0,0,0,12,21,34,0,0,0,0,4,4,0,0,0,3,10,13,0,0,0,3,15,20,3,4,4,0,8,3,0,0,0,5,9,14,162,162,323,279,292,568
LGA41560,79,61,138,459,357,811,65,67,128,43,68,111,558,488,1051,358,296,661,6,0,8,44,35,82,406,343,750,9,10,23,8,17,20,29,23,48,17,43,64,0,0,0,60,97,156,8,22,26,8,10,25,4,3,5,15,30,45,0,0,0,29,71,97,7,7,13,10,38,48,0,0,0,20,47,65,642,642,1282,1799,1739,3537
LGA41750,8,8,13,54,37,93,0,0,0,0,0,0,54,37,94,11,14,28,3,6,9,0,0,3,16,26,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,3,0,0,0,0,0,0,3,5,10,0,0,0,3,13,16,0,3,4,0,4,3,0,0,0,3,7,12,37,38,69,126,127,255
LGA41830,9,15,20,55,51,99,8,6,13,0,0,0,62,52,118,38,35,77,3,0,4,0,0,0,40,37,81,0,0,0,0,0,0,0,0,3,3,8,15,0,0,0,10,9,20,0,3,6,0,4,3,0,0,0,7,5,11,0,0,0,7,18,27,0,0,0,0,3,3,0,0,0,0,6,6,77,73,151,197,213,411
LGA41960,8,4,6,63,45,106,0,0,0,3,0,3,70,45,112,18,23,46,0,0,0,0,0,0,21,23,43,0,0,4,0,0,0,5,0,5,3,4,4,0,0,3,7,7,14,0,0,0,3,0,3,0,0,0,3,0,6,0,0,0,4,4,9,0,0,0,0,3,3,0,0,0,0,3,5,75,71,140,179,155,336
LGA42030,140,128,268,560,549,1109,149,139,287,277,304,583,982,997,1979,298,233,534,160,188,350,250,210,462,709,635,1344,42,39,81,23,51,67,68,61,121,68,141,209,0,0,4,200,285,486,109,205,310,41,81,115,24,47,69,52,114,164,0,4,4,221,438,664,10,26,43,16,73,91,0,0,0,34,103,133,714,722,1440,2996,3317,6313
LGA42110,21,27,43,86,130,216,3,13,13,50,58,103,141,195,332,98,108,209,3,0,6,13,20,29,120,129,248,0,3,0,4,5,5,11,8,15,6,23,33,0,0,0,24,38,63,6,6,17,0,3,3,0,4,6,0,16,18,0,0,0,7,30,39,0,0,0,4,11,15,0,0,0,4,11,15,184,172,357,509,593,1104
LGA42250,49,27,79,323,277,604,81,68,148,40,29,76,445,378,822,156,177,337,68,63,130,23,23,52,251,262,513,0,13,13,0,6,7,26,14,42,22,32,53,0,0,0,50,72,126,10,25,35,7,11,15,0,7,3,9,38,45,0,0,0,19,73,95,7,3,9,12,19,30,0,0,0,10,23,36,753,273,1025,1581,1113,2693
LGA42600,189,173,357,655,633,1289,251,263,510,285,306,587,1191,1196,2387,378,377,756,335,262,596,194,169,367,914,808,1717,58,32,88,37,57,97,90,49,135,99,169,268,0,0,5,283,304,584,443,600,1042,174,237,407,61,64,127,162,282,444,4,3,10,842,1189,2034,25,28,49,55,94,151,0,3,0,78,123,198,1001,1146,2143,4497,4937,9430
LGA42750,31,25,55,188,152,344,0,0,0,3,3,4,192,158,347,111,117,227,0,0,0,4,9,9,116,127,240,0,3,3,0,6,8,9,5,16,5,16,26,0,0,0,17,28,51,3,0,4,3,5,7,0,3,3,3,13,18,0,0,0,11,22,32,0,0,3,3,10,19,0,0,0,4,14,21,242,232,476,612,603,1214
LGA43080,9,4,11,55,49,104,5,0,3,0,0,0,64,49,110,27,28,53,0,0,0,0,3,3,27,31,59,0,0,0,0,0,4,0,5,3,4,4,7,0,0,0,6,8,12,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,0,3,3,42,43,87,149,149,294
LGA43220,16,11,24,56,59,113,0,0,0,0,0,0,52,59,113,26,20,45,0,0,0,0,0,0,26,17,40,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,43,40,86,140,140,282
LGA43360,11,7,18,100,72,176,0,0,0,3,0,3,105,72,179,54,45,101,0,0,0,0,0,3,54,48,99,3,0,4,0,3,3,7,3,8,3,5,7,0,0,0,11,10,24,3,6,7,0,0,0,0,0,3,3,4,8,0,0,0,6,10,17,0,0,0,0,6,6,0,0,0,0,6,6,100,112,212,293,262,557
LGA43650,96,96,196,641,558,1196,83,57,145,198,191,389,923,810,1731,279,260,539,125,143,266,126,123,249,539,521,1060,15,16,36,3,20,29,36,28,71,36,69,107,0,3,3,93,144,244,83,167,253,25,47,72,6,16,27,21,75,97,0,0,3,143,308,451,6,7,14,11,32,46,0,0,0,14,46,60,434,381,819,2243,2305,4547
LGA43710,38,28,65,229,185,417,26,31,59,31,29,61,288,247,536,128,114,237,31,29,58,19,24,45,173,166,337,3,5,7,3,7,5,3,10,14,8,27,37,0,0,0,23,45,67,0,6,7,0,15,19,0,3,4,8,14,20,0,0,0,13,37,49,0,0,4,3,10,12,0,0,0,4,15,22,451,215,669,989,756,1738
LGA43790,59,53,110,393,335,732,36,33,72,83,121,208,515,498,1010,324,357,681,0,0,0,3,6,10,334,358,694,10,6,16,7,14,16,31,20,44,16,54,69,0,0,0,64,94,153,13,25,42,3,18,16,3,8,9,16,27,40,0,0,0,32,76,108,4,11,15,10,19,35,0,0,0,23,35,56,395,408,795,1416,1516,2928
LGA43920,62,49,108,317,264,583,40,41,81,107,79,186,462,389,853,125,131,260,60,58,123,81,75,159,272,274,540,9,9,17,7,18,21,15,33,53,13,50,66,0,0,0,52,109,163,42,41,85,3,25,27,3,0,10,11,25,37,0,0,0,58,93,148,7,12,17,5,20,27,0,0,3,11,32,46,357,320,680,1268,1266,2535
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,43,22,23,43
LGA44060,558,493,1050,2323,2255,4581,699,700,1395,436,427,859,3464,3380,6840,1350,1353,2704,543,517,1059,414,410,821,2306,2279,4586,152,160,311,142,250,387,194,101,297,309,431,739,5,8,13,804,941,1744,1282,1665,2946,696,777,1469,118,171,287,419,666,1081,4,15,14,2517,3291,5801,106,129,238,142,243,384,4,11,14,253,384,641,2035,2213,4247,11934,12978,24910
LGA44210,35,29,69,250,208,455,3,14,14,39,43,76,289,264,550,173,151,325,0,8,9,27,30,53,201,190,389,5,3,12,0,8,11,15,14,32,12,38,50,0,0,0,32,64,100,13,36,44,3,10,16,0,3,5,3,23,31,0,0,0,25,66,98,4,0,4,3,20,22,3,0,3,11,20,26,604,371,979,1204,1008,2209
LGA44340,433,415,847,1977,1906,3883,456,490,948,573,608,1181,3007,3005,6010,821,813,1628,429,455,883,830,741,1578,2081,2010,4090,85,89,172,77,93,173,100,74,177,190,272,465,0,3,0,451,530,987,1233,1568,2799,565,664,1223,108,127,233,355,597,949,7,15,26,2267,2964,5236,70,61,128,103,162,266,3,5,10,173,229,403,1370,1422,2790,9786,10582,20368
