LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA53010,88,73,15,0,176,81,5,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,89,71,15,0,179,82,5,269
LGA53080,70,34,30,3,136,117,4,263,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,15,3,0,0,0,3,13,0,13,75,37,30,3,148,148,4,300
LGA53150,489,843,139,10,1482,279,46,1809,56,30,30,0,112,83,6,203,103,56,37,3,203,98,21,320,159,88,64,6,317,181,30,528,15,3,3,0,17,42,3,64,26,0,3,3,30,94,3,132,61,10,11,4,82,72,9,168,0,0,0,0,0,0,0,0,96,17,17,6,138,211,17,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,13,3,0,0,0,3,11,0,12,3,0,0,0,3,0,0,5,746,947,222,21,1942,677,97,2712
LGA53220,348,654,115,15,1137,266,23,1428,6,4,11,0,24,28,6,53,0,0,0,0,0,9,0,10,6,9,8,0,25,36,6,68,7,0,0,0,10,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,15,0,22,4,0,0,0,11,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,9,3,0,0,17,28,0,46,9,0,0,0,9,21,0,28,380,662,129,20,1189,364,30,1579
LGA53290,1318,1414,412,34,3183,942,105,4236,47,24,33,4,114,232,12,360,6,6,3,0,16,9,0,28,56,26,37,7,130,247,12,386,13,5,11,0,31,38,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,0,31,38,3,68,11,3,3,0,17,19,0,32,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,11,4,3,0,0,3,3,0,5,20,9,3,0,27,18,0,52,20,23,3,0,40,29,3,69,1427,1476,470,44,3417,1270,128,4816
LGA53360,254,272,62,7,592,172,39,803,12,4,0,0,17,26,0,39,0,0,0,0,0,0,0,0,12,4,0,0,18,26,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,29,39,3,75,0,0,0,0,0,3,0,3,4,3,0,0,7,10,0,17,0,0,0,0,0,0,0,0,27,8,4,0,38,49,3,91,4,0,0,0,3,0,0,3,293,285,67,8,654,249,42,949
LGA53430,1964,2225,785,73,5048,1610,426,7083,324,189,141,17,677,693,86,1455,429,202,162,14,803,517,97,1423,752,388,303,33,1485,1217,183,2876,71,23,18,3,114,199,14,329,117,36,23,6,185,263,26,468,195,45,22,0,256,274,21,554,0,0,0,0,0,3,0,8,386,95,60,12,550,740,65,1360,0,0,0,0,0,0,0,0,30,0,3,0,33,47,3,88,0,0,0,0,0,0,0,3,7,4,0,0,9,5,0,19,38,9,3,0,50,57,8,110,25,9,3,0,38,49,0,86,3161,2732,1160,117,7170,3668,677,11519
LGA53570,677,461,127,11,1270,436,57,1763,9,3,6,0,18,16,0,39,0,0,0,0,0,0,0,8,12,5,6,0,24,13,3,45,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,12,4,0,0,0,4,3,0,11,3,0,0,0,3,3,0,7,7,0,0,0,11,0,0,12,4,0,0,0,4,0,0,5,15,0,0,0,16,8,0,27,16,4,3,0,20,9,4,36,712,474,137,14,1335,473,67,1880
LGA53640,129,122,33,7,295,108,9,406,0,0,0,0,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,138,123,33,7,300,110,14,428
LGA53710,128,104,30,0,253,105,8,367,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,0,4,0,0,3,5,0,9,128,104,32,0,266,117,8,389
LGA53780,8283,14387,4114,519,27303,5830,1184,34319,809,718,429,64,2021,1488,121,3635,72,81,31,5,195,87,21,295,882,802,466,77,2217,1580,138,3934,89,63,48,6,205,142,29,369,15,21,5,5,45,45,12,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,84,50,12,249,187,36,470,18,4,6,0,29,76,0,105,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,20,28,13,0,55,16,6,77,43,29,20,0,87,94,5,192,17,14,7,0,43,37,3,77,9322,15315,4654,609,29898,7728,1373,38996
LGA53800,3509,3802,1529,134,8974,2386,331,11690,205,76,122,15,411,672,38,1124,88,84,24,3,196,92,14,302,289,160,139,20,610,762,50,1422,39,14,21,7,83,145,15,239,4,3,0,0,7,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,20,7,87,156,15,251,14,3,0,0,19,56,0,70,34,0,4,0,43,54,3,98,11,6,0,0,16,12,0,30,17,25,21,3,69,17,5,85,86,36,24,3,141,138,8,284,11,8,4,3,26,25,3,56,3936,4019,1721,162,9844,3468,400,13710
LGA53920,86,159,127,19,401,121,10,527,14,16,15,5,48,37,3,86,6,0,3,0,6,5,0,15,16,20,13,5,56,46,3,102,5,3,3,0,10,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,10,11,0,19,3,0,0,0,5,13,0,13,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,14,0,3,3,0,3,3,0,13,3,3,6,0,17,26,0,37,0,3,0,0,3,3,0,5,116,187,149,23,483,196,15,694
LGA53990,2650,3266,821,58,6799,1473,150,8417,93,26,34,3,160,179,11,349,3,4,0,0,7,0,0,14,91,36,34,3,167,177,11,356,10,10,10,0,25,29,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,25,29,0,52,12,3,3,0,17,49,3,68,0,0,0,0,0,6,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,9,15,3,4,0,26,65,6,91,14,11,3,0,30,18,0,49,2785,3326,874,59,7044,1759,170,8975
LGA54060,490,334,95,8,933,303,31,1267,12,0,9,0,17,20,0,42,0,0,0,0,0,0,0,0,12,0,9,0,17,20,0,42,8,0,0,0,11,33,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,33,0,48,4,0,0,0,4,13,0,18,9,0,0,0,7,7,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,16,0,0,0,14,24,0,40,7,6,3,0,10,5,0,16,526,341,106,8,987,389,29,1404
LGA54130,129,102,22,0,260,95,10,361,6,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,6,0,0,0,4,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,4,3,0,0,6,3,3,16,0,0,0,0,0,0,0,0,136,109,23,0,276,109,13,390
LGA54170,13901,21332,4546,436,40215,6682,997,47900,785,432,374,38,1625,1490,82,3197,421,248,140,16,830,325,91,1244,1199,683,515,62,2452,1819,173,4445,112,15,25,3,156,339,12,505,118,33,31,12,189,133,44,363,96,30,16,21,161,142,46,348,0,0,0,0,3,7,0,5,330,76,71,34,514,626,98,1233,3,0,0,0,3,3,3,10,39,7,3,0,45,98,0,140,3,0,0,0,3,0,0,4,3,8,3,0,16,0,7,18,42,15,4,0,64,106,8,169,15,15,3,0,38,23,3,59,15497,22118,5142,537,43282,9250,1272,53807
LGA54200,5676,7100,2057,191,15025,3385,459,18871,223,82,74,11,389,545,23,958,11,3,7,0,18,26,3,48,238,87,79,11,408,568,29,1006,8,0,0,0,7,38,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,38,0,46,18,3,0,0,16,41,3,63,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,9,4,20,3,0,27,8,0,35,25,21,4,0,54,51,3,107,11,14,3,0,32,10,8,47,5950,7221,2150,201,15528,4059,500,20084
LGA54280,2031,3255,773,85,6143,1520,314,7973,301,252,142,20,713,592,60,1367,41,39,15,5,109,69,17,190,349,294,160,22,823,659,70,1555,36,17,11,5,64,119,16,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,11,5,64,119,16,201,33,4,6,0,37,86,0,130,0,0,0,0,0,22,0,19,0,0,0,0,0,3,0,3,3,10,0,0,9,3,0,14,34,12,4,0,51,114,0,167,12,6,6,0,23,30,0,54,2455,3580,949,109,7101,2442,408,9951
LGA54310,1270,2475,394,49,4186,743,186,5113,151,107,74,15,348,271,26,647,16,14,6,0,34,27,0,58,166,123,78,16,383,304,26,708,39,9,7,3,62,70,3,134,0,0,0,0,0,22,0,22,18,4,0,0,19,30,3,53,0,0,0,0,0,0,0,0,56,11,11,3,81,120,5,208,33,5,3,0,37,42,0,85,0,0,0,0,5,0,0,6,4,0,0,0,9,8,0,13,0,0,0,0,3,3,3,6,39,11,3,0,52,58,5,113,7,9,7,0,20,11,0,31,1539,2629,491,69,4722,1230,219,6178
LGA54340,394,348,126,20,893,326,54,1275,16,14,8,3,48,45,3,97,0,0,0,0,0,0,0,0,16,14,8,3,48,45,3,97,3,0,0,0,4,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,13,420,372,140,21,950,389,61,1399
LGA54410,149,113,40,3,301,107,4,418,0,0,3,0,5,12,0,20,0,0,0,0,0,0,0,0,0,0,3,0,5,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,5,3,3,3,0,4,5,0,10,156,115,47,4,319,124,4,449
LGA54480,53,70,12,0,131,43,0,178,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,55,75,12,0,135,50,0,189
LGA54550,249,204,55,3,510,186,7,701,5,0,0,0,7,9,0,11,0,0,0,0,0,0,0,0,5,0,0,0,7,9,0,11,0,0,3,0,4,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,3,252,211,56,3,521,214,5,740
LGA54620,98,87,20,3,210,74,6,284,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,8,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,0,19,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,102,89,21,3,217,91,7,315
LGA54690,59,44,18,0,120,52,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,18,0,120,54,3,174
LGA54760,102,83,7,3,200,74,0,279,0,0,0,0,3,9,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,106,83,11,3,206,88,7,300
LGA54830,2942,4427,1632,157,9161,2116,367,11648,142,94,59,12,302,253,11,569,17,21,25,3,63,49,3,118,153,117,85,12,369,304,16,691,44,17,29,3,93,192,15,308,29,21,14,0,61,63,10,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,36,48,3,156,257,25,442,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,14,0,52,15,3,64,12,28,14,0,57,15,3,72,11,18,0,0,28,10,4,39,3202,4619,1778,176,9774,2702,416,12892
LGA54900,130,138,25,0,295,133,14,434,0,0,0,0,3,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,4,3,0,11,138,135,25,0,300,161,14,469
LGA54970,42,39,29,0,108,41,3,154,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,6,0,0,0,6,3,0,7,48,39,28,0,116,56,3,175
LGA55040,67,80,32,0,178,73,5,258,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,5,12,0,0,0,18,10,0,27,0,3,0,0,4,6,0,11,80,88,34,0,202,111,4,314
LGA55110,8191,7781,3015,208,19196,5008,674,24879,911,197,273,14,1386,1622,87,3095,305,131,120,8,565,342,45,954,1213,329,386,20,1956,1965,129,4054,270,20,30,5,327,519,21,868,70,15,9,0,89,47,9,141,101,35,13,0,153,85,7,245,0,0,0,0,0,0,0,0,442,71,51,9,570,647,34,1254,40,4,0,0,48,94,3,145,22,0,0,0,24,33,0,60,0,0,5,0,5,9,0,11,3,3,0,0,9,0,0,6,66,7,8,4,83,142,3,223,23,7,6,0,39,27,3,69,9934,8200,3467,237,21835,7795,842,30475
LGA55180,1111,878,305,30,2324,808,62,3189,10,4,14,0,34,83,5,123,0,0,0,0,0,0,0,0,10,4,18,0,31,78,5,122,17,4,5,0,25,81,4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,5,0,25,81,4,108,5,0,0,0,9,3,0,11,0,0,0,0,3,4,0,3,7,5,0,0,8,0,0,10,4,0,0,0,4,3,0,4,15,7,0,0,19,9,0,33,6,3,4,0,14,10,0,24,1155,894,335,31,2414,989,73,3479
LGA55250,47,34,34,3,119,44,13,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,16,0,23,3,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,5,0,0,0,4,5,0,12,54,39,37,3,132,78,11,219
LGA55320,7678,11188,2560,384,21809,4577,777,27171,1292,801,613,70,2781,2679,235,5689,472,541,136,25,1166,362,71,1594,1758,1343,746,96,3944,3040,306,7288,140,53,35,11,234,534,27,788,72,8,13,3,96,130,7,233,113,26,6,0,138,106,4,251,0,0,0,0,0,3,0,3,315,81,49,15,465,782,35,1282,0,3,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,3,5,0,0,13,0,0,9,27,35,4,0,70,26,3,100,9785,12653,3369,493,26304,8427,1119,35846
LGA55390,13,15,9,4,39,26,0,65,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,6,3,0,3,0,3,3,0,7,15,18,9,4,45,36,3,80
LGA55460,368,309,113,12,805,306,41,1147,3,0,4,0,10,39,0,43,0,0,0,0,0,0,0,0,3,0,4,0,10,39,0,43,0,0,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,3,0,0,9,4,0,7,378,314,117,9,822,354,40,1213
LGA55530,58,53,14,0,117,44,3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,3,0,3,56,50,14,0,127,52,3,180
LGA55600,252,255,78,7,588,230,22,837,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,3,3,0,0,10,11,0,19,0,3,0,0,3,3,0,8,257,262,81,7,604,253,23,874
LGA55670,68,66,32,6,170,90,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,64,32,6,173,87,3,265
LGA55740,541,899,186,23,1656,320,40,2010,62,17,31,0,106,170,16,289,58,32,29,3,120,100,11,231,119,49,56,3,230,262,24,524,17,3,4,3,23,47,3,74,62,12,8,3,82,228,13,328,109,25,14,4,149,181,38,371,0,0,0,0,0,0,0,0,186,41,21,8,258,455,56,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,984,272,34,2142,1041,122,3312
LGA55810,33,25,13,3,78,48,6,127,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,6,0,0,0,0,0,0,0,5,42,32,9,3,88,53,9,143
LGA55880,55,71,13,0,132,55,6,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,59,71,13,0,139,52,6,202
LGA55950,82,56,9,0,146,46,0,196,0,0,0,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,61,12,4,153,52,0,203
