LGA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
LGA30410,3,0,0,0,5,7,0,0,0,10,0,3,4,0,10,0,0,0,0,4,19,5,7,0,26,6,3,4,0,17,46,4,14,3,64,17,20,5,0,41,37,19,9,0,69,24,29,5,0,60,12,22,11,0,46,27,23,8,0,57,39,31,0,0,67,23,28,0,0,52,12,18,0,0,28,7,16,0,0,25,20,13,0,0,30,32,63,14,0,104,9,3,4,0,13,339,296,88,6,731
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,4,3,4,0,0,6,0,0,0,0,3,0,3,0,0,3,3,0,0,0,7,0,0,3,0,3,4,4,0,0,9,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,5,0,0,12,0,0,0,0,0,30,22,6,0,68
LGA30760,13,0,0,0,17,0,0,0,0,0,6,6,3,0,10,0,0,3,0,3,20,3,3,0,22,5,3,3,0,9,40,10,3,0,54,20,7,10,0,36,28,22,6,0,59,28,20,3,0,54,8,12,0,0,23,20,14,0,0,29,24,16,0,0,41,6,20,0,0,27,9,11,0,0,24,3,5,0,0,10,5,6,0,0,15,15,38,8,0,63,14,3,4,3,26,271,186,53,5,514
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,5,0,4,3,0,4,0,6,5,3,0,0,11,3,3,3,0,6,3,0,0,0,3,4,3,0,0,4,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,11,3,0,0,0,3,40,21,20,3,86
LGA31000,1752,611,967,218,3557,698,238,355,137,1425,665,368,938,167,2135,421,238,1121,53,1840,2819,857,1775,291,5736,1993,1185,2886,271,6332,8594,2096,3169,501,14356,6333,3394,3877,640,14242,8675,5502,4729,788,19693,8242,6878,3736,666,19517,5866,6895,3068,512,16340,6623,7693,2442,486,17242,14442,17388,3702,808,36334,10457,14944,1507,480,27390,6940,11718,587,249,19488,4938,9781,866,114,15693,10004,25784,779,176,36753,7458,14117,3435,222,25231,1191,924,584,80,2789,108119,130602,40520,6857,286093
LGA31750,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,9,0,0,7,0,4,5,0,0,0,7,5,4,0,0,12,0,0,0,0,3,6,3,0,0,8,3,3,0,0,9,3,4,0,0,6,5,0,0,0,4,0,0,0,0,0,4,3,0,0,3,3,6,0,0,8,3,0,0,0,3,43,31,11,0,80
LGA31820,143,34,61,3,240,128,25,27,3,182,103,33,139,6,284,44,22,202,0,270,789,104,326,15,1241,467,140,588,11,1203,2598,324,627,45,3585,1166,473,595,70,2302,1232,793,495,53,2563,1037,867,309,33,2241,594,768,193,16,1573,579,695,118,14,1409,978,1174,144,22,2314,451,728,51,0,1231,228,456,17,9,705,129,268,21,0,416,242,389,20,8,661,790,1109,324,19,2245,317,100,116,13,551,12008,8489,4366,339,25210
LGA31900,27,6,6,0,42,16,7,10,0,28,7,4,23,0,34,6,3,34,3,45,90,7,51,3,154,57,20,73,0,141,317,36,70,7,430,154,66,67,6,302,230,127,66,12,440,221,146,46,5,417,117,158,32,3,305,139,166,23,3,327,209,313,24,3,551,116,198,6,0,330,53,130,4,0,192,36,65,3,0,100,70,118,4,0,193,134,228,52,3,415,64,21,24,5,111,2050,1842,613,56,4560
LGA31950,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,10,0,0,11,0,3,0,0,4,31,30,4,0,60
LGA32080,182,60,141,14,397,89,37,65,12,199,97,45,210,6,353,71,32,297,10,413,483,145,466,19,1115,362,190,850,36,1437,1433,372,893,40,2740,1018,614,915,74,2623,1364,995,935,76,3375,1431,1289,642,69,3436,987,1259,474,45,2768,1001,1271,314,29,2617,2088,2515,429,64,5102,1231,1746,134,24,3137,662,1063,57,17,1801,346,719,67,3,1131,678,1135,48,7,1871,1348,2245,664,38,4292,258,159,204,23,647,15135,15895,7820,610,39456
LGA32250,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,0,6,8,3,5,0,17,3,3,9,0,10,21,5,11,0,36,12,0,14,0,30,18,4,9,3,30,20,7,3,3,38,6,11,0,0,19,12,3,3,0,25,30,25,5,0,55,17,10,0,0,36,13,13,0,0,23,5,4,8,0,9,9,5,3,0,15,26,31,18,0,77,7,14,10,0,28,215,138,106,11,473
LGA32260,53,12,17,0,89,47,14,8,0,64,29,10,26,0,65,12,16,53,3,80,193,33,83,3,303,77,48,134,4,268,540,99,171,18,823,322,148,149,19,640,377,243,132,18,762,354,280,93,12,735,207,238,55,5,503,243,231,45,4,526,341,359,36,7,736,155,213,18,0,387,73,120,7,3,207,35,60,3,3,105,93,125,5,0,220,216,371,112,7,705,85,39,41,6,162,3450,2646,1176,114,7385
LGA32270,27,9,19,3,54,11,6,11,0,31,6,8,24,0,36,4,7,30,0,44,43,13,51,5,118,38,24,74,3,137,165,41,77,5,294,101,72,67,9,245,158,127,74,11,372,181,204,55,11,445,142,184,32,0,357,178,253,40,7,486,349,548,51,9,952,240,378,20,5,642,143,230,4,3,385,105,231,11,0,346,228,468,13,3,710,221,533,74,0,826,60,37,17,3,120,2408,3368,729,77,6593
LGA32310,24,13,14,0,50,5,3,11,0,14,9,3,11,0,31,11,3,17,0,38,62,11,33,4,112,41,16,61,0,112,210,32,73,6,323,83,45,60,3,188,116,70,52,3,244,88,88,43,3,225,68,78,24,3,170,66,67,17,3,152,101,136,21,4,258,54,121,6,0,188,46,55,3,3,107,27,31,3,0,60,29,56,0,0,88,120,247,53,3,422,42,18,22,3,79,1206,1099,519,43,2867
LGA32330,0,0,0,0,0,0,0,4,0,4,0,0,16,0,19,0,0,21,0,21,7,4,15,0,31,0,10,13,4,34,6,13,10,3,35,5,13,14,3,35,8,3,10,0,22,0,9,10,0,23,3,5,7,0,14,0,0,0,0,6,3,0,5,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,5,3,0,6,35,79,131,19,266
LGA32450,4,0,5,0,6,0,0,0,0,0,0,0,3,0,6,3,0,9,0,8,8,0,14,3,20,0,6,0,4,13,7,0,11,0,27,4,9,8,0,27,11,15,3,0,35,7,17,0,0,27,15,13,6,0,36,13,17,3,0,30,41,48,0,0,92,24,26,3,0,52,20,29,0,0,55,10,17,6,0,27,25,31,4,0,55,28,37,5,0,75,5,7,7,0,16,229,273,90,12,603
LGA32500,15,3,3,0,18,0,0,6,0,5,3,3,3,0,9,3,3,4,0,11,23,4,13,3,44,9,3,15,0,31,41,4,19,4,69,29,25,12,3,62,24,24,23,4,78,20,32,15,4,69,24,18,4,0,50,30,22,8,0,60,48,33,9,3,94,19,22,0,0,49,13,16,0,0,37,6,14,0,0,21,10,7,0,0,17,44,52,16,3,119,18,3,4,3,26,387,295,160,26,868
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,3,3,0,0,0,3,3,5,0,0,3,3,0,0,0,6,3,0,0,0,3,3,7,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,9,3,0,0,0,3,31,19,10,0,60
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,5,0,0,3,4,0,0,0,9,3,0,0,0,4,6,4,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,15,0,0,0,0,0,20,31,3,3,58
LGA32770,0,0,0,0,0,0,3,0,0,6,3,8,7,0,16,0,9,12,0,18,12,20,14,0,43,0,14,17,0,37,3,18,5,0,31,4,13,3,0,22,3,30,4,0,34,5,16,3,0,27,0,12,0,0,14,0,4,3,0,8,3,5,0,0,14,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,7,3,0,7,0,3,3,0,3,40,159,86,6,292
LGA32810,18,5,10,0,26,12,3,0,0,18,11,6,16,0,32,10,3,19,0,30,49,4,32,0,90,49,16,51,3,108,136,15,58,0,205,100,51,45,0,194,147,68,46,4,262,160,93,26,4,289,89,79,24,0,199,119,87,17,9,228,185,152,19,4,352,77,72,6,3,155,38,47,0,0,87,15,26,3,0,49,50,45,0,0,94,102,146,50,3,303,23,12,13,3,53,1387,923,434,33,2775
LGA33100,4,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,8,0,0,0,0,8,11,5,0,0,18,6,3,0,0,10,10,10,4,0,23,5,3,0,0,10,3,8,0,0,8,3,3,0,0,8,3,6,0,0,13,4,6,0,0,13,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,17,18,0,0,31,4,3,0,0,7,83,81,18,0,183
LGA33200,15,0,3,0,17,0,0,0,0,3,3,5,4,0,8,0,0,4,0,3,11,0,3,0,13,5,0,8,0,10,20,3,7,0,31,12,5,5,3,26,16,13,4,3,41,12,15,3,0,33,12,12,0,0,18,15,16,0,0,35,24,16,0,0,38,8,12,0,0,19,8,4,0,0,13,0,0,0,0,3,12,7,0,0,15,24,26,4,0,60,10,4,0,0,9,208,143,46,8,408
LGA33220,194,34,55,5,289,132,19,35,3,193,132,43,156,6,340,76,17,236,0,332,945,107,412,26,1493,533,151,673,13,1371,3330,385,725,47,4486,1423,582,667,54,2723,1624,902,539,59,3121,1235,904,334,45,2511,587,708,178,16,1484,624,676,121,8,1434,882,1173,122,15,2193,419,694,37,0,1150,179,408,11,0,602,112,221,28,0,374,249,339,17,3,609,850,1080,358,17,2305,412,100,114,20,637,13944,8549,4826,336,27658
LGA33360,93,43,60,8,196,72,20,40,3,131,42,26,80,3,145,43,12,106,0,153,253,56,198,10,515,161,78,286,12,533,660,133,275,28,1099,395,181,246,20,846,467,303,176,15,967,454,410,143,11,1021,280,430,113,5,829,329,470,67,3,880,811,1212,108,9,2141,527,869,53,12,1465,369,532,20,8,922,269,492,29,0,795,451,927,27,4,1414,567,1074,175,19,1827,111,75,56,3,246,6351,7340,2250,180,16125
LGA33430,850,295,529,72,1743,389,111,203,24,725,366,151,482,44,1038,266,121,670,16,1076,2125,397,1314,90,3917,1393,653,2552,78,4665,6904,1129,2772,177,10977,4200,2067,2994,216,9466,5510,3824,3118,274,12728,5349,4752,2314,278,12697,3450,4648,1658,166,9930,3979,4969,1199,130,10273,7237,9633,1550,232,18654,4213,7181,533,107,12035,2324,4507,222,43,7089,1331,2992,254,21,4596,2762,5944,221,32,8960,3738,6968,2016,78,12806,1001,563,429,39,2020,57379,60903,25027,2103,145416
LGA33610,21,11,7,0,36,8,6,0,0,23,7,3,5,0,23,4,0,15,0,20,62,6,27,0,96,29,14,44,0,88,157,25,53,8,240,89,42,49,3,182,117,99,37,8,263,116,107,21,6,244,59,99,13,4,171,103,89,18,0,212,147,175,15,3,339,68,107,3,0,177,35,45,3,0,84,24,30,3,0,58,44,60,0,0,104,83,141,37,4,266,35,10,19,0,64,1197,1081,366,41,2692
LGA33620,96,16,29,0,145,60,15,12,4,93,53,14,72,3,142,48,15,125,0,184,389,52,214,8,662,253,91,372,4,719,1387,207,325,22,1941,659,291,286,26,1258,688,444,293,22,1449,588,514,142,11,1257,293,385,95,7,783,299,404,62,7,768,438,563,53,6,1071,207,379,14,3,608,132,174,13,0,316,43,101,11,0,159,92,170,14,0,278,388,618,173,3,1190,163,56,57,4,278,6273,4514,2363,137,13290
LGA33800,20,6,6,0,32,14,0,3,0,20,8,7,11,0,25,13,3,23,0,36,93,14,24,0,131,47,17,33,3,94,258,17,50,7,331,147,45,37,3,229,156,80,35,3,272,150,103,32,4,288,66,84,20,5,172,77,92,8,0,185,135,173,19,3,324,73,111,8,0,192,34,57,3,0,92,12,38,0,0,49,34,61,0,0,96,109,141,47,0,300,55,18,9,4,90,1496,1061,369,31,2959
LGA33830,0,0,0,0,3,0,0,0,0,0,0,0,9,0,14,0,0,9,0,9,6,7,11,0,26,3,6,11,3,21,5,18,3,3,30,0,10,3,0,13,3,10,3,0,17,4,14,3,0,22,0,5,0,0,8,3,5,0,0,3,3,6,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,35,90,57,15,198
LGA33960,168,64,160,17,406,90,27,68,13,199,91,50,250,15,404,63,47,401,3,520,523,162,668,28,1391,402,260,1287,29,1976,1978,482,1283,83,3826,1199,929,1225,101,3456,1470,1697,1244,97,4512,1477,2122,904,94,4602,1077,1958,642,63,3741,1140,1984,433,63,3625,2247,3892,552,103,6796,1250,2617,221,41,4131,677,1649,66,13,2407,298,905,60,6,1268,388,1289,58,16,1748,1084,2514,743,28,4381,241,219,199,22,676,15875,22872,10474,842,50060
LGA33980,27,13,6,0,43,21,3,0,0,22,8,0,12,0,20,5,6,15,0,26,41,11,35,0,85,18,9,49,0,71,82,18,45,0,152,41,26,43,0,117,93,83,33,3,207,96,108,38,7,243,67,99,29,0,201,99,156,22,0,274,236,449,48,4,730,168,312,13,4,494,120,156,9,5,288,90,218,19,0,327,215,461,10,4,692,153,314,44,6,519,40,31,17,3,89,1622,2468,492,28,4610
LGA34420,0,0,0,0,3,0,0,0,0,0,0,6,9,0,16,0,0,11,0,14,9,8,12,0,24,8,5,15,5,32,3,8,7,3,23,10,14,11,7,39,6,12,5,3,21,3,6,0,0,17,4,3,3,0,14,0,8,0,0,5,7,0,3,0,14,7,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,59,79,78,17,240
LGA34530,70,17,19,0,102,37,5,11,0,55,30,8,35,0,80,21,9,63,0,92,196,20,90,3,309,119,34,166,3,325,598,70,152,12,828,325,107,143,12,583,396,183,163,4,744,331,260,93,9,691,190,251,62,6,513,255,282,46,3,583,446,539,70,9,1070,272,417,30,9,725,172,302,5,0,486,95,213,11,0,320,179,334,13,0,525,433,783,98,3,1313,91,32,39,0,164,4255,3871,1303,93,9516
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,4,6,0,16,0,3,5,0,6,0,3,0,0,6,0,3,4,0,7,0,9,5,0,9,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,12,3,36,3,12,6,0,21,23,58,48,7,135
LGA34580,48,19,12,3,75,39,9,5,0,51,38,8,42,3,95,16,0,65,0,92,203,48,127,6,380,113,50,213,5,378,722,111,216,19,1065,381,199,198,24,802,439,327,175,20,963,406,355,137,21,919,240,366,65,3,679,262,357,49,11,679,401,600,69,12,1081,257,406,22,5,687,102,237,10,3,349,56,113,9,0,178,93,172,6,0,269,310,513,124,9,954,92,59,51,4,209,4212,3943,1595,139,9890
LGA34590,412,205,302,17,929,154,72,138,13,372,178,115,425,31,752,112,76,651,5,843,1062,382,1032,42,2519,669,489,1758,42,2954,3512,886,1869,89,6348,2017,1594,1800,144,5554,2402,2669,1885,172,7122,2430,3357,1306,169,7263,1677,3146,950,106,5869,1790,3211,656,72,5737,3549,6032,858,141,10577,1790,4133,359,60,6346,913,2425,123,35,3494,458,1415,119,6,2006,585,2089,89,19,2778,1556,3917,1208,60,6740,464,397,337,27,1235,25724,36617,15861,1243,79441
LGA34710,13,0,0,0,17,3,0,0,0,10,0,0,3,0,3,3,0,10,0,13,20,4,3,0,30,10,0,12,0,25,46,10,12,0,63,17,7,18,4,48,25,24,12,0,62,37,24,12,0,78,22,37,8,0,69,24,31,0,3,56,59,45,8,4,111,25,42,6,0,72,19,26,0,0,48,3,11,0,0,21,13,21,0,0,33,41,65,13,3,120,8,12,6,0,23,399,355,121,19,888
LGA34770,152,61,72,7,296,102,16,43,6,161,77,31,150,11,270,48,17,196,0,255,483,79,336,16,917,272,91,587,19,963,1207,188,544,36,1971,757,351,481,46,1637,1008,644,459,37,2145,966,796,331,45,2130,632,885,254,30,1797,711,930,180,21,1850,1488,1968,262,41,3754,991,1528,91,19,2634,687,989,32,13,1716,340,631,49,10,1033,603,1278,38,11,1929,1379,2500,347,13,4244,324,160,117,11,610,12220,13150,4573,388,30330
LGA34800,3,4,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,9,5,3,0,0,6,7,4,3,0,19,6,4,0,0,12,9,5,0,0,11,3,12,0,0,14,6,3,0,0,15,3,3,0,0,5,8,5,0,0,7,3,4,0,0,5,0,5,0,0,11,10,19,3,0,34,3,0,0,0,9,71,78,18,0,167
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,3,3,7,0,4,3,0,3,3,0,3,0,7,0,3,0,0,3,0,0,0,0,0,3,3,3,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,11,26,20,7,64
LGA34860,41,8,8,0,56,9,3,12,0,26,6,0,18,0,30,9,4,22,0,31,55,7,19,0,84,27,16,36,3,82,130,35,49,5,213,66,53,45,0,170,98,81,44,3,226,113,105,32,4,245,81,95,24,3,209,90,106,12,0,210,169,199,11,0,382,102,145,8,3,258,70,97,0,0,172,34,42,3,0,81,75,94,0,0,169,107,273,39,0,419,45,21,7,0,71,1316,1396,390,19,3118
LGA34880,40,20,16,0,71,31,9,10,3,48,22,14,32,5,63,14,4,45,0,60,153,27,63,3,243,70,25,97,6,203,376,76,113,12,581,200,98,111,15,426,275,167,93,14,548,194,177,59,13,440,122,180,43,5,353,129,153,23,0,310,213,264,37,4,515,99,195,12,3,303,68,105,7,0,181,31,47,12,0,91,52,72,6,0,136,194,336,87,5,618,68,21,22,0,113,2340,1983,893,92,5306
LGA35010,489,132,271,21,919,319,61,141,8,531,266,86,467,17,832,173,70,650,16,909,1745,294,1189,66,3294,1146,419,2201,53,3821,6252,836,2368,144,9598,3670,1640,2435,175,7924,4382,3014,2426,206,10027,3956,3936,1804,178,9868,2512,4230,1315,98,8149,2812,4238,933,97,8078,5215,8603,1174,131,15129,3013,6265,442,70,9790,1705,4079,142,25,5949,869,2585,141,17,3611,1378,4532,141,23,6075,2634,5687,1474,83,9879,719,478,380,40,1613,43252,51175,20089,1471,115996
LGA35250,0,0,0,0,0,0,0,0,0,3,0,3,10,3,18,0,3,4,0,10,11,8,17,3,31,3,9,11,0,20,10,9,10,0,25,4,13,5,0,23,3,11,3,0,17,4,5,4,0,17,0,3,3,0,3,0,5,3,0,6,7,3,4,0,17,3,3,0,0,9,3,0,0,0,3,0,0,0,0,0,3,3,0,0,10,4,16,8,4,29,0,9,12,0,19,49,95,93,13,247
LGA35300,13,3,12,0,29,8,3,6,0,19,3,4,28,3,43,0,3,46,0,48,24,7,49,6,89,27,14,69,0,98,68,27,64,8,164,47,30,54,3,135,67,50,65,5,182,76,68,62,3,220,62,82,46,7,195,89,110,43,4,248,230,318,79,8,631,211,294,30,13,544,180,244,9,3,443,123,157,10,0,293,182,337,11,3,530,121,220,75,0,413,29,28,26,5,90,1558,1999,789,67,4413
LGA35600,9,0,3,0,13,7,3,0,0,12,0,6,4,0,7,0,4,7,0,10,19,12,15,0,44,12,3,25,0,38,46,16,22,3,85,37,27,20,0,79,33,35,11,0,81,36,40,14,0,93,25,28,3,0,55,38,32,9,0,70,70,59,6,0,140,35,46,0,0,81,28,17,0,0,43,9,13,0,0,21,20,19,3,0,44,41,62,11,0,121,22,11,12,0,45,492,432,164,10,1100
LGA35670,0,0,0,0,0,0,0,0,0,4,0,5,7,3,12,0,0,6,0,10,8,13,12,0,29,3,13,4,0,22,8,12,8,3,28,3,15,4,0,23,3,9,3,0,15,3,11,7,0,18,0,3,0,0,11,0,3,0,0,4,0,9,0,7,14,0,5,0,0,7,0,0,0,0,4,0,3,0,0,4,0,6,0,0,6,0,4,3,0,9,0,0,0,0,0,31,104,64,14,215
LGA35740,94,18,31,6,151,62,3,12,3,79,51,15,70,6,142,35,6,87,0,129,337,43,144,6,521,205,60,244,0,509,1011,113,272,12,1406,656,224,303,14,1201,780,407,284,15,1488,716,439,200,15,1364,439,436,139,15,1025,439,388,83,11,917,654,706,106,12,1483,392,475,24,4,899,216,318,7,0,546,124,190,17,0,333,351,381,12,3,747,548,800,204,5,1562,132,50,38,0,213,7243,5079,2267,118,14712
LGA35760,39,15,3,0,61,20,3,5,0,24,12,10,13,0,31,5,3,17,0,31,90,22,35,6,148,42,19,40,6,110,238,40,47,3,329,123,64,41,6,233,117,90,25,4,240,115,89,13,3,225,59,72,11,3,154,76,72,7,0,155,103,119,7,3,221,53,58,3,0,106,19,35,3,0,62,21,12,3,4,36,36,37,0,0,70,94,139,34,3,270,56,18,16,5,91,1314,919,327,39,2599
LGA35780,0,0,0,0,5,0,0,0,0,3,0,0,16,0,18,0,5,18,3,29,4,13,21,3,45,4,17,24,4,50,7,29,26,0,59,9,33,21,3,66,6,38,17,3,61,9,34,19,3,69,4,17,6,0,29,6,14,3,0,27,9,34,7,0,48,5,9,8,0,23,4,9,0,0,13,3,7,0,0,11,8,3,0,0,11,7,16,16,0,37,0,0,0,0,0,89,281,204,23,598
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,26,0,27,15,15,23,8,59,3,20,21,3,44,8,17,14,4,43,14,34,24,4,72,4,21,21,4,52,4,15,15,0,41,4,21,11,0,33,3,12,8,0,22,8,19,6,3,38,3,7,5,0,12,0,3,0,0,10,0,3,0,0,4,0,3,0,0,3,3,11,10,0,23,0,3,0,0,4,69,206,200,27,496
LGA35800,10,0,3,0,10,0,0,0,0,7,0,3,0,0,4,0,0,8,0,8,4,0,4,3,16,7,0,13,0,19,35,0,5,0,41,9,3,13,3,28,18,11,8,0,37,26,15,4,0,48,8,8,6,0,20,12,10,0,0,23,18,10,0,0,28,10,5,0,0,21,6,8,0,0,9,8,6,0,0,9,6,5,0,0,14,13,20,9,0,48,3,0,7,0,8,183,110,88,6,395
LGA36070,0,0,0,0,3,0,0,3,0,4,4,4,6,0,8,0,0,10,0,12,11,9,7,7,27,0,4,15,0,18,11,8,3,3,25,3,4,6,0,21,3,9,3,3,22,0,4,0,0,9,3,4,0,0,6,3,4,0,0,5,7,5,0,0,9,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,8,0,12,0,0,0,0,0,58,72,55,12,196
LGA36150,0,4,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,3,7,6,4,0,20,8,3,3,0,12,5,0,0,0,12,17,9,4,0,25,7,4,0,0,6,6,8,0,0,17,13,14,0,0,21,3,4,0,0,12,4,6,0,0,11,0,0,0,0,4,0,3,0,0,3,8,19,4,0,32,4,0,0,0,3,94,77,29,0,201
LGA36250,213,26,69,5,311,111,19,39,4,177,86,28,128,9,247,74,15,177,3,266,599,61,331,21,1011,474,116,583,12,1180,2238,215,628,47,3124,1308,398,699,53,2461,1583,844,775,50,3263,1399,1116,582,51,3154,921,1216,459,39,2633,992,1382,336,42,2745,1960,3038,448,45,5496,1215,2472,208,27,3927,701,1611,80,10,2404,404,1181,84,4,1670,742,2188,71,12,3012,1002,2160,499,20,3671,285,165,107,9,568,16302,18243,6310,463,41327
LGA36300,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,3,0,3,7,0,0,0,9,8,3,4,0,17,12,12,3,0,27,9,11,0,0,21,11,6,3,0,16,10,0,0,0,7,8,5,3,0,17,11,5,3,0,14,0,3,0,0,3,0,3,0,0,3,7,3,0,0,4,4,19,5,0,30,0,0,0,0,9,93,69,33,3,202
