LGA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA40070,33,47,37,0,0,113,7,7,10,0,0,22,4,9,4,0,0,21,9,26,19,0,0,62,8,20,30,0,0,60,29,78,126,0,0,231,24,69,143,0,0,239,42,105,129,0,3,281,20,63,57,0,0,140,38,51,30,0,0,119,54,54,37,4,0,147,17,16,13,0,0,45,294,547,636,10,7,1486
LGA40120,352,3,3,0,0,353,165,0,0,0,0,170,139,0,0,0,0,141,274,0,0,3,0,281,352,4,4,0,0,359,877,16,7,0,4,903,972,6,3,0,0,988,1310,8,0,3,3,1323,676,0,0,3,7,681,547,0,0,0,0,549,362,0,0,0,0,367,218,0,0,0,0,228,6239,42,20,14,21,6341
LGA40220,212,3,0,0,0,220,139,3,0,0,0,141,110,0,0,0,0,114,204,0,3,0,3,216,308,3,3,0,3,315,704,11,3,3,0,721,637,3,0,0,0,644,559,4,0,0,3,568,163,0,0,0,0,169,158,0,0,0,0,157,85,0,0,0,0,85,136,4,0,0,0,137,3414,35,12,12,15,3488
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,167,5,0,0,0,174,111,3,0,0,0,117,94,3,0,0,0,98,169,6,0,0,0,176,266,14,0,0,0,274,737,21,3,0,5,762,785,4,0,4,4,801,663,3,0,4,0,673,183,0,0,0,0,184,134,0,0,0,0,138,81,0,0,0,0,77,111,0,0,0,3,119,3505,57,3,10,12,3586
LGA40430,20,0,0,0,0,20,23,0,0,0,0,23,14,0,0,0,0,14,27,0,0,0,0,27,25,0,0,0,0,21,36,0,0,0,0,40,24,0,0,0,0,24,17,0,0,0,0,17,6,0,0,0,0,6,6,0,0,3,0,8,3,0,0,0,0,3,10,0,0,0,0,10,204,0,0,3,0,211
LGA40520,49,0,0,0,0,55,61,3,3,0,0,70,56,4,0,0,0,65,130,9,0,0,0,142,183,0,0,0,0,182,317,3,3,0,3,324,188,0,3,0,0,192,120,0,0,0,0,121,23,0,0,0,0,27,17,0,0,0,0,17,16,0,0,0,0,16,64,0,0,0,0,64,1243,20,8,3,7,1284
LGA40700,329,52,20,0,0,400,106,19,6,0,0,131,67,16,4,0,0,87,112,34,9,0,0,163,144,27,27,0,0,193,375,97,69,0,0,546,425,148,54,0,0,628,675,164,47,0,0,883,465,76,10,0,3,544,643,60,4,0,0,710,736,32,13,0,3,786,152,24,8,0,0,185,4223,747,266,0,8,5246
LGA40910,287,59,8,0,0,352,143,25,10,0,0,175,120,25,9,0,0,155,227,35,11,0,0,275,258,62,26,0,3,353,748,176,69,0,0,996,772,192,43,0,0,1014,1114,234,25,0,7,1382,538,88,3,0,0,629,326,44,3,0,0,378,181,21,3,0,0,209,168,25,3,0,4,200,4884,981,226,3,13,6105
LGA41010,17,0,0,0,0,17,8,0,0,0,0,8,17,0,0,0,0,17,23,0,0,0,0,23,31,0,0,0,0,31,84,0,0,0,0,84,52,0,0,0,0,56,40,0,0,3,0,46,10,0,0,0,0,10,8,0,0,0,0,9,5,0,0,0,0,5,17,0,0,0,0,17,307,0,0,3,0,312
LGA41060,532,153,23,0,3,705,269,76,18,3,3,364,259,60,15,0,0,335,436,107,41,0,3,584,556,177,53,0,0,791,1415,479,184,3,11,2089,1551,604,124,0,8,2294,2192,642,73,3,13,2926,1046,286,23,3,12,1368,770,228,16,0,10,1025,374,144,4,0,3,525,332,97,14,0,0,449,9733,3061,584,14,67,13461
LGA41140,67,0,0,0,0,66,52,0,0,0,3,61,52,0,0,0,0,57,100,0,0,0,0,100,110,0,0,0,0,116,249,6,0,0,0,259,197,4,0,0,0,205,139,0,0,0,0,136,49,0,0,0,0,51,26,3,0,0,0,28,29,0,0,0,0,27,47,0,0,0,0,50,1130,12,0,10,8,1159
LGA41190,30,0,0,3,0,32,10,0,0,0,0,10,18,0,0,0,0,14,26,0,0,0,0,25,38,0,0,0,0,38,30,0,0,0,0,30,23,0,0,0,0,23,12,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,202,0,0,4,0,210
LGA41330,22,0,0,0,0,24,22,0,0,0,0,18,24,0,0,0,0,20,16,0,0,0,0,16,8,0,0,0,0,8,20,0,0,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,119,0,0,0,3,126
LGA41560,98,0,0,0,0,101,91,0,0,0,0,94,82,0,0,0,0,82,120,3,0,0,0,124,180,3,0,0,0,181,380,7,0,0,0,383,280,5,0,0,0,285,158,3,0,0,3,161,56,0,0,0,0,52,27,0,0,0,0,27,16,0,0,0,0,17,69,0,0,0,0,71,1539,20,5,4,10,1576
LGA41750,20,0,0,0,0,24,4,0,0,0,0,7,4,0,0,0,0,6,10,0,0,0,0,10,7,0,0,0,0,7,13,0,0,3,0,15,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,94,0,0,5,4,99
LGA41830,24,0,0,0,0,24,8,0,0,0,0,8,22,0,0,0,0,22,23,0,0,0,0,27,20,0,0,0,0,24,31,0,0,0,0,31,32,0,0,0,0,32,19,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,200,3,0,0,0,206
LGA41960,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,9,18,0,0,0,0,18,31,0,0,0,0,31,25,0,0,0,0,26,16,0,0,0,0,16,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,120,0,0,3,0,129
LGA42030,157,10,0,0,0,168,107,9,0,0,0,119,86,15,0,0,0,102,170,32,0,0,0,201,246,32,0,0,3,281,692,57,0,0,4,757,770,25,0,0,0,799,564,5,0,0,0,574,142,4,0,0,0,143,88,0,0,0,0,88,29,0,0,0,0,29,112,6,0,0,0,124,3174,197,6,5,6,3381
LGA42110,54,0,0,0,0,52,37,0,0,4,0,37,40,0,0,0,0,40,63,0,0,0,0,68,59,0,0,0,0,62,98,0,0,0,3,95,54,0,0,0,0,54,19,0,0,0,0,19,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,19,0,0,0,0,20,464,4,0,3,7,475
LGA42250,60,0,0,0,0,60,40,0,0,0,0,40,38,0,0,0,0,39,85,0,0,0,0,88,111,0,0,0,0,106,235,0,0,3,0,240,193,0,0,0,0,196,184,0,0,0,0,184,54,0,0,0,0,54,35,0,0,0,0,35,28,0,0,0,0,28,60,0,0,0,0,64,1127,0,3,6,3,1132
LGA42600,209,70,21,0,0,301,70,26,10,0,0,105,56,28,9,0,0,96,107,45,15,0,0,168,113,64,30,0,0,201,360,151,85,0,3,602,374,145,61,0,3,584,634,147,48,0,0,835,361,75,13,0,0,457,358,44,15,0,3,420,257,40,11,0,3,316,93,33,22,0,0,143,3000,864,342,3,12,4223
LGA42750,56,0,0,0,0,56,31,0,0,0,0,34,18,0,0,0,0,18,48,0,0,0,0,52,58,0,0,0,0,58,124,0,0,0,0,131,82,0,0,0,0,86,55,0,0,0,0,58,9,0,0,0,0,11,21,0,0,0,0,21,3,0,0,0,0,3,26,0,0,0,0,27,538,3,0,10,3,555
LGA43080,23,0,0,0,0,23,10,0,0,0,0,10,12,0,0,0,0,12,16,0,0,0,0,16,11,0,0,0,0,11,12,0,0,0,0,12,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,110,0,0,0,0,109
LGA43220,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,15,0,0,0,0,15,15,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,89,0,0,0,0,89
LGA43360,20,0,0,0,0,20,13,0,0,0,0,13,8,0,0,0,0,8,27,0,0,0,0,27,32,0,0,0,0,32,49,0,0,0,0,55,32,0,0,0,0,32,22,0,0,0,0,26,4,0,0,0,0,4,7,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,11,230,0,0,0,0,239
LGA43650,140,0,0,0,0,140,82,0,0,0,0,82,77,0,0,0,0,77,146,0,0,0,0,148,185,0,0,0,0,184,523,0,0,3,0,525,526,0,0,0,4,534,477,0,0,0,3,479,156,0,0,0,0,156,92,0,0,3,0,96,53,0,0,0,0,49,83,3,0,0,0,83,2530,10,0,5,9,2555
LGA43710,42,0,0,0,0,44,34,0,0,0,0,34,20,0,0,0,0,20,42,0,0,0,0,42,62,0,0,0,0,62,158,0,0,0,3,161,146,3,0,0,0,145,100,0,0,0,0,104,48,0,0,0,0,48,29,0,0,0,0,29,20,0,0,0,0,20,35,0,0,0,0,35,737,3,0,3,3,742
LGA43790,89,0,0,0,0,97,80,3,0,0,0,86,80,3,0,0,0,84,145,4,0,3,0,154,190,3,0,0,0,200,316,4,0,5,3,323,203,3,0,0,0,203,98,0,0,0,0,96,25,0,0,0,0,25,23,0,0,0,0,27,9,0,0,0,0,11,54,0,0,0,0,55,1314,25,0,6,6,1353
LGA43920,59,0,0,0,0,58,59,0,0,0,0,59,44,0,0,0,0,44,99,0,0,0,0,98,137,0,0,0,3,141,354,0,0,0,3,360,308,0,0,0,0,314,325,0,0,0,0,327,100,0,0,0,0,104,47,0,0,0,0,50,20,0,0,0,0,20,98,0,0,0,0,95,1639,3,0,5,8,1658
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,502,96,26,0,0,621,302,56,14,0,0,373,262,55,10,0,0,328,438,90,20,0,0,550,604,116,45,0,0,763,1560,334,110,0,5,2017,1962,477,96,0,10,2548,2568,491,43,0,17,3126,967,160,5,0,0,1132,536,76,7,0,0,618,238,40,0,0,0,285,321,62,12,0,0,397,10267,2049,393,7,40,12754
LGA44210,82,0,0,0,0,85,66,0,0,0,0,66,71,0,0,0,3,74,122,0,0,0,3,126,156,0,0,0,0,162,255,0,0,3,0,256,143,0,0,0,0,142,97,0,0,0,0,94,30,0,0,0,0,27,15,0,0,3,0,15,16,0,0,0,0,17,49,0,0,0,0,49,1099,3,0,11,10,1122
LGA44340,453,39,16,0,0,511,200,15,8,0,0,226,172,20,13,0,0,201,301,27,21,0,0,348,386,36,44,0,0,465,1030,113,97,0,0,1239,1213,97,95,4,0,1405,1841,154,47,3,6,2045,1032,60,5,7,0,1104,933,50,0,0,0,985,520,33,4,0,0,561,269,11,7,0,0,293,8341,651,360,13,13,9383
LGA44550,232,0,0,0,0,238,139,3,3,0,0,148,135,0,0,0,0,138,230,8,0,4,0,238,302,7,0,0,0,315,904,11,4,3,4,925,1152,12,0,0,6,1169,1214,13,0,0,3,1225,404,4,0,0,0,404,293,0,0,0,0,293,167,0,0,0,3,171,171,4,0,0,0,180,5337,60,3,13,11,5428
LGA44620,129,20,0,0,0,148,86,18,9,0,0,106,102,16,6,0,0,130,275,36,17,0,0,327,429,29,19,0,0,478,1019,39,7,0,0,1068,618,10,3,0,4,636,303,9,0,0,0,315,83,0,3,0,0,93,50,0,0,0,0,49,22,0,0,0,0,23,105,6,0,0,0,109,3209,190,62,8,5,3481
LGA44830,29,0,0,0,0,29,29,0,0,0,0,35,20,0,0,0,0,20,40,0,0,0,0,40,31,0,0,0,0,31,61,0,0,0,0,61,29,0,0,0,0,32,21,0,0,0,0,21,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,25,302,0,0,0,0,300
LGA45040,131,3,0,0,0,140,94,7,0,0,0,97,94,3,0,0,0,97,190,13,0,0,3,201,263,12,0,0,3,278,695,10,0,3,6,713,419,7,0,0,6,425,227,0,3,3,0,239,61,0,0,0,0,62,41,0,0,0,0,37,17,0,0,0,0,17,88,0,0,0,0,93,2329,62,3,3,22,2412
LGA45090,88,0,0,0,0,88,41,0,0,0,0,41,30,0,0,0,0,30,92,0,0,0,0,95,150,5,0,0,0,152,275,3,0,0,0,276,152,0,0,0,0,152,76,0,0,0,0,76,20,0,0,0,0,20,11,0,0,0,0,11,13,0,0,0,0,13,49,0,0,0,0,49,997,5,0,4,6,1009
LGA45120,55,0,0,0,0,55,43,0,0,0,0,41,45,0,0,0,0,44,74,0,0,0,3,76,71,0,0,0,0,77,113,0,0,0,0,112,47,0,0,0,0,48,37,0,0,0,0,34,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,18,514,0,0,3,6,529
LGA45290,182,54,11,0,0,250,54,27,9,0,0,87,43,30,9,0,0,83,91,35,10,0,0,138,121,55,27,0,0,200,291,152,83,0,0,532,277,156,63,0,8,503,486,221,32,0,0,741,290,89,11,3,4,393,313,71,10,0,5,395,281,41,4,3,3,326,108,21,7,0,4,138,2541,953,276,3,21,3794
LGA45340,1267,55,10,3,4,1337,859,38,8,3,0,914,789,42,6,0,0,836,1406,55,13,0,3,1473,1893,71,16,3,3,1989,5505,246,53,8,10,5821,6167,166,28,0,7,6364,4837,72,17,0,12,4936,1375,16,13,3,4,1411,781,9,5,0,0,796,359,3,3,0,3,367,834,18,4,0,0,861,26080,793,166,19,48,27113
LGA45400,16,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,17,15,0,0,0,0,15,17,0,0,0,0,17,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,85,0,0,0,3,87
LGA45540,28,0,0,0,0,28,40,0,0,0,0,42,24,3,0,0,0,24,42,0,0,0,0,42,20,0,0,0,0,27,21,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,13,199,6,0,4,0,203
LGA45680,406,41,0,0,0,451,357,59,0,0,0,411,338,56,0,0,0,399,756,136,3,3,0,902,1116,139,8,0,0,1260,3236,188,8,0,10,3447,2498,57,3,4,7,2563,1529,21,0,0,4,1551,410,3,0,0,0,418,241,3,0,0,0,247,121,3,0,0,0,123,390,16,0,0,0,409,11399,724,19,7,33,12180
LGA45890,661,114,24,7,4,802,386,62,23,0,0,465,328,52,19,0,0,407,574,131,45,0,0,748,733,163,49,0,4,944,2097,559,135,3,11,2812,2595,622,83,4,21,3326,2908,543,32,4,19,3506,973,143,14,4,3,1133,655,119,12,0,3,787,286,60,6,3,0,358,373,67,14,0,0,449,12568,2639,449,24,58,15741
LGA46090,68,3,0,0,0,72,46,3,0,0,0,50,52,3,4,0,0,55,128,8,3,0,0,137,174,6,0,0,0,186,338,17,0,0,4,352,254,5,0,0,0,263,168,4,0,0,0,176,53,0,0,0,0,53,38,0,0,0,0,36,11,4,0,0,0,14,50,3,0,0,0,49,1369,66,7,3,9,1452
LGA46300,72,6,0,0,3,79,46,3,0,0,0,56,55,3,3,0,0,66,95,9,0,4,3,117,139,15,3,3,0,163,418,28,3,3,3,451,357,17,0,0,0,370,233,10,0,0,0,248,57,3,0,0,0,61,47,3,0,0,0,43,17,0,0,0,0,18,57,3,0,0,0,60,1591,102,14,6,14,1730
LGA46450,109,13,0,0,0,124,124,9,0,0,0,134,127,11,0,0,0,144,272,15,0,0,0,288,296,9,0,0,0,305,541,5,0,0,3,548,273,4,0,0,3,280,164,4,0,0,0,166,47,0,0,0,0,51,28,0,0,0,0,29,20,0,0,0,0,19,92,4,0,0,0,94,2091,69,0,3,12,2181
LGA46510,114,25,3,0,0,152,63,6,0,0,0,70,39,10,5,0,0,46,88,10,5,0,0,108,89,19,8,0,0,120,262,44,35,0,3,343,286,67,34,0,0,384,443,97,9,0,0,551,260,25,0,0,0,291,285,20,0,0,0,306,176,6,0,0,0,184,73,6,7,0,0,82,2183,334,111,3,3,2633
LGA46670,71,0,0,0,0,69,61,0,0,0,0,67,49,0,3,0,0,53,127,0,0,0,0,133,163,3,0,0,3,166,284,0,0,5,0,284,159,0,0,0,0,166,98,0,0,0,0,100,25,0,0,0,0,27,21,0,0,0,0,21,17,0,0,0,0,16,57,0,0,0,0,57,1121,9,5,10,3,1151
LGA46860,8,0,0,0,0,8,5,0,0,0,0,5,9,0,0,0,0,9,6,0,0,0,0,11,19,0,0,0,0,19,32,0,0,0,0,32,23,0,0,0,0,23,13,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13,134,0,0,0,0,137
LGA46970,7,0,0,0,0,6,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,30,0,0,0,0,30,36,3,0,0,0,40,68,0,0,0,0,68,41,0,0,0,0,41,27,0,0,0,0,27,13,0,0,0,0,14,8,0,0,0,0,8,260,3,0,0,3,261
LGA47140,814,51,10,0,0,869,580,47,13,4,0,642,584,38,6,0,0,632,1068,109,27,0,0,1212,1447,159,34,3,0,1643,4658,379,92,0,6,5137,4572,284,64,4,0,4934,2863,179,17,0,6,3060,730,43,3,0,0,781,494,31,0,0,0,529,216,19,0,0,0,237,602,44,5,0,0,650,18628,1378,277,17,14,20325
LGA47290,25,0,0,0,0,32,19,0,0,0,0,22,22,0,0,0,0,24,27,0,0,0,0,27,31,0,0,0,0,31,24,0,0,0,0,24,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,12,185,0,0,3,0,193
LGA47490,17,0,0,0,0,17,7,0,0,0,0,8,15,0,0,0,0,15,15,0,0,0,0,18,14,0,0,0,0,14,44,0,0,0,0,44,33,0,0,0,0,33,14,0,0,0,0,14,8,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,3,13,0,0,0,0,13,197,0,0,0,0,195
LGA47630,95,0,0,0,3,93,42,0,0,0,0,42,48,0,0,0,0,51,104,0,0,0,0,103,117,0,0,3,0,122,190,0,0,0,0,190,95,0,0,0,0,95,49,0,0,0,0,46,13,0,0,0,0,13,19,0,0,0,0,24,20,0,0,0,0,20,28,0,0,0,0,28,810,0,0,3,6,825
LGA47700,681,33,8,4,0,721,488,16,12,0,0,515,413,20,7,0,0,439,754,26,13,0,0,788,979,46,15,0,0,1038,2714,151,73,3,3,2941,3522,113,34,0,12,3683,3310,103,12,0,5,3438,991,11,0,0,4,1007,592,10,0,0,0,600,238,0,0,0,0,240,466,15,3,0,3,480,15150,545,173,12,28,15900
LGA47800,61,0,0,0,0,69,44,0,0,0,0,40,44,0,0,3,0,48,70,4,0,3,0,72,82,0,0,0,0,82,116,0,0,0,0,116,53,0,0,0,0,58,34,0,0,0,0,34,13,0,0,0,0,13,6,0,0,0,0,6,15,0,0,0,0,17,39,0,0,3,0,39,576,8,0,8,3,598
LGA47910,26,0,0,0,0,31,11,0,0,0,0,11,12,0,0,0,0,12,21,0,0,0,0,18,29,0,0,0,0,29,53,0,0,0,0,53,46,0,0,0,0,46,31,0,0,0,0,31,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,246,0,0,0,0,255
LGA47980,218,50,19,0,3,288,86,17,20,0,0,126,59,12,17,0,0,85,107,38,28,0,0,167,129,27,36,0,0,194,342,84,126,0,0,560,318,90,113,3,0,527,563,148,77,0,3,796,390,57,18,0,0,468,509,64,18,0,0,595,482,33,7,0,0,520,133,18,18,0,0,171,3336,644,496,3,12,4489
LGA48050,130,3,0,0,0,139,78,3,0,0,0,82,70,3,0,0,0,75,90,0,6,0,0,100,113,3,0,0,0,120,326,6,0,0,0,333,272,3,0,0,0,280,173,4,0,0,3,182,68,0,0,0,0,68,40,0,0,0,0,39,33,0,0,0,0,33,56,0,0,0,0,56,1454,30,4,0,3,1498
LGA48130,61,3,0,0,0,66,78,0,0,0,0,80,63,0,0,0,0,70,126,0,0,3,0,134,117,3,0,0,0,122,191,0,0,0,0,193,104,0,0,0,0,104,56,0,0,0,0,62,20,0,0,0,0,20,10,0,0,0,0,11,6,0,0,0,0,3,33,0,0,0,0,33,862,4,0,8,3,885
LGA48260,54,9,0,0,0,54,13,8,0,0,0,18,10,5,0,0,0,17,17,8,0,0,0,26,19,4,0,0,0,25,53,22,6,0,0,80,67,11,9,0,0,85,98,37,7,0,0,143,60,17,0,0,0,78,69,15,0,0,3,88,110,7,0,0,0,118,41,3,0,0,0,44,610,144,24,0,3,780
LGA48340,110,0,0,0,0,110,120,0,0,0,0,120,105,3,0,0,0,109,200,3,0,0,0,200,211,0,0,0,0,217,331,3,0,0,0,335,172,0,0,0,0,169,88,0,0,0,0,88,30,0,0,0,0,30,29,0,0,0,0,29,17,0,0,0,0,17,81,0,0,0,0,77,1485,13,0,6,3,1504
LGA48410,310,63,17,0,0,394,129,40,14,0,0,189,117,29,19,0,0,167,217,50,32,0,0,300,241,81,57,0,0,382,714,206,146,6,8,1079,797,230,76,0,3,1103,1221,232,22,0,4,1486,620,86,9,0,0,717,424,36,4,0,0,475,220,25,3,0,3,250,184,23,8,0,0,221,5188,1108,424,12,26,6755
LGA48540,75,39,4,0,0,119,48,68,0,0,0,120,60,61,0,0,0,122,114,149,0,0,0,268,160,159,0,0,0,323,469,222,4,3,4,708,424,50,0,3,0,481,384,27,0,0,0,416,104,6,0,0,0,107,73,9,0,0,0,83,22,5,0,0,0,24,84,29,3,0,0,117,2018,836,17,9,12,2889
LGA48640,15,0,0,0,0,15,10,0,0,0,0,10,11,0,0,0,0,11,17,0,0,0,0,17,17,0,0,0,0,17,13,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,5,96,0,0,3,0,98
LGA48750,47,3,0,0,0,49,42,0,0,0,0,42,32,0,0,0,0,32,49,0,0,0,0,49,74,0,0,0,0,79,149,3,0,0,0,148,123,0,0,0,0,125,86,0,0,0,0,92,32,0,0,0,0,32,17,0,0,0,0,17,7,0,0,0,0,7,27,0,0,0,0,27,688,6,3,0,5,704
LGA48830,107,0,0,0,0,107,71,0,0,0,0,71,65,0,0,0,0,71,129,0,0,0,0,132,126,0,0,0,0,126,247,3,0,3,0,251,139,0,0,0,0,144,70,0,0,3,0,78,19,0,0,0,0,19,14,0,0,0,0,14,6,0,0,0,0,8,41,0,0,0,0,41,1045,4,0,9,3,1061
LGA49399,24,0,0,0,0,25,18,0,0,0,0,19,4,0,0,0,0,4,9,0,0,0,0,6,10,0,0,0,0,10,12,0,0,0,0,9,8,0,0,0,0,8,8,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,98,0,0,3,3,109
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,212,4,0,0,0,218,138,3,0,0,0,140,82,9,0,3,0,90,172,4,0,0,0,175,223,0,0,0,0,224,719,12,0,0,3,734,796,6,0,0,3,806,938,14,0,0,3,951,331,3,0,3,3,346,221,3,0,0,0,221,110,0,0,0,0,113,190,0,0,0,0,188,4126,58,3,15,18,4215
LGA50210,469,21,3,0,0,493,233,15,3,0,0,253,209,24,0,0,0,229,363,23,0,0,0,389,525,44,0,0,0,568,1578,163,15,0,4,1755,2328,240,6,0,3,2575,3653,241,5,3,0,3902,1966,66,0,0,0,2034,1152,62,0,0,0,1218,489,23,0,0,0,518,447,22,3,0,0,480,13410,957,39,5,12,14414
LGA50250,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,5,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,9,3,0,0,0,0,4,42,0,4,5,0,46
LGA50280,79,0,0,0,0,82,49,0,0,0,0,47,44,0,0,0,0,44,65,3,0,0,0,71,87,3,0,0,0,93,235,9,0,0,0,245,309,6,0,3,0,318,412,4,0,3,4,417,173,4,0,0,4,183,177,0,0,0,0,181,76,0,0,0,0,78,89,0,0,3,0,94,1801,31,0,15,9,1859
