LGA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
LGA55320,27171,75335,5689,10449,1594,3946,7288,14396,788,1149,233,348,251,447,3,4,1282,1946,4,17,0,12,0,0,6,15,9,40,100,251,35846,91970,3876,..,39722,91970
LGA55390,65,235,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,3,6,16,7,22,80,273,10,..,94,273
LGA55460,1147,2869,43,69,0,0,43,69,10,13,0,0,0,0,0,0,10,13,6,10,0,0,0,0,0,0,6,10,7,21,1213,2988,276,..,1486,2988
LGA55530,163,396,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,3,5,5,3,8,180,417,54,..,236,417
LGA55600,837,2049,12,26,0,0,12,26,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,4,13,19,32,8,16,874,2122,196,..,1073,2122
LGA55670,261,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,265,632,95,..,357,632
LGA55740,2010,5653,289,485,231,451,524,936,74,118,328,447,371,604,0,0,776,1175,0,0,0,0,0,0,0,0,0,3,0,3,3312,7768,502,..,3805,7768
LGA55810,127,308,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,3,5,6,15,5,8,143,340,110,..,261,340
LGA55880,197,461,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,4,0,0,202,470,115,..,321,470
LGA55950,196,474,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,203,497,79,..,288,497
LGA56090,12283,32822,466,758,4,16,471,776,12,23,14,14,0,0,4,5,30,41,24,24,3,10,4,9,9,31,35,76,29,60,12849,33765,1165,..,14012,33765
LGA56160,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7,20,36,98,4,..,46,98
LGA56230,5423,13974,337,518,9,19,352,533,17,44,0,0,0,0,0,0,19,47,85,118,81,117,15,36,4,13,189,280,19,25,6000,14862,1279,..,7276,14862
LGA56300,492,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,4,12,21,20,39,0,5,514,1140,229,..,744,1140
LGA56370,298,690,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,700,87,..,385,700
LGA56460,1639,4049,96,191,0,0,96,191,17,25,0,0,0,0,0,0,17,25,8,11,0,0,0,0,54,62,64,79,8,9,1820,4359,274,..,2102,4359
LGA56580,5756,17071,441,876,489,1113,929,1994,367,590,24,40,51,101,0,0,440,735,0,0,0,0,0,0,0,0,0,0,6,16,7141,19818,909,..,8046,19818
LGA56620,344,1457,0,0,0,0,0,0,11,21,0,0,0,0,0,0,11,21,3,3,0,0,0,0,0,0,3,4,0,0,364,1486,92,..,457,1486
LGA56730,3661,9055,64,104,0,4,63,103,77,136,0,0,0,3,3,3,85,139,21,32,17,33,3,11,4,10,48,81,19,41,3876,9414,727,..,4602,9414
LGA56790,1076,2509,51,75,11,19,60,93,61,79,0,0,0,0,0,0,61,79,73,132,3,5,4,10,3,12,94,161,11,25,1291,2861,604,..,1903,2861
LGA56860,90,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,97,227,24,..,122,227
LGA56930,389,1155,9,8,51,101,57,108,20,41,40,66,0,0,0,0,64,109,0,0,0,0,0,0,0,3,0,3,0,3,513,1390,62,..,576,1390
LGA57000,159,380,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,3,9,8,0,0,167,399,54,..,223,399
LGA57080,98,220,25,49,459,1096,488,1146,272,495,1165,2197,6664,12239,0,3,8093,14933,3,4,0,3,12,14,8,15,31,43,55,96,8764,16441,2431,..,11202,16441
LGA57140,427,950,3,0,0,0,3,0,22,23,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,3,7,446,991,111,..,559,991
LGA57210,1821,4307,5,9,0,0,5,9,7,10,0,0,0,0,0,0,7,10,10,18,0,0,7,4,9,21,17,40,26,52,1870,4421,384,..,2254,4421
LGA57280,3279,9584,196,433,136,384,337,820,429,758,39,66,42,84,0,0,513,907,59,95,9,14,9,50,8,10,79,163,37,58,4239,11540,2148,..,6383,11540
LGA57350,372,823,0,0,0,0,0,0,9,11,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,5,9,16,393,858,74,..,474,858
LGA57420,570,1257,14,15,0,0,14,15,4,4,3,3,0,0,0,0,4,8,20,27,0,0,0,0,3,11,24,38,10,18,620,1337,493,..,1109,1337
LGA57490,38479,106363,2271,3855,527,936,2799,4791,817,1217,9,9,128,207,0,0,950,1438,148,230,17,43,6,15,20,66,194,350,58,126,42481,113061,5667,..,48147,113061
LGA57630,32,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,110,24,..,64,110
LGA57700,8259,24389,85,160,0,3,87,166,11,18,0,0,0,0,0,0,11,18,3,8,0,0,8,16,8,13,19,40,22,72,8399,24680,766,..,9158,24680
LGA57770,270,641,24,35,0,3,24,36,17,28,3,6,0,0,0,0,19,32,52,88,3,3,3,10,11,24,62,124,14,20,391,853,138,..,528,853
LGA57840,8121,22208,2560,4737,3347,6748,5905,11487,848,1485,620,1048,774,1309,0,0,2243,3838,0,3,0,0,0,0,3,15,9,14,65,135,16341,37688,2599,..,18941,37688
LGA57910,44784,121844,22855,45568,6330,14290,29183,59863,4592,7760,1907,3275,703,1152,6,10,7205,12194,35,48,3,3,4,5,25,60,60,120,182,421,81417,194442,10123,..,91541,194442
LGA57980,3268,8686,332,667,1354,2857,1686,3526,933,1677,1002,1636,931,1512,3,3,2867,4838,0,0,0,0,0,0,7,13,7,13,18,40,7846,17091,1340,..,9187,17091
LGA58050,38340,111558,4593,9384,713,1500,5310,10888,201,337,254,464,24,35,0,3,477,842,163,246,50,89,23,77,29,71,270,481,102,238,44495,124003,4214,..,48714,124003
LGA58190,131,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,11,3,4,137,334,45,..,184,334
LGA58260,201,499,3,3,0,0,3,3,5,13,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,4,14,216,523,79,..,292,523
LGA58330,1671,3792,12,16,3,4,17,20,0,3,0,0,0,0,0,0,0,3,13,26,12,21,12,20,0,0,41,67,12,24,1741,3908,438,..,2178,3908
LGA58400,134,268,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,139,280,49,..,185,280
LGA58470,55,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,8,7,0,6,60,203,16,..,74,203
LGA58510,7320,18246,2380,4974,1265,2712,3648,7682,817,1455,598,1062,1127,2006,0,0,2539,4519,0,0,0,3,0,0,19,36,17,40,53,106,13576,30594,2177,..,15756,30594
LGA58540,331,779,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,7,339,802,99,..,445,802
LGA58570,6852,17681,1188,2413,1674,3615,2861,6021,980,1649,1262,2088,1312,2194,3,3,3559,5931,3,9,0,0,0,0,55,116,63,132,58,116,13392,29885,2154,..,15542,29885
LGA58610,666,1499,40,52,0,0,40,52,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,7,12,9,7,723,1577,140,..,862,1577
LGA58680,156,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,10,24,169,393,38,..,206,393
LGA58760,54880,162319,5601,11629,643,1498,6241,13127,78,133,36,67,8,16,3,3,128,223,69,89,78,117,10,29,10,36,162,276,73,175,61483,176115,5624,..,67111,176115
LGA58820,1323,3315,29,62,0,3,34,64,61,93,3,9,0,0,0,0,62,101,12,27,0,0,5,13,5,10,27,45,15,25,1452,3550,450,..,1905,3550
LGA58890,326,709,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,333,727,102,..,433,727
LGA59030,80,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,82,204,25,..,106,204
LGA59100,265,626,3,6,0,0,3,6,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,5,5,0,0,276,645,90,..,366,645
LGA59170,340,856,14,13,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,353,874,76,..,430,874
LGA59250,87,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,6,4,15,95,305,50,..,147,305
LGA59310,527,1210,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,4,10,19,0,4,549,1242,171,..,722,1242
LGA59320,153,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,154,364,36,..,195,364
LGA59330,208,424,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,427,61,..,274,427
LGA59340,1513,4698,179,403,31,60,209,463,84,161,0,0,0,0,0,0,84,161,216,382,10,15,31,59,89,204,338,651,41,89,2186,6056,567,..,2746,6056
LGA59350,46,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,5,0,0,5,12,5,3,59,128,14,..,66,128
LGA59360,381,819,11,15,0,0,11,15,0,3,0,0,0,0,0,0,0,3,4,7,0,0,3,4,3,6,11,16,3,12,416,867,199,..,613,867
LGA59370,1292,2946,38,54,5,4,42,62,28,41,0,0,0,0,0,0,28,41,6,15,0,0,0,0,0,0,6,13,23,69,1391,3128,358,..,1749,3128
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA60210,2438,5094,51,71,0,3,55,70,20,28,3,3,0,3,0,0,27,33,27,52,7,13,6,3,5,6,45,73,31,58,2588,5327,1695,..,4280,5327
LGA60410,5208,14248,75,141,11,20,87,164,519,923,0,0,0,0,0,0,519,923,4,6,0,0,4,8,5,3,14,15,16,32,5842,15393,362,..,6204,15393
LGA60610,6812,16304,424,565,94,146,522,716,76,112,38,38,63,89,0,0,175,236,6,13,0,0,0,0,6,17,11,28,25,49,7542,17326,916,..,8453,17326
LGA60810,7585,18232,611,829,23,36,639,863,72,98,0,0,0,0,5,4,75,96,52,77,35,52,3,3,21,44,103,170,32,63,8437,19433,989,..,9430,19433
LGA61010,871,1869,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,3,3,0,0,3,6,0,4,5,13,11,17,897,1908,1561,..,2459,1908
LGA61210,2828,6917,3,3,0,0,3,3,52,66,0,0,0,0,0,0,57,70,0,9,0,0,3,7,5,19,15,40,22,36,2919,7071,665,..,3589,7071
LGA61410,19640,48117,648,943,253,405,904,1346,301,442,79,117,0,0,0,0,377,558,25,42,31,59,5,3,25,58,88,158,46,116,21056,50296,1934,..,22986,50296
LGA61510,3575,8825,89,136,23,35,117,166,73,127,0,0,0,0,0,0,73,127,11,18,3,6,3,3,14,27,28,57,7,19,3805,9191,386,..,4190,9191
LGA61610,8575,20651,893,1270,129,165,1026,1437,183,252,0,0,6,7,0,0,185,260,18,29,55,79,3,3,12,30,80,135,23,63,9883,22537,1130,..,11017,22537
LGA61810,2493,5629,53,71,0,4,57,80,33,46,0,0,0,0,0,0,33,46,8,10,8,8,4,7,11,27,29,49,38,83,2653,5886,935,..,3593,5886
LGA62010,385,767,0,0,0,0,0,0,9,10,0,0,0,0,0,0,9,10,0,3,0,0,0,0,0,0,0,3,3,10,398,793,191,..,590,793
LGA62210,2375,5666,96,126,6,20,103,143,109,140,0,0,0,0,0,0,109,140,7,11,3,0,0,3,0,0,9,17,5,12,2597,5985,734,..,3333,5985
LGA62410,1694,3475,37,49,0,0,40,51,24,35,0,0,0,0,0,3,19,36,13,14,6,17,0,0,3,3,25,33,17,30,1793,3625,1996,..,3791,3625
LGA62610,15043,37135,848,1300,324,574,1172,1875,2114,3377,60,103,3,6,3,5,2181,3487,7,14,18,35,0,0,48,135,74,185,27,44,18506,42730,1471,..,19979,42730
LGA62810,13639,33893,918,1658,1221,2433,2140,4092,2456,4105,779,1296,619,959,60,106,3910,6460,3,3,14,23,6,3,69,161,95,192,96,205,19878,44842,2440,..,22315,44842
LGA63010,5939,14293,71,110,7,17,83,130,85,125,0,0,0,0,0,0,85,125,24,39,21,39,19,36,24,64,101,182,15,44,6230,14772,1357,..,7584,14772
LGA63210,2188,5290,48,123,4,13,51,133,3,4,0,0,0,0,0,0,3,4,4,5,0,0,0,13,7,10,13,30,12,19,2262,5476,294,..,2563,5476
LGA63410,597,1254,35,40,0,0,35,40,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,14,59,653,1366,154,..,806,1366
LGA63610,12336,31716,398,627,221,449,621,1079,250,394,9,13,9,8,0,7,267,429,14,25,20,23,8,10,17,46,58,103,24,50,13309,33370,1937,..,15246,33370
LGA63810,3796,9095,149,226,18,30,163,252,101,166,0,0,0,0,0,0,102,168,16,24,0,4,4,6,17,28,32,59,8,30,4109,9603,750,..,4857,9603
LGA64010,20373,50219,1829,2864,697,1451,2526,4315,2017,3080,109,161,124,148,79,131,2324,3516,8,11,6,12,7,20,73,136,92,174,99,178,25414,58406,2754,..,28169,58406
LGA64210,6711,16412,177,232,83,214,264,452,333,502,0,0,0,0,13,23,346,524,11,23,4,10,0,3,13,22,33,58,25,54,7371,17497,839,..,8217,17497
LGA64610,4623,11089,114,165,5,3,119,167,136,214,0,0,0,0,0,0,136,214,5,6,7,11,3,7,18,51,36,76,23,46,4927,11591,635,..,5566,11591
LGA64810,5395,12934,57,98,8,26,73,116,5,10,0,0,0,0,0,0,5,10,3,8,4,11,13,25,3,8,22,43,13,34,5508,13148,1270,..,6786,13148
LGA65010,2208,5471,6,8,0,0,6,8,4,3,0,0,0,0,0,0,4,3,3,3,3,8,0,0,16,39,25,52,16,30,2255,5570,321,..,2580,5570
LGA65210,917,1879,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,8,18,0,3,5,9,6,16,23,40,13,26,959,1956,1168,..,2122,1956
LGA65410,4947,11698,330,432,12,23,342,460,22,29,0,0,0,0,0,0,22,29,27,45,11,13,0,0,14,43,53,97,13,27,5382,12314,911,..,6291,12314
LGA65610,1629,3480,59,102,0,0,59,102,55,84,0,0,0,0,0,0,55,86,0,3,0,0,0,3,0,0,4,10,14,25,1763,3702,942,..,2701,3702
LGA65810,8185,20101,161,237,23,39,183,282,133,193,0,0,0,0,0,0,132,193,15,28,43,67,6,9,16,47,82,150,35,98,8625,20820,1393,..,10016,20820
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA70200,5042,14772,1485,2971,645,1389,2133,4367,281,458,19,31,0,0,7,8,308,494,164,267,32,44,18,42,298,750,511,1100,71,111,8059,20833,1331,..,9395,20833
LGA70420,1234,5122,43,93,7,9,48,104,146,254,17,28,0,0,3,6,169,282,70,140,0,0,29,96,8,29,108,261,5,15,1562,5789,702,..,2259,5789
LGA70540,30,138,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,143,3,..,37,143
LGA70620,610,3023,40,124,0,0,43,126,21,81,0,0,0,0,0,0,21,81,12,19,0,4,3,5,0,0,19,31,9,18,697,3270,270,..,964,3270
LGA70700,351,861,15,19,0,0,15,19,15,17,0,0,0,0,0,0,14,19,36,75,12,24,3,10,0,4,48,107,19,41,443,1045,147,..,592,1045
LGA71000,13616,42563,1702,3436,1756,4107,3456,7538,2580,5582,1546,3255,4102,8811,6,25,8236,17668,226,399,71,112,15,36,124,311,439,861,162,328,25905,68966,3576,..,29484,68966
LGA71300,1129,7741,166,790,0,8,167,798,0,3,0,9,0,0,0,0,0,19,0,0,4,4,7,37,3,3,13,43,0,0,1311,8601,329,..,1641,8601
LGA72200,1976,6022,165,331,22,32,187,368,108,203,12,24,61,89,0,0,183,318,125,223,0,0,6,11,6,20,138,253,131,402,2616,7360,248,..,2871,7360
LGA72300,5540,16515,62,173,7,7,67,184,50,84,88,165,0,0,0,0,132,254,265,590,38,82,58,155,18,46,383,869,75,197,6201,18016,604,..,6799,18016
LGA72330,855,3873,53,136,0,0,53,136,27,66,0,0,0,0,0,0,28,65,15,40,5,5,27,63,0,3,48,109,11,10,997,4198,367,..,1365,4198
LGA72800,8081,25131,868,1987,258,564,1127,2551,1212,2490,110,242,212,511,3,6,1546,3253,6,12,0,0,0,3,3,14,12,27,18,38,10781,30998,1280,..,12054,30998
LGA73600,800,4600,110,542,0,0,110,542,40,161,0,0,0,0,0,0,42,157,103,221,14,27,58,142,4,11,187,405,23,54,1157,5754,179,..,1330,5754
LGA74050,547,2201,10,14,0,0,10,14,22,58,0,0,0,0,0,0,22,58,0,0,0,0,0,0,0,6,0,6,3,18,589,2298,99,..,684,2298
LGA74550,491,2007,39,107,0,0,39,107,9,12,0,0,0,0,3,0,10,15,45,81,0,4,10,15,4,4,62,109,8,13,602,2249,218,..,821,2249
LGA74560,189,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,3,0,0,190,422,83,..,276,422
LGA74660,853,4547,128,497,8,20,137,521,44,78,3,5,0,0,4,15,55,93,41,74,3,3,27,116,0,0,64,188,12,21,1123,5372,342,..,1466,5372
LGA74680,356,2327,87,432,0,0,87,432,3,7,0,0,0,0,0,0,3,7,0,0,0,0,9,18,0,0,8,26,0,0,452,2791,75,..,526,2791
LGA79399,1392,3886,187,344,0,4,189,344,375,617,92,140,130,225,0,0,598,981,61,123,23,41,34,59,10,17,131,233,34,55,2345,5507,859,..,3204,5507
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA89399,95520,270208,13872,27768,11408,26418,25278,54187,4597,8056,7314,13208,9303,16159,191,330,21404,37754,34,46,104,167,9,11,47,141,187,362,271,528,142664,363034,12593,..,155252,363034
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA99399,1130,2924,54,141,29,77,87,217,49,89,59,172,5,13,3,3,115,275,0,0,0,0,3,4,10,19,12,24,16,30,1360,3470,371,..,1734,3470
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
