LGA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA26810,13,166,549,449,508,557,246,78,32,2594,4,75,358,368,342,322,122,24,14,1630,0,33,236,273,329,248,62,17,9,1205,0,9,151,225,232,193,36,10,3,857,0,13,209,285,313,246,63,8,4,1137,5,11,98,188,266,176,49,20,13,824,349,290,682,674,613,667,552,414,179,4422,2517,2137,4858,4937,5734,6490,5096,2546,1033,35358
LGA26890,0,17,48,36,61,70,29,10,3,276,0,3,18,30,43,24,15,4,0,135,0,0,21,20,26,34,11,3,3,113,0,0,12,10,15,22,7,3,0,68,0,0,4,11,23,14,8,4,0,71,0,0,8,10,12,16,7,6,0,52,25,5,18,26,44,33,52,42,36,285,211,149,357,356,594,602,519,313,132,3234
LGA26980,18,680,2931,2083,1927,1598,775,344,152,10499,10,212,2093,1692,1607,1150,431,160,89,7445,8,92,1492,1705,1702,1053,365,119,68,6605,3,31,934,1481,1333,803,236,74,39,4931,5,28,1177,2698,2293,1307,311,98,56,7972,3,25,377,1641,1698,835,229,82,40,4938,601,697,1168,994,1048,930,917,1064,968,8390,10350,13115,22853,21633,21261,17334,13608,9724,4959,134835
LGA27070,27,795,4533,3527,2923,1826,371,100,36,14150,12,246,3014,2650,1939,1107,202,29,10,9215,3,118,1896,2133,1484,796,120,27,10,6578,0,37,985,1345,990,542,76,12,3,3992,4,44,945,1746,1144,529,78,7,7,4510,11,15,229,500,421,202,60,19,9,1472,1001,957,2247,1786,1533,1379,1262,884,427,11475,11604,13528,33696,29423,24418,19446,13540,7300,2354,155311
LGA27170,20,258,761,598,615,474,169,36,15,2950,5,87,548,496,453,314,100,18,14,2038,7,36,296,354,366,248,53,16,5,1367,0,10,164,253,274,163,23,6,5,899,0,8,143,258,291,172,32,5,3,922,0,3,25,79,110,67,29,13,0,338,302,247,419,367,357,386,320,261,180,2837,2683,2697,5417,4854,5048,4689,3387,1722,745,31242
LGA27260,33,745,5540,4367,3082,1749,394,94,34,16040,4,290,3377,3166,2166,1127,219,22,10,10378,0,107,2257,2838,1780,925,146,19,8,8071,4,35,1356,2012,1214,588,73,13,3,5302,3,40,1532,2893,1689,788,108,21,6,7070,5,24,342,1076,760,317,79,19,8,2631,1139,1167,3160,2527,1804,1340,1022,540,315,13007,12735,13376,40889,36623,25419,17924,10507,4383,1451,163311
LGA27350,19,610,3752,1077,679,549,351,84,17,7140,0,292,3460,1133,631,427,245,43,13,6253,0,107,2775,1274,700,525,217,38,11,5631,0,37,1704,1115,582,386,159,19,4,4011,0,38,2622,2098,1245,709,256,34,14,7004,6,22,944,1899,1415,814,290,50,16,5460,334,764,2657,1383,1041,865,602,381,179,8213,2717,7045,26525,14030,9837,7727,5298,2718,1075,76983
LGA27450,20,647,2677,2263,2580,2068,779,150,64,11248,8,218,1827,1775,1811,1388,374,49,20,7474,0,81,1272,1510,1590,1194,260,47,16,5972,0,38,575,1135,1189,768,146,26,9,3880,8,19,682,1541,1572,924,210,27,16,4986,7,18,156,564,702,482,155,54,18,2159,860,615,1125,1270,1488,1342,1287,846,488,9314,9760,8912,17884,19756,21729,19702,14447,6352,2533,121080
LGA27630,0,30,70,68,98,84,29,15,10,405,0,6,37,39,58,65,16,11,0,228,0,3,25,28,31,38,16,3,3,145,0,3,9,11,23,31,3,0,0,79,0,0,9,18,31,28,7,8,0,94,0,0,4,9,8,14,9,0,0,44,54,35,67,57,85,94,116,76,80,658,366,283,569,557,935,1085,929,566,332,5618
LGA29399,3,0,24,18,6,3,3,0,0,57,0,5,8,10,3,3,3,0,0,30,0,0,0,16,6,0,0,0,0,23,0,0,6,7,3,3,0,3,0,19,0,0,0,9,3,9,0,0,0,27,0,3,0,0,8,3,0,5,0,18,14,23,64,46,26,18,16,3,0,210,37,103,210,135,88,84,61,19,0,746
LGA29499,6,37,127,61,53,32,12,0,0,329,0,11,83,36,32,25,3,0,0,185,0,0,42,36,19,18,9,0,0,123,0,0,34,23,21,13,0,0,0,88,0,0,52,36,21,16,4,0,0,129,0,0,15,23,14,21,5,0,0,76,64,163,358,249,183,140,91,26,12,1283,357,898,1848,1295,975,816,482,121,38,6825
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,4,3,11,5,0,0,0,25
LGA30250,0,5,3,3,10,3,0,0,0,23,0,0,3,3,6,3,0,0,0,17,0,3,3,0,3,5,0,0,0,15,0,0,3,0,0,4,0,0,0,10,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,12,6,11,9,9,7,0,0,0,45,84,114,201,174,169,101,44,9,0,901
LGA30300,4,21,64,67,68,51,31,6,3,314,0,13,37,45,51,47,10,3,0,209,0,12,31,34,52,26,5,0,0,160,0,3,18,19,20,24,0,3,0,87,0,0,15,26,22,19,7,0,0,84,0,0,6,14,17,15,10,0,0,68,55,15,40,51,80,59,71,29,12,404,266,205,517,545,639,582,415,202,64,3437
LGA30370,11,85,203,190,165,136,61,28,8,887,3,52,135,126,107,96,32,15,0,563,0,26,116,105,120,91,29,19,4,509,0,23,90,103,100,72,19,5,0,412,0,31,199,241,227,144,33,8,0,874,0,0,60,89,105,80,20,8,0,377,92,68,209,212,219,189,162,92,32,1272,776,779,1926,1935,1976,1749,1133,661,211,11152
LGA30410,3,18,39,26,48,35,17,0,0,192,0,8,32,29,37,22,5,0,0,140,0,3,20,27,34,21,4,0,0,104,0,0,8,17,16,19,3,0,0,65,0,4,17,21,19,15,7,3,0,81,0,0,8,7,21,13,9,3,0,57,14,13,38,27,35,39,34,29,6,237,122,158,337,327,431,382,304,172,51,2279
LGA30450,0,3,9,8,8,3,5,0,0,33,0,0,7,0,11,4,3,0,0,26,0,0,0,0,6,0,0,0,0,10,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,5,0,16,16,19,26,23,56,40,33,5,3,232
LGA30760,0,6,31,34,28,30,16,3,0,150,0,0,16,19,9,14,4,0,0,59,0,3,14,11,6,9,5,0,3,58,0,0,7,3,4,7,3,0,0,31,0,0,8,3,3,5,0,3,0,30,0,0,0,4,10,5,0,0,0,18,10,6,19,10,23,25,21,28,3,155,83,67,200,220,257,321,258,126,42,1572
LGA30900,0,0,11,8,3,8,4,0,0,34,0,0,3,5,6,0,0,0,0,17,0,0,3,0,0,7,0,0,0,12,0,0,0,3,0,3,0,0,0,5,0,0,6,0,3,3,0,0,0,13,0,0,3,0,4,0,0,0,0,8,3,10,17,11,8,23,0,0,0,68,22,37,81,50,55,70,25,9,0,351
LGA31000,294,7676,25521,16805,14630,10889,4636,1423,597,82474,115,3449,19701,14152,11959,7842,2750,700,256,60917,71,1301,16094,15267,12620,7854,2086,527,206,56034,19,506,9653,11357,9481,5525,1402,359,130,38426,22,439,12950,20002,16723,8720,2068,564,224,61722,45,196,4129,13479,13947,7364,2193,699,266,42320,4792,7476,15608,11322,9959,7694,6211,5094,4994,73148,69948,98289,195695,165961,146777,113996,78318,41994,20904,931879
LGA31750,0,3,9,3,9,8,0,0,0,28,0,3,5,7,3,0,0,0,0,19,0,0,3,3,3,3,0,0,0,20,0,0,0,3,0,4,0,0,0,14,0,0,0,7,3,6,0,0,0,20,0,0,3,3,0,0,0,0,0,4,3,3,3,3,8,15,9,3,0,40,18,19,48,46,49,69,29,12,7,289
LGA31820,20,287,974,1057,1213,998,421,157,48,5172,3,105,565,677,725,581,164,56,10,2887,0,59,398,618,725,538,99,22,7,2462,0,24,204,363,404,306,60,26,9,1409,0,17,261,429,497,339,94,21,7,1660,14,9,97,217,270,177,80,35,13,904,557,447,810,785,1102,1225,1289,923,518,7661,5624,4663,9253,9864,12237,13336,12504,6662,2348,76488
LGA31900,6,81,202,234,272,242,75,37,9,1154,0,31,151,181,220,175,32,8,4,813,0,15,116,134,186,130,25,10,4,619,0,6,56,99,76,73,15,4,3,342,0,4,75,92,105,68,24,3,3,371,4,5,27,37,52,55,26,10,3,212,114,91,119,154,213,234,270,184,106,1479,1031,915,1673,1946,2349,2493,2023,1153,463,14039
LGA31950,0,3,12,6,3,10,0,0,0,25,0,0,6,0,4,3,0,0,0,13,0,0,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,6,0,0,0,0,5,0,0,0,0,3,4,6,17,11,12,14,0,0,0,68,15,29,52,46,47,60,22,3,0,274
LGA32080,42,604,2535,2707,2629,1924,582,144,51,11231,15,313,1662,1852,1789,1172,347,48,15,7216,3,139,1262,1619,1747,1071,234,35,21,6123,3,64,677,1024,1144,706,156,24,19,3810,7,31,803,1320,1458,877,176,36,10,4721,12,17,248,629,728,519,161,41,16,2377,1213,1129,2467,2335,2432,2042,1500,869,431,14420,9803,9148,21325,22691,22880,19022,12624,5312,1981,124795
LGA32250,5,16,28,26,34,19,11,5,0,151,0,6,18,13,21,26,3,0,0,95,0,0,16,14,14,11,3,0,0,67,0,0,10,14,11,9,3,0,0,47,0,0,11,17,12,16,0,0,0,60,0,3,7,7,5,6,4,0,0,32,26,22,42,35,38,31,29,12,3,232,97,135,259,240,295,260,193,64,10,1548
LGA32260,3,110,311,309,424,384,116,49,20,1736,5,36,192,201,230,224,65,15,3,974,0,14,137,165,207,159,50,10,4,749,0,9,55,102,114,96,27,6,3,422,0,4,58,118,184,137,31,16,4,544,0,0,33,44,59,69,33,14,0,253,230,145,406,364,431,512,431,215,78,2814,1562,1435,3164,3148,4050,4483,3266,1712,647,23462
LGA32270,16,214,412,307,316,251,88,20,3,1633,9,97,382,251,326,191,51,12,3,1318,3,85,301,243,257,148,26,3,0,1068,3,50,252,263,191,120,25,8,0,906,0,52,505,538,445,230,38,11,0,1820,0,11,231,336,272,164,49,3,3,1064,269,247,659,607,624,439,222,130,33,3237,1571,1720,4634,4135,3964,2939,1424,558,133,21073
LGA32310,8,50,120,108,144,108,56,10,4,606,5,22,98,98,85,80,9,4,0,404,0,9,73,101,109,67,21,3,0,379,0,6,42,47,68,43,10,3,0,227,0,10,66,109,86,64,15,3,0,350,0,0,17,36,33,33,8,7,3,143,101,78,148,173,198,194,174,112,32,1225,893,553,1187,1420,1513,1563,1313,675,211,9327
LGA32330,0,0,4,8,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,9,22,5,7,3,3,0,0,0,54,134,122,148,146,121,82,37,10,5,807
LGA32450,7,14,59,38,28,36,6,0,0,186,3,12,46,21,29,26,5,0,0,153,0,7,46,40,48,20,3,0,0,167,0,7,42,32,29,23,3,0,0,144,0,14,81,78,58,41,8,0,0,268,0,0,20,30,15,19,12,4,0,94,32,36,88,68,60,69,39,27,8,426,145,202,551,422,416,385,206,64,20,2416
LGA32500,0,21,52,53,55,47,20,0,0,259,0,9,38,35,30,36,9,0,0,151,0,3,20,36,29,26,9,3,0,121,0,0,11,19,22,21,0,0,0,71,0,3,27,18,15,26,0,0,0,88,0,0,6,0,5,11,3,3,0,29,53,79,104,90,84,127,112,28,9,683,194,291,528,507,563,686,506,136,31,3439
LGA32600,0,3,8,0,7,6,0,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,0,5,15,16,14,13,4,0,0,65,4,24,37,45,49,49,20,4,4,229
LGA32750,0,3,4,6,4,3,0,0,0,26,0,0,3,3,0,0,0,0,0,9,0,0,3,3,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,9,0,0,0,3,3,0,0,0,0,8,10,9,9,0,6,8,5,0,0,42,32,38,43,33,42,36,17,0,0,239
LGA32770,0,0,11,3,8,3,0,0,0,22,0,3,3,7,6,3,0,0,0,18,0,0,4,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,9,0,0,3,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,15,11,11,8,5,0,0,0,0,48,119,126,222,177,102,80,24,12,0,862
LGA32810,3,44,204,172,207,148,64,22,6,873,0,12,77,100,102,66,29,9,0,395,3,0,52,107,88,71,26,4,0,355,0,0,21,55,50,39,8,3,0,188,0,4,23,53,61,58,10,3,0,215,4,0,13,30,36,44,18,11,0,163,106,82,244,230,245,295,196,114,66,1581,529,511,1520,1573,1810,1893,1259,535,159,9783
LGA33100,0,3,13,3,7,10,0,0,0,39,0,3,12,0,4,7,3,0,0,30,0,0,8,3,3,0,0,0,0,12,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,4,0,4,0,17,0,0,3,4,3,3,3,0,0,22,6,3,18,11,18,12,19,4,0,88,32,27,112,74,126,127,108,41,3,651
LGA33200,3,6,20,25,19,19,10,0,3,112,4,0,7,10,16,13,5,0,0,56,0,0,9,3,14,5,3,0,0,37,0,3,9,7,3,3,5,0,0,28,0,0,10,12,11,14,3,3,0,50,0,0,0,3,8,3,5,0,0,24,5,15,26,10,23,31,29,11,0,153,70,103,179,156,223,215,206,78,28,1269
LGA33220,25,249,861,1003,1216,1021,513,163,64,5096,9,101,466,653,730,613,201,61,13,2846,3,41,350,648,700,493,91,32,9,2368,0,16,196,361,453,296,62,20,8,1405,0,19,211,384,458,321,65,29,4,1499,11,20,106,195,211,169,80,37,13,849,587,490,939,1096,1175,1533,1768,1039,492,9108,5564,4275,8687,10698,12938,15576,16133,8018,2553,84458
LGA33360,33,335,715,694,698,464,158,44,14,3158,5,227,687,581,543,394,73,14,3,2526,9,142,592,570,602,360,79,5,0,2357,0,81,463,533,516,358,38,4,4,1998,4,78,921,1176,1222,623,60,4,0,4085,5,35,416,706,653,365,55,8,6,2234,422,338,738,779,907,656,390,220,62,4503,3803,3638,8552,8849,9209,7270,4150,1721,509,47696
LGA33430,132,2427,9896,8889,8672,6269,2727,757,313,40088,47,960,6487,6475,5841,3974,1397,301,127,25612,18,413,4545,5889,5490,3469,1080,270,81,21265,16,195,2635,3854,3483,2142,699,176,61,13264,13,162,2972,5390,5015,2884,955,249,90,17722,26,115,1081,2943,3274,2110,936,375,105,10967,3258,3513,7135,6321,6355,5755,5329,3931,3232,44828,34146,37264,76418,76569,74972,64086,52921,26838,11643,454866
LGA33610,9,71,198,151,153,151,43,25,5,804,3,25,112,97,112,78,28,8,0,459,0,4,73,97,76,61,15,7,0,336,4,3,35,42,46,35,15,7,0,177,0,0,33,65,63,30,12,6,3,216,0,0,16,29,37,35,17,10,0,142,88,50,147,147,150,183,167,99,41,1076,595,547,1292,1240,1403,1412,1069,591,216,8356
LGA33620,8,111,410,498,582,494,213,69,30,2436,3,49,255,327,371,289,101,21,3,1420,0,29,180,256,332,252,60,17,7,1141,0,8,89,165,244,167,28,13,0,716,0,24,105,209,236,170,48,10,3,802,4,6,40,84,127,85,38,10,8,398,327,187,415,454,692,751,783,503,269,4387,2817,2171,4459,5210,6976,7719,7007,3108,1037,40504
LGA33800,0,37,102,117,147,147,62,21,6,646,0,18,71,91,92,104,37,12,0,432,0,14,48,63,103,88,24,13,3,356,0,4,40,32,43,54,12,3,0,196,0,0,28,41,50,38,19,7,3,190,0,0,13,23,40,30,11,3,6,131,80,51,75,89,137,178,192,149,64,1024,647,449,842,1053,1521,1728,1518,994,414,9178
LGA33830,0,6,5,9,3,0,3,0,0,25,0,4,3,3,3,3,0,0,0,13,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,14,7,12,6,4,4,0,0,81,89,81,139,130,101,69,28,17,7,658
LGA33960,59,1139,4229,3489,3019,1884,498,134,33,14486,24,461,2825,2431,2072,1206,230,31,11,9295,5,169,1856,2066,1839,987,142,15,7,7092,3,81,950,1255,1193,592,95,11,3,4177,3,46,863,1507,1344,728,81,12,6,4597,19,29,215,462,469,255,59,18,17,1556,1312,1241,2462,2002,1941,1610,1214,814,421,13024,13460,13931,30018,26216,24379,19058,12336,6165,2246,147814
LGA33980,16,128,249,214,211,129,36,13,4,994,8,93,241,170,176,99,19,3,0,807,13,65,233,179,175,102,23,0,0,795,6,62,238,214,188,79,19,0,0,812,7,81,611,605,401,228,20,0,0,1955,0,18,309,392,265,142,17,4,0,1154,162,253,783,602,488,347,142,48,9,2843,1020,1273,4014,3470,2783,1948,797,255,72,15641
LGA34420,0,4,5,0,3,8,0,0,0,24,0,0,4,3,0,0,3,0,0,12,0,3,7,0,3,7,0,0,0,18,0,0,0,0,3,3,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,12,0,13,3,0,0,0,0,0,33,69,82,154,133,119,95,35,5,7,694
LGA34530,7,130,394,414,513,409,184,43,11,2103,0,75,283,326,421,302,76,18,4,1506,3,28,230,314,391,310,58,12,4,1334,0,24,158,256,295,199,47,4,0,980,3,11,235,446,474,307,43,13,3,1550,0,3,74,187,230,158,63,20,3,736,242,247,532,588,620,551,434,297,200,3708,2345,1833,3717,4481,5354,5298,3828,1868,694,29418
LGA34570,0,0,4,0,3,0,0,0,0,12,0,0,4,0,3,3,0,0,0,9,0,0,0,0,3,3,0,0,0,9,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,35,41,24,27,8,12,3,0,191,62,62,110,87,85,54,26,10,0,493
LGA34580,10,158,451,506,612,447,107,25,7,2325,3,62,276,321,359,264,56,14,0,1363,0,20,183,313,310,229,39,7,3,1118,0,10,101,170,217,103,20,0,0,619,0,8,111,198,214,125,22,6,0,691,4,6,32,76,75,54,17,5,3,279,373,280,544,509,573,503,456,253,125,3622,2721,2599,4650,4595,5435,4809,3945,1717,587,31063
LGA34590,106,1460,5687,5348,4992,3324,959,173,56,22106,22,601,3463,3703,3336,2121,479,58,14,13791,12,254,2312,2927,2612,1673,264,22,11,10099,13,95,1201,1809,1605,978,169,19,8,5906,4,63,1141,2078,1981,1124,157,29,12,6589,15,37,345,689,716,461,131,39,11,2451,2053,1713,3344,3149,3088,2611,2108,1160,604,19833,21444,21029,42713,41352,38980,32961,23460,9550,3357,234848
LGA34710,3,21,68,45,64,51,18,4,6,287,0,15,50,41,33,45,13,3,3,196,0,10,30,33,41,29,3,0,0,145,0,4,13,20,20,20,3,0,0,92,0,3,24,32,35,14,5,0,0,121,0,0,11,13,18,10,0,4,0,53,32,21,45,48,55,61,50,26,13,346,247,223,445,420,520,527,317,182,76,2964
LGA34770,42,582,1659,1460,1659,1261,402,85,30,7168,12,339,1286,1099,1236,841,191,51,14,5063,4,180,1106,1169,1270,883,151,26,12,4793,3,124,787,859,914,626,92,11,4,3425,3,118,1359,1669,1592,925,127,33,8,5823,4,23,384,732,859,499,108,39,13,2667,759,661,1584,1582,1874,1568,1036,767,356,10181,7264,6700,15483,15281,16946,14415,8952,4517,1645,91204
LGA34800,0,6,13,12,11,7,4,0,0,58,0,3,8,4,15,5,0,0,0,41,0,3,4,9,4,3,0,0,0,28,0,0,9,5,3,0,3,0,0,21,0,0,10,18,13,9,0,0,0,55,0,0,4,8,9,5,0,0,0,30,3,4,10,11,17,17,10,5,0,81,21,50,124,130,118,123,72,25,9,665
LGA34830,0,3,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,0,0,0,11,22,33,43,28,33,44,12,5,0,224
LGA34860,11,105,250,173,176,152,40,25,7,945,3,51,193,156,138,82,29,9,8,657,0,28,143,118,123,80,25,5,6,523,0,13,78,76,76,51,18,3,7,319,0,14,133,110,110,88,24,9,6,486,0,0,44,44,60,32,29,10,0,223,100,71,233,185,196,179,142,103,52,1274,693,729,1858,1614,1683,1492,1027,589,225,9908
LGA34880,0,55,199,237,314,251,93,21,9,1182,0,20,135,162,213,144,40,15,0,734,0,3,77,144,202,110,24,10,0,570,0,3,25,89,100,61,24,3,0,303,0,3,54,102,125,83,10,5,0,393,0,5,27,38,42,43,27,3,0,185,259,300,556,479,464,436,343,213,50,3100,1228,1128,2339,2635,3100,3117,2489,1267,379,17681
LGA35010,116,2000,6832,6899,6956,4907,1747,411,150,30018,33,830,4854,5163,4842,3054,847,162,54,19836,14,311,3300,4834,4593,2738,577,80,29,16463,3,124,1786,3144,2985,1619,320,59,18,10056,3,84,1956,4507,4325,2224,409,77,12,13599,24,50,547,1868,2173,1040,334,103,36,6176,2116,1933,3879,3818,3756,3370,3505,2511,2113,27008,27602,25704,52002,57623,57823,49090,40430,18548,7364,336175
LGA35250,0,4,10,8,9,3,0,0,0,27,0,3,10,3,7,0,0,0,0,22,0,0,4,5,5,7,0,0,0,19,0,0,4,0,0,3,0,0,0,11,0,0,8,6,3,0,0,0,0,20,0,0,0,0,0,3,0,0,0,4,35,13,33,19,15,10,5,3,0,139,105,83,182,146,134,77,47,17,0,793
LGA35300,20,162,292,195,229,135,41,8,0,1077,8,119,302,208,179,89,32,0,0,947,3,77,266,185,178,114,21,0,0,839,0,71,247,182,185,105,20,3,0,808,3,86,674,484,425,204,29,0,0,1910,5,3,105,154,143,69,14,0,0,497,171,182,497,318,393,270,142,48,19,2031,1118,1398,3526,2596,2532,1708,902,335,80,14193
LGA35600,4,36,79,64,66,46,21,3,0,322,5,11,47,39,30,43,8,0,3,185,3,10,34,28,40,38,4,0,0,152,0,3,17,19,17,28,5,0,0,93,0,0,25,24,24,20,12,0,0,104,0,5,9,9,11,15,10,0,0,53,26,32,52,38,60,57,56,50,27,388,224,267,533,496,598,601,364,221,102,3411
LGA35670,0,0,4,3,5,0,0,0,0,18,0,4,6,0,10,3,0,0,0,27,0,0,0,5,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,5,3,4,3,0,0,0,0,15,0,0,0,5,0,0,0,0,0,11,3,3,3,3,0,0,0,0,0,22,84,99,136,120,124,70,28,10,0,665
LGA35740,11,99,439,648,838,711,405,120,40,3320,0,33,245,452,540,455,230,66,18,2033,3,14,186,428,515,420,169,61,15,1815,0,7,96,224,315,242,105,26,6,1017,0,6,114,324,440,299,181,43,11,1421,0,3,66,227,309,263,202,58,18,1152,230,151,267,515,583,637,680,432,382,3884,2838,1846,3887,6144,7959,8442,7647,3565,1373,43702
LGA35760,9,36,99,95,115,121,66,14,3,559,0,11,52,52,73,51,24,3,0,274,0,7,33,54,65,42,17,5,0,228,0,3,17,28,60,27,9,3,0,148,0,0,37,49,42,29,13,4,0,179,0,0,8,24,24,22,21,7,0,107,72,64,145,159,196,200,241,163,83,1321,538,444,1051,1091,1467,1525,1442,772,292,8625
LGA35780,0,3,33,15,14,10,0,0,0,81,0,5,18,14,14,14,0,0,0,69,0,0,16,15,10,8,0,0,0,49,0,0,5,5,3,4,3,0,0,26,0,0,5,7,8,9,0,0,0,38,0,0,3,0,0,4,0,0,0,12,29,10,20,24,19,12,3,0,0,114,246,241,401,307,277,190,82,13,6,1768
LGA35790,0,4,19,5,13,9,0,0,0,50,0,0,8,4,12,8,0,0,0,32,0,0,5,3,13,8,0,0,0,27,0,0,0,0,3,3,0,0,0,15,0,0,0,4,7,8,0,0,0,21,0,0,3,0,0,0,0,0,0,5,12,9,19,9,18,0,0,0,0,80,223,232,347,268,325,199,69,8,0,1662
LGA35800,0,10,27,18,24,17,9,0,0,97,0,3,20,16,9,10,3,3,0,67,0,4,13,5,9,12,3,0,0,44,0,0,3,14,6,8,0,0,0,31,0,0,5,4,13,3,0,0,3,24,0,0,0,3,4,5,8,0,0,17,8,9,15,21,20,38,21,14,8,147,67,83,176,164,234,294,198,89,29,1325
LGA36070,0,0,5,4,3,0,0,0,0,10,0,0,5,3,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,11,0,0,0,7,4,3,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,3,5,3,0,0,0,0,24,50,53,100,122,109,64,41,9,0,553
LGA36150,0,8,22,9,14,12,0,0,0,68,0,0,14,8,12,4,0,0,0,44,0,0,4,0,10,5,3,0,0,23,0,0,7,3,3,3,0,0,0,13,0,0,3,0,11,3,0,0,0,25,0,0,0,0,3,0,0,0,0,3,3,0,10,5,8,18,8,3,0,57,33,48,122,78,143,112,73,26,9,648
LGA36250,30,668,2293,2318,2546,2033,767,190,62,10915,10,283,1628,1744,1854,1378,390,95,27,7408,5,135,1237,1611,1875,1283,279,61,20,6502,3,60,626,1123,1221,778,133,36,10,3993,3,33,701,1675,1959,1056,245,36,20,5731,9,14,222,752,1115,709,197,57,28,3102,526,425,836,999,1128,1130,1118,921,792,7875,9730,8191,15769,18459,21188,19872,15357,7557,3279,119405
