LGA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA41060,11824,2397,482,37,30,14775,9733,3061,584,14,67,13461,2350,2211,1449,12,17,6036,893,1984,579,0,7,3465,2030,1021,716,16,15,3795,96,309,72,0,0,486,183,102,93,3,0,388,120,70,17,0,0,215,5676,5698,2935,36,46,14388,160,422,24,0,0,607,654,339,136,3,5,1142,28039,11914,4156,101,157,44365
LGA41140,1360,24,3,19,13,1417,1130,12,0,10,8,1159,277,12,8,0,3,303,82,20,5,0,4,112,233,8,4,3,6,246,19,25,7,0,0,44,58,3,0,4,0,68,29,3,0,3,0,34,696,70,27,11,11,814,27,9,0,0,0,38,82,7,4,0,0,98,3293,123,35,42,32,3521
LGA41190,307,0,0,11,0,318,202,0,0,4,0,210,9,0,0,0,0,9,17,0,0,0,0,17,62,0,0,0,3,59,3,0,0,0,0,3,17,0,0,0,0,23,15,0,0,0,0,15,123,0,0,0,3,121,8,0,0,0,0,13,16,0,0,3,0,20,661,0,0,20,4,688
LGA41330,239,0,0,3,15,253,119,0,0,0,3,126,72,0,0,0,0,73,42,0,0,0,0,42,68,0,0,0,3,76,7,3,0,0,0,14,30,0,0,0,0,30,12,0,0,0,3,10,233,3,0,0,12,252,7,0,0,0,0,9,46,0,0,0,3,50,653,7,0,0,30,694
LGA41560,2234,68,33,26,0,2359,1539,20,5,4,10,1576,680,37,44,0,0,761,135,95,5,0,0,235,359,22,10,0,0,396,23,12,5,0,0,48,63,3,3,0,0,70,49,3,0,0,0,55,1311,176,71,3,3,1563,42,24,23,0,0,83,122,9,8,5,3,152,5250,294,138,39,22,5735
LGA41750,205,3,0,18,3,225,94,0,0,5,4,99,0,0,0,0,0,0,4,0,3,0,0,10,35,0,0,0,0,35,0,0,0,0,0,0,11,0,0,8,0,17,14,0,0,0,0,17,64,0,3,8,0,78,7,0,0,0,0,7,4,0,0,3,0,11,370,3,3,32,5,416
LGA41830,272,4,0,4,0,284,200,3,0,0,0,206,37,3,0,0,0,41,20,3,9,0,0,30,48,4,0,0,0,58,7,13,0,0,0,20,17,0,0,0,0,19,7,0,0,0,0,10,148,18,6,0,0,178,0,0,0,0,0,5,22,0,3,0,0,24,638,26,16,5,6,685
LGA41960,195,9,0,6,0,218,120,0,0,3,0,129,17,0,0,0,0,17,4,3,0,0,0,9,59,0,0,0,0,66,0,7,0,0,0,9,10,0,0,0,0,14,6,0,0,0,0,6,100,13,0,3,0,119,7,3,0,0,0,6,9,3,0,0,0,11,437,29,3,12,0,483
LGA42030,2369,182,6,41,0,2597,3174,197,6,5,6,3381,969,368,51,0,8,1388,125,272,18,0,0,414,447,114,13,0,3,575,30,50,3,0,0,79,111,17,0,10,0,141,22,14,0,0,0,40,1701,826,83,17,14,2642,93,75,24,0,0,189,156,50,5,3,0,221,7488,1333,125,61,25,9038
LGA42110,730,13,0,10,10,759,464,4,0,3,7,475,63,6,0,0,0,72,6,7,0,0,0,11,162,3,0,0,0,171,5,3,0,0,0,16,43,0,0,0,0,44,25,0,0,0,0,25,308,30,0,3,4,347,15,0,0,0,0,16,46,0,0,3,7,53,1561,43,0,21,22,1645
LGA42250,1090,0,0,9,4,1106,1127,0,3,6,3,1132,110,9,3,0,0,124,0,0,0,0,0,0,167,3,0,0,3,170,0,0,0,0,0,0,61,0,0,3,0,70,36,0,0,0,3,34,373,10,3,5,3,400,27,0,0,0,0,27,49,0,0,0,0,54,2663,11,8,20,15,2721
LGA42600,3472,1309,532,9,12,5334,3000,864,342,3,12,4223,638,1025,1027,20,6,2720,47,121,66,0,0,231,452,524,331,3,7,1317,17,38,118,0,0,169,15,20,22,3,4,63,22,27,30,0,0,77,1191,1757,1584,29,20,4577,50,120,202,0,10,382,129,111,97,0,13,347,7848,4160,2755,37,71,14872
LGA42750,714,5,0,6,14,736,538,3,0,10,3,555,122,7,20,0,0,151,39,3,0,0,0,44,178,4,0,0,3,184,9,11,0,0,0,15,26,0,0,0,0,30,32,3,0,0,0,32,407,22,21,0,6,460,8,0,0,0,0,14,45,0,0,0,7,47,1712,36,25,17,23,1812
LGA43080,192,0,0,3,0,194,110,0,0,0,0,109,3,0,0,0,0,5,5,0,0,0,0,9,51,0,0,0,0,51,0,0,0,0,0,0,15,0,0,0,0,17,6,0,0,0,0,6,82,0,0,4,0,88,11,0,0,0,0,9,9,0,0,3,0,13,409,0,0,12,0,419
LGA43220,193,3,0,0,0,197,89,0,0,0,0,89,3,0,0,0,0,3,5,0,0,0,0,9,53,0,0,0,0,59,0,0,0,0,0,0,6,0,0,0,3,9,13,0,0,0,0,12,82,0,0,0,3,90,5,4,0,0,0,10,7,0,0,0,0,11,377,9,0,0,3,389
LGA43360,416,15,0,0,0,428,230,0,0,0,0,239,63,13,0,0,0,76,14,0,4,0,0,22,70,3,4,0,0,76,11,0,0,0,0,8,37,0,0,0,3,45,19,0,0,0,0,22,218,20,9,0,3,249,14,3,0,0,0,11,22,4,0,0,0,27,897,37,8,10,3,953
LGA43650,1588,8,0,13,6,1617,2530,10,0,5,9,2555,273,11,6,0,0,291,21,15,0,0,0,39,267,12,0,3,0,279,5,4,0,0,0,12,91,0,0,0,3,95,19,0,0,0,0,19,671,41,9,3,7,730,22,0,0,0,0,29,88,4,3,0,0,94,4906,65,12,21,19,5023
LGA43710,753,0,0,37,10,792,737,3,0,3,3,742,59,0,0,3,0,58,8,4,0,0,0,10,193,3,0,8,0,199,11,0,0,0,0,9,29,3,0,8,0,42,21,3,0,0,0,24,313,17,0,12,0,348,10,0,0,3,0,17,30,0,0,3,0,34,1848,16,0,53,10,1933
LGA43790,1683,55,15,31,7,1799,1314,25,0,6,6,1353,266,34,31,0,0,336,96,24,35,0,0,152,355,14,20,3,0,399,17,22,9,0,0,48,118,7,3,12,3,144,37,3,0,0,0,48,888,110,102,14,5,1121,25,56,0,0,0,81,103,26,9,3,3,140,4013,268,132,57,27,4497
LGA43920,893,0,0,5,4,907,1639,3,0,5,8,1658,83,0,0,3,0,90,0,6,0,0,0,7,220,0,0,0,4,222,3,3,3,0,0,8,24,0,0,7,0,35,21,0,0,0,0,25,350,15,5,10,4,382,17,0,0,0,0,18,62,3,0,5,3,65,2964,17,3,28,21,3032
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
LGA44060,8641,1539,343,3,13,10540,10267,2049,393,7,40,12754,2234,1686,606,4,21,4554,785,1453,504,0,5,2748,1547,697,324,3,6,2582,142,301,79,0,4,518,107,50,26,0,4,194,76,48,11,0,3,143,4901,4231,1552,12,47,10740,114,259,41,0,4,413,503,235,85,0,5,833,24419,8310,2411,20,111,35275
LGA44210,1496,3,0,62,11,1573,1099,3,0,11,10,1122,198,6,7,0,7,210,55,13,3,0,0,69,272,0,0,8,6,288,4,8,0,0,0,11,57,0,0,5,0,57,29,0,0,3,0,34,610,28,6,12,9,671,35,0,0,3,0,38,91,3,0,4,0,94,3330,39,7,91,33,3506
LGA44340,7796,791,431,14,25,9056,8341,651,360,13,13,9383,1107,338,737,3,7,2192,52,76,72,0,0,202,919,206,387,4,11,1534,51,86,76,0,0,217,56,21,36,0,3,114,59,17,22,0,0,98,2250,731,1338,8,19,4355,266,92,105,0,16,480,347,109,76,0,11,534,18996,2371,2309,43,84,23807
LGA44550,3268,76,3,39,3,3388,5337,60,3,13,11,5428,1323,106,22,0,0,1447,256,79,3,0,0,344,651,70,18,3,7,750,65,42,0,0,0,105,87,13,0,10,0,108,46,4,0,0,0,54,2424,315,43,22,6,2804,114,45,3,0,0,159,199,21,0,0,3,228,11349,507,54,70,29,12013
LGA44620,2633,163,96,11,5,2910,3209,190,62,8,5,3481,939,430,452,3,11,1831,298,434,144,0,0,876,393,61,69,0,3,524,48,37,10,0,0,102,45,26,27,8,3,106,33,16,7,0,0,57,1758,1009,711,6,20,3505,129,6,11,0,5,147,188,42,44,0,5,285,7916,1405,925,30,42,10321
LGA44830,616,3,0,9,15,636,302,0,0,0,0,300,24,0,0,0,0,22,5,3,0,0,0,13,95,0,0,0,0,101,4,4,0,0,0,9,17,0,0,0,0,15,13,0,0,0,0,14,158,10,3,3,0,171,16,0,0,0,0,16,19,0,0,0,0,19,1107,11,4,8,13,1153
LGA45040,2282,76,0,54,21,2431,2329,62,3,3,22,2412,1103,223,35,0,9,1373,282,277,0,0,0,557,454,51,0,6,3,515,39,24,0,0,0,66,82,15,0,9,7,110,47,12,0,0,0,57,2009,599,37,19,12,2672,110,51,0,0,0,168,190,43,3,0,7,245,6922,834,44,76,57,7935
LGA45090,1133,6,4,4,0,1155,997,5,0,4,6,1009,286,20,31,3,0,340,81,11,0,0,0,94,234,0,14,5,3,254,4,11,0,0,0,22,96,5,0,0,0,103,28,4,3,0,0,34,733,65,48,7,3,852,22,3,0,0,0,28,80,14,5,0,0,92,2966,92,55,15,11,3143
LGA45120,848,0,0,13,3,861,514,0,0,3,6,529,66,0,0,3,0,66,23,12,3,0,0,43,167,0,0,4,6,175,13,6,0,0,0,15,36,3,0,3,0,45,23,0,0,0,0,27,338,20,3,5,10,371,19,3,0,0,0,19,36,3,0,0,3,41,1745,31,3,22,19,1829
LGA45290,3435,1058,238,13,9,4757,2541,953,276,3,21,3794,757,1072,974,5,6,2811,49,362,244,0,3,657,593,508,452,13,11,1571,25,126,46,0,0,204,52,32,39,3,0,127,32,23,9,0,0,66,1499,2131,1757,20,17,5425,179,209,107,0,3,495,160,113,53,0,5,338,7808,4464,2436,38,63,14808
LGA45340,16912,906,320,173,36,18340,26080,793,166,19,48,27113,6048,990,287,4,21,7345,1597,913,214,0,0,2731,3506,399,91,13,6,4019,314,155,50,0,0,519,178,46,8,81,8,312,148,34,3,0,0,185,11787,2531,654,99,44,15121,252,628,208,6,4,1101,1024,243,68,13,9,1359,56053,5111,1413,312,135,63024
LGA45400,176,0,0,8,15,196,85,0,0,0,3,87,3,0,0,0,0,3,3,4,0,0,0,9,31,0,0,0,4,33,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,45,4,0,0,4,51,7,0,0,0,0,7,16,0,0,0,0,15,327,3,0,6,15,360
LGA45540,349,6,0,0,0,354,199,6,0,4,0,203,54,0,0,0,0,54,20,6,6,0,0,28,54,3,0,0,0,57,0,0,0,0,0,0,11,0,0,0,0,12,8,0,0,0,0,9,144,12,8,0,0,161,3,0,0,0,0,3,31,0,0,0,0,29,720,22,7,4,0,755
LGA45680,5815,419,15,65,15,6331,11399,724,19,7,33,12180,4367,1526,83,0,11,5992,900,1848,159,0,3,2907,1703,315,34,3,3,2060,136,301,19,0,3,459,458,51,6,20,0,534,82,45,7,0,0,132,7643,4088,309,21,22,12088,104,69,0,0,0,173,615,232,24,5,9,882,25573,5536,364,99,78,31652
LGA45890,10102,1477,383,75,15,12056,12568,2639,449,24,58,15741,3476,1963,1241,10,27,6714,2025,2292,561,4,11,4899,2346,875,561,19,23,3824,360,311,131,0,3,801,389,153,97,18,3,649,130,58,24,0,3,221,8730,5648,2614,48,75,17113,226,258,49,0,4,542,683,336,126,3,24,1174,32308,10357,3621,161,179,46621
LGA46090,1429,76,8,16,6,1533,1369,66,7,3,9,1452,435,154,76,0,4,665,297,224,130,0,3,651,232,45,17,3,7,317,27,8,17,0,0,44,80,24,12,15,4,127,15,9,9,4,5,41,1083,463,260,23,22,1845,15,5,3,0,0,24,115,40,7,4,0,168,4011,640,286,48,35,5021
LGA46300,1384,94,41,19,3,1541,1591,102,14,6,14,1730,458,174,111,3,3,740,278,153,67,0,0,500,371,76,39,6,3,500,21,21,0,0,0,38,52,19,7,4,0,78,22,10,4,0,0,34,1198,449,224,8,13,1895,38,6,7,0,0,53,109,26,14,0,6,153,4317,678,302,38,32,5364
LGA46450,2237,107,6,13,8,2372,2091,69,0,3,12,2181,700,198,17,0,8,923,244,318,51,0,0,612,331,40,5,0,8,379,14,10,13,0,0,32,84,3,4,15,0,104,35,8,3,0,0,46,1407,578,89,19,14,2102,35,14,3,4,0,54,138,44,6,8,3,201,5907,803,112,46,36,6905
LGA46510,2076,225,81,5,0,2381,2183,334,111,3,3,2633,510,397,461,3,9,1378,61,132,32,0,0,221,327,186,176,7,11,710,13,70,16,0,0,95,20,21,25,0,0,65,16,5,4,0,0,33,948,806,711,15,17,2496,22,47,9,0,0,76,99,42,31,0,6,172,5325,1453,935,26,23,7758
LGA46670,1167,24,5,38,10,1234,1121,9,5,10,3,1151,259,28,68,0,0,354,105,14,28,0,0,147,305,19,25,4,3,355,6,14,22,0,0,50,91,5,8,10,10,126,24,3,0,0,0,28,792,90,154,15,11,1065,17,15,14,0,0,39,101,7,11,7,5,129,3200,142,195,62,32,3627
LGA46860,233,6,0,3,0,243,134,0,0,0,0,137,56,3,4,0,0,59,4,3,0,0,0,7,44,3,0,0,0,46,0,0,0,0,0,0,21,0,0,0,0,22,10,0,0,0,0,8,134,8,5,3,0,151,6,0,0,0,0,6,16,0,0,0,0,15,517,18,6,11,3,548
LGA46970,59,4,3,3,0,68,260,3,0,0,3,261,312,42,22,0,0,376,17,6,0,0,0,27,45,0,0,0,0,49,3,0,0,0,0,3,271,75,18,0,0,369,9,0,0,0,0,9,645,128,40,3,0,821,0,0,0,0,0,0,15,5,0,0,0,24,984,138,47,8,3,1177
LGA47140,11906,808,198,99,15,13025,18628,1378,277,17,14,20325,4107,1471,933,13,17,6535,1655,1081,292,5,0,3037,2715,501,217,6,4,3443,289,111,109,0,0,505,465,75,69,31,4,633,131,30,30,0,0,195,9361,3267,1650,56,21,14349,286,160,100,0,3,554,959,166,97,9,16,1252,41146,5777,2324,178,74,49501
LGA47290,356,0,0,3,0,360,185,0,0,3,0,193,0,0,0,0,0,0,11,9,0,0,0,18,76,0,0,3,0,75,8,0,0,0,0,5,51,0,0,3,0,64,19,0,0,0,0,19,160,6,3,7,0,177,7,0,0,0,0,7,21,0,0,4,0,22,733,6,4,14,3,764
LGA47490,345,7,0,6,0,356,197,0,0,0,0,195,45,0,0,0,0,45,19,11,0,0,0,32,68,0,0,0,0,69,0,0,0,0,0,3,24,0,0,0,0,24,11,0,0,0,0,13,170,9,0,5,0,186,6,0,0,0,0,7,21,3,0,3,0,34,744,20,0,18,4,780
LGA47630,893,3,0,5,6,912,810,0,0,3,6,825,195,6,9,3,0,218,36,3,0,0,0,40,169,0,0,0,0,173,10,4,0,0,0,18,87,5,3,0,0,97,34,0,0,3,0,39,541,23,8,4,0,582,55,6,0,0,0,64,47,0,0,0,0,48,2348,35,8,18,13,2427
LGA47700,11673,526,161,5,14,12377,15150,545,173,12,28,15900,2355,512,184,0,8,3059,803,303,49,0,3,1154,1745,234,93,3,5,2078,90,75,15,0,0,181,159,25,6,0,0,187,74,5,5,3,0,86,5218,1152,350,9,13,6746,339,488,11,0,3,840,571,94,25,0,4,698,32954,2802,722,25,59,36559
LGA47800,844,5,0,10,3,866,576,8,0,8,3,598,99,8,6,0,0,117,53,9,0,0,0,54,204,0,0,0,0,212,11,0,0,0,0,11,86,0,0,10,0,98,41,0,0,0,0,47,494,24,7,8,3,537,25,22,0,0,0,48,52,3,0,0,3,61,1994,55,11,32,12,2107
LGA47910,490,21,0,14,5,535,246,0,0,0,0,255,37,13,3,0,0,54,6,0,0,0,0,9,112,12,0,0,0,128,0,0,16,0,0,16,13,0,4,3,0,24,15,4,3,0,0,19,189,34,28,3,0,251,4,0,3,0,0,11,21,3,0,0,0,29,959,58,30,19,8,1077
LGA47980,3897,705,466,3,7,5074,3336,644,496,3,12,4489,674,564,1233,4,8,2482,18,197,129,0,3,344,512,330,564,0,3,1412,7,54,102,0,0,167,20,12,23,0,0,56,33,17,19,0,0,64,1266,1171,2067,9,13,4526,59,133,158,0,3,346,150,70,79,0,3,298,8711,2713,3262,15,32,14738
LGA48050,2714,171,19,18,7,2927,1454,30,4,0,3,1498,665,127,44,6,3,842,44,10,3,0,0,62,346,48,11,0,3,412,23,51,3,0,0,81,47,4,3,5,0,58,28,5,0,0,0,33,1154,251,75,8,10,1492,58,127,3,0,0,187,142,31,0,0,0,176,5522,610,105,33,15,6283
LGA48130,983,11,7,23,0,1025,862,4,0,8,3,885,119,5,6,0,0,133,13,6,6,0,0,30,274,4,6,0,0,286,27,0,18,0,0,47,72,0,0,0,0,74,22,0,0,0,0,30,529,19,38,5,3,598,26,0,0,0,0,27,45,3,4,3,3,56,2448,42,54,33,14,2590
LGA48260,956,191,35,12,4,1199,610,144,24,0,3,780,147,147,100,0,0,388,5,34,138,0,0,177,96,66,51,0,0,218,0,8,6,0,0,15,9,3,6,3,0,20,8,9,0,0,0,14,269,267,297,4,0,832,9,25,10,0,0,48,32,14,23,3,3,76,1874,643,392,16,9,2938
LGA48340,1763,30,0,18,7,1821,1485,13,0,6,3,1504,335,49,38,0,5,428,136,18,0,0,0,148,255,13,3,0,3,274,8,17,0,0,0,29,87,4,0,7,0,105,37,3,3,3,0,50,867,99,44,11,9,1033,33,0,0,0,0,33,111,3,3,4,0,123,4264,139,57,33,18,4511
LGA48410,5896,834,323,9,15,7074,5188,1108,424,12,26,6755,1565,1133,1311,8,14,4029,304,552,258,0,0,1122,1285,677,607,9,17,2588,90,231,46,0,0,368,87,58,90,3,4,245,71,36,15,0,3,122,3399,2692,2322,16,39,8470,107,246,38,0,0,395,313,167,88,4,10,592,14909,5049,3192,42,87,23284
LGA48540,1693,455,25,18,8,2196,2018,836,17,9,12,2889,601,435,109,3,3,1144,144,1238,182,0,0,1569,209,213,16,0,6,452,12,33,0,0,0,48,71,42,15,4,3,140,21,32,0,0,0,50,1060,1989,325,5,15,3397,12,9,0,0,0,30,109,133,22,3,4,265,4900,3417,392,34,35,8774
LGA48640,204,0,0,9,3,220,96,0,0,3,0,98,13,0,0,0,0,13,8,3,0,0,0,19,65,0,0,0,3,73,0,0,0,0,0,0,21,0,0,0,0,21,7,0,0,0,0,7,122,3,0,0,3,132,4,0,0,0,0,5,19,0,0,0,0,19,440,13,3,17,4,477
LGA48750,857,10,11,31,3,909,688,6,3,0,5,704,135,27,22,4,0,185,8,0,6,0,0,15,127,7,3,9,8,147,7,0,3,0,0,5,40,0,0,3,0,45,12,0,0,0,0,12,327,37,34,15,4,415,21,0,0,0,0,23,45,0,0,0,0,53,1939,53,49,48,17,2105
LGA48830,2375,20,9,105,11,2518,1045,4,0,9,3,1061,199,5,0,0,0,213,93,33,3,0,3,134,400,0,5,8,3,415,9,3,3,0,0,14,51,0,0,10,3,64,52,0,0,3,3,61,808,41,16,20,13,892,44,0,0,0,0,53,105,0,0,4,0,120,4383,74,25,132,30,4647
LGA49399,301,0,0,33,32,366,98,0,0,3,3,109,18,0,0,0,0,15,105,0,0,0,0,104,57,0,0,3,6,62,58,0,0,0,0,60,164,4,9,10,19,209,36,0,0,0,9,44,434,7,10,10,36,500,30,0,0,4,3,35,41,0,0,27,3,67,904,6,10,81,72,1083
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,4504,214,4,117,20,4865,4126,58,3,15,18,4215,1362,191,11,5,9,1581,431,181,0,0,4,618,1011,80,4,9,5,1104,53,123,13,0,0,188,147,23,0,45,7,218,103,12,0,4,0,121,3101,606,35,62,22,3832,83,65,0,5,4,155,275,73,3,7,3,355,12091,1016,46,205,63,13425
LGA50210,5564,413,24,24,5,6033,13410,957,39,5,12,14414,2340,876,66,4,17,3301,286,327,60,0,0,673,1485,272,21,0,10,1790,31,40,7,0,0,80,146,27,0,42,0,216,70,17,0,0,0,90,4367,1566,151,51,26,6157,84,108,0,0,0,196,481,150,7,4,7,652,23905,3195,222,83,53,27453
LGA50250,91,3,0,39,0,135,42,0,4,5,0,46,85,16,16,0,0,117,77,9,3,3,0,93,44,0,0,3,0,47,62,3,0,0,0,64,1158,110,30,13,0,1305,29,0,3,0,0,30,1447,137,46,15,0,1649,9,0,0,3,0,19,36,3,0,9,10,62,1622,147,55,75,15,1909
LGA50280,1477,22,7,49,10,1566,1801,31,0,15,9,1859,496,62,7,0,3,564,56,30,20,0,0,107,552,19,0,11,4,592,12,0,4,0,0,19,78,3,0,21,6,109,57,0,0,3,6,70,1254,115,39,40,18,1466,49,0,11,0,3,66,80,3,3,5,4,93,4662,169,58,106,50,5049
LGA50350,1502,189,52,0,0,1749,1972,277,65,0,8,2311,497,195,46,0,3,744,134,143,47,0,0,327,374,91,22,0,0,486,26,17,0,0,0,40,26,6,0,0,0,31,18,5,0,0,0,26,1072,465,112,0,6,1657,18,23,0,0,0,46,90,21,6,0,0,124,4649,979,237,3,11,5883
LGA50420,6148,898,235,3,12,7296,6741,1515,490,3,26,8782,2088,1261,915,0,9,4286,214,441,163,0,3,822,1491,613,369,0,10,2484,26,79,18,0,0,122,119,64,48,0,0,231,65,25,15,0,0,106,4006,2484,1528,4,25,8050,65,116,14,0,0,201,421,146,73,4,7,646,17385,5169,2343,17,69,24982
LGA50490,2870,447,135,7,3,3463,3379,850,339,0,13,4584,1651,865,716,0,13,3248,530,459,70,0,4,1062,918,328,169,3,4,1427,35,16,0,0,0,56,95,44,19,0,0,158,60,16,3,0,0,78,3287,1729,980,3,28,6031,47,26,6,0,0,90,266,123,97,0,10,494,9854,3186,1559,17,45,14660
LGA50560,324,0,0,3,0,332,190,0,0,0,0,193,16,0,0,0,0,16,15,0,5,0,0,25,34,0,0,0,0,37,0,0,0,0,0,3,8,0,0,0,0,15,12,0,0,0,0,12,97,0,6,0,3,108,10,0,0,0,0,10,21,0,3,0,0,25,640,3,14,3,8,671
LGA50630,187,0,0,6,0,195,223,0,0,0,0,228,68,4,3,0,0,76,11,0,0,0,0,15,50,0,3,0,0,51,0,0,0,0,0,0,36,0,0,0,0,36,7,0,0,0,0,8,169,8,11,0,0,184,10,0,0,0,0,10,12,0,0,0,0,21,597,13,13,12,4,633
LGA50770,302,0,0,3,0,314,179,0,0,4,0,183,21,0,0,0,0,26,11,0,0,0,0,13,58,0,0,0,0,58,0,0,0,0,0,0,20,0,0,0,0,20,16,0,0,0,0,16,126,3,0,0,0,133,9,0,0,0,0,9,22,4,0,0,0,25,634,6,0,6,3,655
LGA50840,779,8,0,3,0,791,622,0,0,0,0,627,114,3,9,0,0,127,25,12,0,0,0,36,132,0,4,0,0,133,3,5,0,0,0,8,28,3,0,0,0,28,16,0,0,0,0,14,318,21,11,0,0,357,15,10,0,0,0,24,41,0,0,9,0,54,1774,45,11,12,8,1857
LGA50910,173,0,4,3,0,184,64,0,0,0,0,69,8,0,0,0,0,8,9,3,6,0,0,18,39,0,0,0,0,37,5,0,4,0,0,9,24,0,0,0,0,24,5,0,0,0,0,5,87,3,12,0,0,101,7,0,0,0,0,4,15,0,0,3,0,16,344,7,11,8,0,375
LGA50980,487,12,10,229,12,755,1122,34,31,20,8,1219,535,140,152,22,3,850,858,73,48,0,23,1013,237,21,29,21,10,318,45,0,0,0,3,47,370,66,18,76,22,546,71,4,3,4,12,87,2112,304,252,117,76,2870,38,3,3,6,4,56,119,22,25,41,11,221,3881,377,324,423,110,5112
LGA51080,165,0,0,0,0,167,74,0,0,0,0,79,3,0,0,0,0,3,15,0,0,0,0,19,24,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,24,13,0,0,0,0,13,89,0,0,0,0,93,11,0,0,0,0,11,12,0,0,0,0,12,352,0,0,0,3,362
LGA51120,180,0,0,0,0,181,59,0,0,0,0,63,0,0,0,0,0,0,8,8,0,0,0,17,46,3,0,0,0,50,0,8,0,0,0,9,28,0,0,0,0,32,3,0,0,0,0,3,85,21,0,0,3,110,4,0,0,0,0,7,12,0,0,0,0,12,339,20,0,0,6,370
LGA51190,3002,369,143,99,7,3625,3550,323,49,7,6,3936,1296,605,222,3,3,2126,238,413,13,0,0,664,853,252,60,0,3,1173,23,52,52,0,0,123,86,44,9,19,3,165,45,23,8,3,0,78,2538,1393,367,25,11,4332,25,22,107,0,0,160,211,76,44,9,5,343,9324,2177,717,142,31,12390
LGA51260,3718,292,4,314,13,4340,4396,122,3,21,15,4558,1470,212,3,0,3,1688,293,230,3,0,0,522,939,82,9,8,7,1037,6,21,12,3,0,42,132,11,0,53,7,205,68,15,3,3,0,86,2901,579,24,67,16,3583,85,71,0,12,0,167,226,51,3,26,6,317,11320,1116,35,436,55,12961
