LGA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA45290,3661,7222,28,143,306,1337,51,210,2070,7698,2458,9387,203,805,424,1443,552,1722,1179,3969,3634,13357,7,30,88,301,9,25,424,1003,529,1353,67,197,236,537,480,994,781,1720,1307,3078,244,509,8845,24166
LGA45340,17842,35339,275,1544,1818,8249,504,2210,10124,38860,12725,50863,1117,4592,1715,5805,3845,12030,6681,22432,19410,73289,98,430,659,2186,270,965,3516,9278,4537,12853,375,1142,892,1940,2745,5762,4017,8843,8554,21698,593,1240,46398,131563
LGA45400,140,271,0,0,6,42,3,15,45,175,52,236,3,8,3,16,8,30,18,51,73,286,0,0,0,3,0,3,6,28,12,32,0,3,0,0,7,20,8,25,21,57,0,3,235,611
LGA45540,212,406,3,20,9,52,5,14,44,173,64,257,0,6,10,24,22,76,36,104,100,361,0,9,5,20,4,15,50,143,63,184,6,21,10,21,25,48,40,83,102,273,6,15,418,1056
LGA45680,7132,14207,191,1152,968,4851,337,1538,5076,20326,6563,27864,447,1930,596,2007,1682,5391,2720,9329,9285,37189,106,501,447,1817,264,971,2872,8049,3691,11335,185,610,439,997,1631,3553,2259,5168,5951,16503,415,885,22776,68785
LGA45890,11056,21998,177,1019,1146,5385,262,1179,7525,28126,9113,35707,628,2665,1102,3819,2176,6893,3904,13379,13017,49085,75,343,428,1507,179,632,2115,5570,2788,8046,285,939,713,1594,2314,4987,3307,7526,6098,15569,739,1569,30914,88218
LGA46090,1369,2678,23,108,108,506,45,202,691,2661,868,3477,31,134,81,236,239,725,355,1095,1223,4564,5,16,40,147,37,125,344,1045,425,1337,17,57,51,107,226,485,295,647,718,1985,63,142,3373,9369
LGA46300,1540,3017,18,104,136,626,37,160,809,3120,1010,4011,49,180,90,269,184,558,315,1002,1320,5014,3,19,51,165,25,79,275,778,354,1036,20,53,70,151,183,390,269,589,622,1630,52,109,3539,9764
LGA46450,1905,3765,22,144,205,940,65,308,782,3089,1078,4476,87,352,116,355,358,1113,567,1817,1638,6292,24,130,76,272,37,148,351,970,498,1525,31,89,83,183,289,603,402,879,894,2396,57,119,4502,12577
LGA46510,1895,3740,17,78,244,1103,24,90,1483,5592,1765,6856,140,574,262,889,413,1310,811,2776,2575,9636,3,18,33,112,15,43,184,447,240,627,27,88,95,215,255,537,380,844,619,1474,111,241,5200,15084
LGA46670,1170,2297,12,69,111,516,25,119,468,1833,619,2536,41,163,71,220,189,560,294,946,914,3487,4,16,27,97,19,66,170,465,215,644,14,42,30,63,138,275,181,381,395,1028,31,72,2504,6887
LGA46860,204,400,3,31,11,37,3,21,66,260,86,345,0,6,10,39,17,58,33,104,120,454,0,0,0,0,0,0,8,28,8,28,0,0,0,0,15,26,12,28,24,57,3,4,352,912
LGA46970,305,585,8,27,41,170,18,69,380,1509,435,1778,7,40,15,38,41,130,68,213,502,1986,0,0,5,25,3,19,51,138,63,176,0,0,10,17,16,35,27,53,90,233,0,3,893,2807
LGA47140,12301,24610,310,1853,1542,7638,472,2202,8570,33251,10899,44949,831,3616,1197,4104,3189,10296,5217,18014,16116,62965,128,581,540,2072,317,1138,3001,8161,3977,11946,358,1182,680,1541,2577,5633,3618,8354,7593,20301,666,1411,36679,109282
LGA47290,249,491,0,3,17,79,7,21,123,505,153,614,8,29,10,31,34,101,54,166,205,780,0,4,5,12,0,0,17,39,19,58,5,11,6,9,25,62,36,84,56,137,8,16,514,1420
LGA47490,277,538,0,4,28,124,0,6,137,569,167,704,4,10,5,30,30,91,41,125,210,828,0,0,4,12,3,11,20,55,25,70,0,0,7,12,14,34,21,51,52,124,10,14,540,1504
LGA47630,802,1570,15,87,87,393,22,86,403,1636,521,2201,28,116,56,168,98,311,183,596,705,2796,0,9,5,22,5,18,63,175,78,224,10,23,13,27,55,105,78,162,159,392,23,43,1687,4800
LGA47700,11099,22009,145,796,1181,5358,318,1406,6140,23595,7785,31149,833,3418,1141,3944,2520,7965,4491,15326,12274,46477,59,247,314,1014,110,345,1473,3796,1947,5404,245,780,512,1150,1569,3372,2323,5291,4269,10696,302,626,27949,79809
LGA47800,731,1423,13,70,62,267,12,45,275,1112,357,1496,12,56,28,85,90,280,130,421,486,1921,3,17,15,55,6,26,96,251,124,356,8,18,15,36,63,132,83,189,207,544,24,57,1446,3952
LGA47910,394,768,4,19,30,122,9,33,140,562,180,732,7,25,12,49,37,107,60,184,239,920,0,0,6,27,0,4,28,80,41,109,3,8,7,15,23,39,26,58,67,166,5,11,709,1864
LGA47980,3827,7481,33,175,406,1801,38,173,2431,9174,2914,11328,247,1030,573,1981,566,1730,1389,4741,4297,16067,7,33,65,218,17,45,419,1018,507,1323,60,185,202,446,437,904,702,1532,1210,2856,194,413,9533,26816
LGA48050,2546,5030,26,119,110,501,42,166,559,2143,727,2931,44,164,78,251,217,656,339,1068,1069,4000,4,28,42,153,13,56,229,609,296,854,13,43,54,115,161,340,233,496,526,1343,36,76,4166,10453
LGA48130,784,1534,19,120,70,325,22,99,383,1577,502,2126,37,142,51,156,114,357,203,662,705,2788,3,18,21,77,15,56,106,287,153,446,8,21,33,66,89,190,120,278,275,719,24,43,1783,5090
LGA48260,837,1647,6,47,84,386,13,61,407,1593,518,2080,59,230,138,483,124,373,322,1085,837,3162,0,3,23,65,0,7,72,161,96,240,13,41,32,79,81,154,122,273,217,511,30,62,1913,5382
LGA48340,1485,2904,23,141,122,561,29,131,642,2608,820,3437,44,156,92,297,223,701,363,1153,1179,4590,3,13,39,131,12,49,171,459,223,648,13,37,31,69,152,311,192,414,420,1058,29,65,3112,8617
LGA48410,5806,11494,58,307,486,2182,89,391,3604,13321,4232,16206,349,1439,596,2084,1067,3366,2008,6887,6235,23091,15,74,113,389,45,145,673,1632,840,2243,126,405,290,676,928,1941,1341,3018,2185,5262,396,836,14630,40691
LGA48540,2268,4465,31,191,237,1087,68,282,1116,4273,1456,5825,75,290,172,538,378,1173,622,2004,2076,7828,20,79,85,313,50,175,592,1613,745,2180,34,96,100,194,325,701,452,995,1194,3175,64,135,5605,15603
LGA48640,150,297,0,3,5,29,7,19,100,404,107,464,3,14,4,6,19,60,26,75,135,538,0,5,6,7,3,7,13,31,22,55,0,4,3,3,4,13,5,19,25,74,4,7,314,914
LGA48750,827,1638,4,34,33,156,18,68,226,904,288,1166,21,85,25,83,91,274,135,436,420,1603,0,18,14,39,5,29,67,185,94,265,3,14,21,40,50,100,74,154,166,427,5,18,1418,3680
LGA48830,1793,3530,5,37,85,393,17,61,485,1987,592,2483,35,139,75,226,164,494,275,858,864,3340,3,31,28,82,5,22,109,310,148,442,13,50,29,58,104,211,154,315,298,760,28,58,2988,7689
LGA49399,272,534,3,14,13,49,13,49,142,563,170,679,4,13,10,20,48,144,57,174,230,855,0,12,4,18,5,18,43,129,61,172,3,4,7,19,31,73,46,94,100,270,10,17,610,1680
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,4323,8486,89,502,397,1850,142,669,2031,8004,2656,11030,130,512,235,752,641,2015,1006,3289,3666,14312,22,108,106,375,69,258,572,1569,773,2309,48,146,114,246,494,1054,654,1449,1426,3756,125,247,9537,26810
LGA50210,7370,14546,188,1061,815,3874,300,1379,6226,23895,7532,30207,421,1768,650,2172,1649,5153,2725,9095,10252,39303,49,247,211,786,137,467,1648,4475,2044,5982,166,525,307,676,1174,2483,1654,3681,3698,9665,362,779,21676,64285
LGA50250,466,913,9,41,52,248,15,79,634,2515,714,2886,14,59,20,56,41,119,75,238,788,3122,0,0,10,22,8,27,67,205,83,252,3,7,7,17,35,86,48,105,136,359,17,47,1404,4437
LGA50280,1569,3046,11,61,137,601,31,122,1120,4205,1300,4995,51,188,94,274,162,474,304,939,1604,5932,3,10,50,170,14,42,258,646,325,861,7,32,48,108,144,297,198,427,521,1294,22,48,3724,10323
LGA50350,1555,3058,17,103,138,631,35,134,1013,3792,1203,4663,86,361,118,414,289,913,500,1690,1699,6352,10,55,33,113,26,97,269,694,345,958,29,87,69,148,277,606,369,845,711,1795,86,183,4053,11394
LGA50420,7116,14009,81,458,575,2640,116,498,4119,15275,4889,18863,341,1408,608,2101,1242,3928,2184,7439,7076,26303,19,109,149,517,57,197,861,2149,1088,2968,114,350,298,662,986,2071,1393,3082,2484,6048,395,837,17066,47207
LGA50490,3953,7801,54,325,262,1258,105,467,2310,8679,2728,10736,136,574,231,777,558,1791,928,3145,3662,13877,12,67,90,323,45,166,563,1500,707,2055,55,174,137,307,651,1399,844,1880,1557,3941,309,646,9480,26267
LGA50560,257,499,3,18,14,61,7,21,85,306,105,410,3,10,7,18,33,85,39,116,145,524,0,4,7,15,0,7,21,59,24,86,0,0,3,9,18,31,21,39,45,121,6,16,457,1162
LGA50630,193,383,0,19,10,52,4,11,148,569,167,653,4,12,10,30,36,102,46,144,216,793,0,0,6,17,0,0,35,91,43,105,0,3,0,3,24,55,29,57,65,165,0,5,475,1343
LGA50770,248,484,0,0,17,60,5,24,107,426,126,513,6,41,9,22,25,61,37,123,168,634,0,0,3,4,0,9,23,78,26,91,3,7,3,8,11,20,18,32,46,119,0,3,465,1248
LGA50840,696,1360,4,30,41,200,23,88,243,968,313,1278,22,78,33,100,65,194,111,367,425,1647,3,11,13,54,3,8,73,197,93,262,7,14,13,28,35,72,51,116,143,376,7,16,1270,3391
LGA50910,125,250,0,4,6,16,0,7,62,226,66,260,4,8,8,19,13,44,23,71,91,324,0,0,0,0,4,16,17,46,19,56,0,0,0,3,8,26,11,25,30,85,3,5,253,672
LGA50980,1337,2588,25,158,129,604,67,307,1085,4256,1303,5325,31,128,68,193,166,531,267,857,1568,6181,13,51,54,195,45,180,398,1164,508,1581,4,16,36,77,169,375,213,466,719,2045,79,172,3700,10983
LGA51080,118,227,4,13,13,37,0,10,70,298,83,359,11,28,5,5,16,52,29,84,110,445,0,0,3,17,3,14,20,61,29,95,0,0,0,3,13,27,13,26,42,122,4,14,276,800
LGA51120,128,245,0,7,8,31,4,13,57,250,73,298,0,3,7,17,15,45,26,70,94,364,0,0,0,3,0,0,14,33,15,36,0,0,0,0,14,22,14,22,25,57,0,3,246,664
LGA51190,3642,7098,35,192,265,1176,86,357,1705,6460,2082,8190,96,389,188,606,545,1661,834,2651,2912,10840,14,68,117,410,65,246,696,1820,887,2533,39,114,163,351,511,1056,714,1514,1603,4054,109,233,8265,22231
LGA51260,4284,8345,74,372,384,1707,112,490,2490,9610,3061,12176,141,529,297,930,588,1754,1023,3208,4090,15390,19,72,110,393,37,131,599,1609,766,2203,47,139,154,321,366,761,563,1222,1335,3427,81,163,9786,27325
LGA51310,2435,4734,24,117,451,2030,29,108,2138,8428,2635,10678,245,989,476,1644,434,1339,1158,3965,3792,14640,3,24,54,173,3,13,216,581,278,786,45,132,93,227,232,503,375,860,649,1651,98,201,6976,21231
LGA51330,8015,16007,151,889,1321,6012,203,933,5950,22894,7633,30729,709,2929,1279,4427,1924,6072,3911,13424,11545,44150,38,187,238,837,62,212,1004,2676,1342,3908,158,505,430,999,1112,2380,1695,3882,3038,7795,649,1423,23251,69376
LGA51400,1656,3232,44,257,277,1265,88,405,1277,4978,1686,6898,99,394,211,654,310,952,623,2003,2307,8897,10,52,73,247,29,101,331,904,443,1304,24,71,66,128,159,335,248,531,693,1835,33,58,4681,14022
LGA51470,79,153,0,0,3,23,0,0,28,126,38,149,0,3,3,7,3,21,9,29,49,181,0,0,0,0,3,3,11,25,13,27,0,0,0,0,0,3,3,0,10,32,0,3,141,371
LGA51540,499,979,14,68,30,137,20,85,314,1218,373,1503,4,25,14,47,92,274,116,348,486,1850,3,16,16,55,16,66,121,345,154,480,0,4,15,28,47,108,70,141,215,625,29,54,1229,3509
LGA51610,168,330,0,0,13,52,3,15,114,453,132,520,8,37,14,46,30,86,55,171,185,693,0,3,0,0,4,8,10,27,12,38,0,0,6,8,10,17,13,25,28,65,0,3,383,1087
LGA51680,708,1381,13,85,86,390,37,148,323,1280,463,1899,46,171,52,182,136,398,234,754,696,2648,3,9,7,30,4,22,51,132,70,195,3,13,10,14,33,68,44,94,113,292,3,9,1521,4332
LGA51750,1038,2002,11,50,142,621,9,49,535,2051,691,2774,67,264,176,609,136,412,383,1288,1074,4057,3,7,36,110,7,16,86,212,129,337,17,61,59,129,114,238,194,431,320,768,51,104,2487,6940
LGA51820,9919,19476,170,952,1261,5749,341,1508,7846,29703,9615,37921,789,3204,1087,3656,2343,7380,4219,14238,13836,52153,49,208,299,1039,124,426,1541,4087,2005,5763,173,556,450,993,1478,3193,2100,4748,4105,10509,443,934,28305,83075
LGA51890,972,1922,15,88,84,395,44,185,477,1845,620,2514,44,167,45,155,219,674,306,994,928,3507,0,5,35,128,11,53,169,486,222,673,13,30,31,62,118,245,153,340,376,1015,29,71,2307,6507
LGA51960,301,578,11,53,33,165,19,97,234,913,301,1227,11,40,23,63,43,146,79,250,379,1472,0,0,8,22,7,20,87,264,99,305,3,5,3,10,41,84,48,100,147,409,4,16,828,2472
LGA52030,180,348,0,3,3,16,4,17,46,197,58,229,0,12,0,0,14,38,16,48,69,278,0,0,3,14,0,0,7,28,10,35,0,5,3,5,11,18,13,30,27,68,3,5,278,702
LGA52100,156,310,0,7,7,27,3,18,64,247,77,291,3,10,4,16,12,27,22,58,93,352,0,0,3,15,0,4,15,60,23,75,0,0,3,6,7,14,10,28,34,105,3,3,292,772
LGA52170,812,1561,13,55,116,540,3,18,458,1840,589,2449,60,232,121,394,129,398,314,1020,900,3470,3,12,15,60,3,10,69,175,93,254,14,42,36,82,68,120,114,246,211,494,26,55,1953,5586
LGA52240,152,291,0,0,10,36,3,14,73,309,91,362,0,3,0,10,21,56,24,73,112,432,0,0,0,0,0,0,6,24,6,24,0,0,0,3,13,24,14,21,20,47,3,6,284,772
LGA52310,128,257,0,0,4,25,0,3,50,195,58,223,3,10,5,14,16,44,21,64,79,287,0,0,0,7,0,3,3,11,6,19,0,3,0,4,3,3,3,15,11,32,3,5,221,590
LGA52380,22,40,0,0,0,4,0,7,3,7,5,14,0,0,0,0,0,8,0,8,7,23,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,5,0,5,5,16,0,0,32,79
LGA52450,158,300,0,10,16,57,3,6,94,375,105,447,3,13,4,8,35,108,37,126,145,575,0,3,3,12,0,3,13,47,24,66,3,10,0,0,15,32,20,36,36,106,5,10,348,992
LGA52520,154,305,6,19,9,50,3,19,104,417,125,505,8,31,7,11,26,93,43,134,168,642,0,0,4,12,0,0,12,34,12,52,0,0,0,0,14,27,9,24,26,73,5,8,350,1033
LGA52590,488,940,4,27,17,66,14,50,178,664,215,811,3,21,17,32,56,158,73,211,288,1015,0,3,8,24,3,6,36,96,46,130,0,7,7,10,32,62,39,79,91,213,10,19,868,2185
LGA52660,1551,3012,30,172,177,809,72,313,982,3821,1266,5105,70,280,103,324,265,809,439,1409,1707,6515,14,49,37,126,26,95,241,647,315,915,28,79,52,112,153,316,225,508,542,1420,36,73,3832,11022
LGA52730,792,1541,6,29,57,249,15,46,326,1242,396,1567,14,39,43,141,92,241,148,421,545,1994,3,4,23,85,3,10,88,221,117,329,5,25,33,72,44,95,88,189,206,512,8,23,1552,4070
LGA52800,481,975,15,86,46,245,60,313,457,1965,574,2610,10,37,4,24,62,215,79,273,659,2879,7,44,24,110,40,184,235,738,308,1078,3,12,15,33,105,264,125,311,432,1389,97,262,1665,5506
LGA52870,813,1582,17,79,57,274,15,74,323,1292,408,1716,36,130,29,95,105,310,168,532,579,2256,0,4,8,35,10,31,70,189,90,250,4,24,19,35,50,103,78,159,166,414,13,32,1576,4281
LGA52940,88,172,0,3,5,32,5,15,54,210,62,258,0,3,0,6,14,30,12,37,79,294,0,9,0,0,0,4,9,30,14,38,0,3,0,3,7,11,8,18,18,60,3,0,184,527
LGA53010,90,180,0,0,3,9,0,3,58,215,57,228,3,4,3,3,9,28,15,39,73,265,0,0,0,4,0,0,10,14,9,19,0,0,0,0,3,5,3,10,13,21,0,0,177,474
LGA53080,75,144,0,0,3,11,0,0,27,113,30,124,0,3,0,0,9,24,7,26,40,151,0,0,0,7,4,12,20,41,25,60,0,0,0,0,9,23,10,21,34,80,4,3,149,378
LGA53150,755,1462,11,64,103,446,9,36,514,1947,634,2491,62,244,128,439,128,399,316,1084,949,3579,4,9,24,70,4,15,81,193,109,285,8,19,42,87,73,160,123,262,231,549,27,46,1955,5636
LGA53220,403,815,13,79,45,224,34,177,499,2062,592,2537,14,50,27,78,60,200,97,329,682,2863,3,13,3,24,18,91,80,265,112,396,3,14,12,21,42,96,50,125,164,519,17,48,1267,4246
LGA53290,1455,2842,36,171,164,759,45,191,832,3304,1073,4423,66,248,99,294,238,709,405,1257,1476,5677,6,17,37,119,22,79,221,614,278,834,10,39,37,80,154,315,203,438,479,1269,40,92,3459,9878
LGA53360,303,568,3,18,25,112,9,28,203,741,232,893,9,31,13,38,31,90,54,167,286,1059,0,0,5,24,0,8,36,105,50,134,0,3,11,17,15,33,26,52,69,184,7,14,665,1831
LGA53430,3211,6231,29,154,209,891,54,215,1575,5787,1859,7049,120,473,273,920,487,1464,880,2858,2736,9907,12,47,63,212,21,77,410,1019,513,1355,45,134,174,367,452,901,671,1398,1180,2754,120,249,7249,19143
LGA53570,738,1445,3,23,51,233,17,77,259,1024,340,1361,14,66,41,124,90,257,144,447,482,1805,3,21,10,29,8,22,74,199,94,271,0,0,5,18,40,85,51,102,146,372,11,29,1375,3645
LGA53640,135,268,4,16,4,26,6,18,84,338,98,397,5,12,0,0,23,68,24,79,128,481,0,4,0,5,0,3,16,49,18,62,0,0,0,0,12,31,13,35,35,99,5,10,307,859
LGA53710,126,257,0,0,3,5,0,5,68,285,70,300,0,10,9,17,22,64,31,95,101,392,0,0,4,12,0,3,18,42,23,54,0,3,0,4,7,10,11,21,30,75,3,4,265,726
LGA53780,9982,19927,349,2062,1567,7529,433,1998,8601,33201,10954,44785,819,3510,1129,3870,2653,8453,4606,15828,15563,60612,83,384,373,1359,175,695,1894,5312,2521,7753,224,761,455,1032,1710,3743,2396,5538,4917,13283,612,1336,31063,95157
LGA53800,4036,7835,82,437,404,1843,140,637,2277,8838,2902,11763,160,628,276,839,716,2141,1143,3616,4048,15376,31,171,140,534,87,350,798,2294,1067,3358,52,156,140,294,532,1111,723,1568,1783,4920,162,336,10030,28465
LGA53920,140,290,5,44,10,45,23,149,140,592,179,833,3,17,3,10,27,91,32,116,209,950,0,15,9,53,37,213,100,306,154,593,0,0,5,7,38,109,37,117,187,706,23,69,564,2015
LGA53990,2858,5571,55,288,346,1549,118,539,1916,7483,2434,9856,137,545,219,696,550,1654,904,2892,3344,12753,17,70,73,254,35,122,420,1175,543,1625,29,99,70,143,258,559,360,805,906,2423,62,133,7166,20880
LGA54060,531,1026,8,44,43,204,9,32,188,710,245,989,11,42,15,49,63,188,94,279,340,1268,0,5,5,29,0,8,58,161,75,203,5,13,8,12,26,55,38,82,107,283,9,24,997,2601
LGA54130,133,267,0,3,11,30,0,0,79,321,89,355,4,5,5,7,16,37,22,51,111,410,0,0,0,6,0,3,10,29,11,39,0,0,4,13,5,14,15,27,25,61,4,9,277,744
LGA54170,16013,31361,314,1687,2195,9821,492,2131,10925,42199,13930,55837,1537,6274,2335,8031,4440,13717,8316,28019,22247,83856,67,298,396,1301,115,392,1751,4613,2338,6603,343,1052,653,1478,1957,4166,2950,6699,5284,13301,532,1120,44077,129638
LGA54200,6166,12078,138,791,737,3417,242,1099,3784,14635,4914,19938,386,1589,531,1816,1469,4579,2382,7986,7291,27924,35,153,173,601,71,245,781,2117,1059,3121,134,432,218,503,823,1752,1182,2688,2237,5805,203,437,15898,46244
LGA54280,2521,4904,62,358,300,1374,174,805,2302,8921,2837,11454,126,513,163,521,478,1491,764,2530,3609,13988,13,59,56,202,46,191,492,1409,602,1860,34,101,65,134,298,641,394,881,1001,2735,113,233,7241,21865
LGA54310,1573,3097,33,202,225,1024,72,336,1888,7416,2217,8979,57,251,126,404,243,746,432,1394,2647,10377,14,53,31,132,31,128,282,803,360,1119,6,28,32,65,130,287,174,374,532,1492,68,157,4821,15121
LGA54340,432,855,7,43,36,172,17,77,206,827,268,1121,12,58,15,48,81,263,115,364,380,1487,4,19,10,43,6,35,70,206,88,300,4,18,4,13,47,81,53,114,147,417,24,47,975,2810
LGA54410,157,317,3,11,13,59,7,40,63,240,90,346,7,12,6,21,18,54,28,82,116,430,0,3,7,26,3,13,22,62,35,100,0,3,3,7,12,36,15,42,49,140,6,8,330,894
LGA54480,58,105,3,9,4,20,0,0,52,186,57,216,0,0,4,5,13,41,19,48,76,265,0,0,0,0,0,0,5,18,5,18,0,0,0,0,0,3,0,3,8,23,0,0,139,393
LGA54550,257,507,0,7,19,61,14,50,134,534,165,644,5,19,6,15,35,104,46,139,205,786,0,0,0,9,3,4,32,115,39,123,0,0,0,4,15,32,18,37,57,165,4,9,526,1462
LGA54620,107,206,0,3,7,31,0,5,57,217,68,261,0,3,6,9,18,40,22,51,89,310,0,3,0,4,0,6,15,36,17,52,0,0,0,0,8,13,8,13,23,60,4,5,219,585
LGA54690,58,109,0,0,4,13,0,3,32,132,35,145,3,9,3,7,3,0,10,19,48,161,0,0,0,0,0,4,7,13,8,16,0,0,0,3,9,8,6,15,14,34,0,3,120,306
LGA54760,109,214,0,0,3,12,3,4,70,257,70,276,3,3,3,4,8,22,10,33,82,304,0,0,0,0,0,0,3,11,3,11,0,0,0,0,9,12,7,15,13,22,0,3,208,550
LGA54830,3357,6627,85,506,372,1793,161,733,2956,11223,3582,14254,192,799,237,778,655,2063,1088,3640,4668,17897,27,118,132,471,69,253,870,2435,1087,3278,64,217,147,342,560,1190,769,1751,1855,5026,182,379,10061,29923
LGA54900,140,272,0,6,6,10,3,11,103,386,106,412,0,6,5,15,23,57,33,79,134,495,0,6,0,0,0,0,14,38,16,51,0,0,0,0,9,20,9,20,25,65,0,3,305,841
LGA54970,52,98,3,10,7,21,5,19,27,118,37,166,0,0,0,0,4,20,5,25,39,191,0,0,0,8,0,13,19,60,23,87,0,0,4,3,3,16,6,19,33,100,0,5,124,392
LGA55040,78,161,0,4,6,23,3,28,57,237,72,293,0,7,0,4,11,31,16,41,87,339,0,4,0,0,3,18,21,66,28,90,0,0,0,0,14,25,14,25,38,109,3,5,206,608
LGA55110,10148,19746,173,928,776,3558,283,1245,4509,17040,5739,22771,406,1614,629,2076,1486,4465,2521,8151,8261,30929,41,193,275,1024,140,509,1603,4407,2072,6138,138,454,296,639,1060,2224,1494,3316,3567,9454,239,503,22213,60631
LGA55180,1171,2295,13,109,97,472,36,143,497,1941,646,2668,27,105,69,232,152,471,254,804,895,3476,8,29,24,76,15,50,147,399,186,550,11,32,32,69,110,237,155,337,344,889,30,65,2441,6720
LGA55250,55,112,0,22,0,8,5,20,27,106,34,159,0,0,0,0,5,10,5,10,41,167,0,8,3,12,5,17,23,84,30,114,0,0,0,0,11,18,11,18,40,139,4,10,142,427
LGA55320,10103,19891,140,750,1347,6040,163,699,6252,23994,7901,31486,899,3642,1544,5311,2381,7342,4826,16292,12725,47781,28,116,256,859,76,254,1082,2786,1444,4008,218,679,475,1104,1304,2751,1998,4532,3440,8545,490,1060,26762,77265
LGA55390,20,39,0,3,4,8,4,22,13,55,23,92,0,4,0,3,3,13,4,27,28,119,0,0,3,6,3,10,7,13,8,39,0,0,0,0,3,16,3,16,14,46,3,24,69,231
LGA55460,384,764,8,64,25,112,11,46,199,793,245,1008,9,49,15,44,45,139,76,236,317,1241,3,11,12,38,12,44,55,150,80,236,0,3,11,21,31,67,44,94,119,330,12,26,834,2358
LGA55530,60,110,0,0,4,6,0,5,31,133,39,143,0,4,8,13,6,30,14,42,49,184,0,0,0,6,0,7,0,3,3,16,0,4,0,0,6,12,12,24,12,40,0,4,127,333
LGA55600,255,504,3,18,17,88,14,64,156,612,188,784,12,37,21,50,40,135,70,220,262,1003,0,5,0,10,3,18,39,113,50,148,0,0,5,11,35,72,35,78,82,225,6,13,613,1744
LGA55670,72,138,4,18,4,34,3,15,38,158,49,227,3,12,3,18,3,16,14,46,70,279,0,3,0,0,0,0,21,57,23,58,0,3,3,7,7,14,8,20,27,82,3,8,174,505
LGA55740,864,1676,4,29,143,665,8,16,512,1989,663,2700,54,220,144,521,120,348,323,1100,991,3796,0,0,34,99,4,23,79,198,117,323,17,46,51,107,87,180,155,333,269,653,36,75,2161,6201
LGA55810,44,84,0,0,6,27,4,18,21,75,24,119,0,0,0,4,3,14,6,14,31,131,0,0,0,4,0,7,8,22,11,35,0,0,0,0,3,6,3,6,13,40,3,3,90,259
LGA55880,63,119,0,0,7,20,0,8,49,170,54,195,0,0,5,12,8,30,12,41,67,239,0,0,0,0,0,0,5,17,5,17,0,0,3,0,3,9,6,9,10,28,0,0,142,389
LGA55950,84,162,0,0,5,22,3,8,43,173,53,203,0,0,0,0,8,19,8,19,61,222,0,0,0,0,0,6,6,15,6,20,0,0,0,0,5,13,5,13,13,37,0,4,155,424
LGA56090,4216,8257,89,512,477,2158,137,601,2252,8666,2960,11948,287,1191,409,1359,998,3102,1694,5651,4655,17598,23,93,106,344,44,158,468,1248,632,1845,68,206,141,310,526,1121,736,1637,1373,3484,102,213,10350,29550
LGA56160,9,24,0,0,0,8,3,17,3,17,7,35,0,0,0,0,3,9,3,9,12,47,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,7,9,0,3,26,78
LGA56230,2146,4191,32,179,166,783,63,262,900,3533,1163,4763,102,401,120,383,355,1082,579,1871,1743,6630,3,20,57,214,22,85,296,836,384,1150,26,78,59,126,215,443,299,644,679,1794,33,69,4605,12691
