LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA53780,24274,15360,18240,16893,14192,11440,7882,3944,1357,113587,19,19,19,18,11,13,13,15,0,133,6,7,5,7,3,5,6,0,0,44,0,8,12,3,7,8,9,0,0,53,3,8,8,6,10,10,13,3,0,59,0,0,0,0,0,3,7,0,0,10,354,536,462,289,249,191,135,70,32,2308,0,3,0,0,3,4,0,0,0,9,0,0,0,0,7,3,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,358,562,482,310,283,226,174,76,38,2513,378,585,499,334,295,244,192,87,36,2647,24653,15948,18739,17226,14489,11687,8075,4033,1391,116235
LGA53800,7789,4526,4301,4542,5148,4312,3010,1698,593,35917,17,15,9,9,3,4,11,12,0,74,4,3,5,3,9,36,59,8,0,125,0,4,3,11,15,27,43,10,0,122,4,16,14,9,7,27,28,3,0,101,4,3,15,9,9,20,21,4,0,80,200,250,294,204,263,276,156,98,50,1795,0,0,0,0,0,7,19,0,0,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,3,217,276,332,230,301,396,329,129,52,2268,235,293,338,235,309,400,340,134,54,2338,8023,4819,4638,4776,5455,4713,3347,1830,649,38257
LGA53920,792,458,547,389,311,261,109,37,7,2916,30,23,7,9,5,0,0,0,0,82,5,15,4,4,10,37,46,0,0,120,4,11,3,4,11,27,57,12,0,133,11,3,5,7,13,18,18,0,0,82,0,0,0,0,6,3,15,0,0,22,46,65,75,53,64,70,55,7,0,439,0,0,0,0,3,3,3,0,0,6,0,4,3,5,3,0,0,0,0,16,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,61,98,95,78,103,168,195,22,0,820,88,124,100,87,107,170,194,23,0,901,887,583,649,477,421,434,307,55,12,3818
LGA53990,5765,2865,2903,3304,3498,3016,2169,1006,276,24809,4,10,4,0,3,0,9,0,0,34,0,0,0,0,0,3,4,0,0,9,0,3,4,0,3,4,3,0,0,20,0,4,3,0,0,4,8,3,0,17,0,0,0,0,0,0,3,0,0,6,107,179,120,75,73,80,60,23,9,731,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,190,123,75,82,93,78,30,14,791,114,194,132,79,85,95,82,35,16,826,5879,3057,3035,3380,3586,3114,2257,1038,290,25634
LGA54060,594,262,248,351,429,508,515,247,77,3229,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,6,3,0,15,0,0,0,3,6,11,7,3,0,30,0,0,0,0,0,12,12,7,0,31,0,0,4,0,0,4,3,3,0,10,25,27,60,47,34,68,72,18,6,357,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,57,50,43,101,95,29,6,434,25,26,63,50,45,101,96,36,6,448,621,287,311,396,474,610,612,280,83,3677
LGA54130,225,55,146,122,160,160,81,42,8,1003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,3,0,0,8,0,0,0,0,0,4,0,0,0,7,13,3,10,5,12,21,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10,6,17,24,6,0,0,94,13,7,14,6,17,24,6,0,0,94,239,65,163,130,177,192,86,46,5,1103
LGA54170,29013,19812,16106,19770,22458,19757,13046,5374,2310,147650,5,17,20,3,8,11,30,6,13,115,18,15,20,19,18,27,29,7,0,147,3,18,16,14,11,30,17,16,3,136,3,3,13,8,12,13,14,3,3,66,3,0,7,4,8,6,8,7,6,47,501,584,636,346,274,265,250,219,129,3209,0,0,0,0,0,6,18,0,0,23,0,0,5,3,3,8,3,0,0,23,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,522,618,691,401,322,356,338,258,145,3658,524,631,707,409,336,369,369,265,151,3764,29538,20445,16818,20178,22794,20126,13421,5636,2462,151418
LGA54200,10889,6908,6548,7240,7549,6487,5248,2771,866,54512,7,6,4,0,7,3,11,11,3,45,3,6,4,5,3,12,10,3,0,43,3,3,7,8,3,25,22,8,0,81,0,0,8,3,4,11,17,3,0,49,0,0,0,8,5,16,7,0,0,32,193,242,212,157,136,125,81,46,22,1217,4,3,3,3,9,3,3,0,0,24,3,0,0,3,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,256,239,183,151,193,144,55,23,1466,214,262,241,183,163,197,154,68,27,1509,11104,7176,6789,7427,7714,6684,5402,2836,894,56022
LGA54280,6736,3580,4965,4265,3896,2891,1265,532,147,28273,5,4,9,3,3,3,8,0,0,38,6,6,3,7,12,45,38,0,0,116,5,13,18,22,34,38,89,6,0,228,0,6,10,13,11,22,28,5,0,106,3,4,7,3,20,22,39,4,0,98,99,220,376,242,259,259,123,27,14,1624,0,0,6,0,6,18,16,0,0,49,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115,254,423,289,344,402,333,51,14,2228,123,257,430,298,349,405,343,46,14,2268,6859,3841,5391,4555,4243,3303,1605,584,159,30541
LGA54310,5190,2272,4312,3773,2788,1475,383,78,15,20286,11,3,20,10,5,4,0,0,0,50,9,3,42,47,55,53,53,13,0,280,10,6,41,78,95,86,92,15,0,424,10,13,68,77,91,83,54,10,3,408,5,0,27,23,40,35,48,13,0,195,103,176,668,619,690,560,340,78,10,3255,0,0,4,9,18,19,22,0,0,77,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,134,207,853,867,994,847,611,126,13,4645,147,210,872,875,997,847,613,126,13,4694,5332,2482,5181,4645,3783,2325,998,203,26,24978
LGA54340,808,438,454,479,537,504,338,226,87,3867,4,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,8,4,0,4,0,3,0,0,0,0,14,0,0,4,3,0,3,0,0,0,11,13,43,39,28,23,21,9,10,6,185,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,52,34,27,25,9,10,6,232,24,46,52,41,31,25,9,10,6,239,829,483,508,519,568,528,352,241,87,4111
LGA54410,215,92,114,114,186,147,137,103,47,1156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,5,3,5,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,9,8,4,5,0,38,0,8,8,3,9,6,4,5,0,41,219,95,125,120,199,156,142,105,46,1197
LGA54480,128,22,57,92,80,61,46,13,3,506,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,3,3,3,21,0,0,9,0,5,4,3,3,3,25,130,22,65,96,89,65,54,17,5,538
LGA54550,416,120,213,205,293,264,190,108,56,1865,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,16,8,3,11,12,4,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,3,14,9,9,3,0,77,5,15,16,3,9,9,9,3,0,78,424,134,228,204,309,277,196,116,55,1943
LGA54620,158,39,109,108,122,118,78,47,12,783,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,7,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,8,15,60,59,39,37,9,3,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,8,11,64,61,43,46,26,3,0,267,11,11,64,62,48,47,26,3,0,271,167,48,171,169,165,167,104,52,11,1056
LGA54690,87,19,35,49,47,75,43,24,7,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3,0,17,0,0,4,3,3,6,3,4,0,19,84,18,38,52,53,77,43,26,7,402
LGA54760,145,38,75,103,119,84,73,40,20,694,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,7,0,9,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,9,0,11,0,0,31,3,7,7,0,9,4,11,0,0,37,149,45,85,101,122,88,78,36,20,731
LGA54830,8496,4937,7110,5644,4360,3138,2032,1052,301,37075,7,0,3,3,3,0,6,3,0,27,5,3,3,5,0,6,6,3,0,31,0,0,3,0,3,9,0,0,0,15,0,0,0,0,6,3,8,0,0,19,0,0,0,0,0,3,0,0,0,6,140,171,187,112,98,57,54,34,11,863,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,177,193,127,105,78,70,35,12,950,160,179,199,127,111,79,74,38,12,977,8657,5116,7310,5772,4478,3217,2109,1090,312,38053
LGA54900,250,70,155,168,164,166,93,47,11,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,11,18,15,11,16,12,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,19,14,23,12,0,0,106,11,11,17,20,14,23,12,0,0,109,254,80,171,190,177,186,100,49,11,1225
LGA54970,143,100,277,160,204,133,39,19,3,1076,3,0,6,3,4,0,0,0,0,10,0,0,7,6,5,3,8,0,0,32,0,0,11,4,3,12,7,0,0,42,0,4,11,9,15,4,0,0,0,42,0,0,5,10,5,5,0,0,0,27,3,102,366,334,309,177,18,3,0,1306,0,0,5,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,404,373,344,204,30,3,0,1467,5,109,407,370,350,201,30,3,0,1484,146,207,689,534,554,334,78,22,3,2557
LGA55040,223,111,327,231,214,133,63,14,5,1318,0,0,0,0,6,0,0,0,0,6,0,3,11,8,8,10,10,0,0,43,0,0,18,9,11,13,8,0,0,60,0,3,17,23,8,7,7,0,0,61,0,0,9,7,3,11,9,0,0,40,6,79,369,293,272,176,25,0,0,1229,0,0,0,3,3,6,0,0,0,18,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,434,341,309,213,64,6,0,1460,6,91,435,341,306,213,64,6,0,1465,223,197,767,579,524,348,119,19,6,2782
LGA55110,14202,8595,7919,8550,9587,9203,8976,5624,2019,74674,8,7,3,7,10,14,24,15,4,93,4,3,6,4,8,7,15,3,0,60,4,9,9,3,13,18,30,10,3,88,10,11,3,8,13,19,19,4,0,81,0,3,3,0,4,12,14,11,3,52,344,444,416,267,257,312,239,139,54,2475,4,0,3,3,7,9,11,4,0,40,3,3,5,0,8,0,0,0,0,12,0,0,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,369,468,446,286,308,375,336,172,65,2819,382,473,451,291,320,386,357,186,69,2915,14581,9072,8369,8844,9901,9592,9333,5809,2090,77587
LGA55180,1670,914,776,926,1312,1308,938,521,182,8548,0,3,0,0,0,0,3,4,0,13,0,4,0,5,0,10,26,4,0,59,3,0,3,3,0,3,4,0,0,15,0,0,0,0,4,8,10,5,0,27,0,0,3,0,3,5,0,0,0,11,71,59,82,64,83,71,76,27,10,546,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,95,74,89,102,119,36,10,670,76,69,97,76,89,98,122,42,10,681,1753,985,867,998,1407,1406,1054,559,192,9226
LGA55250,181,101,213,163,125,122,63,6,3,980,0,0,4,0,0,0,0,0,0,3,0,0,4,3,0,3,14,3,0,33,0,3,7,5,3,8,8,0,0,25,0,0,10,11,4,0,0,0,0,21,0,0,3,0,4,3,0,0,0,11,5,46,187,166,189,82,54,10,0,733,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,212,177,204,92,72,17,0,836,5,47,216,177,204,92,72,17,0,843,192,148,433,343,331,213,134,25,3,1821
LGA55320,16582,12678,10630,11770,12828,12053,8832,5405,3066,93839,5,7,6,10,3,5,12,19,3,71,4,3,13,4,3,16,14,7,3,74,3,10,21,5,7,14,19,9,8,94,3,0,8,0,12,9,11,3,0,47,0,7,0,3,4,12,3,0,0,29,234,430,452,267,273,324,318,274,162,2735,0,0,0,0,0,3,9,5,0,20,0,0,0,3,0,3,0,0,0,9,0,4,0,3,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,5,246,454,498,293,303,389,378,293,170,3027,253,464,502,305,307,396,385,312,175,3092,16834,13140,11131,12071,13131,12442,9216,5718,3243,96934
LGA55390,50,67,87,73,73,51,28,5,0,441,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,0,0,0,21,0,0,5,0,3,8,3,0,0,18,0,0,3,0,3,0,8,0,0,22,0,0,3,3,0,8,0,0,0,15,0,32,137,106,85,39,10,3,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,151,114,105,62,22,3,0,495,3,36,151,114,105,62,22,3,0,499,53,103,243,188,182,119,53,12,4,941
LGA55460,643,468,375,351,410,399,283,138,61,3133,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,4,11,46,22,19,20,29,27,7,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,11,46,21,16,20,38,34,8,3,210,11,46,22,22,27,38,34,8,3,212,658,518,399,369,434,432,318,149,70,3343
LGA55530,85,36,59,53,55,76,36,16,7,416,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,11,0,0,0,0,0,0,3,0,3,6,0,5,7,10,17,35,21,17,3,119,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,17,42,43,21,4,153,0,10,12,10,17,39,43,21,4,155,85,41,72,67,70,116,78,40,10,570
LGA55600,497,234,233,309,342,305,228,109,47,2301,3,3,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,6,0,7,5,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,6,9,21,23,14,14,14,5,3,4,112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,22,21,11,26,23,4,4,144,15,33,22,24,11,26,23,4,4,157,510,264,258,331,355,324,249,114,44,2455
LGA55670,157,101,78,78,93,99,45,46,18,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,42,7,8,3,4,17,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,7,8,3,8,22,13,0,99,3,41,7,8,3,8,24,13,0,105,162,138,78,83,96,110,61,55,18,802
LGA55740,1465,1061,1100,1003,1224,961,840,428,171,8248,0,7,0,0,0,3,0,0,0,18,0,0,3,0,4,0,3,0,0,14,0,3,11,4,0,6,0,0,0,23,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,30,52,35,29,26,22,11,18,26,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56,54,33,34,26,20,26,26,300,32,68,53,33,34,32,20,26,30,314,1491,1123,1157,1029,1258,1000,857,453,193,8566
LGA55810,84,37,48,53,65,75,61,5,3,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,15,0,0,4,0,3,0,13,0,0,20,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,47,28,42,30,30,3,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,54,32,44,40,51,10,0,251,9,8,54,32,49,40,51,12,0,249,90,52,107,88,110,115,114,19,3,694
LGA55880,116,20,66,74,82,58,45,14,4,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,7,7,5,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,4,7,7,3,3,51,4,0,6,4,4,7,7,3,3,51,118,19,73,79,86,71,55,23,7,534
LGA55950,109,23,74,62,60,81,45,34,13,495,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,3,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,9,0,7,0,29,6,0,8,5,0,9,0,10,0,35,117,27,76,65,62,89,51,41,13,536
LGA56090,6479,4414,3907,4643,5762,4970,3780,1643,568,36174,8,5,5,5,3,3,11,5,0,46,0,3,3,0,0,3,4,0,0,16,3,3,5,5,3,5,6,4,0,39,4,0,3,7,3,7,12,3,0,30,0,0,0,0,3,3,0,0,0,7,122,143,170,104,90,87,68,33,21,832,0,0,0,0,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,131,153,188,119,100,104,93,47,21,952,140,161,189,123,98,107,105,50,20,996,6621,4571,4099,4766,5869,5079,3885,1693,589,37171
LGA56160,16,22,18,17,31,20,4,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,25,18,20,29,7,8,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,18,21,31,13,7,0,127,0,10,24,18,21,31,13,7,0,127,16,33,47,34,56,57,17,9,0,266
LGA56230,3062,1707,1451,1760,2109,2076,1944,1078,290,15468,3,9,0,4,0,3,7,3,0,37,6,3,3,3,0,9,4,4,0,28,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,6,0,0,15,0,3,0,0,0,7,7,0,0,18,87,115,103,57,49,66,43,25,4,550,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,120,112,64,52,86,68,31,9,630,96,130,109,65,55,89,72,35,8,663,3158,1836,1560,1821,2170,2163,2016,1109,292,16133
LGA56300,190,70,79,115,195,249,220,67,15,1202,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,3,7,3,16,10,12,24,20,9,5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,10,12,23,18,14,5,112,7,9,16,10,12,32,18,14,5,116,204,77,92,122,205,279,243,84,21,1322
