LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA10850,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,10,0,10,..,50,7,58,0,58,..,7,0,7,224,233,3351,66,7,66,224,3647,6650,..,..,..,..,6650,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,0,0,0,..,4,4,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,5,4,14,0,14,..,5,0,5,0,5,..,3,0,3,0,3,..,7,0,7,0,7,..,11,0,16,0,16
LGA10900,0,47,..,3,0,3,0,3,..,22,0,22,0,22,..,10,0,13,0,13,..,93,4,97,0,97,..,83,4,88,0,91,..,3,0,3,0,3,..,13,0,13,0,13,..,34,0,34,0,34,..,51,0,56,0,53,..,64,3,65,0,65,..,20,0,20,0,20,..,165,3,166,0,168,..,204,13,220,5,221,..,10,0,10,0,10,..,73,6,76,0,78,..,8,0,8,0,8,..,54,4,60,0,60,..,412,57,469,7,475,..,2325,199,2524,14,2539,..,83,8,97,1688,1787,35456,2412,204,2622,1702,39782,68689,..,..,..,..,68689,..,45,4,45,0,45,..,119,11,129,0,129,..,27,0,27,0,27,..,105,29,134,0,134,..,225,44,269,3,274,..,15,8,19,0,19,..,352,76,424,3,431,..,65,10,75,0,75,..,157,3,160,0,158,..,228,4,233,0,236,..,411,6,414,0,419
LGA10950,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,10,..,22,5,29,0,32,..,0,0,0,144,144,1168,22,5,29,146,1334,2335,..,..,..,..,2335,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA11100,0,114,..,37,6,41,0,41,..,78,6,82,6,89,..,58,9,73,0,71,..,59,5,65,0,65,..,244,66,307,3,308,..,15,0,15,0,15,..,96,18,119,3,120,..,182,8,191,0,194,..,886,139,1028,6,1031,..,293,17,311,3,309,..,56,4,65,0,65,..,1416,168,1581,12,1591,..,570,111,685,8,693,..,69,3,69,0,69,..,213,59,273,4,271,..,260,75,336,0,342,..,118,31,150,3,152,..,997,218,1219,19,1241,..,8822,1882,10708,120,10825,..,60,17,75,1359,1435,11159,8885,1898,10780,1477,23420,22941,..,..,..,..,22941,..,22,0,22,3,24,..,646,100,745,11,756,..,11,0,11,0,13,..,1000,313,1318,5,1319,..,2138,557,2691,18,2714,..,201,65,263,0,265,..,3339,938,4276,29,4299,..,238,44,280,3,284,..,32,0,33,0,33,..,199,14,215,4,216,..,103,0,105,0,108
LGA11150,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,31,3,36,0,37,..,7,0,6,239,246,1045,40,7,46,243,1329,2048,..,..,..,..,2048,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,5,0,5,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA11200,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,35,0,36,0,40,..,0,0,0,64,66,698,33,0,41,63,802,1415,..,..,..,..,1415,..,0,0,0,0,0,..,0,0,0,0,0,..,44,3,44,3,49,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA11250,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,19,0,20,..,0,0,0,0,0,..,17,0,20,0,20,..,5,0,5,0,5,..,41,3,45,0,44,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,43,7,45,0,45,..,200,27,224,5,234,..,24,3,24,789,814,8047,229,24,254,796,9091,15703,..,..,..,..,15703,..,11,0,11,0,8,..,6,0,6,0,8,..,28,0,30,0,30,..,3,0,3,0,3,..,13,0,14,3,14,..,0,0,0,0,0,..,15,0,16,3,20,..,11,3,14,0,14,..,3,0,3,0,3,..,7,0,7,0,7,..,14,0,15,3,18
LGA11300,5,747,..,10,3,11,0,11,..,20,4,21,0,21,..,16,3,17,0,17,..,54,10,70,3,70,..,69,11,78,0,79,..,12,0,12,0,12,..,28,8,32,0,32,..,89,0,95,0,95,..,100,9,115,0,116,..,122,7,131,0,131,..,6,0,10,0,10,..,323,22,343,0,349,..,143,38,179,8,187,..,143,11,157,3,161,..,111,50,165,0,165,..,25,8,41,0,41,..,330,51,377,4,380,..,520,116,629,6,642,..,9397,2893,12288,98,12382,..,34,12,49,892,935,5704,9428,2908,12335,986,19028,11563,..,..,..,..,11563,..,6,0,6,0,6,..,1168,166,1336,15,1351,..,0,0,0,0,0,..,2233,917,3151,23,3169,..,5286,2124,7415,41,7454,..,344,129,474,3,477,..,7867,3170,11037,64,11099,..,225,34,261,3,263,..,11,0,11,0,11,..,102,3,107,3,111,..,48,0,48,3,54
LGA11350,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,17,0,17,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,12,0,12,..,3,0,3,0,8,..,4,0,4,0,4,..,33,0,33,0,32,..,102,0,99,0,99,..,0,0,0,0,0,..,34,4,40,0,42,..,3,0,3,0,3,..,13,0,16,0,16,..,242,16,267,4,271,..,1080,59,1141,18,1165,..,61,3,64,1894,1960,13235,1144,64,1212,1916,16361,25554,..,..,..,..,25554,..,15,0,15,0,15,..,23,3,26,0,26,..,7,0,7,0,7,..,11,3,9,0,9,..,36,0,40,0,44,..,0,0,0,0,0,..,49,7,53,0,53,..,8,0,8,0,8,..,71,0,75,0,77,..,219,5,224,3,223,..,317,3,320,3,318
LGA11400,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,10,0,12,..,3,0,3,0,3,..,14,0,14,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,3,0,0,0,0,..,30,3,33,0,33,..,138,15,159,0,158,..,20,0,16,415,434,6098,157,22,179,423,6699,12207,..,..,..,..,12207,..,23,0,23,0,23,..,3,0,3,0,3,..,8,4,9,0,9,..,3,3,6,0,6,..,8,3,6,0,6,..,0,0,0,0,0,..,10,7,12,0,12,..,6,3,9,0,9,..,9,0,9,0,9,..,12,0,12,0,12,..,36,0,36,0,36
LGA11450,0,30,..,61,5,64,0,64,..,153,11,158,5,168,..,48,3,53,0,53,..,102,8,111,0,111,..,67,6,68,0,68,..,93,3,96,0,98,..,181,15,194,6,205,..,65,0,66,0,69,..,42,3,46,0,46,..,150,3,158,0,155,..,15,0,15,0,15,..,279,9,287,3,287,..,492,45,534,10,541,..,27,0,29,0,29,..,77,10,88,0,88,..,42,4,48,0,48,..,106,32,139,4,137,..,807,147,953,18,975,..,5120,687,5809,68,5877,..,103,9,113,1653,1762,32244,5227,696,5921,1715,39884,63466,..,..,..,..,63466,..,114,3,117,0,115,..,992,89,1078,7,1089,..,3,0,3,0,3,..,258,154,414,4,417,..,357,145,502,3,509,..,28,9,39,0,38,..,644,313,955,13,964,..,339,27,371,3,374,..,60,0,57,0,57,..,145,8,157,3,159,..,173,3,174,5,177
LGA11500,0,116,..,139,14,152,0,155,..,84,6,84,0,84,..,72,26,96,0,97,..,238,47,282,0,281,..,164,40,206,0,206,..,1587,136,1722,39,1761,..,169,24,196,0,191,..,588,17,607,0,607,..,292,35,325,11,336,..,1294,45,1343,16,1356,..,147,4,153,0,151,..,2316,105,2428,19,2451,..,1177,193,1370,15,1386,..,259,20,280,3,286,..,249,78,325,3,334,..,74,16,92,0,92,..,421,209,628,7,634,..,3026,727,3752,93,3843,..,20913,3423,24334,280,24614,..,209,49,260,4475,4731,50658,21123,3466,24586,4756,79999,100164,..,..,..,..,100164,..,170,0,171,0,171,..,4532,778,5313,29,5344,..,34,0,33,7,35,..,732,308,1042,10,1051,..,1118,526,1635,14,1650,..,100,35,131,3,136,..,1946,865,2809,24,2835,..,499,64,560,5,562,..,73,4,82,4,85,..,451,8,456,3,461,..,273,13,285,3,291
LGA11520,13,1797,..,55,3,58,0,58,..,48,0,51,0,51,..,140,22,156,0,159,..,108,9,120,0,123,..,159,11,168,3,172,..,7,0,7,0,7,..,121,8,132,0,132,..,106,0,110,0,110,..,165,14,177,4,182,..,178,3,182,0,188,..,46,0,42,0,42,..,498,17,512,6,524,..,505,51,559,4,561,..,183,8,194,3,191,..,168,41,206,0,212,..,165,25,187,0,186,..,288,48,334,0,334,..,814,158,972,37,1008,..,15375,3587,18957,172,19129,..,92,29,121,2455,2573,23959,15463,3614,19081,2625,45666,47038,..,..,..,..,47038,..,73,4,72,0,72,..,1290,199,1489,17,1505,..,3,0,3,0,3,..,2804,642,3450,20,3466,..,6636,1976,8604,52,8657,..,340,108,450,0,451,..,9777,2724,12498,72,12573,..,245,28,274,0,281,..,75,3,74,0,74,..,288,16,303,0,302,..,254,7,260,3,266
LGA11570,16,2171,..,1430,337,1765,12,1781,..,176,23,200,0,203,..,178,45,220,3,226,..,335,73,410,3,415,..,237,33,268,3,271,..,617,54,669,9,675,..,287,41,330,3,333,..,624,21,651,4,653,..,1847,382,2238,11,2252,..,1314,40,1358,22,1374,..,191,33,220,0,223,..,3975,481,4456,40,4499,..,1286,239,1525,25,1553,..,245,41,287,4,290,..,596,166,767,14,776,..,454,133,595,10,606,..,8054,4966,13019,83,13102,..,5772,1583,7354,202,7548,..,79243,25372,104616,1055,105668,..,496,210,704,9103,9813,58494,79737,25586,105324,10159,173977,117941,..,..,..,..,117941,..,77,0,79,0,79,..,50272,8857,59126,560,59684,..,22,0,27,0,27,..,8410,5169,13581,45,13633,..,9674,7425,17097,105,17206,..,704,395,1097,12,1106,..,18789,12986,31779,164,31939,..,755,126,882,3,887,..,107,5,107,0,108,..,828,34,860,14,868,..,476,16,490,7,497
LGA11600,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,11,3,13,..,62,16,75,3,81,..,3,0,3,105,106,1118,61,16,76,106,1303,2332,..,..,..,..,2332,..,14,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,7,4,10,0,10,..,7,5,13,0,13,..,0,0,0,0,0,..,11,7,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3
LGA11650,9,330,..,16,3,25,0,25,..,211,5,215,4,214,..,44,11,57,0,52,..,163,9,174,3,173,..,241,48,281,0,286,..,58,8,65,0,65,..,87,16,101,3,105,..,255,8,260,4,269,..,153,14,164,0,164,..,462,12,480,4,485,..,67,5,71,3,75,..,940,41,977,15,992,..,727,73,796,10,807,..,66,12,72,0,72,..,310,69,382,3,379,..,44,10,52,0,52,..,140,48,188,0,188,..,1564,259,1820,43,1858,..,8921,1354,10273,135,10407,..,514,44,558,9180,9738,148827,9432,1395,10831,9317,168972,289774,..,..,..,..,289774,..,410,3,413,3,418,..,503,47,553,6,552,..,61,3,63,0,63,..,560,252,811,5,816,..,1061,436,1496,17,1514,..,48,24,72,0,72,..,1676,706,2382,22,2402,..,224,11,238,5,249,..,426,4,432,9,434,..,620,35,648,7,656,..,859,34,895,5,903
LGA11700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,6,..,13,0,15,5,23,..,6,0,6,122,135,710,22,0,23,127,859,1479,..,..,..,..,1479,..,0,0,0,0,0,..,3,0,4,0,5,..,16,0,16,3,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7
LGA11720,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,3,18,0,18,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,26,0,24,0,22,..,3,0,3,0,3,..,39,4,38,0,38,..,8,0,8,0,8,..,78,3,79,0,78,..,17,3,15,4,18,..,0,0,0,0,0,..,47,15,59,0,63,..,4,0,4,0,4,..,9,3,7,0,7,..,76,21,99,4,106,..,473,80,551,18,568,..,46,0,43,1915,1960,25398,520,77,596,1935,27928,49842,..,..,..,..,49842,..,38,0,38,0,38,..,17,4,20,0,20,..,12,0,12,0,16,..,36,12,46,0,46,..,32,9,40,0,37,..,10,0,10,0,10,..,76,23,98,0,96,..,10,0,10,0,10,..,25,0,28,0,28,..,30,0,30,0,30,..,51,3,55,3,59
LGA11730,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,31,0,31,0,29,..,14,0,13,0,13,..,37,0,44,0,42,..,12,0,12,0,12,..,98,4,97,3,99,..,32,0,33,0,32,..,3,0,8,0,8,..,23,0,23,0,23,..,3,0,3,0,3,..,6,3,16,0,16,..,71,6,80,4,85,..,535,44,579,18,603,..,68,3,69,1705,1773,23150,603,47,648,1731,25530,45752,..,..,..,..,45752,..,23,0,23,0,23,..,3,3,9,0,9,..,61,0,58,5,68,..,48,25,73,0,75,..,42,17,56,0,59,..,4,0,4,0,4,..,92,37,131,3,138,..,3,0,3,0,3,..,53,0,54,4,58,..,48,0,48,0,51,..,85,0,83,5,91
LGA11750,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,23,4,26,0,26,..,89,14,101,5,105,..,11,0,11,249,254,1894,97,14,108,255,2255,3908,..,..,..,..,3908,..,20,0,20,0,20,..,0,0,0,0,0,..,0,3,7,3,10,..,0,0,0,0,0,..,5,3,10,0,15,..,0,0,0,0,0,..,5,3,11,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0
LGA11800,0,15,..,5,0,4,0,4,..,7,0,7,0,7,..,6,14,26,0,26,..,32,0,33,0,33,..,27,0,31,0,31,..,7,0,7,0,7,..,8,0,11,0,11,..,53,0,53,0,53,..,19,0,22,0,22,..,75,4,83,0,78,..,26,0,26,0,26,..,176,3,179,0,184,..,94,7,110,0,108,..,12,0,12,0,12,..,64,9,74,0,74,..,3,0,3,0,3,..,29,12,37,3,41,..,495,268,760,19,779,..,2264,577,2843,57,2898,..,137,10,148,2551,2701,32028,2401,586,2989,2611,37629,62254,..,..,..,..,62254,..,56,0,62,0,62,..,133,17,152,0,152,..,50,0,50,0,50,..,65,35,102,3,102,..,128,94,223,8,234,..,21,8,28,3,31,..,213,137,354,9,361,..,17,0,25,0,25,..,100,4,101,0,102,..,155,6,160,3,165,..,305,10,309,11,322
LGA12000,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,16,4,24,0,25,..,3,0,3,222,230,1909,20,4,25,223,2156,3817,..,..,..,..,3817,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,4,0,4
LGA12150,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,27,3,26,0,26,..,13,0,13,288,297,1647,33,3,34,288,1970,3266,..,..,..,..,3266,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6
LGA12350,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,18,0,22,0,18,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,7,0,7,..,25,11,30,0,30,..,144,26,165,4,173,..,17,0,18,520,541,5590,161,29,190,522,6308,11090,..,..,..,..,11090,..,5,0,5,0,5,..,12,0,10,4,17,..,28,0,28,0,28,..,6,4,11,0,10,..,26,11,40,3,43,..,0,0,0,0,0,..,30,14,44,3,52,..,6,0,13,0,13,..,10,0,10,0,10,..,7,0,7,0,7,..,14,0,14,0,14
LGA12380,17,2535,..,51,28,78,0,74,..,624,85,707,12,716,..,680,356,1035,17,1046,..,203,29,234,0,232,..,225,54,279,3,285,..,263,19,281,7,294,..,199,49,251,3,247,..,663,18,687,8,697,..,391,67,461,8,468,..,1283,53,1333,12,1350,..,140,10,147,0,147,..,2483,149,2625,32,2657,..,774,180,951,19,968,..,2541,405,2945,24,2961,..,275,105,384,3,387,..,2480,870,3352,39,3387,..,1321,684,2007,6,2018,..,6415,2060,8478,213,8689,..,51677,16257,67932,710,68644,..,278,165,442,5346,5788,30561,51960,16421,68382,6057,105000,62405,..,..,..,..,62405,..,41,0,43,0,43,..,27086,5375,32463,309,32772,..,9,0,9,0,9,..,5911,3850,9763,46,9810,..,6937,6632,13568,66,13633,..,581,428,1011,8,1021,..,13438,10907,24343,115,24460,..,1283,256,1539,6,1548,..,37,0,39,0,37,..,310,14,327,3,331,..,180,3,179,0,184
