LGA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA53710,0,0,0,0,0,8,13,17,10,52,0,0,0,0,0,0,0,0,0,0,13,3,9,18,18,17,16,11,9,107,28,34,113,115,147,153,121,71,27,809
LGA53780,35,85,310,393,445,558,731,642,286,3489,14,56,209,262,242,173,145,111,55,1262,347,638,1444,1264,938,859,715,642,396,7249,3632,8163,19142,17550,14877,11959,8274,4112,1431,89138
LGA53800,11,10,28,52,87,227,394,416,170,1400,0,3,8,5,18,22,24,30,19,123,219,254,536,516,578,473,403,336,157,3478,1309,2202,4708,4927,5635,4736,3254,1801,638,29210
LGA53920,19,20,32,30,42,53,25,3,3,222,3,3,3,3,4,22,24,13,3,77,72,61,173,131,85,57,32,17,3,633,198,284,609,440,347,295,123,38,7,2333
LGA53990,5,7,18,25,40,100,179,239,81,692,3,7,8,12,5,8,5,14,10,71,168,91,244,282,305,300,299,175,59,1914,873,1195,3140,3550,3761,3336,2417,1100,294,19660
LGA54060,3,0,0,9,6,14,51,42,26,152,0,0,0,0,0,3,4,0,3,8,14,4,25,34,46,54,68,29,8,289,73,104,288,385,491,591,564,262,85,2844
LGA54130,0,0,0,0,0,4,7,6,0,26,0,0,0,0,0,0,0,0,0,4,0,3,31,17,20,22,7,12,0,117,17,42,164,122,173,189,96,46,9,864
LGA54170,21,14,62,73,109,262,555,646,397,2137,3,14,29,38,43,31,32,39,25,255,357,406,848,919,970,998,840,674,433,6432,4826,9849,17262,20763,23484,20878,13837,5651,2400,118946
LGA54200,11,10,54,63,96,150,326,392,158,1254,0,9,36,37,22,27,19,27,15,194,169,200,480,427,442,507,434,402,214,3267,1716,3305,7077,7678,7966,6914,5550,2930,915,44055
LGA54280,16,16,45,42,56,113,167,131,58,635,0,4,11,17,16,21,6,8,5,80,149,228,622,520,498,468,218,122,33,2861,956,2044,5319,4528,4198,3159,1383,554,150,22292
LGA54310,9,14,36,24,50,65,60,18,0,266,5,0,4,11,8,3,3,4,3,43,93,211,767,598,506,260,84,17,3,2553,513,1321,4583,3978,3007,1631,433,81,22,15573
LGA54340,0,3,16,25,33,31,51,48,30,240,0,0,20,26,27,27,31,13,3,157,23,28,77,70,102,94,74,51,32,565,140,240,505,507,570,549,379,234,95,3220
LGA54410,0,0,4,5,7,9,22,25,13,85,0,0,0,0,0,0,0,3,0,6,11,10,17,9,22,14,22,23,15,140,32,46,117,121,200,164,150,108,45,976
LGA54480,0,0,0,0,0,0,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,17,7,9,12,3,0,64,10,20,64,102,89,66,55,15,3,419
LGA54550,0,0,0,4,0,11,13,16,14,61,0,0,0,0,0,0,0,0,0,0,5,4,25,20,34,31,23,18,14,183,34,76,228,212,309,281,205,127,62,1537
LGA54620,0,0,0,3,3,3,12,14,6,35,0,0,0,0,0,0,0,0,0,6,3,0,10,13,10,18,8,3,0,68,19,22,117,118,127,134,96,50,12,694
LGA54690,0,0,0,0,0,3,7,7,3,25,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,4,3,3,0,29,5,11,43,52,54,85,44,24,7,322
LGA54760,0,0,0,0,0,0,9,13,3,25,0,0,0,0,0,0,0,0,0,3,0,3,7,8,10,0,9,4,4,53,15,32,82,109,127,102,80,42,20,607
LGA54830,14,9,32,70,76,156,235,157,68,821,4,3,23,28,25,18,12,16,3,133,179,372,929,727,489,362,327,217,74,3677,1254,2872,7574,5953,4629,3300,2164,1099,324,29169
LGA54900,0,0,0,0,0,3,16,9,3,36,0,0,0,0,0,0,0,3,0,8,6,3,15,23,17,23,18,8,3,108,24,42,165,174,187,191,112,58,11,971
LGA54970,3,5,9,3,3,8,12,7,0,45,0,0,0,0,0,0,0,0,0,3,3,15,67,32,47,31,7,3,0,204,23,72,301,163,213,152,45,21,3,1001
LGA55040,0,0,0,11,3,8,5,0,4,29,0,0,0,0,0,3,0,0,0,9,9,24,99,60,57,38,14,6,3,313,29,80,352,246,234,145,63,14,5,1167
LGA55110,23,19,59,100,139,274,711,881,402,2604,0,8,16,18,30,33,22,25,11,160,238,293,648,652,790,851,975,969,505,5917,2469,4337,8802,9273,10438,10224,10107,6079,2124,63845
LGA55180,0,0,7,9,22,47,87,128,59,363,0,3,9,11,6,0,8,14,8,51,43,34,90,91,133,144,128,126,60,848,252,411,849,1012,1401,1431,1062,569,200,7188
LGA55250,0,0,3,4,4,10,18,0,0,38,0,0,0,0,0,0,0,0,0,0,28,12,64,43,36,29,15,3,5,233,40,52,230,172,148,138,70,12,10,870
LGA55320,14,8,45,41,92,193,389,674,456,1910,5,12,22,30,29,49,45,53,33,276,194,288,648,580,666,637,650,789,775,5224,2877,6649,11308,12312,13508,12683,9361,5654,3218,77573
LGA55390,3,0,6,3,5,3,0,0,0,22,0,0,0,0,0,3,7,6,0,12,3,6,20,8,19,9,3,0,0,67,22,39,98,77,85,59,30,5,0,418
LGA55460,0,0,4,5,8,15,38,32,17,128,0,16,0,0,0,0,0,3,3,19,15,37,26,38,43,40,44,27,21,286,95,304,400,373,450,443,306,151,67,2583
LGA55530,0,0,0,0,0,3,3,9,4,19,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,17,7,3,0,44,16,16,62,54,62,85,41,16,7,359
LGA55600,0,0,0,8,4,13,36,21,17,90,0,0,0,0,0,0,3,3,0,3,11,9,22,37,45,40,29,21,7,221,57,141,242,324,359,326,237,125,49,1851
LGA55670,0,0,0,0,0,4,4,10,3,22,0,0,0,0,0,0,0,0,0,0,0,5,10,4,17,18,5,10,5,78,26,37,84,80,89,110,52,46,18,543
LGA55740,3,3,5,0,3,9,14,21,11,71,0,0,3,3,0,3,4,4,0,24,19,23,139,70,103,93,122,81,56,711,222,479,1181,1059,1293,1028,932,453,182,6825
LGA55810,0,0,0,4,0,9,8,3,0,14,0,0,0,0,0,0,0,0,0,3,7,7,18,20,20,23,24,0,0,109,15,21,60,65,69,78,69,12,3,384
LGA55880,0,0,0,3,0,3,3,9,4,18,0,0,0,0,5,0,0,0,0,3,0,0,6,12,4,0,9,0,0,35,9,11,71,82,90,68,52,18,6,407
LGA55950,0,0,0,0,0,0,12,9,4,26,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,8,10,5,0,41,11,16,83,73,66,84,55,35,13,432
LGA56090,0,4,17,37,43,97,217,248,106,768,3,3,7,5,10,11,7,10,5,69,143,352,889,785,636,424,374,236,140,3984,1153,2146,4175,4915,6119,5295,4022,1727,604,30159
LGA56160,3,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,15,5,11,11,0,0,0,48,4,14,20,20,36,20,4,0,0,131
LGA56230,0,5,10,14,34,71,201,183,76,588,0,0,3,4,4,0,15,3,4,37,74,63,133,169,208,227,256,174,55,1363,514,825,1612,1910,2287,2290,2163,1148,298,13054
LGA56300,0,0,0,0,3,3,14,13,0,33,0,0,0,0,0,0,0,0,0,3,3,7,8,15,25,31,30,14,3,135,19,41,91,125,213,267,247,79,18,1099
LGA56370,0,0,3,0,3,8,8,3,8,31,0,0,0,0,3,0,0,0,0,6,0,0,12,5,4,13,20,12,7,77,10,35,121,70,104,136,95,59,25,654
LGA56460,4,8,5,3,14,26,47,50,45,198,0,0,3,0,0,0,0,0,5,5,45,32,70,55,87,111,90,58,24,583,178,263,557,552,655,722,522,291,132,3869
LGA56580,0,3,7,3,5,12,30,41,47,161,0,0,0,3,3,6,0,8,0,29,44,68,114,122,153,175,136,91,85,980,612,1534,1773,2418,3079,2763,2166,1083,577,16003
LGA56620,27,34,65,46,54,38,16,10,0,286,0,0,0,0,0,3,0,3,0,8,46,46,79,77,61,32,30,9,0,389,114,147,302,226,175,124,68,19,3,1183
LGA56730,4,4,6,16,26,61,112,95,49,386,0,6,0,3,4,3,10,4,3,32,53,118,317,258,211,206,187,114,62,1524,306,588,1327,1367,1464,1671,1219,557,201,8699
LGA56790,0,0,0,3,6,22,50,42,11,132,0,0,0,0,0,0,0,0,0,5,11,15,29,36,66,76,80,43,22,393,62,132,252,344,513,658,520,207,62,2744
LGA56860,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,17,4,20,19,24,31,48,22,17,8,198
LGA56930,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,9,10,21,6,20,9,12,5,3,92,55,115,131,125,236,228,151,93,41,1168
LGA57000,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,19,15,11,9,8,4,3,67,10,22,117,85,114,101,44,13,8,522
LGA57080,3,14,35,17,14,23,54,50,12,218,0,6,30,8,14,7,8,9,7,85,98,444,1353,544,375,330,238,127,31,3538,739,2828,7749,3074,2075,1906,1369,584,160,20481
LGA57140,0,0,3,0,3,6,22,21,9,58,0,0,0,0,0,0,0,0,0,0,6,4,10,12,16,37,25,17,5,137,32,42,99,100,154,218,166,91,24,933
LGA57210,0,5,9,16,10,18,48,47,23,180,0,4,10,11,9,6,7,3,0,40,28,25,54,82,107,82,86,49,21,543,162,205,413,605,799,812,665,299,97,4057
LGA57280,8,3,13,27,39,57,43,22,4,219,3,0,3,3,7,14,18,16,7,69,93,155,547,420,378,249,86,30,7,1980,361,896,3280,2418,2040,1229,355,104,34,10722
LGA57350,0,0,0,0,3,5,21,16,5,57,0,0,0,0,0,0,0,0,0,0,0,4,15,13,20,29,25,16,8,125,29,30,93,80,151,196,145,89,27,839
LGA57420,0,0,0,4,3,4,30,21,6,69,0,0,0,0,0,0,0,0,0,6,3,4,33,37,18,40,40,9,3,200,22,60,217,229,241,269,255,90,16,1412
LGA57490,37,28,83,131,196,364,662,613,297,2412,3,9,26,33,42,32,36,21,14,222,510,821,1674,1298,1380,1044,961,931,485,9111,4109,8497,18216,17179,17212,12408,8850,4849,1708,93040
LGA57630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,0,15,0,0,0,9,20,28,23,6,0,91
LGA57700,12,4,25,22,42,77,131,101,51,469,0,0,11,17,3,3,10,4,0,51,84,125,354,343,349,214,126,92,31,1716,871,1790,4458,3728,3692,2611,1607,644,189,19597
LGA57770,0,0,3,0,0,9,9,3,0,20,0,0,0,0,0,0,0,0,0,0,0,6,23,16,15,4,17,7,7,92,12,39,127,132,123,142,142,32,14,772
LGA57840,10,6,17,28,51,80,108,167,144,606,3,4,26,15,22,22,15,15,15,136,129,236,565,412,374,361,354,294,363,3089,1336,3656,7111,5400,5258,5154,3653,1825,1135,34539
LGA57910,48,89,324,404,444,764,1484,2075,1061,6706,15,57,204,234,250,272,221,366,157,1787,502,909,3171,2124,1763,1601,1575,1538,1175,14355,4867,13326,39445,30273,26110,22191,16697,10845,4897,168643
LGA57980,0,6,3,14,14,16,42,53,50,197,0,3,3,3,0,3,4,3,4,31,36,89,293,194,147,163,187,132,81,1331,592,1782,3589,2586,2195,2091,1789,994,435,16053
LGA58050,27,50,186,284,408,603,796,710,326,3390,4,36,106,146,154,169,111,101,45,871,478,736,1601,1466,1406,1113,942,737,427,8908,4305,9352,21106,19311,18450,13685,8455,3961,1380,100000
LGA58190,0,0,0,3,3,0,6,3,0,18,0,0,0,0,0,0,0,0,0,0,3,6,8,8,11,9,4,0,0,44,9,22,47,55,64,53,38,16,3,309
LGA58260,0,0,0,0,5,0,12,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,5,11,3,4,54,7,26,73,68,68,87,76,18,17,442
LGA58330,0,0,0,5,6,27,55,51,13,159,0,0,0,0,0,0,3,0,0,11,27,21,36,46,85,89,96,35,0,432,120,166,300,412,770,860,739,258,35,3675
LGA58400,0,0,0,0,4,4,8,7,4,23,0,0,0,0,0,0,0,0,0,0,0,10,0,3,10,22,5,7,3,61,4,19,24,38,72,56,50,16,12,296
LGA58470,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,10,6,15,3,4,6,0,0,0,42,17,24,54,23,29,28,17,3,0,190
LGA58510,4,16,43,33,50,81,139,245,178,799,0,22,41,27,29,28,39,27,18,223,105,262,840,496,428,393,343,353,479,3695,984,3263,8175,5212,3939,3279,2184,1415,1130,29583
LGA58540,0,0,3,0,3,6,8,12,0,31,0,0,0,0,0,0,0,0,0,0,3,3,12,13,17,7,18,14,3,87,17,31,94,117,170,135,99,46,6,727
LGA58570,8,7,25,21,36,75,184,312,242,912,0,5,16,5,15,20,29,75,52,227,114,261,884,449,355,306,239,179,142,2927,624,2477,8617,5470,4233,3255,1881,1096,663,28326
LGA58610,0,3,0,3,3,8,15,25,18,80,0,0,3,0,3,0,0,0,0,8,11,7,18,17,33,43,31,24,14,203,45,71,144,198,246,313,265,125,62,1476
LGA58680,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,11,14,3,3,50,10,13,40,58,86,72,48,28,4,357
LGA58760,42,59,269,377,485,632,851,831,353,3902,8,40,213,268,312,279,136,124,56,1430,655,838,1953,1782,1752,1228,1036,897,556,10695,6388,12749,29432,28271,25603,16683,11110,5642,1890,137766
LGA58820,0,0,3,11,10,25,57,55,22,177,0,0,0,0,0,0,7,11,3,22,19,12,46,52,49,75,75,85,39,446,130,178,398,445,622,619,479,291,96,3257
LGA58890,0,0,0,0,3,11,4,11,4,36,0,0,0,0,0,0,0,0,0,3,0,0,11,7,12,13,7,3,3,58,16,24,72,89,138,145,88,49,23,640
LGA59030,0,0,0,0,0,3,3,5,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,12,8,8,3,3,0,45,3,19,35,57,42,54,27,16,0,258
LGA59100,0,0,0,0,0,0,11,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,19,10,7,5,70,11,23,86,79,116,115,84,45,15,563
LGA59170,0,0,0,0,0,4,13,7,4,35,0,0,0,0,0,0,0,0,0,0,0,3,8,11,12,21,20,12,3,79,15,40,131,113,120,182,106,48,13,765
LGA59250,3,0,6,10,5,14,6,3,0,52,0,0,0,0,0,0,0,0,0,7,6,8,48,33,21,13,4,0,0,133,25,47,203,145,109,78,33,7,0,653
LGA59310,0,0,0,0,0,4,13,9,17,46,0,0,0,0,0,0,0,0,0,0,0,0,12,11,8,8,12,12,0,71,21,59,170,175,188,205,144,45,27,1034
LGA59320,0,0,0,0,0,4,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,3,0,22,7,18,42,52,72,71,37,16,0,317
LGA59330,0,0,0,0,3,7,9,8,3,33,0,0,0,0,0,0,0,0,0,3,0,0,6,3,10,14,16,15,8,79,9,17,55,42,76,89,77,51,23,435
LGA59340,7,11,21,25,36,52,59,23,7,239,10,7,23,5,15,22,10,13,3,96,50,83,186,141,162,113,62,17,5,824,263,516,1230,1028,1040,831,352,90,19,5362
LGA59350,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,8,4,4,13,6,13,15,0,3,0,66,13,22,75,46,66,56,15,8,3,300
LGA59360,0,0,0,3,7,14,19,16,7,62,0,0,0,0,0,0,0,0,0,0,3,7,34,28,40,31,15,13,10,176,20,51,180,161,249,181,122,52,24,1032
LGA59370,0,3,3,6,3,22,39,47,16,142,0,0,0,0,0,0,0,0,0,3,14,10,32,37,54,78,97,60,24,411,76,122,268,322,519,643,604,274,82,2911
LGA59499,3,6,4,11,20,34,52,14,3,142,0,4,5,4,4,6,0,3,0,30,43,131,374,308,348,209,125,26,5,1570,132,503,1306,910,957,973,633,98,23,5534
LGA59799,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,24,16,15,8,0,0,0,72,0,20,126,126,105,43,8,3,3,429
LGA60210,3,0,9,9,16,52,102,76,50,314,0,0,0,0,3,0,0,3,0,12,28,12,28,40,84,129,126,80,33,569,143,170,381,556,847,1267,1134,459,153,5103
LGA60410,13,12,25,28,39,131,122,114,37,523,3,0,6,4,5,12,9,3,3,40,78,75,172,173,167,205,178,122,36,1206,601,1085,2176,2160,2040,2016,1309,524,144,12055
LGA60610,6,9,33,30,65,115,180,236,173,839,0,11,11,6,16,12,14,9,0,69,67,74,132,133,192,211,252,199,96,1353,675,1209,2142,2185,2614,2424,1933,1112,431,14726
LGA60810,4,8,15,20,32,127,264,342,200,1021,0,0,3,7,3,4,5,3,3,32,69,72,129,134,215,267,286,256,109,1542,653,1059,1933,2288,3049,3343,2752,1485,522,17087
LGA61010,0,0,0,6,18,31,39,25,7,116,3,0,0,0,0,3,0,0,0,7,4,3,18,18,32,38,45,26,6,190,56,74,190,237,317,381,358,138,22,1770
LGA61210,3,3,5,5,27,60,77,109,56,347,0,0,3,0,0,0,8,3,6,18,28,43,58,67,110,147,98,70,21,637,248,485,856,866,1110,1166,808,394,115,6057
LGA61410,16,22,43,46,91,197,336,414,356,1527,0,3,7,25,23,27,18,12,5,126,149,210,458,436,473,513,543,467,255,3500,1336,2826,6203,6783,7391,7582,6099,3403,1492,43114
LGA61510,3,6,7,12,25,65,142,128,61,456,4,0,3,0,12,9,11,3,7,51,41,43,89,77,121,153,162,111,19,820,325,481,1054,1169,1469,1478,1150,575,154,7860
LGA61610,9,8,39,37,53,165,254,285,232,1074,0,4,7,11,15,5,11,11,5,63,76,65,150,150,204,286,358,326,193,1814,770,1317,2713,2791,3267,3292,2940,1616,699,19394
LGA61810,0,0,13,6,13,47,83,103,69,332,0,3,0,0,3,4,4,0,0,12,30,30,44,60,70,114,130,69,24,568,169,319,618,648,869,1105,928,475,173,5300
LGA62010,0,0,0,0,3,6,14,6,4,34,0,0,0,0,0,0,0,0,0,3,3,0,6,10,9,11,18,14,3,76,11,30,69,89,122,200,168,59,15,756
LGA62210,3,7,5,10,17,51,98,71,47,313,0,0,6,0,0,3,0,0,3,11,35,43,59,68,111,106,120,94,30,674,216,338,597,686,982,1072,912,420,129,5351
LGA62410,3,0,4,4,8,29,58,52,22,184,0,0,0,0,0,3,0,4,11,16,10,9,21,44,71,85,135,79,37,486,81,116,312,409,588,893,934,361,111,3801
LGA62610,19,52,128,111,114,284,438,532,406,2082,12,18,40,81,102,63,43,27,15,393,197,174,404,403,513,527,530,510,260,3514,1430,2847,6183,5662,6128,5858,4315,2730,1150,36299
LGA62810,16,13,38,41,60,100,164,272,289,986,3,8,34,19,27,26,19,23,15,165,115,282,558,395,410,462,412,290,193,3118,1358,4553,7791,6334,6530,6382,4682,2489,1401,41525
LGA63010,3,9,11,19,36,105,154,119,85,548,0,0,6,0,5,6,7,3,0,30,51,52,101,159,159,216,238,166,48,1197,479,664,1498,1890,2376,2689,2071,894,260,12825
LGA63210,0,0,8,5,15,55,70,92,47,291,0,0,0,0,3,4,4,3,0,23,30,16,38,54,95,90,91,45,25,486,218,249,538,654,1014,1033,806,314,100,4933
LGA63410,0,0,0,3,0,10,15,19,21,69,0,0,0,0,0,0,0,0,0,0,20,9,17,9,25,35,20,19,5,154,38,73,201,159,222,271,190,120,43,1321
LGA63610,11,10,12,24,40,101,146,204,140,693,3,0,0,6,8,6,9,3,0,41,81,67,198,182,236,324,331,239,95,1750,758,1669,3820,4462,4906,5077,3944,1969,715,27314
LGA63810,6,0,5,8,22,53,100,123,108,427,0,3,0,4,0,3,4,6,0,20,32,28,62,88,103,133,157,119,62,783,281,461,1002,1210,1477,1667,1522,763,257,8653
LGA64010,41,65,126,130,197,321,506,592,579,2559,7,29,61,106,112,59,46,40,22,488,272,362,627,576,691,701,820,546,306,4896,2199,5046,8198,7821,8573,7982,6517,3540,1675,51558
LGA64210,3,8,10,17,32,108,194,221,189,788,0,6,4,3,7,7,11,8,0,42,69,53,122,155,193,212,247,184,77,1313,563,961,1857,2188,2811,2873,2332,1203,487,15286
LGA64610,0,3,18,18,27,63,150,172,96,540,0,3,0,6,10,6,4,0,4,33,50,59,112,115,190,216,215,145,50,1150,364,668,1210,1411,1871,1992,1679,819,238,10244
LGA64810,0,0,7,8,33,92,118,96,88,452,3,5,0,3,0,8,4,10,0,25,52,71,114,117,130,185,160,119,52,993,431,721,1668,1696,2055,2168,1602,707,263,11308
LGA65010,3,0,4,8,24,55,88,53,24,262,0,0,0,0,3,0,3,3,0,9,33,23,45,58,92,94,85,49,20,497,206,276,586,657,968,980,686,268,86,4709
LGA65210,0,0,3,4,9,18,36,29,13,104,0,0,0,0,0,0,0,0,0,0,7,3,15,21,50,47,77,44,24,292,33,63,150,217,344,508,443,188,61,2009
LGA65410,3,3,12,30,40,97,155,193,138,672,0,0,4,5,11,6,3,4,3,38,40,35,81,100,160,172,212,170,67,1036,399,615,1271,1440,2009,2081,1735,966,311,10841
LGA65610,3,0,8,7,10,44,40,54,18,179,0,0,0,0,3,4,0,0,0,10,17,15,52,41,67,64,63,42,6,372,91,203,466,496,661,666,444,223,38,3292
LGA65810,11,0,6,13,34,95,172,180,124,639,0,3,8,4,3,8,3,8,7,53,91,65,140,127,211,289,276,216,139,1559,617,1108,2098,2482,3247,3550,2861,1389,498,17844
LGA69499,3,3,0,4,9,3,3,0,0,32,0,0,0,0,0,0,0,0,0,3,10,22,44,33,37,15,18,3,0,187,48,90,183,147,135,113,84,12,3,825
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,8,23,5,15,12,7,0,0,73
LGA70200,23,27,73,114,146,166,172,87,43,840,3,8,20,26,31,29,29,26,18,192,161,206,631,475,514,449,258,91,33,2820,650,1371,4265,3599,3767,3079,1373,492,164,18764
LGA70420,56,92,164,154,159,112,78,23,3,843,4,9,17,22,47,57,58,34,16,259,60,107,187,129,125,96,37,11,0,742,357,627,1150,821,820,586,305,96,20,4785
LGA70540,7,0,11,4,7,8,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,20,24,23,23,15,7,0,0,127
LGA70620,66,83,195,183,140,104,29,10,6,827,0,0,5,5,26,37,36,36,11,150,35,26,61,56,65,30,11,3,0,285,218,305,610,529,428,287,109,50,12,2548
LGA70700,0,0,3,5,3,20,21,8,0,66,0,0,0,0,6,0,0,0,0,4,9,9,27,29,58,67,54,8,4,267,30,64,141,114,232,238,176,44,9,1056
LGA71000,20,25,147,202,278,413,539,330,108,2063,3,19,55,67,65,97,77,61,21,469,374,730,2177,1370,1246,1089,696,284,109,8067,1860,5243,16252,12288,10636,8505,4859,1736,470,61859
LGA71300,87,98,223,195,180,140,89,20,0,1032,13,14,31,17,17,8,15,3,4,120,125,101,204,153,122,91,29,9,0,836,559,794,1594,1223,906,590,208,50,8,5929
LGA72200,6,18,20,27,51,79,85,29,5,321,3,7,12,9,17,19,13,3,0,96,121,134,394,246,348,275,158,74,18,1773,320,647,1759,1259,1397,1058,576,210,41,7268
LGA72300,6,16,32,46,74,134,136,65,17,533,0,3,6,9,16,23,9,9,0,73,187,341,1081,1000,901,571,277,64,17,4447,724,1639,3721,3897,4178,2947,1455,349,67,18973
LGA72330,49,87,178,157,153,129,71,26,5,845,4,16,22,19,25,21,37,21,10,184,217,386,388,270,217,126,27,15,0,1653,428,739,1124,853,705,516,198,71,17,4645
LGA72800,14,14,35,63,91,133,137,72,20,580,0,12,21,12,22,32,20,9,4,125,187,259,640,516,374,322,172,69,26,2556,1003,2619,6755,5499,4059,2532,1074,383,85,24005
LGA73600,78,82,111,99,105,90,56,11,0,635,7,4,15,16,20,41,33,15,0,157,106,70,139,88,108,84,53,7,0,666,417,523,1121,784,743,505,248,67,6,4410
LGA74050,14,7,15,17,20,24,20,11,0,115,0,0,0,0,4,0,0,3,0,13,10,13,17,46,9,11,12,0,0,125,108,197,417,378,328,224,78,28,4,1759
LGA74550,18,19,43,32,43,33,23,10,0,218,3,3,11,14,19,19,22,25,5,124,38,73,132,63,75,42,17,5,0,453,173,293,460,295,345,248,129,59,10,2000
LGA74560,0,0,0,0,3,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,5,0,0,35,5,13,36,60,88,98,69,7,3,385
LGA74660,41,40,68,78,97,74,33,11,0,438,7,12,32,20,38,16,15,13,3,148,72,98,178,262,200,81,23,10,5,924,340,546,1116,985,803,429,120,40,9,4389
LGA74680,41,41,101,56,52,43,18,3,0,356,5,4,5,3,4,8,5,5,0,48,23,21,134,74,37,9,6,0,0,308,177,291,642,394,274,174,51,13,0,2018
LGA79399,0,0,12,22,19,33,47,3,0,138,0,0,3,0,10,5,4,0,0,26,59,109,238,188,178,155,61,11,3,1011,174,442,1289,1160,1066,793,347,48,9,5324
LGA79499,0,0,8,25,39,25,26,3,0,124,0,0,7,0,11,3,3,0,0,18,3,66,182,140,157,110,58,15,0,737,24,183,457,396,461,440,278,38,0,2275
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,9,0,3,30,19,9,3,0,3,0,71
LGA89399,67,120,261,364,537,1097,1709,1613,895,6659,10,60,178,174,219,217,198,234,103,1391,1026,1931,4310,3278,2871,2551,2256,1840,1396,21463,11241,31286,65963,58255,50888,41391,29398,14343,6150,308907
LGA89499,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,7,16,27,19,17,6,3,0,102,30,79,108,107,68,78,24,8,3,502
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,4,6,23,65,58,21,3,186,0,0,0,3,12,46,51,24,0,144,28,65,172,122,133,116,72,39,12,751,88,195,566,627,699,697,458,182,51,3579
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,10,0,5,9,11,13,0,0,46
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
