SA3_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
40304,223,4741,393,5354,271,4576,296,5141,677,8958,621,10251,990,8917,655,10566,1326,9075,641,11045,1542,8081,617,10247,1096,6629,629,8352,426,2887,487,3803,120,958,244,1319,6673,54829,4569,66070,264,4529,364,5153,333,4358,262,4950,1192,8812,565,10568,1768,8681,599,11046,2225,8921,585,11726,2661,8108,658,11428,1478,6949,741,9169,429,3261,628,4311,67,1674,415,2164,10414,55292,4815,70521,482,9266,759,10508,606,8932,555,10093,1863,17771,1186,20823,2760,17602,1252,21606,3554,17993,1222,22773,4209,16190,1277,21675,2570,13581,1374,17516,858,6149,1112,8118,188,2629,658,3479,17089,110117,9385,136595
40401,136,2753,244,3135,194,3362,228,3781,497,6639,464,7605,663,5785,438,6896,1003,6042,486,7533,1013,5016,400,6427,595,3868,392,4846,351,2290,304,2943,138,977,176,1298,4584,36734,3144,44461,140,2642,191,2971,223,3102,206,3535,702,6474,435,7615,1017,5472,371,6859,1592,5704,416,7710,1679,4966,418,7063,894,4108,427,5431,424,2960,440,3825,74,1896,305,2270,6750,37314,3214,47279,275,5392,443,6101,412,6467,433,7312,1201,13119,902,15223,1685,11259,807,13749,2597,11744,905,15246,2691,9985,816,13491,1486,7973,814,10281,772,5246,745,6770,212,2876,481,3567,11336,74052,6356,91738
40402,90,1508,185,1788,111,1615,125,1851,250,3470,264,3987,340,3189,237,3765,515,3293,292,4101,549,3103,275,3925,275,2033,259,2560,99,927,165,1187,30,447,88,565,2262,19589,1884,23735,91,1408,134,1639,134,1602,122,1852,407,3452,231,4088,584,3010,214,3811,821,3220,274,4313,859,2886,275,4017,405,1989,296,2687,162,1297,245,1702,33,802,188,1016,3493,19661,1974,25129,186,2918,320,3423,243,3212,251,3705,661,6925,491,8076,922,6204,450,7580,1336,6512,562,8411,1408,5992,545,7945,680,4016,551,5256,265,2217,407,2891,60,1252,273,1584,5758,39254,3853,48861
40403,69,1491,92,1650,129,2201,122,2445,289,4626,335,5246,377,3509,227,4115,535,3175,249,3961,509,2415,197,3121,266,1846,193,2308,187,1270,191,1648,75,565,141,784,2442,21097,1738,25272,78,1525,90,1691,144,2254,118,2512,419,4570,293,5282,527,3308,200,4027,776,2828,184,3791,785,2394,179,3356,426,2028,210,2667,247,1664,265,2175,64,1013,351,1431,3464,21577,1885,26930,148,3011,174,3338,271,4446,240,4962,708,9194,626,10530,901,6815,426,8144,1310,6011,430,7746,1297,4802,375,6473,697,3870,407,4979,433,2932,451,3817,137,1577,495,2214,5906,42669,3626,52206
40501,46,943,142,1130,48,782,51,883,113,1530,114,1759,227,1743,134,2108,260,2081,174,2515,371,2077,192,2636,226,1557,179,1965,81,690,105,878,30,217,58,306,1393,11638,1149,14180,63,909,111,1082,58,687,63,805,211,1498,91,1801,368,1766,124,2249,461,2006,159,2630,565,1876,194,2629,287,1440,160,1884,80,754,149,978,26,395,78,500,2113,11326,1116,14561,114,1850,254,2217,102,1478,112,1693,317,3030,211,3556,594,3508,254,4357,720,4091,333,5145,932,3957,379,5264,510,2998,340,3849,161,1446,256,1858,52,614,130,798,3506,22968,2266,28742
40502,28,512,90,623,25,427,24,478,90,886,89,1065,104,939,99,1141,183,1275,117,1576,259,1477,158,1899,172,1215,180,1566,76,545,113,730,22,181,42,237,950,7469,906,9322,35,449,60,552,29,342,35,406,131,845,85,1056,185,940,78,1201,315,1158,109,1579,416,1241,144,1798,212,1076,166,1456,70,527,126,725,19,346,69,435,1403,6925,869,9200,62,960,153,1178,53,770,58,885,215,1727,171,2117,286,1877,178,2347,495,2437,219,3155,674,2717,305,3694,387,2297,347,3023,138,1079,238,1456,34,520,114,671,2348,14392,1779,18521
40503,41,748,101,891,44,617,41,709,91,1071,106,1274,135,1128,106,1370,238,1478,158,1880,285,1622,180,2090,183,1367,186,1743,107,658,137,894,26,220,39,288,1169,8913,1057,11136,43,638,96,776,45,548,40,634,171,1058,75,1307,252,1110,100,1463,376,1404,134,1911,467,1444,136,2048,258,1249,215,1719,96,774,176,1049,12,434,96,536,1719,8658,1069,11445,82,1386,194,1662,91,1170,81,1345,264,2130,185,2578,392,2234,207,2828,618,2883,291,3791,759,3066,316,4144,443,2617,405,3467,199,1426,315,1941,37,651,134,826,2885,17574,2125,22581
40504,26,536,74,642,28,391,32,444,86,878,75,1033,120,871,75,1069,222,1303,139,1662,294,1693,183,2168,231,1782,230,2243,119,826,175,1119,26,258,92,371,1139,8536,1072,10751,43,456,62,567,37,358,46,437,130,835,70,1034,203,831,67,1099,343,1171,107,1622,484,1488,169,2138,345,1563,237,2146,118,846,186,1146,18,402,117,534,1733,7949,1051,10732,70,995,140,1203,63,745,72,884,216,1707,142,2067,326,1701,146,2168,566,2479,245,3288,774,3177,347,4302,574,3349,467,4393,232,1677,358,2268,43,661,207,909,2872,16492,2124,21485
40601,65,1394,215,1673,80,1283,184,1545,194,2729,367,3296,302,2684,338,3330,483,3284,411,4177,504,3096,407,4007,327,2255,365,2944,138,1094,256,1495,43,365,96,505,2135,18198,2640,22969,91,1252,204,1545,98,1172,125,1398,352,2758,299,3408,482,2544,254,3286,726,2817,331,3877,749,2677,374,3800,417,2165,313,2894,161,1172,297,1625,34,579,195,805,3110,17143,2387,22633,157,2639,422,3218,180,2459,314,2948,539,5488,674,6704,791,5236,593,6614,1209,6105,738,8049,1254,5771,781,7805,741,4421,673,5842,302,2265,549,3117,72,947,292,1314,5242,35338,5030,45608
40602,41,529,122,688,60,641,185,885,130,1600,494,2223,183,1254,378,1820,181,1460,340,1981,168,1400,273,1838,109,927,189,1221,46,377,96,518,9,92,20,123,926,8278,2101,11303,46,499,101,645,84,628,111,823,171,1411,210,1799,219,1129,165,1504,303,1261,201,1764,243,1077,215,1535,153,747,150,1051,47,346,102,492,9,157,56,213,1266,7251,1308,9828,83,1023,226,1335,145,1269,295,1711,298,3014,703,4023,400,2382,547,3327,484,2726,536,3741,408,2478,491,3380,260,1671,337,2272,89,719,197,1013,14,243,75,338,2194,15528,3405,21128
40701,59,959,169,1191,44,805,99,943,162,1499,151,1817,236,1873,196,2302,389,2360,233,2977,557,3052,313,3912,545,3509,372,4431,255,1783,310,2349,59,560,152,771,2299,16409,1988,20695,58,1002,127,1185,70,721,62,865,235,1596,134,1960,405,1938,176,2512,673,2350,234,3259,997,2988,284,4260,708,3615,412,4740,226,1761,371,2363,59,828,212,1105,3432,16810,2016,22259,119,1961,296,2376,115,1525,159,1800,395,3098,288,3785,634,3809,366,4818,1063,4712,464,6237,1549,6038,596,8176,1255,7129,784,9171,483,3546,682,4716,115,1392,366,1874,5731,33212,4002,42948
40702,82,1714,183,1983,94,1520,147,1764,232,2978,368,3573,369,3174,399,3946,501,3789,454,4743,570,3595,367,4531,380,2759,385,3525,174,1282,285,1741,34,439,166,643,2434,21263,2747,26442,116,1587,181,1884,111,1295,110,1518,402,2838,226,3463,546,3032,221,3800,780,3380,308,4464,932,3164,313,4412,478,2627,361,3472,194,1445,379,2011,31,733,260,1024,3594,20099,2361,26056,200,3303,365,3870,209,2815,260,3282,632,5814,592,7041,916,6208,619,7746,1280,7167,761,9203,1502,6765,678,8946,858,5390,747,6998,366,2727,661,3751,71,1176,424,1671,6027,41362,5105,52496
40703,98,1712,304,2111,84,1605,212,1902,292,3060,466,3815,364,3001,484,3843,617,3803,464,4881,693,4020,455,5169,471,3499,526,4491,214,1661,338,2213,55,523,136,723,2872,22886,3386,29149,105,1658,209,1968,131,1489,131,1742,437,2868,264,3566,633,2812,294,3740,953,3510,379,4843,1044,3478,391,4917,624,3142,498,4263,248,1767,351,2365,25,931,216,1175,4197,21647,2724,28572,195,3372,509,4085,212,3092,339,3645,729,5924,729,7383,994,5810,781,7584,1567,7313,841,9722,1733,7500,842,10080,1095,6637,1021,8758,463,3433,686,4575,86,1456,354,1892,7072,44538,6113,57726
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
49999,4,70,18,95,13,115,39,161,26,254,73,349,35,164,88,280,31,147,108,282,23,160,54,239,18,118,36,168,4,31,3,43,3,10,0,13,143,1066,421,1627,4,55,19,80,11,74,20,99,24,149,36,209,16,83,38,140,30,110,51,192,21,121,28,164,17,64,17,97,3,10,3,21,0,8,0,7,127,676,215,1016,9,130,36,173,17,187,61,266,47,403,110,556,48,244,126,421,60,260,159,474,48,278,80,403,28,183,50,271,4,40,9,59,3,13,3,22,265,1740,638,2648
50101,43,1246,183,1471,41,820,71,932,123,2222,263,2610,220,2955,321,3500,266,2822,328,3417,370,2489,293,3159,247,2219,274,2740,111,972,179,1264,36,290,95,426,1465,16038,2020,19529,52,1138,164,1357,43,830,90,958,228,2460,219,2911,385,3118,273,3774,525,2705,258,3487,651,2518,293,3465,364,2108,275,2735,117,1061,259,1439,20,452,175,649,2381,16391,2016,20784,93,2384,350,2829,84,1651,159,1891,349,4683,486,5522,610,6069,599,7273,791,5526,588,6910,1023,5013,592,6629,609,4327,551,5483,232,2032,438,2699,60,738,272,1079,3850,32430,4034,40312
50102,146,2984,390,3517,131,2341,262,2730,324,5058,647,6029,467,5378,660,6509,670,5771,675,7110,741,5107,594,6450,473,3792,545,4811,192,1605,391,2191,49,500,131,679,3189,32541,4299,40029,170,2728,366,3269,165,2194,209,2570,591,5331,493,6415,842,5407,479,6732,1241,5573,533,7348,1333,4818,560,6709,697,3554,573,4822,250,1837,481,2569,43,857,206,1111,5334,32312,3896,41546,324,5708,755,6788,293,4541,467,5301,915,10391,1142,12451,1312,10788,1144,13241,1910,11344,1202,14460,2083,9924,1151,13161,1170,7343,1122,9635,439,3448,876,4759,90,1362,339,1792,8529,64851,8195,81572
50103,25,559,110,690,24,356,40,426,56,750,100,910,92,1008,116,1216,181,1298,169,1653,236,1488,185,1902,138,1299,198,1633,53,530,115,702,18,120,34,172,823,7411,1065,9303,20,452,87,566,27,331,30,394,102,776,91,975,180,1038,101,1311,301,1294,171,1765,363,1398,179,1944,189,1112,162,1464,65,474,140,683,9,199,69,274,1267,7080,1035,9377,46,1010,200,1252,53,690,73,820,160,1527,193,1883,272,2044,216,2532,482,2596,344,3418,604,2886,359,3848,326,2411,353,3094,125,1001,258,1385,31,319,100,451,2092,14491,2104,18684
50201,107,2559,259,2930,117,2260,222,2598,313,4189,467,4972,427,4428,468,5328,561,4990,561,6112,666,4633,509,5811,567,4780,603,5948,368,2609,473,3454,87,729,213,1025,3217,31188,3784,38182,143,2483,259,2891,159,2183,180,2527,517,4488,386,5388,748,4638,401,5782,1034,5002,441,6473,1319,4786,475,6575,846,4767,621,6229,393,2758,587,3740,55,1065,267,1388,5212,32167,3619,40991,251,5044,521,5823,280,4439,405,5129,829,8678,855,10359,1175,9068,870,11114,1594,9987,1007,12586,1982,9425,980,12388,1408,9545,1221,12177,763,5364,1064,7189,142,1795,482,2416,8424,63351,7401,79180
50301,88,2459,141,2693,113,2600,148,2866,143,3029,311,3486,236,2976,268,3482,521,3739,318,4580,582,3125,270,3986,411,2450,243,3103,173,1344,162,1677,66,517,95,678,2339,22250,1958,26549,122,2507,151,2778,112,2284,143,2541,203,2982,298,3486,446,3283,212,3945,927,3842,285,5057,1043,2939,278,4258,667,2438,245,3353,260,1548,249,2061,59,1001,213,1271,3837,22831,2087,28748,209,4963,292,5467,226,4890,298,5409,347,6013,611,6969,684,6265,481,7422,1448,7578,605,9630,1626,6064,549,8245,1078,4893,490,6458,438,2898,413,3738,123,1513,309,1948,6173,45075,4038,55294
50302,76,1622,174,1872,132,3145,443,3714,413,10689,1627,12732,476,6671,846,7993,648,4966,624,6237,671,4057,539,5270,366,2750,423,3533,122,1247,260,1636,39,497,135,671,2950,35642,5069,43655,88,1796,227,2114,200,3529,499,4229,592,10370,1494,12461,644,6223,721,7589,1028,4468,511,6008,1073,3628,450,5154,548,2476,370,3393,209,1575,301,2084,50,1055,235,1339,4438,35122,4809,44363,165,3417,405,3980,324,6671,941,7939,1004,21058,3124,25190,1120,12893,1564,15583,1676,9438,1133,12245,1749,7677,991,10424,916,5231,785,6927,340,2826,557,3718,92,1551,369,2007,7384,70764,9876,88022
50401,74,1827,159,2051,128,2321,188,2635,351,6135,558,7042,444,5118,441,6004,596,4296,381,5268,579,3535,359,4471,365,2588,313,3270,178,1356,263,1794,56,431,151,639,2756,27604,2813,33181,83,1741,131,1956,142,2125,176,2444,544,6132,482,7167,690,4873,351,5913,923,3852,345,5115,972,3430,347,4750,535,2644,336,3513,188,1638,366,2191,44,808,314,1169,4118,27253,2853,34226,154,3565,290,4014,271,4448,366,5080,900,12269,1040,14212,1128,9994,791,11914,1513,8149,727,10383,1546,6967,704,9225,897,5235,650,6784,363,2995,628,3988,100,1240,469,1809,6876,54862,5662,67399
50402,49,1256,135,1439,60,1018,317,1392,117,1757,822,2699,170,1965,688,2831,344,2503,499,3346,350,2231,315,2898,242,1737,220,2188,85,720,144,950,34,180,66,279,1447,13365,3214,18026,68,1113,109,1286,68,875,72,1016,166,1770,129,2067,382,2027,149,2555,601,2436,208,3254,623,2067,147,2833,359,1617,225,2203,116,738,153,1007,17,286,97,400,2408,12922,1292,16615,118,2365,238,2729,130,1892,394,2414,282,3524,958,4764,552,3995,841,5381,946,4934,714,6598,967,4295,465,5736,603,3348,448,4393,207,1456,296,1952,45,470,166,683,3855,26283,4504,34645
50403,166,3987,403,4557,188,3951,355,4501,515,8607,810,9931,709,7590,747,9047,827,7228,728,8780,766,5132,534,6435,387,3070,400,3858,167,1291,280,1733,37,329,115,486,3764,41191,4374,49324,201,3594,350,4146,253,3884,405,4538,956,8642,871,10471,1222,7646,793,9655,1379,6978,650,9014,1246,4903,456,6608,532,3079,436,4049,185,1404,317,1905,34,546,215,797,6009,40676,4503,51189,369,7578,754,8698,441,7834,761,9038,1473,17249,1679,20403,1930,15240,1539,18706,2208,14203,1381,17795,2019,10041,988,13046,916,6151,833,7906,346,2694,602,3641,68,881,332,1283,9776,81868,8874,100512
50501,170,5076,331,5574,199,4732,271,5201,403,7876,559,8835,689,8792,571,10054,1075,9721,547,11349,1270,8362,544,10175,811,5718,404,6932,278,2023,215,2524,90,647,127,863,4990,52954,3569,61511,218,4684,270,5177,236,4220,215,4675,608,7486,382,8481,1184,9130,442,10763,1914,9807,470,12186,2098,8182,484,10772,1150,5360,416,6936,294,2489,359,3140,47,1243,249,1539,7758,52607,3305,63664,387,9762,603,10749,438,8952,482,9871,1015,15365,938,17320,1870,17927,1013,20815,2985,19528,1023,23534,3369,16550,1030,20949,1965,11079,822,13869,575,4514,576,5661,142,1888,374,2401,12743,105561,6871,125175
50502,194,4345,365,4907,266,5267,451,5985,830,15425,1594,17847,998,11690,1045,13733,1341,9660,888,11884,1332,7608,709,9645,765,5703,581,7052,496,3438,552,4478,164,1147,337,1655,6388,64272,6535,77194,213,4362,322,4901,333,5225,392,5952,1103,15279,1351,17733,1559,11410,943,13908,2071,9263,741,12078,2239,7684,718,10648,1352,6370,777,8497,627,4364,820,5815,133,2078,667,2878,9636,66038,6737,82409,413,8706,687,9804,606,10494,848,11938,1933,30705,2949,35583,2553,23098,1993,27648,3414,18915,1632,23959,3573,15295,1428,20296,2119,12073,1355,15551,1126,7795,1375,10291,299,3227,1010,4532,16025,130311,13271,159600
50503,212,6088,578,6876,260,5744,488,6485,729,12390,1082,14200,1010,11896,1004,13910,1071,10660,938,12668,818,6621,590,8031,562,4255,467,5287,260,1939,360,2563,59,507,161,726,4972,60107,5672,70750,302,5714,517,6533,322,5524,452,6299,1264,12940,1021,15217,1663,11858,838,14355,1777,10345,807,12936,1439,6617,571,8624,769,4522,519,5815,275,2323,488,3082,39,841,287,1165,7843,60690,5497,74029,510,11806,1102,13415,578,11263,942,12780,1985,25330,2106,29419,2670,23762,1835,28265,2848,21008,1749,25607,2255,13239,1162,16654,1336,8780,994,11103,536,4261,846,5641,97,1353,444,1895,12820,120797,11169,144780
50601,99,2075,183,2361,106,2330,196,2628,376,5802,521,6699,464,4838,466,5770,469,3984,371,4829,450,3098,329,3872,302,2172,282,2753,110,912,199,1225,35,249,83,372,2420,25462,2629,30507,116,2022,192,2331,176,2260,172,2606,681,5924,420,7029,723,4472,355,5550,736,3808,329,4872,845,3119,305,4263,385,2126,316,2823,124,982,237,1342,19,354,167,542,3797,25070,2495,31365,219,4102,374,4691,286,4591,368,5239,1051,11727,946,13728,1189,9312,827,11323,1209,7784,705,9694,1287,6219,628,8139,684,4302,593,5577,239,1901,430,2567,57,604,252,917,6216,50529,5129,61871
50602,87,1349,179,1605,147,2749,342,3235,349,6995,1029,8371,383,4585,616,5584,414,3372,482,4267,381,2743,411,3534,198,1759,291,2247,105,880,217,1199,28,328,116,467,2089,24753,3676,30521,84,1243,166,1493,160,2417,319,2896,497,6516,850,7860,517,4097,467,5079,615,2957,359,3933,675,2470,347,3496,303,1689,325,2323,142,1116,283,1543,28,596,185,806,3037,23098,3301,29443,172,2588,344,3103,309,5169,660,6138,850,13502,1881,16234,899,8685,1084,10667,1032,6332,840,8202,1063,5215,758,7033,499,3450,623,4568,252,1993,498,2744,58,922,293,1279,5129,47853,6985,59958
50603,125,3053,202,3379,190,4218,291,4694,400,6980,604,7981,507,5314,411,6234,638,4664,351,5659,614,3781,271,4671,432,2751,245,3427,176,1288,201,1662,60,523,118,703,3142,32578,2687,38399,144,2763,150,3057,186,3569,252,4011,587,6334,497,7413,798,5091,347,6232,980,4502,310,5796,1040,3861,256,5160,612,2767,254,3637,224,1712,308,2248,47,1148,320,1512,4622,31747,2705,39066,266,5811,358,6435,377,7787,541,8708,989,13316,1097,15396,1302,10403,756,12466,1617,9163,663,11451,1651,7645,528,9826,1043,5516,501,7061,402,3007,507,3909,107,1666,437,2209,7763,64325,5391,77471
50604,158,3564,313,4040,215,3689,472,4382,585,8191,1047,9824,755,7411,868,9034,724,6283,594,7612,670,4786,425,5885,415,3284,356,4060,206,1402,260,1874,45,383,126,554,3785,39001,4473,47250,192,3218,261,3670,270,3321,242,3831,916,7888,558,9363,1150,6894,511,8551,1185,5713,402,7294,1147,4552,403,6102,624,3251,352,4225,183,1694,364,2239,34,610,233,876,5693,37142,3325,46159,352,6785,573,7713,484,7013,712,8213,1501,16077,1608,19190,1907,14302,1379,17587,1909,11999,995,14905,1816,9334,828,11985,1036,6539,711,8281,384,3099,626,4114,81,985,362,1431,9475,76145,7791,93412
50605,75,1786,146,2011,80,1547,114,1737,177,3050,276,3509,285,3246,261,3794,416,3309,249,3967,421,2651,266,3335,290,2194,209,2695,135,1030,190,1353,30,254,80,366,1914,19066,1794,22772,85,1671,136,1893,109,1369,91,1572,330,3016,228,3574,509,3169,204,3879,655,3114,232,3999,730,2595,254,3582,468,2156,241,2867,156,1198,225,1581,26,398,134,558,3073,18684,1751,23505,158,3465,285,3906,189,2920,211,3315,513,6064,507,7084,799,6413,468,7678,1064,6419,482,7971,1152,5249,511,6914,762,4349,451,5558,291,2222,414,2933,58,651,215,922,4993,37743,3538,46275
50606,26,741,75,852,35,751,71,855,120,1870,240,2234,126,1500,241,1866,177,1518,213,1908,141,1039,131,1317,89,705,83,878,24,255,51,323,7,59,22,88,755,8441,1126,10323,39,751,58,851,59,815,65,935,195,1906,132,2231,234,1507,126,1861,296,1387,109,1799,243,978,85,1309,118,569,57,738,41,239,40,319,3,80,18,103,1219,8232,698,10153,65,1493,141,1697,95,1568,135,1790,318,3777,372,4461,354,3005,370,3730,469,2908,323,3706,392,2014,222,2626,208,1274,141,1617,65,491,87,646,10,141,37,189,1977,16674,1824,20475
50607,50,1317,86,1454,71,1637,126,1830,149,3147,336,3627,192,2269,228,2691,263,2040,191,2499,327,1865,177,2365,175,1467,147,1785,69,591,93,755,33,239,94,358,1333,14565,1469,17370,48,1111,87,1243,76,1621,136,1832,201,3018,273,3487,303,2230,193,2719,452,2125,185,2764,601,2003,194,2795,347,1351,179,1879,125,781,164,1070,14,559,203,778,2165,14782,1618,18567,96,2423,174,2695,150,3258,263,3671,347,6162,610,7116,491,4497,422,5414,715,4166,375,5261,927,3865,372,5157,518,2814,324,3658,202,1369,260,1828,47,797,297,1136,3492,29349,3091,35933
50701,132,2743,277,3160,133,2888,233,3256,383,6980,642,8002,610,6883,585,8087,717,5670,501,6882,621,4054,349,5025,322,2691,285,3297,187,1247,285,1718,22,351,113,485,3136,33501,3272,39897,135,2702,223,3059,170,2884,209,3260,643,7227,600,8473,1013,6523,488,8028,1148,5403,438,6991,1053,4016,370,5438,532,2624,332,3485,166,1450,328,1950,35,645,250,925,4899,33458,3244,41600,264,5449,499,6210,301,5767,440,6517,1026,14208,1242,16475,1627,13406,1077,16114,1864,11066,938,13872,1675,8072,714,10461,852,5307,615,6781,352,2694,611,3660,61,993,362,1413,8033,66956,6512,81504
50702,43,749,67,853,46,801,91,936,107,2183,319,2607,164,2067,275,2498,282,2163,270,2719,376,1837,233,2443,186,1279,177,1648,94,693,146,935,28,208,88,328,1332,11972,1669,14969,45,795,77,916,67,880,115,1056,186,2303,287,2777,286,2046,205,2540,534,2018,227,2783,633,1708,196,2539,298,1350,184,1833,134,791,207,1128,27,396,159,577,2197,12290,1661,16145,86,1541,142,1770,111,1681,206,1992,290,4491,607,5386,448,4115,484,5040,815,4182,501,5496,1009,3543,432,4981,489,2626,359,3472,227,1482,358,2067,54,609,245,901,3534,24261,3325,31121
50703,61,985,154,1198,63,1130,289,1483,204,2936,671,3810,260,2381,533,3178,242,1858,333,2423,155,1320,175,1653,102,813,165,1078,51,399,91,536,9,84,27,123,1147,11897,2431,15469,60,922,127,1101,92,1197,108,1395,381,3091,296,3772,368,2213,206,2781,340,1696,175,2208,289,1221,148,1656,151,797,132,1084,44,410,108,565,6,149,44,200,1735,11699,1337,14768,116,1900,272,2296,158,2324,399,2875,583,6025,970,7581,630,4591,737,5961,580,3552,503,4638,446,2540,319,3305,257,1614,293,2162,96,806,200,1098,17,235,73,324,2885,23588,3764,30236
50704,147,3080,176,3406,158,3195,206,3563,302,5123,415,5837,431,5186,331,5946,726,5438,363,6527,929,4969,329,6223,535,3811,297,4646,284,1917,256,2449,111,808,204,1128,3625,33519,2571,39713,125,2958,234,3313,191,2960,156,3310,389,5047,323,5758,761,5594,291,6649,1416,5677,319,7418,1631,5006,313,6951,819,3805,337,4961,349,2470,471,3290,86,1534,508,2121,5767,35046,2947,43761,271,6039,414,6721,345,6160,362,6870,689,10170,734,11591,1195,10779,620,12600,2144,11113,685,13945,2562,9973,641,13168,1359,7619,633,9608,634,4383,722,5738,199,2337,710,3244,9393,68564,5524,83478
50705,139,3636,409,4190,153,3720,490,4359,494,7497,955,8944,595,7044,771,8418,706,7059,785,8554,717,4870,523,6112,447,3404,451,4297,232,1679,349,2259,71,453,166,686,3558,39366,4897,47817,190,3503,329,4020,246,3508,400,4151,858,7662,760,9278,1020,7183,575,8782,1248,6800,614,8666,1212,4619,474,6306,676,3429,451,4556,229,1902,464,2593,43,750,233,1025,5720,39361,4296,49377,331,7141,739,8213,397,7234,885,8510,1353,15164,1708,18227,1614,14229,1354,17195,1952,13865,1399,17215,1925,9493,995,12412,1124,6824,903,8850,468,3579,811,4857,118,1202,396,1712,9276,78725,9190,97197
