SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED53104,0,0,0,3,0,4,4,0,0,7,0,3,0,3,4,3,8,0,0,24,0,0,0,3,0,0,3,0,0,6,0,3,4,5,0,0,0,0,0,19,0,0,0,3,4,4,4,3,0,24,0,0,0,0,0,0,0,0,0,0,3,4,10,9,14,6,9,0,0,59,0,0,3,5,0,10,4,0,0,28,0,4,10,18,16,14,15,10,3,79,0,0,18,30,30,18,8,0,0,110,4,17,37,116,70,78,32,13,7,380,28,53,63,176,96,102,64,27,19,624,974,2277,2189,3954,2318,2415,1694,613,260,16695,0,0,0,0,0,0,0,0,0,0,867,1750,1406,2401,1354,1571,899,430,304,10981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,12,0,0,3,0,0,0,0,3,0,10,0,3,3,18,6,8,3,0,0,39,0,0,0,6,5,3,0,0,0,14
SED53205,0,0,0,4,3,6,6,0,0,14,0,8,8,53,9,3,3,0,0,84,0,0,3,14,0,0,0,0,0,20,3,5,10,4,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,10,4,11,11,33,14,21,6,0,0,96,0,3,16,21,9,8,0,0,0,62,0,3,3,22,22,15,11,11,3,86,0,29,28,87,36,25,4,0,0,204,14,56,101,375,145,90,67,34,8,891,197,305,323,879,343,276,187,106,22,2646,2948,4803,4404,10939,4047,2813,1767,870,209,32795,0,0,0,3,0,0,0,0,0,4,2460,3424,2833,5772,1835,1345,806,328,125,18937,0,3,0,34,0,0,0,0,0,40,0,0,6,19,6,3,3,0,0,38,0,0,0,7,0,0,0,0,0,15,0,3,6,34,10,7,0,0,0,61,0,0,0,10,7,9,3,0,0,35
SED53306,0,0,0,0,0,0,5,3,0,11,0,11,0,29,7,0,3,0,0,51,0,0,0,6,0,0,0,0,0,8,0,9,10,11,0,4,0,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,9,13,10,12,3,3,0,52,0,0,0,7,0,0,0,0,0,10,0,6,4,19,7,7,19,16,3,89,0,5,12,26,17,8,4,7,0,83,4,30,26,93,55,30,37,27,8,315,71,120,145,398,203,198,196,137,76,1540,1332,2632,2552,4847,2548,2295,2113,1452,501,20280,0,0,0,0,0,0,0,0,0,0,1161,2015,1818,3251,1522,1613,1361,975,432,14151,0,0,0,11,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,8,0,0,5,12,0,10,7,0,0,35,0,0,0,8,0,0,0,3,0,13
SED53402,0,0,0,10,7,7,14,3,3,46,0,8,18,52,13,7,8,4,3,108,3,0,8,30,4,0,0,0,0,48,0,7,9,24,3,6,0,0,0,45,0,0,0,4,3,4,0,3,3,20,0,0,0,9,3,0,0,0,0,15,0,9,7,23,18,10,7,0,0,75,0,8,22,105,69,62,26,11,7,306,0,0,3,15,5,5,5,4,0,45,0,0,9,34,16,4,4,0,0,68,15,53,72,403,113,70,51,38,15,829,77,80,126,528,192,168,112,72,51,1403,1301,2029,2192,7415,2720,2179,1426,710,358,20332,0,0,4,0,0,0,0,0,0,3,1120,1558,1491,3710,1421,1144,688,407,276,11811,0,3,6,28,0,0,0,0,0,42,0,0,5,17,7,9,5,0,0,55,0,0,0,4,0,0,0,0,0,13,0,5,3,31,11,7,0,3,0,60,0,0,0,7,3,0,3,0,0,22
SED53502,0,0,0,5,0,3,8,7,4,21,0,9,4,13,6,3,3,3,0,37,0,3,0,13,0,0,0,0,0,18,0,4,4,3,3,0,0,0,0,20,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,3,4,6,12,15,10,3,3,0,62,0,0,5,18,5,5,4,0,0,38,0,0,0,12,6,9,10,4,0,41,0,10,17,25,20,12,5,3,0,92,6,21,37,116,59,62,40,32,14,387,77,126,149,425,263,205,166,89,60,1560,1260,2509,2700,5309,2920,2427,1727,885,298,20032,0,0,3,7,0,0,0,0,0,7,1048,1863,2014,3493,1672,1359,998,504,224,13177,0,0,0,8,0,6,0,0,0,13,0,0,0,10,8,3,0,4,0,24,0,0,0,8,0,0,0,0,0,10,0,5,3,5,4,7,3,0,0,29,0,0,0,4,3,0,3,0,0,14
SED53602,0,0,3,19,13,6,7,7,0,57,0,7,9,45,16,9,11,7,0,101,0,0,7,35,0,0,0,0,0,35,9,66,50,33,5,0,3,0,0,174,0,3,20,78,54,71,58,18,0,312,0,0,9,20,3,0,0,0,0,30,0,5,8,19,3,7,3,0,0,46,6,48,76,355,269,188,67,28,12,1045,0,0,4,15,5,9,0,0,5,36,0,0,3,22,7,7,3,3,0,52,35,165,313,814,239,146,72,30,16,1834,141,176,198,578,217,174,117,66,15,1696,1722,2859,3373,7238,2901,2386,1433,777,177,22879,0,21,44,68,15,6,4,0,0,165,1380,1972,1757,2472,1065,943,596,317,68,10563,0,0,0,12,4,3,3,0,0,24,0,0,12,47,39,41,13,10,0,155,0,0,0,18,12,16,3,3,0,53,0,0,0,11,0,5,0,0,0,24,0,0,3,10,5,5,3,3,0,29
SED53701,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,5,31,0,0,0,0,0,42,0,3,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,9,7,6,0,43,0,0,0,4,8,3,0,0,0,19,0,0,0,5,10,9,9,0,3,31,4,0,4,11,12,7,6,3,0,41,3,5,5,38,28,39,32,23,6,176,65,192,151,474,350,390,276,157,46,2103,1016,2297,1738,3800,2815,3151,2557,1107,245,18720,0,0,0,0,0,0,0,0,0,0,811,1890,1145,2620,1754,1879,1378,591,176,12246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,7,0,0,28,0,0,0,0,0,0,0,0,0,4
SED53802,0,0,3,13,12,10,4,6,3,49,0,5,4,19,11,9,9,10,0,62,0,0,4,46,0,0,0,0,0,53,5,6,12,21,3,0,3,0,0,41,0,4,3,21,25,22,34,17,0,116,0,0,3,21,4,0,3,0,0,35,0,5,8,6,11,10,5,0,0,49,8,18,47,212,153,113,51,30,5,648,0,0,0,6,4,3,6,3,0,26,0,5,3,30,10,12,3,3,0,69,11,66,116,460,113,84,76,47,5,987,74,121,138,462,139,116,96,77,23,1228,1238,2067,2363,6340,2266,2007,1608,1040,289,19219,0,3,8,19,5,4,0,0,0,33,923,1433,1387,2510,1083,971,726,479,165,9681,0,0,0,3,0,3,0,0,0,6,0,3,7,26,22,14,6,4,0,75,0,0,0,8,6,0,3,0,0,18,0,0,3,15,3,0,3,0,0,25,0,0,0,3,0,3,3,0,0,11
SED53902,0,0,0,13,5,9,7,4,4,34,3,8,11,50,6,6,6,3,0,99,3,0,3,40,0,0,0,0,0,48,8,9,6,20,0,0,0,0,0,41,0,0,0,12,14,17,12,10,0,72,0,0,6,20,3,5,0,0,0,30,0,5,7,22,14,12,7,7,0,80,3,10,29,109,77,57,27,10,3,330,0,0,0,12,5,8,4,0,4,37,0,0,9,33,14,3,3,0,0,59,15,52,70,373,93,55,68,33,22,771,57,90,131,455,181,139,105,103,84,1330,1114,1858,2176,6049,2483,2108,1455,1020,512,18771,0,0,3,9,0,0,0,0,0,17,889,1484,1738,2916,1371,1202,758,705,406,11472,0,0,0,12,3,0,0,0,0,18,0,0,3,20,15,7,4,0,0,50,0,0,0,7,0,0,0,0,0,11,0,0,3,25,12,10,6,4,0,57,0,0,3,5,0,5,0,0,0,17
SED54006,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,10,0,0,11,35,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,13,3,8,0,40,0,3,0,4,0,0,0,0,0,7,0,0,3,3,10,5,6,7,0,36,0,8,10,13,14,17,9,0,0,68,0,11,16,37,25,23,36,13,4,155,86,219,186,451,284,276,227,155,35,1917,1400,3128,2414,4786,2865,2621,2170,1111,252,20746,0,0,0,0,0,0,0,0,0,0,1147,2576,1815,3725,1910,1768,1267,601,177,14987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,9,7,0,4,0,0,27,0,0,0,0,0,0,0,0,0,3
SED54104,0,0,0,0,0,8,9,5,0,17,0,11,3,31,17,9,5,7,4,87,4,4,4,25,4,6,4,0,0,54,5,10,14,8,4,3,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,10,39,36,63,14,28,20,3,3,226,0,0,9,28,9,10,3,0,0,62,0,3,4,13,9,7,15,9,0,53,0,0,18,22,11,7,14,0,0,63,5,73,73,279,89,66,35,30,12,650,61,81,140,373,154,133,130,71,41,1190,984,2400,3274,5344,2371,2187,1815,910,349,19631,0,0,0,3,0,0,0,0,0,3,804,1664,1906,2547,1358,1350,1054,615,354,11652,3,9,7,20,0,0,0,0,0,34,0,0,0,9,3,3,0,0,3,15,0,0,3,0,3,0,0,0,0,7,0,8,14,55,21,8,8,0,0,127,0,0,0,11,0,0,0,0,0,20
SED54203,0,0,0,4,0,3,0,0,0,4,0,0,0,18,3,3,0,0,0,26,0,0,0,17,0,0,0,0,0,24,0,3,4,7,0,0,0,0,0,16,0,0,0,4,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,3,4,0,32,16,16,5,0,0,85,3,3,3,39,26,14,6,0,0,88,0,0,0,11,5,4,3,0,0,29,0,0,0,42,16,7,3,0,0,74,0,4,10,129,68,38,20,9,0,276,99,148,186,1428,561,366,119,43,9,2957,824,1382,1130,6958,2960,1969,804,226,47,16290,0,0,0,0,0,0,0,0,0,0,613,1037,667,2019,756,654,308,101,31,6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,4,10,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
SED54304,0,0,0,0,0,3,3,3,0,7,0,0,0,10,3,0,3,0,0,15,0,0,0,12,3,0,0,0,0,11,4,7,9,9,0,0,0,0,0,27,0,0,0,3,10,3,3,0,0,20,0,0,0,0,0,0,0,0,0,7,3,6,9,17,21,18,14,0,0,90,0,0,0,16,8,10,3,0,0,42,5,22,17,44,30,31,21,3,0,164,0,9,34,52,57,41,8,3,0,205,7,54,65,130,117,102,65,35,3,565,25,99,114,207,164,121,80,42,32,889,1111,3286,3373,4638,3804,2570,1427,567,144,20926,0,0,3,7,5,4,0,3,0,21,942,2151,1880,2273,1338,891,469,213,65,10220,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,5,0,0,0,3,7,0,0,0,0,13,0,8,8,25,16,15,6,0,0,68,0,0,0,0,5,0,3,0,0,8
SED54404,0,0,0,11,0,8,3,8,3,36,0,0,3,38,0,4,5,0,3,64,0,0,8,106,0,3,0,0,0,125,0,5,15,44,4,4,0,0,0,83,0,0,3,8,3,11,22,9,5,66,0,0,4,21,3,3,4,4,0,40,11,15,23,106,32,26,13,4,3,238,0,3,36,93,37,62,30,15,8,283,0,0,8,45,10,5,9,3,0,83,0,0,6,43,7,10,3,0,0,82,25,29,165,846,112,85,60,27,7,1354,128,138,368,1664,384,321,199,86,36,3329,1254,1730,2958,12720,3296,2613,1623,714,265,27172,0,0,3,4,0,0,0,0,0,6,991,1259,1623,4524,1382,1145,585,256,153,11907,0,0,5,16,0,0,0,0,0,20,0,0,0,20,6,4,0,0,0,34,0,0,0,5,4,0,0,0,0,11,3,7,18,95,21,9,3,0,0,153,0,0,0,19,4,0,0,0,0,20
SED54503,0,0,0,0,0,3,3,0,0,5,3,6,0,27,14,3,0,0,0,56,0,3,3,16,0,0,0,0,0,22,3,7,20,14,0,0,0,0,0,47,0,0,0,8,3,8,8,0,0,22,0,0,0,0,3,0,0,0,0,11,3,4,0,24,13,3,7,0,0,55,0,5,3,15,8,3,0,0,0,36,0,0,0,15,8,3,0,0,0,22,0,15,17,81,45,11,0,0,0,173,3,11,16,195,75,49,14,4,0,363,208,319,374,2189,808,457,108,20,3,4487,2067,3316,2633,11475,4093,2404,590,112,30,26722,0,0,0,3,0,0,0,0,0,3,1682,2392,1687,4761,1458,771,222,57,17,13057,0,0,6,12,7,0,0,0,0,25,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,3,26,10,0,0,0,0,37,0,0,0,3,0,0,0,0,0,5
SED54605,0,0,0,0,7,0,3,0,3,11,3,67,50,107,81,34,17,10,0,379,0,0,11,59,4,10,0,0,0,80,0,3,7,4,4,0,4,0,0,30,0,0,0,3,0,0,0,0,0,3,0,0,0,5,7,0,0,0,0,13,3,27,12,11,8,12,3,0,0,86,0,4,7,26,14,17,5,5,0,77,0,3,3,5,14,6,15,0,3,43,0,3,10,23,21,21,3,0,0,86,5,84,72,122,77,64,46,33,8,512,13,50,72,124,95,90,64,43,25,584,872,2799,2962,4277,2614,2253,1742,733,264,18509,0,0,0,10,0,0,0,0,0,12,754,1690,1433,1660,1001,1150,808,417,201,9101,3,21,8,51,14,4,0,0,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,16,4,0,5,0,0,37,0,0,0,0,7,4,0,0,0,10
SED54705,0,0,0,5,4,7,9,0,0,30,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,5,11,5,0,0,0,0,0,24,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,10,5,10,3,15,8,3,0,55,0,0,6,19,3,3,0,0,0,35,0,3,7,17,19,27,15,17,5,106,0,0,3,7,3,7,7,3,0,32,9,12,23,78,51,56,63,52,9,359,56,106,294,509,228,210,200,123,51,1779,1014,2106,2398,4512,2504,2527,2106,1236,420,18830,0,0,0,3,0,0,0,0,0,3,879,1488,1559,2577,1266,1358,1008,591,329,11055,0,0,0,4,0,0,0,0,0,4,0,0,0,5,6,14,0,3,0,25,0,0,0,4,0,0,0,0,0,8,0,3,0,14,9,8,3,3,3,38,0,0,0,4,0,0,3,0,0,9
SED54804,0,0,0,5,7,8,0,6,0,24,0,0,0,11,5,4,4,0,0,32,0,0,5,9,0,0,0,0,0,18,0,4,7,6,0,0,0,0,0,17,0,0,0,3,3,3,0,0,4,12,0,0,0,5,0,0,0,0,0,9,0,16,8,39,15,24,12,0,3,119,0,3,9,12,7,4,3,5,0,37,0,4,5,43,19,8,3,0,3,80,0,0,8,47,15,16,8,0,0,92,11,48,70,436,93,54,32,26,15,778,72,98,130,639,193,136,89,60,42,1458,1284,2006,1998,7460,2512,1929,1229,692,326,19439,0,0,0,3,0,0,0,0,0,4,1044,1597,1630,4115,1451,1249,863,637,424,13004,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,18,0,0,0,0,3,0,0,0,0,7,3,0,6,56,13,9,3,3,5,101,0,0,0,9,5,0,0,0,0,11
SED54905,0,0,0,0,0,0,3,0,0,5,0,0,4,43,15,10,5,0,0,72,0,0,3,19,0,3,8,0,0,36,5,6,19,18,0,0,4,0,0,51,0,0,0,4,0,3,0,0,0,10,0,0,0,4,5,3,0,0,0,18,0,23,14,33,13,14,14,3,3,118,0,4,11,35,17,19,0,0,0,83,0,3,3,11,8,7,6,3,0,40,0,0,20,34,11,14,5,0,0,78,11,47,87,317,105,55,51,20,14,709,62,100,153,447,167,155,121,66,50,1328,959,1995,3051,5783,2291,2195,1685,724,342,19037,0,0,0,10,3,3,0,0,0,12,725,1399,1878,2635,1313,1374,979,529,439,11269,0,0,0,8,0,0,0,0,0,13,0,0,0,7,0,9,0,0,0,17,0,0,0,10,3,0,0,0,0,18,0,3,7,41,8,5,3,0,0,76,0,0,3,14,7,5,6,3,0,39
SED55005,0,0,0,3,0,0,5,0,0,11,3,37,28,139,51,34,13,6,0,315,0,0,3,62,5,0,0,0,0,79,0,5,10,18,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,5,3,0,3,6,4,0,0,0,0,17,0,10,11,21,14,8,3,0,0,71,0,0,4,34,23,14,0,0,0,81,0,3,0,11,11,5,16,3,0,48,0,10,17,55,36,16,0,0,0,138,14,118,134,295,158,84,50,23,6,880,45,141,133,310,179,116,58,34,22,1032,1860,4142,4046,8163,3704,2458,1428,486,118,26415,0,4,38,56,15,6,5,4,0,126,1678,2677,2069,3025,1336,916,554,174,62,12482,0,5,6,52,10,0,3,0,0,77,0,0,0,7,0,0,0,0,0,10,0,0,0,8,5,7,0,0,0,21,0,6,0,3,3,3,0,0,0,20,0,0,3,5,4,8,0,3,0,27
SED55102,0,0,0,0,3,4,6,0,0,15,0,3,4,14,6,0,5,0,0,39,0,0,0,3,0,0,0,0,0,3,0,5,4,6,0,0,0,0,0,15,0,0,3,3,0,3,4,0,0,13,0,0,0,3,0,0,0,0,0,3,0,13,10,9,18,25,18,3,0,99,0,3,3,35,16,6,0,0,0,66,0,3,3,7,16,13,11,7,0,59,0,7,23,46,25,26,4,0,0,131,3,35,57,180,112,73,69,20,13,570,84,168,184,399,262,221,171,84,22,1595,1503,3544,3345,6728,3809,2996,2098,818,196,25047,0,0,0,3,0,0,0,0,0,3,1274,2775,2240,3900,2112,1601,942,340,131,15322,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,3,0,8,3,8,7,16,5,3,0,48,0,0,3,3,0,0,0,0,0,4
SED55206,0,0,0,0,3,0,0,0,0,7,0,4,0,8,5,0,0,0,0,21,0,0,4,17,0,0,0,0,0,18,0,4,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,4,0,20,11,10,14,5,3,74,0,4,0,13,3,0,0,0,0,22,0,0,0,4,0,0,12,3,0,27,0,0,0,9,16,8,6,0,3,41,0,16,7,48,32,26,34,22,5,201,75,159,116,411,239,224,212,108,46,1592,1305,2947,1912,4584,2636,2432,2238,1047,352,19445,0,0,9,6,3,0,0,0,0,21,1101,2473,1562,3605,1885,1843,1442,742,333,14981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,6,3,0,0,49,0,0,0,0,0,0,0,0,0,0
SED55305,0,0,0,3,0,5,3,7,0,20,3,7,29,86,23,5,6,6,3,173,0,0,5,84,0,0,0,0,0,94,4,11,28,45,7,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,7,20,7,0,6,3,0,46,3,11,13,44,17,12,5,3,0,103,3,10,50,91,21,8,4,6,0,187,0,0,3,10,11,0,11,4,0,43,0,3,18,43,4,12,8,0,0,86,18,70,231,639,118,65,37,18,9,1214,91,130,307,899,265,216,144,80,48,2177,1349,1850,4122,9537,2667,2174,1412,740,395,24241,0,0,8,21,3,3,4,0,0,39,1147,1364,1822,3406,1243,1073,630,460,437,11590,4,11,4,51,3,0,0,0,0,65,0,0,0,10,0,0,0,0,0,11,5,3,5,11,5,9,0,0,0,36,0,0,7,41,15,3,3,5,0,80,0,4,0,9,8,7,3,0,0,31
SED55401,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,3,0,18,18,5,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,13,7,3,0,32,0,0,0,6,3,3,0,0,0,11,0,0,0,0,12,4,0,0,0,18,0,0,0,4,3,3,3,0,0,22,0,9,5,37,24,34,28,11,5,146,110,219,177,464,295,334,244,135,30,2007,1147,2254,1606,3814,2506,2657,1948,914,255,17094,0,5,10,19,0,0,0,0,0,37,936,1869,1088,2694,1620,1678,1098,608,244,11846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,0,21,0,0,0,0,0,0,0,0,0,0
SED55504,0,0,0,7,5,0,3,4,0,16,0,0,3,10,0,0,3,0,0,15,0,3,3,25,0,0,0,0,0,31,0,8,6,0,0,0,0,0,0,21,0,0,0,7,4,5,3,0,0,23,0,0,0,5,0,3,0,0,0,7,0,9,8,12,12,6,7,5,0,54,0,5,6,65,30,37,6,0,0,155,0,8,9,35,24,12,12,7,4,110,0,16,36,69,53,22,12,5,0,211,0,53,78,269,124,80,47,21,11,685,49,117,143,339,185,144,104,52,18,1158,1828,3407,3001,6836,3043,2200,1541,656,202,22712,0,0,9,12,7,5,0,0,0,29,1636,2512,1758,3557,1212,1002,650,310,125,12761,0,0,0,8,0,3,0,0,0,14,0,0,0,5,5,0,0,0,0,10,0,0,0,6,4,0,0,0,0,14,0,3,3,16,6,0,3,3,4,41,0,0,0,0,3,3,0,0,0,7
SED55605,0,0,0,0,8,4,9,3,0,24,0,3,0,3,3,0,3,0,0,12,0,0,0,6,0,0,0,0,0,5,0,9,7,8,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,16,15,40,16,5,3,0,0,100,0,0,0,6,3,0,0,0,0,16,0,17,15,42,37,20,16,6,0,149,0,14,12,50,34,25,8,0,0,150,3,42,45,163,99,70,31,14,3,468,145,258,324,791,374,190,124,63,19,2286,2574,5271,4429,8894,4424,2420,1510,687,176,30376,0,0,0,0,0,0,0,0,0,0,2301,3913,2957,5658,1977,1175,687,302,113,19085,0,0,0,3,0,0,0,0,0,3,0,0,0,6,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,3,7,29,11,6,3,0,0,57,0,0,0,7,3,4,0,0,0,16
SED55706,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,10,3,0,9,33,0,0,0,0,0,42,0,10,3,0,0,0,0,0,0,14,0,0,0,0,0,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,7,9,19,19,9,20,3,0,86,0,0,3,7,6,0,0,0,0,20,0,0,0,4,8,17,18,3,3,56,0,0,0,11,12,12,13,0,0,51,3,12,5,71,33,38,46,20,12,239,87,222,135,428,323,349,250,147,43,1981,1140,2683,1893,4102,2847,3135,2599,1131,296,19828,0,0,4,9,3,0,0,0,0,16,964,2235,1360,3083,1956,2066,1418,615,264,13959,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,15,6,0,0,59,0,0,0,3,0,0,0,0,0,3
