SED_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED30006,3,6,113,0,54,117,304,0,11,16,0,3,0,34,23,45,45,8,29,0,153,68,22,112,0,20,3,233,110,10,129,8,3,3,267,265,29,180,19,10,3,509,745,20,248,10,32,10,1059,1128,0,213,0,12,3,1364,244,0,76,0,5,4,329,80,0,18,0,0,0,101,21,0,4,0,0,0,28,6,0,3,0,0,0,9,4,0,0,0,0,0,5,7,0,6,0,0,0,12,30,15,61,0,29,6,142,2734,161,1235,46,206,149,4524
SED30007,23,63,115,7,21,55,296,4,71,0,3,0,0,88,37,332,46,41,11,7,475,147,221,127,122,28,12,650,108,47,99,14,13,3,283,420,95,185,73,28,0,806,1309,63,308,38,35,3,1759,3320,20,598,18,40,11,4010,3006,8,549,18,47,18,3649,1526,6,332,10,35,3,1906,646,3,173,0,9,3,831,263,3,66,0,6,3,346,146,0,48,0,3,0,194,209,0,81,0,9,4,298,129,50,88,16,29,21,328,11293,981,2815,372,305,150,15920
SED30008,21,34,87,9,8,49,208,0,68,6,4,0,0,86,11,282,28,9,8,3,342,19,118,67,33,28,0,262,59,33,56,7,3,0,155,262,30,137,14,9,3,448,1531,28,495,14,105,27,2192,2150,9,595,16,76,12,2865,803,0,208,3,19,3,1043,295,0,68,0,3,3,368,152,0,47,0,3,0,203,71,0,16,0,5,3,94,39,0,6,0,0,0,49,48,0,14,0,4,0,67,79,50,53,10,8,15,212,5548,654,1878,122,273,121,8591
SED30009,8,11,45,0,18,46,127,0,22,3,14,8,0,52,9,81,32,14,10,3,146,13,36,52,0,11,0,112,16,22,38,0,8,0,75,59,14,88,0,26,0,191,500,26,162,3,31,3,735,1049,14,265,11,23,0,1370,994,0,167,0,7,3,1168,278,0,47,0,3,0,329,90,0,13,0,0,0,108,30,0,10,0,0,0,38,10,0,0,0,0,0,10,17,0,0,0,0,0,21,40,16,24,11,17,5,107,3116,248,948,55,149,70,4584
SED30010,8,49,56,0,4,29,148,0,65,3,0,0,0,66,11,263,22,8,7,3,310,37,105,40,6,0,0,190,16,49,46,3,7,3,125,118,31,68,5,4,3,230,471,31,164,3,7,0,677,1903,19,366,6,17,6,2318,1496,0,239,4,12,3,1753,574,0,99,0,0,0,675,276,0,32,0,0,0,312,115,0,31,0,0,0,142,68,0,8,0,0,0,72,155,0,22,0,0,0,183,59,37,33,4,3,11,149,5305,658,1223,37,68,67,7359
SED30011,3,62,56,5,14,40,183,4,81,13,8,10,0,118,37,290,78,26,26,8,462,229,223,169,21,29,6,678,353,73,217,12,43,8,709,978,80,459,31,67,20,1637,1410,19,435,12,39,11,1939,257,4,64,4,6,3,337,18,3,9,0,0,0,29,4,0,3,0,0,0,11,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,46,65,56,13,7,8,199,3350,912,1576,129,251,101,6325
SED30012,13,20,40,6,7,22,106,3,30,5,3,0,0,44,14,158,34,10,3,0,222,44,171,55,11,7,3,296,54,89,77,10,5,0,242,713,176,219,32,132,5,1274,3284,136,454,34,95,22,4024,4039,11,287,10,36,23,4403,377,0,52,0,12,3,446,90,0,9,0,3,0,102,29,0,3,0,0,0,31,10,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,14,116,42,28,8,13,12,231,8809,843,1258,127,314,97,11443
SED30013,10,38,116,7,152,129,449,3,43,15,3,17,0,89,57,143,123,9,33,6,377,269,90,155,60,37,11,620,296,42,162,23,45,10,578,626,53,198,30,63,10,976,806,30,209,12,80,5,1137,545,7,96,11,19,7,680,115,0,21,0,3,0,139,42,0,6,0,4,0,54,3,0,4,0,0,0,9,3,0,7,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,9,32,30,48,10,37,11,170,2806,482,1166,172,484,192,5296
SED30014,11,31,65,0,3,57,170,0,66,0,0,0,0,71,7,235,27,8,10,4,287,16,108,60,12,12,3,212,41,34,68,0,3,0,146,159,38,128,6,6,0,341,745,20,329,0,24,8,1131,1467,26,512,7,32,9,2059,1020,3,242,4,24,9,1299,439,0,83,0,0,0,525,155,0,36,0,0,0,193,64,0,13,0,3,0,78,25,0,5,0,0,0,31,29,0,5,0,0,0,34,55,25,47,3,13,11,147,4224,587,1621,38,132,107,6714
SED30015,3,6,101,0,56,110,277,0,7,13,7,16,0,42,12,27,72,0,24,0,140,75,30,142,15,48,7,310,122,11,144,4,26,3,311,497,7,220,3,30,9,759,949,8,265,4,25,13,1266,525,0,96,11,10,0,639,56,0,18,0,0,0,72,12,0,3,0,0,0,14,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,9,0,3,0,11,34,8,54,3,34,10,142,2285,109,1126,36,277,157,3984
SED30016,20,125,75,6,29,40,301,12,124,6,7,5,0,156,61,507,83,32,32,12,729,643,281,210,48,44,7,1239,660,78,254,22,43,8,1055,1349,92,384,9,66,11,1915,1775,67,472,3,81,12,2412,1417,23,391,12,55,13,1920,313,5,97,0,4,3,425,106,3,25,0,3,0,131,32,0,14,0,0,0,49,12,0,9,0,0,0,16,0,0,0,0,0,0,5,8,3,9,0,4,0,23,79,83,59,15,23,16,270,6488,1391,2093,157,388,132,10653
SED30017,11,67,274,7,274,229,875,6,127,27,24,77,4,269,56,253,168,58,131,10,685,280,98,286,17,67,13,760,246,27,220,9,27,9,530,406,19,191,0,48,7,676,270,3,126,0,21,3,430,147,3,55,0,9,0,215,19,0,16,0,3,0,28,0,0,5,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,32,26,86,7,82,14,239,1479,623,1464,124,735,292,4717
SED30018,3,19,71,4,7,41,153,3,58,3,0,7,0,73,13,217,40,5,8,3,285,30,87,59,27,18,3,221,29,28,76,8,18,3,160,146,24,137,6,18,0,330,1095,34,340,8,29,8,1512,1575,6,412,5,30,10,2046,696,0,114,3,3,3,826,178,0,32,0,0,0,207,61,0,7,0,0,0,71,18,0,8,0,0,0,22,6,0,3,0,0,0,9,7,0,3,0,3,0,11,45,26,44,0,10,10,133,3902,511,1345,66,150,79,6065
SED30019,0,40,50,3,5,23,117,0,52,0,4,3,0,65,3,238,14,5,3,0,260,11,176,35,29,16,0,262,15,42,32,3,3,4,93,31,52,46,7,19,0,157,318,41,185,13,6,3,576,1207,23,368,4,12,3,1622,510,0,105,0,3,0,627,81,0,21,0,0,0,98,17,0,3,0,0,0,22,8,0,3,0,0,0,10,3,0,6,0,0,0,4,0,0,0,0,0,0,5,36,39,36,0,0,13,121,2243,695,900,80,76,48,4039
SED30020,8,21,37,4,0,42,114,0,42,3,0,0,0,49,3,162,20,0,3,0,186,3,98,26,3,0,0,132,12,52,21,0,3,0,92,29,57,28,7,3,0,123,132,30,87,3,4,0,258,1247,31,317,6,22,8,1637,966,3,152,3,4,5,1130,396,0,44,0,0,3,442,144,0,19,0,0,0,162,44,0,5,0,0,0,54,16,0,3,0,0,0,17,15,0,5,0,3,0,23,43,20,27,0,0,4,95,3065,507,792,30,55,66,4522
SED30021,14,37,77,4,15,44,185,6,75,0,4,0,0,85,17,234,32,12,3,3,305,76,84,98,23,8,6,291,96,32,99,13,10,5,248,376,14,158,6,22,0,575,1655,29,384,16,23,10,2120,2582,18,410,4,14,12,3043,998,0,166,9,12,4,1185,427,0,66,0,3,0,496,185,0,40,0,0,0,225,96,0,16,0,0,0,115,74,0,9,0,0,0,87,121,0,29,0,0,0,152,69,35,53,27,15,8,207,6777,552,1650,127,116,87,9316
SED30022,3,41,47,4,5,30,123,0,53,3,3,0,0,62,4,268,24,14,3,0,316,6,85,34,21,6,4,162,8,38,29,4,5,3,85,49,26,85,29,8,3,196,292,18,144,6,6,4,472,1190,13,345,3,11,3,1571,856,3,167,0,3,9,1040,266,0,46,0,3,0,315,83,0,11,0,0,0,99,36,0,10,0,0,0,48,20,0,6,0,0,0,25,33,0,8,0,0,0,40,47,37,39,7,17,7,152,2900,577,992,97,80,72,4715
SED30023,8,9,144,3,104,106,376,0,10,11,4,24,0,50,41,67,95,22,37,4,272,201,56,137,24,37,9,469,277,26,189,23,41,5,566,694,22,282,4,40,0,1043,998,3,237,3,26,11,1276,518,0,122,0,17,3,657,94,0,18,0,0,0,117,12,0,5,0,0,0,19,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,48,11,54,0,46,6,161,2898,209,1297,90,371,146,5015
SED30024,22,509,104,149,581,199,1574,4,327,16,51,40,5,446,19,1126,105,87,89,4,1427,78,701,137,79,71,13,1076,129,72,135,23,34,3,391,247,73,169,35,43,3,580,500,111,204,11,50,13,891,362,30,135,7,36,4,563,127,6,28,0,23,0,195,71,0,5,0,34,3,117,62,0,9,0,17,0,92,47,0,9,0,8,0,61,25,0,3,0,7,0,28,7,5,7,0,9,0,30,40,144,64,18,120,12,398,1735,3107,1140,466,1170,267,7884
SED30025,15,22,70,3,19,48,168,4,34,7,0,0,0,42,11,116,27,4,7,3,165,18,109,40,5,36,0,207,57,36,38,0,14,3,144,265,32,112,6,24,3,438,1572,90,321,37,74,18,2108,3679,10,406,3,46,9,4157,1363,0,142,0,9,4,1520,377,0,80,0,3,0,460,182,0,25,0,0,0,208,120,0,22,0,0,0,137,54,0,7,0,0,0,60,60,0,14,0,0,0,78,104,18,45,4,16,7,198,7876,468,1340,61,243,100,10097
SED30026,3,23,76,0,5,51,169,0,37,6,0,0,0,40,8,176,34,0,4,0,229,19,77,70,11,4,3,188,42,27,56,0,0,3,129,245,25,109,0,8,4,391,710,25,243,3,22,5,1018,1213,6,470,4,51,13,1757,609,3,172,0,15,4,802,245,0,73,0,5,0,325,102,0,25,0,0,3,132,29,0,5,0,0,0,42,14,0,3,0,0,0,20,19,0,6,0,0,0,27,45,32,47,0,11,10,142,3313,437,1400,28,136,100,5406
SED30027,33,39,154,3,839,190,1257,8,53,15,5,178,0,265,47,109,117,32,146,8,457,220,107,233,54,71,13,699,308,29,228,9,48,12,633,582,26,259,7,40,8,924,625,11,254,4,49,10,951,329,0,76,0,23,3,433,46,0,8,0,4,0,60,12,0,0,0,3,0,17,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,36,28,79,11,121,6,278,2252,408,1437,125,1512,253,5995
SED30028,0,33,50,3,0,27,111,0,19,0,3,0,0,22,5,126,14,6,6,4,157,16,75,33,38,6,4,172,3,31,47,16,21,0,118,43,43,54,3,185,0,336,277,17,158,3,54,0,517,1198,15,263,6,25,4,1507,604,0,101,0,8,3,720,158,0,20,0,0,0,183,53,0,10,0,0,0,63,17,0,3,0,0,0,21,0,0,0,0,0,0,5,3,0,0,0,0,0,7,37,11,28,16,7,0,103,2430,369,781,93,323,37,4041
SED30029,3,5,39,3,6,26,81,0,14,6,0,0,0,23,0,86,16,0,4,0,111,5,75,25,0,7,0,111,8,36,26,0,3,0,66,14,55,28,0,171,0,265,117,36,89,0,104,0,343,616,22,192,0,17,0,843,440,4,60,0,4,0,512,120,0,26,0,5,0,148,38,0,3,0,0,0,42,21,0,3,0,0,0,24,5,0,4,0,0,0,8,5,0,0,0,0,0,6,18,12,21,4,6,3,64,1408,338,532,10,325,38,2648
SED30030,3,26,50,0,6,24,119,3,23,3,4,11,5,51,5,147,15,7,17,0,195,11,130,29,33,24,0,224,6,27,41,3,12,3,99,43,46,62,11,19,0,173,511,52,218,20,31,4,845,1905,33,558,20,48,20,2583,887,7,132,0,4,3,1038,166,0,51,0,0,0,219,56,0,14,0,3,0,71,19,0,5,0,0,0,30,11,0,3,0,0,0,19,4,0,0,0,0,0,4,39,23,39,8,9,13,133,3681,517,1219,105,195,73,5798
SED30031,20,57,60,3,67,54,260,22,64,4,5,25,0,121,198,218,54,8,53,0,527,593,168,113,43,37,9,968,691,54,175,19,29,5,973,1237,68,218,22,28,4,1579,1195,17,209,10,23,7,1468,534,11,119,0,19,0,686,123,0,27,0,6,0,155,36,0,8,0,0,0,48,10,0,5,0,0,0,17,4,0,6,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,4,81,24,40,6,56,13,217,4746,690,1044,112,344,107,7042
SED30032,0,9,100,8,22,111,248,0,6,7,3,4,0,26,8,21,58,3,18,0,111,26,16,93,6,20,0,162,56,13,96,5,23,4,191,305,18,148,3,23,3,504,829,11,308,4,33,8,1200,928,6,227,3,12,3,1175,247,0,59,0,9,0,315,48,0,19,0,0,0,63,13,0,5,0,0,0,24,4,0,3,0,0,0,5,4,0,0,0,0,0,4,6,0,5,0,0,0,11,32,12,47,5,17,4,121,2496,110,1185,43,183,139,4162
SED30033,3,58,39,4,0,35,144,0,97,0,0,3,0,108,13,412,32,5,3,3,465,38,189,66,14,4,7,316,37,69,39,14,3,0,168,174,88,90,5,8,3,367,770,55,206,11,8,5,1060,1966,25,392,4,22,11,2414,917,4,160,6,3,4,1090,247,6,45,0,0,0,290,99,3,23,0,0,0,121,47,0,6,0,0,0,57,22,0,3,0,0,0,26,30,0,3,0,0,0,34,52,39,35,13,8,0,147,4412,1059,1138,71,64,71,6820
SED30034,41,127,136,16,1066,253,1636,10,78,21,7,150,0,267,77,265,111,48,157,12,671,334,107,194,14,87,3,740,294,15,153,12,37,3,523,463,26,127,0,46,3,663,474,4,140,3,22,0,645,256,3,77,0,17,3,354,43,0,16,0,7,0,66,11,0,12,0,0,0,23,4,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,41,24,59,6,174,3,314,2049,663,1048,110,1771,283,5923
SED30035,6,14,86,0,34,83,230,0,33,13,6,7,0,60,38,103,91,5,28,3,264,188,61,191,22,31,9,501,238,30,223,9,25,3,532,836,32,413,18,44,5,1349,1068,7,303,6,25,10,1416,246,3,103,0,12,4,363,35,0,15,0,0,0,53,10,0,12,0,0,0,19,3,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,44,21,59,4,22,4,150,2711,300,1519,80,225,119,4946
SED30036,11,35,48,0,20,52,166,3,50,6,10,0,0,72,13,153,36,25,11,3,248,93,155,84,25,89,7,456,173,53,133,10,44,3,418,748,63,320,14,50,12,1204,1924,33,461,6,45,9,2479,952,6,147,0,7,7,1122,106,0,21,0,0,0,126,20,0,3,0,0,0,21,3,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,6,68,32,38,4,30,11,178,4110,587,1311,99,304,99,6518
SED30037,7,7,136,5,77,134,359,3,9,25,7,15,0,57,40,40,157,47,31,6,329,184,45,213,27,43,11,527,193,28,167,7,38,3,438,498,29,206,4,244,6,994,1117,16,242,0,62,6,1440,969,3,141,0,15,5,1129,99,0,19,0,3,0,116,26,0,15,0,0,0,34,5,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,4,0,11,49,11,51,3,37,8,158,3192,200,1369,101,567,176,5600
SED30038,11,86,76,0,5,29,205,0,114,5,3,0,0,122,3,544,31,9,24,4,620,27,429,37,13,62,8,581,16,184,57,16,30,3,302,89,196,110,4,53,0,457,1059,231,443,23,96,6,1863,1785,34,331,12,59,11,2244,148,10,39,0,10,0,210,17,5,10,0,0,0,32,10,3,3,0,0,0,15,3,0,0,0,0,0,9,0,0,0,0,0,0,3,5,0,4,0,0,0,8,49,109,44,14,12,11,238,3233,1950,1187,104,356,83,6905
SED30039,8,12,99,3,3,42,165,4,37,3,3,0,0,41,24,83,47,6,9,0,162,98,20,65,4,10,0,200,66,10,74,3,4,0,150,106,6,95,3,10,0,221,587,3,180,7,11,0,791,1899,3,377,0,21,4,2308,1293,3,266,0,21,0,1585,555,3,113,0,9,0,691,246,0,55,0,3,4,300,163,0,32,0,6,0,196,81,0,19,0,0,0,102,114,0,48,0,3,0,164,60,12,58,6,8,3,143,5287,187,1534,32,122,66,7229
SED30040,6,30,67,7,8,37,149,3,66,7,4,3,0,83,27,210,54,33,15,7,340,79,118,92,45,21,0,346,169,46,108,16,8,0,360,995,99,390,32,304,3,1821,2476,27,476,25,80,14,3094,616,3,119,6,23,7,766,60,0,13,0,6,0,79,7,0,7,0,3,0,17,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,6,57,48,55,7,11,10,190,4511,643,1376,172,484,76,7265
SED30041,4,17,66,0,9,53,152,3,32,3,0,3,0,49,12,133,37,17,12,0,219,55,97,81,30,32,6,297,110,34,118,14,55,7,340,819,115,287,42,100,11,1376,2052,37,342,14,42,10,2500,735,3,129,3,10,4,880,99,0,25,0,5,0,131,29,0,4,0,0,0,30,4,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,5,5,0,3,0,0,0,12,58,29,28,9,13,6,150,3997,509,1128,141,276,100,6147
SED30042,8,19,41,4,4,22,95,0,25,3,4,0,0,35,9,135,21,8,26,0,201,18,98,42,20,46,0,215,46,41,34,0,3,3,129,202,48,93,3,48,3,399,1464,67,388,23,38,11,1985,2250,9,340,17,29,11,2656,197,0,29,3,0,0,227,67,0,18,0,0,0,80,20,0,3,0,0,0,26,7,0,0,0,0,0,9,3,0,0,0,0,0,7,0,0,0,0,0,0,3,42,34,32,0,4,10,118,4322,474,1030,82,202,63,6179
SED30043,8,6,49,3,7,46,124,0,20,3,12,5,0,45,9,93,23,18,10,0,149,10,66,34,13,27,3,155,12,28,35,5,9,0,78,49,49,62,12,27,3,206,400,66,225,6,22,3,732,1782,13,389,5,23,6,2224,1293,0,211,0,6,3,1523,287,0,48,0,0,0,342,104,0,20,0,0,0,122,31,0,3,0,0,0,31,17,0,3,0,0,0,21,16,0,4,0,0,0,16,46,13,40,9,13,19,134,4060,365,1148,81,165,84,5900
SED30044,5,26,97,12,18,65,226,5,45,6,17,0,0,78,35,157,62,24,16,3,290,89,128,106,32,44,6,391,165,46,128,23,21,5,392,519,46,191,7,39,4,807,1079,33,355,4,29,9,1509,1089,4,214,0,14,4,1324,209,0,51,0,0,0,268,24,0,5,0,0,0,31,7,0,6,0,0,0,11,3,0,4,0,0,0,8,0,0,3,0,0,0,3,3,0,3,0,0,0,6,46,28,34,12,18,8,138,3287,511,1254,115,213,95,5478
SED30045,7,12,96,0,33,60,209,3,11,4,8,8,0,32,22,52,57,0,22,3,164,54,28,91,13,42,6,235,101,10,117,5,35,0,269,481,21,200,3,74,3,783,965,3,259,0,29,8,1261,515,0,114,0,10,4,644,118,0,36,0,3,0,158,50,0,14,0,3,0,70,9,0,11,0,0,0,21,9,0,0,0,0,0,4,5,0,0,0,0,0,3,7,0,0,0,0,0,4,55,9,38,4,18,11,125,2409,143,1035,34,273,90,3989
SED30046,3,7,45,0,12,32,102,0,6,4,0,0,0,11,0,58,17,0,16,0,85,14,49,26,0,28,4,121,9,16,25,0,39,4,96,20,17,52,0,48,0,136,519,16,207,4,24,0,777,1409,6,294,8,21,3,1737,307,3,58,0,8,0,376,76,0,14,0,0,0,88,27,0,0,0,0,0,29,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,39,4,12,4,129,2431,203,786,17,200,53,3696
SED30047,17,31,49,3,10,32,144,0,84,7,7,0,0,94,9,326,18,4,9,4,366,15,149,42,8,3,0,217,34,54,42,5,0,4,135,114,64,74,8,5,0,260,355,54,168,20,6,9,616,1781,20,445,18,35,10,2308,635,0,114,4,4,0,762,249,0,31,0,0,0,282,106,3,3,0,0,0,112,26,0,3,0,0,0,26,13,0,0,0,0,0,15,12,3,5,0,0,0,23,38,47,32,6,10,15,143,3394,832,1044,77,89,72,5507
SED30048,9,86,73,5,14,44,234,7,80,7,10,9,0,107,71,348,63,31,10,10,533,386,243,137,54,36,6,859,386,73,180,9,32,0,693,721,68,260,22,38,10,1117,1007,44,355,11,47,4,1470,624,15,236,30,47,8,956,95,0,28,0,3,0,131,22,0,8,0,0,0,27,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,66,62,55,7,19,10,217,3399,1034,1404,172,251,92,6350
SED30049,8,29,62,3,6,39,147,0,24,0,4,0,0,34,7,164,34,8,3,0,212,15,76,48,15,79,0,233,26,32,43,19,63,3,192,46,32,67,11,73,0,224,165,23,102,12,69,3,369,1258,24,357,19,49,7,1714,589,7,135,5,22,3,752,216,9,42,0,8,0,275,91,0,29,0,4,0,119,20,0,3,0,0,0,33,11,0,0,0,0,0,8,4,0,4,0,0,0,13,44,12,47,17,16,10,145,2511,427,967,109,390,67,4467
SED30050,10,42,70,3,13,55,194,0,79,4,3,0,0,93,13,299,44,10,6,3,377,46,124,62,11,14,3,248,77,32,93,0,3,4,209,334,26,200,3,15,8,589,1619,17,453,11,46,7,2149,2241,5,576,3,46,16,2897,813,0,168,3,15,6,1011,282,0,65,0,3,0,348,98,0,23,0,0,3,117,50,0,13,0,0,0,62,23,0,8,0,0,0,35,17,0,13,0,0,0,33,66,47,56,4,13,14,206,5685,678,1848,55,188,118,8569
SED30051,8,33,103,3,15,101,263,0,29,10,3,4,0,42,25,155,79,28,31,3,326,206,103,240,33,53,9,646,232,24,242,4,31,8,540,891,55,421,10,46,17,1441,763,15,238,3,19,5,1043,187,3,48,4,3,4,248,17,0,8,0,0,0,23,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,23,51,5,24,14,165,2396,439,1442,98,229,154,4758
SED30052,9,6,75,5,6,49,158,3,5,0,3,3,0,9,10,19,29,0,0,0,61,23,13,54,4,4,0,88,25,6,66,3,0,0,97,126,4,86,3,33,0,252,793,11,254,10,24,13,1102,1594,3,463,7,54,3,2128,1202,3,248,6,24,8,1492,565,0,131,3,10,3,709,289,0,46,0,4,0,341,122,0,27,0,0,0,150,60,0,22,0,3,0,78,63,0,17,0,0,0,83,62,3,42,4,4,12,132,4948,73,1562,46,176,89,6896
SED30053,13,25,188,4,763,169,1165,0,17,28,0,63,0,106,62,37,98,11,83,3,293,273,27,160,11,41,4,522,159,13,160,0,38,4,375,317,11,177,15,26,4,547,558,4,249,3,26,4,849,451,0,156,0,16,0,630,53,0,27,0,7,0,85,7,0,3,0,0,0,13,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,27,11,78,0,75,5,197,1911,142,1341,53,1143,209,4804
SED30054,0,0,56,3,9,54,125,0,0,0,3,3,0,6,6,0,19,7,0,0,32,7,0,20,4,5,3,45,10,0,33,11,0,0,45,7,0,29,0,5,0,42,79,3,63,3,13,0,158,510,0,153,3,6,4,685,461,3,101,0,4,0,573,206,0,29,0,0,0,240,114,0,22,0,0,0,136,68,0,16,0,4,0,85,26,0,4,0,0,0,31,20,0,7,0,0,0,33,15,0,21,9,4,3,46,1524,8,565,39,51,65,2259
SED30055,4,19,43,0,8,18,91,0,18,0,0,0,0,17,13,92,31,3,0,0,142,24,59,30,9,12,0,132,17,38,80,11,20,0,166,437,60,129,3,18,3,656,1893,31,320,17,39,13,2310,1751,4,176,0,10,3,1943,209,0,40,0,3,0,257,74,0,4,0,0,0,80,17,0,6,0,0,0,20,5,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,6,69,23,39,4,7,0,142,4516,350,895,43,125,47,5972
