SED_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SED55102,4363,116,0,29,13,4530,8181,336,9,16,16,8555,914,137,0,0,0,1059,7,4,0,0,0,14,645,50,0,3,6,713,16,21,0,0,0,38,66,3,0,0,3,74,44,5,0,0,0,46,1706,223,5,3,9,1949,69,25,0,0,0,96,226,13,4,5,13,256,14538,719,15,62,59,15388
SED55206,4031,293,3,320,14,4673,4781,125,3,20,19,4949,1522,218,3,0,3,1750,294,230,3,0,0,530,1053,84,9,15,7,1168,8,21,12,3,0,48,151,14,0,56,7,235,87,15,3,8,3,106,3125,580,28,78,23,3834,90,71,0,12,0,175,239,52,3,29,11,329,12266,1128,39,465,65,13956
SED55305,2610,743,310,7,8,3670,3389,1179,523,11,9,5114,1578,1655,1350,3,25,4611,359,494,219,0,0,1078,1068,815,369,3,12,2266,44,152,92,0,7,288,94,108,39,0,0,241,35,45,14,0,0,96,3176,3269,2086,8,43,8578,134,80,117,0,3,336,230,196,111,0,16,558,9543,5473,3145,23,79,18263
SED55401,4720,34,4,72,41,4869,3175,12,3,20,31,3236,585,53,35,0,3,677,374,123,23,7,4,529,1090,13,10,8,5,1132,49,44,14,18,0,122,573,52,12,11,11,650,220,8,4,0,0,235,2893,294,95,48,25,3345,159,0,0,16,3,176,342,24,3,10,9,383,11285,357,108,163,103,12015
SED55504,3333,218,0,77,3,3631,8074,400,0,7,3,8485,1301,361,9,0,0,1671,79,79,3,0,0,163,781,106,0,10,0,894,6,5,0,0,0,11,82,10,0,18,0,106,43,4,0,0,0,54,2284,568,13,28,4,2900,85,70,0,0,0,158,234,35,0,3,3,277,14007,1293,12,115,8,15444
SED55605,3212,134,0,0,3,3348,10691,188,0,5,11,10894,2652,200,0,0,3,2853,158,82,3,0,0,239,1094,55,4,0,0,1154,9,10,0,0,0,19,224,11,0,0,0,234,33,3,0,0,0,37,4166,356,11,0,6,4538,42,72,0,0,0,116,339,40,0,0,3,379,18450,790,9,6,23,19275
SED55706,5599,63,10,83,33,5787,4705,51,7,46,29,4835,1172,101,55,7,3,1339,271,111,40,0,0,423,1279,47,10,13,14,1354,31,31,30,0,0,92,228,10,7,26,12,275,160,5,4,3,7,182,3143,303,149,41,30,3663,141,40,18,5,8,206,309,25,11,12,6,354,13891,480,187,183,106,14849
SED55802,2751,360,0,88,5,3202,10384,772,11,3,11,11179,1415,317,81,0,4,1818,310,213,10,0,0,525,852,85,3,0,4,948,22,9,0,0,0,30,124,13,0,7,0,140,40,7,3,0,0,54,2760,642,94,10,5,3512,45,14,0,0,0,65,293,44,3,4,9,350,16242,1825,108,104,25,18311
SED55905,3879,416,52,3,3,4353,4436,565,112,0,25,5143,1076,358,165,0,7,1612,550,455,81,0,0,1084,785,235,56,0,3,1079,49,71,27,0,0,141,77,32,9,0,0,113,60,9,4,0,0,83,2590,1166,341,0,14,4109,99,25,44,0,0,166,251,68,14,0,0,341,11265,2237,567,3,40,14103
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,1722,3,4,12,23,1765,1163,5,0,4,11,1187,182,5,8,3,4,196,51,6,8,0,0,67,359,6,6,0,4,374,34,21,0,0,0,61,113,9,3,6,3,125,66,5,0,3,3,73,795,50,30,10,9,898,36,3,0,0,0,43,107,0,4,3,3,123,3828,59,41,32,53,4013
SED60106,3752,276,274,13,16,4330,4031,204,148,13,13,4402,1091,228,582,14,15,1926,193,23,120,0,0,338,673,137,272,12,6,1094,27,76,11,0,0,114,48,30,26,4,0,110,40,12,11,0,0,54,2063,501,1011,30,18,3631,109,49,11,0,0,168,218,34,52,3,5,310,10180,1061,1489,56,54,12847
SED60112,3062,96,92,12,6,3267,3171,80,60,4,11,3325,915,125,231,4,3,1274,111,81,71,0,0,266,529,65,90,3,6,691,24,14,23,0,0,62,41,6,12,3,0,65,28,6,7,0,0,40,1638,296,438,10,13,2394,22,10,3,0,0,37,142,12,28,4,4,194,8040,500,616,28,32,9219
SED60115,3626,177,20,7,3,3841,3629,91,23,10,7,3758,1447,380,206,3,5,2047,719,358,254,0,0,1328,911,187,111,10,8,1222,66,73,77,0,0,209,106,48,28,5,3,197,61,19,16,0,0,89,3300,1053,696,22,22,5094,82,27,0,0,0,120,280,77,40,0,4,404,10924,1431,781,37,36,13213
SED60207,4277,209,33,55,13,4583,3855,57,11,8,8,3944,1074,283,37,3,0,1399,621,324,22,0,0,963,935,141,20,5,9,1106,103,43,24,0,0,176,96,18,20,20,0,155,46,24,12,3,0,78,2871,835,136,34,9,3880,73,14,22,3,0,110,274,68,7,11,0,369,11360,1188,200,109,30,12882
SED60208,4363,171,23,42,11,4611,4128,33,11,11,7,4194,1014,230,68,12,5,1324,403,254,48,0,0,699,925,144,37,10,5,1110,29,29,20,0,0,76,81,25,6,13,3,131,53,9,0,4,0,66,2508,677,175,29,13,3408,50,30,0,0,0,79,307,57,15,3,11,386,11359,968,224,93,39,12686
SED60209,4633,72,19,31,21,4779,3841,32,9,13,22,3916,1076,126,50,7,4,1263,499,154,12,0,0,665,943,64,23,8,5,1044,96,57,10,0,0,165,326,21,18,15,7,382,130,11,4,0,0,144,3066,435,112,29,18,3661,73,11,5,0,3,90,316,38,16,9,7,385,11926,586,159,80,67,12820
SED60214,28,0,0,0,0,28,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,66,0,0,0,0,66
SED60302,965,5,51,0,0,1024,1434,13,79,4,0,1530,289,37,121,0,0,449,126,5,47,0,0,174,210,18,63,0,0,294,12,28,11,0,0,51,20,8,6,0,0,38,11,5,3,0,0,18,661,112,247,0,0,1026,8,6,0,0,0,14,70,8,11,0,0,91,3143,149,391,3,7,3685
SED60303,3903,167,242,26,5,4345,4290,101,155,12,6,4564,1307,199,502,15,3,2029,607,253,394,0,5,1258,1059,109,278,16,5,1477,61,59,46,0,0,168,120,27,61,3,0,209,50,17,18,3,0,84,3205,668,1301,37,15,5227,60,25,16,0,0,101,321,61,70,0,4,451,11780,1024,1793,76,22,14686
SED60304,3589,215,331,12,12,4154,3371,257,274,11,3,3919,953,413,1142,13,19,2535,142,103,323,0,0,568,729,274,594,21,17,1636,24,29,115,0,0,174,35,14,44,3,5,97,39,7,23,0,0,67,1917,839,2239,35,39,5076,46,6,75,0,0,127,165,29,81,3,10,288,9097,1352,2992,62,66,13567
SED60305,66,0,0,0,0,67,64,0,0,0,0,64,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,147
SED60310,2995,153,125,10,5,3274,2260,118,83,3,3,2476,513,256,395,6,7,1176,27,28,15,0,0,68,410,157,221,11,5,807,8,34,13,0,0,60,30,17,13,0,0,59,25,3,3,0,0,38,1017,490,667,17,18,2201,35,50,45,0,0,134,125,31,31,5,9,203,6431,840,949,36,36,8291
SED60402,365,3,21,0,0,395,694,3,41,0,0,737,80,9,22,0,0,109,3,0,0,0,0,3,41,4,5,0,0,53,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,139,13,27,0,0,176,7,0,0,0,0,7,26,0,0,0,0,27,1225,22,94,3,5,1346
SED60405,5157,61,24,69,11,5328,5011,41,24,25,13,5123,849,78,31,11,0,976,97,10,26,0,0,133,866,26,32,21,6,953,8,8,38,0,0,53,87,7,5,10,0,109,78,4,4,4,0,95,1990,134,137,43,8,2310,77,7,13,0,0,93,257,14,9,10,5,287,12488,259,212,148,38,13140
SED60410,1311,79,26,0,3,1415,1380,71,14,0,0,1464,434,95,27,0,0,562,157,59,12,0,0,232,268,48,27,0,0,351,77,25,3,0,0,106,26,3,4,0,0,32,13,6,0,0,0,12,969,231,77,4,3,1286,43,0,0,0,0,48,83,10,0,0,0,99,3791,392,118,3,5,4313
SED60411,5067,114,58,10,4,5253,4501,84,41,8,7,4630,1050,156,122,0,0,1329,451,202,39,0,0,691,859,92,48,0,4,1010,33,20,5,0,0,61,68,12,5,0,0,86,58,5,0,0,0,64,2521,486,222,3,6,3233,113,27,7,0,0,146,296,31,12,3,3,347,12493,741,338,25,22,13616
SED60413,2366,9,4,26,7,2407,3237,20,11,11,16,3291,528,25,11,0,3,569,299,51,6,0,0,355,416,8,12,4,4,441,51,19,0,0,0,70,48,0,0,8,3,60,20,0,0,0,0,24,1362,108,28,17,10,1519,48,10,0,0,0,61,127,14,4,7,0,151,7135,164,43,57,28,7431
SED60501,3590,16,8,57,31,3696,2278,6,3,25,24,2332,478,24,14,6,5,522,94,32,18,0,0,140,633,14,12,9,9,677,34,7,10,0,0,53,193,7,4,6,4,214,104,3,0,0,0,111,1540,88,54,27,14,1720,76,3,0,0,3,86,213,8,11,8,5,238,7698,116,76,113,77,8076
SED60502,2504,24,71,12,6,2621,3198,11,81,15,16,3312,687,55,131,3,0,870,812,74,93,0,0,979,589,8,73,12,4,675,63,7,23,0,0,93,102,5,12,3,7,127,51,4,3,3,0,65,2309,149,330,17,12,2804,46,0,3,0,0,51,207,10,21,4,0,237,8265,189,499,41,35,9028
SED60512,1722,3,0,39,3,1771,1308,0,0,7,3,1322,217,0,3,0,0,224,25,5,0,0,0,29,228,3,10,4,0,246,3,8,0,0,0,12,27,3,0,3,0,34,20,0,0,0,0,24,529,17,13,12,4,572,21,3,0,0,0,25,83,0,0,8,0,94,3666,29,17,67,17,3788
SED60513,2307,13,0,20,6,2345,2601,18,0,17,11,2643,462,23,0,0,0,486,71,6,5,0,0,81,582,13,3,7,3,598,8,0,0,0,0,8,46,0,0,0,0,47,51,0,0,0,0,55,1215,45,6,7,5,1279,38,0,0,0,0,47,170,0,0,3,0,176,6327,69,12,47,25,6485
SED60514,4990,66,51,33,7,5148,3997,18,23,11,15,4067,817,57,87,9,4,965,196,26,21,0,0,236,881,20,23,15,3,946,63,45,3,0,0,113,200,9,3,10,0,226,105,4,3,0,0,116,2264,157,141,30,8,2597,78,0,3,0,0,92,314,17,6,5,11,349,11646,253,231,77,45,12247
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,10,0,0,0,0,10,4,0,0,0,0,7,0,0,0,0,0,0,814,71,21,10,3,919,4,0,0,0,0,9,70,4,0,0,0,80,127,20,0,3,3,161,34,0,0,0,0,33,1055,94,21,11,10,1196,18,0,0,0,0,18,54,3,4,4,3,64,1145,102,29,17,8,1300
SED70002,436,69,14,44,0,555,907,281,25,47,0,1257,286,415,113,25,4,837,136,79,13,6,0,243,148,116,20,10,0,298,10,7,0,5,0,20,170,109,15,35,5,330,25,8,0,3,0,38,774,735,168,79,7,1768,18,7,3,0,0,31,64,23,6,0,4,106,2199,1115,209,174,14,3718
SED70003,15,0,0,27,3,47,3,0,0,4,0,8,3,0,3,0,0,4,627,97,33,0,0,763,5,0,0,0,0,11,72,5,0,0,0,81,405,54,58,14,5,534,45,5,7,0,0,62,1159,162,103,23,10,1454,10,4,0,4,0,22,70,19,3,12,0,107,1257,181,105,74,16,1635
SED70004,161,6,4,101,0,271,150,0,8,16,0,178,29,5,26,0,0,61,420,19,39,11,4,486,76,3,26,12,0,124,240,10,11,0,4,267,198,15,50,25,3,287,50,0,7,5,0,60,1015,52,153,58,11,1290,48,0,0,16,0,70,83,4,14,64,6,166,1456,63,172,254,24,1968
SED70005,170,8,3,0,0,189,982,94,38,0,0,1111,518,132,112,0,0,761,109,141,47,0,0,294,180,50,12,0,0,238,0,0,0,0,0,0,169,11,41,0,0,217,12,4,0,0,0,19,988,335,215,0,0,1532,3,0,0,0,0,9,69,17,14,0,0,102,2210,456,269,0,3,2939
SED70006,428,65,0,37,3,537,1113,201,6,53,7,1378,271,284,56,18,8,632,162,137,8,11,3,322,174,75,6,25,7,285,19,7,0,0,0,30,46,67,7,12,5,133,18,12,0,0,0,34,681,586,77,63,27,1438,7,8,0,3,0,13,74,45,9,19,12,152,2300,905,91,175,51,3520
SED70007,169,21,27,0,0,220,906,74,121,0,0,1103,533,134,131,0,0,797,13,18,18,0,0,51,154,35,53,0,0,234,0,0,0,0,0,3,164,4,5,0,0,175,4,0,3,0,0,13,876,191,208,0,0,1277,4,3,0,0,0,3,49,10,11,0,0,73,2016,296,372,4,3,2688
SED70008,468,49,17,28,0,565,700,56,49,3,0,807,219,68,138,3,0,429,96,0,24,0,0,118,163,43,58,0,0,265,3,4,0,0,0,11,249,12,53,3,4,310,9,6,0,0,0,19,732,134,267,11,8,1148,6,21,3,5,0,33,51,9,8,10,3,85,1954,273,346,59,8,2645
SED70009,549,4,0,75,22,653,679,0,0,13,7,708,47,4,0,0,0,55,319,55,20,0,0,394,166,4,0,8,3,184,104,17,0,0,0,126,83,17,5,12,0,127,69,3,0,12,0,83,791,108,23,36,4,968,27,0,0,3,3,34,97,11,3,33,7,147,2145,126,24,167,39,2505
SED70010,222,7,45,4,0,278,880,29,195,0,0,1113,295,31,222,0,0,544,257,6,244,0,0,502,131,20,75,0,0,230,0,0,3,0,0,5,25,0,9,0,0,39,10,0,13,0,0,17,715,56,568,4,3,1339,10,0,0,0,0,9,50,4,45,0,0,99,1883,97,844,9,10,2843
SED70011,308,167,47,14,0,532,321,280,131,0,3,730,163,408,366,0,3,942,15,118,138,0,0,261,84,165,87,3,3,335,14,0,8,0,0,19,18,39,109,3,3,173,4,6,15,0,0,24,292,739,713,4,12,1758,20,7,7,3,5,42,35,37,42,3,8,120,975,1221,935,23,24,3183
SED70012,253,54,88,31,0,434,382,124,237,3,0,752,160,195,620,0,3,977,20,14,15,0,0,47,73,102,142,0,0,324,21,9,3,0,0,37,17,21,77,0,3,117,9,4,4,0,0,15,299,347,860,3,12,1521,6,0,3,0,0,10,22,21,22,10,3,75,966,552,1214,43,11,2793
SED70013,688,0,9,77,13,784,1400,3,13,22,11,1445,146,0,4,5,0,155,3,0,13,0,0,18,269,3,7,18,8,305,7,0,0,0,0,7,45,3,0,16,0,61,43,0,0,5,3,55,518,5,17,42,17,599,16,0,0,3,0,17,88,0,0,6,0,104,2713,9,34,153,37,2948
SED70014,509,22,20,0,0,552,789,47,77,0,0,917,151,64,153,0,3,371,170,19,12,0,0,195,165,42,74,0,3,290,0,0,0,0,0,3,16,11,10,0,0,35,4,0,0,0,0,7,507,137,244,0,9,901,3,0,3,0,0,12,66,5,19,3,0,91,1879,205,368,3,5,2468
SED70015,374,54,0,3,0,428,821,118,7,3,0,950,171,81,59,0,0,312,229,133,5,0,0,373,136,42,6,0,0,183,9,3,0,0,0,13,17,3,3,0,0,26,4,3,0,0,0,11,571,269,68,0,0,911,11,0,0,0,0,11,60,22,7,0,0,92,1832,466,82,5,3,2385
SED70016,304,0,7,81,28,418,656,6,7,11,23,705,284,43,62,0,5,383,152,52,51,0,3,256,118,17,19,5,19,175,56,10,4,0,17,95,324,34,25,33,19,430,17,5,5,0,3,37,946,161,162,42,63,1379,9,0,0,3,0,14,73,12,14,8,13,118,1981,187,183,138,131,2625
SED70017,188,3,4,127,0,323,191,19,0,15,3,225,26,22,3,3,0,57,418,26,24,6,0,476,51,13,3,16,0,88,179,20,18,0,0,221,104,88,277,54,3,528,52,3,3,5,0,61,835,177,326,83,10,1427,53,5,0,18,0,81,71,10,28,28,3,137,1340,216,353,265,15,2190
SED70018,568,5,0,116,4,697,1220,10,3,22,13,1265,125,24,75,3,0,231,3,0,3,0,0,6,187,8,5,12,7,221,27,0,0,0,0,31,18,3,0,20,7,49,14,0,3,0,0,19,373,40,90,36,13,553,15,0,0,3,0,16,67,3,3,14,3,88,2247,58,94,192,33,2628
SED70019,34,3,0,3,3,47,13,3,3,0,0,19,92,4,15,0,0,115,488,95,26,5,0,612,23,3,0,3,0,30,136,6,0,0,0,144,524,82,42,6,4,657,56,19,3,3,0,76,1320,205,85,24,5,1639,21,3,0,0,0,29,66,15,12,0,0,100,1461,226,101,32,14,1834
SED70020,365,4,144,6,4,523,437,3,290,11,8,744,145,27,767,8,12,956,27,32,53,0,4,112,85,16,301,5,4,416,9,8,13,0,0,28,13,0,30,0,0,53,4,0,12,0,0,19,290,85,1180,14,18,1580,9,0,3,0,0,7,37,3,65,0,5,112,1127,100,1679,34,24,2967
SED70021,90,21,220,8,0,332,55,22,544,3,0,625,32,34,1650,0,0,1716,8,46,45,0,7,104,27,16,311,0,0,353,7,0,4,0,0,9,95,16,232,3,13,353,3,0,18,0,0,19,166,116,2248,3,24,2555,0,0,16,0,0,21,8,3,95,3,15,119,325,164,3117,13,43,3654
SED70022,536,17,37,73,0,670,959,34,65,3,0,1058,263,50,50,0,0,360,153,4,3,0,0,157,168,49,36,0,0,251,3,0,3,0,0,8,23,10,3,12,0,55,12,3,0,0,0,15,617,116,93,12,0,841,7,0,0,0,0,6,54,8,4,30,0,95,2169,173,200,126,3,2670
SED70023,211,10,0,50,4,278,962,96,12,3,5,1075,518,193,36,8,5,757,33,55,44,0,3,136,144,36,7,3,3,202,9,16,3,0,0,25,232,13,0,25,10,278,8,4,0,0,0,12,934,311,92,35,25,1402,0,4,0,0,0,9,31,13,8,5,8,70,2142,440,116,95,38,2825
SED70024,32,0,0,28,0,62,6,0,0,0,0,6,0,0,0,0,0,0,728,38,17,0,3,791,22,0,3,6,0,28,100,0,0,0,0,102,160,19,9,11,3,199,64,11,5,0,3,79,1070,70,35,18,6,1198,36,0,0,3,0,40,35,0,0,9,3,51,1183,76,33,56,13,1362
SED70025,470,13,55,10,0,547,912,38,116,16,3,1075,309,31,98,13,0,447,72,40,31,0,0,141,143,11,66,5,0,223,0,4,0,0,0,9,224,4,3,0,0,232,13,0,5,0,0,12,753,85,208,21,0,1065,6,0,0,0,0,8,59,6,16,3,0,83,2207,129,386,48,3,2775
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,6172,778,93,0,15,7067,10327,1058,150,3,9,11545,1422,711,224,0,3,2359,936,447,66,0,0,1447,977,311,62,0,3,1352,33,40,0,0,0,69,165,20,6,0,0,190,49,18,3,0,0,70,3573,1546,363,4,3,5488,49,131,3,0,3,187,334,101,93,0,4,532,20459,3617,700,5,30,24818
SED80002,6247,1229,234,3,12,7730,8524,1523,664,3,0,10719,1439,1328,1847,0,3,4624,1127,462,215,0,6,1809,1030,575,499,4,9,2116,37,39,26,0,0,108,165,85,58,0,0,307,56,28,17,0,0,104,3856,2517,2670,3,19,9062,67,111,27,0,0,202,340,137,72,0,3,558,19040,5523,3667,15,29,28275
SED80003,5424,1084,1151,56,12,7731,4469,1055,2280,11,11,7826,1409,993,5220,0,23,7653,864,607,1087,0,15,2574,950,450,1494,3,27,2922,56,59,104,0,19,240,239,79,201,47,10,569,76,26,39,0,0,142,3597,2221,8148,52,94,14110,73,64,100,3,3,238,294,161,273,20,12,751,13856,4582,11954,139,131,30658
SED80004,8327,1132,328,5,7,9805,8384,1323,746,10,4,10460,1528,1126,1141,6,10,3804,989,608,216,0,0,1815,857,434,346,0,8,1646,38,54,11,0,0,103,118,91,53,0,0,267,71,15,8,0,0,93,3602,2331,1764,7,20,7722,87,62,75,0,0,221,381,126,78,0,6,593,20779,4970,2992,25,40,28803
SED80005,5443,681,98,0,8,6224,10955,2728,580,4,8,14275,2028,1856,943,3,17,4842,562,342,38,0,0,936,1111,660,284,0,4,2058,59,40,34,0,0,139,760,104,48,0,0,917,35,22,11,0,0,66,4558,3022,1348,3,23,8957,57,24,25,0,0,98,376,130,41,0,4,554,21390,6585,2088,9,45,30114
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,349,14,27,3,3,401,279,11,11,0,3,299,73,0,5,3,0,84,57,26,30,0,0,116,130,16,13,3,0,164,26,0,0,0,0,26,94,16,25,0,0,132,30,0,3,0,0,38,412,58,72,10,5,552,44,0,0,3,0,48,42,4,8,3,3,58,1130,87,115,12,16,1360
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
