SED_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED30005,32,223,1217,7219,7222,1152,234,323,17626,4,56,573,205,30,3,3,31,908,0,57,647,117,14,0,0,19,858,8,110,1218,322,48,7,5,52,1768,4,133,711,161,14,3,0,35,1062,0,45,642,213,12,0,0,24,943,3,42,77,39,0,0,0,7,165,0,3,0,0,0,0,0,0,6,4,226,1435,413,22,3,0,67,2178,62,54,32,17,7,0,0,9,186,11,31,54,40,19,0,7,25,177,116,656,3956,8017,7322,1164,242,474,21938
SED30006,42,288,1616,7372,6908,1346,400,376,18343,21,74,236,116,4,0,3,15,470,0,5,89,25,41,0,0,0,160,18,81,331,134,46,3,3,15,635,0,19,121,12,3,0,0,3,156,8,11,20,0,0,0,0,3,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,28,144,9,3,0,0,8,202,31,73,26,29,15,7,4,16,203,0,5,13,20,20,6,3,3,68,104,473,2127,7570,6988,1357,408,420,19450
SED30007,17,77,575,1803,1254,498,154,112,4494,0,10,43,6,3,0,0,0,69,3,121,388,510,69,10,11,32,1141,8,126,427,520,70,7,11,36,1207,99,1033,865,210,26,13,14,62,2326,95,931,2465,494,32,0,10,82,4101,307,3980,6481,2051,118,11,7,332,13287,0,6,6,0,0,0,0,0,19,501,5952,9822,2754,175,25,34,476,19730,9,9,11,4,5,3,0,28,67,6,33,52,32,10,0,5,38,177,538,6200,10893,5112,1508,530,207,692,25674
SED30008,3,65,971,3604,2629,643,124,203,8235,4,54,1515,1518,40,5,8,72,3217,7,176,916,2037,287,20,7,84,3532,4,228,2434,3549,330,27,12,155,6750,25,189,507,93,8,3,0,37,865,14,368,1478,312,10,0,3,67,2251,20,351,1463,728,58,0,3,58,2681,0,0,0,0,0,0,0,0,0,58,909,3448,1132,75,3,4,157,5793,20,125,119,21,0,0,0,16,304,0,36,62,20,5,0,0,19,142,88,1369,7028,8326,3045,672,139,550,21216
SED30009,13,111,695,4746,6503,1317,259,218,13861,12,69,671,576,12,0,3,66,1417,7,28,186,419,36,0,3,21,703,17,95,862,1000,50,0,3,88,2121,13,84,496,411,49,0,0,38,1096,0,10,99,98,0,0,0,3,217,0,15,126,62,53,0,0,0,254,0,3,0,0,0,0,0,0,6,20,112,724,574,100,0,0,43,1576,20,81,203,19,0,0,0,13,330,0,5,8,13,8,3,3,7,52,64,408,2494,6347,6667,1322,268,365,17935
SED30010,9,82,1207,5008,3771,1413,248,214,11951,0,33,126,113,3,0,0,3,283,0,136,647,1982,187,15,0,58,3031,3,168,775,2100,183,15,0,60,3312,19,356,878,194,10,4,0,39,1497,11,139,1202,239,7,0,0,26,1625,0,60,340,102,9,0,0,7,525,0,0,0,0,0,0,0,0,0,32,558,2423,536,19,7,0,73,3648,12,66,24,6,3,0,0,13,123,0,8,11,21,4,3,0,8,58,55,884,4441,7674,3983,1434,250,372,19102
SED30011,16,135,1450,7504,3419,534,112,324,13500,21,155,913,291,11,0,3,63,1450,3,137,108,105,3,3,0,19,382,22,297,1026,395,11,3,3,84,1833,17,272,793,154,18,0,4,57,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,276,793,154,18,0,4,57,1319,33,132,38,28,5,0,0,26,264,3,10,11,32,0,0,0,14,66,91,848,3318,8115,3455,541,113,504,16988
SED30012,30,91,851,8514,10778,1050,179,436,21926,0,49,580,400,47,0,3,49,1135,0,9,255,648,180,3,0,31,1135,7,57,836,1049,229,3,3,83,2268,0,42,77,26,9,0,0,3,151,0,0,16,8,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,41,89,39,9,0,0,3,181,0,0,3,14,3,0,0,3,25,0,3,9,15,13,0,0,10,54,37,188,1791,9631,11030,1054,181,538,24446
SED30013,47,417,1881,7160,4184,626,99,341,14757,21,73,237,105,6,0,0,19,462,3,21,66,24,3,0,0,9,122,20,92,303,128,11,0,0,31,585,29,160,521,90,13,0,3,36,858,0,40,179,14,0,0,0,4,235,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,26,200,704,103,20,0,3,41,1101,79,169,53,33,15,4,6,38,398,0,15,19,28,21,3,0,39,120,184,893,2962,7444,4244,635,108,491,16967
SED30014,12,56,663,4925,3689,741,129,211,10433,0,80,1196,504,20,4,3,58,1863,3,45,635,1694,178,16,3,61,2634,3,124,1830,2199,203,15,5,122,4496,44,203,702,124,10,3,0,49,1133,5,297,1486,227,8,0,0,71,2104,7,85,858,292,7,0,3,32,1285,0,5,3,0,0,0,0,0,5,47,589,3048,644,34,6,4,154,4523,22,24,11,16,7,0,0,5,80,3,12,21,13,3,4,0,3,64,84,800,5573,7800,3932,767,147,498,19598
SED30015,93,388,2042,7541,5066,823,174,368,16498,4,69,224,97,3,0,4,35,447,0,0,18,33,0,0,0,0,53,4,69,247,135,4,0,4,38,500,0,23,206,91,30,3,0,11,360,0,4,13,38,0,0,0,3,48,0,0,49,51,3,0,0,0,109,0,0,0,0,0,0,0,0,6,0,27,265,179,34,3,0,13,523,75,180,76,38,12,0,3,27,421,4,19,18,38,17,0,4,13,108,180,687,2643,7926,5136,828,183,461,18044
SED30016,29,141,903,6066,3411,730,238,307,11821,17,277,985,226,19,0,4,86,1608,26,212,1048,183,23,4,11,51,1548,40,489,2029,412,33,4,12,133,3160,121,1043,2224,208,16,3,7,197,3806,30,418,1252,337,7,0,0,79,2122,14,72,473,313,13,0,0,21,896,0,0,3,0,0,0,0,0,8,165,1534,3951,852,29,5,3,293,6829,32,75,50,25,8,0,6,46,252,3,19,52,23,13,0,6,91,209,275,2260,6983,7378,3504,741,268,870,22270
SED30017,85,465,2286,7508,3819,716,182,432,15487,4,41,63,20,3,0,0,11,142,0,0,5,7,5,0,0,0,27,4,41,69,32,11,0,3,11,167,8,79,263,27,0,3,3,43,424,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,6,8,86,269,30,0,3,3,46,445,99,162,71,44,19,3,3,48,452,4,16,12,32,19,10,3,12,117,193,780,2701,7651,3864,734,198,546,16665
SED30018,33,90,868,5646,5655,861,176,208,13530,0,37,756,519,17,0,0,37,1369,0,34,219,462,35,3,0,17,773,4,68,974,982,55,5,0,50,2142,18,172,309,133,6,4,0,27,676,0,65,373,96,5,0,3,11,551,6,143,887,719,27,3,0,55,1852,0,0,0,0,0,0,0,0,3,31,380,1571,949,43,4,3,97,3083,43,181,66,24,12,3,0,16,337,0,75,18,27,7,0,3,16,145,108,792,3502,7621,5771,875,183,386,19238
SED30019,15,73,325,6472,5755,1103,178,223,14154,8,145,393,232,19,3,0,28,835,12,56,634,537,27,0,0,23,1299,20,205,1029,776,42,7,0,53,2136,5,68,42,13,3,0,0,14,145,0,0,6,7,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,68,46,22,3,0,0,14,159,12,99,81,10,3,0,0,17,221,0,5,7,12,6,0,0,3,31,54,447,1493,7288,5814,1110,178,313,16699
SED30020,9,50,657,4691,6308,1821,323,211,14064,8,15,180,229,11,0,0,10,448,6,29,512,1690,72,0,0,34,2344,11,38,698,1913,78,3,0,41,2789,0,67,172,118,0,0,0,13,368,0,3,179,36,0,0,0,3,228,0,13,53,26,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,79,407,180,6,0,0,15,693,0,0,3,10,15,4,4,0,36,0,0,4,18,3,0,0,3,34,24,172,1771,6812,6414,1830,325,272,17616
SED30021,0,58,991,3817,3212,1376,291,148,9892,0,37,87,34,11,0,0,7,171,0,135,495,693,53,14,3,36,1426,0,167,581,720,63,15,3,38,1596,51,769,1833,326,17,4,7,99,3114,26,290,2958,392,11,0,5,72,3756,19,719,1180,316,12,0,0,54,2304,0,0,0,0,0,0,0,0,4,96,1779,5974,1038,41,3,10,227,9177,3,7,21,6,13,3,0,0,48,0,20,29,24,6,4,4,11,92,103,2026,7590,5610,3333,1405,311,430,20813
SED30022,7,86,569,4551,6829,1836,213,219,14310,14,153,570,247,60,8,0,47,1102,0,45,341,644,51,5,3,19,1107,14,201,911,890,112,13,0,65,2205,4,215,488,302,25,3,0,36,1069,12,4,82,95,4,0,0,3,200,3,32,147,37,0,0,0,5,222,0,0,0,0,0,0,0,0,0,16,252,713,436,27,3,0,42,1496,5,32,61,26,7,3,0,5,137,0,0,23,46,14,0,0,42,127,44,568,2280,5943,6986,1852,212,374,18274
SED30023,34,156,1143,7297,7146,1358,299,348,17786,0,45,287,107,12,3,0,15,465,0,0,22,20,0,0,0,0,46,0,45,311,128,13,3,0,17,514,0,36,271,71,9,0,0,18,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,271,71,9,0,3,18,413,14,37,16,20,12,4,3,12,117,0,0,9,41,21,3,3,3,78,46,268,1753,7562,7205,1366,312,399,18910
SED30024,121,584,2058,5866,3294,475,210,460,13057,6,84,387,186,18,3,0,25,717,3,41,331,111,17,6,3,15,526,5,124,723,293,37,5,0,41,1237,3,156,505,121,18,4,3,50,856,0,13,61,3,0,0,0,8,92,0,29,37,11,0,0,0,0,80,0,0,3,0,0,0,0,0,3,9,196,605,131,18,4,3,53,1030,97,208,82,59,26,3,4,90,573,3,29,29,37,14,3,3,21,144,231,1145,3503,6386,3388,486,228,672,16041
SED30025,22,71,1448,6322,9407,1439,240,400,19352,5,72,454,599,55,3,0,41,1233,4,23,391,1975,180,8,3,32,2604,7,92,845,2571,234,9,4,78,3836,6,30,247,214,25,3,0,16,538,3,12,182,102,10,0,0,13,326,0,13,160,182,14,0,0,6,380,0,0,3,0,0,0,0,0,4,11,58,594,492,53,3,0,29,1245,13,62,54,32,11,3,0,9,189,0,10,8,24,27,3,0,8,86,54,299,2948,9439,9731,1464,245,528,24707
SED30026,18,100,574,4653,3763,839,231,198,10373,41,80,599,369,13,0,5,45,1162,3,79,551,1229,119,12,7,44,2040,45,160,1146,1596,139,20,10,87,3202,20,212,786,154,39,5,3,52,1276,0,161,1111,233,7,3,0,50,1567,13,142,966,302,18,0,0,27,1480,0,5,0,0,0,0,0,0,5,40,527,2874,688,69,12,6,124,4334,4,29,37,9,4,0,0,9,100,0,10,18,12,8,3,0,8,66,108,825,4651,6971,3979,869,252,438,18080
SED30027,93,521,2239,6920,3994,699,206,405,15079,4,69,180,92,8,3,5,16,373,0,6,88,116,7,3,0,3,229,4,75,266,208,17,5,5,16,599,10,91,411,141,16,0,0,42,710,0,9,4,3,0,0,0,0,17,0,4,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,4,10,98,420,144,16,0,0,40,736,68,162,51,43,12,0,4,31,378,7,9,22,23,13,5,3,14,98,181,872,2994,7341,4061,716,218,510,16885
SED30028,3,46,497,5338,5812,1335,202,148,13386,0,13,181,157,5,0,0,16,374,0,37,396,600,37,0,0,28,1100,3,47,577,763,46,0,0,42,1471,4,142,453,119,0,0,0,20,739,0,109,368,40,0,0,0,9,528,3,59,51,19,0,0,0,7,147,0,3,0,0,0,0,0,0,4,11,314,879,175,0,0,0,38,1419,0,0,0,3,0,0,0,0,3,0,3,9,6,3,0,0,7,30,13,410,1959,6285,5865,1337,199,237,16307
SED30029,19,77,462,5635,5989,1477,331,160,14150,0,10,186,42,5,0,0,16,262,0,4,188,217,15,0,0,23,448,0,19,376,257,19,0,0,41,715,0,14,138,131,34,4,3,10,329,0,0,7,4,0,0,0,0,9,0,0,9,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,11,147,138,37,4,3,5,356,0,0,0,3,3,3,0,0,7,0,0,3,8,11,4,3,4,30,20,112,993,6036,6055,1485,340,205,15252
SED30030,9,79,587,5652,6671,1241,336,263,14849,0,34,407,517,38,3,3,42,1041,4,70,496,1924,130,5,0,64,2691,6,100,900,2443,162,6,3,102,3729,9,76,205,200,31,4,0,21,555,12,76,44,5,0,0,0,9,144,0,40,4,0,4,0,0,3,54,0,3,3,0,0,0,0,0,8,21,193,259,207,36,4,0,34,757,13,72,52,3,3,0,0,7,155,0,3,3,9,9,3,0,8,35,53,450,1801,8317,6882,1260,347,426,19524
SED30031,27,123,694,6779,7436,967,209,273,16501,0,54,192,152,11,3,0,7,423,3,17,205,296,24,0,0,11,554,3,78,397,448,37,0,0,20,980,8,117,547,186,9,0,0,45,915,10,22,70,27,0,0,0,3,130,3,5,188,26,0,0,0,4,231,0,0,0,0,0,0,0,0,0,14,143,811,246,10,0,0,55,1281,26,127,46,26,7,3,0,19,267,0,7,11,12,7,0,0,3,35,73,474,1964,7503,7498,975,210,367,19067
SED30032,65,345,1574,6704,6785,1260,380,335,17439,0,9,225,350,35,3,0,17,640,0,6,22,18,3,3,0,4,59,0,21,243,375,38,3,0,21,695,0,7,30,20,0,4,0,3,62,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,21,0,11,37,26,4,4,0,6,94,42,87,30,27,15,4,0,16,213,5,11,13,34,17,9,8,18,111,114,472,1904,7152,6863,1276,395,388,18560
SED30033,14,77,1245,5542,3238,1151,240,189,11690,0,21,49,19,0,0,0,0,95,4,158,433,675,40,5,0,25,1341,3,179,480,699,46,6,0,21,1435,20,439,770,238,10,0,0,60,1538,6,167,1850,232,9,0,4,30,2304,0,71,295,145,3,0,0,16,526,0,0,0,3,0,0,0,0,4,20,676,2915,617,27,0,5,111,4375,0,0,15,45,21,4,0,0,84,0,6,25,18,3,5,0,10,72,39,936,4681,6919,3329,1168,245,336,17659
SED30034,61,370,1133,5098,3961,777,219,305,11928,0,31,174,132,12,0,0,12,360,0,3,18,43,4,0,0,3,74,0,33,189,176,16,3,0,13,430,3,86,372,168,31,3,0,41,699,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,372,164,31,6,0,39,705,91,146,45,42,23,3,11,32,389,11,37,71,112,89,21,6,25,367,167,673,1807,5591,4111,810,239,416,13817
SED30035,72,411,2010,8165,4882,757,161,385,16853,0,34,348,99,14,0,0,24,524,8,43,125,84,6,0,0,13,273,10,74,476,185,16,0,0,38,797,4,161,134,35,7,0,0,20,357,0,3,15,13,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,170,154,45,7,0,0,20,397,80,185,73,38,25,8,3,39,457,4,13,19,29,12,4,0,9,91,172,850,2734,8459,4940,774,164,494,18589
SED30036,19,141,1671,7367,6241,751,175,358,16720,16,101,746,452,30,4,0,50,1395,18,155,400,427,22,0,0,31,1055,28,257,1147,877,58,4,0,82,2453,3,42,252,88,5,0,0,29,431,0,19,113,32,0,0,0,0,168,0,16,126,64,0,0,0,10,215,0,0,0,0,0,0,0,0,3,0,81,490,183,12,0,0,40,814,76,224,94,42,13,3,0,46,497,3,19,42,50,16,3,4,76,205,125,711,3445,8516,6334,754,176,601,20673
SED30037,77,430,2092,7785,6013,678,125,406,17605,3,28,144,87,9,0,0,16,282,0,0,6,25,4,0,0,0,36,3,25,155,111,11,0,0,15,317,3,75,363,69,4,3,0,34,553,0,6,6,3,0,0,0,0,19,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,4,3,87,371,74,6,3,0,33,578,73,177,57,33,23,3,0,50,423,0,20,16,29,26,5,0,16,107,156,737,2685,8033,6072,686,129,525,19031
SED30038,21,71,836,8123,4789,768,205,408,15218,0,55,137,81,20,0,0,20,317,7,29,172,1143,31,14,0,39,1438,8,90,309,1229,46,14,0,60,1750,4,63,23,8,0,0,0,10,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,66,22,10,0,0,0,10,113,22,99,60,51,13,0,0,18,253,0,7,7,27,9,0,0,6,56,57,327,1231,9428,4854,787,210,501,17391
SED30039,3,62,626,3320,3526,1463,373,125,9499,0,38,33,21,8,0,0,10,105,0,70,337,684,97,19,3,26,1241,0,103,368,707,107,24,3,33,1339,3,211,923,279,36,4,3,37,1500,17,227,2126,520,40,5,5,42,2983,5,80,1134,549,29,0,3,29,1820,0,3,0,0,0,0,0,0,3,19,512,4187,1348,105,10,13,106,6311,0,4,4,4,0,0,0,0,17,0,5,32,15,26,5,5,43,138,31,691,5227,5398,3755,1504,394,313,17304
SED30040,15,116,1540,8151,5136,715,147,294,16118,29,179,525,266,16,0,0,46,1055,6,83,252,300,0,0,0,25,670,37,261,775,567,17,0,0,70,1728,3,185,215,55,3,0,3,33,495,3,34,34,0,0,0,0,3,69,4,12,11,7,0,0,0,0,39,0,0,0,0,0,0,0,0,3,11,233,256,67,7,3,3,38,604,0,0,3,15,7,0,0,0,28,0,6,9,15,10,0,0,7,46,60,614,2584,8814,5169,724,152,403,18527
SED30041,17,137,1332,7326,6597,1036,246,348,17033,23,208,330,309,29,0,0,54,948,6,24,114,76,5,0,0,4,233,28,235,444,385,31,0,0,57,1177,5,23,57,15,8,0,0,3,110,0,0,21,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,74,20,8,0,0,4,133,22,45,15,12,12,3,0,5,115,0,13,6,17,19,0,0,11,61,70,449,1871,7756,6655,1042,250,416,18519
SED30042,9,74,434,6433,6607,966,198,223,14940,15,225,528,505,37,0,0,39,1352,0,27,209,1261,21,4,0,31,1557,16,249,740,1767,55,4,4,74,2907,4,48,87,38,0,3,0,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,89,40,0,3,0,3,191,24,116,46,12,3,0,0,16,216,0,3,9,15,12,3,0,3,42,58,485,1317,8273,6674,972,199,326,18304
SED30043,10,46,650,5999,6413,963,126,217,14428,5,96,1553,998,22,0,0,99,2778,7,35,174,261,43,3,0,10,528,9,129,1730,1263,62,3,3,115,3308,0,19,125,106,14,0,0,9,278,0,10,25,112,4,0,0,4,165,0,114,479,239,10,0,0,16,866,0,0,0,0,0,0,0,0,3,0,144,639,459,35,4,0,28,1306,16,84,93,14,0,0,0,6,217,0,0,13,14,3,0,0,9,40,39,402,3128,7745,6514,969,131,378,19305
SED30044,33,225,1237,7032,6585,1042,173,340,16672,3,96,371,232,17,3,0,19,736,8,35,64,56,10,0,0,7,181,10,131,433,285,25,4,0,27,923,6,125,530,185,7,3,0,31,892,0,4,47,17,0,0,0,0,65,0,7,48,15,0,0,0,3,74,0,0,0,0,0,0,0,0,0,6,136,623,213,9,3,0,37,1027,44,156,82,33,12,3,0,40,374,0,9,8,23,14,0,0,96,155,103,659,2389,7585,6646,1052,177,539,19148
SED30045,43,222,1141,6203,6777,1458,422,396,16662,4,11,148,96,11,0,0,14,290,0,0,17,15,3,0,0,3,35,4,14,170,111,15,0,0,20,333,0,31,165,52,7,0,0,20,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,33,165,49,7,3,6,20,279,18,74,62,130,56,13,4,119,475,0,4,21,26,38,12,4,13,114,68,339,1548,6520,6889,1485,436,561,17857
SED30046,17,81,538,5214,6616,1391,457,243,14564,0,3,119,49,12,7,0,4,194,0,3,14,299,8,0,0,3,328,0,5,136,347,21,7,0,13,518,0,0,14,16,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,3,0,0,0,33,4,91,77,4,3,4,3,16,194,4,4,3,3,12,0,4,4,32,21,186,767,5586,6652,1404,464,279,15354
SED30047,12,129,1236,6663,4757,1011,172,234,14216,3,69,472,255,10,0,0,238,1054,0,72,364,1244,33,0,3,33,1760,3,149,835,1497,44,0,3,276,2805,16,285,236,61,8,3,0,35,646,0,22,214,39,0,0,0,15,294,0,5,23,6,0,0,0,0,30,0,0,3,0,0,0,0,0,3,20,315,477,111,11,3,0,43,977,17,28,42,18,4,0,0,4,116,0,3,8,19,11,5,0,6,56,55,618,2595,8314,4823,1022,181,562,18169
SED30048,11,90,1163,6616,3313,534,88,226,12036,14,267,1039,354,19,3,0,74,1771,3,158,377,263,35,5,0,31,866,19,421,1417,616,53,8,4,105,2639,11,192,623,229,14,0,0,56,1126,0,0,18,10,3,0,0,7,30,0,43,57,161,11,0,0,8,287,0,0,0,0,0,0,0,0,0,12,236,696,402,28,0,3,66,1445,26,90,35,11,9,0,0,13,184,3,8,17,17,5,0,5,17,81,71,847,3329,7664,3402,545,102,421,16379
SED30049,22,98,475,4911,5057,1493,327,186,12563,3,26,108,102,7,0,0,5,254,0,28,284,863,27,5,0,10,1223,3,51,399,966,41,4,0,14,1479,14,167,108,202,5,8,0,31,537,7,53,241,76,0,0,0,3,382,3,35,200,100,0,0,0,6,349,0,3,3,0,0,0,0,0,8,20,264,548,378,7,8,0,45,1268,33,176,125,33,4,0,0,17,389,0,11,7,3,7,4,0,9,39,84,595,1548,6292,5112,1510,329,272,15742
SED30050,12,107,760,5092,3783,649,102,196,10692,3,69,771,354,7,4,0,40,1252,19,150,952,1470,117,8,3,67,2784,18,214,1724,1832,126,14,8,108,4040,32,308,1263,509,25,0,5,63,2201,12,152,863,432,13,0,0,40,1511,12,285,1271,725,38,0,3,106,2442,0,6,0,0,0,0,0,0,5,52,743,3404,1664,76,4,10,211,6155,42,62,42,28,16,0,0,21,208,4,27,35,47,5,0,0,21,139,125,1155,5959,8647,4006,661,115,561,21236
SED30051,82,354,2779,8489,4445,778,170,446,17555,5,192,287,66,0,0,0,37,595,0,37,62,24,0,0,0,7,128,5,228,351,88,3,0,0,38,724,3,60,237,51,10,0,0,29,393,0,8,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,70,244,62,10,0,0,30,409,71,171,58,39,21,0,7,41,407,8,12,14,41,33,0,0,17,126,169,838,3444,8714,4515,792,175,573,19222
SED30052,8,28,254,4204,5098,1157,197,224,11177,3,38,306,427,30,4,3,18,825,3,51,1238,1953,337,27,16,92,3704,7,87,1541,2377,363,32,14,105,4530,10,159,681,177,19,3,0,45,1098,4,311,1183,205,4,3,3,47,1765,23,375,485,149,13,0,0,27,1076,0,0,0,0,0,0,0,0,0,34,848,2356,532,41,5,0,114,3936,11,51,13,5,3,3,0,3,88,0,4,10,11,5,0,0,3,37,65,1018,4175,7131,5514,1193,215,454,19771
SED30053,84,441,1887,7430,5352,833,175,391,16596,0,3,121,70,14,3,0,10,217,0,3,29,16,9,0,0,0,59,0,8,151,82,24,0,0,7,277,0,42,157,54,3,0,0,41,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,3,51,164,54,4,0,0,41,312,43,100,39,35,16,3,4,118,360,6,4,21,30,11,5,0,20,102,139,598,2253,7632,5410,843,180,577,17637
SED30054,12,90,337,3886,7573,2222,500,192,14810,3,50,111,91,8,0,0,12,278,0,9,41,169,30,4,0,5,266,3,56,160,264,38,5,0,22,547,0,3,19,24,8,3,0,0,52,0,0,7,7,0,0,0,0,20,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,25,35,11,3,0,0,73,0,0,0,6,6,3,0,0,18,0,0,4,4,11,0,7,5,27,15,152,526,4192,7633,2235,507,217,15475
