SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED10023,0,0,0,26,13,12,5,0,0,67,0,0,3,11,10,4,6,4,0,42,0,0,0,6,4,0,0,0,0,14,9,24,43,360,145,113,97,49,13,854,81,146,176,595,254,242,188,133,101,1919,2086,4469,4239,9956,5203,4839,3462,2140,1163,37556,0,0,0,0,0,0,0,0,0,3,4103,8525,7724,14755,7628,7182,4651,2697,1383,58644,0,0,0,8,3,0,0,0,0,16,0,0,0,8,5,3,0,3,0,31,0,0,0,6,4,6,4,0,0,27,4,5,11,81,40,24,15,4,0,190,0,0,0,17,20,14,13,9,0,70,3,14,35,174,121,97,31,19,3,512,0,4,0,8,23,26,30,25,0,114,0,3,5,16,17,59,51,44,14,201,25,122,145,649,550,422,454,273,108,2760,0,0,3,24,14,14,9,3,0,65,0,3,6,37,10,11,4,7,0,83,0,6,16,61,39,34,71,60,18,308
SED10024,0,4,0,72,23,12,9,0,0,130,0,0,0,19,12,7,7,5,3,53,0,0,3,28,27,20,5,3,0,89,14,62,75,329,270,164,162,110,54,1241,50,128,109,274,217,165,195,192,161,1485,1982,5781,4802,8626,6368,4573,4014,2623,1551,40315,0,0,0,7,5,0,0,0,0,12,3714,9790,7300,7589,5779,4138,3837,2707,1500,46356,0,0,0,14,0,3,0,0,0,18,0,0,0,0,0,3,0,0,0,5,0,0,0,11,9,3,0,0,0,22,0,29,36,65,70,42,24,6,4,276,0,5,0,14,25,13,24,9,0,86,67,264,441,1961,843,623,413,214,65,4888,0,0,0,8,17,19,24,12,5,90,0,4,0,11,10,26,71,35,14,167,55,599,455,761,1121,622,581,409,188,4805,0,0,7,31,21,23,21,7,3,115,0,28,20,60,33,9,20,4,9,184,0,21,33,73,93,41,95,68,28,461
SED10025,0,4,13,156,66,36,15,4,3,308,0,0,0,9,4,3,4,0,3,24,0,0,0,10,3,4,0,0,0,21,26,71,74,636,211,158,147,90,38,1462,136,188,231,882,318,301,252,153,121,2568,2432,4071,4516,13651,5622,4680,3506,2140,1233,41854,0,0,0,9,0,0,0,0,0,12,4435,7050,5553,12152,5831,4344,2871,1309,788,44339,0,0,7,28,10,0,0,0,0,49,0,3,0,32,6,5,5,8,0,57,0,0,4,27,9,3,3,0,4,51,0,5,4,80,17,13,9,0,0,131,3,8,3,43,38,21,26,7,0,153,61,108,1663,3619,734,720,285,163,73,7438,0,0,3,23,24,27,38,36,11,162,4,9,11,74,38,83,73,51,24,359,29,105,88,708,464,317,261,107,48,2135,0,3,6,60,37,30,18,10,6,175,0,5,0,72,15,14,14,4,3,136,0,0,16,79,32,26,68,27,5,257
SED10026,0,0,3,30,5,0,0,0,0,42,0,0,0,3,0,0,4,0,0,13,0,3,10,28,8,3,4,0,0,47,0,17,5,51,28,36,30,19,12,193,170,342,359,867,514,566,462,290,130,3696,2718,5015,4401,9524,5054,4929,3763,2307,1039,38738,0,0,4,0,0,0,0,0,0,7,5056,9531,7980,15060,8165,7767,5793,3322,1303,63992,3,6,3,56,5,0,0,0,0,75,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,3,5,23,8,7,10,0,0,44,0,0,0,4,0,0,0,0,0,9,3,7,17,111,35,19,12,3,3,204,0,0,0,0,4,3,3,3,0,16,3,3,4,18,4,5,0,0,0,41,3,17,33,122,166,210,275,164,46,1027,0,0,9,33,10,12,6,0,0,64,0,0,6,6,0,0,3,5,0,29,0,0,9,18,16,18,59,14,12,147
SED10027,6,32,123,757,436,352,109,75,25,1923,0,0,0,0,3,0,7,0,0,11,0,0,0,8,8,0,0,0,0,16,3,69,100,493,255,186,135,98,69,1408,104,176,230,523,262,268,175,138,91,1959,2545,4884,4989,10562,5158,4649,3170,2172,1335,39467,0,0,5,17,4,3,0,0,0,26,4800,9129,7923,11606,4714,4217,2995,1994,1309,48698,0,3,12,68,21,16,3,0,0,124,0,0,4,33,20,13,9,7,0,86,0,0,0,19,19,9,4,7,0,59,0,3,8,25,13,9,3,4,0,68,0,4,0,44,38,19,21,3,0,136,10,60,245,1073,614,538,226,114,45,2924,0,0,3,14,14,21,40,23,10,124,4,36,36,255,110,153,122,58,29,806,10,43,28,174,171,202,186,116,73,1012,0,0,19,141,70,80,38,19,3,367,0,8,4,14,4,3,3,0,0,40,0,3,6,29,15,20,96,28,25,230
SED10028,0,0,20,104,72,47,11,3,3,259,0,3,0,5,4,0,7,6,6,37,0,4,4,17,15,4,0,0,0,42,12,52,66,286,196,130,89,82,52,971,44,94,95,266,132,106,120,147,158,1172,1949,5066,5580,9767,6096,5160,3339,2414,1793,41172,4,0,4,27,24,16,6,0,0,81,3451,7965,7531,6258,4298,4047,2961,2396,1814,40725,3,8,15,92,18,14,16,4,0,168,0,0,0,7,7,3,4,0,0,24,0,0,3,8,9,3,3,0,0,32,3,6,10,36,26,27,14,3,7,133,0,3,0,14,19,7,37,3,0,74,114,371,1157,3844,1598,1084,613,336,73,9194,0,0,0,3,27,15,11,17,3,77,0,5,7,25,30,34,34,28,9,165,27,206,185,356,489,347,360,210,166,2347,0,5,11,66,70,50,41,3,3,259,0,12,9,26,12,9,7,0,0,75,4,14,8,39,28,26,65,45,18,240
SED10029,18,111,389,2459,1489,1265,486,252,103,6571,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,5,54,181,266,942,574,484,386,245,97,3235,162,271,261,744,342,320,216,153,83,2555,2851,5669,6095,12184,5802,5083,3206,2098,1086,44074,3,22,127,202,47,25,13,3,3,441,5116,8872,7742,6466,1816,1584,1028,742,474,33830,0,0,10,46,11,3,0,0,0,61,0,0,26,164,87,97,33,20,0,438,13,33,136,877,590,542,272,116,50,2640,0,0,6,8,0,0,0,0,0,22,0,7,20,148,134,147,172,71,16,713,10,34,135,582,407,419,205,142,134,2080,0,0,10,59,63,110,123,129,25,526,0,17,14,41,18,49,25,38,8,211,3,7,5,33,69,122,124,50,40,455,0,11,37,231,132,125,37,18,3,594,0,7,4,13,10,6,3,4,3,53,0,3,23,21,19,17,80,43,25,225
SED10030,0,0,3,26,13,8,3,0,0,58,0,3,0,11,12,11,11,5,6,55,0,3,3,19,6,4,4,0,0,41,7,36,23,246,131,97,104,64,26,734,86,198,253,591,373,370,377,287,266,2797,2004,4026,3937,8869,5168,5123,4493,2783,1572,37976,0,0,3,3,0,0,0,0,0,6,3898,7280,6957,12830,7099,6770,5661,3292,1596,55376,0,3,3,25,4,0,0,0,0,31,0,0,0,6,3,3,0,3,0,18,0,0,0,11,4,8,5,0,0,23,0,12,11,55,27,26,18,5,0,157,0,0,0,20,23,13,35,3,6,103,3,27,31,233,105,105,79,33,15,643,0,0,3,9,12,13,13,11,3,63,0,3,3,9,18,24,33,20,8,109,14,97,114,530,608,704,741,462,206,3473,0,3,0,45,31,26,20,12,0,136,0,6,0,36,14,14,17,3,0,86,3,11,9,45,37,43,80,28,20,287
SED10031,0,0,7,18,5,0,0,0,0,34,0,0,0,0,9,7,5,4,0,26,0,3,3,11,6,8,0,0,0,31,3,13,25,96,60,82,72,25,17,383,113,243,263,610,442,458,414,267,112,2920,2039,4701,3887,8342,5496,5407,4677,2359,1111,38022,0,0,3,0,3,0,0,0,0,6,4018,8889,7136,13473,8637,8217,6636,3305,1328,61637,0,0,0,30,3,0,0,0,0,32,0,0,0,3,0,3,0,0,0,10,0,0,3,11,3,0,3,0,0,21,3,10,3,30,23,29,16,4,3,114,0,0,0,12,6,7,9,3,0,41,0,12,109,65,28,18,10,7,3,249,0,0,0,9,16,16,20,10,0,68,0,0,0,3,10,10,13,10,0,41,5,54,54,239,430,563,757,337,102,2553,0,3,4,24,16,16,3,3,0,68,0,5,6,6,4,8,19,3,0,59,0,0,6,31,38,63,110,43,34,317
SED10032,6,3,26,207,157,182,56,26,13,677,0,0,0,0,0,3,3,0,0,12,0,3,6,18,8,3,0,0,0,41,24,115,230,884,381,226,211,123,50,2239,207,303,321,957,353,296,204,147,73,2864,3628,5581,5632,15063,5086,4234,2816,1773,868,44687,21,86,656,1303,263,143,70,18,3,2580,6453,8873,6660,9104,2651,2292,1484,924,580,39013,7,18,37,282,37,22,0,3,0,404,0,0,7,87,50,59,29,15,0,247,0,3,4,51,33,18,6,4,3,126,0,6,8,31,7,3,0,0,0,53,0,3,7,54,47,44,35,20,3,220,18,81,394,1654,914,754,328,206,55,4400,0,0,4,22,53,89,111,79,14,371,10,35,29,125,49,50,44,33,5,369,0,18,14,83,93,143,97,72,49,563,0,9,54,352,176,160,84,38,6,883,0,0,0,10,7,3,7,4,0,33,0,3,10,23,11,13,42,23,13,130
SED10033,0,0,5,24,6,6,0,0,0,37,0,0,3,6,13,8,11,8,0,47,0,0,0,3,3,5,3,3,0,20,3,16,14,104,83,75,72,38,21,426,114,213,303,532,406,335,284,156,68,2403,2248,4912,5005,9231,5619,4577,3348,1631,703,37280,0,0,0,3,0,0,0,0,0,4,4379,9507,9199,15039,8284,6429,4163,1858,720,59590,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,5,4,3,0,12,0,0,0,6,0,0,3,0,0,11,0,3,0,25,20,12,15,0,0,80,0,0,0,13,6,5,12,0,0,42,0,3,27,115,60,42,30,13,3,292,0,0,0,6,19,28,23,16,4,96,0,3,0,0,3,13,11,3,0,33,9,57,85,369,607,614,563,296,109,2718,0,0,3,25,27,13,8,8,0,85,0,0,10,7,13,9,8,0,5,55,0,5,5,39,37,53,117,55,24,335
SED10034,0,0,5,32,12,11,3,0,0,68,0,0,0,10,13,0,10,7,0,48,0,0,0,13,3,0,0,0,0,21,12,42,52,317,148,116,91,49,29,855,68,119,125,356,195,192,157,106,88,1402,2510,5026,4390,10347,5533,4732,3495,1694,1061,38782,0,0,0,0,0,0,0,0,0,0,4874,9605,8401,15702,7870,6833,4718,2140,1131,61274,0,3,8,26,6,0,0,0,0,40,0,0,4,17,13,20,0,3,0,53,0,0,0,4,4,4,0,0,0,11,0,8,13,66,38,17,8,5,0,154,0,0,7,30,30,16,10,5,0,102,5,16,38,258,103,91,65,23,10,602,0,0,0,5,14,14,13,12,7,59,0,3,11,34,25,45,50,22,17,195,11,109,113,571,665,492,558,276,130,2923,0,3,3,36,33,19,9,7,0,111,0,3,12,33,27,9,3,0,0,82,0,6,3,59,56,61,78,39,19,321
SED10035,3,10,83,208,59,95,36,12,5,526,0,0,9,24,4,0,3,0,0,42,0,0,11,14,3,0,3,0,0,28,36,88,402,1644,337,358,345,193,78,3481,183,187,782,1696,391,329,236,156,78,4035,2580,3169,10944,21160,4981,3765,2598,1620,630,51453,0,0,0,13,7,9,3,0,0,29,4367,5264,6940,17069,4777,2888,1506,799,351,43961,13,42,120,552,146,88,18,4,0,977,0,5,3,38,16,16,6,7,0,94,0,0,18,27,9,9,3,3,0,72,4,3,62,214,41,15,3,3,0,348,0,0,12,124,48,44,65,18,3,319,48,89,7861,4481,573,471,238,161,64,13985,0,0,5,28,18,23,32,46,12,158,0,0,12,39,26,62,89,72,36,329,23,70,305,1796,529,283,216,81,21,3316,0,4,26,133,47,65,34,11,0,326,5,10,51,288,43,12,16,6,4,435,0,0,50,236,46,31,35,15,7,427
SED10036,8,10,42,430,217,157,47,22,0,934,0,0,0,4,0,6,3,0,3,19,0,5,27,38,16,3,0,0,0,86,11,127,151,702,461,342,230,123,60,2211,164,292,281,673,317,253,219,131,94,2420,3176,6293,5752,12416,5652,4277,2826,1497,797,42689,0,0,20,48,11,11,4,0,0,95,5957,10847,8913,12070,4679,3034,2085,969,502,49066,0,18,26,180,75,49,16,0,0,361,0,3,32,152,113,75,40,26,3,433,0,0,18,126,44,52,28,12,3,285,0,5,9,23,18,3,7,0,0,66,0,3,7,102,107,78,70,22,4,388,9,30,68,464,246,199,96,33,12,1169,0,0,26,87,62,79,77,48,13,389,4,64,59,285,168,156,91,34,26,897,8,48,37,183,243,228,230,118,49,1157,9,39,153,981,539,428,156,57,6,2368,0,4,0,15,6,8,3,0,0,32,0,4,28,23,27,20,73,37,26,236
SED10037,6,10,8,77,35,39,6,0,0,183,0,0,0,10,13,9,4,3,7,45,0,5,3,35,10,14,3,5,0,75,11,50,67,403,218,184,158,82,37,1216,63,126,129,373,213,188,156,111,59,1413,2298,5356,4572,10496,6140,4917,3569,1848,857,40058,0,0,9,33,20,23,17,3,0,108,4527,9304,7482,10612,6496,5189,3801,1878,793,50084,0,0,3,34,12,3,5,0,0,63,0,0,0,9,4,3,0,0,0,13,0,0,3,12,3,5,0,0,0,26,4,8,15,66,45,35,16,10,0,204,0,0,4,12,22,31,22,7,6,106,41,194,312,1768,786,532,341,195,61,4236,0,0,0,5,22,12,11,11,0,54,0,6,3,5,13,4,15,8,3,65,34,207,202,680,821,664,679,296,104,3681,0,3,3,43,31,23,12,16,3,138,0,11,3,44,19,8,7,3,0,105,3,15,20,67,69,47,83,48,21,369
SED10038,0,9,34,55,36,27,16,3,3,186,0,3,4,9,17,19,13,14,3,84,0,0,8,8,3,5,3,0,0,22,16,66,63,259,144,138,100,75,46,912,83,163,196,430,244,282,237,189,97,1926,2278,5052,4866,9838,5344,4982,3802,2526,1363,40053,0,3,5,8,0,0,0,0,0,15,4425,9321,8582,14801,7559,6596,4468,2621,1304,59681,4,3,8,19,0,0,0,0,0,38,0,0,0,28,7,14,3,9,3,68,0,0,0,4,0,3,0,0,0,5,3,23,20,71,33,18,10,3,4,178,0,0,4,37,50,17,51,9,5,172,8,26,291,413,84,64,36,23,10,952,0,0,3,27,36,36,39,34,12,191,0,8,0,15,12,11,14,12,0,70,24,143,110,481,640,598,591,381,157,3130,0,3,3,28,18,18,19,5,0,92,4,0,3,22,15,5,13,0,0,71,3,0,12,40,34,53,153,68,52,420
SED10039,0,0,0,10,3,0,3,0,0,20,0,0,3,8,28,13,21,13,5,88,0,0,4,8,4,3,0,0,0,25,10,8,18,68,65,105,78,49,28,427,84,165,210,481,340,379,379,251,159,2444,1978,4255,3926,7734,4792,5340,4270,2410,1282,35986,0,0,0,3,0,0,0,0,0,0,3805,8093,7545,12966,6947,7724,5643,2852,1312,56898,0,0,0,9,0,0,0,0,0,11,0,0,0,5,4,3,0,3,0,12,0,0,0,7,3,0,0,0,0,6,0,10,15,36,15,25,23,8,0,123,0,0,6,11,23,9,18,3,0,72,0,3,14,68,29,28,20,3,8,170,0,0,4,4,15,11,13,18,3,58,0,3,0,10,4,8,13,11,3,53,8,78,97,309,682,705,895,580,226,3575,0,0,3,21,4,13,4,4,0,44,0,0,0,12,14,7,5,3,3,46,0,0,0,26,27,91,132,85,34,394
SED10040,0,7,49,183,100,84,30,14,6,478,0,0,0,3,0,0,0,0,4,6,0,0,6,19,3,3,0,0,0,32,11,57,132,673,258,261,223,129,63,1806,105,177,240,730,284,276,220,222,237,2492,2640,4384,6239,15332,5793,5139,3416,2278,1358,46569,0,0,0,4,5,0,0,0,0,7,4956,7446,6616,8488,3369,2306,1514,865,800,36355,16,23,211,885,64,31,3,0,3,1233,0,0,9,53,39,39,24,17,5,189,0,0,5,27,11,12,5,0,4,64,4,3,6,37,7,6,0,0,0,64,0,5,5,48,44,42,43,16,0,204,120,406,2559,7415,3022,2645,1211,783,255,18420,0,4,4,43,40,55,97,106,24,369,7,36,27,167,117,141,138,98,36,763,15,47,27,177,136,123,146,72,44,775,0,14,26,172,112,82,58,26,5,488,0,0,5,30,15,7,8,0,4,67,3,3,8,37,19,14,28,22,8,151
SED10041,3,0,10,80,45,24,11,3,0,176,0,3,0,15,7,4,5,9,3,49,0,0,8,33,16,16,5,0,0,87,12,84,89,440,227,131,151,85,63,1282,53,150,226,384,218,153,161,178,245,1774,2162,5624,5235,10067,6279,4549,3592,2520,1824,41853,0,0,3,6,8,6,0,0,0,24,3973,8792,7139,7603,5440,4136,3576,2611,1764,45041,0,0,0,15,9,3,3,0,0,33,0,0,0,9,3,6,0,0,0,26,0,0,3,10,6,0,4,0,0,16,0,15,20,72,59,35,22,8,3,238,0,0,0,25,21,3,24,3,0,77,83,353,544,2349,1060,651,385,201,77,5700,0,0,0,7,7,12,14,14,6,53,0,3,3,19,11,27,16,21,5,96,35,462,390,679,941,578,522,368,208,4182,0,3,4,50,12,23,8,8,0,123,0,4,9,41,12,15,21,5,4,127,5,25,19,66,64,46,75,45,27,366
SED10042,3,0,0,21,10,3,0,0,0,33,0,0,0,4,5,8,6,7,0,37,0,0,3,17,3,7,3,0,0,38,0,16,30,86,67,65,66,48,31,415,63,91,163,324,234,296,308,218,173,1869,1892,3998,3998,7868,4758,5160,4577,2620,1437,36301,0,0,0,0,0,0,0,0,0,3,3795,7757,7639,13168,7603,8101,6609,3536,1632,59837,3,8,0,22,5,0,0,0,0,34,0,0,0,0,4,4,5,0,0,16,0,0,3,16,4,8,3,0,0,39,0,5,6,26,17,14,13,7,0,96,0,0,0,8,10,0,7,5,0,33,3,3,14,51,30,27,10,10,0,151,0,0,0,9,12,7,10,13,0,52,0,0,0,0,0,8,10,3,0,24,3,50,51,192,349,405,553,373,131,2119,0,0,0,16,15,13,13,3,0,72,0,3,3,7,7,8,4,4,3,34,0,0,4,19,21,30,156,47,33,313
SED10043,0,26,150,565,428,414,128,72,27,1823,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,9,46,178,276,1036,511,345,226,142,68,2832,215,361,380,890,409,330,246,217,125,3167,3601,6410,6153,13237,5337,4497,2821,1964,1017,45029,3,0,9,32,20,11,3,0,0,74,6473,10429,8179,8487,2183,1505,1052,718,548,39571,103,302,511,3496,458,214,25,5,0,5106,0,0,0,20,10,15,0,10,3,59,0,0,3,34,23,23,17,3,3,110,3,6,3,21,9,3,0,3,0,45,0,3,7,26,13,18,32,6,0,112,9,49,364,1367,805,893,394,346,128,4356,0,0,0,3,7,20,39,43,10,122,31,46,35,305,112,154,116,63,36,897,0,4,10,50,59,84,78,46,37,369,0,8,37,226,162,195,78,40,5,755,0,3,3,11,8,4,3,0,0,34,0,7,3,18,22,12,37,14,14,127
SED10044,0,4,18,115,47,24,14,8,3,233,0,0,0,11,13,3,7,3,8,42,0,4,3,19,14,6,0,0,0,42,20,78,75,732,223,173,158,111,114,1689,90,159,183,732,249,236,185,157,135,2128,2452,4831,4107,12886,5800,4584,3413,2195,1562,41826,0,0,3,28,21,21,12,8,3,91,4503,8390,7134,12112,6087,4619,3302,1889,1323,49355,0,4,7,84,19,10,0,0,0,123,0,0,3,15,9,8,0,3,3,42,0,0,3,15,11,6,6,3,0,40,5,11,20,115,48,37,23,7,3,258,0,8,7,48,20,24,23,6,0,134,38,107,309,1511,680,501,241,238,90,3715,0,0,3,9,33,33,48,29,15,175,0,9,4,25,39,43,59,45,36,258,48,260,157,874,680,457,437,217,126,3249,3,0,6,59,45,44,17,13,0,195,0,4,23,78,22,19,14,3,3,181,3,8,18,117,63,41,77,29,35,381
SED10045,0,0,5,25,3,4,0,0,0,33,0,0,0,0,0,9,7,5,0,18,0,0,3,9,0,6,4,0,0,26,7,20,31,101,56,67,59,20,9,370,125,267,339,725,548,637,434,298,196,3566,1846,4517,3987,7936,5432,6158,4213,2322,1334,37749,0,0,0,0,0,0,0,0,0,0,3436,8469,7062,12209,8156,9396,6269,3219,1490,59693,0,0,0,12,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,8,8,38,26,27,23,3,0,145,0,0,0,6,3,3,0,4,0,16,5,4,15,27,15,15,6,4,3,99,0,0,0,3,0,0,3,4,0,11,0,0,0,3,0,3,7,0,0,19,3,36,43,215,393,490,521,228,94,2022,0,0,3,15,15,7,11,3,4,55,0,0,3,25,18,19,23,4,0,99,3,9,12,50,57,102,117,27,10,375
SED10046,5,37,143,993,507,422,105,54,17,2283,0,0,0,0,0,3,0,0,0,7,0,12,16,43,8,0,0,0,0,79,40,161,294,1145,754,654,381,178,60,3672,280,530,509,1260,562,469,314,203,60,4178,3293,6617,6714,13649,6136,4828,2689,1595,500,46011,0,0,27,81,17,6,3,0,0,148,5965,10632,8872,8623,3152,1986,965,843,201,41232,6,9,13,198,15,12,10,0,0,264,0,3,64,307,181,157,81,38,3,837,0,15,77,443,245,217,81,19,10,1101,5,3,9,13,7,3,3,0,0,36,0,8,14,168,182,154,119,39,5,696,10,12,54,357,209,162,96,53,16,970,0,0,62,315,198,211,136,100,13,1031,4,37,36,112,81,72,47,32,9,427,5,31,19,84,126,133,110,83,18,604,5,87,244,1459,723,622,205,100,23,3473,0,3,4,7,7,7,6,10,0,49,0,3,19,40,17,21,50,19,12,186
SED10047,0,3,8,69,17,11,0,3,4,123,0,0,0,4,6,5,6,3,0,23,4,5,8,36,0,3,0,0,0,58,12,92,209,647,321,252,187,88,33,1845,244,387,435,1010,456,424,360,200,55,3576,3706,6306,6358,13835,5377,4800,3557,1667,526,46133,0,16,35,93,28,11,7,0,0,192,6930,10964,10002,16899,6490,5108,3430,1363,376,61574,4,24,15,253,24,16,11,0,0,356,0,0,5,21,17,20,15,5,0,85,0,3,0,31,15,3,0,0,0,53,0,7,4,22,7,9,6,0,0,57,0,0,0,27,20,32,22,16,0,116,4,17,30,229,92,76,47,12,3,505,0,0,3,27,41,74,70,56,10,280,0,19,37,65,59,71,57,31,12,356,4,24,42,226,402,501,497,276,68,2026,0,40,81,430,203,152,86,35,4,1029,0,0,4,9,9,7,6,6,0,40,0,3,6,26,30,39,138,59,15,327
SED10048,3,9,14,163,64,49,13,10,5,340,0,0,0,4,5,8,6,0,0,29,0,10,30,36,14,3,0,0,0,101,22,93,164,703,485,353,238,85,39,2191,164,289,308,760,333,332,258,183,180,2807,3230,5873,5706,12908,5772,5261,3006,1300,625,43675,0,4,30,57,19,10,9,0,0,129,5979,9802,8472,11395,4539,4931,2543,884,339,48882,28,157,266,1797,526,240,25,9,3,3050,0,0,3,79,19,49,13,3,0,166,0,3,23,113,44,39,16,3,0,251,3,14,9,25,13,6,0,0,0,78,3,3,5,92,108,85,86,27,10,418,5,25,78,426,245,221,93,47,24,1169,0,0,3,40,47,65,77,42,9,282,9,46,32,171,87,106,70,28,6,551,9,61,26,212,359,480,414,198,55,1803,0,47,141,875,523,344,147,54,14,2151,0,0,0,13,10,3,3,8,0,45,0,4,4,31,35,46,91,37,17,263
SED10049,0,0,4,9,6,3,0,0,0,31,0,0,0,4,12,9,8,5,0,31,0,3,13,30,5,3,0,0,0,58,0,9,15,97,48,47,43,6,9,276,98,227,199,513,280,271,259,180,109,2131,2796,5380,4869,10649,5227,4531,3415,1805,843,39503,0,0,6,0,0,0,0,0,0,6,5497,10348,8995,17796,8265,7361,5130,2511,962,66864,0,0,0,28,0,3,0,0,0,39,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,3,8,3,34,16,8,8,4,0,83,0,4,0,7,4,7,0,0,3,25,3,3,9,57,35,31,12,8,3,162,0,0,0,0,8,7,6,3,0,22,0,3,3,11,4,4,10,0,3,30,7,62,53,232,264,274,314,153,49,1405,0,7,8,34,18,3,5,3,0,77,0,0,0,6,9,0,5,0,0,20,0,0,3,22,23,38,144,20,19,270
