SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED10023,0,0,0,3,8,9,3,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,5,15,0,0,0,0,0,20,0,0,0,16,11,12,27,5,7,78,4,21,43,195,103,96,52,17,6,531,0,0,3,0,3,3,12,8,5,35,0,0,0,3,0,3,0,0,0,3,0,0,0,4,10,9,0,0,0,19,3,7,16,78,56,51,10,10,5,232,0,0,0,33,10,11,6,3,3,74,0,4,0,26,27,26,38,27,10,160,0,9,3,12,5,10,11,0,0,51,0,14,13,74,44,32,25,8,0,206,0,0,0,0,10,6,6,4,0,29,0,0,0,3,5,7,4,0,0,12,0,0,0,5,4,10,0,0,0,20,0,4,3,57,23,9,4,0,0,107,0,0,0,12,8,7,6,0,0,34,0,0,0,7,4,6,0,0,0,19,6,20,22,57,25,14,13,7,0,162
SED10024,0,0,0,7,4,4,7,0,3,23,0,0,0,3,13,4,0,5,0,24,0,0,4,11,0,0,0,0,0,21,3,13,7,21,27,13,33,32,10,151,4,45,89,138,177,125,85,47,23,736,0,0,3,9,10,7,5,3,0,43,0,0,0,14,6,5,8,3,0,38,0,0,0,20,40,25,14,20,5,124,0,3,9,95,45,35,18,12,0,217,0,3,4,19,15,15,8,11,11,86,0,13,16,31,49,33,34,22,13,205,6,41,27,55,34,36,18,6,0,227,7,93,167,392,320,249,112,46,24,1419,0,0,0,3,0,6,4,3,0,25,0,0,3,35,30,20,16,14,4,114,3,7,19,118,41,42,31,10,0,266,3,7,14,60,26,15,3,0,0,126,0,0,3,4,3,0,0,0,0,9,0,3,3,6,14,14,5,4,3,55,6,62,41,84,65,44,24,7,0,338
SED10025,0,0,0,13,4,16,5,3,0,37,0,0,3,12,7,5,0,0,3,40,0,0,12,34,0,4,0,0,0,53,0,0,6,11,11,5,10,3,3,43,7,30,32,222,123,91,66,18,3,591,0,0,0,12,11,4,11,6,0,45,0,6,8,23,3,3,5,0,0,46,0,0,0,9,10,0,3,0,0,28,0,12,13,189,61,60,27,5,3,384,0,0,0,42,7,18,12,16,7,104,0,3,6,42,25,16,24,14,5,140,8,21,15,44,13,17,11,4,0,137,0,7,17,85,42,36,12,9,3,219,0,0,3,9,10,14,8,8,4,49,0,0,5,59,25,28,18,15,6,154,7,3,17,70,11,19,6,3,0,133,0,14,14,131,20,20,9,3,0,209,0,0,0,8,5,3,0,0,0,26,0,0,0,31,24,23,13,9,6,112,12,30,14,60,26,20,22,0,4,195
SED10026,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,10,15,74,0,0,0,0,0,99,0,0,0,10,8,17,21,17,5,70,0,9,23,92,64,56,37,11,5,289,0,0,0,3,0,3,0,0,0,8,3,7,0,20,0,0,0,0,0,29,0,0,0,3,4,0,0,0,0,11,3,15,21,78,34,31,11,3,0,197,0,0,0,3,0,3,0,0,3,14,0,0,0,5,9,21,27,13,3,72,0,3,0,4,3,5,0,0,0,9,0,6,15,32,12,14,6,4,0,90,0,0,0,0,0,0,0,0,0,4,4,3,11,30,14,3,3,0,0,75,0,0,3,8,0,0,0,0,0,17,0,6,0,20,10,4,0,0,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,25,8,13,10,0,5,65
SED10027,0,3,8,6,18,21,16,7,3,85,0,0,3,9,9,0,3,0,0,25,0,3,24,77,5,10,0,0,0,118,0,0,0,4,0,5,6,10,3,33,11,30,81,222,91,77,36,11,4,571,0,3,0,3,7,3,10,0,3,26,3,11,8,54,11,9,3,0,0,98,0,0,0,8,3,9,0,0,0,25,0,17,51,166,99,83,27,4,3,454,0,0,0,22,10,8,18,16,19,94,0,0,0,3,9,20,13,10,9,61,0,5,8,19,8,15,10,3,0,63,0,4,10,36,25,14,14,5,0,109,0,0,0,0,6,11,13,3,0,34,0,3,5,15,10,15,13,6,4,65,3,3,3,28,0,4,3,0,0,45,0,3,10,89,29,16,0,0,0,150,0,3,9,44,66,81,60,32,12,303,0,0,0,8,6,3,13,5,0,38,0,14,11,23,16,9,4,0,0,75
SED10028,0,0,0,10,10,8,4,0,0,31,0,0,0,6,11,13,5,3,0,42,0,0,6,23,6,0,0,0,0,43,0,7,6,11,12,6,12,17,7,83,4,59,84,84,92,77,53,21,16,496,0,0,0,3,3,3,7,7,3,23,4,20,24,71,29,8,3,3,0,179,0,0,0,13,4,10,9,3,0,44,0,21,27,147,64,74,35,9,5,393,0,0,0,15,7,19,8,4,4,59,0,3,3,20,24,14,21,14,21,120,3,29,58,49,54,54,27,11,0,277,3,59,81,132,113,62,29,25,10,512,0,0,0,4,5,7,7,6,0,22,3,37,65,204,202,156,71,42,20,794,4,17,29,148,58,70,29,0,0,356,0,6,9,52,25,9,3,0,0,102,0,0,0,0,5,3,3,0,0,8,0,0,3,8,14,10,0,4,0,27,8,57,30,50,22,19,12,6,3,207
SED10029,0,0,0,7,3,3,9,3,4,32,0,3,25,79,33,16,18,0,3,178,0,0,6,20,0,0,0,0,0,25,0,0,3,3,0,4,3,11,3,32,15,108,154,228,66,38,16,7,0,636,0,0,0,0,3,3,5,4,0,11,7,14,9,51,9,7,3,3,0,97,0,0,0,3,0,0,0,0,0,11,0,33,50,232,129,116,52,20,11,638,0,0,0,12,6,27,22,19,28,122,0,0,0,3,7,9,11,10,7,48,0,0,0,4,3,0,0,0,3,15,0,0,0,4,10,0,4,0,0,22,0,0,3,16,16,37,38,31,8,150,0,6,8,18,11,11,5,0,7,59,0,0,3,26,4,14,4,0,0,52,3,39,55,189,50,33,14,3,0,385,0,0,0,24,17,35,37,9,4,125,10,3,13,43,42,15,17,3,3,153,0,10,14,8,3,3,3,0,0,40
SED10030,0,0,0,8,3,8,3,0,0,17,0,0,0,6,0,0,0,4,0,11,0,3,0,12,0,3,0,0,0,14,0,3,0,13,9,15,34,19,9,108,0,26,37,191,154,159,95,43,12,719,0,0,0,8,3,3,8,5,3,37,0,3,0,3,0,0,0,0,0,16,0,0,3,19,14,15,9,0,0,60,0,10,26,142,80,90,35,3,3,396,0,0,0,19,11,15,6,8,7,64,0,10,3,21,31,37,54,44,22,223,0,0,3,9,10,0,3,0,0,28,0,7,24,62,39,33,24,22,5,217,0,0,0,0,0,7,6,4,3,19,0,0,3,17,5,9,5,3,0,47,0,0,3,17,7,4,0,0,0,30,0,8,14,91,32,13,0,0,0,149,0,0,0,0,0,3,0,0,0,4,0,0,0,7,3,3,0,0,0,20,4,12,11,53,31,26,21,0,0,161
SED10031,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,4,31,0,4,0,0,0,40,0,0,0,9,5,34,56,21,8,131,7,16,35,110,87,115,77,29,3,472,0,3,0,4,0,3,10,7,0,21,3,0,3,8,0,0,0,0,0,15,0,0,0,12,18,9,4,0,0,41,0,12,12,77,31,23,19,5,0,170,0,0,0,4,0,7,4,9,4,35,0,4,3,14,34,31,39,23,3,155,0,3,3,3,8,3,4,0,0,24,0,5,10,26,18,19,11,0,0,89,0,0,0,0,3,3,3,3,0,11,0,4,0,11,3,3,0,0,0,17,0,0,3,17,4,0,0,3,0,27,0,0,4,19,14,4,3,0,0,51,0,0,0,4,3,0,4,0,0,10,0,0,0,3,4,0,0,0,0,9,0,11,11,42,25,27,19,3,0,133
SED10032,0,0,5,22,12,12,10,12,3,73,0,4,7,53,27,21,11,4,0,126,3,19,163,517,31,18,0,0,0,758,0,0,0,0,0,3,8,7,0,17,15,85,131,257,98,58,23,8,9,689,0,0,0,0,5,3,3,0,0,13,22,82,88,344,34,25,7,5,0,601,0,0,4,5,0,3,0,0,0,11,5,46,102,490,205,179,86,20,8,1136,0,0,0,14,9,19,10,13,9,91,0,0,0,0,6,14,9,6,6,46,0,13,0,15,0,12,3,7,3,57,0,0,6,23,11,8,11,0,0,66,0,0,0,9,9,12,10,5,4,48,3,27,39,221,112,82,47,36,7,575,0,0,10,43,7,15,3,0,0,72,0,3,29,92,27,16,11,0,0,179,0,0,0,5,8,3,5,0,3,31,0,8,26,185,137,101,67,14,3,530,3,10,7,23,4,0,6,0,0,47
SED10033,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,3,21,26,42,21,14,136,3,18,31,169,122,109,43,18,0,512,0,0,0,9,11,3,8,3,0,26,0,0,0,12,3,3,0,0,0,21,0,0,0,3,12,6,0,0,0,23,0,4,16,74,61,34,15,8,0,215,0,0,0,16,8,6,0,3,3,31,0,3,3,16,26,30,29,19,6,135,0,0,0,4,8,5,3,3,0,28,0,9,27,62,29,20,13,5,3,168,0,0,0,0,9,3,5,0,0,22,0,0,0,10,3,7,4,0,0,20,0,0,0,9,6,0,3,0,0,17,4,0,3,38,7,8,3,0,0,66,0,0,0,8,4,6,4,10,0,38,0,0,0,4,0,0,0,0,0,4,0,7,5,25,14,25,13,9,0,103
SED10034,0,0,0,3,4,10,8,4,0,31,0,0,0,6,0,0,6,0,0,15,0,3,9,38,0,0,0,0,0,45,0,4,3,8,8,20,25,13,22,102,3,18,28,170,138,85,43,11,4,504,0,0,0,3,6,10,7,7,3,32,0,0,0,10,0,8,3,0,0,17,0,0,0,5,13,6,3,0,0,26,0,5,13,100,42,46,18,9,3,235,0,0,0,29,10,22,14,3,3,82,0,4,3,36,33,33,43,20,8,176,3,4,0,14,15,9,6,0,0,47,0,6,19,80,43,42,24,13,0,218,0,0,0,3,10,8,6,3,3,40,0,3,0,12,4,4,0,0,0,24,0,0,3,14,6,5,5,0,0,32,0,0,8,58,11,3,3,0,0,90,0,0,0,10,18,19,11,3,0,58,0,0,0,7,9,3,0,0,0,20,0,10,18,51,30,23,15,7,0,161
SED10035,0,0,3,20,3,10,3,0,0,40,0,0,26,18,6,5,0,4,0,56,0,9,16,68,0,0,0,0,0,87,0,0,8,32,3,9,4,9,0,73,12,18,110,510,160,104,55,14,6,984,0,0,13,43,8,3,4,0,0,62,3,3,7,42,11,5,0,0,0,71,0,3,0,14,5,11,0,4,3,39,4,18,76,400,123,120,52,19,3,817,0,7,7,78,11,22,18,4,0,147,0,0,19,87,24,21,16,13,0,170,6,17,105,157,21,17,8,3,0,334,3,3,32,154,48,33,33,12,0,330,0,0,5,8,4,7,8,10,3,53,0,0,28,61,16,13,4,4,3,135,5,7,41,174,19,16,6,0,0,260,6,9,70,421,72,42,4,0,0,638,0,0,0,17,9,25,26,16,3,103,0,3,8,50,62,32,25,14,0,193,7,24,121,180,29,17,13,3,0,388
SED10036,0,0,0,12,22,35,23,13,11,116,0,0,0,8,10,7,0,0,0,24,0,4,9,65,7,9,0,0,0,87,0,0,0,3,3,4,10,6,5,34,9,77,127,281,114,67,23,7,3,704,0,0,0,3,3,3,6,7,0,16,6,29,40,144,43,21,3,4,0,291,0,0,0,13,3,0,0,0,0,22,4,19,69,314,200,193,62,13,12,888,0,0,4,41,28,48,20,24,12,174,0,0,4,15,14,20,21,14,6,95,3,3,6,14,9,7,4,0,0,47,0,5,22,55,40,35,26,9,3,183,0,0,0,20,19,28,23,11,0,108,0,3,10,40,32,30,12,8,5,148,0,0,6,18,6,3,0,0,0,34,0,3,11,87,20,13,7,3,0,146,0,3,9,75,54,63,52,11,3,259,3,7,18,65,46,16,10,4,0,169,3,11,14,28,8,6,4,3,0,69
SED10037,0,3,0,9,7,5,0,0,0,30,0,0,3,15,13,9,3,3,0,50,0,13,60,207,9,5,0,0,0,293,0,3,3,11,10,15,22,9,10,90,3,33,62,168,128,138,64,21,8,627,0,0,3,3,10,6,3,3,0,27,3,3,3,51,11,10,0,0,0,76,0,0,0,14,18,7,3,0,0,43,9,37,38,274,117,97,46,16,6,638,0,0,0,45,16,40,19,3,4,126,0,9,4,24,44,35,33,22,11,182,3,14,22,33,35,23,18,8,0,143,4,47,52,153,96,73,50,22,7,498,0,0,0,5,10,4,3,3,0,27,0,17,10,89,48,31,28,9,5,231,4,8,10,60,33,29,13,3,0,155,0,3,21,106,41,28,4,0,0,201,0,0,0,0,0,3,0,0,0,10,0,0,0,3,5,3,0,3,0,13,3,40,22,71,33,24,13,5,3,216
SED10038,0,0,0,0,3,0,0,0,0,3,0,0,3,14,5,4,4,0,0,31,0,0,0,5,0,0,0,0,0,5,0,0,3,12,10,36,62,36,21,177,0,26,33,150,93,77,39,20,8,436,0,0,0,3,7,7,14,10,4,40,0,0,9,17,6,5,0,0,0,37,0,0,0,13,3,4,0,0,0,25,4,11,12,61,29,59,16,3,4,192,0,0,0,21,12,18,7,11,9,87,0,7,3,29,53,59,75,57,24,310,0,5,5,3,3,7,0,3,0,23,0,11,13,49,23,32,15,8,0,148,0,0,3,6,12,22,13,20,9,84,0,0,3,21,9,7,6,3,0,59,0,0,0,12,5,3,0,0,0,35,4,11,27,69,23,11,5,0,0,147,0,0,0,32,47,49,44,29,8,206,0,0,0,3,38,10,12,13,0,84,3,20,17,56,32,19,19,3,0,166
SED10039,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9,0,0,3,9,3,27,51,43,12,152,3,28,28,111,85,95,48,23,5,431,0,3,0,4,3,9,11,9,0,42,0,3,0,6,3,3,0,0,0,13,0,0,0,7,10,4,0,0,0,18,3,3,19,48,47,51,16,7,0,188,0,0,0,15,3,14,11,0,4,40,0,7,3,22,37,67,64,44,16,258,0,0,0,6,3,6,3,5,0,22,0,7,7,29,21,16,25,7,5,115,0,0,0,0,0,3,10,0,0,18,0,0,0,3,0,0,3,0,3,17,0,0,0,4,0,0,0,0,0,5,0,4,3,30,9,0,4,0,0,63,0,0,0,10,13,5,5,0,0,38,0,0,0,3,0,0,0,0,0,9,7,10,10,29,20,22,19,6,3,116
SED10040,0,3,0,15,9,4,0,3,3,41,0,0,3,10,8,14,6,3,0,39,6,44,490,1308,35,29,3,0,0,1924,0,0,0,3,0,4,8,3,6,26,5,49,103,230,117,110,42,6,4,664,0,0,0,0,3,0,3,3,0,18,0,3,8,34,7,0,0,0,0,49,0,0,4,11,3,3,3,0,0,24,6,38,74,505,175,133,54,24,3,997,0,0,0,28,3,10,4,9,8,57,0,0,0,10,10,16,16,5,8,55,3,3,20,44,14,30,17,5,3,135,0,0,4,30,20,9,18,8,4,90,0,0,0,15,15,20,11,5,3,70,0,0,3,29,13,6,7,3,3,60,0,9,32,160,23,35,9,4,0,273,0,14,27,223,56,30,9,0,0,352,0,8,20,149,146,211,201,107,27,870,0,0,0,5,6,6,5,0,3,35,4,11,14,28,15,8,3,0,0,87
SED10041,0,0,0,9,0,12,8,0,0,25,0,0,0,9,6,3,0,3,0,22,0,9,31,85,5,3,3,0,0,140,0,18,5,14,12,11,29,11,13,112,3,46,91,151,164,127,86,50,33,749,0,0,0,7,7,3,3,6,0,28,4,10,4,35,17,12,3,0,0,82,0,0,0,11,16,17,8,8,3,60,7,20,26,199,64,63,26,7,10,423,0,0,0,34,15,31,13,10,4,102,0,15,13,18,42,34,28,26,16,184,9,46,35,51,40,39,12,10,4,239,10,74,112,250,218,152,72,45,28,947,0,0,0,3,0,3,5,0,0,16,0,12,14,105,68,49,19,13,3,276,7,10,17,134,43,47,22,0,0,279,3,4,14,73,20,8,3,0,0,129,0,0,0,0,3,0,0,3,0,6,0,3,0,10,8,3,0,0,3,22,17,71,45,60,56,42,17,14,3,326
SED10042,0,0,3,0,0,3,3,0,0,17,0,0,4,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,18,52,28,15,127,3,15,41,152,114,85,94,49,24,568,0,0,0,0,0,4,6,3,0,20,0,0,0,3,0,3,3,0,0,8,0,0,3,12,10,9,8,0,0,39,0,4,14,61,48,52,19,3,0,202,0,0,0,8,0,0,10,4,11,36,0,14,0,18,15,32,45,30,13,170,0,0,6,4,3,3,3,0,0,14,0,4,22,31,34,22,8,12,3,134,0,0,0,0,0,7,5,3,3,20,0,0,0,4,3,3,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,47,12,9,3,0,0,67,0,0,0,0,8,0,3,0,3,12,0,0,0,0,0,0,3,0,0,4,0,12,13,28,20,17,10,0,0,106
SED10043,0,0,0,10,5,14,33,10,5,86,3,27,49,113,29,18,0,0,3,240,0,4,40,92,5,7,0,0,0,141,0,0,0,0,0,0,8,4,0,13,18,78,93,179,72,36,26,11,4,517,0,0,0,0,0,0,0,0,0,0,52,131,99,554,79,24,10,3,0,957,0,0,0,3,4,3,0,4,0,13,3,20,44,236,120,121,70,9,3,636,0,0,6,9,9,13,8,10,12,64,0,0,0,0,0,3,11,7,3,23,0,4,3,12,10,11,10,3,0,61,0,0,3,17,10,12,7,6,0,53,0,0,0,0,3,5,6,6,0,21,0,3,8,37,20,15,15,5,4,107,0,0,6,40,12,7,7,0,0,66,0,15,17,89,26,22,11,0,0,179,0,0,0,10,25,27,21,15,3,107,0,3,0,18,16,10,5,3,0,51,4,7,12,16,4,0,3,0,0,52
SED10044,0,0,0,11,5,3,5,0,0,25,0,0,0,10,3,0,5,3,0,24,0,4,50,160,5,5,0,0,0,223,0,4,0,9,5,6,18,9,3,66,16,27,54,212,145,124,73,29,18,705,0,0,3,4,4,3,9,0,0,26,0,3,4,27,8,3,5,0,0,54,0,3,0,14,14,8,3,9,0,51,4,21,37,249,92,64,35,6,9,523,0,3,4,65,15,29,19,10,5,158,4,3,4,40,31,30,19,13,15,166,8,24,11,65,22,21,21,8,0,189,4,9,24,168,59,54,34,20,28,403,0,0,0,9,3,11,9,5,0,44,0,3,4,65,32,17,13,14,3,153,0,0,9,106,17,15,7,0,0,154,0,8,18,162,35,16,13,0,0,255,0,0,0,12,7,8,6,6,0,35,0,0,0,28,10,11,7,3,0,61,17,47,36,103,51,37,18,9,3,317
SED10045,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,3,13,10,25,40,15,3,110,0,14,28,116,143,166,80,18,6,579,0,0,0,3,3,0,4,4,3,18,0,3,0,9,0,3,0,0,0,12,0,3,0,10,15,9,5,0,0,47,3,5,16,76,53,34,22,0,0,216,0,0,0,3,6,3,9,3,3,22,0,4,0,12,9,26,28,11,10,100,0,0,0,4,3,0,3,0,0,15,0,8,10,35,16,20,9,5,0,98,0,0,0,0,0,0,3,0,0,5,3,0,0,4,5,3,0,0,0,13,0,0,0,11,0,0,0,0,0,17,0,6,3,28,14,3,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,14,29,26,9,4,125
SED10046,0,0,0,22,19,15,23,8,3,89,0,0,6,16,8,8,0,0,0,43,0,0,9,77,4,0,0,0,0,93,0,0,3,7,0,3,9,3,5,31,25,136,214,308,79,53,24,6,6,850,0,0,0,0,0,3,3,3,0,12,6,32,32,142,24,10,6,0,0,248,0,0,3,3,3,0,4,0,0,14,7,24,72,372,233,237,88,29,23,1080,0,0,0,37,34,54,22,13,11,164,0,0,0,6,13,7,12,18,10,62,0,0,3,5,3,9,4,0,0,32,0,4,8,22,13,7,6,0,0,61,0,0,8,88,64,86,40,29,3,327,3,5,3,28,17,14,8,3,0,77,0,0,0,21,4,4,3,0,0,32,0,5,15,110,40,24,15,0,0,206,0,7,12,80,58,55,59,16,4,285,0,11,7,47,31,15,12,5,0,128,0,14,16,15,3,3,0,0,0,51
SED10047,0,4,0,17,9,13,7,3,3,57,0,0,3,20,3,7,3,0,0,35,3,4,13,68,3,10,0,0,0,102,0,3,0,10,4,28,43,21,8,112,28,151,277,597,164,114,41,17,0,1395,0,3,0,7,7,11,16,5,0,49,6,20,31,121,21,16,3,3,4,219,0,0,0,6,5,3,0,0,0,13,10,63,121,615,267,225,102,40,11,1461,0,0,0,22,10,20,10,9,13,82,0,0,5,21,29,57,60,27,10,216,0,5,0,13,8,11,0,4,0,40,0,4,11,52,25,24,11,10,0,137,0,0,0,7,10,17,12,14,0,53,0,18,10,90,29,34,18,3,3,205,0,0,0,11,3,3,0,0,0,20,0,4,18,51,25,8,3,0,0,107,0,0,0,0,5,9,5,3,3,26,0,0,0,18,11,13,11,0,0,55,0,4,10,35,3,6,5,0,0,63
SED10048,0,3,7,33,22,33,27,10,7,145,0,0,0,10,3,3,0,0,0,15,3,32,49,366,22,27,7,0,0,513,0,0,0,3,4,19,17,4,9,50,26,164,254,467,139,103,46,14,3,1217,0,0,0,3,8,14,14,3,0,41,6,42,23,200,43,23,8,0,3,348,0,0,7,4,7,4,0,0,0,24,6,80,123,523,370,256,114,20,9,1516,0,0,0,45,26,53,26,11,3,171,0,3,0,18,24,61,57,15,6,178,4,0,3,15,3,10,3,4,0,40,0,6,11,69,49,43,49,8,0,238,0,0,0,7,8,10,12,14,3,57,0,9,20,48,46,26,13,6,6,180,0,0,0,18,11,4,0,0,0,37,3,3,20,111,49,28,17,0,0,237,0,0,6,18,19,22,10,0,0,79,0,0,0,18,5,8,3,0,0,36,3,12,9,23,7,7,6,0,0,72
SED10049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,15,29,13,4,57,8,30,22,131,82,55,40,8,3,373,0,0,0,3,3,3,0,0,0,19,0,0,0,11,6,0,0,0,0,21,0,0,0,3,9,0,3,0,0,18,0,19,4,96,67,39,17,3,3,259,0,0,0,5,5,5,9,11,14,44,0,4,4,19,17,32,23,10,4,112,0,0,0,4,0,4,0,0,0,13,0,15,14,59,34,13,3,0,3,137,0,0,0,4,0,0,0,0,3,10,0,0,0,19,0,3,0,0,0,19,0,0,0,14,0,0,0,0,0,19,0,6,7,27,13,13,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,27,16,14,3,0,0,80
SED10050,0,0,0,6,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,3,0,3,13,52,0,0,0,0,0,64,0,10,3,71,42,16,17,21,10,197,3,31,79,503,216,162,77,26,16,1122,0,0,0,28,14,9,14,3,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,15,22,9,7,4,0,59,0,11,15,121,51,49,11,3,3,273,0,0,0,63,8,17,9,4,6,110,0,19,6,132,66,47,39,27,5,334,5,25,14,21,25,9,4,0,0,107,14,31,21,299,107,54,35,16,7,590,0,0,0,13,9,11,5,7,3,52,0,0,0,9,6,10,3,4,0,36,0,5,5,37,13,8,4,0,0,66,0,4,12,105,20,21,5,0,0,165,0,0,3,5,4,3,0,0,0,16,0,0,0,15,10,9,3,0,3,39,15,77,56,296,108,44,23,9,0,627
