SED_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SED70018,2247,6862,58,160,7,7,58,170,13,12,88,165,0,0,0,0,94,184,151,353,12,35,25,50,3,6,192,451,33,90,2628,7746,203,..,2828,7746
SED70019,1461,7629,227,814,0,9,226,824,31,56,66,119,0,0,0,0,101,179,3,3,4,4,25,78,3,3,32,90,14,21,1834,8735,553,..,2388,8735
SED70020,1127,3430,52,86,45,103,100,191,712,1492,408,814,556,1209,6,13,1679,3535,0,4,0,0,0,3,30,98,34,100,24,75,2967,7324,444,..,3411,7324
SED70021,325,1047,61,75,101,246,164,325,113,276,347,706,2658,5566,0,0,3117,6555,0,0,4,5,0,0,10,15,13,24,43,71,3654,8028,876,..,4531,8028
SED70022,2169,6597,71,157,103,285,173,434,188,379,10,32,0,0,0,3,200,416,124,203,0,3,0,0,0,0,126,206,3,7,2670,7666,227,..,2891,7666
SED70023,2142,6598,330,806,113,213,440,1018,64,145,0,0,56,81,0,0,116,225,57,110,20,23,3,8,15,28,95,162,38,80,2825,8080,518,..,3345,8080
SED70024,1183,5713,76,196,0,0,76,196,33,107,0,0,0,0,0,0,33,107,36,63,3,12,20,33,0,8,56,114,13,32,1362,6153,461,..,1824,6153
SED70025,2207,7056,112,307,17,54,129,361,386,768,0,0,0,0,0,0,386,768,0,6,0,0,0,0,46,107,48,115,3,3,2775,8309,256,..,3032,8309
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED80001,20459,57876,2649,5310,965,2148,3617,7458,325,583,134,292,237,415,3,8,700,1295,0,0,0,0,0,0,9,19,5,19,30,68,24818,66718,1617,..,26430,66718
SED80002,19040,52838,3847,7493,1681,4014,5523,11516,764,1419,937,1712,1952,3454,14,23,3667,6615,0,0,3,17,0,0,6,32,15,43,29,53,28275,71063,2254,..,30527,71063
SED80003,13856,36924,1701,3279,2882,6353,4582,9630,2742,4617,3631,6299,5521,9270,64,116,11954,20302,26,39,95,142,9,11,8,18,139,205,131,217,30658,67279,4299,..,34956,67279
SED80004,20779,56899,2603,4647,2371,4883,4970,9529,530,939,1511,2757,841,1530,105,174,2992,5399,0,3,0,3,0,0,23,56,25,64,40,77,28803,71973,2520,..,31326,71973
SED80005,21390,65673,3066,7031,3516,9019,6585,16053,231,496,1098,2144,750,1495,3,8,2088,4145,0,0,3,15,0,0,8,13,9,26,45,115,30114,86001,1901,..,32015,86001
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED99191,1130,2924,54,141,29,77,87,217,49,89,59,172,5,13,3,3,115,275,0,0,0,0,3,4,10,19,12,24,16,30,1360,3470,371,..,1734,3470
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
