SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
107041148,3140,8958,107,202,278,605,386,808,180,351,116,233,14,28,0,0,316,610,0,5,0,0,0,0,21,55,20,55,22,55,3889,10485,533,..,4419,10485
107041150,4864,14407,358,674,682,1437,1043,2104,898,1641,110,172,54,97,4,7,1065,1910,11,15,5,9,0,0,17,39,30,64,38,109,7042,18596,553,..,7594,18596
107041548,678,1830,28,64,291,643,315,706,691,1268,1426,2509,2714,5211,3,13,4837,8998,0,0,0,0,0,0,22,42,25,48,220,324,6073,11905,764,..,6838,11905
107041549,2990,8512,246,521,760,1871,1012,2391,845,1705,657,1275,659,1359,9,18,2175,4363,0,0,0,0,0,0,16,50,17,50,23,52,6219,15364,637,..,6851,15364
108011151,1706,4121,15,19,0,0,15,19,11,33,0,0,0,0,0,0,18,31,13,16,16,34,6,9,8,10,35,71,14,45,1787,4296,428,..,2209,4296
108011152,4087,9612,899,1522,105,201,1007,1722,393,630,180,276,193,357,0,0,769,1258,13,25,61,98,0,0,33,63,104,182,48,89,6014,12865,1646,..,7658,12865
108011153,2127,5161,24,46,13,29,38,78,20,37,4,4,0,0,0,0,25,48,13,24,118,188,4,15,5,16,147,247,9,15,2338,5542,1366,..,3705,5542
108011154,1462,3232,593,960,109,216,703,1181,205,318,125,208,204,345,0,0,539,870,31,41,9,19,0,0,12,21,50,79,25,38,2784,5400,606,..,3392,5400
108021155,4520,11820,146,215,36,66,185,285,197,291,0,0,13,17,0,0,205,306,25,30,3,5,3,5,22,42,52,85,44,89,5015,12588,383,..,5397,12588
108021156,3237,7776,65,96,3,3,62,96,26,32,5,16,0,0,5,7,33,55,22,30,9,10,3,8,3,9,37,65,76,174,3448,8157,839,..,4285,8157
108021157,1629,3956,42,79,11,17,54,100,74,105,3,3,0,0,0,5,79,107,10,25,36,61,3,8,24,37,80,128,12,27,1851,4312,321,..,2174,4312
108021158,2126,4797,159,227,27,69,192,299,312,516,48,82,24,34,0,0,382,631,54,88,183,250,0,0,17,33,250,372,11,16,2968,6124,413,..,3380,6124
108021159,2763,6860,35,70,10,12,41,80,5,7,0,0,0,0,0,0,5,7,17,29,4,18,9,17,7,13,38,79,17,36,2864,7068,346,..,3211,7068
108021160,1795,4055,163,238,16,27,181,264,161,293,29,42,0,0,0,0,186,337,27,43,0,0,0,0,3,6,27,45,13,33,2200,4736,574,..,2774,4736
108031161,132,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,284,49,..,187,284
108041162,5455,13224,559,843,91,170,650,1011,262,409,10,10,0,0,0,9,277,430,291,423,91,136,6,3,18,45,403,607,44,81,6814,15348,918,..,7734,15348
108041163,7747,20220,1080,1838,540,1080,1624,2922,565,908,350,564,702,1171,0,0,1620,2651,13,21,17,24,5,6,12,23,41,78,39,80,11078,25951,1445,..,12517,25951
108041164,4156,10679,1168,2027,338,646,1500,2666,818,1185,169,265,273,452,0,0,1260,1903,15,19,199,284,0,0,13,22,221,325,43,90,7181,15665,719,..,7899,15665
108041165,1749,4539,5,9,0,0,5,9,6,8,0,0,0,0,0,0,8,10,3,8,6,9,7,5,0,0,15,25,53,98,1825,4677,265,..,2098,4677
108041166,3545,9572,237,444,13,22,248,463,124,174,0,0,0,0,0,0,125,175,3,8,3,6,3,0,17,38,29,56,9,26,3957,10289,229,..,4187,10289
108051167,1893,4317,25,28,0,0,25,28,59,82,0,0,0,0,0,0,59,82,8,11,14,18,4,3,19,33,38,63,10,24,2029,4518,413,..,2439,4518
108051168,3342,8367,400,682,75,166,476,846,167,292,12,18,0,0,3,3,181,310,32,47,65,138,0,0,16,30,113,214,46,110,4160,9849,760,..,4914,9849
108051169,6497,16413,718,1049,51,80,762,1127,603,860,36,41,0,0,0,0,632,904,33,50,19,35,0,4,15,45,73,135,58,121,8027,18697,675,..,8701,18697
108051170,4467,10569,84,146,86,163,172,308,10,17,0,3,10,6,0,6,20,28,20,41,96,134,15,15,8,12,135,204,27,60,4810,11168,910,..,5725,11168
108051171,1879,4706,94,133,8,16,99,149,57,91,0,0,0,0,0,0,57,91,6,9,0,0,3,5,8,16,14,29,9,16,2059,4998,172,..,2233,4998
109011172,4681,12560,477,763,46,85,523,853,71,116,0,0,0,0,0,3,76,117,3,3,7,28,0,0,6,10,18,38,14,46,5304,13607,588,..,5893,13607
109011173,3171,7886,476,793,29,38,510,836,13,19,0,0,0,0,0,0,13,19,13,13,0,3,0,0,3,3,14,20,17,38,3722,8788,506,..,4230,8788
109011174,2915,6951,813,1277,240,378,1051,1654,118,155,22,34,29,35,0,0,167,230,0,0,0,0,0,0,22,40,19,43,13,16,4161,8899,700,..,4864,8899
109011175,3920,10308,48,87,0,0,48,87,34,43,0,0,0,0,0,0,40,44,8,14,3,11,4,11,12,37,26,66,28,70,4064,10577,640,..,4707,10577
109011176,4450,10910,1145,1817,98,172,1242,1984,92,154,33,52,0,0,0,0,124,208,8,18,31,44,0,0,3,11,46,65,21,33,5886,13208,655,..,6537,13208
109021177,1003,2316,24,32,0,3,27,33,51,92,0,0,0,0,0,0,51,92,5,9,0,8,0,0,3,3,14,23,9,27,1105,2496,299,..,1403,2496
109021178,1910,4888,38,65,0,0,38,65,115,156,0,0,0,0,0,0,115,156,34,59,15,47,9,12,10,25,69,141,16,39,2147,5286,400,..,2542,5286
109021179,1145,2898,15,23,3,3,22,24,41,61,0,0,0,0,0,0,41,61,22,40,0,0,0,0,9,21,28,68,13,35,1254,3086,389,..,1641,3086
109031180,1939,4473,117,167,0,0,118,163,133,203,0,0,0,0,0,0,130,199,4,12,26,34,0,0,9,9,35,57,11,29,2232,4919,375,..,2608,4919
109031181,2306,5507,67,108,0,4,69,112,139,220,0,0,0,0,0,0,139,220,3,11,44,65,0,0,3,20,56,94,7,14,2586,5948,660,..,3243,5948
109031182,2555,5946,57,89,5,11,57,105,232,319,0,0,0,0,0,0,232,319,17,20,3,6,0,0,13,15,28,43,33,68,2906,6486,322,..,3233,6486
109031183,2362,5651,53,72,3,3,55,78,65,86,0,0,0,0,0,0,65,86,15,26,17,29,4,13,15,34,50,106,23,53,2561,5966,717,..,3272,5966
109031184,1843,4571,121,185,4,9,126,191,169,279,0,0,0,0,0,0,169,279,3,5,45,64,0,0,13,37,64,112,6,18,2204,5165,319,..,2524,5165
109031185,3323,7726,107,139,0,3,103,142,147,202,3,4,0,0,0,0,148,205,30,49,50,82,0,4,44,89,129,220,12,32,3718,8331,787,..,4505,8331
110011186,6590,16696,749,1354,143,235,888,1595,459,756,46,89,0,3,0,3,503,855,10,15,11,25,3,10,7,16,35,57,67,143,8089,19344,1135,..,9224,19344
110011187,1555,3915,16,46,0,0,21,42,29,42,0,0,0,0,0,0,29,42,3,5,3,4,0,0,3,5,6,12,14,24,1628,4039,338,..,1961,4039
110011188,2168,5325,10,21,0,3,15,21,33,48,0,0,0,0,0,0,33,48,6,7,10,10,0,4,6,12,21,39,20,37,2263,5467,276,..,2542,5467
110011189,1170,2672,3,15,0,0,3,15,23,26,0,0,0,0,3,4,24,36,3,0,8,8,3,8,3,4,13,30,21,54,1239,2799,272,..,1507,2799
110021190,3174,7185,33,40,3,4,36,47,128,177,0,0,0,0,0,0,128,177,14,23,11,16,5,15,7,17,34,69,57,127,3427,7602,604,..,4032,7602
110021191,3854,9667,141,243,26,34,164,279,350,506,0,0,0,0,0,0,351,510,23,29,16,17,0,0,11,18,39,66,60,115,4470,10638,399,..,4867,10638
110021192,1725,4325,5,13,0,0,5,13,10,14,0,0,0,0,0,0,10,14,11,19,3,9,4,11,16,34,38,70,44,151,1814,4572,315,..,2131,4572
110021193,2145,5093,18,29,0,0,18,29,26,35,0,0,0,0,0,0,26,35,28,53,4,7,3,4,3,13,32,84,12,47,2239,5286,342,..,2581,5286
110021194,2536,5605,51,69,0,0,51,69,36,52,0,0,0,0,0,0,36,52,4,13,12,29,4,10,13,32,43,72,19,25,2682,5830,640,..,3322,5830
110031195,2295,6013,114,255,14,32,133,288,428,643,0,0,0,0,3,4,431,653,26,43,6,15,0,0,29,69,58,125,14,44,2930,7120,402,..,3330,7120
110031196,1626,4267,111,260,0,6,111,266,8,6,0,0,0,0,0,0,5,11,12,10,8,9,4,12,4,16,27,38,10,23,1780,4608,477,..,2256,4608
110031197,2212,5805,81,131,25,38,104,172,208,297,0,0,0,0,0,0,208,297,10,15,6,13,3,7,4,16,29,50,11,22,2560,6347,337,..,2903,6347
110031198,1521,3956,54,79,0,0,54,79,24,29,0,0,0,0,0,0,24,29,20,35,3,6,3,6,3,12,33,65,15,43,1644,4172,287,..,1929,4172
110041199,3011,7681,128,211,32,42,156,247,188,267,18,31,38,49,0,0,248,347,5,7,3,3,0,0,14,31,23,42,22,62,3452,8372,369,..,3824,8372
110041200,1439,3631,0,7,0,0,0,7,16,26,0,0,0,0,0,0,16,26,16,37,8,12,0,0,6,17,29,65,10,16,1496,3741,336,..,1825,3741
110041201,2772,6576,13,27,0,3,16,32,88,124,0,0,0,0,0,0,88,124,5,11,0,0,3,8,20,30,24,52,7,19,2916,6802,527,..,3443,6802
110041202,6551,17040,722,1104,175,270,892,1368,119,200,15,13,0,0,0,0,128,218,14,12,7,16,0,4,3,16,26,47,37,78,7638,18752,805,..,8440,18752
110041203,4519,11308,623,966,174,289,798,1258,169,265,13,20,13,26,0,3,192,311,7,27,24,42,0,0,5,19,39,88,40,122,5594,13091,705,..,6292,13091
110041204,1399,3978,70,113,0,0,70,113,36,52,0,0,0,0,0,0,36,52,0,0,0,0,0,4,262,724,268,728,24,58,1798,4935,224,..,2025,4935
110041205,6389,16303,61,112,0,0,64,109,81,95,0,0,0,0,0,3,76,97,52,95,4,7,7,14,20,33,85,155,40,100,6656,16763,831,..,7492,16763
111011206,5367,14625,541,865,245,482,787,1348,189,293,33,48,176,296,5,8,406,652,12,18,69,90,0,0,20,37,93,139,16,28,6670,16782,526,..,7200,16782
111011207,1773,4323,181,340,59,112,248,454,277,440,0,0,0,0,0,0,277,440,26,40,4,11,0,0,9,20,45,72,9,20,2351,5308,265,..,2613,5308
111011208,7413,19795,621,1018,596,1129,1217,2145,179,300,53,77,160,279,10,26,406,676,0,3,0,0,3,7,4,5,6,20,17,32,9057,22663,731,..,9796,22663
111011209,7768,20993,435,720,89,137,526,858,185,267,0,0,6,17,8,8,192,286,0,0,0,0,0,3,15,22,17,30,14,24,8517,22190,577,..,9090,22190
111011210,2617,6868,309,517,217,536,523,1055,183,261,0,0,0,0,0,0,186,262,0,10,0,5,0,0,5,10,12,27,6,35,3348,8247,259,..,3605,8247
111011211,936,2669,269,377,21,57,289,440,13,24,0,0,0,0,0,0,13,24,0,0,97,122,0,0,0,0,100,119,0,3,1343,3252,79,..,1422,3252
111011212,3533,9327,268,450,103,230,375,681,456,661,50,64,17,36,0,0,524,762,17,16,3,3,0,0,7,14,27,40,12,24,4473,10831,593,..,5069,10831
111011213,3804,10694,298,482,104,176,399,653,24,42,0,0,0,0,0,0,21,43,0,0,0,0,0,0,14,39,14,39,6,14,4239,11450,352,..,4586,11450
111011214,4060,10729,626,986,256,526,880,1512,127,212,23,41,38,73,6,16,195,332,0,0,0,0,0,0,0,7,0,7,12,13,5143,12604,439,..,5584,12604
111021215,2708,7203,117,190,76,123,194,316,129,179,0,7,0,0,3,9,134,191,3,4,46,57,0,4,0,9,52,77,5,11,3096,7802,279,..,3373,7802
111021216,3139,8132,31,58,11,23,48,83,29,53,0,0,0,0,3,0,32,52,0,4,0,0,0,3,0,0,3,3,3,11,3226,8285,591,..,3814,8285
111021217,4399,12969,244,372,27,34,273,404,18,25,16,27,0,0,0,0,42,55,0,0,0,0,0,0,0,0,0,0,3,5,4712,13442,368,..,5076,13442
111021218,4471,11842,612,962,57,137,666,1098,75,161,5,5,12,20,0,3,94,189,27,44,111,169,8,17,3,13,150,242,30,62,5406,13437,628,..,6033,13437
111021219,4324,11081,306,495,216,379,520,876,132,194,38,82,10,24,9,16,190,316,4,14,26,54,0,3,0,0,32,72,10,22,5078,12371,598,..,5679,12371
111021220,3149,7979,76,130,33,68,107,193,17,27,30,51,0,3,0,0,48,83,0,18,55,71,0,9,11,18,68,115,8,27,3383,8396,549,..,3933,8396
111021221,2195,6100,17,37,12,14,27,51,7,23,0,0,0,0,0,0,7,23,0,0,0,0,0,0,3,11,3,11,3,10,2241,6193,136,..,2380,6193
111031222,4872,13239,249,418,320,629,565,1044,292,474,96,153,22,36,10,13,422,676,0,0,0,0,0,0,8,11,8,11,20,33,5888,15003,534,..,6422,15003
111031223,2918,7493,157,285,21,35,174,317,8,19,30,37,0,0,0,0,47,59,0,0,0,0,3,5,0,0,5,10,8,16,3151,7889,266,..,3414,7889
111031224,3083,7810,287,506,593,1269,875,1772,277,396,408,638,165,234,7,6,854,1275,0,3,0,3,0,0,39,70,39,74,30,40,4889,10977,628,..,5511,10977
111031225,5145,13598,549,922,298,554,842,1476,382,560,54,84,5,3,33,65,480,719,0,4,0,0,0,0,13,24,14,26,17,34,6500,15858,583,..,7082,15858
111031226,4090,12549,197,428,37,91,241,519,11,16,0,0,0,0,0,0,15,18,0,0,0,0,0,0,3,12,3,12,6,8,4348,13111,255,..,4603,13111
111031227,4531,11050,609,1062,361,688,972,1751,348,512,32,42,0,0,26,45,409,597,0,0,3,7,0,3,31,63,38,73,31,68,5985,13538,602,..,6586,13538
111031228,3294,9148,256,451,732,1510,986,1960,488,716,486,755,47,80,4,3,1017,1561,0,0,0,3,0,0,3,10,3,8,17,24,5321,12701,652,..,5974,12701
111031229,647,1702,214,445,1123,2451,1332,2899,600,966,670,1114,1535,2615,0,0,2804,4692,0,0,0,0,0,0,8,18,13,23,26,44,4827,9354,1045,..,5871,9354
111031230,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3,..,6,19
111031231,2609,7155,368,764,343,956,711,1721,214,395,126,261,9,24,12,24,366,702,0,0,0,0,0,3,3,3,3,8,26,97,3725,9682,391,..,4119,9682
111031232,2546,5948,110,200,65,115,175,315,146,221,6,17,0,0,0,0,153,240,3,14,0,3,0,0,0,0,12,20,14,21,2900,6546,337,..,3235,6546
111031233,6151,15891,791,1361,292,552,1077,1911,252,432,42,58,0,0,5,9,299,504,0,16,0,0,3,0,25,48,30,71,17,33,7574,18413,588,..,8160,18413
111031234,3668,9207,217,374,271,560,488,940,356,516,89,122,16,20,47,85,505,748,0,0,0,0,0,9,15,22,11,32,20,47,4696,10979,471,..,5168,10979
111031235,2123,4922,183,340,727,1485,910,1820,164,231,102,176,38,65,0,8,300,479,0,0,19,31,0,0,15,31,32,64,40,52,3407,7346,407,..,3813,7346
112011236,3902,9428,1342,2408,1106,1988,2450,4399,334,564,149,260,55,91,3,3,549,912,120,173,253,375,0,0,16,26,391,576,32,54,7318,15362,741,..,8059,15362
112011237,5274,14123,478,830,62,101,541,934,153,256,0,0,0,0,10,10,161,266,22,36,30,51,3,3,3,14,65,101,54,124,6084,15539,406,..,6498,15539
112011238,1821,4711,24,53,3,3,24,57,20,26,3,5,0,0,3,6,20,40,7,22,27,47,4,3,3,3,45,76,19,47,1933,4919,359,..,2287,4919
112011239,2626,6436,93,152,123,255,219,408,204,300,53,99,0,0,8,10,265,411,58,100,30,45,0,0,25,47,117,200,39,84,3259,7536,471,..,3733,7536
112011240,2144,5599,296,624,233,547,532,1173,312,555,22,52,0,0,5,13,344,622,65,95,44,78,8,14,17,34,147,221,66,115,3229,7726,835,..,4067,7726
112011241,1445,3555,262,447,142,283,399,734,132,229,0,0,0,0,0,0,132,229,94,147,4,14,0,0,11,30,109,191,8,20,2094,4732,339,..,2435,4732
112011242,2019,5454,304,691,310,737,618,1431,88,216,3,5,0,0,0,0,90,223,21,40,0,3,0,0,4,7,27,55,26,46,2784,7200,396,..,3178,7200
112011243,2605,6444,38,72,11,24,43,91,89,138,0,0,0,0,7,19,95,156,34,55,38,75,4,6,10,15,89,153,43,92,2881,6932,376,..,3263,6932
112021244,3980,10236,63,99,8,15,77,112,497,783,0,0,0,0,0,4,495,791,50,65,16,20,0,0,20,45,86,135,10,27,4645,11293,333,..,4978,11293
112021245,2381,6114,11,10,0,0,11,10,5,17,0,0,0,0,0,0,5,17,10,26,8,26,6,12,6,19,34,82,19,35,2445,6249,342,..,2793,6249
112021246,3910,10321,676,1084,170,338,841,1421,175,309,4,6,0,0,0,0,180,314,0,0,0,0,0,0,3,8,3,8,18,27,4955,12089,368,..,5322,12089
112021247,2730,6329,19,22,4,3,22,23,62,94,0,0,0,0,0,0,63,96,19,18,11,20,9,7,12,26,46,73,16,38,2882,6554,435,..,3317,6554
112021248,4479,11228,395,598,288,447,687,1045,460,738,83,126,0,0,0,0,545,864,127,162,41,68,3,5,10,19,178,241,34,71,5916,13449,558,..,6477,13449
112021249,5114,13054,16,24,3,10,18,32,33,60,0,0,0,0,0,0,31,63,33,60,16,42,37,81,136,384,222,574,41,94,5423,13814,601,..,6027,13814
112031250,2883,8018,308,646,400,914,713,1558,303,557,409,798,99,169,3,3,811,1527,354,529,122,184,0,0,10,29,487,737,46,83,4939,11920,912,..,5849,11920
112031251,2671,7106,178,300,58,103,237,407,375,527,24,27,0,0,0,0,397,549,30,41,0,0,0,0,4,6,31,47,15,49,3357,8161,245,..,3608,8161
112031252,3282,8456,3,3,0,0,3,3,6,13,0,4,0,0,0,0,8,16,31,52,20,42,9,18,0,11,63,120,32,91,3392,8680,353,..,3744,8680
112031253,3420,9539,418,895,308,692,731,1592,147,246,94,173,0,0,0,0,239,416,55,86,160,273,8,17,11,22,230,401,120,222,4738,12163,607,..,5347,12163
112031254,4138,10658,952,1719,634,1229,1583,2942,840,1459,626,1126,577,1038,3,7,2055,3633,39,56,91,125,27,53,17,43,173,277,39,77,7985,17586,1223,..,9208,17586
112031550,3806,10424,1650,3076,460,917,2110,3991,158,251,14,22,0,0,0,0,181,276,3,3,0,0,0,0,0,0,3,3,7,11,6098,14707,497,..,6594,14707
112031551,1016,3085,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,1022,3098,70,..,1097,3098
112031552,1712,4110,729,1329,383,874,1115,2201,218,355,202,331,73,122,0,0,493,812,124,176,92,145,0,0,3,3,223,327,13,26,3554,7478,294,..,3855,7478
113011256,5129,14393,385,679,13,31,397,716,783,1673,20,23,0,0,7,17,805,1713,33,57,10,19,6,23,23,58,76,156,36,102,6436,17074,694,..,7124,17074
113011257,4088,10935,16,31,0,3,15,36,99,144,0,0,0,0,0,0,99,144,20,26,22,47,8,22,15,32,64,120,49,120,4309,11362,724,..,5037,11362
113011258,3026,7858,175,285,21,29,197,315,207,340,7,11,0,0,0,0,214,351,12,17,9,11,3,15,8,14,36,59,29,70,3501,8647,453,..,3958,8647
113011259,2089,4985,38,69,0,0,38,69,61,85,7,5,0,0,0,0,69,90,10,16,0,0,0,3,3,13,16,33,12,41,2224,5215,422,..,2650,5215
113021260,1215,2803,15,22,0,0,19,20,16,25,0,0,0,0,0,0,16,25,9,14,3,8,0,0,0,0,10,22,9,15,1264,2886,313,..,1577,2886
113021261,2142,5192,79,101,24,36,106,134,113,155,0,0,0,0,0,0,113,155,0,9,0,0,0,0,0,0,3,5,15,21,2373,5517,277,..,2645,5517
113021262,1696,4074,9,14,0,0,9,14,21,41,0,4,0,0,0,0,25,40,11,20,8,13,0,3,0,6,20,37,20,53,1768,4220,454,..,2222,4220
113031263,2807,6429,102,138,15,19,119,159,67,90,0,0,0,0,0,0,67,90,3,10,0,0,0,0,16,34,19,38,11,25,3024,6744,442,..,3469,6744
113031264,1243,3075,21,26,5,16,33,44,22,30,0,0,0,0,0,0,22,30,3,7,3,7,0,4,17,36,25,57,12,34,1342,3243,239,..,1579,3243
113031265,1806,4602,36,58,4,19,43,74,33,43,6,6,0,0,0,0,40,49,0,3,0,3,0,0,0,5,4,12,9,25,1906,4764,232,..,2141,4764
113031266,2369,5784,40,71,0,0,40,71,121,159,0,0,0,0,0,0,121,159,9,12,0,0,4,3,15,27,26,44,18,50,2576,6095,388,..,2961,6095
113031267,5265,14156,28,47,6,15,32,59,695,1155,0,0,0,0,4,9,700,1165,5,4,5,4,0,3,8,13,18,28,14,27,6029,15433,629,..,6651,15433
113031268,1183,3411,108,162,3,4,114,164,16,36,0,0,0,0,0,0,16,36,3,7,6,16,0,0,4,13,15,34,6,21,1335,3672,121,..,1456,3672
113031269,7036,18642,201,283,10,7,210,296,410,630,0,4,0,0,3,3,415,642,3,4,0,0,0,0,87,263,86,268,6,22,7754,19866,728,..,8481,19866
113031270,3086,7629,400,673,159,285,562,954,884,1352,77,97,35,40,3,10,994,1505,0,0,0,3,0,0,43,92,47,101,20,47,4712,10230,753,..,5463,10230
113031271,4748,12653,5,8,0,3,7,15,114,176,0,0,0,0,0,0,115,180,14,16,14,32,5,8,20,48,54,103,44,110,4971,13057,637,..,5603,13057
114011272,2732,6562,227,342,10,11,235,361,151,235,0,3,0,0,0,3,157,242,63,90,228,351,4,9,5,15,301,457,61,172,3482,7788,816,..,4306,7788
114011273,1306,3149,14,18,33,65,42,85,0,4,0,0,0,0,0,0,0,4,3,6,9,8,0,0,0,3,12,19,3,5,1366,3265,1436,..,2803,3265
114011274,1838,4153,56,90,21,35,78,119,42,57,0,0,0,0,0,0,45,62,4,10,34,49,0,0,7,20,46,79,13,20,2018,4432,1200,..,3221,4432
114011275,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,18,..,36,35
114011276,1472,3296,96,142,77,121,165,267,117,182,7,9,0,5,0,0,128,193,3,3,3,10,0,3,3,3,12,24,7,17,1783,3796,1418,..,3194,3796
114011277,4974,12918,562,854,55,78,620,926,177,306,0,0,0,0,0,0,180,303,0,10,92,121,0,0,3,14,101,152,29,67,5903,14369,568,..,6467,14369
114011278,5901,15695,530,899,136,201,671,1093,160,253,6,15,0,0,5,4,171,273,57,92,3,4,0,0,5,9,68,105,93,147,6904,17320,685,..,7595,17320
114011279,5116,12205,178,308,26,42,203,355,78,111,0,0,0,0,0,0,79,112,18,31,26,42,3,3,0,4,56,83,3,14,5457,12770,1876,..,7339,12770
114011280,1593,3438,43,68,5,13,51,77,53,75,6,7,0,0,0,0,56,82,45,65,143,234,0,0,0,3,188,309,11,13,1897,3918,1123,..,3022,3918
114011281,1123,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,10,5,13,0,0,16,32,8,19,1151,3124,186,..,1342,3124
114011282,5293,12473,273,398,253,426,520,827,138,230,4,3,0,0,4,5,144,241,15,28,140,221,0,0,5,18,159,263,27,68,6154,13870,2200,..,8357,13870
114011283,1930,4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,24,46,0,0,4,11,42,79,17,47,1991,4467,1839,..,3826,4467
114021284,4308,10513,338,530,228,390,561,912,99,168,0,0,0,0,0,0,105,171,0,0,0,0,0,3,16,29,11,34,38,70,5028,11705,748,..,5778,11705
114021285,1937,5635,5,4,0,0,5,4,9,8,0,0,0,0,0,0,9,8,0,0,0,0,3,7,0,3,8,13,15,25,1961,5686,196,..,2159,5686
114021286,3002,7441,131,196,29,47,159,244,110,165,0,0,0,0,0,3,113,167,35,45,0,0,0,3,3,3,40,51,17,53,3330,7959,346,..,3682,7959
114021287,3172,8031,273,406,31,76,306,486,82,130,0,0,0,0,0,0,85,133,43,57,0,0,0,0,13,23,54,81,31,68,3647,8788,426,..,4069,8788
114021288,1239,3109,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,1255,3140,366,..,1623,3140
114021289,2462,5800,17,40,0,0,17,40,13,18,0,0,0,0,0,8,17,20,3,18,4,9,6,10,3,6,25,43,13,26,2537,5932,708,..,3247,5932
115011290,5384,16846,235,459,1156,3067,1391,3526,273,512,345,777,250,592,3,19,870,1896,3,3,0,0,0,0,0,8,4,9,12,22,7657,22303,413,..,8069,22303
115011291,5083,17220,148,297,571,1764,715,2063,4,5,14,21,143,367,0,3,162,397,0,3,0,0,0,0,0,7,3,6,14,17,5971,19704,271,..,6247,19704
115011294,1589,5171,236,379,126,303,361,681,91,131,0,3,0,0,7,9,95,140,0,0,0,0,0,0,0,0,0,0,0,15,2049,6012,138,..,2185,6012
115011296,3502,11611,42,60,236,614,274,681,29,60,12,21,0,0,0,0,41,85,0,0,0,0,0,7,0,0,3,8,3,11,3825,12387,205,..,4032,12387
115011553,1614,5178,27,64,320,828,347,891,78,182,309,712,232,429,3,7,619,1329,0,0,0,0,0,0,0,0,0,0,7,17,2586,7418,149,..,2739,7418
115011554,1099,3841,224,301,110,261,331,562,173,204,161,198,56,78,0,0,393,479,0,0,0,0,0,0,0,0,0,0,7,22,1833,4902,133,..,1966,4902
115011555,3119,10142,124,205,316,799,441,1004,101,297,24,47,49,109,0,0,174,451,0,0,0,0,0,0,3,7,4,9,8,12,3751,11613,230,..,3981,11613
115011556,2350,7431,37,93,222,625,260,723,4,13,161,378,259,707,0,3,425,1096,0,0,0,0,0,0,0,3,0,3,5,11,3040,9264,187,..,3224,9264
115011557,1305,4611,10,15,176,499,183,514,0,0,10,32,0,0,0,0,10,32,0,0,0,0,0,0,0,3,0,3,4,4,1504,5163,62,..,1566,5163
115011558,4677,15438,161,350,761,2204,921,2557,179,244,0,0,0,0,3,7,185,252,0,3,0,0,0,0,3,8,6,14,9,31,5797,18289,243,..,6044,18289
115011559,6019,20896,20,43,534,1513,553,1552,34,73,3,0,66,114,0,0,104,195,0,0,0,0,0,0,0,7,0,7,23,78,6701,22723,378,..,7087,22723
115021297,5660,18606,100,161,170,459,262,623,113,159,10,17,0,0,10,14,135,191,32,50,69,120,7,26,19,56,122,257,41,119,6223,19791,446,..,6673,19791
115021298,1490,4607,31,46,38,72,61,116,46,67,22,29,0,0,3,8,68,107,0,0,3,15,0,0,5,15,9,33,15,25,1643,4883,129,..,1775,4883
