SA2_MAINCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
407011149,1752,31,26,24,13,1848,351,14,20,21,5,414,51,0,0,6,0,60,2149,53,51,47,16,2321
407021150,1478,8,4,3,8,1503,339,3,0,4,3,349,39,0,0,0,0,42,1852,6,4,11,13,1892
407021151,1057,36,9,16,4,1117,317,17,9,0,4,344,38,0,3,0,0,39,1415,52,20,18,9,1504
407021152,1428,53,19,11,4,1515,464,46,14,0,4,528,58,7,0,0,0,67,1953,103,33,10,7,2107
407021154,1662,40,23,5,4,1736,419,46,28,7,0,493,57,8,4,0,0,68,2136,94,55,6,11,2299
407021155,674,0,0,4,3,680,142,0,0,3,0,144,16,0,0,0,0,20,832,3,0,3,3,845
407021156,857,16,7,6,3,893,240,16,8,3,3,264,23,0,0,0,0,25,1114,35,17,9,6,1179
407021157,1813,18,5,14,10,1864,484,12,5,7,3,512,53,0,0,0,0,53,2348,35,8,18,13,2427
407021158,919,0,4,8,6,934,247,0,0,5,0,253,17,0,0,0,0,17,1186,0,5,11,6,1208
407021173,3704,348,220,9,12,4300,699,258,110,4,4,1072,84,23,12,0,4,120,4493,620,344,16,23,5488
407021174,3308,490,319,25,18,4154,839,270,241,0,6,1363,103,28,27,0,3,161,4247,793,584,23,25,5671
407031159,1779,36,34,16,10,1882,448,53,37,3,0,545,80,8,6,0,0,90,2304,96,89,22,13,2517
407031160,990,104,56,7,10,1160,282,81,61,3,3,432,58,18,3,0,3,86,1330,206,120,12,14,1679
407031161,805,6,3,14,5,836,273,3,0,9,0,290,24,0,0,4,0,33,1109,6,4,26,6,1156
407031162,1450,78,33,9,3,1577,377,62,53,12,0,502,42,9,3,0,0,51,1864,151,94,18,3,2133
407031163,462,0,0,12,6,482,136,0,0,4,0,138,12,0,0,0,3,15,609,0,0,11,6,629
407031164,1766,18,0,39,11,1840,601,20,7,17,5,646,64,0,0,0,0,68,2435,36,3,60,20,2553
407031165,4371,419,24,27,37,4874,1266,369,18,13,19,1686,163,40,3,0,0,212,5802,823,44,47,52,6771
407031166,1011,7,0,21,5,1044,218,0,0,9,0,232,21,0,0,0,0,28,1248,9,3,31,6,1302
407031167,1096,83,86,9,3,1277,394,59,70,3,0,526,49,7,13,0,4,68,1541,147,166,11,11,1879
407031168,1286,0,18,29,16,1347,318,0,8,13,7,340,56,0,0,7,3,61,1657,0,27,45,19,1747
407031169,1508,23,8,16,3,1557,451,28,5,17,3,502,42,5,0,0,3,54,2002,55,11,32,12,2111
407031170,1758,48,14,40,17,1872,515,64,21,17,4,614,62,11,4,6,4,86,2327,121,40,53,22,2574
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011001,1520,13,23,29,22,1609,288,4,27,21,4,349,27,0,3,4,3,43,1835,20,50,55,37,2002
501011002,6913,615,11,241,21,7808,977,334,16,96,0,1426,168,50,4,21,3,246,8064,1004,31,357,27,9480
501011003,2902,90,4,55,19,3067,269,21,0,20,8,319,60,0,0,7,3,69,3228,114,4,80,22,3460
501011004,2538,104,8,23,13,2684,244,34,4,19,3,304,43,3,0,3,0,56,2826,148,12,48,16,3045
501021005,4972,158,30,45,9,5221,459,62,11,25,0,559,101,8,0,3,0,109,5526,235,40,73,15,5886
501021007,1517,24,8,3,7,1563,212,23,4,0,0,238,39,0,0,0,0,43,1766,47,11,5,11,1841
501021008,1630,256,0,0,0,1886,365,197,0,0,0,559,47,29,0,0,0,80,2045,479,0,0,3,2523
501021009,2324,51,5,18,8,2406,697,55,6,4,7,771,85,9,3,0,0,98,3106,113,18,21,10,3270
501021010,903,7,0,23,6,931,106,3,0,14,0,120,15,0,0,0,3,15,1022,5,0,34,4,1072
501021011,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5
501021012,3266,217,0,22,10,3513,401,61,0,17,0,478,74,5,0,0,0,82,3740,284,0,37,11,4072
501021014,2295,63,6,8,26,2390,527,58,11,9,4,605,73,3,0,0,15,91,2894,125,10,21,39,3087
501021015,1803,198,69,5,3,2086,344,92,62,8,0,510,56,11,10,0,0,77,2210,304,140,14,6,2672
501021016,1049,16,18,11,5,1107,246,11,38,0,0,299,29,0,9,10,3,48,1323,34,62,27,15,1452
501021251,2446,55,61,0,3,2559,152,33,44,0,0,231,33,0,8,0,0,38,2631,89,105,0,3,2831
501021252,834,0,0,9,0,841,67,0,0,0,0,73,25,0,0,0,0,23,923,0,3,5,0,935
501021253,2734,828,286,31,12,3892,407,194,197,37,4,835,69,24,28,4,0,126,3217,1045,509,70,19,4850
501021254,1259,154,48,38,4,1497,288,133,15,20,0,461,39,20,6,0,0,63,1586,312,71,57,4,2021
501031017,1922,28,6,11,7,1979,427,17,4,8,3,460,58,4,0,7,0,74,2414,52,11,23,10,2513
501031018,1665,30,3,14,15,1727,326,22,0,3,4,359,46,3,0,0,0,50,2031,61,4,17,17,2132
501031019,1455,51,51,5,3,1567,377,33,43,0,3,459,44,8,6,0,0,57,1873,98,101,5,4,2083
501031020,1359,14,7,32,16,1425,400,14,3,11,3,428,46,0,0,0,3,52,1807,26,10,41,24,1909
502011021,2064,65,26,35,4,2188,214,29,4,23,3,276,44,3,0,3,0,56,2322,97,30,60,8,2515
502011022,2521,217,6,41,7,2797,384,46,0,10,0,443,68,0,0,0,0,74,2975,263,8,58,9,3316
502011023,2557,436,15,0,3,3016,450,245,3,0,0,704,87,35,0,0,0,129,3101,720,22,0,3,3849
502011024,4984,634,208,6,12,5838,491,231,97,0,0,817,115,40,20,0,0,179,5586,903,327,11,13,6836
502011025,1626,955,361,45,10,2989,482,390,59,37,5,967,70,53,10,7,3,140,2171,1400,428,89,16,4096
502011026,1648,104,7,41,5,1804,228,61,0,35,0,333,43,10,0,7,0,56,1919,174,12,87,5,2192
502011027,4974,180,154,0,8,5314,427,30,110,0,0,568,73,11,12,0,3,99,5475,220,272,3,10,5982
502011028,2766,308,90,3,8,3165,551,120,69,0,0,742,79,24,10,0,0,117,3392,449,172,8,8,4025
502011029,2583,95,3,47,10,2737,451,71,3,36,0,559,72,12,0,7,0,86,3100,176,7,89,11,3383
503011030,1771,103,119,3,0,1991,102,5,78,0,0,189,30,0,11,0,0,40,1900,111,209,3,4,2221
503011031,1414,722,730,0,18,2886,66,70,143,0,0,282,23,19,18,0,7,64,1504,811,895,0,22,3230
503011032,1709,372,427,0,3,2510,73,27,51,0,0,153,30,8,11,0,0,55,1816,409,485,0,4,2718
503011033,2243,79,43,0,0,2359,139,7,0,0,0,144,29,0,0,0,0,30,2409,81,48,0,0,2532
503011034,2241,454,646,4,3,3348,118,100,162,0,0,387,45,17,24,0,0,88,2403,574,831,4,3,3817
503011035,3811,758,942,0,10,5519,147,103,132,0,0,383,59,19,29,0,0,111,4021,879,1097,0,9,6012
503011036,2103,409,142,4,7,2672,108,42,80,0,0,226,32,10,10,0,3,57,2247,466,228,4,9,2950
503021037,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10
503021038,2434,807,306,31,5,3580,250,98,45,0,0,392,58,15,16,0,0,88,2742,917,365,30,5,4060
503021039,3287,1090,1256,9,10,5651,282,98,287,3,0,671,58,27,49,0,0,134,3631,1219,1590,18,7,6455
503021040,1965,605,311,3,7,2896,263,79,67,0,3,413,54,13,4,3,0,77,2281,692,384,6,12,3384
503021041,1051,1332,9089,25,55,11552,136,109,1024,9,16,1297,41,33,235,12,12,336,1233,1474,10348,49,88,13180
503021042,2935,1239,1831,7,9,6021,150,100,370,0,0,625,51,19,57,0,4,135,3135,1358,2259,7,18,6779
503021043,2881,1228,1958,4,9,6081,207,111,347,0,0,670,107,37,93,0,4,240,3190,1380,2397,8,12,6989
504011044,3964,750,167,3,14,4894,594,209,62,0,0,859,93,25,14,0,0,129,4649,979,237,3,11,5883
504011045,6181,981,146,4,20,7341,775,371,55,3,0,1205,147,37,3,0,3,195,7107,1393,209,9,21,8738
504011046,1561,1641,1522,0,14,4742,145,253,351,0,6,759,42,51,56,0,0,147,1742,1948,1928,0,18,5645
504011047,5416,1067,14,0,17,6521,996,255,9,0,0,1256,160,43,0,0,3,206,6569,1362,21,4,22,7979
504011048,2048,352,6,0,3,2414,238,93,5,0,0,340,56,7,0,0,0,67,2343,448,12,0,3,2809
504021049,846,4,0,7,4,864,90,0,0,0,0,89,21,0,0,0,3,26,960,4,0,8,12,983
504021050,2270,18,0,3,0,2289,141,6,0,0,0,155,30,0,3,0,0,34,2446,28,3,3,0,2476
504021051,1602,79,0,0,0,1685,181,39,3,0,0,225,31,3,0,0,0,34,1816,120,6,0,0,1938
504021052,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
504021053,3848,36,0,4,11,3906,357,49,0,11,3,422,59,9,0,3,3,69,4268,90,3,18,15,4398
504021054,3358,272,15,0,0,3642,582,184,8,0,0,772,98,21,0,0,0,119,4033,474,20,7,0,4537
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,5103,218,0,0,3,5323,498,101,0,0,0,601,88,9,0,0,0,101,5689,330,0,0,3,6024
504031057,4328,491,16,15,12,4861,496,96,21,16,0,622,126,16,3,5,0,148,4953,603,40,36,14,5636
504031058,1413,0,0,12,0,1434,154,0,0,0,0,158,25,0,0,0,0,29,1599,0,0,14,7,1616
504031059,9146,1297,87,3,7,10540,544,216,22,0,3,781,164,29,3,0,4,201,9855,1539,108,3,13,11520
504031060,794,0,0,8,3,809,64,0,0,0,0,67,13,0,0,0,0,17,867,0,0,11,5,883
504031061,1254,52,0,32,0,1339,169,12,0,13,0,195,28,0,0,5,0,36,1446,68,0,50,3,1565
504031062,2743,269,26,41,7,3083,317,110,3,28,0,458,77,20,0,3,0,103,3136,400,35,71,7,3650
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,1354,160,0,44,5,1566,248,45,0,13,0,313,40,3,0,4,0,46,1643,211,0,65,10,1931
504031066,1682,1221,198,19,16,3130,442,341,47,0,4,835,66,48,7,3,3,126,2189,1609,251,23,22,4088
504031067,2037,12,13,0,4,2062,213,7,24,0,0,242,40,0,4,0,0,46,2284,14,41,0,4,2353
504031068,2752,214,0,5,11,2979,152,39,0,3,0,186,54,4,0,0,4,63,2954,250,3,4,12,3227
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,3021,252,0,0,3,3276,298,57,0,0,0,360,64,9,0,0,0,71,3378,318,0,0,8,3707
505011071,3854,231,133,4,3,4224,167,53,14,0,0,237,52,10,0,0,0,62,4074,294,150,4,3,4526
505011072,4586,192,3,0,3,4789,255,57,3,0,0,315,71,5,0,0,0,79,4914,262,6,0,3,5186
505011073,4144,266,3,0,0,4415,355,74,0,0,0,424,64,14,0,0,0,77,4562,347,3,0,0,4919
505011074,3115,272,13,0,3,3401,211,67,6,4,0,287,62,7,0,0,0,70,3386,344,21,4,3,3758
505011075,3090,295,41,0,4,3435,121,40,12,0,0,173,42,11,0,0,3,58,3258,348,57,0,9,3671
505011076,2452,74,0,28,3,2566,52,0,0,24,0,69,29,0,0,4,0,35,2536,75,0,54,5,2668
505011077,3167,656,557,7,11,4404,200,112,83,0,3,401,62,30,23,3,0,117,3428,797,665,15,23,4923
505011078,3698,333,47,47,0,4127,266,86,21,37,0,412,60,8,7,3,0,83,4025,431,80,89,0,4622
505011079,3234,191,25,0,3,3449,189,61,28,0,0,277,54,9,0,0,0,66,3478,259,51,0,6,3795
505011080,2320,62,17,3,0,2403,121,8,14,0,0,144,34,0,0,0,0,36,2476,65,33,3,3,2578
505011081,2551,164,0,0,0,2713,217,48,0,0,0,263,44,11,0,0,3,54,2808,218,0,0,3,3032
505011082,2580,406,89,0,3,3082,141,60,65,0,0,257,32,7,11,0,0,54,2752,465,170,0,3,3392
505011083,2696,196,0,3,3,2901,131,81,0,0,0,208,23,3,0,0,0,27,2851,284,0,3,3,3144
505021084,3155,1736,7,0,3,4903,633,381,3,0,0,1022,76,58,0,0,0,132,3861,2175,12,0,9,6058
505021085,3310,1794,88,0,17,5204,790,547,21,0,0,1362,127,118,3,0,0,256,4232,2457,113,0,18,6819
505021086,5547,1903,174,5,9,7642,717,447,143,0,0,1314,128,77,21,0,4,228,6394,2427,343,5,11,9182
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,3053,2541,140,0,7,5746,386,387,95,0,3,866,81,86,13,0,0,171,3520,3009,242,0,7,6787
505021089,5426,796,30,25,9,6278,319,162,28,6,3,521,73,25,3,0,3,106,5818,982,61,27,12,6907
505021090,2007,3617,45,0,21,5689,503,604,10,0,4,1128,70,128,3,0,3,204,2582,4345,59,0,33,7021
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,2140,2920,734,0,15,5809,202,327,122,0,0,650,56,88,18,0,0,157,2395,3334,870,0,23,6623
505021093,2687,1329,336,0,8,4354,415,251,104,0,0,770,65,46,18,0,0,127,3161,1621,461,0,4,5253
505021094,1868,570,63,0,3,2511,145,98,52,0,0,297,33,15,4,0,0,56,2047,687,127,0,10,2868
505021095,1156,2784,450,0,10,4397,281,467,125,0,0,874,29,66,26,0,3,125,1467,3320,599,0,14,5399
505021096,3164,885,393,4,15,4451,216,104,130,0,0,448,44,22,17,0,0,82,3417,1005,538,4,15,4979
505021097,2514,1938,824,3,18,5299,336,353,265,0,0,958,53,49,41,3,3,148,2901,2338,1134,4,25,6409
505031098,2968,256,0,0,0,3224,371,136,0,0,0,504,84,16,0,0,0,100,3417,407,0,0,0,3830
505031099,5983,596,32,0,4,6617,605,217,18,0,5,840,135,45,3,0,0,183,6725,861,47,0,11,7640
505031100,4499,274,0,6,0,4773,281,58,0,0,0,341,86,11,0,0,0,95,4870,339,0,3,0,5212
505031101,3305,637,17,0,7,3966,297,108,4,0,0,405,63,23,0,0,0,87,3662,771,20,4,7,4457
505031102,1840,517,0,0,3,2362,390,186,3,0,0,582,73,27,0,0,0,99,2309,728,0,0,3,3036
505031103,6447,726,3,12,6,7194,287,128,0,14,0,424,88,21,0,3,0,110,6824,875,3,25,11,7735
505031104,2702,207,0,0,3,2912,326,99,0,0,0,426,66,16,0,0,0,83,3090,324,0,0,3,3416
505031105,5263,281,35,0,3,5579,283,48,3,0,0,333,79,9,0,0,0,93,5621,341,33,0,3,5997
505031106,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
505031107,3698,196,0,3,0,3899,288,25,0,3,0,321,68,4,0,0,0,71,4057,228,0,3,0,4284
505031108,6995,768,4,59,7,7831,683,206,3,48,0,937,127,35,0,11,0,163,7805,999,12,114,12,8939
505031255,2272,200,0,0,5,2483,140,22,0,0,0,161,33,3,0,0,0,37,2448,229,0,0,9,2677
505031256,184,0,0,0,0,184,23,0,0,3,0,20,11,0,0,0,0,11,218,0,0,3,0,219
505031257,861,0,0,10,5,872,135,0,0,0,0,131,22,0,0,0,0,21,1017,0,0,10,3,1027
505031258,2499,68,6,0,11,2584,257,12,0,0,0,269,48,3,0,0,0,51,2807,87,6,0,10,2904
506011110,4300,959,94,6,17,5379,843,480,30,0,3,1353,137,64,0,0,0,209,5276,1510,123,11,19,6940
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,1550,88,0,13,3,1650,256,27,0,10,0,296,39,8,0,0,0,42,1841,119,0,26,3,1989
506011113,5177,684,0,3,3,5871,193,40,0,0,0,236,95,15,0,0,3,113,5473,732,0,3,7,6213
506011114,2670,428,45,18,7,3173,428,145,27,12,3,623,77,20,3,3,0,101,3179,597,74,40,12,3895
506011115,2352,29,16,3,4,2403,284,5,0,0,0,296,60,0,0,0,0,60,2696,39,18,3,3,2754
506011116,2210,0,0,3,3,2216,174,0,0,0,0,170,33,0,0,0,7,38,2412,4,0,5,10,2426
506011117,2676,140,0,0,3,2814,292,21,0,0,0,314,60,40,0,0,0,99,3025,206,0,0,7,3233
506021118,3347,776,139,8,19,4278,541,222,20,3,4,784,96,50,3,0,3,146,3976,1041,159,13,20,5216
506021119,3579,1255,586,9,19,5450,367,248,112,9,0,736,87,65,27,0,3,185,4035,1569,724,12,31,6367
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,4667,1662,1135,3,16,7488,1033,402,170,0,0,1604,176,79,92,0,4,356,5874,2140,1404,6,24,9448
506021123,2289,1541,1276,4,8,5119,248,190,180,0,0,621,48,45,41,0,5,143,2591,1778,1498,4,13,5878
506031124,3693,1536,335,3,21,5587,624,360,234,0,8,1226,137,100,40,0,10,283,4445,1997,611,4,35,7093
506031125,2752,134,0,0,0,2889,121,8,0,0,0,128,44,6,0,0,0,49,2912,143,0,0,0,3057
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,3474,1409,156,9,21,5066,481,276,16,0,5,778,99,64,11,0,3,180,4062,1750,184,10,29,6024
506031128,3864,510,102,3,3,4485,479,104,24,0,0,608,93,14,0,0,0,107,4439,628,130,3,7,5202
506031129,3512,601,28,0,3,4141,279,169,13,0,0,455,51,21,0,0,0,79,3836,786,42,0,3,4677
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,4927,227,260,5,3,5418,294,45,35,0,0,372,71,4,3,0,0,84,5286,282,292,5,3,5872
506041132,4688,536,53,11,9,5292,789,138,19,3,0,947,167,22,3,0,3,191,5641,699,73,11,11,6429
506041133,5579,649,63,3,6,6300,225,58,9,0,0,295,82,13,0,0,0,99,5893,724,71,3,4,6695
506041134,4830,724,91,3,16,5667,978,333,35,0,3,1342,153,62,4,0,3,217,5959,1121,131,7,18,7225
506041135,5261,167,3,3,3,5441,368,24,0,0,0,394,102,3,0,0,0,107,5730,203,3,3,4,5943
506041136,3138,352,100,109,20,3716,587,182,24,47,0,837,92,22,0,13,15,139,3818,549,122,167,36,4691
506041137,6415,477,53,3,8,6954,722,151,20,0,0,889,145,20,0,0,0,166,7285,647,70,4,8,8014
506051138,5243,319,0,40,9,5611,548,154,0,23,0,719,113,11,0,3,0,133,5905,484,0,64,11,6467
506051139,3652,103,0,3,3,3761,456,18,0,0,0,478,96,3,0,0,0,101,4204,127,0,3,7,4338
506051140,4621,209,3,3,3,4841,457,72,0,0,3,534,94,16,0,0,3,114,5171,293,3,3,8,5486
506051141,3263,63,21,32,17,3396,275,39,20,3,3,340,48,0,3,0,0,50,3587,105,39,34,22,3788
506061142,4618,59,8,0,5,4686,308,18,7,0,0,326,79,0,4,0,0,85,5001,75,15,0,5,5097
506061143,1731,3,0,10,9,1750,173,0,0,0,0,172,29,0,0,0,0,29,1933,3,0,5,9,1954
506061144,1160,4,0,7,9,1181,149,3,0,0,3,158,30,0,0,0,0,30,1338,6,0,6,8,1363
506071145,1812,2787,713,3,16,5326,228,279,105,0,11,622,52,60,15,0,3,131,2097,3123,828,0,32,6083
506071146,2746,429,73,0,20,3265,202,123,27,0,0,354,50,25,4,0,0,80,3004,574,102,0,19,3698
506071147,2790,1992,1110,0,14,5901,178,183,161,0,3,525,55,38,44,0,0,137,3027,2211,1312,0,17,6569
507011148,4673,368,4,6,5,5058,223,21,0,0,0,248,68,4,0,0,0,69,4961,397,4,6,11,5379
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,2356,163,0,79,4,2595,324,26,0,34,0,385,60,4,0,5,0,70,2739,190,0,115,5,3051
507011153,2176,226,169,0,3,2573,318,108,63,0,0,498,65,13,10,0,0,86,2562,340,248,0,3,3158
507011154,2264,705,160,0,14,3138,571,223,67,0,4,864,88,33,6,0,0,134,2920,965,232,0,20,4136
507011155,3,0,0,3,0,7,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,6,0,6
507011158,265,246,287,3,3,806,3,7,24,5,0,38,0,3,7,5,3,22,271,257,316,16,5,862
507011159,3074,266,355,0,0,3697,325,171,47,0,0,545,68,20,3,0,0,88,3469,449,408,0,0,4330
507011160,2261,612,95,0,9,2976,479,232,26,0,0,737,65,23,3,0,51,145,2801,865,131,0,61,3854
507011161,3593,611,272,0,3,4487,147,117,44,0,0,309,55,15,6,0,0,80,3794,750,330,0,9,4879
507011163,2029,177,0,0,3,2206,224,85,0,0,0,308,29,13,0,0,0,43,2287,265,0,0,3,2558
507011259,2261,97,42,0,3,2410,203,38,12,0,0,259,43,10,3,0,0,49,2507,142,57,0,4,2717
507011260,769,13,0,0,0,782,30,0,0,0,0,35,9,0,0,0,0,9,814,14,0,0,0,826
507021164,1657,456,291,10,3,2416,124,56,60,5,0,246,34,14,8,0,0,51,1809,528,361,12,5,2712
507021165,2463,1612,903,11,24,5015,295,270,210,0,0,772,41,39,41,0,13,142,2808,1917,1153,13,45,5927
507021166,3631,727,148,71,28,4610,560,199,44,24,3,837,113,29,8,4,23,175,4303,965,205,102,58,5625
507021167,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,7
507031169,3890,118,29,0,14,4047,283,13,3,0,0,303,70,6,0,0,7,81,4242,136,33,0,22,4431
507031170,1967,124,52,0,3,2141,410,112,39,0,0,556,58,15,3,0,0,76,2433,252,88,0,3,2776
507031172,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,16
507031173,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
507031174,2773,115,216,52,0,3160,501,49,84,7,0,646,89,11,6,3,0,110,3368,170,306,62,0,3915
507031261,1460,124,0,3,8,1601,99,9,0,0,4,108,27,0,0,0,0,28,1584,135,5,3,17,1742
507041175,2594,839,268,0,11,3712,162,81,33,0,0,275,48,18,5,0,0,74,2796,939,306,0,15,4059
507041176,1002,141,0,0,4,1145,47,22,0,0,0,76,17,3,0,0,0,18,1065,169,0,0,4,1238
507041177,2988,1618,123,0,18,4746,306,386,78,0,0,771,56,54,11,0,0,125,3350,2058,217,0,18,5636
507041178,3507,1113,120,3,13,4762,270,214,41,0,0,527,55,39,4,0,3,107,3839,1364,166,3,18,5391
507041179,2033,242,153,0,0,2429,108,67,87,0,0,268,25,4,11,0,6,53,2169,318,258,0,7,2753
507041180,3266,173,0,0,0,3434,155,52,0,0,3,211,39,10,0,0,3,50,3461,231,0,0,8,3699
507041181,4025,1093,74,6,14,5211,470,143,15,0,0,635,67,28,4,0,0,100,4565,1265,94,6,20,5942
507041182,3106,478,130,0,6,3716,274,109,25,0,0,412,60,26,4,0,3,88,3436,613,155,0,9,4220
507041183,1221,215,41,0,0,1485,203,98,37,0,0,343,36,11,4,0,0,47,1454,330,83,0,0,1873
507041184,1766,22,0,0,0,1782,88,3,0,0,0,91,25,0,0,0,0,22,1879,20,0,0,0,1900
507051185,9088,365,0,31,26,9505,635,56,0,13,4,713,154,7,0,4,3,171,9880,430,0,46,34,10387
507051186,2425,113,3,0,0,2547,433,64,5,0,0,505,81,6,0,0,0,95,2937,191,10,3,0,3144
507051187,3655,187,0,0,0,3848,238,74,3,0,0,315,62,20,0,0,0,79,3960,280,3,0,0,4241
507051188,3501,789,368,68,5,4729,658,440,156,50,0,1311,89,67,24,5,0,192,4252,1300,554,122,7,6230
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,3364,89,215,14,0,3684,574,66,129,3,0,776,105,11,17,0,3,134,4046,161,361,18,5,4589
507051191,5381,141,0,0,6,5530,281,28,0,0,0,312,103,4,0,0,0,110,5766,175,0,0,3,5950
507051192,3628,59,8,5,4,3707,430,23,6,0,0,456,82,0,0,0,0,85,4143,90,15,5,4,4255
507051193,3047,117,4,0,3,3173,364,60,0,0,0,426,87,7,0,0,0,88,3496,182,4,3,3,3682
509011225,3797,414,16,23,28,4276,850,343,19,9,3,1219,134,53,3,0,3,195,4782,807,38,25,38,5691
509011226,931,0,0,11,3,952,189,0,0,8,0,200,17,0,0,0,0,17,1138,0,0,24,3,1168
509011227,1454,9,0,0,0,1463,202,5,0,0,0,209,30,0,0,0,0,33,1689,17,0,0,0,1707
509011228,1737,44,0,10,16,1813,295,35,0,4,0,334,41,3,3,0,0,44,2075,81,3,13,16,2192
509011229,782,16,3,11,9,813,142,17,3,3,0,169,23,0,0,0,0,27,944,28,6,22,9,1006
509011230,1072,48,11,0,5,1133,315,39,8,3,4,366,38,8,0,0,3,53,1424,97,16,3,13,1553
509011231,1042,16,6,4,13,1083,339,3,16,3,0,358,41,4,0,0,0,49,1422,18,26,7,10,1491
509011232,954,26,0,33,3,1007,130,12,0,14,0,157,12,0,0,3,0,13,1094,33,0,43,4,1179
509011233,2696,86,3,52,14,2857,625,62,0,48,3,737,76,13,0,3,0,87,3395,152,3,108,15,3678
509011234,1373,4,4,17,23,1416,392,0,0,3,3,396,52,0,0,0,0,59,1821,5,7,17,26,1870
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,1500,0,6,16,13,1537,186,0,6,3,3,195,31,0,3,0,0,32,1714,0,14,22,15,1768
509021237,1040,6,6,13,24,1092,282,12,21,4,10,324,39,0,0,0,5,50,1358,20,25,24,39,1466
509021238,1167,11,3,10,7,1197,335,11,0,7,4,355,35,0,0,0,0,38,1535,23,3,17,16,1590
509021239,2321,43,9,44,34,2452,505,21,3,19,3,546,83,3,3,10,9,112,2907,71,13,80,44,3110
509021240,1383,28,5,4,9,1431,339,42,3,3,3,396,57,3,0,0,4,63,1783,73,11,9,17,1892
509021241,1249,19,3,26,13,1306,334,13,0,6,0,356,39,0,0,5,0,49,1624,36,4,40,12,1711
509021242,812,10,0,10,8,844,244,17,0,3,0,264,28,0,0,0,0,29,1080,25,0,19,11,1133
509021243,2815,26,44,36,12,2933,757,31,28,14,4,837,89,0,7,3,0,102,3661,63,85,48,19,3876
509021244,1373,4,0,29,8,1421,236,4,0,11,3,253,63,0,0,5,0,68,1671,17,0,41,12,1741
509021245,1525,22,21,7,14,1591,353,25,14,3,3,396,55,0,3,0,5,72,1931,45,42,12,24,2059
509031246,953,13,10,10,21,1006,323,10,21,0,8,361,37,0,0,3,3,40,1319,19,31,14,30,1407
509031247,1180,20,7,10,14,1228,304,16,9,5,4,345,36,3,3,3,0,45,1523,38,20,20,16,1625
509031248,673,7,3,13,0,701,143,5,8,3,0,166,17,0,0,0,0,22,834,15,12,21,7,885
