SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
107031143,9,9,32,39,98,249,375,310,135,1268,0,0,0,8,9,10,44,59,19,147,72,84,144,178,222,230,343,271,125,1671,651,1310,2300,2218,2643,2680,2391,1469,460,16120
107041144,5,13,18,34,61,142,222,323,186,1003,0,3,17,11,23,23,25,44,20,158,47,84,147,110,137,141,179,178,87,1109,746,1734,2575,2595,2712,2414,2010,1460,661,16928
107041145,6,9,22,21,55,155,171,211,143,791,0,0,3,4,6,10,9,30,17,87,55,65,91,76,127,118,137,116,79,868,463,966,1881,1968,2107,1984,1450,935,478,12226
107041146,0,9,17,19,30,94,172,215,175,734,3,0,8,3,3,18,20,21,27,109,47,54,114,91,101,96,112,108,60,790,752,1890,2559,2758,2532,2235,1845,1233,553,16338
107041147,0,0,3,7,14,16,33,29,21,127,0,0,0,0,3,0,3,3,0,4,18,19,36,51,60,71,76,73,43,459,285,528,936,1334,1355,1077,618,276,127,6541
107041148,0,0,0,3,19,26,23,42,34,146,0,0,0,0,0,0,0,3,5,12,15,16,67,79,68,94,71,60,31,510,228,525,1057,1606,1713,1676,1080,477,203,8559
107041150,7,5,7,18,36,104,154,151,116,598,0,0,7,8,8,6,3,17,8,49,41,54,120,123,122,124,140,127,95,938,490,1011,2112,2789,2754,2437,1780,1058,517,14938
107041548,9,16,21,19,29,65,82,117,89,453,3,8,8,9,8,10,19,20,5,88,64,220,328,157,189,205,274,196,100,1739,404,2050,3085,1368,1453,1613,1409,926,428,12729
107041549,14,22,35,30,41,100,164,215,115,739,3,4,26,16,14,24,40,41,21,179,58,106,153,101,121,113,112,106,50,910,738,2227,2911,2074,1870,1560,1195,753,343,13664
108011151,0,3,3,6,24,65,80,80,37,295,0,0,0,3,0,4,0,3,0,12,9,14,28,46,64,66,78,42,24,381,112,189,361,465,784,789,658,352,124,3823
108011152,3,12,19,23,49,112,183,161,121,689,0,0,3,0,7,5,6,10,5,42,33,46,90,94,121,156,271,286,214,1319,305,494,1059,1282,1602,2113,2569,1626,782,11828
108011153,3,0,11,12,31,70,92,39,18,278,0,0,0,0,0,0,0,0,0,5,25,13,27,59,86,100,124,63,17,515,136,171,358,641,858,1125,1090,411,94,4881
108011154,0,4,3,4,16,64,139,140,88,466,0,0,0,3,3,0,0,8,4,19,27,3,36,32,69,95,185,170,78,705,130,187,387,413,609,1005,1301,954,447,5432
108021155,11,15,38,29,93,189,268,189,115,935,6,0,0,5,3,6,6,7,9,44,90,156,376,292,246,295,230,235,197,2118,438,833,1644,1556,1781,2009,1713,929,477,11378
108021156,3,4,14,18,48,129,166,89,61,530,0,0,0,3,3,3,6,9,4,23,40,27,65,82,155,176,171,92,32,843,229,344,704,879,1353,1858,1286,503,185,7335
108021157,0,0,0,7,20,38,78,80,53,273,0,0,0,0,5,0,3,5,6,10,19,12,20,47,45,64,87,70,53,415,120,207,349,478,597,752,726,380,202,3812
108021158,3,0,5,12,31,83,115,96,76,411,0,0,0,0,0,3,0,5,0,13,19,15,43,45,94,108,162,160,117,760,143,240,482,533,730,1146,1227,750,378,5628
108021159,3,3,9,14,34,82,109,63,28,344,0,0,0,3,0,4,8,0,3,19,38,45,40,37,122,120,114,67,24,610,179,314,612,724,1120,1428,1069,450,113,6017
108021160,0,4,9,7,14,53,99,68,53,309,0,0,0,0,3,0,0,3,3,13,12,8,31,30,46,75,112,90,36,432,90,162,338,458,587,870,1056,564,207,4332
108031161,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,7,0,0,3,37,5,18,47,71,51,58,30,26,10,325
108041162,0,5,5,24,46,121,224,195,101,714,0,0,0,3,4,0,3,7,3,27,39,35,75,88,161,205,322,317,193,1428,315,463,997,1452,2226,2701,3214,1824,633,13821
108041163,3,3,21,17,67,125,198,228,154,810,0,3,3,7,6,5,7,4,9,44,75,66,145,146,188,252,355,331,304,1858,603,1162,2601,3096,3698,3814,3735,2323,1056,22085
108041164,4,5,30,31,63,131,217,222,181,886,0,0,3,4,7,16,6,3,8,46,54,48,136,100,164,173,329,337,233,1583,374,730,1671,1732,1964,2186,2721,1836,909,14121
108041165,0,0,8,18,19,55,80,42,26,245,0,0,0,0,0,0,3,0,0,6,25,33,49,54,86,103,92,50,10,503,147,228,413,578,817,1026,707,248,64,4229
108041166,6,3,4,17,34,94,132,111,83,500,0,0,0,0,3,0,14,3,3,28,56,37,58,105,117,132,160,121,106,893,298,500,947,1247,1453,1544,1399,756,314,8456
108051167,4,3,6,17,13,46,111,90,56,337,0,0,0,4,0,4,0,0,0,10,12,17,25,41,58,78,99,56,32,419,97,193,340,467,665,780,893,456,173,4064
108051168,5,4,10,12,34,55,112,90,46,364,0,0,0,0,0,0,3,0,0,8,24,21,44,47,71,120,180,114,77,692,212,328,763,1034,1299,1806,1874,820,285,8420
108051169,19,15,48,61,100,223,323,318,217,1323,0,0,0,6,9,14,15,19,8,70,73,84,134,146,227,279,335,313,248,1835,554,1087,1924,2014,2479,2795,2670,1731,847,16118
108051170,3,5,15,18,60,150,221,153,53,670,0,0,0,0,3,0,8,0,0,20,70,47,77,109,185,262,267,124,53,1187,287,413,762,1103,1810,2523,2308,861,222,10294
108051171,0,3,3,14,24,66,77,86,46,318,0,0,0,0,0,3,0,0,5,13,13,10,31,40,54,47,70,80,46,398,155,248,500,480,730,792,689,435,201,4227
109011172,3,3,11,9,26,56,90,99,56,352,3,0,3,3,4,8,14,6,4,44,54,72,100,102,84,85,82,88,41,713,435,1143,2117,2036,1785,1583,1191,672,298,11269
109011173,0,11,19,28,40,82,80,112,57,435,0,0,5,18,12,9,14,9,4,66,42,74,116,117,111,121,99,99,38,817,301,685,1223,1188,1312,1199,921,582,245,7647
109011174,4,12,7,13,23,31,61,68,92,303,3,3,0,3,3,4,7,9,3,35,31,66,114,85,117,127,137,182,186,1053,258,645,1205,1133,1380,1439,1131,677,447,8313
109011175,0,0,15,16,29,100,138,104,69,473,0,0,0,4,3,0,8,5,0,17,36,38,73,93,100,142,140,111,79,802,290,444,957,1252,1681,1740,1319,596,265,8551
109011176,17,15,35,43,80,110,189,178,113,776,0,3,21,33,32,19,21,18,4,143,64,82,155,138,154,188,171,170,58,1181,420,956,1870,1650,1749,1953,1566,934,333,11427
109021177,0,0,4,6,14,33,65,52,18,201,0,0,0,0,0,4,4,3,0,8,15,20,51,29,62,48,69,52,19,355,76,155,303,281,462,427,364,229,60,2354
109021178,9,0,6,15,27,68,128,96,45,391,0,0,0,0,7,3,4,3,5,21,30,25,90,70,95,111,120,57,35,641,159,281,578,660,800,898,756,353,128,4611
109021179,3,3,6,13,21,55,76,71,14,271,0,0,0,0,0,0,5,3,3,14,22,28,49,50,74,88,72,45,10,445,94,200,379,405,516,595,351,217,58,2807
109031180,0,0,9,15,9,44,105,86,53,326,0,0,0,0,0,0,0,0,7,13,24,22,22,44,65,67,96,103,80,529,152,266,451,486,707,813,784,531,221,4415
109031181,3,5,0,7,16,59,125,117,44,378,0,0,0,0,0,0,7,3,0,13,35,21,48,75,86,119,145,106,51,679,169,258,537,710,821,1049,1070,559,194,5352
109031182,3,0,13,15,33,96,99,98,57,409,0,0,3,0,3,8,12,4,3,33,28,46,64,74,87,148,151,136,88,819,180,413,738,805,896,1142,866,606,280,5930
109031183,0,4,10,14,30,58,119,88,44,371,0,0,0,0,7,3,6,3,0,20,19,30,45,68,101,135,108,119,35,662,154,259,535,647,975,1228,898,472,181,5342
109031184,0,3,3,3,13,29,135,104,56,344,0,0,0,3,0,3,3,0,0,14,16,22,48,45,52,68,94,93,40,467,121,209,630,595,661,742,985,538,164,4645
109031185,0,0,14,15,21,98,194,159,100,604,0,0,0,4,0,3,12,9,0,23,57,51,105,110,124,174,213,144,86,1058,230,373,883,986,1094,1519,1516,820,336,7768
110011186,11,18,32,26,57,111,174,163,122,713,0,4,10,6,9,6,13,10,3,58,159,266,239,171,276,208,183,177,86,1775,1177,2538,2889,2431,2794,2632,1991,1242,519,18214
110011187,0,3,7,14,19,43,73,60,25,247,0,0,5,0,0,5,3,4,0,15,24,25,28,48,49,71,77,40,12,361,112,195,439,506,629,662,554,229,103,3424
110011188,0,4,9,5,13,59,72,43,28,237,0,0,0,3,0,0,8,4,0,11,25,8,41,50,85,82,93,56,25,462,170,220,479,675,923,985,772,336,107,4664
110011189,0,0,3,8,17,18,47,55,22,164,0,0,3,0,0,0,3,0,0,6,18,12,36,37,44,50,83,53,48,369,72,131,288,323,437,484,497,239,97,2569
110021190,5,0,18,23,43,110,180,142,89,610,0,0,3,0,0,7,5,4,0,27,41,42,144,156,134,137,188,133,86,1059,230,387,812,929,1072,1368,1297,706,279,7075
110021191,3,12,15,35,53,101,175,196,89,680,0,0,3,3,0,6,12,3,0,31,53,42,107,104,120,135,178,134,62,944,347,692,1277,1238,1365,1380,1372,877,340,8893
110021192,4,3,8,16,36,92,109,80,34,387,0,0,3,0,0,4,7,5,0,18,41,25,62,58,86,118,104,66,33,594,176,229,437,551,699,888,646,333,99,4056
110021193,0,3,7,13,33,66,132,113,44,418,0,0,0,0,0,4,8,0,0,14,33,28,57,64,90,126,112,110,49,660,137,252,490,590,869,851,852,500,170,4710
110021194,3,0,11,18,34,85,113,79,31,380,0,0,0,0,0,0,8,0,0,20,38,26,47,78,91,168,162,113,75,781,150,211,429,664,822,1299,1137,518,176,5402
110031195,3,10,19,20,42,86,140,76,34,423,0,0,3,3,3,3,16,4,6,38,68,59,139,152,165,146,159,117,26,1028,243,501,1047,1020,1061,978,816,469,143,6265
110031196,5,3,10,16,47,47,84,37,4,257,0,0,0,0,0,5,10,0,0,19,49,32,86,104,112,106,67,35,14,599,173,299,650,687,832,703,449,179,34,4008
110031197,0,3,16,20,21,97,83,82,35,359,0,0,0,0,3,8,0,3,3,22,44,46,83,74,101,118,89,93,51,703,228,393,888,815,912,952,669,424,154,5438
110031198,0,3,4,6,28,70,76,38,10,236,0,0,0,3,0,3,3,5,0,18,31,21,67,75,105,91,80,56,25,558,104,191,516,560,688,719,506,237,74,3593
110041199,3,7,14,14,39,94,107,128,84,496,0,0,0,3,7,8,11,3,4,35,36,48,94,102,115,90,112,137,56,796,257,501,1237,1035,1077,1050,872,658,286,6972
110041200,0,0,9,11,20,56,49,47,19,214,0,0,0,0,0,4,0,3,0,13,28,37,31,51,69,67,63,34,10,394,145,221,365,497,612,640,449,226,62,3227
110041201,3,3,17,22,40,97,130,87,52,443,0,0,0,0,3,5,3,5,0,25,33,40,76,73,116,163,134,105,41,774,179,333,773,820,1005,1188,969,543,191,5995
110041202,6,9,33,34,75,149,205,184,110,810,0,6,5,6,20,5,5,11,0,63,88,98,189,200,203,243,230,197,79,1530,613,1182,2545,2374,2581,2564,2079,1225,395,15558
110041203,3,5,24,20,47,80,123,143,151,592,0,0,6,6,14,16,11,12,3,65,59,89,197,147,140,182,155,166,129,1264,369,934,2158,1690,1791,1748,1380,1023,597,11689
110041204,10,8,23,21,46,67,62,43,19,301,0,3,0,3,3,4,3,0,3,20,37,45,96,89,69,92,61,30,10,529,200,416,831,655,601,573,373,160,50,3860
110041205,8,7,17,29,63,192,255,228,92,886,0,0,0,3,4,4,9,10,3,33,76,46,143,169,246,272,301,213,89,1552,484,659,1641,2184,2618,2766,2296,1136,393,14189
111011206,9,8,18,21,46,103,150,169,89,611,0,0,0,6,3,7,4,3,0,28,42,31,62,99,93,123,136,187,180,955,483,1036,1772,2074,2367,2343,1950,1252,560,13828
111011207,0,4,9,14,16,62,65,45,25,243,0,3,0,3,4,0,0,0,0,13,13,14,20,38,46,50,76,58,30,348,178,305,505,593,839,867,746,379,157,4570
111011208,3,11,29,31,61,117,155,212,159,783,3,3,13,8,9,16,13,7,8,75,49,55,155,156,146,150,182,180,66,1141,633,1357,3340,3118,3074,2822,2169,1498,615,18617
111011209,5,16,29,36,52,135,173,186,120,741,0,0,5,0,9,3,5,15,9,50,39,58,141,111,130,135,179,184,134,1104,563,1379,3127,3056,3047,2871,2269,1126,535,17978
111011210,10,4,14,28,59,105,114,85,59,478,0,0,0,3,6,3,6,3,0,30,25,35,64,77,108,104,112,90,60,669,277,541,1031,1012,1191,1104,884,565,277,6883
111011211,3,0,0,0,7,15,31,41,32,125,0,0,0,0,0,0,0,3,0,5,5,5,4,18,20,33,30,38,68,223,94,166,233,418,485,532,402,261,151,2741
111011212,0,0,8,5,35,100,124,132,96,501,0,0,0,0,4,3,4,11,3,27,22,19,46,50,81,114,121,157,82,699,301,541,996,1200,1550,1762,1610,967,396,9330
111011213,3,3,0,4,13,21,54,62,33,195,0,0,0,3,0,0,0,0,0,9,18,22,18,37,92,77,76,58,37,429,293,575,817,1469,1831,1772,1537,661,259,9213
111011214,4,7,10,14,17,80,119,96,86,439,0,3,5,0,3,4,4,8,3,34,23,33,67,54,84,95,124,130,52,657,350,761,1379,1594,1858,1754,1612,935,331,10575
111021215,3,3,10,13,43,77,103,71,58,374,0,0,0,0,0,5,3,7,0,16,26,22,40,36,69,85,107,118,125,621,275,497,873,918,1179,1132,1004,571,297,6745
111021216,3,0,12,15,23,66,72,63,53,311,0,0,0,0,0,0,0,3,3,12,25,21,24,41,46,62,89,72,34,407,235,479,927,938,1104,1191,1126,619,185,6803
111021217,8,11,19,18,43,90,114,98,77,472,0,3,0,7,3,3,3,4,0,28,28,31,79,73,66,78,100,96,101,657,375,828,2108,2158,1651,1368,1052,515,303,10361
111021218,8,11,20,30,59,135,154,172,106,686,0,3,3,0,7,26,15,3,0,61,29,40,99,78,116,162,214,226,254,1211,444,878,1431,1517,1880,2002,1849,1373,730,12106
111021219,7,3,22,24,40,91,139,113,94,529,0,3,0,0,8,5,8,5,0,38,29,36,53,61,92,104,163,144,202,891,376,711,1274,1429,1681,1969,1858,968,581,10844
111021220,0,0,3,5,26,67,89,61,38,292,0,0,0,3,3,0,8,0,0,10,9,16,32,28,61,72,78,62,17,369,202,411,806,973,1159,1487,1396,562,169,7162
111021221,0,0,18,12,26,63,64,37,20,250,0,3,0,0,3,0,0,3,0,16,26,18,38,41,50,37,38,18,4,269,227,350,878,839,895,892,574,217,64,4922
111031222,4,8,8,9,36,47,92,108,67,379,0,0,0,4,3,3,9,15,12,46,19,26,50,73,85,75,81,75,47,539,350,979,1966,2228,2109,1638,1323,942,385,11924
111031223,4,13,23,27,40,103,111,99,44,458,0,3,5,0,0,5,0,4,0,19,34,29,52,70,73,78,92,76,24,524,272,506,1083,932,1075,1051,970,525,146,6569
111031224,5,5,9,13,38,75,98,123,97,461,0,0,3,3,3,4,10,21,9,60,24,69,118,84,105,105,111,96,85,799,254,1070,1697,1513,1668,1495,1041,608,338,9677
111031225,4,0,20,12,34,63,77,136,101,451,0,0,3,7,7,9,9,8,3,45,19,26,87,85,90,88,103,88,105,685,381,1028,1947,2297,2374,1989,1387,797,455,12665
111031226,3,9,12,8,31,83,89,50,23,307,0,0,0,5,8,14,0,0,4,33,29,22,49,84,68,57,49,22,11,395,420,893,1792,2156,1859,1380,838,281,73,9695
111031227,13,6,29,27,61,106,126,131,103,598,0,0,4,10,14,15,9,15,11,76,27,44,153,84,109,149,158,159,150,1035,347,1282,2767,1898,1880,1831,1125,694,442,12259
111031228,0,0,6,8,18,38,47,56,31,203,0,0,0,0,12,3,8,7,3,38,24,38,100,53,84,104,90,87,76,639,283,1008,1921,1799,1909,1735,1138,640,330,10765
111031229,3,6,10,3,18,33,30,34,16,156,0,0,7,7,4,0,3,4,0,25,28,117,203,110,133,140,106,57,31,914,180,1133,2451,1332,1381,1456,969,429,156,9480
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,12
111031231,5,19,39,32,27,60,79,88,80,433,3,13,24,17,8,4,6,3,3,84,44,110,93,61,48,72,83,98,111,716,925,2511,2014,1095,865,776,668,526,352,9727
111031232,0,3,8,11,14,51,93,71,33,271,0,0,0,0,0,0,3,0,0,10,17,24,53,73,191,201,148,128,106,936,139,278,736,785,986,1247,1222,632,238,6253
111031233,9,12,33,37,68,138,198,191,116,800,4,3,7,14,5,15,7,13,14,79,41,56,99,106,105,125,184,231,229,1181,484,1389,2686,2313,2328,2359,2119,1286,699,15664
111031234,5,3,18,12,27,68,81,95,48,349,3,0,7,5,14,7,7,9,3,51,5,53,74,72,73,92,89,217,339,1018,314,1308,2050,1460,1289,1319,854,678,591,9868
111031235,6,3,10,15,21,41,49,51,33,225,0,0,9,0,3,4,3,5,3,29,19,47,119,52,84,80,64,41,24,528,158,662,1721,1185,1029,983,553,266,109,6658
112011236,3,11,19,32,53,113,187,206,209,822,0,4,7,3,5,8,8,7,8,51,47,51,115,135,199,256,276,331,310,1717,297,697,1518,1690,2109,2596,2554,1755,1110,14340
112011237,11,5,14,15,31,71,158,148,142,591,3,0,0,6,12,7,3,3,3,32,75,36,100,147,199,233,153,151,74,1173,407,595,1354,1914,2420,2606,2104,1121,516,13034
112011238,0,0,3,3,3,19,21,25,17,96,0,0,0,0,3,3,3,0,0,10,31,20,56,99,132,115,82,45,29,602,99,164,500,796,977,983,582,207,106,4413
112011239,0,3,7,3,10,38,45,33,39,171,0,0,0,0,0,3,0,6,3,10,40,32,64,123,136,160,98,59,31,743,189,288,736,1147,1245,1439,897,389,188,6524
112011240,0,0,5,3,8,17,23,26,47,131,0,0,0,0,0,0,3,0,0,7,63,100,265,226,229,260,151,68,55,1412,196,477,1518,1387,1317,1542,931,330,223,7917
112011241,0,0,8,12,19,40,78,73,40,269,0,0,0,0,0,0,3,0,0,7,25,17,33,59,61,90,104,78,30,504,136,191,409,593,676,871,747,445,150,4209
112011242,0,0,0,0,5,23,41,37,19,126,0,0,0,0,0,3,0,0,0,4,21,19,33,60,66,79,73,34,9,391,150,269,699,1043,1207,1211,824,329,132,5869
112011243,3,0,3,11,18,40,31,50,47,196,0,0,0,4,4,4,0,3,3,25,35,34,99,139,176,226,158,56,27,942,153,251,619,1031,1314,1481,934,335,169,6294
112021244,11,20,17,31,53,134,227,231,153,873,3,0,7,0,3,11,5,10,3,45,57,50,81,131,142,140,166,154,76,994,397,674,1183,1279,1442,1540,1434,957,408,9313
112021245,0,3,19,27,59,100,132,103,39,480,0,0,0,0,4,3,5,3,0,18,48,25,47,82,126,140,111,68,12,656,235,296,506,748,1083,1207,877,388,113,5459
112021246,3,4,20,20,25,79,121,161,129,553,0,0,3,0,8,3,5,3,3,29,57,70,134,95,107,138,127,140,120,992,330,797,1589,1439,1581,1699,1377,881,486,10172
112021247,3,0,4,13,27,75,105,105,77,410,0,0,0,0,3,4,3,3,0,16,43,21,37,70,139,148,127,76,47,713,179,280,519,709,1080,1425,972,485,209,5858
112021248,13,14,19,43,56,111,133,150,160,694,3,0,3,4,3,11,8,11,6,53,72,143,179,146,179,219,163,127,87,1318,472,1149,1742,1864,2130,2127,1375,824,485,12169
112021249,3,0,14,20,64,96,109,92,34,435,0,0,0,0,7,4,9,5,3,28,87,45,111,171,222,285,172,84,39,1220,412,508,1088,1852,2464,2932,1726,567,177,11717
112031250,0,4,5,5,22,74,125,123,56,419,0,0,0,0,0,4,4,4,3,18,57,52,77,138,153,172,202,176,142,1175,282,506,1177,1706,1778,1933,1628,888,373,10272
112031251,7,0,13,17,29,85,102,129,90,468,0,3,0,0,4,3,0,8,6,25,22,29,63,58,93,112,122,144,152,799,223,380,811,988,1186,1247,1015,674,414,6937
112031252,3,0,18,21,32,71,96,55,32,330,0,0,0,0,0,6,5,4,3,20,43,34,89,104,174,244,142,83,28,948,231,365,792,1053,1539,1947,1143,448,134,7652
112031253,0,0,14,16,29,61,134,113,54,419,0,0,4,3,3,0,5,0,0,20,43,39,72,121,133,153,138,129,113,948,297,494,1205,1780,1820,1935,1481,716,279,10007
112031254,3,3,18,32,51,109,207,204,171,800,0,0,3,6,8,7,3,10,0,41,69,65,166,175,217,277,354,361,315,2008,445,915,1922,2015,2346,2962,2829,1896,997,16317
112031550,0,3,15,18,39,117,168,210,128,700,4,0,3,3,9,7,3,3,3,29,32,28,66,82,82,129,184,201,139,953,365,739,1336,1622,1880,2035,2272,1627,776,12666
112031551,0,0,5,3,4,7,20,17,4,71,0,0,0,0,0,4,0,0,0,3,10,5,23,17,23,29,21,16,6,148,101,167,272,396,482,478,310,144,36,2383
112031552,4,4,10,12,22,74,156,157,122,568,3,0,3,5,4,4,3,13,5,37,19,28,54,53,85,96,179,201,127,831,173,371,696,698,865,1051,1346,1131,565,6894
113011256,8,21,48,65,88,188,276,322,193,1202,0,9,33,22,34,33,33,50,28,252,88,115,274,230,229,263,240,237,178,1851,568,1188,2825,2307,2337,2116,1497,1152,596,14589
113011257,4,7,21,25,81,152,210,145,73,726,0,0,6,3,3,8,13,19,4,60,80,66,167,174,194,212,166,95,38,1198,413,673,1456,1576,1915,1749,1093,587,185,9653
113011258,3,5,23,23,44,108,121,149,64,539,0,0,0,3,5,3,12,10,5,35,59,51,98,108,145,155,152,123,82,969,297,529,1077,1075,1319,1274,963,655,231,7425
113011259,4,5,4,20,28,76,98,71,49,351,0,0,4,0,4,3,7,0,4,28,37,28,64,88,90,131,130,103,61,739,166,302,560,664,760,891,737,404,202,4683
113021260,0,3,4,3,21,33,49,50,25,191,0,0,0,0,0,0,0,4,0,8,15,20,84,86,74,80,42,36,23,453,78,148,359,396,477,563,441,242,91,2798
113021261,0,10,4,13,34,58,90,77,53,330,0,0,0,0,3,3,9,0,3,16,31,39,66,74,99,107,101,97,92,707,171,345,663,708,800,822,712,444,229,4890
113021262,0,0,4,8,27,49,55,59,27,233,0,0,3,0,0,0,5,5,0,17,19,11,39,55,53,100,81,47,26,425,103,166,418,525,662,785,631,301,117,3705
113031263,4,4,10,15,23,83,135,130,79,491,0,0,3,3,3,8,0,0,0,19,22,30,51,60,65,86,114,111,53,600,175,324,649,766,911,1148,1093,718,294,6068
113031264,0,0,0,7,11,27,56,45,39,178,0,0,0,0,3,0,3,8,0,12,13,11,25,43,37,49,64,43,21,317,117,158,324,411,471,493,423,251,103,2745
113031265,3,0,10,9,23,61,61,43,36,251,0,0,0,3,0,4,0,3,3,14,35,130,325,332,198,169,101,62,17,1372,189,396,867,838,836,865,616,279,115,4994
113031266,0,3,9,12,26,44,113,87,98,385,0,0,0,0,3,3,0,6,0,15,25,25,51,40,79,96,102,92,17,529,185,265,611,648,913,950,877,531,231,5212
113031267,7,15,23,34,35,83,129,117,57,490,0,3,11,13,0,3,14,0,0,42,42,55,103,98,119,128,110,99,43,799,465,944,1998,2047,2083,2056,1701,853,285,12433
113031268,3,0,3,3,4,11,27,30,19,101,0,0,0,0,0,3,0,3,0,7,13,30,31,27,31,29,26,22,10,228,232,711,682,503,460,333,226,185,112,3433
113031269,7,18,47,44,76,127,166,166,155,808,0,3,23,23,17,18,11,3,9,100,84,87,123,151,168,168,161,148,68,1162,665,1479,2854,2666,2629,2432,1544,976,510,15755
113031270,6,12,26,34,55,76,95,105,89,493,0,7,4,7,5,3,9,3,4,47,70,114,190,118,121,128,142,132,78,1093,504,1263,2027,1343,1290,1358,990,701,399,9885
113031271,8,6,16,27,47,109,170,133,67,581,0,0,0,0,7,3,0,3,0,20,78,46,125,138,205,211,201,153,72,1240,468,842,1608,1695,2007,1969,1495,775,266,11117
114011272,0,0,4,4,12,40,71,73,40,248,0,0,0,0,0,3,0,4,0,12,30,18,47,66,87,142,173,149,91,802,161,275,621,800,994,1567,1619,938,376,7344
114011273,3,0,5,3,17,24,57,51,20,176,0,0,0,0,0,0,0,3,0,10,12,16,10,25,41,61,56,51,11,289,100,179,227,326,527,611,618,303,86,2978
114011274,0,0,6,15,16,47,67,83,57,292,0,0,0,0,0,0,3,4,4,15,24,23,53,36,62,70,106,88,39,494,123,195,434,439,642,807,829,519,214,4205
114011275,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,0,0,4,0,8,10,12,0,0,42
114011276,3,0,4,3,5,19,56,41,23,150,0,0,0,0,0,0,4,4,0,12,13,14,26,37,36,48,75,44,37,326,64,134,389,454,495,758,731,331,161,3523
114011277,4,3,19,28,40,131,162,139,72,603,0,0,3,0,0,10,6,10,4,37,51,57,126,116,167,176,210,143,104,1146,435,833,1695,1658,1997,2319,1912,1075,430,12356
114011278,10,21,42,57,93,188,211,163,93,885,0,0,7,4,6,14,10,9,3,42,124,260,471,386,292,252,289,262,200,2535,631,1505,2767,2366,2332,2285,2022,1083,477,15456
114011279,8,0,17,27,62,151,262,191,78,800,4,0,0,0,0,4,8,13,3,38,45,47,68,62,143,141,221,234,136,1094,367,601,1128,1406,1687,1987,2264,1349,456,11250
114011280,0,0,4,7,17,62,80,56,53,285,0,0,0,0,0,0,0,3,0,4,5,11,20,19,37,54,95,84,54,370,61,137,267,321,485,770,971,528,234,3776
114011281,0,0,3,5,19,27,51,24,11,136,0,0,0,0,0,0,0,0,0,3,15,3,14,36,43,55,36,25,7,225,91,152,257,400,548,600,471,153,32,2705
114011282,7,3,19,18,29,136,183,184,83,657,0,0,3,3,5,7,5,10,3,32,42,33,80,86,141,204,252,259,181,1286,310,465,1166,1449,1836,2512,2579,1541,595,12457
114011283,0,0,4,7,18,31,71,41,17,180,0,0,0,0,3,3,3,0,3,15,19,11,37,48,64,107,92,54,20,457,99,137,333,444,731,1078,915,368,96,4202
114021284,0,0,6,10,12,28,64,90,76,290,0,0,0,0,6,3,7,6,3,27,38,30,28,80,114,116,158,174,91,840,256,399,704,1182,1606,1728,2347,1597,653,10473
114021285,3,3,10,5,13,42,48,35,9,167,0,0,0,0,3,3,3,4,0,14,25,10,39,40,47,38,61,24,9,289,220,333,723,752,917,729,520,216,45,4457
114021286,0,3,9,10,16,39,69,58,26,234,0,0,0,3,3,3,3,3,3,26,34,31,56,75,125,103,143,109,109,792,236,391,851,980,1177,1260,1217,696,259,7073
114021287,4,0,3,15,31,78,79,66,46,323,0,0,0,6,3,9,4,7,6,30,23,36,83,97,88,91,127,80,27,648,253,445,1016,1094,1253,1299,1242,661,255,7522
114021288,3,0,0,3,6,12,24,17,6,72,0,0,0,0,0,0,0,0,0,0,7,11,29,37,59,59,78,20,3,299,77,127,256,379,547,546,577,189,45,2747
114021289,0,3,3,8,5,19,27,32,18,121,3,0,3,0,0,0,0,0,0,13,13,7,19,51,80,90,81,75,76,489,129,202,413,674,956,1088,1202,509,171,5343
