SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
117031333,0,3,3,14,7,0,3,5,41,0,3,7,0,0,0,0,0,14,27,214,234,211,78,17,11,27,808,27,219,239,206,78,17,11,27,824,37,116,76,26,4,3,0,10,269,223,651,376,111,10,0,0,27,1390,906,3143,2261,479,37,4,3,170,7011,0,0,0,0,0,0,0,0,0,1167,3909,2710,611,48,13,3,208,8663,10,22,10,5,0,0,0,3,40,3,15,9,4,3,0,0,36,75,1207,4165,2974,843,137,30,17,270,9642
117031334,0,22,11,16,0,0,0,3,64,0,17,21,13,8,0,0,3,68,6,42,206,172,51,6,5,30,518,10,59,219,186,57,6,6,34,583,0,22,53,23,10,0,0,7,107,3,228,316,51,10,0,0,20,622,184,1977,3174,1185,84,14,14,166,6793,0,0,0,0,0,0,0,0,3,190,2224,3540,1257,103,14,16,189,7526,0,3,4,0,0,0,0,0,10,4,7,16,6,0,0,0,8,38,196,2322,3798,1462,170,21,25,229,8218
117031335,3,12,16,16,8,6,0,3,66,0,23,192,119,18,3,0,11,366,11,54,467,675,322,72,44,67,1715,12,82,661,790,334,79,44,79,2080,24,102,83,21,3,0,9,17,251,64,494,669,122,26,3,3,44,1421,291,2227,2057,544,41,14,36,198,5404,0,3,0,0,0,0,0,0,4,372,2823,2812,689,71,13,50,259,7084,3,28,21,13,4,0,4,3,79,3,19,17,6,0,0,3,14,70,397,2965,3527,1510,423,97,102,362,9378
117031336,0,8,9,13,0,0,0,0,27,0,17,40,17,6,0,0,0,88,19,228,628,662,293,75,32,67,2002,19,244,670,680,299,77,32,71,2089,11,50,35,14,3,0,7,15,129,32,274,371,26,3,0,3,21,730,228,2138,1493,166,6,3,3,83,4125,0,0,0,0,0,0,0,0,0,266,2464,1904,203,20,4,8,115,4987,0,9,13,8,0,0,0,3,30,0,7,16,7,0,0,3,17,52,295,2734,2608,912,319,81,43,204,7194
117031337,0,4,5,3,0,0,0,0,18,0,5,8,0,0,0,0,0,17,0,3,21,50,17,3,4,0,97,0,7,22,50,16,3,4,4,111,0,3,6,0,0,0,0,0,13,0,8,9,9,0,0,0,0,30,269,2789,4205,1163,81,9,15,337,8864,0,0,0,0,0,0,0,0,0,273,2795,4221,1172,81,9,17,337,8909,8,5,3,0,0,0,0,15,37,0,5,10,3,0,0,0,7,31,283,2819,4266,1236,103,13,19,374,9111
117031338,0,7,67,393,189,45,13,19,730,0,50,166,113,14,3,0,8,356,3,78,228,422,133,11,3,21,904,7,130,394,536,149,17,3,31,1262,25,93,59,41,0,4,3,19,238,26,254,580,197,8,0,0,36,1100,204,2849,6091,955,30,0,0,308,10436,0,3,3,3,0,0,0,0,10,249,3203,6728,1193,39,7,7,361,11791,0,8,11,10,0,0,0,3,30,0,22,22,7,5,0,0,18,77,252,3371,7223,2140,374,69,17,429,13889
118011339,0,12,87,371,455,178,52,21,1166,0,3,147,302,63,14,0,10,553,0,3,43,189,185,53,3,11,492,0,8,199,496,247,69,6,23,1045,13,187,439,112,26,3,4,21,811,41,438,1411,238,35,4,3,59,2227,76,250,947,280,10,0,3,50,1613,0,0,4,0,0,0,0,0,7,124,882,2807,632,70,9,8,130,4654,4,24,34,14,8,0,0,3,89,0,3,20,21,7,0,0,10,63,128,929,3145,1528,785,258,64,185,7022
118011340,0,5,61,300,286,106,17,26,808,3,3,314,347,71,18,0,21,782,0,7,75,227,309,61,0,11,696,4,9,388,574,383,80,0,30,1470,28,324,925,261,40,9,3,58,1644,104,730,1829,283,23,4,3,99,3084,56,348,440,64,7,0,0,22,937,0,0,3,0,0,0,0,0,3,183,1406,3196,615,73,13,5,184,5664,0,3,4,0,0,0,0,0,7,0,5,13,0,4,0,3,0,17,188,1430,3661,1492,750,195,34,239,7979
118011341,0,6,78,339,272,106,19,15,821,0,12,217,302,124,14,0,19,686,0,18,215,499,288,45,3,25,1099,5,29,431,804,414,60,5,46,1789,17,188,307,63,7,3,11,18,616,17,315,570,81,3,0,0,30,1024,102,388,778,342,11,0,3,64,1690,0,0,4,0,0,0,0,0,4,139,893,1666,489,25,3,13,115,3334,0,71,91,44,4,0,0,8,224,0,3,5,3,3,0,0,6,27,146,1009,2264,1678,712,167,38,176,6196
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,6,13,86,449,754,483,152,33,1971,0,4,30,44,14,3,0,6,97,0,9,106,293,109,23,7,12,565,0,16,139,336,121,22,7,15,666,3,68,343,242,46,11,6,18,728,34,351,1469,698,67,14,3,73,2712,37,611,1830,1052,67,6,3,95,3707,0,6,7,14,3,0,3,0,36,72,1036,3653,2007,185,27,12,184,7178,0,12,3,6,0,0,0,0,29,0,5,11,16,5,3,3,3,45,78,1081,3893,2812,1072,538,179,242,9891
118011344,0,4,68,383,567,258,47,28,1358,0,0,55,60,8,0,0,0,128,0,3,58,139,122,12,0,11,346,0,3,109,206,130,12,0,6,475,0,76,161,105,20,5,0,4,366,11,193,779,311,25,0,3,31,1356,10,70,221,67,0,0,0,8,375,0,0,3,0,0,0,0,0,3,18,341,1163,483,47,3,3,44,2103,0,3,6,4,0,0,0,0,24,0,0,0,8,6,3,0,0,18,24,347,1353,1080,753,281,50,80,3973
118011345,0,9,34,64,73,48,13,5,237,3,28,98,74,16,3,0,0,228,7,73,853,1545,615,75,9,68,3241,6,105,949,1623,627,75,9,73,3473,16,149,117,22,5,0,0,3,311,56,207,311,43,0,0,0,11,628,231,794,463,57,6,0,4,25,1586,0,0,0,0,0,0,0,0,3,306,1154,890,126,7,0,4,40,2530,0,15,14,12,3,0,0,3,56,3,3,13,10,3,0,0,12,41,319,1288,1898,1833,713,121,22,133,6331
118011346,0,9,76,444,792,468,113,38,1945,0,0,34,49,11,3,0,0,102,0,7,44,97,69,16,3,8,234,0,9,71,149,86,21,3,6,339,3,32,313,164,21,3,0,10,550,0,68,437,215,12,3,0,24,760,10,55,167,76,4,0,0,12,328,0,0,11,6,0,0,0,0,19,17,155,927,463,42,5,0,49,1655,0,16,27,18,3,0,0,6,70,0,0,3,6,4,9,0,0,19,17,188,1109,1077,922,500,114,95,4032
118011347,0,3,55,127,175,67,23,9,464,0,17,111,111,35,7,0,3,290,0,9,136,395,171,35,3,15,770,3,29,246,509,204,40,3,21,1056,0,72,165,76,9,3,0,69,394,0,131,354,89,11,0,0,16,603,3,79,249,124,3,0,0,11,478,0,4,0,0,3,0,0,0,6,5,287,766,294,25,3,0,100,1480,0,3,5,4,0,0,0,0,15,0,4,8,3,3,0,0,0,20,10,329,1080,933,408,111,28,130,3035
118021348,0,13,103,595,766,267,60,26,1824,4,10,147,297,110,14,0,21,607,0,11,120,362,214,33,4,14,767,4,23,271,658,326,48,5,36,1372,51,323,820,307,47,6,4,35,1596,26,694,2719,724,20,3,0,127,4308,7,139,295,160,3,0,0,16,620,0,10,10,7,8,0,0,0,33,81,1167,3839,1204,73,9,4,179,6562,0,10,39,25,5,3,0,7,89,0,6,5,9,12,0,0,3,37,90,1216,4257,2496,1192,324,69,241,9879
118021350,5,29,326,1476,1317,445,138,68,3796,33,51,69,67,23,0,0,10,260,5,57,203,784,348,25,3,32,1458,35,106,274,854,370,22,9,39,1719,62,206,130,77,19,3,3,92,590,0,128,307,49,3,0,0,21,511,3,252,501,137,3,0,0,69,964,0,0,0,0,0,0,0,0,0,66,583,941,265,20,7,3,181,2070,0,0,5,4,3,0,0,0,13,0,0,7,3,0,0,0,3,24,110,723,1551,2603,1717,473,148,293,7616
118021564,0,11,58,284,313,124,42,19,852,0,3,21,93,19,3,3,5,146,0,3,15,80,49,10,0,0,153,0,3,41,170,63,11,3,3,301,5,73,238,53,9,6,3,7,392,34,395,652,132,6,0,0,31,1253,81,420,888,269,15,19,4,38,1730,0,0,0,0,0,0,0,0,0,116,893,1782,451,25,25,6,82,3373,0,7,8,14,14,4,0,0,47,0,3,0,0,3,0,0,15,22,118,915,1886,922,409,169,52,112,4592
118021565,0,16,152,784,487,216,99,38,1793,0,17,138,155,27,3,4,10,352,0,0,72,142,64,15,10,9,311,3,15,213,301,88,22,8,17,667,36,126,213,126,20,3,3,24,552,49,338,884,177,25,3,3,44,1519,38,155,410,184,24,3,0,28,844,0,0,0,0,0,0,0,0,0,125,612,1515,491,61,12,9,95,2922,3,8,9,5,3,3,0,0,33,3,4,3,4,3,0,0,20,36,134,660,1881,1579,648,255,116,171,5453
118021566,0,5,83,441,586,238,61,27,1451,0,7,202,191,19,4,0,5,425,0,0,27,98,111,18,3,6,265,0,10,222,287,135,26,3,10,690,0,53,117,45,0,0,0,11,222,0,121,330,85,5,0,0,19,550,12,153,260,46,0,0,0,19,486,3,6,0,0,3,0,0,0,9,14,333,698,169,9,0,0,41,1268,0,5,13,7,0,0,0,0,34,0,0,7,0,0,4,0,4,15,18,357,1033,908,724,262,68,83,3455
118021567,0,4,65,400,293,91,26,18,896,6,3,83,75,10,3,0,8,183,0,43,172,444,92,15,4,26,802,7,45,254,520,102,20,4,34,987,30,82,340,266,10,6,0,77,800,7,172,713,130,3,0,0,52,1077,0,104,319,34,0,0,0,14,468,0,0,0,0,0,0,0,0,0,41,358,1364,434,14,5,0,138,2351,0,3,8,6,0,0,0,0,13,0,7,4,3,0,0,0,0,15,49,415,1698,1360,404,115,32,192,4265
118021568,6,0,86,440,312,163,47,39,1095,0,4,234,210,18,3,0,5,470,0,0,8,84,97,23,0,3,217,0,4,242,289,112,25,0,11,687,0,34,87,7,0,0,0,5,136,0,48,239,41,0,0,0,13,337,28,240,811,222,12,0,0,25,1339,0,3,0,0,0,0,0,0,0,28,320,1138,272,9,0,0,39,1813,0,11,11,0,0,0,0,3,25,0,3,0,0,0,0,0,3,8,32,343,1475,1009,438,194,48,94,3633
118021569,0,9,52,253,274,118,42,14,767,0,13,116,323,70,22,3,13,549,0,12,105,218,133,27,7,11,506,0,25,220,540,199,42,7,19,1057,3,179,486,99,4,0,0,27,796,9,324,1554,278,7,17,3,66,2262,4,407,1118,122,0,0,0,29,1687,0,9,3,3,0,0,0,0,12,17,921,3165,499,15,22,7,119,4766,0,32,39,15,3,0,0,3,99,0,8,0,7,3,0,3,3,24,19,998,3480,1315,494,184,58,168,6720
118021570,0,12,70,320,287,102,36,12,838,0,7,119,206,40,9,0,12,398,0,21,76,179,115,22,0,7,425,0,34,203,387,155,35,3,13,826,9,95,313,85,15,7,3,9,537,5,361,1336,202,5,0,0,31,1946,35,104,222,118,6,0,0,12,492,0,7,0,0,0,0,0,0,8,47,570,1868,405,26,6,0,58,2982,4,36,43,17,3,0,0,0,106,0,3,0,0,0,0,0,3,10,53,654,2179,1134,471,140,42,83,4762
119011354,14,57,540,2388,1495,388,80,128,5087,18,21,40,133,21,0,0,20,249,0,23,88,314,244,16,7,21,708,19,45,123,445,262,17,7,36,954,49,87,48,76,4,0,0,21,285,3,30,70,23,0,0,0,12,138,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,52,120,124,100,5,0,0,28,430,0,3,5,5,3,0,0,0,23,0,0,0,5,3,0,0,0,18,75,227,791,2947,1777,403,89,195,6513
119011355,0,0,4,6,65,32,6,6,118,0,0,0,0,0,0,0,0,0,0,6,4,28,15,4,0,0,62,0,6,4,28,15,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,38,31,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,65,81,34,6,6,249
119011356,5,21,197,943,638,202,74,74,2150,0,6,40,133,12,4,0,7,212,0,18,49,366,269,15,0,11,734,0,27,90,504,284,22,0,14,943,3,15,7,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,3,14,10,7,3,0,0,0,39,0,0,5,3,0,0,0,0,13,0,3,6,0,10,0,0,3,20,5,68,311,1454,933,219,74,93,3161
119011357,13,47,514,2184,1229,453,121,151,4701,20,102,88,194,25,0,0,16,441,4,131,273,756,390,16,3,47,1625,22,230,364,942,418,21,3,63,2065,7,120,40,21,8,3,0,13,216,3,13,71,82,0,0,0,0,165,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,9,134,116,109,8,3,0,20,389,0,0,12,13,0,0,0,3,31,0,3,4,7,10,0,0,3,26,44,408,1016,3255,1666,474,120,235,7213
119011358,0,32,426,1836,1099,305,80,58,3834,3,79,62,99,14,0,0,4,266,0,52,127,444,381,37,0,23,1072,3,127,185,544,397,38,0,32,1334,5,76,80,13,0,0,0,9,187,0,19,101,22,0,0,0,9,148,0,11,21,0,0,0,0,0,33,0,4,5,0,0,0,0,3,17,6,109,209,34,3,0,0,24,382,0,0,3,0,3,0,0,0,9,0,3,3,3,6,0,0,0,16,17,275,835,2418,1505,344,76,113,5578
119011359,3,41,567,2951,2054,579,121,102,6424,0,10,78,298,27,0,0,4,420,0,80,90,506,584,54,6,33,1347,0,89,164,803,613,54,5,36,1767,4,163,36,3,4,0,0,13,224,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,165,39,5,4,0,0,15,234,0,7,34,14,7,0,0,0,61,0,3,3,6,6,0,0,3,22,11,305,805,3781,2686,635,127,157,8506
119011360,10,35,439,1704,839,236,50,88,3409,0,21,51,162,34,0,0,5,283,3,43,103,400,553,71,9,22,1199,3,71,156,562,585,71,9,30,1482,5,121,64,0,3,4,0,14,211,0,3,14,0,0,0,0,0,18,0,4,65,20,0,0,0,3,93,0,4,6,0,0,0,0,4,12,5,130,149,17,3,5,0,19,329,0,3,8,8,5,0,0,0,27,0,3,5,4,7,3,0,0,30,22,238,760,2298,1433,323,57,134,5267
119011361,9,35,632,1994,1019,308,78,131,4201,3,17,62,100,15,0,0,0,203,0,6,118,282,251,9,3,21,694,5,21,181,379,264,9,3,22,894,30,220,118,38,22,3,0,35,476,7,14,191,37,0,0,0,8,255,0,3,143,13,0,0,0,3,168,0,0,8,0,0,0,0,0,9,38,239,461,92,23,3,0,46,903,0,0,4,7,3,0,0,0,21,0,3,8,6,3,0,0,4,24,54,308,1295,2479,1312,316,75,208,6050
119011571,4,17,148,504,424,121,37,39,1299,0,3,20,75,9,0,0,6,108,0,23,48,204,104,6,3,14,402,3,23,69,278,112,8,3,15,510,0,49,108,12,0,0,0,11,190,30,96,1743,253,5,3,3,58,2195,5,43,631,153,0,0,0,27,864,0,0,0,0,0,0,0,0,5,38,193,2485,425,4,3,3,96,3244,0,3,7,0,0,0,0,0,4,0,3,4,0,5,0,0,17,29,51,236,2713,1209,542,136,39,169,5087
119011572,7,33,241,784,533,182,66,55,1904,0,0,11,43,7,0,0,4,66,0,17,46,269,143,12,3,9,501,0,17,55,313,154,12,3,12,571,0,56,144,55,10,0,0,14,276,5,50,740,104,3,0,0,22,922,5,30,586,114,0,0,0,27,767,0,0,5,4,0,0,0,0,12,12,129,1469,274,17,4,0,66,1979,0,0,24,21,6,0,0,5,61,0,0,8,7,3,0,0,0,19,23,185,1799,1401,709,191,73,146,4531
119021362,3,33,450,1769,813,244,67,77,3455,8,39,248,112,15,5,3,8,434,0,43,140,210,107,3,0,15,520,8,83,387,324,125,6,4,22,953,5,159,1060,125,22,0,0,49,1422,3,28,309,39,0,0,0,11,399,0,3,33,4,0,0,0,0,37,0,0,4,0,0,0,0,0,5,14,197,1403,174,22,0,0,64,1871,0,5,18,9,5,0,0,0,41,0,5,10,8,3,0,0,0,19,27,321,2263,2285,965,251,71,155,6341
119021363,12,27,433,1486,739,231,87,78,3094,8,18,152,90,28,7,0,13,316,0,35,284,260,199,20,7,21,834,10,49,435,350,229,29,10,33,1145,16,236,2098,190,24,6,0,85,2655,25,164,1601,187,10,3,0,52,2046,0,130,653,155,21,0,0,29,988,0,0,0,0,0,0,0,0,3,46,531,4351,525,55,7,3,166,5690,0,3,8,6,3,0,0,0,20,0,4,16,6,4,0,0,9,46,61,622,5241,2383,1024,270,95,292,9987
119021364,11,45,957,3075,1478,514,94,139,6310,0,8,69,37,14,0,0,5,131,0,17,138,229,111,5,0,10,512,0,25,212,271,123,4,5,12,647,3,67,174,51,16,4,0,16,342,0,22,110,17,0,0,0,0,154,0,8,145,60,0,0,0,3,215,0,0,0,0,0,0,0,0,3,4,95,426,129,14,11,0,19,706,0,0,14,6,0,0,0,0,28,0,3,6,9,3,0,0,5,28,17,170,1618,3485,1628,528,101,173,7721
119021366,10,44,489,1681,836,229,78,110,3482,18,22,52,89,8,3,0,13,207,7,41,176,349,232,13,0,26,836,20,60,230,433,240,16,0,38,1045,13,50,523,42,5,0,3,33,664,0,44,266,20,0,0,0,20,350,0,12,186,30,7,0,0,8,237,0,0,0,0,0,0,0,0,0,13,104,974,88,5,0,3,58,1258,0,12,34,16,6,0,0,3,76,0,9,8,9,3,3,0,3,34,47,228,1741,2221,1094,249,82,214,5883
119021367,5,22,344,1386,745,213,55,79,2844,0,3,42,68,7,0,0,9,132,0,34,91,231,169,10,0,20,555,0,41,138,301,177,10,0,27,689,3,70,240,23,3,3,0,12,348,0,0,175,16,0,0,0,3,196,0,3,129,21,0,0,0,3,166,0,0,0,0,0,0,0,0,0,4,71,547,61,5,3,0,17,711,0,3,17,9,0,0,0,0,27,0,3,3,3,6,0,0,3,16,5,139,1046,1758,932,223,58,127,4294
119021573,9,17,176,595,257,89,26,56,1215,0,4,20,13,0,0,0,0,39,0,0,75,39,26,0,0,5,152,0,4,94,59,25,0,0,5,194,23,198,2060,144,6,0,0,91,2527,7,11,727,81,3,0,0,29,865,0,0,33,10,0,0,0,3,44,0,0,5,0,0,0,0,0,9,33,209,2822,238,15,0,0,121,3453,0,0,13,8,6,0,0,0,28,0,8,5,0,3,0,0,6,19,40,237,3114,898,304,87,31,188,4909
119021574,0,7,104,461,215,67,14,32,900,0,0,24,17,0,0,0,3,50,0,0,38,36,26,7,0,9,119,0,3,67,55,25,4,0,7,163,7,66,1084,54,4,0,0,60,1277,0,15,558,29,3,0,0,13,623,0,0,101,21,3,0,0,3,122,0,0,0,0,0,0,0,0,4,7,86,1744,108,8,0,0,79,2026,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,3,7,93,1914,627,251,69,14,122,3112
119031368,8,25,288,1088,781,459,160,83,2894,16,19,65,158,10,0,0,9,282,0,26,45,152,118,37,5,8,392,16,45,110,316,129,37,5,16,676,0,34,158,33,3,0,0,5,246,0,70,545,126,8,0,4,27,779,15,427,1572,595,45,3,3,74,2727,0,14,8,7,0,0,0,0,36,10,547,2294,756,52,9,3,107,3786,0,3,3,3,3,0,0,0,9,0,3,4,5,0,0,0,27,51,35,632,2703,2167,967,503,172,235,7417
119031369,3,39,419,1483,1132,382,75,61,3600,6,19,213,328,21,5,0,21,614,5,7,102,369,210,38,4,16,741,7,30,315,691,232,39,9,39,1355,0,50,247,20,4,0,0,13,333,6,81,999,122,3,0,0,34,1247,0,164,1420,194,19,0,0,51,1848,0,0,0,0,0,0,0,0,6,7,291,2668,346,27,0,0,90,3437,0,3,15,11,0,0,0,0,36,0,0,14,9,4,0,0,3,31,19,368,3434,2537,1401,421,90,185,8454
119031370,8,20,342,1268,707,228,56,55,2680,9,31,81,199,22,0,0,7,350,0,99,99,155,91,26,0,16,497,10,132,179,354,114,26,3,26,843,4,138,273,76,14,0,0,18,513,0,35,268,63,3,0,0,17,389,0,3,102,46,3,0,0,3,151,0,0,0,0,0,0,0,0,0,4,172,640,182,21,3,0,37,1058,0,3,9,6,0,0,0,0,21,0,0,3,3,3,0,0,3,10,17,331,1175,1819,839,264,64,117,4615
119031371,3,22,287,1200,1072,408,85,63,3143,0,0,23,59,4,3,0,0,90,0,0,54,128,45,6,0,0,238,0,0,76,191,49,12,0,0,329,0,16,115,24,3,3,0,8,170,0,6,340,149,0,0,0,9,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,453,171,6,3,0,10,667,0,0,7,3,0,0,0,0,12,0,0,3,3,0,0,0,0,4,3,47,824,1571,1128,419,89,77,4157
119031372,0,29,342,2008,1650,480,102,89,4693,19,58,120,175,15,0,0,14,394,0,24,80,283,236,32,0,8,665,19,86,199,452,247,31,0,23,1057,9,82,13,6,3,0,0,5,120,0,6,33,9,0,0,0,0,53,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,92,55,16,3,0,0,11,186,0,0,12,4,0,0,0,0,20,0,0,0,6,4,3,0,0,15,31,204,606,2491,1898,521,102,124,5977
119031373,3,20,254,803,306,116,40,47,1578,25,13,9,55,0,0,0,3,109,0,49,49,123,86,16,0,16,340,29,65,61,176,89,16,0,18,447,52,77,43,12,0,0,0,15,188,7,48,624,396,37,0,0,37,1146,3,198,385,46,0,0,0,24,656,0,0,0,0,0,0,0,0,0,66,320,1050,447,42,0,0,77,1993,0,8,30,15,0,0,0,0,57,0,3,3,0,0,0,0,4,17,91,415,1406,1432,436,133,37,143,4095
119031374,3,34,332,1568,1532,694,182,62,4402,0,22,80,182,13,3,0,8,303,0,3,144,295,68,8,0,13,530,0,27,218,473,77,15,0,17,838,0,62,293,65,3,0,3,13,432,0,11,358,114,5,0,0,18,511,0,119,845,455,19,0,0,21,1463,0,0,0,0,0,0,0,0,5,9,188,1496,630,32,3,3,46,2406,0,4,8,7,3,0,0,0,23,0,3,8,7,8,3,0,4,32,10,261,2068,2685,1649,709,184,135,7706
119041375,7,32,273,1151,622,199,69,66,2422,4,27,189,203,25,7,3,14,461,0,7,33,129,54,6,3,8,244,4,32,220,328,78,13,6,26,703,0,109,62,44,3,0,0,10,237,10,64,384,45,0,0,0,27,536,16,762,2097,395,12,0,0,91,3367,0,3,3,0,3,0,0,0,8,29,940,2543,486,20,7,3,127,4147,0,5,13,14,0,0,0,3,41,0,12,20,3,3,0,0,8,45,37,1018,3071,1987,722,210,80,230,7356
119041376,4,33,457,1911,1088,361,79,96,4043,3,6,569,472,21,3,0,20,1110,0,3,111,347,111,14,0,4,587,3,11,681,823,133,18,0,28,1698,0,33,149,30,7,0,0,6,224,3,50,689,81,4,0,0,23,848,3,148,1207,79,4,0,0,45,1489,0,14,11,7,3,0,0,0,37,9,245,2050,200,12,0,0,78,2598,3,20,40,20,0,0,0,4,85,0,6,11,3,0,0,0,7,31,20,318,3243,2957,1236,380,83,217,8454
119041377,3,20,520,1718,796,243,52,65,3420,0,13,73,87,3,3,0,10,187,0,29,25,73,50,9,0,3,186,0,38,96,156,48,6,3,8,368,4,41,39,5,0,0,0,3,89,3,16,50,3,0,0,0,3,70,0,10,158,29,0,0,0,3,210,0,8,3,3,0,0,0,0,14,4,77,251,44,0,0,0,11,387,3,20,30,11,4,0,0,0,66,0,4,0,0,0,3,0,0,13,16,158,901,1937,850,252,51,87,4250
