SA2_MAINCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
509011229,3,4,20,441,539,262,306,397,330,2278
509011230,42,21,95,671,756,421,372,855,565,3633
509011231,17,31,85,611,808,414,439,581,463,3313
509011232,13,8,38,492,770,434,347,405,615,3066
509011233,38,28,143,1696,2166,1016,989,1612,688,8168
509011234,40,21,97,738,1071,610,568,636,572,4199
509011235,0,0,0,0,0,0,0,0,0,0
509021236,6,5,36,753,1181,609,610,783,477,4413
509021237,40,26,103,612,742,384,422,724,455,3345
509021238,40,20,100,584,757,409,477,631,324,3175
509021239,28,27,113,1142,1777,939,971,1390,828,7049
509021240,44,21,121,784,999,494,482,886,455,4108
509021241,38,12,81,781,892,442,453,779,453,3795
509021242,16,20,61,503,602,300,307,549,400,2653
509021243,94,30,200,1484,2086,1077,1061,1836,1486,9019
509021244,12,3,35,618,922,569,574,651,451,3781
509021245,52,28,118,653,1082,577,684,855,611,4462
509031246,30,29,95,486,732,370,386,625,432,3024
509031247,22,11,58,733,831,434,465,569,400,3431
509031248,9,3,19,369,522,269,274,359,254,2038
509031249,54,29,132,729,900,435,415,746,505,3740
509031250,38,15,104,761,989,563,542,631,512,4005
510011262,22,12,44,2275,2912,1062,735,2051,1697,10726
510011263,22,4,36,1195,1256,604,579,1110,980,5723
510011264,3,3,7,740,389,134,69,481,577,2397
510011265,7,5,19,1428,1320,459,321,1130,856,5512
510011266,5,0,11,515,370,152,58,310,212,1625
510021267,0,0,4,886,1014,285,173,2209,1556,6123
510021268,0,0,4,671,892,293,253,642,618,3370
510021269,3,0,4,825,910,258,251,670,526,3441
510021270,11,11,23,1430,1638,587,529,1615,1290,7089
510031271,4,0,7,1585,1683,586,606,4631,2212,11305
510031272,7,0,7,2752,3068,1149,1056,1992,1672,11688
510031273,8,3,7,741,1005,356,373,1039,970,4480
511011274,124,39,247,1942,2398,1181,981,1835,1375,9712
511011275,4,9,27,560,634,367,398,579,492,3019
511021276,23,17,67,692,960,442,312,915,758,4072
511021277,5,5,29,716,928,430,343,583,474,3467
511031278,10,10,28,1072,1281,526,506,1253,901,5534
511031279,58,22,90,2334,2690,1060,914,2452,1361,10816
511031280,13,7,28,1545,1865,714,642,1237,620,6626
511031281,0,0,0,0,0,0,0,0,3,3
511031282,7,0,12,638,781,325,385,886,592,3617
511031283,8,5,15,724,735,290,200,932,939,3818
511031284,0,0,0,0,0,0,0,0,0,0
511041285,197,103,431,1806,2374,1120,971,2249,1353,9877
511041286,15,9,48,1099,1406,698,691,1258,1003,6165
511041287,29,10,68,1207,1640,838,716,1019,494,5914
511041288,35,13,80,1643,2209,940,842,1434,613,7682
511041289,34,16,85,472,696,441,469,555,327,2958
511041290,0,3,12,401,483,179,151,752,652,2615
511041291,21,11,58,575,726,412,413,741,406,3276
511041292,24,25,83,807,1172,638,707,861,684,4869
597979799,3,0,3,32,31,10,9,274,81,434
599999499,7,6,23,962,791,327,210,1663,1594,5559
601011001,9,16,38,750,1050,585,617,1647,689,5337
601011002,17,5,34,827,1202,533,412,946,315,4236
601011003,53,3,69,709,1114,499,309,710,189,3520
601021004,69,30,223,1128,1556,730,449,908,311,5081
601021005,37,9,111,1399,1939,956,572,964,285,6117
601021006,16,6,65,617,879,392,222,443,121,2673
601021007,87,34,242,1978,2628,1318,828,1378,480,8603
601021008,324,90,572,1235,1850,874,529,1347,423,6255
601021009,89,13,132,767,958,416,318,1067,305,3834
601021010,19,12,40,342,477,241,214,504,735,2512
601021011,23,8,45,909,1185,497,461,1139,442,4630
601021012,12,6,35,722,1127,525,337,481,218,3411
601031013,14,0,41,727,892,422,324,676,181,3225
601031014,32,26,105,869,1189,503,403,1034,420,4420
601031015,84,48,224,1206,1625,722,609,1578,557,6297
601031016,24,14,71,669,903,392,300,806,303,3362
601031017,197,76,384,1763,2309,918,747,2455,900,9095
601031018,35,59,151,872,1051,483,390,871,426,4095
601031019,34,15,112,961,1167,465,346,1017,433,4389
601031020,70,13,136,901,1213,725,590,1398,529,5358
601031021,25,15,62,664,896,355,263,758,246,3187
601041022,127,26,237,2039,2643,1208,839,1692,598,9012
601041023,86,17,202,1972,2615,1275,826,1252,454,8389
601041024,58,14,106,1253,1861,920,697,840,325,5896
601041025,0,0,0,0,0,0,0,0,0,0
601041026,63,11,130,612,975,486,243,425,152,2885
601051027,100,42,209,2131,1970,633,302,1330,769,7140
601051028,45,25,157,1703,2278,911,521,960,494,6880
601051029,7,6,47,1021,1219,495,275,707,212,3930
601051030,172,30,280,1218,1417,617,321,1161,393,5130
601051031,190,49,439,2554,2892,1200,707,2272,675,10300
601051032,98,38,189,1232,1653,695,368,762,344,5049
601051033,32,8,83,1309,1718,615,323,633,296,4893
601061034,28,12,65,1175,1724,886,650,1160,530,6120
601061035,91,41,222,1395,1984,926,790,1350,558,6997
602011036,12,8,34,556,698,238,189,631,303,2623
602011037,121,31,216,652,879,429,347,812,341,3453
602011038,24,35,89,1063,1285,493,330,699,524,4388
602011039,85,13,113,671,917,484,351,666,203,3298
602011040,32,19,88,625,717,302,295,810,348,3103
602011041,89,19,152,1360,1757,749,632,2173,691,7360
602011042,81,21,163,922,1166,560,372,846,317,4185
602011043,127,32,233,635,874,476,320,660,246,3202
602011044,119,30,212,1115,1438,646,503,1251,423,5370
602011045,9,4,30,447,576,297,308,863,377,2870
602011046,64,38,169,1179,1532,693,564,927,350,5246
602011047,130,48,224,859,1049,444,296,836,370,3851
602011048,37,19,96,813,1069,447,363,849,302,3838
602011049,24,8,68,878,1161,508,343,569,225,3689
602011050,58,11,82,541,680,346,281,681,267,2800
602011051,24,8,53,782,1047,452,318,538,252,3388
602011052,66,39,164,770,1060,532,356,796,334,3853
602021053,34,18,75,485,721,463,441,715,392,3225
602021054,87,24,167,858,1136,649,598,1011,479,4730
602021055,27,20,92,825,1338,772,596,775,454,4756
602021056,19,11,35,572,725,346,290,506,172,2609
602021057,32,18,77,586,810,492,446,676,329,3341
602031058,14,0,25,562,905,530,385,545,339,3269
602031059,66,29,126,829,1285,749,750,1286,684,5584
602031060,63,20,117,655,781,454,343,766,356,3359
602031061,29,9,57,499,652,373,391,695,373,2989
602031062,20,12,58,809,1098,571,442,847,412,4176
602031064,64,35,153,747,1218,782,756,1136,587,5229
602031099,6,3,15,129,202,137,99,140,68,775
602031100,64,33,173,913,1293,760,744,1178,592,5477
603011065,7,3,22,270,399,230,225,408,193,1724
603011066,6,0,15,451,645,364,291,512,272,2526
603011067,38,22,86,880,1184,657,588,1099,515,4926
603011068,0,0,0,3,0,4,0,3,0,15
603021069,8,14,35,444,724,441,301,375,242,2527
603021070,24,11,52,597,963,545,490,564,338,3494
603021071,27,8,58,509,797,444,432,578,331,3091
603021072,81,26,150,1188,1844,1022,811,1234,614,6712
603031073,15,26,61,263,492,316,290,379,311,2047
603031074,36,26,111,596,957,569,459,787,472,3842
604011075,24,5,57,456,676,319,282,639,222,2595
604011076,18,8,56,726,1048,588,578,710,420,4081
604011077,37,6,67,589,788,371,333,686,257,3024
604011078,133,29,231,962,1342,670,505,1237,385,5110
604011079,56,17,112,730,1113,583,507,834,394,4155
604011080,18,11,49,551,727,387,345,561,188,2757
604011081,64,15,112,553,849,431,368,733,287,3214
604011082,75,42,208,1044,1492,767,664,1230,516,5708
604011083,79,36,151,587,850,437,381,925,301,3480
604011084,60,34,173,894,1185,712,602,1232,466,5090
604021085,257,112,531,2121,2779,1478,1149,2791,1052,11377
604021086,52,14,102,656,862,477,434,1025,394,3848
604021087,50,26,122,621,938,468,422,860,360,3664
604021088,9,6,35,584,792,397,295,510,180,2753
604021089,56,21,125,893,1239,708,597,906,433,4786
604021090,7,5,30,472,684,312,272,493,153,2385
604021091,42,24,100,857,1274,685,729,1048,515,5112
604021092,9,6,24,524,727,379,329,444,173,2581
604031093,21,8,43,265,325,204,118,261,161,1336
604031094,7,8,26,529,791,467,407,612,364,3180
604031095,43,23,89,561,792,380,345,718,331,3124
604031096,10,5,33,567,771,440,469,459,238,2937
604031097,20,5,38,539,816,450,435,783,368,3383
604031098,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,7,6,3,10,36,8,73
699999499,0,0,3,153,152,50,40,256,178,835
701011001,0,0,0,0,0,0,0,7,0,18
701011002,4,0,19,1528,1339,287,195,1524,1054,5929
701011003,0,0,0,0,3,0,0,7,0,11
701011004,53,11,77,761,809,275,158,519,319,2840
701011005,5,3,22,923,747,243,153,654,490,3207
701011006,3,4,8,458,534,197,126,481,296,2094
701011007,0,3,5,564,631,191,144,430,252,2203
701011008,10,3,21,1039,944,258,130,701,515,3586
701011009,6,0,11,745,688,179,111,406,248,2381
701021010,3,4,13,348,464,159,133,398,205,1709
701021011,0,0,4,414,521,229,147,319,158,1799
701021012,3,0,10,200,227,83,49,285,173,1014
701021013,8,0,10,659,760,276,208,676,403,2986
701021014,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0
701021016,12,3,28,563,628,212,137,631,392,2565
701021017,0,0,0,4,3,0,0,0,0,11
701021018,3,0,10,287,379,165,130,273,136,1371
701021019,7,8,27,786,959,327,255,929,530,3793
701021020,10,0,18,841,1039,389,282,805,338,3693
701021021,0,0,0,829,1061,358,303,570,259,3381
701021022,15,3,27,828,935,366,229,824,505,3683
701021023,3,0,7,442,596,188,133,470,265,2093
701021024,3,0,9,321,396,169,134,356,184,1559
701021025,13,0,18,816,875,315,184,611,392,3191
701021026,4,4,18,693,738,268,131,463,407,2712
701021027,51,13,84,392,535,216,153,514,238,2049
701021028,3,0,8,318,373,141,104,546,252,1730
701021029,8,0,12,323,436,146,133,295,163,1489
701021030,4,0,9,423,527,216,137,335,202,1843
701031031,3,9,27,826,953,402,289,1335,2540,6344
701031032,3,9,21,1283,2038,866,625,992,927,6721
701031033,0,0,0,9,3,3,0,12,0,25
701031034,9,3,11,561,793,304,254,420,347,2671
701031035,0,3,5,600,889,392,315,660,731,3586
701041036,0,0,4,603,697,248,150,482,188,2371
701041037,0,0,0,515,599,201,146,446,297,2206
701041038,7,0,11,811,1000,354,288,493,274,3222
701041039,11,6,25,489,621,226,163,585,410,2498
701041040,3,3,6,424,575,201,158,456,340,2156
701041041,14,3,15,802,931,314,258,554,266,3123
701041042,0,0,0,557,648,233,154,407,204,2214
701041043,3,3,13,1109,1415,493,413,937,383,4746
701041044,3,0,6,547,740,244,176,445,321,2475
702011045,11,10,26,757,905,312,201,691,534,3400
702011046,12,5,20,907,1203,379,225,783,566,4061
702011047,7,3,20,730,882,336,214,692,510,3361
702011048,3,8,22,869,1045,412,234,636,441,3640
702011049,4,8,18,707,825,273,176,603,482,3069
702011050,3,0,9,500,427,160,58,451,517,2123
702011051,42,5,55,401,521,196,103,470,341,2035
702011052,7,0,10,482,768,361,97,335,1034,3087
702011053,3,0,7,313,650,324,79,289,437,2084
702011054,3,0,8,413,356,232,111,228,155,1497
702021055,5,0,4,554,402,116,71,458,204,1806
702021056,7,3,7,541,516,194,100,586,406,2351
702031057,5,3,23,643,872,413,330,705,718,3694
702031058,0,0,3,296,273,179,102,260,207,1308
702031059,0,0,0,428,389,233,64,311,263,1688
702031060,0,0,4,394,343,205,79,692,134,1837
702031061,3,0,9,756,1198,318,254,367,575,3467
702041062,0,0,4,439,404,190,171,266,357,1827
702041063,0,0,3,1726,1144,412,332,1125,519,5252
702041064,0,0,0,508,662,214,139,262,429,2217
702051065,3,0,3,575,350,102,68,323,258,1685
702051066,0,0,3,912,483,287,149,672,386,2898
702051067,17,20,41,1619,1697,614,434,1367,1835,7575
702051068,3,0,8,459,347,152,79,332,388,1753
797979799,0,0,0,0,0,0,4,43,23,72
799999499,0,0,0,334,366,137,92,522,839,2281
801011001,15,4,41,459,649,343,152,211,81,1905
801011002,32,64,148,1643,1655,445,255,1455,636,6087
801011003,26,74,133,1938,1707,506,229,1421,553,6349
801011004,13,3,27,519,745,272,197,428,182,2342
801011005,23,4,48,529,838,340,189,296,104,2299
801011006,19,4,38,1330,1733,659,405,972,251,5352
801011007,17,3,42,982,1356,604,360,630,316,4241
801011008,17,4,54,948,1235,483,304,729,221,3919
801011009,8,5,21,610,876,423,239,385,123,2658
801011010,9,3,17,377,565,273,150,157,90,1612
801011011,10,4,27,601,898,375,235,393,126,2620
801011012,0,0,0,0,0,0,0,0,0,4
801011013,15,3,41,571,788,357,205,383,104,2408
801011014,8,4,23,588,740,314,198,434,181,2448
801011015,53,48,132,904,1219,439,261,623,300,3747
801011016,34,5,72,1470,1832,830,482,1040,319,5973
801011017,15,3,28,644,919,434,251,432,177,2863
801011018,0,0,0,32,15,18,7,29,5,104
801011019,14,3,30,1327,1679,693,420,797,209,5135
801011020,17,5,48,561,688,291,169,356,119,2195
801011021,9,4,27,517,703,298,188,395,164,2263
801011022,16,3,44,539,836,371,217,393,140,2494
801011023,155,38,257,517,681,290,156,672,214,2535
801011024,8,3,33,572,709,315,189,396,158,2336
801011025,3,0,14,502,650,303,195,273,109,2035
801011026,21,7,59,471,707,348,194,276,74,2066
801011111,0,0,0,4,4,0,3,0,3,12
801011112,0,0,0,3,0,4,0,4,0,10
801031031,0,0,0,0,0,0,0,0,424,425
801031032,0,0,0,5,5,0,3,0,3,23
801031113,4,5,15,144,181,59,39,178,180,778
801031114,0,0,0,10,38,11,5,12,3,81
801031115,0,0,4,39,51,16,5,16,26,150
801041034,5,3,18,1098,1443,558,292,639,169,4199
801041035,0,0,4,1149,1394,576,415,785,249,4574
801041036,3,0,5,1154,1419,472,300,696,246,4292
801041037,0,0,9,897,1128,387,238,569,149,3370
801041038,3,3,11,773,1038,394,266,415,138,3027
801041039,6,0,3,1359,1489,493,327,1088,253,5015
801041040,9,0,20,1246,1394,459,339,1129,355,4929
801041043,0,3,4,59,53,39,27,21,18,217
801041044,4,0,4,1538,1798,571,419,1135,247,5714
801041045,0,0,0,0,3,0,0,3,0,6
801041046,16,7,43,2093,2626,968,603,1308,476,8080
801041047,10,5,42,1415,1731,741,397,946,326,5560
801041048,18,12,41,1136,1363,511,351,819,279,4452
801041116,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,126,153,52,46,80,8,466
801041119,0,0,0,0,0,0,0,0,0,6
801041120,0,0,0,11,22,7,4,19,11,69
801041121,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0
801051049,0,0,3,670,366,68,12,835,135,2074
801051050,81,69,245,1098,1396,586,281,591,342,4282
801051051,11,5,46,1806,1540,317,111,873,583,5227
801051053,8,5,25,1316,1157,164,57,1067,413,4170
801051054,13,5,45,530,619,165,94,310,134,1855
801051055,25,9,78,762,953,376,189,534,222,3045
801051056,19,5,80,574,831,355,188,277,136,2359
801051057,88,37,172,1233,1433,421,213,779,399,4484
801051058,28,15,106,1356,1589,535,253,547,286,4570
801051060,11,4,45,1211,1186,279,133,513,409,3733
801051061,23,12,71,1291,1643,599,303,598,322,4749
801051123,0,0,0,0,0,0,0,0,0,0
801051124,27,25,120,737,915,335,173,331,225,2726
801051125,0,0,0,438,405,46,39,587,118,1634
801051126,0,0,0,0,0,0,0,3,0,4
801051127,4,0,17,390,456,148,74,236,178,1478
801051128,0,0,0,0,0,0,0,0,0,0
801061062,51,18,140,556,797,334,168,355,122,2340
801061063,10,8,36,414,424,162,94,163,139,1394
801061064,63,45,167,1082,1246,419,233,587,362,3923
801061066,0,0,0,0,0,0,0,0,0,0
801061067,51,140,255,1145,1598,552,310,667,636,4905
801061068,0,0,0,0,0,0,0,0,5,8
801061069,61,15,115,660,728,351,187,430,200,2555
801061070,30,18,102,584,830,366,210,312,174,2477
801061129,7,0,17,460,482,88,47,144,116,1329
801061130,0,0,0,14,8,9,0,14,3,45
801061131,23,7,61,1455,1378,305,121,484,350,4088
801071071,7,7,30,1007,1199,475,260,680,203,3820
801071072,10,0,26,826,978,344,216,589,136,3089
801071073,50,12,84,1165,1489,554,330,813,280,4627
801071074,19,4,36,907,1350,523,345,767,230,4113
801071075,13,11,35,1079,1206,511,278,724,236,4038
801071076,3,0,14,587,842,369,193,342,87,2433
801071077,7,5,24,564,674,262,176,367,138,2178
801071078,32,3,62,1608,1900,800,433,1104,306,6149
801071079,5,0,19,593,839,355,179,348,131,2445
801071080,11,6,25,389,564,176,114,316,110,1676
801071081,13,7,43,855,1093,442,281,569,222,3464
801071082,36,24,119,2840,3829,1713,985,1822,743,11933
801071083,0,3,11,282,413,183,74,146,59,1163
801071084,58,138,282,1044,1353,607,359,774,405,4544
801071085,0,0,0,0,0,0,0,0,3,3
801071086,0,0,9,355,434,173,111,229,63,1368
801071087,8,3,18,570,744,268,198,465,130,2380
801071088,0,3,11,805,1005,382,209,462,131,2989
801071089,0,0,0,6,7,0,0,8,3,22
801071090,25,7,73,1406,1972,841,556,944,322,6039
801071132,0,0,0,3,0,0,0,0,0,10
801081091,19,3,54,530,731,392,190,241,90,2179
801081092,12,9,42,567,863,376,208,299,146,2455
801081093,25,11,83,542,775,351,197,351,156,2374
801081094,17,0,41,524,721,321,162,257,96,2085
801081095,16,3,34,565,861,352,221,346,165,2518
801081096,65,36,114,369,512,220,146,336,159,1747
801081097,16,4,47,478,674,311,167,333,128,2096
801081098,11,107,157,648,919,394,208,378,356,2902
801081133,0,0,0,0,3,0,0,0,0,3
801091099,7,8,40,512,661,269,130,297,124,1981
801091100,99,12,169,1020,1376,657,321,606,226,4210
801091101,47,22,124,625,865,396,221,416,111,2633
801091102,69,38,153,608,848,364,222,463,290,2796
801091103,120,22,208,501,790,354,153,420,194,2408
801091104,31,4,73,467,622,295,201,338,74,1996
801091105,24,7,79,619,752,294,183,496,255,2608
801091106,19,15,72,677,830,336,205,487,167,2703
801091107,10,0,24,187,244,116,68,149,65,826
801091108,15,7,51,517,648,330,162,320,142,2112
801091109,10,6,37,729,773,218,125,467,246,2558
801091110,13,3,40,437,586,285,148,245,80,1770
801101134,0,0,0,0,0,0,0,0,4,7
801101135,0,0,0,350,446,137,117,167,125,1339
801101136,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,3
801101138,0,0,0,3,0,0,0,0,0,4
801101139,3,0,7,680,789,222,106,264,189,2252
801111140,0,0,3,101,154,56,34,43,49,433
801111141,0,0,0,4,12,4,0,6,6,33
897979799,0,0,0,0,0,0,0,0,0,0
899999499,3,0,3,133,94,23,10,138,118,506
901011001,3,0,3,242,299,94,86,311,500,1526
901021002,0,0,0,70,72,35,30,156,62,430
901031003,0,0,0,55,59,21,22,76,85,312
901041004,16,9,45,260,456,218,158,224,130,1450
997979799,0,0,0,0,0,0,0,3,0,6
999999499,0,0,0,5,11,0,3,22,4,46
