SA4_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
502,149,128,274,2557,2445,4999,159,134,294,2859,2704,5567,149,131,280,2817,2771,5587,166,155,322,3132,3057,6191,130,119,252,2694,2584,5274,144,137,273,2972,2832,5801,111,130,240,2662,2622,5291,159,136,296,2930,2891,5823,92,92,181,2355,2304,4658,154,141,287,2598,2527,5129,72,82,154,2127,2364,4493,177,156,331,2376,2602,4975,71,65,132,2317,2568,4886,209,156,364,2595,2788,5382,37,52,89,2222,2523,4746,181,139,323,2446,2712,5155,30,55,87,2641,2830,5472,212,187,397,2885,3074,5960,43,61,100,2738,2980,5722,226,188,413,3004,3229,6236,37,47,85,2823,3013,5840,244,184,426,3105,3247,6350,34,40,78,2629,3013,5646,215,206,419,2875,3267,6146,31,34,65,2686,3083,5767,220,196,413,2932,3313,6248,35,49,87,9651,10508,20156,749,798,1543,10430,11350,21786,1023,1077,2096,42933,45597,88526,3196,2917,6112,47146,49590,96736
503,35,30,63,3906,3676,7582,296,238,535,4242,3940,8185,23,26,49,4364,4043,8409,240,182,426,4629,4251,8880,38,46,84,4293,4160,8450,206,186,392,4532,4395,8927,58,87,147,4274,4534,8814,225,268,491,4562,4892,9449,70,77,142,5982,6091,12074,532,603,1132,6584,6766,13348,52,40,95,7337,7407,14746,935,882,1815,8327,8330,16653,45,38,81,6990,6808,13800,851,766,1623,7888,7610,15502,28,30,50,5551,5408,10958,577,442,1021,6154,5875,12035,35,30,65,4900,5235,10137,388,388,774,5318,5653,10976,29,35,63,5155,5395,10551,415,344,753,5599,5773,11374,32,19,58,4765,4935,9703,415,336,749,5218,5291,10506,20,15,31,4506,4634,9142,356,345,695,4876,4995,9874,21,14,37,4018,4105,8125,332,295,627,4374,4416,8791,28,24,53,10389,12503,22892,885,976,1864,11302,13502,24807,511,514,1029,76443,78935,155374,6653,6245,12902,83608,85698,169301
504,341,317,660,7863,7353,15218,441,420,861,8651,8092,16743,335,346,682,7714,7233,14945,381,386,765,8427,7964,16394,359,338,694,7245,6630,13874,403,362,761,8004,7325,15330,357,262,618,7307,6766,14072,385,363,753,8046,7391,15442,354,291,643,7682,7243,14921,489,472,963,8528,8004,16532,305,257,565,8508,8888,17396,588,543,1134,9405,9687,19087,247,203,451,9404,9275,18680,618,539,1155,10268,10019,20290,212,173,385,8235,8353,16589,558,451,1005,9003,8971,17978,203,194,391,8133,8479,16609,540,476,1019,8872,9148,18023,188,154,346,8252,8336,16595,553,460,1010,9002,8951,17948,131,124,261,7758,7838,15596,504,469,975,8398,8428,16824,103,104,207,6887,7150,14040,469,399,862,7461,7654,15116,61,74,136,5896,6131,12028,389,331,724,6345,6540,12885,86,123,212,14196,16029,30228,922,1075,2001,15204,17231,32430,3286,2964,6251,115074,115705,230776,7243,6748,13989,125604,125413,251017
505,365,341,703,17231,16211,33438,889,829,1724,18478,17377,35860,340,344,685,17322,16648,33972,786,775,1566,18445,17769,36218,378,322,702,16201,15262,31463,642,676,1316,17224,16261,33477,291,294,582,16347,15649,31995,726,665,1387,17357,16613,33968,226,254,487,16505,15807,32309,939,861,1802,17671,16924,34593,227,248,480,18210,18767,36980,1277,1130,2413,19718,20148,39868,178,205,388,19615,19955,39567,1378,1124,2500,21170,21285,42456,145,165,310,17432,18290,35722,1050,905,1956,18627,19361,37996,125,164,294,17872,18585,36461,1066,910,1977,19068,19666,38729,129,182,313,17704,18444,36153,1005,875,1883,18839,19502,38345,118,156,270,16034,16797,32830,914,740,1655,17062,17694,34754,115,131,248,14108,15183,29294,829,764,1599,15052,16076,31133,65,69,135,12052,13223,25274,677,670,1353,12798,13966,26764,90,123,207,30303,36595,66895,1699,2143,3841,32087,38863,70950,2790,2997,5789,246929,255422,502348,13886,13088,26971,263603,271507,535114
506,546,545,1091,15566,14824,30390,893,832,1720,17004,16196,33202,531,531,1065,14996,13932,28930,793,650,1445,16323,15122,31440,518,527,1044,13287,12670,25960,691,617,1310,14494,13818,28310,523,496,1021,14465,13423,27894,704,618,1325,15700,14540,30237,480,439,919,17799,16200,33994,1093,1045,2144,19372,17688,37063,419,327,745,18949,18602,37547,1477,1236,2716,20840,20162,41001,307,289,602,19713,19352,39061,1392,1158,2549,21409,20800,42211,237,258,493,17081,16504,33588,1146,915,2061,18468,17674,36147,233,234,468,15272,15181,30457,993,795,1794,16502,16216,32713,208,264,469,14780,14708,29486,978,740,1719,15959,15713,31673,181,226,408,13701,13754,27458,888,757,1651,14773,14736,29514,135,170,305,12185,13074,25264,777,699,1473,13101,13951,27047,114,174,285,11008,11870,22874,754,723,1476,11873,12762,24638,154,232,383,27203,31623,58830,1781,2161,3939,29136,34016,63153,4595,4708,9306,226011,225721,451731,14355,12957,27318,244968,243390,488354
507,408,390,800,12664,12273,24939,727,692,1424,13798,13354,27157,419,395,815,13085,12459,25546,684,661,1349,14185,13522,27708,352,369,722,11786,11245,23031,604,572,1182,12749,12190,24936,377,310,686,11766,11480,23250,658,617,1272,12806,12411,25210,384,293,676,12301,12088,24388,911,793,1702,13593,13170,26764,341,252,597,12721,13279,26000,1154,986,2145,14217,14520,28741,258,213,476,13634,14374,28008,1084,948,2035,14982,15533,30513,196,171,360,12886,13370,26261,959,738,1698,14040,14276,28321,196,187,380,12940,13540,26474,947,777,1729,14079,14507,28586,171,178,345,12919,13619,26537,979,756,1736,14073,14548,28618,132,137,269,12031,12639,24677,864,742,1601,13027,13515,26548,104,141,241,10732,11314,22046,754,661,1419,11589,12119,23707,65,91,154,9183,10063,19246,614,607,1226,9860,10760,20625,93,125,218,23775,28094,51869,1737,2070,3813,25604,30292,55898,3494,3246,6741,182422,189852,372270,12696,11632,24324,198605,204728,403334
509,327,256,580,3424,3214,6637,324,314,642,4083,3784,7864,340,346,687,3906,3700,7606,366,360,726,4613,4402,9018,356,336,687,3641,3418,7059,334,288,622,4332,4038,8368,269,234,505,3341,2891,6224,311,248,563,3918,3370,7290,230,145,375,2842,2287,5122,228,218,450,3302,2651,5948,182,180,360,2963,2825,5783,313,285,600,3455,3294,6748,161,141,306,3119,3317,6441,332,284,618,3620,3738,7362,164,140,307,3217,3256,6476,325,289,620,3704,3689,7397,170,131,298,3597,3680,7279,372,343,715,4137,4153,8294,121,197,320,4149,4136,8281,419,368,793,4690,4702,9396,165,146,313,4486,4387,8869,438,419,850,5093,4947,10039,134,138,274,4711,4674,9388,536,415,947,5384,5224,10611,114,102,209,4573,4375,8940,440,412,856,5121,4883,10008,152,197,349,12183,11936,24121,1277,1280,2554,13609,13414,27022,2880,2682,5565,60152,58083,118237,6027,5528,11549,69062,66294,135354
510,1267,1212,2475,2343,2140,4486,366,337,699,3971,3690,7665,1229,1207,2429,2114,2003,4114,343,322,665,3679,3526,7207,1158,1122,2282,1459,1354,2808,251,222,474,2863,2702,5563,1032,949,1975,1107,927,2031,199,175,370,2332,2048,4384,964,931,1895,1614,1452,3068,433,329,765,3009,2716,5726,1005,978,1990,3498,2701,6201,985,531,1516,5494,4209,9703,892,896,1786,4208,3065,7277,1038,539,1577,6137,4501,10644,766,769,1540,3579,2417,5995,869,406,1268,5212,3594,8808,733,665,1394,3393,2069,5464,787,318,1103,4906,3054,7962,629,697,1332,3018,1784,4806,690,349,1040,4335,2839,7175,510,618,1120,2748,1640,4388,666,349,1014,3924,2606,6528,403,472,875,2311,1421,3730,500,260,763,3219,2157,5371,290,342,626,1508,914,2427,329,166,488,2126,1422,3541,373,510,885,1441,857,2297,279,190,465,2091,1555,3651,11237,11368,22609,34339,24756,59100,7725,4486,12213,53302,40614,93920
511,664,606,1268,3159,3063,6218,408,333,738,4222,3996,8222,767,642,1414,3246,3167,6412,364,335,700,4376,4151,8528,632,668,1291,2961,2852,5810,335,333,667,3926,3849,7772,594,581,1175,2785,2602,5385,325,288,615,3697,3477,7176,478,472,950,2715,2404,5115,341,285,627,3530,3161,6690,439,427,864,3245,3155,6395,507,391,905,4191,3974,8164,368,431,797,3495,3321,6819,545,426,974,4412,4172,8583,306,350,659,3128,3091,6222,444,363,804,3885,3801,7690,332,370,709,3415,3243,6658,497,352,852,4245,3971,8210,312,365,675,3749,3356,7108,530,363,897,4596,4083,8673,258,317,575,3729,3388,7118,527,388,914,4517,4095,8610,231,263,496,3595,3156,6749,501,379,878,4325,3799,8124,157,217,376,3001,2701,5697,387,295,691,3547,3208,6762,282,336,620,6845,6404,13252,797,689,1484,7920,7434,15355,5815,6044,11862,49067,45898,94963,6510,5230,11739,61391,57170,118563
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,18,7,3,5,17,3,20,3,0,3,30,3,34,10,0,7,43,4,47,0,0,0,57,4,64,19,0,14,74,3,78,0,0,0,47,3,51,10,0,10,63,3,60,0,0,0,55,4,59,6,0,6,59,4,65,0,0,0,44,4,47,7,3,12,54,7,60,0,0,0,40,0,37,3,0,3,43,0,44,0,0,0,19,0,26,5,0,3,27,0,27,0,0,0,15,3,16,0,0,0,17,3,15,0,0,0,6,0,6,0,0,0,9,0,9,10,0,10,328,18,351,65,7,76,408,26,434
599,8,18,27,55,48,104,12,18,30,81,79,161,6,9,16,56,51,109,7,8,17,66,72,134,9,14,20,36,29,61,9,6,11,54,46,102,13,14,29,60,53,113,11,5,12,84,65,151,20,27,44,197,179,379,35,38,79,254,242,503,27,25,61,293,236,528,68,48,112,391,309,698,37,18,60,285,163,446,62,44,105,382,230,607,31,21,47,234,117,347,37,21,57,294,155,449,53,32,85,215,100,318,38,16,50,313,147,458,41,35,72,227,94,320,45,16,56,314,137,453,37,18,52,239,135,376,45,31,77,324,185,505,24,9,31,223,173,394,37,38,75,287,216,500,18,8,23,200,185,391,29,25,57,256,218,474,11,9,15,368,253,618,66,46,115,444,309,747,341,247,587,2691,1806,4497,502,363,867,3532,2415,5950
601,471,424,897,5862,5598,11453,331,317,645,6666,6338,12995,509,498,1003,6293,5997,12289,359,338,695,7158,6830,13986,473,464,931,5980,5568,11544,328,298,630,6780,6330,13108,450,392,839,6118,5936,12054,319,354,671,6880,6684,13565,400,358,750,6324,6225,12544,366,377,743,7088,6952,14042,301,357,660,6263,6478,12742,420,376,793,6986,7212,14194,278,323,603,6293,6626,12918,391,381,771,6959,7327,14289,206,235,432,5877,6357,12234,328,336,665,6403,6924,13329,196,237,430,6203,6881,13080,371,364,734,6767,7482,14249,223,244,469,6516,7020,13533,420,356,779,7160,7623,14785,186,228,416,6543,7068,13609,393,392,786,7121,7689,14811,196,192,389,6757,7447,14201,427,444,871,7380,8083,15459,140,135,276,6147,6746,12895,416,388,809,6706,7280,13984,199,230,431,16436,19922,36357,1250,1512,2762,17882,21667,39549,4225,4309,8534,97589,103875,201462,6113,6238,12351,107930,114422,222356
602,230,258,491,3485,3201,6688,242,258,500,3954,3718,7679,300,281,585,3837,3624,7458,272,249,518,4405,4157,8560,225,268,498,3664,3607,7269,227,231,460,4115,4110,8223,247,233,480,4045,3745,7794,275,261,538,4563,4235,8806,210,190,391,3988,3685,7675,312,273,588,4512,4144,8661,132,148,286,3276,3368,6640,247,254,499,3660,3769,7427,119,155,276,3297,3540,6833,249,254,498,3656,3950,7605,97,115,211,3210,3531,6746,230,223,461,3541,3870,7415,109,146,258,3611,4069,7683,276,259,536,3998,4479,8474,116,131,250,4175,4508,8682,306,290,596,4604,4932,9535,109,106,218,4320,4603,8921,336,330,663,4767,5032,9799,89,125,222,4546,4841,9389,341,341,679,4980,5313,10292,101,74,177,4320,4585,8900,338,338,675,4761,4995,9751,142,137,284,12099,13690,25785,1004,1179,2190,13249,15009,28251,2230,2373,4605,61870,64601,126470,4664,4735,9402,68765,71716,140484
603,123,120,242,682,712,1401,65,64,130,868,901,1768,135,149,284,891,824,1714,68,81,146,1099,1050,2146,152,135,285,980,849,1826,100,97,193,1235,1072,2306,142,122,261,828,720,1548,72,55,131,1037,902,1944,75,93,162,609,507,1113,47,46,95,728,646,1371,85,68,150,602,593,1198,52,40,97,742,706,1440,61,68,133,708,768,1477,55,57,119,826,895,1725,53,79,134,755,822,1581,63,81,144,869,982,1855,55,65,124,998,971,1970,74,85,159,1132,1120,2252,86,90,176,1118,1196,2313,89,87,178,1293,1373,2666,65,73,139,1279,1258,2543,103,86,190,1448,1425,2870,58,87,141,1489,1439,2932,131,117,251,1677,1647,3323,61,50,108,1522,1409,2931,115,109,226,1695,1572,3268,111,90,205,3834,3447,7279,364,343,704,4312,3880,8188,1247,1292,2541,16296,15525,31815,1406,1354,2757,18953,18169,37119
604,409,395,803,2474,2409,4881,146,155,299,3025,2959,5985,475,432,909,2862,2676,5534,180,170,356,3522,3277,6799,450,394,843,2727,2614,5339,185,194,382,3360,3205,6566,423,366,792,2852,2712,5565,171,175,345,3446,3258,6699,289,310,595,2448,2345,4797,159,139,297,2898,2793,5691,232,246,482,2236,2470,4705,165,172,345,2638,2888,5524,189,262,453,2400,2470,4872,152,145,291,2741,2878,5613,190,240,428,2320,2598,4921,144,150,296,2655,2991,5649,198,220,419,2758,2931,5683,184,160,340,3137,3313,6449,213,272,481,3094,3448,6547,232,188,420,3541,3913,7454,172,232,403,3448,3643,7089,253,224,474,3874,4102,7975,183,195,377,3552,3777,7332,267,266,537,4010,4240,8244,146,151,299,3394,3519,6909,264,236,501,3806,3908,7714,263,271,534,9546,10830,20378,799,942,1740,10609,12042,22653,3840,3996,7839,46112,48444,94556,3307,3322,6632,53261,55766,109024
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,6,4,8,0,0,0,11,0,11,0,0,0,8,0,14,0,0,0,8,4,12,0,0,3,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,7,0,0,0,9,0,7,0,0,0,5,0,9,0,0,0,5,3,4,0,0,0,5,3,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,4,3,7,0,0,0,46,16,63,3,3,4,49,21,68
699,3,0,3,20,12,38,0,0,0,27,20,40,0,0,0,7,9,18,0,0,0,7,12,21,0,0,0,8,10,13,0,0,0,8,9,20,3,3,9,23,31,52,3,0,0,34,33,62,7,4,6,45,22,69,8,3,12,56,29,90,3,3,5,51,32,80,16,5,15,66,38,103,0,0,0,43,23,66,9,3,10,55,29,79,5,0,9,42,32,72,6,0,6,53,30,80,3,0,3,33,21,55,6,0,6,36,24,65,3,3,3,29,20,56,3,5,9,37,29,67,3,3,4,26,24,57,7,3,7,38,36,69,0,0,0,23,29,48,6,0,7,28,25,55,0,0,0,23,26,50,3,3,4,24,30,58,4,3,6,41,41,81,10,9,18,52,44,100,34,22,55,418,338,755,68,33,104,524,393,912
701,616,567,1188,4021,3963,7984,495,488,984,5137,5018,10155,672,619,1289,3661,3427,7085,440,405,843,4774,4455,9223,672,633,1305,3113,3017,6132,370,349,720,4162,3991,8148,605,537,1141,3050,2675,5729,383,344,727,4039,3560,7600,607,462,1068,3988,3412,7393,610,481,1091,5198,4355,9555,541,442,983,5559,5237,10794,986,702,1692,7081,6389,13470,479,376,859,5598,5404,11002,888,644,1530,6963,6425,13388,406,364,775,4851,4530,9378,782,507,1282,6038,5401,11436,390,381,772,4388,4068,8459,655,464,1117,5438,4911,10347,337,370,704,4333,3884,8220,694,446,1145,5367,4694,10063,276,308,588,3867,3442,7311,576,418,991,4721,4163,8886,221,236,452,3331,3108,6437,502,387,884,4048,3728,7777,173,196,373,2790,2352,5146,431,328,752,3388,2879,6266,199,277,473,4724,4205,8935,613,484,1096,5536,4970,10507,6186,5771,11960,57280,52724,110004,8420,6442,14862,71889,64939,136828
702,2288,2114,4402,1241,1237,2485,293,223,516,3829,3572,7398,2439,2281,4718,1215,1117,2328,233,222,458,3886,3621,7505,2413,2151,4563,943,899,1838,241,198,441,3595,3242,6840,2310,2155,4462,886,691,1572,227,185,410,3420,3023,6446,2204,2150,4352,1019,950,1968,326,257,579,3544,3357,6905,2009,1954,3967,1522,1685,3205,392,415,810,3921,4053,7973,1814,1888,3707,1599,1708,3307,362,344,699,3778,3934,7710,1464,1568,3037,1391,1407,2799,272,281,558,3135,3255,6392,1427,1534,2960,1331,1252,2578,254,245,499,3010,3029,6039,1253,1442,2696,1440,1367,2803,344,316,656,3035,3120,6159,998,1208,2204,1510,1397,2909,336,287,620,2849,2887,5728,716,900,1612,1413,1305,2711,312,259,565,2439,2455,4895,521,673,1196,1204,1018,2227,272,217,495,2002,1911,3913,690,1023,1715,1783,1355,3138,388,305,691,2857,2687,5546,22547,23040,45590,18493,17373,35862,4252,3743,7998,45287,44157,89443
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,0,0,0,7,4,10,0,0,0,8,4,11,0,0,0,12,3,13,4,0,4,14,3,17,0,0,0,10,0,10,0,0,0,10,0,7,0,0,0,7,0,7,5,0,5,11,0,11,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,47,7,61,11,4,15,61,14,70
799,3,5,9,32,25,54,9,4,18,45,34,81,3,0,7,21,47,70,7,11,17,31,56,93,3,4,8,14,7,23,0,5,4,19,14,30,13,9,20,3,5,14,0,0,3,16,17,32,34,26,60,45,44,93,16,12,32,98,85,183,29,26,60,67,67,132,26,38,61,122,129,251,30,32,69,56,59,112,12,17,32,98,106,206,42,34,74,44,38,80,13,11,26,97,83,179,46,48,98,55,35,91,18,10,27,122,95,213,60,51,112,53,40,88,20,10,24,131,99,225,55,39,89,59,50,109,17,22,31,126,104,233,31,21,55,60,69,130,14,14,29,110,100,215,20,12,32,81,85,168,15,17,28,118,107,223,18,3,18,144,94,240,36,17,56,196,117,311,394,305,696,733,664,1402,204,181,387,1332,1157,2489
801,382,345,726,12856,12004,24864,654,543,1193,13892,12889,26782,367,304,678,12333,11451,23785,521,453,974,13221,12209,25428,318,310,623,10681,10149,20830,395,383,775,11387,10841,22234,328,344,674,11521,11269,22790,499,508,1006,12350,12124,24468,374,309,688,14570,14369,28934,884,854,1731,15829,15525,31354,281,299,578,14626,15270,29896,1007,950,1949,15913,16512,32426,205,242,454,15223,16000,31225,1028,883,1907,16461,17122,33587,183,202,382,14023,14226,28250,782,717,1495,14985,15147,30131,168,198,368,12958,13427,26388,762,656,1416,13891,14281,28167,192,171,361,12248,12591,24844,709,619,1324,13149,13377,26524,156,173,332,11026,11809,22837,632,590,1227,11813,12573,24387,110,129,237,10103,10823,20923,570,585,1153,10781,11541,22320,98,81,174,8518,9409,17931,469,534,1006,9086,10024,19110,91,113,205,21254,25547,46805,1334,1588,2927,22681,27249,49939,3250,3220,6476,181940,188355,370297,10238,9853,20084,195432,201425,396857
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,8,6,14,0,0,0,5,6,12,0,0,3,5,7,13,0,0,0,7,7,22,0,0,0,0,0,3,0,0,0,0,0,3,4,0,5,15,14,29,0,3,4,16,20,35,3,3,7,35,31,66,6,4,5,36,42,79,0,0,0,31,23,51,3,0,3,36,21,60,0,0,3,24,12,41,0,0,5,32,20,47,0,4,3,29,18,43,4,3,7,31,25,59,6,0,6,28,9,40,8,0,8,37,9,45,0,0,0,16,6,24,0,0,3,14,11,26,0,0,0,24,16,41,3,0,4,32,15,43,0,0,3,11,18,29,3,3,7,20,22,41,0,0,0,17,13,30,3,0,9,26,15,36,0,0,0,19,15,33,3,0,3,20,15,37,15,12,33,255,199,454,37,18,62,312,228,538
901,5,5,14,121,108,234,8,3,15,141,126,261,14,13,20,131,111,240,13,10,23,156,130,284,18,10,24,100,122,215,14,6,22,126,135,262,6,16,20,90,76,164,9,15,25,101,107,205,9,3,10,109,53,170,19,7,20,134,63,199,4,7,7,135,80,215,19,9,29,163,95,257,9,7,11,141,120,261,21,17,34,164,144,312,8,13,19,161,124,282,10,5,13,176,137,317,8,13,19,147,128,270,13,9,22,167,148,317,6,10,21,144,133,274,13,19,35,170,162,331,5,7,14,168,145,317,24,23,50,206,174,374,7,8,19,160,145,311,23,24,45,195,184,377,7,0,9,140,138,273,18,25,43,169,157,328,10,11,19,324,281,599,44,36,82,377,330,703,110,115,226,2076,1762,3838,249,212,455,2432,2090,4523
